dataset	cohort	malignant_def	metric	tnk_def	min_mal_cells	n	n_corr	n_NMPR	n_MPR	mean_NMPR	mean_MPR	delta_NMPR_minus_MPR	p_nmpr	p_onesided_NMPR_gt_MPR	p_method	rho	p_rho	dir_nmpr	dir_rho	recovers_user_direction	note
GSE207422	post_n12	intersect_drmref_cnvP95	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	2.060415612809828	1.7342563828901028	0.32615922991972535	0.2828282828282828	0.14545454545454545	exact_enumeration	0.18181818181818185	0.5717012385276553	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_cnvP95	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	0	12	12	8	4	2.060415612809828	1.7342563828901028	0.32615922991972535	0.2828282828282828	0.14545454545454545	exact_enumeration	0.2377622377622378	0.45680085263992326	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_cnvP95	mean_log1p_cp10k	drmref_TNK	0	12	12	8	4	2.060415612809828	1.7342563828901028	0.32615922991972535	0.2828282828282828	0.14545454545454545	exact_enumeration	-0.0979020979020979	0.7621216559962992	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL	mean_log1p_cp10k	lineage_TNK	0	7	7	5	2	1.7680565815460405	0.3929344887172136	1.375122092828827	0.19047619047619047	0.09523809523809523	exact_enumeration	0.1785714285714286	0.7016579425162727	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	0	7	7	5	2	1.7680565815460405	0.3929344887172136	1.375122092828827	0.19047619047619047	0.09523809523809523	exact_enumeration	0.1785714285714286	0.7016579425162727	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL	mean_log1p_cp10k	drmref_TNK	0	7	7	5	2	1.7680565815460405	0.3929344887172136	1.375122092828827	0.19047619047619047	0.09523809523809523	exact_enumeration	-0.25	0.5887244480896832	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL_cnvP95	mean_log1p_cp10k	lineage_TNK	0	6	6	5	1	2.2047911784141774	0.9908565525986096	1.2139346258155679	0.3333333333333333	0.16666666666666666	exact_enumeration	0.028571428571428574	0.9571545189504373	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL_cnvP95	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	0	6	6	5	1	2.2047911784141774	0.9908565525986096	1.2139346258155679	0.3333333333333333	0.16666666666666666	exact_enumeration	0.028571428571428574	0.9571545189504373	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL_cnvP95	mean_log1p_cp10k	drmref_TNK	0	6	6	5	1	2.2047911784141774	0.9908565525986096	1.2139346258155679	0.3333333333333333	0.16666666666666666	exact_enumeration	-0.028571428571428574	0.9571545189504373	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_allEpi	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.6385744334782317	1.35046160801648	0.28811282546175176	0.21414141414141413	0.14545454545454545	exact_enumeration	0.11188811188811189	0.729194990751066	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_allEpi	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	0	12	12	8	4	1.6385744334782317	1.35046160801648	0.28811282546175176	0.21414141414141413	0.14545454545454545	exact_enumeration	0.18181818181818185	0.5717012385276553	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_allEpi	mean_log1p_cp10k	drmref_TNK	0	12	12	8	4	1.6385744334782317	1.35046160801648	0.28811282546175176	0.21414141414141413	0.14545454545454545	exact_enumeration	-0.20979020979020982	0.512840943181826	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
