dataset	cohort	malignant_def	metric	tnk_def	min_mal_cells	n	n_corr	n_NMPR	n_MPR	mean_NMPR	mean_MPR	delta_NMPR_minus_MPR	p_nmpr	p_onesided_NMPR_gt_MPR	p_method	rho	p_rho	dir_nmpr	dir_rho	recovers_user_direction	note
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	0.15353535353535352	0.05454545454545454	exact_enumeration	-0.1258741258741259	0.696683109395766	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	lineage_TNK	5	12	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	0.15353535353535352	0.05454545454545454	exact_enumeration	-0.1258741258741259	0.696683109395766	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	0	12	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	0.15353535353535352	0.05454545454545454	exact_enumeration	-0.09090909090909093	0.7787253962454419	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	5	12	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	0.15353535353535352	0.05454545454545454	exact_enumeration	-0.09090909090909093	0.7787253962454419	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	drmref_TNK	0	12	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	0.15353535353535352	0.05454545454545454	exact_enumeration	-0.4895104895104896	0.10625237175934595	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	drmref_TNK	5	12	12	8	4	1.570699174703016	1.120210630662227	0.45048854404078886	0.15353535353535352	0.05454545454545454	exact_enumeration	-0.4895104895104896	0.10625237175934595	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	pct_pos_ge1	lineage_TNK	0	12	12	8	4	0.7508862789838386	0.6603107221641704	0.09057555681966822	0.6828282828282828	0.20404040404040405	exact_enumeration	-0.18881118881118883	0.5567370561768314	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	pct_pos_ge1	lineage_TNK	5	12	12	8	4	0.7508862789838386	0.6603107221641704	0.09057555681966822	0.6828282828282828	0.20404040404040405	exact_enumeration	-0.18881118881118883	0.5567370561768314	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	pct_pos_ge1	umi_CD3E_CD8A_NKG7	0	12	12	8	4	0.7508862789838386	0.6603107221641704	0.09057555681966822	0.6828282828282828	0.20404040404040405	exact_enumeration	-0.1328671328671329	0.6805975082860817	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	pct_pos_ge1	umi_CD3E_CD8A_NKG7	5	12	12	8	4	0.7508862789838386	0.6603107221641704	0.09057555681966822	0.6828282828282828	0.20404040404040405	exact_enumeration	-0.1328671328671329	0.6805975082860817	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
