cohort	predictor	target	adjust	method	n	rho	p	rho_xy	rho_xz	rho_yz	rho_rank_residual	p_rank_residual	q_primary8	q_primary_per_adjust	direction_matches_user_negative
LSCC	TACSTD2_RNA	xCell_T_cell_CD8+	WGS_purity	partial_spearman_formula	104	-0.06311045605910771	0.5265272152171596	-0.09633784754892875	0.08621821057642638	-0.47604716754734394	-0.0597460791635549	0.5468630810521021		0.7020362869562128	True
LSCC	TACSTD2_RNA	xCell_immune_score	ESTIMATEScore	partial_spearman_formula	108	0.08609353219133666	0.3779190580952847	-0.11765686590037516	-0.1792671453965473	0.8803909800222927	0.07351834386045136	0.44955399324906037		0.6337575099281658	False
LSCC	TACSTD2_RNA	xCell_immune_score	WES_purity	partial_spearman_formula	107	-0.0906393331087031	0.35547167842872895	-0.12704104000009828	0.08945613286460964	-0.7235297274447102	-0.08048766748899384	0.40986560276839845		0.6102680941940095	True
LSCC	TACSTD2_RNA	xCell_immune_score	WGS_purity	partial_spearman_formula	104	-0.06630649531244304	0.5057578295279377	-0.10848801201679878	0.08621821057642638	-0.8223767596649962	-0.07265549983996587	0.46358410966299485		0.7020362869562128	True
LSCC	TACSTD2_protein	xCell_T_cell_CD8+	ESTIMATEScore	partial_spearman_formula	108	0.02316210812789001	0.8128054687690568	-0.07950341046898066	-0.1763220821782084	0.5581847681587923	0.0314956129069136	0.7462532708426011		0.9289205357360649	False
LSCC	TACSTD2_protein	xCell_T_cell_CD8+	WES_purity	partial_spearman_formula	107	-0.061075405450289555	0.5339845824197583	-0.08224882501452267	0.06638094244546083	-0.3960785056466569	-0.07594719698359582	0.436863576802707		0.6102680941940095	True
LSCC	TACSTD2_protein	xCell_T_cell_CD8+	WGS_purity	partial_spearman_formula	104	-0.0334561013331279	0.7372536489883695	-0.07385129729402629	0.09360103956096243	-0.47604716754734394	-0.023695721753974185	0.8112895339680962		0.8425755988438509	True
LSCC	TACSTD2_protein	xCell_immune_score	ESTIMATEScore	partial_spearman_formula	108	0.046699022231802785	0.6329026115320153	-0.1334324120914192	-0.1763220821782084	0.8803909800222927	0.028389874913067915	0.7705451148427203		0.8438701487093537	False
LSCC	TACSTD2_protein	xCell_immune_score	WES_purity	partial_spearman_formula	107	-0.12872354726068355	0.18849158658744533	-0.13668959031328984	0.06638094244546083	-0.7235297274447102	-0.13217343599992165	0.17474427551916602		0.5026442308998542	True
LSCC	TACSTD2_protein	xCell_immune_score	WGS_purity	partial_spearman_formula	104	-0.08722635318921604	0.3809656420769445	-0.1263842953163342	0.09360103956096243	-0.8223767596649962	-0.08796543262562681	0.37456463987954197		0.7020362869562128	True
LUAD	TACSTD2_RNA	xCell_T_cell_CD8+	ESTIMATEScore	partial_spearman_formula	110	-0.1165699673862542	0.22738767866973844	-0.08628152488174194	0.05455008577000485	0.38636481154381824	-0.11250366296237856	0.2419251012604607		0.6063671431193025	True
LUAD	TACSTD2_RNA	xCell_T_cell_CD8+	WES_purity	partial_spearman_formula	108	-0.062241577936853074	0.5241979993032163	-0.0688531168686402	0.03604821851678253	-0.2313367064743656	-0.06178161604010396	0.5253047993183735		0.6102680941940095	True
LUAD	TACSTD2_RNA	xCell_T_cell_CD8+	WGS_purity	partial_spearman_formula	104	-0.10934942674032071	0.2715358629330435	-0.10663494384711415	0.001744567575912578	-0.23749599010134698	-0.11081830790568656	0.26274620138083077		0.7020362869562128	True
LUAD	TACSTD2_RNA	xCell_immune_score	ESTIMATEScore	partial_spearman_formula	110	-0.08209118838172827	0.39609844370510366	-0.006920196831153508	0.05455008577000485	0.7915019272817438	-0.0635800103690012	0.5093287028158722		0.6337575099281658	True
LUAD	TACSTD2_RNA	xCell_immune_score	WES_purity	partial_spearman_formula	108	0.013521745386281684	0.8900558928843941	-0.002114955450184269	0.03604821851678253	-0.40191831889180435	0.006097154343746129	0.9500637252624629		0.8900558928843941	False
LUAD	TACSTD2_RNA	xCell_immune_score	WGS_purity	partial_spearman_formula	104	0.0008631700702658292	0.9930957451493816	-0.00026672427911190343	0.001744567575912578	-0.5621013747376172	0.010679611650485437	0.9143147189097754		0.9930957451493816	False
LUAD	TACSTD2_protein	xCell_T_cell_CD8+	ESTIMATEScore	partial_spearman_formula	110	-0.2538957962452393	0.007721933511619175	-0.28904629073608734	-0.14875008452990102	0.38636481154381824	-0.25065482496675157	0.008262200738336696		0.0308877340464767	True
LUAD	TACSTD2_protein	xCell_T_cell_CD8+	WES_purity	partial_spearman_formula	108	-0.2606308080888176	0.006701010457478139	-0.2700168130699128	0.07415166222248326	-0.2313367064743656	-0.256981989494801	0.007257195257372499		0.026804041829912556	True
LUAD	TACSTD2_protein	xCell_T_cell_CD8+	WGS_purity	partial_spearman_formula	104	-0.29112691944665137	0.0028500596926035863	-0.3086950091728564	0.11725916965981481	-0.23749599010134698	-0.29319321455243785	0.002523309498513379		0.020831709232034326	True
LUAD	TACSTD2_protein	xCell_immune_score	ESTIMATEScore	partial_spearman_formula	110	-0.3171871611591109	0.0007778215606959793	-0.3094335369564728	-0.14875008452990102	0.7915019272817438	-0.28235691905416677	0.002802435769502304		0.006222572485567834	True
LUAD	TACSTD2_protein	xCell_immune_score	WES_purity	partial_spearman_formula	108	-0.27158453845718405	0.004659385319917604	-0.277801594786933	0.07415166222248326	-0.40191831889180435	-0.26857964884201696	0.004946191180412438		0.026804041829912556	True
LUAD	TACSTD2_protein	xCell_immune_score	WGS_purity	partial_spearman_formula	104	-0.27336168363991986	0.0052079273080085815	-0.29044062733383125	0.11725916965981481	-0.5621013747376172	-0.25510508908567164	0.008961451717662137		0.020831709232034326	True
