cohort	predictor	target	adjust	method	n	rho	p	rho_xy	rho_xz	rho_yz	rho_rank_residual	p_rank_residual	q_primary8	q_primary_per_adjust	direction_matches_user_negative
LSCC	TACSTD2_RNA	xCell_immune_score	none	unadjusted_spearman	108	-0.11765686590037516	0.2252386622713734	-0.11765686590037516					0.4504773245427468		True
LSCC	TACSTD2_RNA	xCell_T_cell_CD8+	none	unadjusted_spearman	108	-0.10030349459081386	0.3016682130363726	-0.10030349459081386					0.47246997346377		True
LSCC	TACSTD2_protein	xCell_immune_score	none	unadjusted_spearman	108	-0.1334324120914192	0.16860521848316948	-0.1334324120914192					0.4496139159551186		True
LSCC	TACSTD2_protein	xCell_T_cell_CD8+	none	unadjusted_spearman	108	-0.07950341046898066	0.4134112267807988	-0.07950341046898066					0.47246997346377		True
LUAD	TACSTD2_RNA	xCell_T_cell_CD8+	none	unadjusted_spearman	110	-0.08628152488174194	0.370111931259067	-0.08628152488174194					0.47246997346377		True
LUAD	TACSTD2_RNA	xCell_immune_score	none	unadjusted_spearman	110	-0.006920196831153508	0.9427997696692078	-0.006920196831153508					0.9427997696692078		True
LUAD	TACSTD2_protein	xCell_immune_score	none	unadjusted_spearman	110	-0.3094335369564728	0.001003961995617287	-0.3094335369564728					0.008031695964938296		True
LUAD	TACSTD2_protein	xCell_T_cell_CD8+	none	unadjusted_spearman	110	-0.28904629073608734	0.002194504463815969	-0.28904629073608734					0.008778017855263876		True
LSCC	TACSTD2_RNA	xCell_T_cell_CD8+	ESTIMATEScore	partial_spearman_formula	108	-0.0002931664153457995	0.9976088089959066	-0.10030349459081386	-0.1792671453965473	0.5581847681587923	0.019911019653795953	0.83793632007968		0.9976088089959066	True
LSCC	TACSTD2_RNA	xCell_T_cell_CD8+	WES_purity	partial_spearman_formula	107	-0.07862772403274254	0.423036173779954	-0.10733948081176316	0.08945613286460964	-0.3960785056466569	-0.08789421736995176	0.36798726497450357		0.6102680941940095	True
