sample	origin	n_cells	n_epithelial	n_malignant	n_tnk	n_cd8	n_b	frac_tnk	frac_cd8	frac_b	frac_immune	epi_TACSTD2_mean	epi_TACSTD2_pct	mal_TACSTD2_mean	mal_TACSTD2_pct	epi_CLDN4_mean	epi_CLDN4_pct	mal_CLDN4_mean	mal_CLDN4_pct
BRONCHO_11	mLN	3178	204	203	809	155	1413	0.25456261799874136	0.048772813089993705	0.4446192573945878	0.9317180616740088	1.0510656262647708	69.11764705882352	1.0562432894483411	69.45812807881774	1.7971072259277237	80.3921568627451	1.8059599708830327	80.78817733990148
BRONCHO_58	tL/B	2813	497	460	1546	553	162	0.5495911837895485	0.19658727337362247	0.05758976182012087	0.7902595094205475	1.777904000458838	77.06237424547284	1.7979342704842347	78.47826086956522	1.4082427715787054	71.42857142857143	1.4263533362235619	72.17391304347827
EBUS_06	tL/B	2303	1197	1186	611	170	111	0.2653061224489796	0.07381676074685194	0.04819800260529744	0.47850629613547546	1.7104358788930176	77.86131996658312	1.7192006291648692	78.07757166947724	1.3498481828865414	71.0108604845447	1.3552293035869711	71.16357504215851
EBUS_10	mLN	5144	400	367	1530	319	2366	0.2974339035769829	0.06201399688958009	0.4599533437013997	0.9197122861586314	1.7402440134938166	78.0	1.716979153402374	77.9291553133515	1.870884049010623	83.5	1.9049734855942484	84.46866485013625
EBUS_12	mLN	3115	262	257	328	33	176	0.10529695024077046	0.01059390048154093	0.0565008025682183	0.9104333868378812	3.3709417728069284	92.74809160305344	3.4289526627484825	94.16342412451361	2.3168019204404384	87.40458015267176	2.3549040610356684	88.32684824902724
EBUS_13	mLN	3550	381	376	1150	183	1871	0.323943661971831	0.05154929577464789	0.5270422535211268	0.8918309859154929	0.0	0.0	0.0	0.0	0.0018192839384775466	0.26246719160104987	0.0018434765440424076	0.26595744680851063
EBUS_15	mLN	1105	263	256	479	114	39	0.4334841628959276	0.10316742081447963	0.03529411764705882	0.7574660633484163	1.3180293573268198	57.414448669201526	1.3513616163921625	58.59375	1.0994302922290404	46.00760456273764	1.1294928392821784	47.265625
EBUS_19	mLN	2112	228	217	1427	429	98	0.6756628787878788	0.203125	0.04640151515151515	0.890625	2.310663179704478	89.91228070175438	2.4131481619459594	92.62672811059907	2.375334507735527	90.78947368421053	2.4779035334230066	94.00921658986175
EBUS_28	tL/B	5182	4766	4640	232	41	7	0.04477035893477422	0.007912003087610961	0.001350829795445774	0.07661134697028174	1.3913712750289726	85.6273604699958	1.3850455956551395	85.6896551724138	2.172783585769234	95.9085186739404	2.197978326433922	96.33620689655173
EBUS_49	tL/B	1775	122	114	1126	370	189	0.6343661971830986	0.2084507042253521	0.10647887323943662	0.8963380281690141	0.7452486163553218	33.60655737704918	0.7008290774344536	31.57894736842105	0.9637887222910673	50.0	0.9512107328950752	49.122807017543856
EBUS_51	mLN	3275	1315	1285	1143	95	99	0.34900763358778625	0.02900763358778626	0.030229007633587785	0.5978625954198473	1.5670723553418686	85.47528517110267	1.5722651079623844	85.83657587548637	1.570338095563157	84.7148288973384	1.581328884787959	85.36964980544747
EFFUSION_06	PE	4884	228	0	3293	1108	446	0.6742424242424242	0.22686322686322685	0.09131859131859132	0.9387796887796888	1.7715709373379687	67.54385964912281			1.2908108762091741	58.333333333333336		
EFFUSION_11	PE	2943	81	0	1948	1264	100	0.6619096160380564	0.4294937138973836	0.03397893306150187	0.9296636085626911	1.2026913976051523	77.77777777777779			2.395062914709385	90.12345679012346		
EFFUSION_12	PE	4224	25	0	2085	499	795	0.49360795454545453	0.1181344696969697	0.18821022727272727	0.9791666666666666	2.9629556817417857	84.0			2.5673835614295855	76.0		
EFFUSION_13	PE	4441	47	0	3168	572	1012	0.7133528484575546	0.1287998198603918	0.2278766043683855	0.9849133078135555	0.0	0.0			0.0	0.0		
EFFUSION_64	PE	3812	15	0	2777	253	932	0.728488982161595	0.06636935991605457	0.24449108079748164	0.993704092339979								
LN_01	nLN	3626	0	0	2399	163	1107	0.6616105901820187	0.04495311638168781	0.30529509100937674	0.9947600661886377								
LN_02	nLN	3178	0	0	2356	150	687	0.7413467589679044	0.04719949653870359	0.21617369414726242	0.9955947136563876								
LN_03	nLN	3013	0	0	2232	246	661	0.7407899103883173	0.08164619980086293	0.2193826750746764	0.9863923000331896								
LN_04	nLN	3092	0	0	2278	130	747	0.7367399741267788	0.04204398447606727	0.24159120310478654	0.9948253557567918								
LN_05	nLN	3087	0	0	2079	276	962	0.673469387755102	0.08940719144800778	0.31162941367023	0.9964366699060576								
LN_06	nLN	2936	0	0	2197	103	634	0.7482970027247956	0.03508174386920981	0.2159400544959128	0.989100817438692								
LN_07	nLN	5713	0	0	4408	535	1125	0.7715736040609137	0.0936460703658323	0.1969193068440399	0.9954489760196044								
LN_08	nLN	4395	0	0	2717	525	1513	0.618202502844141	0.11945392491467577	0.34425483503981796	0.9970420932878271								
LN_11	nLN	3788	0	0	2625	236	984	0.6929778247096093	0.06230200633579725	0.25976768743400214	0.9947201689545935								
LN_12	nLN	4618	0	0	2028	227	2164	0.43915114768297964	0.049155478562148115	0.4686011260285838	0.9863577306193158								
LUNG_N01	nLung	3194	199	0	1326	412	82	0.41515341264871636	0.1289918597370069	0.02567313713212273	0.9217282404508453	0.9569260350349321	69.34673366834171			0.9528180490465095	73.86934673366834		
LUNG_N06	nLung	2839	178	0	1273	417	29	0.4483973230010567	0.14688270517787955	0.010214864388869321	0.9306093694963015	0.9449293616141162	65.1685393258427			0.9586829738456252	66.85393258426966		
LUNG_N08	nLung	3380	299	0	1452	165	60	0.42958579881656805	0.04881656804733728	0.01775147928994083	0.871301775147929	1.0248261472645184	70.5685618729097			0.8884006646820382	67.89297658862876		
LUNG_N09	nLung	2528	384	0	677	137	83	0.2678006329113924	0.05419303797468354	0.03283227848101266	0.8045886075949367	1.0406506677503387	74.73958333333334			1.0225623957473802	78.38541666666666		
LUNG_N18	nLung	4628	399	0	1657	295	89	0.358038029386344	0.06374243733794295	0.019230769230769232	0.8359982713915298	1.278139991048802	79.4486215538847			1.2471238430093328	76.44110275689223		
LUNG_N19	nLung	3870	174	0	1839	163	48	0.4751937984496124	0.04211886304909561	0.012403100775193798	0.8289405684754522	0.6974807239527774	54.59770114942529			1.0681260385321234	79.88505747126436		
LUNG_N20	nLung	5798	305	0	1662	160	36	0.28665056916177994	0.027595722662987238	0.006209037599172128	0.9313556398758193	0.7600965678533329	59.34426229508196			0.789203717507213	67.8688524590164		
LUNG_N28	nLung	3411	233	0	2277	550	36	0.6675461741424802	0.16124303723248315	0.010554089709762533	0.9249486953972442	0.7275055804755495	58.798283261802574			0.9094955722781872	77.25321888412017		
LUNG_N30	nLung	3884	334	0	2086	270	56	0.5370751802265705	0.06951596292481978	0.014418125643666324	0.8066426364572605	1.2922720418090359	78.74251497005989			1.1231554239672854	73.65269461077844		
LUNG_N31	nLung	4241	548	0	1240	162	50	0.29238387172836594	0.03819853808064136	0.01178967224711153	0.6260315963216223	0.9617166449296158	72.26277372262774			0.8314310753633377	67.88321167883211		
LUNG_N34	nLung	5222	650	0	2407	228	65	0.46093450785139795	0.043661432401378784	0.0124473381846036	0.8226733052470317	1.03936174300672	73.38461538461539			0.9098858072716935	69.23076923076923		
LUNG_T06	tLung	3426	145	0	1539	267	521	0.44921190893169877	0.07793345008756568	0.15207238762405137	0.8003502626970228	1.6325268556914665	84.82758620689656			1.5252018233031603	90.3448275862069		
LUNG_T08	tLung	3765	42	0	2128	162	1014	0.5652058432934927	0.04302788844621514	0.2693227091633466	0.9304116865869854	1.9938624764635304	85.71428571428571			1.7682109687348337	85.71428571428571		
LUNG_T09	tLung	3840	119	0	1981	886	153	0.5158854166666667	0.23072916666666668	0.03984375	0.9559895833333333	1.2799004534841876	77.31092436974791			1.1845616630478015	78.15126050420169		
LUNG_T18	tLung	3705	1028	0	1090	244	274	0.2941970310391363	0.06585695006747638	0.07395411605937922	0.6666666666666666	1.9122432977183508	87.64591439688716			2.0202422858595286	91.73151750972762		
LUNG_T19	tLung	4361	316	0	1712	150	430	0.39257051135060766	0.034395780784223805	0.09860123824810824	0.8649392341206146	1.0046877476730742	71.51898734177216			1.238436163664411	81.0126582278481		
LUNG_T20	tLung	4021	526	0	2418	525	53	0.601342949515046	0.1305645361850286	0.013180800795821936	0.8642128823675702	2.2599196644810053	88.97338403041825			2.027666821163262	89.35361216730038		
LUNG_T25	tLung	4374	226	0	1599	165	1707	0.3655692729766804	0.03772290809327846	0.39026063100137176	0.9362139917695473	1.3801883828936201	83.6283185840708			1.2231467972945496	79.64601769911505		
LUNG_T28	tLung	4705	1228	0	1631	468	586	0.3466524973432519	0.09946865037194474	0.12454835281615304	0.7192348565356004	1.9843297486391942	91.12377850162866			2.125493759811321	92.83387622149837		
LUNG_T30	tLung	4094	882	0	1414	121	118	0.3453834880312653	0.02955544699560332	0.02882266731802638	0.7293600390815828	1.066779968921138	76.07709750566893			0.7566659624957015	63.038548752834465		
LUNG_T31	tLung	5578	272	0	3713	142	419	0.6656507708856221	0.02545715310147006	0.07511652922194335	0.8357834349229114	1.37823234875004	76.10294117647058			1.2253954034910315	69.85294117647058		
