release	matrix	cohort	method	family	gene	n	rho	p	q_family	q_search
24Q4	RNA	all_cell_lines	spearman	NHEJ	PRKDC	1673	-0.11145418216537813	4.887236863651777e-06	6.516315818202369e-06	0.00013304955282538567
24Q4	RNA	all_cell_lines	spearman	NHEJ	LIG4	1673	-0.14528377155667588	2.3768858588122524e-09	4.753771717624505e-09	1.171740488236094e-07
24Q4	RNA	all_cell_lines	spearman	NHEJ	XRCC4	1673	-0.0562683490517138	0.02135720076252186	0.024408229442882127	0.12444451188652916
24Q4	RNA	all_cell_lines	spearman	NHEJ	XRCC5	1673	-0.18166434782525429	7.029278556934569e-14	1.8744742818492183e-13	1.2821404087848654e-11
24Q4	RNA	all_cell_lines	spearman	NHEJ	XRCC6	1673	-0.11828318764751579	1.225430510856496e-06	1.9606888173703937e-06	4.2173306637778284e-05
24Q4	RNA	all_cell_lines	spearman	NHEJ	NHEJ1	1673	-0.213631630138957	1.0129781181248093e-18	4.051912472499237e-18	3.0794534790994203e-16
24Q4	RNA	all_cell_lines	spearman	NHEJ	DCLRE1C	1673	-0.04041541324182431	0.09842779817499762	0.09842779817499762	0.3438477363725499
24Q4	RNA	all_cell_lines	spearman	NHEJ	PAXX	1673	0.3747624568925679	6.308218024749863e-57	5.04657441979989e-56	1.150618967714375e-53
24Q4	RNA	all_cell_lines	spearman	STING	CGAS	1673	0.1038218032483686	2.091596776972635e-05	4.18319355394527e-05	0.0005019832264734325
24Q4	RNA	all_cell_lines	spearman	STING	STING1	1673	-0.04032123318839645	0.09921528414403301	0.13228704552537734	0.34467922056636235
24Q4	RNA	all_cell_lines	spearman	STING	TBK1	1673	-0.015191196446808565	0.5346478959249039	0.5346478959249039	0.8037743199679067
24Q4	RNA	all_cell_lines	spearman	STING	IRF3	1673	0.325461307380315	1.4081025571094947e-42	5.632410228437979e-42	8.561263547225728e-40
24Q4	RNA	all_cell_lines	spearman	signature	sig_NHEJ	1673	-0.11294329508874622	3.638777092833045e-06	3.638777092833045e-06	0.00010370514714574178
24Q4	RNA	all_cell_lines	spearman	signature	sig_STING	1673	0.16933481771040448	3.1377407032336335e-12	6.275481406467267e-12	3.1795772459434153e-10
24Q4	RNA	all_cell_lines	pearson	NHEJ	PRKDC	1673	-0.11423693654223456	2.8077298254063513e-06	3.7436397672084683e-06	8.395572461542926e-05
24Q4	RNA	all_cell_lines	pearson	NHEJ	LIG4	1673	-0.15808394381106333	7.92103506102955e-11	1.58420701220591e-10	5.77918718052716e-09
24Q4	RNA	all_cell_lines	pearson	NHEJ	XRCC4	1673	-0.054115328438165196	0.026869377953566385	0.030707860518361583	0.14586233746221752
24Q4	RNA	all_cell_lines	pearson	NHEJ	XRCC5	1673	-0.18029198609136926	1.0875231929201618e-13	2.9000618477870984e-13	1.5258786952972118e-11
24Q4	RNA	all_cell_lines	pearson	NHEJ	XRCC6	1673	-0.12832014010189743	1.3908373284050244e-07	2.225339725448039e-07	5.765652925024465e-06
24Q4	RNA	all_cell_lines	pearson	NHEJ	NHEJ1	1673	-0.23361591420512634	3.5759377164465903e-22	1.4303750865786361e-21	1.3045020789597162e-19
24Q4	RNA	all_cell_lines	pearson	NHEJ	DCLRE1C	1673	-0.04595343713825758	0.06021852632934161	0.06021852632934161	0.2525025104016531
24Q4	RNA	all_cell_lines	pearson	NHEJ	PAXX	1673	0.3258510029904505	1.1094239017721884e-42	8.875391214177507e-42	8.561263547225728e-40
24Q4	RNA	all_cell_lines	pearson	STING	CGAS	1673	0.08483900937879446	0.0005131755438178411	0.0010263510876356821	0.00850938356294311
24Q4	RNA	all_cell_lines	pearson	STING	STING1	1673	-0.018697852846854674	0.4446999209116896	0.5929332278822528	0.747086363460694
24Q4	RNA	all_cell_lines	pearson	STING	TBK1	1673	0.008452497856183258	0.7297376299441729	0.7297376299441729	0.8948287788629102
24Q4	RNA	all_cell_lines	pearson	STING	IRF3	1673	0.28919766942747777	1.3630235476929835e-33	5.452094190771934e-33	6.215387377480005e-31
24Q4	RNA	all_cell_lines	pearson	signature	sig_NHEJ	1673	-0.12381287597512201	3.7742194919078705e-07	3.7742194919078705e-07	1.4965600767912946e-05
24Q4	RNA	all_cell_lines	pearson	signature	sig_STING	1673	0.15494689283784654	1.872291674953124e-10	3.744583349906248e-10	1.2648370426349993e-08
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	PRKDC	44	-0.03227625088090204	0.8352390885562354	0.9319783255368141	0.9334884877229216
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	LIG4	44	0.06300433422989013	0.6845249505409102	0.912699934054547	0.8808432694082245
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	XRCC4	44	-0.10725863284002818	0.4883131041234509	0.912699934054547	0.7772103856205711
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	XRCC5	44	-0.013248766737138828	0.9319783255368141	0.9319783255368141	0.9736130960934416
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	XRCC6	44	-0.09668780831571529	0.5323935724340209	0.912699934054547	0.8025407673490996
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	NHEJ1	44	-0.40029599376485003	0.007093395147092011	0.05674716117673609	0.058144176232034564
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	DCLRE1C	44	0.3185454034889299	0.03508254018271847	0.14033016073087387	0.17411628229339646
24Q4	RNA	lineage:Biliary Tract	spearman	NHEJ	PAXX	44	0.08266676068418469	0.5937029109634477	0.912699934054547	0.8360264263332268
24Q4	RNA	lineage:Biliary Tract	spearman	STING	CGAS	44	0.0825962860373951	0.5940187766051874	0.7525595728779046	0.8360264263332268
24Q4	RNA	lineage:Biliary Tract	spearman	STING	STING1	44	0.048907681465821	0.7525595728779046	0.7525595728779046	0.90827227457877
24Q4	RNA	lineage:Biliary Tract	spearman	STING	TBK1	44	-0.14362226920366455	0.35232423083952086	0.7046484616790417	0.675751206152772
24Q4	RNA	lineage:Biliary Tract	spearman	STING	IRF3	44	0.45406814926530437	0.0019616347064247853	0.007846538825699141	0.022936036567428257
24Q4	RNA	lineage:Biliary Tract	spearman	signature	sig_NHEJ	44	0.017758985200845664	0.9089068818884352	0.9089068818884352	0.9691477915116498
24Q4	RNA	lineage:Biliary Tract	spearman	signature	sig_STING	44	0.2263565891472868	0.13953939161933407	0.27907878323866814	0.42561847878539355
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	PRKDC	44	-0.0679493636815661	0.6612002795675691	0.9353802889090109	0.8719793061880852
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	LIG4	44	0.014331411082089494	0.9264344571540328	0.9353802889090109	0.9714861187437077
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	XRCC4	44	-0.012584718878943484	0.9353802889090109	0.9353802889090109	0.9738205747545867
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	XRCC5	44	-0.04308819382479122	0.7812307065367013	0.9353802889090109	0.9185388481712319
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	XRCC6	44	-0.17123564204657105	0.2664036848409229	0.9353802889090109	0.5911439430046757
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	NHEJ1	44	-0.31889094368358506	0.03487406485605834	0.2789925188484667	0.17379861829904483
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	DCLRE1C	44	0.0814387420287949	0.5992174240999055	0.9353802889090109	0.8381691576366777
24Q4	RNA	lineage:Biliary Tract	pearson	NHEJ	PAXX	44	-0.01462319378510275	0.9249409109571002	0.9353802889090109	0.9714861187437077
24Q4	RNA	lineage:Biliary Tract	pearson	STING	CGAS	44	-0.0035212340464270166	0.9819016551574066	0.9819016551574066	0.9916880503915335
24Q4	RNA	lineage:Biliary Tract	pearson	STING	STING1	44	0.10364671995451794	0.5031581377830587	0.6708775170440783	0.7884539891033499
24Q4	RNA	lineage:Biliary Tract	pearson	STING	TBK1	44	-0.11787286636415445	0.4460400492372235	0.6708775170440783	0.747086363460694
24Q4	RNA	lineage:Biliary Tract	pearson	STING	IRF3	44	0.27036972867395787	0.07589405825459035	0.3035762330183614	0.2951615399922661
24Q4	RNA	lineage:Biliary Tract	pearson	signature	sig_NHEJ	44	-0.12860045408714796	0.4054406171837034	0.48830066692215723	0.7188425876856366
24Q4	RNA	lineage:Biliary Tract	pearson	signature	sig_STING	44	0.10726168249697367	0.48830066692215723	0.48830066692215723	0.7772103856205711
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	PRKDC	37	-0.3610715979137031	0.028120865375272735	0.11248346150109094	0.14959193386029124
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	LIG4	37	0.11071597913703177	0.5141725457338789	0.8639673811479773	0.7967783487077229
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	XRCC4	37	-0.06923122530091767	0.683896024891003	0.8639673811479773	0.8808432694082245
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	XRCC5	37	-0.029160739687055473	0.8639673811479773	0.8639673811479773	0.9470411677968212
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	XRCC6	37	-0.506638217164533	0.0013753724609181614	0.011002979687345291	0.01708201982297396
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	NHEJ1	37	-0.06295198621595657	0.711273237918264	0.8639673811479773	0.8883646975855453
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	DCLRE1C	37	-0.04717875770507349	0.7815637567772762	0.8639673811479773	0.9185388481712319
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	NHEJ	PAXX	37	-0.28093883357041244	0.09211508938899707	0.24564023837065885	0.32944690793241305
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	STING	CGAS	37	-0.182076813655761	0.2807820674022834	0.5934895501103534	0.6068086385565935
24Q4	RNA	lineage:Bladder/Urinary Tract	spearman	STING	STING1	37	-0.07467994310099572	0.6604562522795064	0.6604562522795064	0.8719793061880852
