ModelID	CellLineName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	ModelType	CLDN4	LIG4	XRCC4	XRCC5	XRCC6	NHEJ1	DCLRE1C	PAXX	CGAS	STING1	TBK1	IRF3
ACH-000001	NIH:OVCAR-3	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	Cell Line	0.1343818159897473	0.0542171344362626	-0.7698400912449211	-1.619209148857217	-2.0499298410143214	0.1419312147181681	-0.1033392350977335	0.0053110799218726	-0.20685590150594	0.1448288257048574	-0.2618344112650057	0.0004191030143445
ACH-000004	HEL	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	Cell Line	0.1449495030306044	0.1433008111357133	-0.307813004611522	-1.138122674631986	-1.4095453321113698	-0.0952775869473604	0.0797975590358975	-0.1349822072438786	-0.1563195640228416	-0.050187862717608	-0.2255518662394064	0.077631025698342
ACH-000005	HEL 92.1.7	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	Cell Line	-0.0265507502057057	-0.2209685722936809	-0.1950562257608095	-1.3781449577886946	-1.265899829370282	0.1267830940999793	-0.2072669325311517	-0.0990818115749418	-0.1139070901821833	0.0735609661067913	-0.1137383470140882	-0.0450129032727478
ACH-000007	LS513	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	Cell Line	-0.0851515801800873	0.0641480261244806	-0.1848479831557466	-0.8666996882375293	-1.5409033316248384	-0.3457126185368839	0.1384800118469952	-0.0383468681480763	-0.0403719392668343	0.2248764655329085	-0.0040836612129784	-0.0081887453731542
ACH-000009	C2BBe1	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	Cell Line	0.2250123133454359	-0.1051584852610581	-0.1543149656573876	-1.203103075841938	-1.5120152231654598	-0.0942536458915027	0.0238409604900813	0.0460834883923575	-0.0467614870488417	-0.0651682974204952	-0.094560081500123	-0.0400805645831677
ACH-000011	253J	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	Cell Line	-0.1562813214737378	-0.4950257272925908	-0.5025220348795427	-1.3042958917430605	-1.89948763103102	-0.3186782872667484	0.1884909549794419	-0.1242012931569901	-0.0447463524429411	-0.1133753423292411	-0.0624233614930684	-0.0222508886756911
ACH-000012	HCC-827	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Cell Line	0.1556820250287438	0.0431301288788379	-0.1018275345505087	-1.3122601525968005	-1.9713211697774728	-0.0518738553866596	0.0975771506485611	-0.1232183153372857	-0.1283631143487466	0.0041235116126356	-0.1514868558821785	-0.0025394622241749
ACH-000013	ONCO-DG-1	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	Cell Line	0.0144967551273911	-0.0017473573353259	-0.1536910084722261	-1.339566095125052	-1.878169032033825	0.0396185447937062	-0.0154825060647217	-0.0333342143349277	-0.061819627833316	-0.0735101452766297	-0.1047856924127835	-0.0934707125350217
ACH-000014	Hs 294T	Skin	Melanoma	Melanoma	Cell Line	0.3643073870332636	-0.0614788095406324	-0.4870682225568942	-1.1724166043263151	-1.4806056560170364	-0.2189365986087816	0.2287414632910271	-0.3257055868840987	-0.1662612397105493	0.0367844758259121	-0.1836298436049755	0.1252571510236171
ACH-000015	NCI-H1581	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	Cell Line	0.0209149568609926	0.0031098186350321	-0.481954154514241	-1.0858512691208686	-1.6802145796303107	0.0540236683844787	0.097782842534104	-0.1313338609820315	-0.101620037871258	0.0537147954878491	-0.1517964807309135	-0.0237508107938599
