release	matrix	cohort	method	gene	n	rho	p
24Q4	RNA	lung	spearman	IRF3	214	0.2511760321180022	0.00020517108768248275
24Q4	RNA	lung	pearson	IRF3	214	0.1761762356494028	0.009812377094430691
24Q4	RNA	lung	spearman	STING1	214	0.3088450838415105	4.132165461615764e-06
24Q4	RNA	lung	pearson	STING1	214	0.2960782678150459	1.0575772951549184e-05
24Q4	RNA	lung	spearman	CGAS	214	0.05041972048570561	0.46311705750654075
24Q4	RNA	lung	pearson	CGAS	214	0.02716897723539525	0.692700431874372
24Q4	RNA	lung	spearman	PRKDC	214	-0.21842968517545297	0.0013019306101351813
24Q4	RNA	lung	pearson	PRKDC	214	-0.16174902908584915	0.017887446915196892
24Q4	RNA	lung	spearman	LIG4	214	-0.10520911967950437	0.12495000423948396
24Q4	RNA	lung	pearson	LIG4	214	-0.06578063143007756	0.3382194114266567
24Q4	RNA	lung	spearman	NHEJ1	214	-0.2617905865117032	0.00010660973531028921
24Q4	RNA	lung	pearson	NHEJ1	214	-0.2584190873574701	0.00013165021088247598
24Q4	RNA	lung	spearman	XRCC5	214	-0.2889007186748135	1.7595253640095912e-05
24Q4	RNA	lung	pearson	XRCC5	214	-0.20054799747155277	0.0032131342119150505
24Q4	RNA_partial_EPCAM	lung	partial_spearman	PAXX	214	0.2400030313374822	0.00040946100408807104
24Q4	RNA_partial_MKI67	lung	partial_spearman	PAXX	214	0.23847271340878642	0.00044692630759737134
24Q4	RNA_partial_EPCAM	lung	partial_spearman	IRF3	214	0.254697063940636	0.00017164388651682918
24Q4	RNA_partial_MKI67	lung	partial_spearman	IRF3	214	0.25091104144132836	0.0002158218026759517
24Q4	RNA_partial_EPCAM	lung	partial_spearman	STING1	214	0.46369806496244786	9.412785804058196e-13
24Q4	RNA_partial_MKI67	lung	partial_spearman	STING1	214	0.30924494027136196	4.225318401987869e-06
24Q4	RNA	skin	spearman	PAXX	120	0.48648883339825977	1.7660367090702222e-08
24Q4	RNA	skin	pearson	PAXX	120	0.33893119776215924	0.00015268799331324642
24Q4	RNA	skin	spearman	IRF3	120	0.5972927366538738	5.979375785055096e-13
24Q4	RNA	skin	pearson	IRF3	120	0.3882899310164445	1.1749029828854702e-05
24Q4	RNA	skin	spearman	STING1	120	0.0805738882800097	0.3816676765523619
24Q4	RNA	skin	pearson	STING1	120	0.031166263622610803	0.7354250459421495
24Q4	RNA	skin	spearman	CGAS	120	0.3141705576194365	0.0004750269170384663
24Q4	RNA	skin	pearson	CGAS	120	0.33508463963482	0.00018329102380591894
24Q4	RNA	skin	spearman	PRKDC	120	0.017967430145922645	0.8455660287386265
24Q4	RNA	skin	pearson	PRKDC	120	0.002864799964040537	0.9752265576221659
24Q4	RNA	skin	spearman	LIG4	120	0.11641171682030688	0.20544559193079956
24Q4	RNA	skin	pearson	LIG4	120	0.08212544887024327	0.37253750467088775
24Q4	RNA	skin	spearman	NHEJ1	120	-0.23633948594221896	0.009355132920018192
24Q4	RNA	skin	pearson	NHEJ1	120	-0.2459808209452776	0.0067665088337043044
24Q4	RNA	skin	spearman	XRCC5	120	0.012647326435426792	0.8909518640266935
24Q4	RNA	skin	pearson	XRCC5	120	-0.026296434672907393	0.7755696897681257
24Q4	RNA_partial_EPCAM	skin	partial_spearman	PAXX	120	0.2962763780416866	0.0010691904003139105
24Q4	RNA_partial_MKI67	skin	partial_spearman	PAXX	120	0.3962418025888363	8.163092098852334e-06
24Q4	RNA_partial_EPCAM	skin	partial_spearman	IRF3	120	0.514256437245234	2.200865532666988e-09
24Q4	RNA_partial_MKI67	skin	partial_spearman	IRF3	120	0.5472129151046553	1.1997270294515848e-10
24Q4	RNA_partial_EPCAM	skin	partial_spearman	STING1	120	0.10445386494640668	0.25825486935613684
24Q4	RNA_partial_MKI67	skin	partial_spearman	STING1	120	0.1028771986232536	0.265549976474139
24Q4	RNA	melanoma	spearman	PAXX	110	0.4995739434030077	2.7610829420933586e-08
24Q4	RNA	melanoma	pearson	PAXX	110	0.37537707387731156	5.326673257963146e-05
24Q4	RNA	melanoma	spearman	IRF3	110	0.6179999200772565	6.358076316744289e-13
24Q4	RNA	melanoma	pearson	IRF3	110	0.46489257006264184	3.110868505412182e-07
24Q4	RNA	melanoma	spearman	STING1	110	0.11488477278995995	0.23204057014503207
24Q4	RNA	melanoma	pearson	STING1	110	0.09497559329308637	0.32365903805431684
24Q4	RNA	melanoma	spearman	CGAS	110	0.2398754540275986	0.011600769777155294
24Q4	RNA	melanoma	pearson	CGAS	110	0.19107441018658616	0.0455460973039182
24Q4	RNA	melanoma	spearman	PRKDC	110	0.033408400854486715	0.7289787572112995
24Q4	RNA	melanoma	pearson	PRKDC	110	0.04882238013397799	0.6125013220811812
24Q4	RNA	melanoma	spearman	LIG4	110	0.10167493254614739	0.29054087024842845
24Q4	RNA	melanoma	pearson	LIG4	110	0.019093789085393508	0.8430546476637737
24Q4	RNA	melanoma	spearman	NHEJ1	110	-0.22966411220692526	0.01579681487135205
24Q4	RNA	melanoma	pearson	NHEJ1	110	-0.21762122659949812	0.02238321522968677
24Q4	RNA	melanoma	spearman	XRCC5	110	0.033521039196445696	0.728100662635135
24Q4	RNA	melanoma	pearson	XRCC5	110	0.0046336248296057255	0.9616820028675752
24Q4	RNA_partial_EPCAM	melanoma	partial_spearman	PAXX	110	0.2975261570219164	0.0016784054733562667
24Q4	RNA_partial_MKI67	melanoma	partial_spearman	PAXX	110	0.36801556044402783	8.25085381617322e-05
24Q4	RNA_partial_EPCAM	melanoma	partial_spearman	IRF3	110	0.532916864957315	2.442740433291701e-09
24Q4	RNA_partial_MKI67	melanoma	partial_spearman	IRF3	110	0.5515640270743983	5.106280158875426e-10
24Q4	RNA_partial_EPCAM	melanoma	partial_spearman	STING1	110	0.10873601876976072	0.26038135746668606
24Q4	RNA_partial_MKI67	melanoma	partial_spearman	STING1	110	0.13325113754426288	0.16718295792801016
24Q4	RNA_lineage_resid	all_cell_lines	spearman	PAXX	1651	0.20141055994841794	1.4273898318037526e-16
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	PAXX	1673	0.251148415662267	8.683648164392258e-24
24Q4	RNA_lineage_resid	all_cell_lines	spearman	IRF3	1651	0.28542927109075833	2.5430970647174347e-32
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	IRF3	1673	0.34551198537910977	3.321806184450102e-45
24Q4	RNA_lineage_resid	all_cell_lines	spearman	STING1	1651	0.13630545192990776	2.694577082332656e-08
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	STING1	1673	0.1457688632982079	8.909105056861731e-09
24Q4	RNA_lineage_resid	all_cell_lines	spearman	CGAS	1651	0.09760648149437094	7.112823748492557e-05
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	CGAS	1673	0.12969398538563578	3.227147301290563e-07
24Q4	RNA_lineage_resid	all_cell_lines	spearman	PRKDC	1651	-0.07737835400615035	0.0016528650709568124
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	PRKDC	1673	-0.03303663665591227	0.19408023637136873
24Q4	RNA_lineage_resid	all_cell_lines	spearman	LIG4	1651	-0.02436080286860195	0.32254699510691653
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	LIG4	1673	0.010108194983836572	0.7029015462314849
24Q4	RNA_lineage_resid	all_cell_lines	spearman	NHEJ1	1651	-0.11767306466406297	1.6316672096069242e-06
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	NHEJ1	1673	-0.08538281400588811	0.0006698544867364408
24Q4	RNA_lineage_resid	all_cell_lines	spearman	XRCC5	1651	-0.13437604842355555	4.2346989905261355e-08
24Q4	RNA_within_lineage_stouffer	n_lineages_20	stouffer_sqrtN	XRCC5	1673	-0.10298351949036125	4.983972126951472e-05
24Q4	Chronos	all_models	spearman	LIG4	1178	-0.09572730918554864	0.0010032200337211502
24Q4	Chronos	all_models	pearson	LIG4	1178	-0.13913732051813305	1.6370311985698643e-06
24Q4	Chronos	all_models	spearman	STING1	1178	0.06831296134946697	0.019032783589354396
24Q4	Chronos	all_models	pearson	STING1	1178	0.043590512222272004	0.13485281957953726
24Q4	Chronos	all_models	spearman	CGAS	1178	-0.020506585486679385	0.4819598773145726
24Q4	Chronos	all_models	pearson	CGAS	1178	-0.0423866432125927	0.14597305775068864
24Q4	Chronos	all_models	spearman	PAXX	1178	0.07244867981969536	0.01287482749655004
24Q4	Chronos	all_models	pearson	PAXX	1178	0.0800967168118238	0.00594895861063346
24Q4	Chronos	all_models	spearman	IRF3	1178	0.013675083441204203	0.6391554744392618
24Q4	Chronos	all_models	pearson	IRF3	1178	-0.004385544205293231	0.8804793412068456
24Q4	Chronos	all_models	spearman	NHEJ1	1178	-0.04769496028182272	0.10180193326942978
24Q4	Chronos	all_models	pearson	NHEJ1	1178	-0.04615477445591734	0.113356200893253
24Q4	Chronos	all_models	spearman	XRCC5	1178	-0.015725754102256174	0.5897490417995522
24Q4	Chronos	all_models	pearson	XRCC5	1178	-0.029081107631892682	0.3186319267696695
24Q4	Chronos	all_models	spearman	DCLRE1C	1178	-0.1084125796152049	0.0001930212001838507
24Q4	Chronos	all_models	pearson	DCLRE1C	1178	-0.0967532821539847	0.0008840437704650915
24Q4	Chronos	all_models	spearman	TBK1	1178	-0.1036993279928217	0.0003638488463191106
24Q4	Chronos	all_models	pearson	TBK1	1178	-0.13609763845875253	2.7587020405672047e-06
24Q4	Chronos	lung	spearman	LIG4	126	-0.07699137607799025	0.3915079860439206
24Q4	Chronos	lung	pearson	LIG4	126	-0.12523546658651458	0.16233479782488078
24Q4	Chronos	lung	spearman	STING1	126	0.07954105736782903	0.3759669774830883
24Q4	Chronos	lung	pearson	STING1	126	0.05091475704243714	0.5712657872089122
24Q4	Chronos	lung	spearman	CGAS	126	-0.07473565804274465	0.4055732457137902
24Q4	Chronos	lung	pearson	CGAS	126	-0.04662392630079188	0.6041663093287026
24Q4	Chronos	lung	spearman	PAXX	126	0.10214023247094114	0.25508955113177006
24Q4	Chronos	lung	pearson	PAXX	126	0.10677400453295116	0.2340481124018702
24Q4	Chronos	lung	spearman	IRF3	126	0.10935133108361456	0.22288540537597365
24Q4	Chronos	lung	pearson	IRF3	126	0.05077518807572446	0.5723225758874988
24Q4	Chronos	lung	spearman	NHEJ1	126	0.04103187101612299	0.64825798855346
24Q4	Chronos	lung	pearson	NHEJ1	126	0.09250954951115375	0.3028789298653819
24Q4	Chronos	lung	spearman	XRCC5	126	-0.05125459317585302	0.5686964580922266
24Q4	Chronos	lung	pearson	XRCC5	126	-0.07699186384954243	0.39150497658900274
24Q4	Chronos	lung	spearman	DCLRE1C	126	-0.12973078365204352	0.1476625307613114
24Q4	Chronos	lung	pearson	DCLRE1C	126	-0.11628739974786934	0.19472830433274663
24Q4	Chronos	lung	spearman	TBK1	126	0.04623922009748782	0.6071567061831226
24Q4	Chronos	lung	pearson	TBK1	126	0.025128050998990743	0.7800186789947328
24Q4	Chronos	lineage:Bone	spearman	LIG4	46	-0.19296947271045328	0.19883417257308128
24Q4	Chronos	lineage:Bone	pearson	LIG4	46	-0.25330524690153833	0.08940486812481116
24Q4	Chronos	lineage:Bone	spearman	STING1	46	-0.06506321307431391	0.6674927448553333
24Q4	Chronos	lineage:Bone	pearson	STING1	46	-0.11203826588548292	0.45850738808584485
24Q4	Chronos	lineage:Bone	spearman	CGAS	46	-0.09121184088806661	0.5466000793592931
24Q4	Chronos	lineage:Bone	pearson	CGAS	46	-0.09549293525375888	0.5278537174675427
24Q4	Chronos	lineage:Bone	spearman	PAXX	46	0.0065988282454517416	0.9652836953543206
24Q4	Chronos	lineage:Bone	pearson	PAXX	46	0.04440289563815967	0.769513234080081
24Q4	Chronos	lineage:Bone	spearman	IRF3	46	-0.2959605303731113	0.04581992000693772
24Q4	Chronos	lineage:Bone	pearson	IRF3	46	-0.34523811932207454	0.018781633099011416
24Q4	Chronos	lineage:Bone	spearman	NHEJ1	46	-0.08146777674992291	0.590417483746435
24Q4	Chronos	lineage:Bone	pearson	NHEJ1	46	-0.2037209696995763	0.1744738905895766
24Q4	Chronos	lineage:Bone	spearman	XRCC5	46	-0.13943879124267652	0.35537220770061223
24Q4	Chronos	lineage:Bone	pearson	XRCC5	46	-0.13181128491253322	0.38255225524407194
24Q4	Chronos	lineage:Bone	spearman	DCLRE1C	46	-0.09121184088806661	0.5466000793592931
24Q4	Chronos	lineage:Bone	pearson	DCLRE1C	46	-0.21526382336730598	0.1507986827752336
24Q4	Chronos	lineage:Bone	spearman	TBK1	46	-0.10243601603453592	0.49813939645102706
24Q4	Chronos	lineage:Bone	pearson	TBK1	46	-0.1741107639254118	0.24717294767891157
24Q4	Chronos	lineage:Bowel	spearman	LIG4	63	-0.07046850998463902	0.58313654627125
24Q4	Chronos	lineage:Bowel	pearson	LIG4	63	-0.1560423661919622	0.22199388891025562
24Q4	Chronos	lineage:Bowel	spearman	STING1	63	0.2217261904761905	0.08073005840883836
24Q4	Chronos	lineage:Bowel	pearson	STING1	63	0.21460854677834626	0.09121289026468815
24Q4	Chronos	lineage:Bowel	spearman	CGAS	63	-0.10109447004608296	0.43048208087305545
24Q4	Chronos	lineage:Bowel	pearson	CGAS	63	-0.2283068523250225	0.0719092463114485
24Q4	Chronos	lineage:Bowel	spearman	PAXX	63	0.08242127496159754	0.5207483116692498
24Q4	Chronos	lineage:Bowel	pearson	PAXX	63	0.04534148286529927	0.7241921195058484
24Q4	Chronos	lineage:Bowel	spearman	IRF3	63	0.013200844854070661	0.9182132099817961
24Q4	Chronos	lineage:Bowel	pearson	IRF3	63	-0.024511297503638306	0.8487723192593666
24Q4	Chronos	lineage:Bowel	spearman	NHEJ1	63	-0.03168202764976959	0.8052994554646844
24Q4	Chronos	lineage:Bowel	pearson	NHEJ1	63	-0.025520982544688015	0.8426206939030016
24Q4	Chronos	lineage:Bowel	spearman	XRCC5	63	-0.17636328725038403	0.16676495330632185
24Q4	Chronos	lineage:Bowel	pearson	XRCC5	63	-0.1687453152505081	0.18614925414439068
24Q4	Chronos	lineage:Bowel	spearman	DCLRE1C	63	-0.12869623655913978	0.3147874336430687
24Q4	Chronos	lineage:Bowel	pearson	DCLRE1C	63	-0.08731489257962147	0.49621089615039277
24Q4	Chronos	lineage:Bowel	spearman	TBK1	63	-0.016321044546851	0.898973190788495
24Q4	Chronos	lineage:Bowel	pearson	TBK1	63	-0.04086702425515685	0.7504778807675874
24Q4	Chronos	lineage:Breast	spearman	LIG4	53	-0.09071117561683599	0.5182961501349328
24Q4	Chronos	lineage:Breast	pearson	LIG4	53	-0.20644115921540865	0.13804648063881228
24Q4	Chronos	lineage:Breast	spearman	STING1	53	-0.10208030962747942	0.46701868966453447
24Q4	Chronos	lineage:Breast	pearson	STING1	53	-0.10500478404622939	0.45428511963200074
24Q4	Chronos	lineage:Breast	spearman	CGAS	53	0.30672472181906146	0.025490228498832167
24Q4	Chronos	lineage:Breast	pearson	CGAS	53	0.30541801723409195	0.026155780942899633
24Q4	Chronos	lineage:Breast	spearman	PAXX	53	0.11361070795033058	0.41793813661583545
24Q4	Chronos	lineage:Breast	pearson	PAXX	53	0.19274917834006347	0.16673215472415673
24Q4	Chronos	lineage:Breast	spearman	IRF3	53	0.050072568940493466	0.7217919650728765
24Q4	Chronos	lineage:Breast	pearson	IRF3	53	0.09885677860606364	0.4812739812532859
24Q4	Chronos	lineage:Breast	spearman	NHEJ1	53	-0.1854539590388647	0.18368387196365826
24Q4	Chronos	lineage:Breast	pearson	NHEJ1	53	-0.2279232165080079	0.1007094343716559
24Q4	Chronos	lineage:Breast	spearman	XRCC5	53	0.029914529914529912	0.8316112426867642
24Q4	Chronos	lineage:Breast	pearson	XRCC5	53	0.03065040514701602	0.8275314483787685
24Q4	Chronos	lineage:Breast	spearman	DCLRE1C	53	0.041444928237381065	0.76825700530121
24Q4	Chronos	lineage:Breast	pearson	DCLRE1C	53	0.1406500436175293	0.31512028090448335
24Q4	Chronos	lineage:Breast	spearman	TBK1	53	-0.3163199483954201	0.02102520621829267
24Q4	Chronos	lineage:Breast	pearson	TBK1	53	-0.32006093508753514	0.019473347030885595
24Q4	Chronos	lineage:CNS/Brain	spearman	LIG4	90	-0.12869901633946576	0.22669587926139045
24Q4	Chronos	lineage:CNS/Brain	pearson	LIG4	90	-0.20719847530458643	0.050054161641516035
24Q4	Chronos	lineage:CNS/Brain	spearman	STING1	90	0.006017203770012758	0.9551133686877669
24Q4	Chronos	lineage:CNS/Brain	pearson	STING1	90	-0.012513070895465205	0.9068167843942171
24Q4	Chronos	lineage:CNS/Brain	spearman	CGAS	90	0.04974276659669917	0.6415066645936417
24Q4	Chronos	lineage:CNS/Brain	pearson	CGAS	90	0.06886391595942772	0.5189695648684226
24Q4	Chronos	lineage:CNS/Brain	spearman	PAXX	90	-0.0042392064863974975	0.9683684591301174
24Q4	Chronos	lineage:CNS/Brain	pearson	PAXX	90	0.08179970118334451	0.4434036845571828
24Q4	Chronos	lineage:CNS/Brain	spearman	IRF3	90	-0.05135613450220192	0.6307197208466473
24Q4	Chronos	lineage:CNS/Brain	pearson	IRF3	90	-0.08450934460617833	0.4283972585687077
24Q4	Chronos	lineage:CNS/Brain	spearman	NHEJ1	90	0.010445734041239657	0.9221591120789425
24Q4	Chronos	lineage:CNS/Brain	pearson	NHEJ1	90	0.010018284250234835	0.925335088229242
24Q4	Chronos	lineage:CNS/Brain	spearman	XRCC5	90	-0.015499855949294148	0.8847126266073593
24Q4	Chronos	lineage:CNS/Brain	pearson	XRCC5	90	0.02493261460929358	0.8155583915859728
24Q4	Chronos	lineage:CNS/Brain	spearman	DCLRE1C	90	0.10586492159525866	0.32067194108804603
24Q4	Chronos	lineage:CNS/Brain	pearson	DCLRE1C	90	0.15447351605071116	0.1460237094635223
24Q4	Chronos	lineage:CNS/Brain	spearman	TBK1	90	-0.20516936247273324	0.05239304972749963
24Q4	Chronos	lineage:CNS/Brain	pearson	TBK1	90	-0.22858544483532045	0.030233550725011275
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	LIG4	69	0.007745706978443553	0.9496341833075427
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	LIG4	69	-0.15757460558794628	0.1959778475927
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	STING1	69	0.08830836682499088	0.47056821809248395
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	STING1	69	0.08659308107708553	0.4792645044880058
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	CGAS	69	-0.1585312385823895	0.19324237681674367
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	CGAS	69	-0.22614897015917293	0.06169209420581352
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	PAXX	69	0.28567774936061385	0.017336891628997347
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	PAXX	69	0.31584209149827264	0.008200656496635969
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	IRF3	69	0.023492875411033978	0.8480494449610515
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	IRF3	69	-0.007040829091950112	0.9542124258375628
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	NHEJ1	69	0.013080014614541469	0.9150504921963437
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	NHEJ1	69	0.04050686789207895	0.74104941205426
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	XRCC5	69	0.0432590427475338	0.7241355088706024
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	XRCC5	69	-0.043665767104270996	0.721646825385671
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	DCLRE1C	69	-0.00957252466203873	0.9377767697623567
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	DCLRE1C	69	0.09949180215225836	0.41600955180243243
24Q4	Chronos	lineage:Esophagus/Stomach	spearman	TBK1	69	-0.08710266715381805	0.4766720508798131
24Q4	Chronos	lineage:Esophagus/Stomach	pearson	TBK1	69	-0.1823179144118735	0.13377582987894168
24Q4	Chronos	lineage:Head and Neck	spearman	LIG4	77	-0.13057994636942005	0.257656608897295
24Q4	Chronos	lineage:Head and Neck	pearson	LIG4	77	-0.20447110492855694	0.07445990318830636
24Q4	Chronos	lineage:Head and Neck	spearman	STING1	77	-0.0443240969556759	0.701891123702866
24Q4	Chronos	lineage:Head and Neck	pearson	STING1	77	-0.00572903954247067	0.9605604904661283
24Q4	Chronos	lineage:Head and Neck	spearman	CGAS	77	-0.12024817287975183	0.2975506865120628
24Q4	Chronos	lineage:Head and Neck	pearson	CGAS	77	-0.2201173675213869	0.0544055370013187
24Q4	Chronos	lineage:Head and Neck	spearman	PAXX	77	0.04966086545033913	0.6679890976549151
24Q4	Chronos	lineage:Head and Neck	pearson	PAXX	77	-0.03182551627353318	0.7834932832902839
24Q4	Chronos	lineage:Head and Neck	spearman	IRF3	77	0.046295809453704186	0.689293596051547
24Q4	Chronos	lineage:Head and Neck	pearson	IRF3	77	0.08246191817628155	0.47585779004774237
24Q4	Chronos	lineage:Head and Neck	spearman	NHEJ1	77	0.24706872075293126	0.030291120420189586
24Q4	Chronos	lineage:Head and Neck	pearson	NHEJ1	77	0.22276330647215434	0.05149736205435422
24Q4	Chronos	lineage:Head and Neck	spearman	XRCC5	77	-0.03485987696514012	0.7634279524938937
24Q4	Chronos	lineage:Head and Neck	pearson	XRCC5	77	-0.16616117668240102	0.14866273273911204
24Q4	Chronos	lineage:Head and Neck	spearman	DCLRE1C	77	-0.12576896787423103	0.2757564959069518
24Q4	Chronos	lineage:Head and Neck	pearson	DCLRE1C	77	-0.11670483733264599	0.3121171189960655
24Q4	Chronos	lineage:Head and Neck	spearman	TBK1	77	-0.17274830432725166	0.1329974089776671
24Q4	Chronos	lineage:Head and Neck	pearson	TBK1	77	-0.16018312759729195	0.1640390607014768
24Q4	Chronos	lineage:Lung	spearman	LIG4	126	-0.07699137607799025	0.3915079860439206
24Q4	Chronos	lineage:Lung	pearson	LIG4	126	-0.12523546658651458	0.16233479782488078
24Q4	Chronos	lineage:Lung	spearman	STING1	126	0.07954105736782903	0.3759669774830883
24Q4	Chronos	lineage:Lung	pearson	STING1	126	0.05091475704243714	0.5712657872089122
24Q4	Chronos	lineage:Lung	spearman	CGAS	126	-0.07473565804274465	0.4055732457137902
24Q4	Chronos	lineage:Lung	pearson	CGAS	126	-0.04662392630079188	0.6041663093287026
24Q4	Chronos	lineage:Lung	spearman	PAXX	126	0.10214023247094114	0.25508955113177006
24Q4	Chronos	lineage:Lung	pearson	PAXX	126	0.10677400453295116	0.2340481124018702
24Q4	Chronos	lineage:Lung	spearman	IRF3	126	0.10935133108361456	0.22288540537597365
24Q4	Chronos	lineage:Lung	pearson	IRF3	126	0.05077518807572446	0.5723225758874988
24Q4	Chronos	lineage:Lung	spearman	NHEJ1	126	0.04103187101612299	0.64825798855346
24Q4	Chronos	lineage:Lung	pearson	NHEJ1	126	0.09250954951115375	0.3028789298653819
24Q4	Chronos	lineage:Lung	spearman	XRCC5	126	-0.05125459317585302	0.5686964580922266
24Q4	Chronos	lineage:Lung	pearson	XRCC5	126	-0.07699186384954243	0.39150497658900274
24Q4	Chronos	lineage:Lung	spearman	DCLRE1C	126	-0.12973078365204352	0.1476625307613114
24Q4	Chronos	lineage:Lung	pearson	DCLRE1C	126	-0.11628739974786934	0.19472830433274663
24Q4	Chronos	lineage:Lung	spearman	TBK1	126	0.04623922009748782	0.6071567061831226
24Q4	Chronos	lineage:Lung	pearson	TBK1	126	0.025128050998990743	0.7800186789947328
24Q4	Chronos	lineage:Lymphoid	spearman	LIG4	93	-0.11757333412909192	0.2616926743226903
24Q4	Chronos	lineage:Lymphoid	pearson	LIG4	93	-0.19128583882352215	0.06624757725441506
24Q4	Chronos	lineage:Lymphoid	spearman	STING1	93	0.09793799051057858	0.3503277577023618
24Q4	Chronos	lineage:Lymphoid	pearson	STING1	93	0.09762676418205288	0.351868288599411
24Q4	Chronos	lineage:Lymphoid	spearman	CGAS	93	0.039106562024409895	0.7097648890382781
24Q4	Chronos	lineage:Lymphoid	pearson	CGAS	93	0.08709969597311058	0.40643806823851414
24Q4	Chronos	lineage:Lymphoid	spearman	PAXX	93	-0.017501715854495534	0.8677552511052374
24Q4	Chronos	lineage:Lymphoid	pearson	PAXX	93	-0.04535354238519276	0.6659735599174286
24Q4	Chronos	lineage:Lymphoid	spearman	IRF3	93	0.005863746232580345	0.9555142030800947
24Q4	Chronos	lineage:Lymphoid	pearson	IRF3	93	-0.03626770078632548	0.7299918985460584
24Q4	Chronos	lineage:Lymphoid	spearman	NHEJ1	93	-0.11505177404434362	0.2721326377713949
24Q4	Chronos	lineage:Lymphoid	pearson	NHEJ1	93	-0.1141864471050487	0.2757790692396006
24Q4	Chronos	lineage:Lymphoid	spearman	XRCC5	93	-0.045790934320074	0.6629469292112693
24Q4	Chronos	lineage:Lymphoid	pearson	XRCC5	93	-0.036630199261233065	0.7273984277636127
24Q4	Chronos	lineage:Lymphoid	spearman	DCLRE1C	93	-0.0036405956253170594	0.9723716638167109
24Q4	Chronos	lineage:Lymphoid	pearson	DCLRE1C	93	0.016378216837672294	0.8761748560914081
