ModelID	CellLineName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	sig_NHEJ	sig_STING	PRKDC	LIG4	XRCC4	XRCC5	XRCC6	NHEJ1	DCLRE1C	PAXX	CGAS	STING1	TBK1	IRF3	MKI67	EPCAM
ACH-000030	PC-14	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.117279460053922	-0.3619858263119876	0.3598679476375124	6.066950243924628	2.5459683691052923	3.4892860226258766	7.019368330478469	8.88992978839712	3.463360885816658	2.51096191927738	5.372255648445787	3.9240998856407416	3.604071323668861	4.339137384919585	6.615887073916057	5.175524601089875	8.264536430999026
ACH-000779	PC-9	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.807354922057604	-0.3602416560668098	0.29892874334951397	6.3842225329301625	2.780310099043376	3.61706334388818	7.160678213220501	9.308248005498797	2.9011082430145123	1.9107326619029128	5.283551423174307	3.324810603420484	2.963474123974886	4.465974464504069	6.7713574089905615	5.336283387864432	8.492373975496916
ACH-000791	RERF-LC-Ad1	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.783653086390071	-0.0027701104396632495	1.2827843502111982	6.715893370547605	2.316145742293356	4.128458384146928	7.523640361265635	8.098347966998038	3.282439805006387	3.7322691995014496	5.839707698350369	3.7980505147675134	8.51044770935154	5.147713722352154	6.584511588062105	6.0576668767997095	9.736435757300187
ACH-000774	RERF-LC-Ad2	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.132319783167718	-0.37145302040150335	0.15926406281079986	6.651051691178929	2.881664619320345	3.7729413378313352	7.069530325162305	8.109412799733057	3.001802242633985	2.454175893185802	5.941341105485299	3.38404980679516	4.004501392234941	4.327687364176047	6.230933093039401	5.093391153253013	7.873198002818278
ACH-000482	RERF-LC-KJ	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.835734632321086	-0.7481923025152175	0.24988056284175042	6.645154031370372	3.007195501404204	2.7484612330040354	6.953498063196886	8.142209191389236	2.339137384919585	2.127633279725874	5.993447932331477	2.575312330687437	5.35860724911781	4.522306892871389	6.1580542131223055	4.94626298433245	9.35508676166836
ACH-000062	RERF-LC-MS	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.811471030529836	-0.3749885922152572	0.5843110451536374	6.699329525673156	2.9763636357327616	2.974529312483882	7.386379866587069	8.335613664816016	3.708187236020709	1.967168607532628	5.533251851928969	3.016139702655253	4.569855608330948	5.3957483281790335	6.150153455246247	5.249824548616183	1.879705766282288
ACH-002526	SNU-1327	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.617798025902778	-0.5837643131331922	-1.6349935247696274	6.6477462172080966	2.1602748314085933	3.61706334388818	7.388017285345135	8.622051819456376	3.493134922305505	1.5310694927259538	4.53605290024021	0.4956951626240687	0.01435529297707	3.887525270741588	4.680886920719692	4.192983169973992	9.232876569360682
ACH-002522	SNU-2292	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.5459683691052926	0.004937999682519734	0.4398568723846182	6.516960659898823	3.581351247168777	5.180704840195555	8.091223793166495	8.585112773628005	3.351910961103077	3.1342209397606338	2.3978029618624896	3.82781902461732	6.437460799511047	5.049630767724601	5.259649120649155	5.914803677251784	1.4329594072761065
ACH-002531	SNU-2535	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.178266467781853	-0.5196011973131056	-0.07657738816654183	6.731997786643742	3.111031312388744	4.025028794491522	7.06177619758669	8.614525815153815	2.837943241891028	2.2078928516413328	3.881664619320345	1.7180875839605168	6.221297103163338	4.636334602442182	5.323730337521348	3.626439136697315	8.271789815010347
ACH-000677	SW 1573	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.056583528366368	0.5528444323760163	0.170404624008261	6.965553434987078	3.168321115739723	4.952333566369686	7.446504378565614	8.131085259578953	4.2502036564992975	3.41006969175638	6.584060534426763	4.37851162325373	1.5360529002402097	5.875042803002589	5.048759311919856	6.206916672538598	2.983677694698067
ACH-001489	COR-L32	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	5.876762490781555	0.23748551117682573	-0.7991410641472745	7.884964164708779	4.218006150284427	3.720278465233327	8.028348134189308	8.159064008810546	3.063502942306158	3.605257262939004	4.2509615735332185	0.0976107966264223	0.070389327891398	4.884597920990064	5.837438714856374	5.985044962253466	9.267723051627422
ACH-000511	Calu-1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	6.3466023752989855	0.3634759081880531	0.15877787329787	7.541948425333732	2.1984941536390834	4.739308070860385	8.038150810269382	8.534458525580265	3.886550147324343	2.992768430768924	5.3529703382459335	2.82781902461732	5.663344619366085	4.828834649468056	5.432625411432297	6.6151514178698845	4.0522419811811385
ACH-000563	EBC-1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.451087446957397	0.6632372243064384	0.8285530613550192	7.827692021224404	2.722466024471091	4.58014548442338	6.988457472811402	9.674651314703508	3.9307373375628862	3.1127001327493624	6.08278773170927	4.166715444966423	3.442280035252584	5.211790976252541	6.821199978056451	6.50303064564116	8.282717789857285
ACH-000585	EPLC-272H	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.23035674505615	-0.15682362506892908	0.002560979128155727	7.412527507371293	2.6158870739160567	3.365972427593384	6.257764968571387	9.07240061364987	3.343407822297814	2.922197848396367	5.683977106975602	5.588564737401351	2.62760683812965	4.4087118610294285	5.319762427669248	6.221490455042056	6.880318193612829
ACH-000843	HARA	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.2078928516413328	0.8629689324342502	0.4710670864129162	8.02812708231714	2.925999418556223	6.017699252693033	7.555279338296046	8.753250183207319	3.645009884391095	3.5993177936982264	5.74604398299834	3.921245888585589	4.368069876532083	5.015693807105145	5.966015097404102	6.538382960032119	6.8003822483033805
ACH-000878	HCC-15	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.320755428706466	0.6093279516785465	1.1179618472304422	7.961102363915605	1.82781902461732	4.4087118610294285	8.428025110276753	8.264207996593125	4.485426827170242	3.339137384919585	5.974988111991927	4.448900951145128	6.039357765159702	5.542567607764219	6.282254452010578	7.176023510055281	7.378164779871632
ACH-000690	HCC-2814	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.300123724569014	-0.07673310617512985	-0.007618062703839745	7.273702368735646	2.6848187375532224	3.552131108253784	6.77728819675546	8.696237303009001	3.2854022188622483	2.937344392150232	6.089794727063991	0.137503523749935	3.4475791965488827	4.719731056749852	6.878234879112339	5.799087306074004	8.398230642487235
ACH-000454	HCC-95	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.283273598920621	-0.3024134097628307	-0.6732316935614825	7.223712141125409	1.6644828403646823	3.956056652412403	7.160173968330223	8.70984201927331	3.218781167784069	2.2957230245399685	5.48767927890162	0.0565835283663675	4.842978831788326	3.942983598187102	5.656210320182598	5.983221650742669	8.47269083924278
ACH-000975	HCC2450	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	1.1826922975161902	0.31833544658772694	-0.30503378258776237	7.545041683467464	3.279471295644468	3.931683057059806	7.173627171973612	8.36360914685233	3.499527024215096	4.245647773636751	5.35508676166836	3.77082904603249	3.3798981635246923	3.984589350362457	5.490570130446201	5.255878352582786	3.070389327891398
ACH-000858	KNS-62	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.26463025566923	-0.9156784381152159	-0.5920343902867728	6.136683577697236	2.0531113364595623	3.9541963103868754	6.165309015597156	8.20256464799889	2.4828482830684653	3.089159131911238	4.381283372503783	3.6814492653149578	3.460742563789644	4.287620044112067	4.496334513417112	5.043956872790206	7.01245693628882
ACH-001113	LC-1/sq-SF	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	6.349082146391089	-0.16268393847252227	0.10130606107877216	7.334943630726618	3.144046369616707	3.997292407636508	7.266599165535096	8.23711433571085	3.663344619366085	2.277984747299765	4.748461233004035	0.0840642647884745	2.1731274334806563	5.867896463992655	6.387155717662981	4.769771739249448	6.139346700289664
ACH-000705	LC-1F	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.272769732436512	-0.4457537236975922	-0.4460686541959251	6.678635347822744	2.817623257511431	3.655351828612554	6.940871478189196	8.343718714453072	3.403267722339301	2.3103401206121505	4.956521363333119	0.0565835283663675	0.6135316529179271	5.020591094773247	6.40667271575583	4.598126959919604	8.256444596473443
ACH-000769	LK-2	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	2.541019153133559	0.16285601300674551	-1.1556044304391528	8.411171988999552	2.6530600171045644	3.0513721017210256	8.277054876148728	8.686920668439662	3.14893410452634	2.625270489374693	5.536363792395467	0.1890338243900171	0.2630344058337938	4.211790976252541	5.560409266362118	5.939931764727612	9.197437873009267
ACH-000176	LOU-NH91	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.581953750848818	0.12386936983204842	0.48054995076632806	6.863814587359642	2.918386234446348	3.936402377725064	7.272769732436511	8.340250695857868	3.422233000683048	3.4019034716079584	6.352793829401169	3.642701571833233	4.866907978143166	4.815063017192867	6.150153455246247	5.773468927905194	1.5801454844233804
ACH-000390	LUDLU-1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.913009056991898	-0.5207038556032826	0.1408309067092438	6.821837746088096	2.344828496997441	3.189033824390017	6.825404046230681	7.892573172879227	3.7147950111181625	2.2898344651775093	5.899175630480513	1.903038270112912	4.339850002884624	4.697662633470518	6.2918613695852175	6.205353410794539	8.082202276351051
ACH-000737	NCI-H1385	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.925584109389362	-0.6538967422507451	-0.24789162507058837	6.304145941202946	3.311793717753649	2.3950627995175777	7.584436422248616	7.957624452212666	2.137503523749935	3.605257262939004	4.90159099190337	0.2387868595871165	1.0908534304511135	6.25946081613399	5.411426245726465	4.567423757707283	10.33973867952789
ACH-000921	NCI-H157-DM	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	0.765534746362977	0.09528057631084225	1.028406623979107	6.715206993903568	3.5619370596224327	3.485426827170241	7.452529544677926	8.702138046413316	3.823749360308273	2.673556423990145	5.708463165072116	3.846994686965573	4.2471680003747725	4.766065051474954	7.639232163249277	5.380937194927824	1.7004397181410922
ACH-000747	NCI-H1703	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	0.8718436485093178	0.527375117464773	0.5043552617828938	7.646882672664623	3.211012193485512	4.169925001442312	7.458611672584599	9.516330386825937	3.785550551739256	2.885574364371426	5.45450493755737	4.6904170955324656	3.035623909730721	4.825276830054866	6.344473459456363	6.121429908948958	1.0285691521967708
ACH-000894	NCI-H1869	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.397845735630698	-0.5687689927600552	0.33336901093861093	5.782670658677007	1.925999418556223	4.203201156316611	6.825912798784975	8.98370619265935	2.935459747805289	2.422233000683048	4.999549087340949	2.992768430768924	6.887525270741588	4.7755773609306535	5.471187460386985	4.895302621333307	9.229419688230417
ACH-000481	NCI-H2170	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.974787405160122	0.003192328334005852	-0.040228295074482084	7.369204722778937	3.3088850574117634	2.7441610955704103	7.703280692939533	8.836176624809223	3.4776773275653072	2.55581615506164	5.5496691707264905	2.794935662803536	2.769771739249448	4.343407822297814	6.340562269026414	4.825276830054866	8.313064414946362
ACH-000700	NCI-H2882	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.817623257511431	0.27619473901931735	-0.3216903794741179	7.850249358286328	2.3701642805402097	4.666188489872781	7.235152624217932	8.368026210767136	3.0789513413948217	4.381283372503783	5.040015678847879	2.7548875021634687	4.8894735425311096	4.824258696603374	4.53605290024021	4.639810977716776	4.820178962415188
ACH-000395	NCI-H520	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.063502942306158	-0.1721978471935795	-1.2575358662269929	6.806324057390029	3.234194722953812	2.956056652412403	7.920471958448327	8.494735604862797	3.7037651787934096	3.0143552929770703	4.1026581313637385	0.2986583155645151	0.3785116232537298	4.1969217338203295	5.249445341085838	7.074462620704536	8.874858429102035
ACH-000261	RERF-LC-AI	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.125981653854716	0.21584154358521762	0.0302413699509802	7.610803394891251	2.634593268445757	3.5058909297299574	7.415319248140376	8.690696443977696	3.414135532984451	3.527320607877047	5.963011647599427	3.643856189774725	3.1984941536390834	4.523561956057013	5.862699340976598	6.11603199344711	2.538538163629804
ACH-000442	RERF-LC-Sq1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	5.204766750654613	0.31296493013172877	0.2915422783378864	7.36649707577453	2.548436624696042	4.495695162624068	7.153906645375864	8.679585658695343	3.82273014794452	3.742006210866737	5.258141995893771	2.189033824390017	4.745237332129749	4.578334948681608	6.542258049766918	6.325530331567558	1.8439838440483265
ACH-000665	SK-MES-1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.105908508571158	-0.2898400669634711	0.6921503077428831	6.645730475306076	3.27500704749987	3.374343989038501	7.42071818337442	7.977165419349621	3.6599245584023774	2.7463127664254587	4.959770155211468	3.547203024756932	5.220329954879555	4.581953750848818	6.83035674741922	5.068240861312821	4.433627167084783
ACH-000669	SW 900	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.359793477311143	0.08514996909003765	0.7948783384569171	6.876885247219909	2.9164766444377164	4.033863451866284	7.573041204058648	8.325575302657192	3.298658315564515	3.246408087246385	5.913368159679724	3.694880192799191	5.636334602442182	4.641546029087524	6.833775607675798	6.2505826647875375	7.480184323698703
ACH-000553	Sq-1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.568070117946721	-0.031602249533945186	0.1605382184300126	7.087887100933117	3.12267271882414	3.678071905112638	7.349966746971192	8.071194178702168	3.2448870591235344	3.8083850506560935	5.1440463696167065	3.264536430999025	2.9818526532897405	4.607034345948616	6.31015831794782	5.874796965898665	9.405460608152774
ACH-000803	COLO 668	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.3474884972117955	0.495552858221206	0.44151278108957626	7.668601379971863	3.85897561429202	3.2809563138310565	8.130622040746625	9.146848659959335	3.261530815243406	3.0942360698457656	5.834154981401319	3.609991295212679	3.237257770900372	5.327687364176047	6.04592343960255	5.314696525656286	8.8140055929926
ACH-000382	COR-L24	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.717676423066396	0.44219399871446197	-0.2662134879981607	8.009772643632786	2.424922088210688	2.933572638261024	8.242459601165267	8.82737446381939	3.8669079781431663	4.093391153253013	5.153805336079035	2.6182386555954547	1.811471030529836	4.522934560943456	5.97223312380739	6.462543170530418	7.69856577247536
ACH-001046	COR-L26	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.0426443374084937	-1.871315407848401	0.009125502441488687	4.168321115739722	1.7355221772965377	3.279471295644468	6.275938239064431	7.148018914689975	2.817623257511431	2.063502942306158	3.779259720372376	2.3305584000308026	2.8639384504239715	5.211790976252541	5.732540561308117	4.23189316164533	0.137503523749935
ACH-000257	COR-L279	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.856363275069203	0.1506004743722557	0.03514414865036729	8.073338254951734	2.6644828403646823	3.1811025507537978	8.069584027819754	8.693800552770833	3.412781525338476	2.655351828612554	5.540089281982523	3.9231491804723087	2.1243281350022016	4.792855352362489	5.819412726206565	5.865176496531776	8.021257620560519
ACH-000187	COR-L311	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.727239777484807	0.8182423238663254	-1.139331984206122	7.873874703487351	4.030336078370959	3.431622959713292	8.801385029681382	8.761517990240284	4.424922088210688	3.473786911614367	4.953730849811491	0.1505596765753814	0.9927684307689242	4.282439805006387	5.320123598040615	6.281141833671971	7.965322548367254
ACH-000695	COR-L47	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	4.310340120612151	0.10097824742909256	-0.985553716457332	7.258707352196828	3.0	2.350497247084133	7.929435960177519	8.7935057716697	3.6667565918848033	2.636914580355878	6.591110890742753	0.0565835283663675	1.38404980679516	3.791814071161826	6.10936055940423	5.245267466519513	7.990728003718974
ACH-000508	COR-L88	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.228818690495881	0.387796532527048	0.34378286671897745	8.057991722759176	3.304511041809953	3.023255352300303	8.508626724259571	8.744463868260208	3.571676809970932	4.274261661257048	3.581351247168777	3.955126781261366	1.459431618637297	5.385776138269413	6.157245867371566	6.159871336778389	8.871658865282566
ACH-000743	COR-L95	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.47585500126892	-0.5040606508793264	0.19543253344695968	7.153906645375864	3.177917792195843	2.5993177936982264	5.8774988727835344	8.478607850626224	2.405992359675837	3.412781525338476	6.255689555220626	2.6016965164809576	5.6464507064831775	4.056583528366367	6.400537929583729	6.778734244117836	8.26636491235763
ACH-000594	DMS 153	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.937462100716437	0.5614122506443232	0.7911836643496544	7.175225172874565	3.371558862611963	2.9891390073682333	8.45483390689887	8.801773016068845	4.0916998341368105	3.321928094887362	6.409560654982776	4.578334948681608	3.729008870337863	5.625562739966372	6.060047383669939	7.58391015187168	9.291861369585218
ACH-000749	DMS 273	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	1.4059923596758368	-0.4667046284366845	-0.539663852846137	7.630085070002124	2.1210154009613658	2.75702324650746	7.638942668908808	8.404928660563366	3.7059779016825214	1.6088092426755238	4.924575003392735	2.017921907997262	4.617651119427331	3.743084055549586	5.478971805032942	5.036503333738988	1.655351828612554
ACH-000844	DMS 454	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.439249118590352	-0.10138059681428338	-0.49605661319625716	7.75595576955096	3.708187236020709	3.388189537156084	7.3215673760354045	7.602067837884415	3.690417095532466	2.0874628412503395	6.136273429850582	1.6644828403646823	0.1890338243900171	5.167518503735217	5.631686366311998	6.150153455246247	8.816535710481011
ACH-000698	DMS 53	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.729212856911676	0.8113300002536553	0.5312535226060087	8.446793831418768	3.424922088210688	4.420886574975532	7.4239142676731	8.70632333327543	3.356143810225275	4.324810603420484	6.123293722510128	4.208673319629471	1.4541758931858022	5.989366114026064	5.900866807980749	6.898450232807866	10.124509080959566
ACH-000703	DMS 79	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.445345986064033	0.8793698451724714	0.3395726601356449	7.82419503939945	4.816087658600206	3.1731274334806563	8.644829680411185	8.336729697238724	4.2539892662307865	3.653060017104565	5.949768359931346	4.90159099190337	3.921245888585589	4.281698250098829	6.142413437873741	6.402756279483408	9.055146837489822
ACH-000515	HCC-33	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	3.114367024952	0.5325861147614551	-0.7521229548087233	8.045213599665002	4.763411574470007	3.297191416565856	8.385689870739212	8.40671522735959	2.912649864897204	3.859969548221026	5.05528243550119	1.875780063068488	0.1505596765753814	4.6915341649192	5.421896512042248	6.391458420049668	7.919459269111574
ACH-002051	Lu-134-A	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.302501844112321	-0.15162139656406948	-0.6608693571989412	6.753283616460879	4.354028938054387	2.942983598187102	7.577579887670554	7.918803620545278	2.414135532984451	3.670160514126634	5.701826258412055	3.0250287944915226	0.0	4.850999394716474	5.074248523347032	5.003602236680195	7.196725060786028
ACH-001549	Lu-135	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.003152448666922	0.40700985501741976	-0.17994452299226454	5.878480131138581	4.100977647724821	3.0303360783709588	8.220813610065584	8.62921088594737	4.762348815644129	3.4841381312016693	5.481234349528531	0.0285691521967709	4.7692427951405385	4.748461233004035	6.0693154945400805	5.965553434987078	2.702657543390911
ACH-002075	Lu-138	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.617944917420585	0.7873173110317504	-0.800263317461261	6.9721182183841375	4.021479727410452	4.028569152196771	7.884597920990064	9.817974935510088	3.7980505147675134	4.0925457415435655	4.62993940943954	0.0426443374084937	2.16349873228288	4.809928865721431	5.292045492492862	5.72137265947682	7.958088658480079
ACH-002052	Lu-139	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.805292455600712	-0.39056575773869273	-1.555662518354906	7.080124654494115	4.612942196304665	3.2265085298086795	7.91778975904161	8.19017036898273	2.643856189774725	1.7782085763980875	4.183486514459391	0.0426443374084937	0.9107326619029126	4.011674533380918	4.651912744645784	4.823239844131022	8.453270634010623
ACH-002074	Lu-143	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.180108068712015	0.06470888751332823	-0.5715021770802506	7.201731867014659	4.043519493662743	3.24031432933371	7.902194200943762	8.673521091096644	2.8196681834964554	3.307428525192248	4.710393192170516	0.3103401206121505	1.9297909977185967	4.930737337562887	5.690696443977697	5.920769673020648	8.339003729855097
ACH-002077	Lu-165	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.033863451866284	0.3333361179074115	-0.6013917621021314	7.227375273626212	4.476381687567235	3.439623137557117	8.401562207256069	7.996219246941947	3.611172380044005	3.768713657030485	4.539779191698494	0.3673710656485294	0.5360529002402097	5.1838834590322325	5.764738923023377	5.065658470931991	7.623515741490549
ACH-000866	NCI-H1048	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.780310099043376	0.6816736751852305	-0.14434432546526085	7.142821844115928	3.75702324650746	3.286881147788161	8.239025633365138	9.113507774169044	3.71699089440494	3.5360529002402097	6.541174073406555	0.0565835283663675	2.636914580355878	5.1626934322112366	6.37608196665007	6.864928972289788	7.138527801422274
ACH-000514	NCI-H1092	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.560409266362118	0.5497035472230295	-1.2242731480048825	8.339939055385557	4.2433644256936605	2.6848187375532224	8.146950458932064	8.808803330385855	3.189033824390017	2.941106310946432	6.660067222930642	0.2868811477881615	1.280956313831056	4.344118334521428	4.909293085823824	6.369989862956622	6.945677926114088
ACH-000780	NCI-H1105	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.450881315273369	0.8543921055024477	-0.4169640993847578	7.031770114160673	4.929790997718597	3.0426443374084937	8.281188209904867	9.682959481185522	3.111031312388744	3.9717734471933728	6.208673319629471	0.3673710656485294	1.01435529297707	5.251340382788616	5.997744026059632	6.303598116992494	7.628481994383899
ACH-000523	NCI-H1184	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.8953026213333066	0.644106432669284	-0.7468659094903186	7.460087240116833	3.940166750482817	3.351910961103077	8.036173612553485	8.735725245076575	3.426264754702098	3.965322548367255	6.416164164733128	0.1505596765753814	0.137503523749935	4.998646839005795	5.807097274938268	6.409560654982776	3.150559676575381
ACH-001591	NCI-H1417	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.861583231807768	0.07866166403882756	-0.1557058430027627	7.448488032901693	3.346247774082775	3.314696525656286	8.197855564768393	8.196577538413498	3.1160319934471103	3.104336659814736	5.413458688007979	3.498250867527825	0.3448284969974411	5.327687364176047	5.524502537449162	4.4087118610294285	9.249421637305398
ACH-000830	NCI-H1436	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.280956313831056	1.1198524073597336	-0.2159982139108667	7.327058562741092	4.187451054027326	4.534808661231747	8.318181243323615	8.794415866350105	4.182692297516191	4.098453246309274	6.356495987705577	0.0976107966264223	3.476381687567235	4.792855352362489	6.304876050044889	7.596040632671138	8.472244052391146
ACH-003119	NCI-H1450	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.628481994383899	-0.6181541250171039	-1.3939423326283795	6.961044467371226	1.7004397181410922	2.925999418556223	8.052894046747443	8.725127635320609	3.270528942380718	2.269033146455237	3.455491620628468	0.0	2.833902076669163	4.320484678017694	4.159467729266766	2.859969548221026	8.701756963037951
ACH-000506	NCI-H146	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.111031312388744	0.4882313540772995	-0.8426760941279683	7.626001004880144	4.485426827170242	3.500802053057157	7.796688594464146	8.552784354830889	2.9726926540042644	4.1626934322112366	5.390598905552461	1.3617683594191536	0.0840642647884745	4.402585758232587	5.718635616271338	6.295906655297028	8.604367899893749
ACH-003120	NCI-H1607	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.050719347751264	-0.27487078363955075	-1.035384327016785	6.804905414675281	2.408711861029429	3.9439213265534856	8.087462841250339	8.58150189667979	2.980025300238734	2.6982184782244136	4.082361969557474	0.0285691521967709	3.2942531364445142	4.458119481174506	4.738227400367242	5.142004915984876	8.306198431292895
ACH-000179	NCI-H1618	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.90026304356897	0.5273991668841823	-0.29048482696153316	8.058154118313919	3.651912744645783	2.6205864104518777	8.364003295913536	8.941634544933253	3.887525270741588	2.5058909297299574	6.561173365231147	0.2141248053528473	4.1026581313637385	4.67581593117227	6.00539998774259	7.280770770130602	8.561058776196717
ACH-002170	NCI-H1688	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.019479533703628	-0.5161000427159849	-0.3957278172391922	6.873321062914816	3.4208865749755315	3.6959938131099	7.430368914746126	7.334764902401205	3.648465443027314	3.448900951145128	2.6484654430273142	2.7676547982373463	1.263034405833794	5.794155897876407	4.475084882948782	1.3673710656485294	8.800996938924023
ACH-000431	NCI-H1694	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	1.879705766282288	0.906728759528241	-0.7672541654716559	6.888864990178521	4.306699707272787	3.023255352300303	8.496813840640378	9.1471031439241	4.650190123496775	3.633431210355632	6.253611151947168	0.1243281350022017	1.1243281350022014	4.749534267669262	5.71918344048179	5.728464765092534	1.565597175854225
ACH-000559	NCI-H1836	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.854993016757	0.5731029411002442	-0.15697749292417285	8.067649471658756	4.148934104526339	2.4672794804599825	8.213590302881306	8.08268130295035	3.918386234446348	4.130930869826448	6.022367813028454	0.2986583155645151	1.8875252707415875	5.403608583543695	6.2343863540945454	6.509537504113891	8.990330918676214
