nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_samples_A	n_samples_B	n_cells_mpr	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
1708	31	31	0	1.0	0.0	0.0		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1709	31	31	0	1.0	0.0	0.05853614583611488		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1710	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1711	31	31	0	1.0	0.0	0.11226052790880203		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1712	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1713	31	30	0	0.967741935483871	0.0	0.1688438206911087		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1714	31	31	0	1.0	0.0	0.058703262358903885		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1715	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1716	31	31	0	1.0	0.0	0.09031619131565094		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1717	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1718	31	31	0	1.0	0.0	0.058082692325115204		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1719	31	31	0	1.0	0.0	0.046356067061424255		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1720	31	31	0	1.0	0.0	0.10104386508464813		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1721	31	31	0	1.0	0.0	0.05853614583611488		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1722	31	31	0	1.0	0.0	0.10542306303977966		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1723	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1724	31	31	0	1.0	0.0	0.05853614583611488		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1725	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1726	31	31	0	1.0	0.0	0.05499451234936714		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1727	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1728	31	31	0	1.0	0.0	0.0525883287191391		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1729	31	31	0	1.0	0.0	0.11893659085035324		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1730	31	31	0	1.0	0.0	0.0525883287191391		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1731	31	31	0	1.0	0.0	0.0525883287191391		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1732	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1733	31	31	0	1.0	0.0	0.10492607206106186		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1734	31	31	0	1.0	0.0	0.036602284759283066		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1735	31	31	0	1.0	0.0	0.0		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1736	31	31	0	1.0	0.0	0.11226052790880203		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1737	31	31	0	1.0	0.0	0.0		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1738	31	31	0	1.0	0.0	0.05676069110631943		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1739	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1740	31	31	0	1.0	0.0	0.058703262358903885		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1741	31	31	0	1.0	0.0	0.058082692325115204		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1742	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1743	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1744	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1745	31	31	0	1.0	0.0	0.1688438206911087		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1746	31	31	0	1.0	0.0	0.060070235282182693		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1747	31	31	0	1.0	0.0	0.11893659085035324		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1748	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1749	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1750	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1751	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1752	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1753	31	31	0	1.0	0.0	0.08700539171695709		NK	1	1	0	31	0.0020617185421654693	0.0				False					False		
1754	31	31	0	1.0	0.0	0.046356067061424255		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1755	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1756	31	31	0	1.0	0.0	0.06054917722940445		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1757	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1758	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1759	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1760	31	31	0	1.0	0.0	0.0525883287191391		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1761	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1762	31	31	0	1.0	0.0	0.060070235282182693		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1763	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1764	31	30	0	0.967741935483871	0.0	0.06555671989917755		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1765	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1766	31	30	0	0.967741935483871	0.0	0.06555671989917755		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1767	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1768	31	31	0	1.0	0.0	0.06758914887905121		T	1	1	0	31	0.0020617185421654693	0.0				False					False		
1769	31	30	0	0.967741935483871	0.0	0.0		T	3	0	3	31	0.0	0.0006162752235846439				False					False		
1770	31	31	0	1.0	0.0	0.029927486553788185		T	3	0	3	31	0.0	0.0006125619773860841				False					False		
1771	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1772	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1773	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1774	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1775	31	31	0	1.0	0.0	0.0		T	2	0	2	31	0.0	0.0006142645071215714				False					False		
1776	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1777	31	31	0	1.0	0.0	0.029927486553788185		T	4	0	4	31	0.0	0.0005988434805288664				False					False		
1778	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1779	31	31	0	1.0	0.0	0.0		T	3	0	3	31	0.0	0.0006041434601272329				False					False		
1780	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1781	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1782	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1783	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1784	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1785	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1786	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1787	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1788	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1789	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1790	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1791	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1792	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1793	31	30	0	0.967741935483871	0.0	0.0620146170258522		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1794	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1795	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1796	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1797	31	31	0	1.0	0.0	0.0620146170258522		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1798	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1799	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1800	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1801	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1802	31	30	0	0.967741935483871	0.0	0.06404271721839905		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1803	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1804	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1805	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1806	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1807	31	31	0	1.0	0.0	0.0		NK	1	0	1	31	0.0	0.0006216909995186908				False					False		
1808	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1809	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1810	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1811	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1812	31	31	0	1.0	0.0	0.0620146170258522		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1813	31	31	0	1.0	0.0	0.12486562132835388		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1814	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1815	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1816	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1817	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1818	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1819	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1820	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1821	31	31	0	1.0	0.0	0.06404271721839905		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1822	31	31	0	1.0	0.0	0.1220935508608818		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1823	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1824	31	31	0	1.0	0.0	0.06404271721839905		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1825	31	31	0	1.0	0.0	0.06404271721839905		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1826	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1827	31	31	0	1.0	0.0	0.12486562132835388		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1828	31	31	0	1.0	0.0	0.06404271721839905		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1829	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1830	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1831	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1832	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1833	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1834	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1835	31	31	0	1.0	0.0	0.06127064675092697		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1836	31	31	0	1.0	0.0	0.18754860758781433		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1837	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1838	31	31	0	1.0	0.0	0.06127064675092697		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1839	31	30	0	0.967741935483871	0.0	0.0620146170258522		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1840	31	31	0	1.0	0.0	0.18613627552986145		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1841	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1842	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1843	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1844	31	31	0	1.0	0.0	0.06082290783524513		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1845	31	31	0	1.0	0.0	0.06404271721839905		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1846	31	31	0	1.0	0.0	0.06082290783524513		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1847	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1848	31	31	0	1.0	0.0	0.06082290783524513		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1849	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1850	31	31	0	1.0	0.0	0.0620146170258522		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1851	31	30	0	0.967741935483871	0.0	0.06127064675092697		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1852	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0006216909995186908				False					False		
1853	31	31	0	1.0	0.0	0.0		T	3	0	3	31	0.0	0.0005754744178960078				False					False		
1854	31	31	0	1.0	0.0	0.0		T	4	0	4	31	0.0	0.0005788323998251036				False					False		
1855	31	31	0	1.0	0.0	0.03462160751223564		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1856	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1857	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1858	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1859	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1860	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1861	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1862	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1863	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1864	31	30	0	0.967741935483871	0.0	0.03462160751223564		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1865	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1866	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1867	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1868	31	31	0	1.0	0.0	0.03462160751223564		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1869	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1870	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1871	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1872	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1873	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1874	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1875	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1876	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1877	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1878	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1879	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1880	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1881	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1882	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1883	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1884	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1885	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1886	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1887	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1888	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1889	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1890	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1891	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1892	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1893	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1894	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1895	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1896	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1897	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1898	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1899	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1900	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1901	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1902	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1903	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1904	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1905	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1906	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1907	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1908	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1909	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1910	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1911	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1912	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1913	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1914	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1915	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1916	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1917	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1918	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1919	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1920	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1921	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1922	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1923	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1924	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1925	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1926	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1927	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1928	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1929	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1930	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1931	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1932	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1933	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1934	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1935	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1936	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1937	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1938	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1939	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1940	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1941	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.0005738190433881238				False					False		
1942	31	31	0	1.0	0.0	0.15998639166355133		T	6	2	4	31	0.00018923411211446125	0.0005580569369763143	1.5601897607072033	1.0360250518239014	0.32789146310216627	True	0.7020178332251881	0.7065323832293037			False		
1943	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0007663180670753697	0.0003274087932647334				False					False		
1944	31	31	0	1.0	0.0	0.0		NK	3	1	2	31	0.000991705733862243	0.00019347338924965654				False					False		
1945	31	31	0	1.0	0.0	0.0		NK	2	1	1	31	0.0013523260007212406	2.3386342376052384e-05				False					False		
1946	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0012621709340064912	7.015902712815716e-05				False					False		
1947	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0013523260007212406	2.3386342376052384e-05				False					False		
1948	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.001307248467363866	4.677268475210477e-05				False					False		
1949	31	31	0	1.0	0.0	0.0		T	3	1	2	31	0.0007663180670753697	0.00031890694719732593				False					False		
1950	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0013523260007212406	2.3386342376052384e-05				False					False		
1951	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0013523260007212406	2.3386342376052384e-05				False					False		
1952	31	31	0	1.0	0.0	0.04913492873311043		T	2	1	1	31	0.0010367832672196178	0.00018709073900841907				False					False		
1953	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0010818608005769925	0.0001637043966323667				False					False		
1954	31	31	0	1.0	0.0	0.0		NK	2	1	1	31	0.000721240533717995	0.00035079513564078576				False					False		
1955	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1956	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1957	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0013523260007212406	2.3386342376052384e-05				False					False		
1958	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1959	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1960	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1961	31	31	0	1.0	0.0	0.0		T	3	1	2	31	0.000991705733862243	0.000201975235317064				False					False		
1962	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0013523260007212406	2.3386342376052384e-05				False					False		
1963	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1964	31	31	0	1.0	0.0	0.0		NK	3	1	2	31	0.0004958528669311215	0.0004507231553862328				False					False		
1965	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0011269383339343672	0.00014031805425631432				False					False		
1966	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.001307248467363866	4.677268475210477e-05				False					False		
1967	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0012170934006491166	9.354536950420954e-05				False					False		
1968	31	31	0	1.0	0.0	0.09278983622789383		T	2	1	1	31	0.001307248467363866	4.677268475210477e-05				False					False		
1969	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
1970	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0013974035340786153	0.0				False					False		
