quantity,n,rho,p
spearman_unadjusted_purity_subset,56,0.8289815447710186,3.0446434202322985e-15
spearman_partial_given_ABSOLUTE_purity,56,0.8185814197722724,1.3005336773588386e-14
spearman_TACSTD2_vs_purity,56,-0.26070460082471264,0.05230232244130184
spearman_CLDN4_vs_purity,56,-0.2290916019845506,0.0894384715345623
