gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2_expr,pct_expressed,match,ensembl,spearman_q,pearson_q,pearson_rank
CEACAM7,139,0.49646041576045585,8.57562369377521e-05,0.37230618914665764,0.004346147240789001,0.7051110214018699,64.91228070175438,ensembl,ENSG00000007306,0.0015906590893106658,0.03251697277352219,284
NIPAL3,140,0.49559242934923514,8.862947563090636e-05,0.46443451861286184,0.0002733815651916439,3.073762301594632,100.0,ensembl,ENSG00000001461,0.0016326160648975922,0.004079341679479782,156
IFNLR1,141,0.4942960850401867,9.308557936100613e-05,0.511812184846392,4.7167232727833686e-05,2.2603592684050495,100.0,ensembl,ENSG00000185436,0.001691371309341819,0.0010411874265788743,116
CD58,142,0.49183303085299457,0.00010212347991622465,0.43576164747953455,0.0007038303367299616,3.9072858364848555,100.0,ensembl,ENSG00000116815,0.0018306833211827922,0.008138228698726093,191
GPR37L1,143,0.4912252273335393,0.00010447424889555261,0.32734124069402126,0.012936419877194218,0.33281380565078156,96.49122807017544,ensembl,ENSG00000170075,0.0018508106312800914,0.07320588451691898,367
JAG1,144,0.49118485869847034,0.00010463212479344584,0.4783039813553875,0.00016780169993634947,4.610224622162841,100.0,ensembl,ENSG00000101384,0.0018508106312800914,0.0027496830707361315,145
PIK3IP1,145,0.4902774176821364,0.00010823926033565282,0.5289977195772659,2.3325067545278362e-05,3.646446937772726,100.0,ensembl,ENSG00000100100,0.0018833241505985768,0.0005768634760503565,105
TMEM154,146,0.4900181488203267,0.00010929061899767106,0.3704543341612666,0.004559819576287747,0.9036190064877659,100.0,ensembl,ENSG00000170006,0.0018833241505985768,0.03364441460846567,288
BST2,147,0.48833290121856365,0.0001163559268162279,0.5161081276235159,3.969484206721348e-05,8.465160348187132,100.0,ensembl,ENSG00000130303,0.0019795329969818135,0.0009140079582890275,111
GPR143,148,0.48774954627949185,0.00011889754635729805,0.5004839828743604,7.352150592272197e-05,2.888875950985001,100.0,ensembl,ENSG00000101850,0.002009970546331285,0.0014990529948060334,124
KITLG,149,0.48651801918589577,0.00012443110197991184,0.5063857313042479,5.845647126846208e-05,2.860084269757654,100.0,ensembl,ENSG00000049130,0.0020902859961531104,0.0012294270453390725,121
LGR5,150,0.48625875032408605,0.00012562571779334343,0.49343448110434884,9.616008340529716e-05,4.48529251559432,100.0,ensembl,ENSG00000139292,0.002097164326412627,0.0018087576251799204,132
CXCL16,151,0.4857402126004667,0.00012804653217316978,0.5277593911209868,2.457064367414617e-05,5.087007387117619,100.0,ensembl,ENSG00000161921,0.0021111869594724474,0.0006020934793912331,106
CD164L2,152,0.4854888108106102,0.0001292355278273147,0.4063725728197491,0.001709009193009107,1.2349934642652893,96.49122807017544,ensembl,ENSG00000174950,0.002117718373170292,0.01607311110749058,229
UNC93B1,153,0.48483277158413274,0.0001323860320154167,0.49681088947024116,8.46205291075872e-05,4.8533910419043975,100.0,ensembl,ENSG00000110057,0.0021526404992602555,0.001663638627502148,127
HCAR2,154,0.4847109916210605,0.00013297854076298844,0.341182892095709,0.009397409124624763,0.9268317561400881,96.49122807017544,ensembl,ENSG00000182782,0.0021526404992602555,0.05730703144263183,343
SECTM1,155,0.4812678247342494,0.0001507701095246857,0.5130861099506734,4.482626102716318e-05,3.8314655296861937,100.0,ensembl,ENSG00000141574,0.0023970652532168783,0.0010061423798617887,114
BCAM,156,0.47977702877884365,0.00015912850360616005,0.5099349273662821,5.082279814092203e-05,7.430546625464883,100.0,ensembl,ENSG00000187244,0.002514983628000317,0.001103639787271567,118
FCER1A,157,0.4792247368595328,0.00016233112078267576,0.40929632247301184,0.001570161671502874,1.4586814841019744,94.73684210526315,ensembl,ENSG00000179639,0.0025505083741795705,0.015195296465884698,222
GPR115,158,0.4779000999256709,0.00017025409030648595,0.38846617954998597,0.00282545097917455,0.5815920688133794,85.96491228070175,ensembl,ENSG00000153294,0.002628605059009387,0.02358368614179757,257
SLC37A4,159,0.4731656728026964,0.00020154949500333225,0.4480477985791149,0.0004741114689691448,3.842513078618474,100.0,symbol,,0.0030414615884401157,0.006117641225200897,173
LYPD6B,160,0.4725823178636246,0.00020574908644759092,0.5416498817764464,1.3546415219489476e-05,3.3936582580904138,100.0,ensembl,ENSG00000150556,0.0030711566451377954,0.00036182475051256394,98
SCNN1B,161,0.4707674358309567,0.00021933063396281885,0.46415016738768355,0.0002760714175297504,1.5572463530888407,98.24561403508771,ensembl,ENSG00000168447,0.00321885782041038,0.004096593090122018,157
BACE2,162,0.47044334975369456,0.00022184029316766536,0.47735964866716063,0.00017358701075754132,4.374194152838518,100.0,ensembl,ENSG00000182240,0.0032378984866165803,0.00281000548929329,146
TGFA,163,0.47024889810733733,0.00022335863900172336,0.48582873297795637,0.00012763026956517476,2.8131026765364067,100.0,ensembl,ENSG00000163235,0.0032423419824652343,0.0022427661184775114,138
TSPAN15,164,0.4688877365828364,0.00023425540179599982,0.43598821522139686,0.0006988140248761831,5.558639580336618,100.0,ensembl,ENSG00000099282,0.0033535503519293197,0.008115357654105588,190
SERINC5,165,0.4661005963183822,0.00025809520550606894,0.4980153851279367,8.082187039913909e-05,3.9652655077735472,100.0,ensembl,ENSG00000164300,0.0036445941594901,0.0016110090734037354,126
FRRS1,166,0.46597096188747733,0.00025925604279412916,0.4964406653746734,8.582065272684599e-05,2.1109415777694305,100.0,ensembl,ENSG00000156869,0.0036445941594901,0.00167318951411245,128
TNFRSF10A,167,0.4642208970702619,0.00027540009883782527,0.3769126089229138,0.0038524657960968913,2.2403708352005967,100.0,ensembl,ENSG00000104689,0.003831216999978288,0.029653994643731404,277
TMEM9,168,0.4637671765620949,0.00027973247092020315,0.42953162316926313,0.0008551642002707856,7.3817221739554055,100.0,ensembl,ENSG00000116857,0.003871323470610687,0.009517264912180284,197
DSG2,169,0.46195229452942704,0.0002976898602306667,0.5225384698275536,3.052871374639319e-05,4.831926099572019,100.0,ensembl,ENSG00000046604,0.004077587777826209,0.0007346143641136595,108
P2RY2,170,0.4615633912367125,0.00030167184616900514,0.4148494126307723,0.0013339484220998164,0.8980836651136316,100.0,ensembl,ENSG00000175591,0.004111048475088841,0.01354743815752323,212
GPR18,171,0.45868645790404317,0.00033266832351564775,0.26251226729419036,0.048522467745869845,0.46299023353888763,96.49122807017544,ensembl,ENSG00000125245,0.0044818774034222205,0.18305580699042143,525
ADAM2,172,0.45857570799861874,0.00033391748531674353,0.2917453344980755,0.027666893445672712,0.1839953124254126,57.89473684210527,symbol,ENSG00000104755;ENSG00000276286,0.0044818774034222205,0.12357570634346456,451
MUC15,173,0.4580172710375975,0.0003402814035202153,0.4143195826528016,0.001355022791624589,1.0514056236916163,91.22807017543859,ensembl,ENSG00000169550,0.004544458144012475,0.013709340441019988,213
SORT1,174,0.45605392792325644,0.0003635409988365021,0.5153560635660673,4.091855833794072e-05,5.07575028408522,100.0,ensembl,ENSG00000134243,0.0048070198410509754,0.000926215841700336,113
CD1A,175,0.45466388699977245,0.000380872552522321,0.3872316977667735,0.002922160062433408,0.9920666481613306,85.96491228070175,ensembl,ENSG00000158477,0.004998169734455736,0.024314920644111004,258
NCMAP,176,0.454303863106041,0.00038548220340617063,0.46129945852672516,0.00030440181193148205,1.5835450549275425,98.24561403508771,ensembl,ENSG00000184454,0.004998169734455736,0.004315106786587657,163
CD74,177,0.45300751879699247,0.00040250316069419034,0.46351456269299907,0.00028217138278198125,8.67684335523206,100.0,ensembl,ENSG00000019582,0.005168682414491261,0.00416365112234047,158
ABCC1,178,0.4527482499351828,0.00040598816603577343,0.4312807385166271,0.0008099622495350569,5.084125073949701,100.0,symbol,ENSG00000103222;ENSG00000278183,0.00518848991139498,0.009128308727882435,195
IGSF8,179,0.4482110448535131,0.0004715817429058517,0.5095566773171011,5.159024108053855e-05,6.7214401247682245,100.0,ensembl,ENSG00000162729,0.0059980706442929995,0.0011112704348880521,119
P2RY6,180,0.4480165932071558,0.0004745964378669551,0.4495300010298771,0.0004515873669235219,1.9284387439809052,100.0,ensembl,ENSG00000171631,0.006007806092619132,0.005912695377709446,171
PODXL,181,0.44756287269898887,0.0004816988024802904,0.43683687841851865,0.000680310025157129,4.888649360779127,100.0,ensembl,ENSG00000128567,0.006068950478419131,0.007934969769409134,189
LRRN2,182,0.44607207674358307,0.0005057189196132725,0.463134535556783,0.0002858769323839029,4.304849539988454,100.0,ensembl,ENSG00000170382,0.006312033805079677,0.00416365112234047,159
GPR108,183,0.44587762509722584,0.0005089307337174336,0.4705147408867756,0.00022128521445225402,5.290125332116994,100.0,ensembl,ENSG00000125734,0.006322576696554721,0.003518171475011729,148
DDR1,184,0.4455535390199637,0.0005143248571371653,0.4454602669950414,0.0005158868580851931,5.949041913573431,100.0,symbol,ENSG00000137332;ENSG00000204580;ENSG00000215522;ENSG00000230456;ENSG00000234078,0.006360007839876706,0.0064389429810539755,180
FAM187B,185,0.44526140449015733,0.0005192315145240563,0.3666040619746264,0.0050338965323731225,0.09899766682269581,49.122807017543856,ensembl,ENSG00000177558,0.006391093895362923,0.03614391838163605,297
NPFFR1,186,0.44368102937231335,0.0005465182612713347,0.30209022432656885,0.022380525944086262,0.6418873151765553,100.0,ensembl,ENSG00000148734,0.00666552637377048,0.10580245096752992,433
IL1R1,187,0.443155302048224,0.0005558792870028084,0.4802549359243811,0.00015640398581211575,4.175175166518141,100.0,ensembl,ENSG00000115594,0.00674887988902046,0.0026951938458332977,141
ABCC3,188,0.44244231267824735,0.0005688066355431147,0.4441591863170269,0.0005381284829337645,2.1689591648986304,100.0,ensembl,ENSG00000108846,0.006874581554459996,0.00665435730516706,182
FURIN,189,0.4415348716619134,0.0005856530288171725,0.46501245760671645,0.0002679879327790434,6.375849297129611,100.0,ensembl,ENSG00000140564,0.007043968013295032,0.004021324541869803,155
F2RL3,190,0.43796992481203006,0.0006562957268276392,0.42955041137293676,0.0008546668179087503,1.8161945839945892,100.0,ensembl,ENSG00000127533,0.0077909594949183295,0.009517264912180284,196
KIAA1324,191,0.43634949442571946,0.0006908819260679872,0.38191512232983965,0.003373053195528376,2.0978145225170373,100.0,ensembl,ENSG00000116299,0.008152925624457198,0.027218806904097562,266
LRRN4,192,0.4362198599948146,0.0006937187198314273,0.4103109738771229,0.0015243910475746982,1.532443689282792,98.24561403508771,ensembl,ENSG00000125872,0.008152925624457198,0.014846148245582298,221
OR2I1P,193,0.43611849446651385,0.0006959442315148788,0.13803003443305242,0.30586934488623674,1.1537971060804284,94.73684210526315,symbol,,0.008152925624457198,0.5386637756092556,1017
SIGLEC15,194,0.4354420534093855,0.000710961602746597,0.3982643605823122,0.0021532565696333688,1.4215164629935415,98.24561403508771,ensembl,ENSG00000197046,0.008292482274830395,0.019552408127934608,238
TMEM123,195,0.4348586984703137,0.0007241467938955582,0.41258933389144137,0.0014259402628231637,7.103467635984894,100.0,ensembl,ENSG00000152558,0.008373143231580242,0.014106246081483965,218
CHL1,196,0.43369198859217006,0.0007511817236760212,0.4105674557334544,0.0015130120679182342,1.5769141268341138,100.0,ensembl,ENSG00000134121,0.008648303379045916,0.0148031327231121,220
IL18RAP,197,0.43311565204759644,0.0007648699169909425,0.24401397478291023,0.0673682464283048,0.44125888225201915,96.49122807017544,ensembl,ENSG00000115607,0.00876810106559145,0.22777289393671155,579
SLCO3A1,198,0.4318122893440498,0.0007966590426518943,0.45334131781065035,0.0003980563547627808,2.6369039097077662,100.0,ensembl,ENSG00000176463,0.008974255682348862,0.005392573875004992,168
FOLR1,199,0.43168265491314495,0.0007998851199004156,0.46778818965982255,0.0002434094982999392,4.71472363988777,100.0,ensembl,ENSG00000110195,0.008974255682348862,0.0037580738147927027,152
CD151,200,0.43148820326678766,0.000804746337350075,0.41702752280877353,0.0012503670360869826,7.166454852551499,100.0,ensembl,ENSG00000177697,0.008974255682348862,0.012894711789144133,210
