cldn4_spearman_rank
4
5
3
6
18
9
4
10
7
16
17
5
11
11
2
15
3
1
10
6
8
12
4
16
9
12
4
5
1
17
19
26
4
15
26
20
11
23
6
3
5
17
12
3
8
10
12
11
10
33
1
28
18
12
3
7
2
5
9
24
10
2
8
3
9
10
15
14
14
3
13
7
2
2
8
16
9
1
7
6
5
7
3
2
27
7
8
1
6
17
6
4
21
10
10
7
9
15
13
2
5
2
12
5
8
3
12
21
14
17
9
18
2
1
6
2
3
7
4
4
5
6
34
5
4
6
3
17
18
6
12
15
23
4
2
1
4
8
1
21
9
7
5
10
15
6
10
6
19
8
10
3
21
9
9
7
1
2
1
4
9
2
3
9
3
16
10
5
15
4
18
9
8
9
9
10
7
1
10
3
10
1
8
3
15
9
1
23
4
26
11
4
1
8
1
9
13
8
3
18
3
7
5
7
20
7
8
21
10
11
15
3
5
1
3
1
11
5
3
8
7
5
1
8
10
1
31
14
1
6
16
2
19
3
11
21
20
3
3
10
4
1
3
6
6
1
15
8
11
12
18
15
7
7
23
1
3
2
3
23
2
13
1
8
8
3
2
1
1
14
14
1
5
1
23
10
6
8
2
4
1
40
9
7
7
9
22
7
3
4
7
1
3
3
10
1
25
21
22
27
14
20
38
24
21
9
9
7
4
8
12
13
8
11
9
6
18
18
11
8
5
5
5
4
10
9
1
5
10
28
2
8
7
18
1
1
3
2
11
1
2
9
3
2
7
2
11
16
7
21
3
10
3
2
9
17
21
6
1
4
10
16
6
8
10
19
4
13
6
23
5
7
8
2
1
7
6
14
9
2
3
4
5
2
12
4
4
13
2
18
18
10
14
28
2
28
10
16
3
3
16
11
8
11
1
20
46
22
30
3
13
27
4
12
2
18
4
9
29
3
8
8
16
12
3
9
2
1
12
18
13
14
3
10
9
23
18
4
2
12
15
2
14
8
10
20
7
14
8
3
10
45
1
1
3
11
26
4
12
2
11
10
2
1
1
37
7
13
2
19
2
11
9
13
18
3
10
10
9
5
1
2
4
15
2
4
7
11
30
20
6
24
27
8
7
15
15
11
16
17
13
5
1
10
8
7
5
10
7
8
13
1
30
31
14
2
3
3
13
4
13
3
7
22
8
2
3
1
2
17
33
13
57
15
6
16
9
2
2
5
3
11
4
8
4
11
6
2
7
24
1
6
3
14
10
26
12
10
8
1
12
20
6
10
3
12
13
6
1
2
20
5
5
8
14
4
4
2
14
1
30
1
3
5
11
24
3
5
2
11
8
6
14
15
1
22
13
4
4
13
1
4
1
1
4
12
1
8
18
14
3
12
12
1
14
27
37
9
13
3
20
14
14
2
15
17
4
5
4
2
21
5
12
3
3
8
24
3
12
7
4
23
7
5
5
7
10
4
24
14
20
19
17
17
17
1
2
16
14
17
26
1
5
13
12
3
4
9
10
3
7
13
20
2
2
8
10
9
3
10
2
22
2
2
17
8
25
21
11
2
3
2
17
9
5
5
10
1
7
5
9
14
7
8
5
3
2
34
12
4
10
1
13
8
4
6
12
8
9
9
24
5
10
7
20
2
17
6
2
10
6
12
17
3
8
12
13
20
17
16
1
12
10
3
11
2
9
9
2
4
12
4
18
7
25
24
5
9
1
14
1
3
4
2
4
5
4
15
10
18
7
6
11
11
2
6
6
1
22
2
19
19
8
9
3
4
17
22
16
3
12
1
20
9
1
9
10
6
9
20
8
3
4
3
1
17
18
14
9
1
2
3
5
11
12
9
2
3
10
4
10
7
15
11
16
6
3
4
19
7
2
3
2
3
11
10
18
5
4
2
2
11
5
21
19
2
9
2
29
10
4
5
13
7
2
11
1
2
6
3
11
4
2
9
3
2
7
2
12
4
16
24
5
9
1
2
8
2
9
9
6
4
2
16
12
1
4
2
2
6
2
1
2
25
6
23
13
8
23
9
1
10
24
3
18
17
12
4
1
9
12
17
5
28
3
15
26
2
1
10
37
4
24
2
6
1
12
6
9
1
3
15
16
14
2
22
18
3
5
1
30
21
9
5
2
1
10
14
13
4
8
4
5
2
11
22
5
10
8
6
9
15
25
2
10
9
2
1
5
22
7
10
8
2
1
1
4
9
6
13
12
15
3
12
8
4
5
5
4
11
3
3
5
14
5
1
4
4
3
6
