cell	patient	Sample	paper_group	path_response	timing	Pathology	compartment	is_malig_a3	is_leftover_epi	leiden	dpt_pseudotime	cldn4_tertile	expr_CLDN4	expr_TACSTD2	score_AT2	score_barrier_keratin	n_umi	n_genes
BD_immune01_664601	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2687089	high	3.771388053894043	3.6411397457122803	0.0	0.5168333053588867	1885	1050
BD_immune01_244699	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.291431	low	0.0	0.0	0.0	0.8471138676007589	4172	1855
BD_immune01_87613	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28767133	high	3.581697702407837	2.6462056636810303	0.0	1.145303229490916	2290	1246
BD_immune01_690972	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26516736	high	3.6740269660949707	3.1668503284454346	0.0	0.8806476593017578	12758	3712
BD_immune01_482539	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28928685	high	2.9094982147216797	2.212960720062256	0.0	1.0566493074099224	28249	5804
BD_immune01_651003	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.27985907	high	2.584367513656616	2.584367513656616	0.0	0.5757225751876831	1632	935
BD_immune01_872241	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29890996	low	0.8676912188529968	0.0	0.0	1.3272660573323567	21719	5788
BD_immune01_829008	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2920236	low	0.0	2.00065016746521	0.0	0.8342368205388387	1564	955
BD_immune01_320851	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29566646	high	2.2670116424560547	0.25336283445358276	0.0	1.3249646027882893	34682	6841
BD_immune01_776184	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2897497	mid	1.772035002708435	2.750370979309082	0.0	0.8997177282969157	2048	1193
BD_immune01_848568	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29366538	low	0.0	0.0	0.0	1.0730063716570537	25938	6032
BD_immune01_318663	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.25769672	high	3.900479793548584	3.900479793548584	0.0	0.8177176713943481	1652	793
BD_immune01_454860	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29001912	high	3.7688000202178955	1.8391209840774536	0.0	1.2874370018641155	1890	1055
BD_immune01_677193	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.29735303	mid	1.9062622785568237	0.7911231517791748	0.0	1.2896453142166138	33174	6637
BD_immune01_496133	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2875983	high	3.0995101928710938	2.488861322402954	0.05288359522819519	1.6497761954863865	66082	7599
BD_immune01_790763	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2979417	mid	1.4025622606277466	0.26739802956581116	0.0	1.0626184741655986	32621	6976
BD_immune01_354160	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28899646	high	3.153655529022217	2.6404099464416504	0.0	1.3739920059839885	27658	5565
BD_immune01_882689	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29715604	high	2.6802051067352295	0.7463237047195435	0.0	1.2483383615811665	36064	7328
BD_immune01_45133	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28959793	high	2.0821573734283447	0.7573143839836121	0.0	1.0508894100785255	88301	9492
BD_immune01_215909	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29719186	low	0.2326756864786148	0.4213019013404846	0.0	0.6552596315741539	38173	7752
BD_immune01_542834	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2554061	high	3.6229124069213867	2.3136849403381348	0.0	0.8680054346720377	2195	916
BD_immune01_605473	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29370466	high	3.383223056793213	2.0319530963897705	0.0	1.2830145259698231	25646	6165
BD_immune01_867173	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2894913	high	2.6973822116851807	0.0	0.0	1.139378269513448	1445	769
BD_immune01_401268	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.291074	high	2.4855308532714844	2.1568760871887207	0.0	1.268582026163737	32707	5865
BD_immune01_699665	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29145858	mid	1.1935100555419922	0.0	0.0	1.0091086626052856	21752	5573
BD_immune01_333387	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26737234	high	2.6273441314697266	1.5406676530838013	0.0	0.6114968856175741	5454	2216
BD_immune01_841726	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29220936	high	2.196695566177368	2.0159363746643066	0.0886558711528778	1.1527653634548187	53786	7709
BD_immune01_756357	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29370704	high	3.4336023330688477	3.0167152881622314	0.1039428472518921	0.4264834721883138	29349	6312
BD_immune01_712360	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.21674639	high	3.724759578704834	2.844007968902588	0.0	1.3288443485895793	4943	1828
BD_immune01_273457	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29608327	low	0.0	0.0	0.0	1.3111847639083862	2981	1424
BD_immune01_560432	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28985116	high	2.213693618774414	1.98359215259552	0.0	0.7974874277909597	15952	4562
BD_immune01_511147	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29772705	low	0.8229916095733643	1.1010059118270874	0.0	1.5323614502946536	54803	8533
BD_immune01_612637	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2680797	mid	1.2845735549926758	2.379474401473999	0.03940271437168121	0.5402022252480189	45924	7202
BD_immune01_689140	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29806677	high	2.431551694869995	0.2596467137336731	0.05192934274673462	0.9386968115965525	33732	6217
BD_immune01_680731	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2730686	high	2.7196061611175537	2.7196061611175537	0.0	1.3598030805587769	1411	711
BD_immune01_329951	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28821456	high	2.0628206729888916	3.2204129695892334	0.0	0.9006051619847616	2912	1465
BD_immune01_274175	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29003724	low	0.0	1.232771396636963	0.0	0.8955916166305542	4115	1900
BD_immune01_711785	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2970734	high	2.2182319164276123	1.0022611618041992	0.0	1.1860637366771698	23197	6479
BD_immune01_283053	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2931983	low	0.8655332922935486	0.8655332922935486	0.0	1.0104226271311443	7266	3060
BD_immune01_562607	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2541616	high	3.6874303817749023	2.9013893604278564	0.0	0.47985251744588214	30815	6092
BD_immune01_322450	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2976862	high	3.3081841468811035	0.33150726556777954	0.0	1.8415166934331257	25441	5368
BD_immune01_350090	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29001662	high	3.5619523525238037	2.8967933654785156	0.0	1.3686983585357666	2337	1164
BD_immune01_729409	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26513684	high	3.8883023262023926	3.349245548248291	0.0	0.9142526288827261	37846	6276
BD_immune01_319967	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28485474	high	3.2592992782592773	2.747372627258301	0.0	0.9233644008636475	4794	2179
BD_immune01_564073	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2941557	low	0.9130555391311646	0.9130555391311646	0.0	0.8325880914926529	26814	5575
BD_immune01_139409	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2895735	high	3.6630072593688965	1.923201084136963	0.0	1.1941794753074646	3424	1725
BD_immune01_469772	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29127443	high	2.8380136489868164	2.931833028793335	0.0	1.027719070514043	41663	6874
BD_immune01_722161	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2889153	high	3.2664999961853027	2.6471736431121826	0.05797474980354309	0.7689411292473475	29741	6163
BD_immune01_287921	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26894593	high	3.3011484146118164	3.5168964862823486	0.0	0.33661409219106037	1530	915
BD_immune01_331494	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.2882386	high	2.133601188659668	0.0	0.0	0.9118110239505768	18805	3618
BD_immune01_521647	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29580408	mid	1.2506637573242188	0.0	0.0	1.4676228960355122	36106	6090
BD_immune01_525376	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.29303506	mid	1.8707947731018066	1.2884899377822876	0.0	1.0190518200397491	41870	6997
BD_immune01_507597	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28904524	low	0.0	1.832035779953003	0.0	1.1614165306091309	1906	1143
BD_immune01_792747	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28109613	low	0.4277039170265198	1.2998262643814087	0.0	1.104191541671753	18737	5120
BD_immune01_831559	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.293797	high	3.2416024208068848	2.562814474105835	0.0	1.133861651023229	15872	4546
BD_immune01_832763	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.25448638	high	2.585838556289673	3.748741865158081	0.0	0.30363454421361286	30145	4891
BD_immune01_415055	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2887659	high	2.6181633472442627	1.9954155683517456	0.0	0.476581335067749	3148	1685
BD_immune01_231146	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2965139	low	0.7706187963485718	1.9995954036712646	0.0	0.831222007671992	17227	5286
BD_immune01_752094	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.26767492	high	3.8030900955200195	2.6921627521514893	0.0	1.1662871638933818	19618	4627
BD_immune01_692444	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.23088238	high	3.712736129760742	2.8974673748016357	0.0	1.1633900006612141	3504	1609
BD_immune01_464284	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.2948387	high	2.0886893272399902	0.8443374633789062	0.0	1.3417226175467174	22617	5708
BD_immune01_597054	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29248706	high	2.694431781768799	2.235470771789551	0.0	1.1637473702430725	27543	5638
BD_immune01_213173	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.29336208	low	0.5911845564842224	0.0	0.0	0.6975452502568563	24810	6303
BD_immune01_464363	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26039574	high	3.514740467071533	2.842965602874756	0.0	0.9441367040077845	36496	6577
BD_immune01_50650	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29164004	high	1.9508980512619019	0.0	0.0	0.6502993504206339	1657	909
BD_immune01_507021	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29101095	mid	1.7307138442993164	1.2006696462631226	0.0	1.2756440341472626	8612	3380
BD_immune01_280264	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2845772	high	3.2548117637634277	2.475283622741699	0.0	1.31937771042188	41344	6840
BD_immune01_297086	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29411066	low	0.801532506942749	0.0	0.0	1.1678438087304432	24412	6171
BD_immune01_720866	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2943488	high	2.6959662437438965	2.469413995742798	0.05597974061965942	1.3277251968781154	66572	8844
BD_immune01_406811	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2923078	mid	1.8910307884216309	2.0478780269622803	0.0	0.9428395827611288	8887	2845
BD_immune01_53315	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2867168	mid	1.2681519985198975	2.1590421199798584	0.0	1.258203426996867	15662	4670
BD_immune01_495989	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2891533	high	2.3385374546051025	2.4293909072875977	0.0	0.7135221362113953	20286	4599
BD_immune01_455210	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.293171	high	3.2949187755584717	2.2990689277648926	0.0	1.57284019390742	43505	6606
BD_immune01_101435	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2755625	mid	1.3509858846664429	0.0	0.0	0.7923934459686279	31458	6632
BD_immune01_654862	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.2904802	low	0.6690496206283569	1.6945956945419312	0.05514116883277893	0.41200419267018634	31501	5884
BD_immune01_488727	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2830999	high	2.7552409172058105	2.1237473487854004	0.1488024950027466	0.9214689234892527	27167	4386
BD_immune01_129038	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29688707	low	0.0	0.27799680829048157	0.0	0.6784116675456365	31204	5915
BD_immune01_344773	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2893496	high	2.059828758239746	0.0	0.0	0.9369219541549683	1461	874
BD_immune01_685166	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29064512	high	2.140381336212158	3.32486629486084	0.0	0.47047347327073413	18662	4973
BD_immune01_98934	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29003802	high	2.0701122283935547	0.5475561618804932	0.3363194942474365	0.8236379027366638	27436	6133
BD_immune01_376678	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29757002	mid	1.915128469467163	0.0	0.0	0.7302793016036352	22462	5997
BD_immune01_859967	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2986084	low	0.0	0.0	0.0	0.7554758489131927	21432	5412
BD_immune01_130903	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29373088	high	2.9469597339630127	2.6516823768615723	0.10076252222061158	1.6078349947929382	34909	6999
BD_immune01_179923	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.290833	mid	1.2511581182479858	1.5023298263549805	0.2769218683242798	0.5073392341534296	20047	4726
BD_immune01_566531	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28730685	high	3.379171848297119	3.48111891746521	0.0	0.7821629842122396	3176	1559
BD_immune01_361755	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.29133406	high	2.3450090885162354	2.3844075202941895	0.1217923641204834	0.9700822830200195	47705	7531
BD_immune01_11517	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28834376	high	2.0444552898406982	2.4058115482330322	0.0	0.9872177243232727	2974	1246
BD_immune01_143159	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28796256	high	2.9725358486175537	3.247342109680176	0.0	1.3018404046694438	1618	903
BD_immune01_284995	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29918873	low	0.0	0.0	0.0	0.8224717179934183	20606	5001
BD_immune01_162238	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28860095	high	2.610245704650879	0.0	0.0	0.9335243304570516	1587	848
BD_immune01_793933	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29572406	low	0.0	0.0	0.0	1.4439372718334198	13428	3881
BD_immune01_366123	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29158917	low	0.0	0.0	0.0	0.24144033590952554	3070	1511
BD_immune01_75882	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28779617	low	0.0	1.0461682081222534	0.0	0.38761289914449054	5415	2288
BD_immune01_562512	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.29758003	high	2.428676128387451	2.3421425819396973	0.0	1.2406418323516846	31906	6532
BD_immune01_344378	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29007944	low	0.0	1.9360326528549194	0.0	1.283024529616038	1686	961
BD_immune01_835213	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.26404086	high	3.632150888442993	3.4615423679351807	0.09564812183380127	1.3812303841114044	48922	7193
BD_immune01_17069	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2940896	mid	1.3850356340408325	0.1820419877767563	0.03640839755535126	1.2019840727249782	50085	7629
BD_immune01_96764	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2877458	high	3.8989710807800293	4.203708171844482	0.456296968460083	0.8672834237416586	2275	1330
BD_immune01_214432	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.25925043	low	0.0	0.0	0.0	0.6397731502850851	10137	3254
BD_immune01_488122	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28439048	high	2.572272777557373	3.027970790863037	0.0	0.8324734767278036	6614	2452
BD_immune01_202790	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2832717	high	2.7995991706848145	2.5319924354553223	0.0	1.6569208304087322	2591	1304
BD_immune01_72447	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29074496	high	2.3263025283813477	2.4922142028808594	0.20932352542877197	0.866609662771225	21647	5238
BD_immune01_384481	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.2691602	high	2.1433186531066895	2.1433186531066895	0.0	1.4857214093208313	9300	3265
BD_immune01_630266	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26503864	high	2.662898063659668	1.4665935039520264	0.0	0.42321348190307617	5999	2401
BD_immune01_821312	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2880281	low	0.0	0.0	0.0	0.25709060827891034	2720	1564
BD_immune01_133247	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26525125	high	3.0007967948913574	2.636322259902954	0.0	0.8231362303098043	29317	6055
BD_immune01_799369	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29258624	high	2.430911064147949	1.9894769191741943	0.07442803382873535	0.9153155485788981	22182	5452
BD_immune01_224862	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29746923	mid	1.2500908374786377	0.0	0.0	1.2083815683921177	28107	5983
BD_immune01_159046	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2849763	low	0.0	0.0	0.0	0.8607004682223002	29823	6372
BD_immune01_354734	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28998256	low	0.0	0.0	0.0	1.1744623184204102	1938	931
BD_immune01_369027	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28957257	high	2.8602230548858643	2.4829838275909424	0.37400548458099364	0.6233424743016561	1822	1023
BD_immune01_241787	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2908429	high	3.2521064281463623	0.0	0.0	0.7505014737447103	2415	1151
BD_immune01_872048	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29574075	high	3.109729290008545	2.4257681369781494	0.0	1.3453328410784404	12609	4138
BD_immune01_695585	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28698403	low	0.0	0.0	0.0	0.9208099842071533	11733	3926
BD_immune01_79889	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29743055	mid	1.1758499145507812	0.0	0.0	0.5667096277077993	8928	3917
BD_immune01_156005	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2594602	high	3.6539418697357178	3.743475914001465	0.0	0.8896194696426392	13821	3757
BD_immune01_463605	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28033674	mid	1.532031774520874	1.2291666269302368	0.24583332538604735	0.9448469082514445	8270	3306
BD_immune01_730070	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29780695	mid	1.077564001083374	0.3949963450431824	0.0	0.5822559595108032	20645	5770
BD_immune01_198245	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.267979	high	2.4101054668426514	3.2710065841674805	0.0	0.9205380777517954	5920	2527
BD_immune01_669673	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2912245	high	2.0301334857940674	0.7019622921943665	0.18537191152572632	1.2416023115317028	19653	5331
BD_immune01_386131	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28911492	high	2.753568172454834	2.346512794494629	0.04661467373371124	0.6476739396651586	38101	6281
BD_immune01_683485	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.29553962	low	0.6257140040397644	1.5373482704162598	0.05969949364662171	1.4370805223782857	57502	7956
BD_immune01_231085	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29251167	high	2.6105315685272217	3.85866117477417	0.04752267301082611	1.0901087795694668	37286	6654
BD_immune01_6152	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.25886637	high	3.2690086364746094	4.115708827972412	0.0	1.1108096341292064	30853	5479
BD_immune01_452778	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29566494	high	2.4283721446990967	1.9455437660217285	0.06923022866249084	0.9838909059762955	48356	7894
BD_immune01_430287	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29356015	high	2.059903621673584	0.6182358860969543	0.0	1.163860668738683	23375	5862
BD_immune01_185368	P01	BD_immune01	TN	NE	pre	Squamous	leftover_epi	False	True	0	0.28388625	high	3.159618854522705	2.756956100463867	0.0	1.1803614695866902	11524	3450
BD_immune01_664378	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.28979358	high	3.094102144241333	0.0	0.0	1.0411232709884644	1424	832
BD_immune01_702162	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.2935106	low	0.0	0.0	0.06362264156341553	0.9421763221422831	26702	5647
BD_immune01_252659	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29012877	low	0.0	1.8039460182189941	0.0	0.7025214036305746	1971	965
BD_immune01_666403	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29047334	low	0.0	0.0	0.0	0.7458537022272745	3401	1643
BD_immune01_232495	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.29721335	mid	1.6265511512756348	0.0	0.11946603059768676	1.226692979534467	24474	5961
BD_immune01_394929	P01	BD_immune01	TN	NE	pre	Squamous	A3_malignant	True	False	0	0.26495153	high	3.0409069061279297	2.750480890274048	0.0	1.1926953196525574	51194	6485
