direction	ligand	receptor	pathway	n_patients	n_GSE131907	n_GSE148071	n_GSE205335	median_delta	mean_delta	mean_score_high	mean_score_low	frac_pass_high	frac_pass_low	pval	padj
malignant_CLDN4high_to_TNK	HLA-E	KLRC1+KLRD1	MHC_I	13	7	1	5	0.14216622710227966	0.15299837635113642	0.7129556525212067	0.5599572761700704	1.0	1.0	0.000244140625	0.0007267441860465116
malignant_CLDN4high_to_TNK	HLA-E	KLRC3+KLRD1	MHC_I	6	0	0	6	0.15602056682109833	0.14284882446130118	0.6491478849202394	0.5062990604589382	1.0	1.0	0.0625	0.10256410256410256
malignant_CLDN4high_to_TNK	HLA-E	KLRK1	MHC_I	19	0	0	19	0.17564254999160767	0.12763670557423643	0.8160273487630644	0.6883906431888279	1.0	1.0	0.014068603515625	0.03159265350877193
malignant_CLDN4high_to_TNK	HLA-B	KIR3DL2	MHC_I	3	1	0	2	0.17828884720802307	0.21669782201449075	1.0525685424606006	0.8358707204461098	1.0	1.0	0.25	0.32
malignant_CLDN4high_to_TNK	HLA-E	KLRC2	MHC_I	14	3	0	11	0.1815330982208252	0.1805163643189839	0.776749252740826	0.5962328884218421	1.0	1.0	0.000244140625	0.0007267441860465116
malignant_CLDN4high_to_TNK	HLA-E	KLRC2+KLRD1	MHC_I	14	3	0	11	0.1815330982208252	0.1805163643189839	0.7758138557629926	0.5952974914440087	1.0	1.0	0.000244140625	0.0007267441860465116
malignant_CLDN4high_to_TNK	LCK	CD8A+CD8B	MHC_I_partial	9	5	0	4	-0.008413024246692657	-0.11492969695892599	0.2494008316554957	0.36433052861442167	0.7777777777777778	0.6666666666666666	0.25	0.32
malignant_CLDN4high_to_TNK	MICA	HCST+KLRK1	MHC_I_partial	13	0	0	13	0.02117983065545559	0.025182385499087665	0.3376302125935371	0.31244782709444946	1.0	0.7692307692307693	0.000244140625	0.0007267441860465116
malignant_CLDN4high_to_TNK	HLA-F	VSIR	MHC_I_partial	25	0	8	17	0.02269604802131653	0.04860974255949259	0.3922844330966473	0.34367469053715466	0.96	0.88	0.00806879997253418	0.01844297136579241
malignant_CLDN4high_to_TNK	CEACAM5	CD8A	MHC_I_partial	39	18	8	13	0.0820337813347578	0.16628260786334673	0.6306425557973293	0.46435994793398255	1.0	0.6410256410256411	9.204086381942034e-10	2.9802322387695312e-08
malignant_CLDN4high_to_TNK	HLA-E	VSIR	MHC_I_partial	30	0	10	20	0.10194501280784607	0.09320374627908071	0.692285726716121	0.5990819804370403	1.0	1.0	0.002560090273618698	0.006553831100463867
malignant_CLDN4high_to_TNK	CCL4	CCR5	T_recruit	4	2	1	1	-0.027637720108032227	-0.05081146489828825	0.2122994689270854	0.26311093382537365	0.75	1.0	0.25	0.32
malignant_CLDN4high_to_TNK	CCL5	CCR1	T_recruit	7	1	4	2	-0.018437236547470093	-0.008785485023898738	0.22890258487313986	0.23768806989703858	0.7142857142857143	1.0	0.578125	0.6909722222222222
malignant_CLDN4high_to_TNK	CXCL10	CXCR3	T_recruit	8	4	1	3	-0.008994963020086288	-0.04245321115013212	0.2602652870118618	0.3027184981619939	1.0	0.5	0.546875	0.660377358490566
malignant_CLDN4high_to_TNK	CCL3	CCR5	T_recruit	4	2	1	1	-0.007091931998729706	-0.011450075544416904	0.1895955065265298	0.2010455820709467	0.5	1.0	0.625	0.7207207207207207
malignant_CLDN4high_to_TNK	CCL5	CCR5	T_recruit	11	1	7	3	-0.005695775151252747	-0.013986817053095861	0.23046417339620265	0.24445099044929852	0.8181818181818182	1.0	0.7646484375	0.8491379310344828
malignant_CLDN4high_to_TNK	CXCL12	CXCR4	T_recruit	6	3	3	0	0.008857516571879387	0.017222381235721212	0.8086626237879196	0.7914402425521985	1.0	0.3333333333333333	0.03125	0.058823529411764705
malignant_CLDN4high_to_TNK	CX3CL1	CX3CR1	T_recruit	7	4	0	3	0.031209979206323624	0.04534740656215165	0.24324805342725345	0.1979006468651018	1.0	0.2857142857142857	0.015625	0.03278688524590164
malignant_CLDN4high_to_TNK	CXCL16	CXCR6	T_recruit	37	18	8	11	0.043321993201971054	0.04704239544131466	0.2978090506953162	0.25076665525400155	1.0	0.7837837837837838	1.447333488613367e-07	1.4250668195577769e-06
malignant_CLDN4high_to_TNK	CXCL14	CXCR4	T_recruit_partial	33	14	13	6	0.03977944701910019	0.04396352956466602	1.0704197701292508	1.0264562405645847	0.9696969696969697	0.8484848484848485	0.05513314809650183	0.09409390608469645
malignant_CLDN4high_to_TNK	CD47	SIRPA	other	4	0	3	1	-0.0363963320851326	-0.04551929235458374	0.3073168005794287	0.3528360929340124	1.0	1.0	0.375	0.47058823529411764
malignant_CLDN4high_to_TNK	SFTPD	ADGRE5	other	26	17	4	5	-0.02406066469848156	-0.028292924380646303	0.5241379190881091	0.5524308434687555	0.9615384615384616	0.7692307692307693	0.12910079956054688	0.18994140625
malignant_CLDN4high_to_TNK	DSG2	DSC3	other	6	0	6	0	-0.021045133471488953	-0.028677852203448612	0.3842821630338828	0.4129600152373314	1.0	1.0	0.03125	0.058823529411764705
malignant_CLDN4high_to_TNK	TGFB1	TGFBR1+TGFBR2	other	8	0	0	8	-0.016984019428491592	-0.13266420969739556	0.1688537816517055	0.30151799134910107	0.875	0.75	0.3828125	0.47572815533980584
malignant_CLDN4high_to_TNK	KLRB1	CLEC2D	other	10	7	0	3	-0.014785255305469036	-0.023614199506118892	0.38786751599982383	0.4114817155059427	0.8	0.5	0.16015625	0.2303370786516854
malignant_CLDN4high_to_TNK	PPIA	BSG	other	68	29	18	21	-0.012565672397613525	-0.04421617441317614	1.3099585265359457	1.3541747009491218	1.0	1.0	0.03555663957309842	0.06596014297618256
malignant_CLDN4high_to_TNK	DLL3	NOTCH1	other	3	0	0	3	-0.011044632643461227	-0.006466357658306758	0.15828578981260458	0.16475214747091135	1.0	1.0	0.75	0.8421052631578947
malignant_CLDN4high_to_TNK	NECTIN1	NECTIN4	other	3	0	3	0	-0.0036460459232330322	0.0015787457426389058	0.29645861064394313	0.29487986490130424	1.0	1.0	1.0	1.0
malignant_CLDN4high_to_TNK	CD320	JAML	other	44	23	6	15	-0.003435865044593811	0.0035876500081609597	0.2514987508766353	0.24791110086847434	0.9545454545454546	0.9318181818181818	0.78598286808392	0.8598786932883912
malignant_CLDN4high_to_TNK	TNF	TNFRSF1B	other	13	5	2	6	-0.003127843141555786	-0.027528846493134133	0.2719257900921198	0.29945463658525395	0.6153846153846154	0.6923076923076923	0.167724609375	0.23854166666666668
malignant_CLDN4high_to_TNK	SPP1	ITGA4+ITGB1	other	30	13	11	6	0.0010170377790927887	0.009666205011308193	0.4768993392586708	0.4672331342473626	0.9666666666666667	0.8	0.9838335812091827	1.0
malignant_CLDN4high_to_TNK	IL1RAP	PTPRF	other	3	0	3	0	0.0010546445846557617	-0.00795897344748179	0.23456069827079773	0.2425196717182795	1.0	1.0	1.0	1.0
malignant_CLDN4high_to_TNK	MPZL1	MPZL1	other	6	0	4	2	0.0014929771423339844	-0.018290607258677483	0.23261687097450098	0.25090747823317844	1.0	1.0	1.0	1.0
malignant_CLDN4high_to_TNK	AREG	EGFR	other	3	0	3	0	0.001954019069671631	-0.016690872609615326	0.3802807033061981	0.39697157591581345	1.0	1.0	1.0	1.0
malignant_CLDN4high_to_TNK	LAMC1	ITGA6+ITGB1	other	10	0	5	5	0.002203209325671196	0.005103760585188866	0.19152277782559396	0.18641901724040508	0.8	0.8	0.76953125	0.8491379310344828
malignant_CLDN4high_to_TNK	LPAR3	ADGRE5	other	14	4	4	6	0.0022654952481389046	0.011580444074102811	0.31004957595307914	0.29846913187897633	0.8571428571428571	0.6428571428571429	0.42626953125	0.5246394230769231
malignant_CLDN4high_to_TNK	ICAM3	ITGAL+ITGB2	other	32	17	1	14	0.0023762350901961327	-0.014976936887251213	0.23718708084197715	0.25216401772922836	1.0	0.78125	0.7190234316512942	0.8144690199235899
malignant_CLDN4high_to_TNK	VEGFA	NRP2	other	3	0	2	1	0.0026164278388023376	-0.05925408750772476	0.2546498253941536	0.31390391290187836	1.0	1.0	1.0	1.0
malignant_CLDN4high_to_TNK	COL1A2	ITGA1+ITGB1	other	6	2	4	0	0.002693191170692444	-0.008112924406304955	0.24354974956562123	0.25166267397192615	1.0	0.5	0.6875	0.7857142857142857
malignant_CLDN4high_to_TNK	COL3A1	ADGRG1	other	4	1	3	0	0.0028286483138799667	0.004049747483804822	0.18259744346141815	0.17854769597761333	1.0	0.75	0.625	0.7207207207207207
malignant_CLDN4high_to_TNK	TGFB1	TGFBR3	other	12	3	0	9	0.004048038274049759	-0.06709372159093618	0.21744030124197403	0.28453402283291024	0.9166666666666666	0.8333333333333334	0.85009765625	0.914390756302521
malignant_CLDN4high_to_TNK	COL17A1	ITGA1+ITGB1	other	9	1	4	4	0.004087256267666817	-0.023384322153611317	0.2591751217842102	0.2825594439378215	0.7777777777777778	0.6666666666666666	1.0	1.0
malignant_CLDN4high_to_TNK	TNFSF12	TNFRSF25	other	29	18	0	11	0.004962686449289322	0.0032088852021843195	0.16459139497501069	0.16138250977282637	0.9310344827586207	0.5517241379310345	0.09195835143327713	0.14531690103036385
malignant_CLDN4high_to_TNK	SEMA4D	PTPRC	other	43	21	3	19	0.005907045677304268	-3.232883267797703e-05	0.7969152605767513	0.7969475894094293	0.9767441860465116	0.4186046511627907	0.014924559444807528	0.03278688524590164
malignant_CLDN4high_to_TNK	CLEC2B	KLRF1	other	13	8	0	5	0.006343794986605644	0.008892281625706416	0.30031117897194165	0.2914188973462352	1.0	0.46153846153846156	0.19091796875	0.26854395604395603
malignant_CLDN4high_to_TNK	COL7A1	ITGA1+ITGB1	other	6	0	3	3	0.006581513211131096	-0.009233011864125729	0.17418807558715343	0.18342108745127916	0.6666666666666666	0.8333333333333334	1.0	1.0
malignant_CLDN4high_to_TNK	ICAM2	ITGAL+ITGB2	other	14	8	0	6	0.007492235861718655	-0.003396571081663881	0.23598615612302506	0.23938272720468895	0.9285714285714286	0.6428571428571429	0.5830078125	0.6909722222222222
malignant_CLDN4high_to_TNK	IGF2	IGF2R	other	4	0	0	4	0.009320812299847603	0.0286460155621171	0.5196447996422648	0.49099878408014774	1.0	0.75	0.625	0.7207207207207207
malignant_CLDN4high_to_TNK	LPAR1	ADGRE5	other	18	7	4	7	0.010633389465510845	0.0020440020598471165	0.32117389758220977	0.31912989552236265	0.8888888888888888	0.4444444444444444	0.03849029541015625	0.0693909551056338
malignant_CLDN4high_to_TNK	LIPA	RORA	other	52	25	9	18	0.01076776534318924	0.01596511660430294	0.33157308478481495	0.315607968180512	0.9423076923076923	0.8269230769230769	1.6658344843890333e-06	1.0661340700089812e-05
malignant_CLDN4high_to_TNK	LPAR2	ADGRE5	other	45	23	3	19	0.011020490899682045	0.013949679914447996	0.32184851314458585	0.30789883323013784	0.9777777777777777	0.6	7.995253952230996e-06	3.528939675467474e-05
malignant_CLDN4high_to_TNK	IL7	IL2RG+IL7R	other	17	7	1	9	0.011715810745954514	0.01084218212567708	0.4753227369202411	0.46448055479456396	0.8823529411764706	0.4117647058823529	0.044769287109375	0.07849957191780822
malignant_CLDN4high_to_TNK	FGL1	LAG3	other	6	3	1	2	0.0119733065366745	-0.0032844034334023795	0.42428769171237946	0.4275720951457818	1.0	0.8333333333333334	0.4375	0.5333333333333333
malignant_CLDN4high_to_TNK	PVR	CD96	other	39	18	5	16	0.012290671467781067	0.021517995324057456	0.336817742134325	0.31529974681026757	0.9487179487179487	0.7948717948717948	3.347304300405085e-06	1.8628476106602214e-05
malignant_CLDN4high_to_TNK	PODXL	SELL	other	21	10	1	10	0.012959718704223633	0.014299448549060062	0.2995330573370059	0.28523360878794585	0.9047619047619048	0.42857142857142855	0.0037527084350585938	0.009237436147836538
malignant_CLDN4high_to_TNK	PVR	TIGIT	other	38	18	5	15	0.014158869627863169	0.022000200516470756	0.33215985679998994	0.31015965628351916	0.9473684210526315	0.8157894736842105	4.545370757114142e-06	2.2377209881177314e-05
malignant_CLDN4high_to_TNK	CD58	CD2	other	60	24	17	19	0.014555051922798157	0.020462147437501698	0.8634051654798289	0.8429430180423272	1.0	0.6666666666666666	6.183255032990184e-06	2.8266308722240843e-05
malignant_CLDN4high_to_TNK	DHCR7	RORA	other	57	27	10	20	0.014689534902572632	0.013284860668998016	0.328096150698369	0.31481129002937097	0.9473684210526315	0.7719298245614035	0.000935699374563836	0.0024951983321702294
malignant_CLDN4high_to_TNK	NECTIN3	TIGIT	other	12	0	3	9	0.01528241392225027	0.014621315291151404	0.3495436118294795	0.3349222965383281	1.0	0.3333333333333333	0.06396484375	0.10363924050632911
malignant_CLDN4high_to_TNK	CD274	PDCD1	other	8	4	0	4	0.015662772755604237	0.018010678628343157	0.21616876171901822	0.19815808309067506	1.0	0.5	0.0078125	0.01818181818181818
malignant_CLDN4high_to_TNK	JAG1	CD46	other	36	10	11	15	0.01572833093814552	0.02157924358551908	0.272675892079456	0.2510966484939369	0.9444444444444444	0.6944444444444444	0.0070093794201966375	0.016614825292317954
malignant_CLDN4high_to_TNK	PTGES3	PTGER4	other	45	23	4	18	0.016234368085861206	0.0156776444779502	0.7769903774062793	0.761312732928329	1.0	1.0	0.1497779752334054	0.2178588730667715
malignant_CLDN4high_to_TNK	DHCR7	NR1H2	other	43	24	0	19	0.01634722203016281	0.015266928713508817	0.21061996448525164	0.19535303577174282	0.9767441860465116	0.7906976744186046	9.687860028861905e-05	0.0003351475901876551
malignant_CLDN4high_to_TNK	PTGES3	PTGER2	other	30	15	0	15	0.01652584969997406	0.02147111395994822	0.6875399025777976	0.6660687886178493	1.0	1.0	0.05768792890012264	0.0971586170949434
malignant_CLDN4high_to_TNK	COL1A1	ITGA1+ITGB1	other	9	2	3	4	0.017490372993052006	0.06312889781677061	0.2900555038617717	0.2269266060450011	0.8888888888888888	0.5555555555555556	0.12890625	0.18994140625
malignant_CLDN4high_to_TNK	PTGES2	PTGER4	other	42	23	1	18	0.018059950321912766	0.02100219577550888	0.38059630741675693	0.35959411164124805	1.0	0.9285714285714286	2.743880622801953e-05	0.00010975522491207812
malignant_CLDN4high_to_TNK	PTGDS	PTGDR	other	6	4	0	2	0.01835528016090393	0.03112530428916216	0.15811263397336006	0.1269873296841979	1.0	0.5	0.03125	0.058823529411764705
malignant_CLDN4high_to_TNK	COL27A1	ITGA1+ITGB1	other	7	1	1	5	0.01838579587638378	0.01890462064849479	0.16419032668428762	0.14528570603579283	0.8571428571428571	0.5714285714285714	0.21875	0.30434782608695654
malignant_CLDN4high_to_TNK	PODXL2	SELL	other	33	16	2	15	0.0184483639895916	0.03592071943267277	0.349559454924681	0.3136387354920082	1.0	0.6363636363636364	1.2479722499847412e-07	1.3311703999837239e-06
malignant_CLDN4high_to_TNK	SELPLG	SELL	other	7	3	0	4	0.01858347747474909	-0.049924186297825406	0.43345100139932974	0.48337518769715515	0.8571428571428571	0.5714285714285714	0.9375	1.0
malignant_CLDN4high_to_TNK	PTGES2	PTGER2	other	30	15	0	15	0.019107267260551453	0.021721107761065166	0.25381114905079205	0.2320900412897269	1.0	0.9333333333333333	0.0006665531545877457	0.0019390637224370782
malignant_CLDN4high_to_TNK	LGALS9	P4HB	other	50	26	7	17	0.02084677293896675	0.021349833961576224	0.4085033886693418	0.3871535547077656	0.96	0.86	0.0034275276816781997	0.008602422416760971
malignant_CLDN4high_to_TNK	TNFSF15	TNFRSF25	other	17	9	1	7	0.021330476738512516	0.029218378425438833	0.19690674904953032	0.16768837062409148	1.0	0.47058823529411764	7.62939453125e-05	0.0002712673611111111
malignant_CLDN4high_to_TNK	JAG2	NOTCH1	other	8	0	0	8	0.021465915953740478	0.01862752699526027	0.1415562720503658	0.12292874505510554	1.0	0.375	0.0390625	0.06944444444444445
malignant_CLDN4high_to_TNK	JAG2	NOTCH2	other	7	0	0	7	0.02175095956772566	0.024669700834367956	0.12128127951707159	0.09661157868270363	1.0	0.42857142857142855	0.015625	0.03278688524590164
malignant_CLDN4high_to_TNK	CDH1	ITGA2+ITGB1	other	4	0	4	0	0.025773268193006516	0.027637499384582043	0.21467579435557127	0.18703829497098923	1.0	0.75	0.125	0.18823529411764706
malignant_CLDN4high_to_TNK	PTGES	PTGER2	other	19	9	0	10	0.02682284079492092	0.03569634915574601	0.2063322851532384	0.17063593599749238	1.0	0.42105263157894735	3.814697265625e-06	2.0345052083333332e-05
malignant_CLDN4high_to_TNK	PTGES	PTGER4	other	31	15	3	13	0.02684207120910287	0.03199263265161144	0.3051834237431326	0.27319079109152117	1.0	0.5483870967741935	1.8952414393424988e-06	1.1551947820754277e-05
malignant_CLDN4high_to_TNK	ITGAV+ITGB1	ADGRE5	other	61	28	13	20	0.0272083543241024	0.03202398945806456	0.37046018145123466	0.3384361919931701	0.9836065573770492	0.8852459016393442	4.438000997509238e-05	0.00016707768461211248
malignant_CLDN4high_to_TNK	JAG1	NOTCH1	other	11	0	1	10	0.02807929739356041	0.028775826773860237	0.2081472362306985	0.17937140945683827	1.0	0.6363636363636364	0.0830078125	0.1328125
malignant_CLDN4high_to_TNK	TNC	ITGA4+ITGB1	other	32	13	13	6	0.02879597246646881	0.0510175132076256	0.3442003884119913	0.2931828752043657	0.90625	0.75	0.021623995155096054	0.04464308677181121
malignant_CLDN4high_to_TNK	ICAM4	ITGAL+ITGB2	other	22	15	0	7	0.030536517966538668	0.04779650101607496	0.24187077268619428	0.19407427167011934	1.0	0.5	4.76837158203125e-07	4.069010416666667e-06
malignant_CLDN4high_to_TNK	CD44	TYROBP	other	58	26	18	14	0.030687503516674042	0.017660712887500894	0.6100327336582644	0.5923720207707636	1.0	0.9137931034482759	0.0369276743986981	0.06752489032904796
malignant_CLDN4high_to_TNK	BAG6	NCR3	other	15	8	0	7	0.030702203512191772	0.04128562038143476	0.30670028229554497	0.2654146619141102	1.0	1.0	0.0008544921875	0.002327127659574468
malignant_CLDN4high_to_TNK	FN1	ITGA4+ITGB1	other	35	17	7	11	0.033168159425258636	0.03473638853590403	0.35033917778304646	0.3156027892471424	1.0	0.8571428571428571	0.0007301834993995726	0.0020769663982921176
malignant_CLDN4high_to_TNK	PTN	PTPRZ1	other	5	0	5	0	0.03379327058792114	-0.01931321546435356	0.36253045946359636	0.3818436749279499	1.0	0.8	0.8125	0.8813559322033898
malignant_CLDN4high_to_TNK	PVR	CD226	other	13	3	0	10	0.03452850878238678	0.03611562229119814	0.18144533324700135	0.14532971095580322	1.0	0.7692307692307693	0.001220703125	0.0031887755102040817
malignant_CLDN4high_to_TNK	FN1	ITGA4+ITGB7	other	28	17	0	11	0.0356588177382946	0.046338129173299034	0.31597841158509254	0.2696402824117935	1.0	0.8214285714285714	2.0518898963928223e-05	8.472319572202621e-05
malignant_CLDN4high_to_TNK	COL6A1	ITGA1+ITGB1	other	6	1	1	4	0.03831524169072509	0.07572177223240335	0.2856091121211648	0.20988733988876143	1.0	0.6666666666666666	0.09375	0.14634146341463414
malignant_CLDN4high_to_TNK	JAG1	NOTCH2	other	9	0	1	8	0.03875533863902092	0.028821015523539648	0.19750711487399208	0.16868609935045242	1.0	0.5555555555555556	0.09765625	0.15060240963855423
malignant_CLDN4high_to_TNK	CADM1	CADM1	other	4	1	2	1	0.03915761411190033	0.05506020784378052	0.5926278065890074	0.5375675987452269	1.0	1.0	0.25	0.32
malignant_CLDN4high_to_TNK	LGALS9	HAVCR2	other	19	10	0	9	0.040142977610230446	0.04739071894437075	0.32873366081989125	0.2813429418755205	1.0	0.8947368421052632	0.000789642333984375	0.002197265625
malignant_CLDN4high_to_TNK	ALCAM	CD6	other	53	27	8	18	0.045356886461377144	0.07791505427152481	0.46811641077950317	0.3902013565079783	1.0	0.9056603773584906	1.637297815188044e-07	1.4969580024576402e-06
malignant_CLDN4high_to_TNK	PLAUR	ITGA4+ITGB1	other	46	17	12	17	0.04891530051827431	0.07623786041918008	0.38114325706239627	0.3049053966432162	0.9782608695652174	0.8260869565217391	7.472453660284373e-07	5.977962928227498e-06
malignant_CLDN4high_to_TNK	TGM2	ADGRG1	other	20	7	6	7	0.05564129585400224	0.06096111186780036	0.43843061570078135	0.377469503832981	0.95	0.8	0.023950576782226562	0.048661489335317464
malignant_CLDN4high_to_TNK	DHCR24	RORA	other	64	28	16	20	0.05945044010877609	0.06673259628587402	0.5129169937572442	0.4461843974713702	1.0	0.96875	4.6633410107128694e-08	5.969076493712473e-07
malignant_CLDN4high_to_TNK	CCL20	CCR6	other	7	4	0	3	0.0598364882171154	0.08966173817004476	0.32934672811201643	0.23968498994197165	1.0	0.8571428571428571	0.046875	0.08108108108108109
malignant_CLDN4high_to_TNK	APP	CD74	other	69	28	21	20	0.06444860994815826	0.08451959836310234	1.186146425596182	1.1016268272330796	1.0	0.9855072463768116	2.0793994855834823e-08	3.8023304879240817e-07
malignant_CLDN4high_to_TNK	APLP2	PIGR	other	3	2	1	0	0.06648421287536621	0.061645309130350746	1.023393914103508	0.9617486049731573	1.0	1.0	0.25	0.32
malignant_CLDN4high_to_TNK	DSC2	DSG2	other	5	0	5	0	0.06655196845531464	0.08274030089378356	0.4812381535768509	0.3984978526830673	1.0	1.0	0.3125	0.39603960396039606
malignant_CLDN4high_to_TNK	HBEGF	EGFR	other	3	0	3	0	0.0668063759803772	0.05059648056825002	0.4328568677107493	0.38226038714249927	1.0	1.0	0.25	0.32
malignant_CLDN4high_to_TNK	CD47	SIRPG	other	34	14	7	13	0.07061636447906494	0.06617834572406377	0.5267571996459189	0.4605788539218552	0.9705882352941176	1.0	0.0001264970051124692	0.0004151696578050271
malignant_CLDN4high_to_TNK	TNFSF10	TNFRSF10B	other	4	0	0	4	0.0708252340555191	0.11804607138037682	0.2762846667319536	0.1582385953515768	1.0	1.0	0.125	0.18823529411764706
malignant_CLDN4high_to_TNK	APP	SORL1	other	38	17	5	16	0.07779789343476295	0.1165795024288328	0.5344187848662075	0.4178392824373747	1.0	0.9736842105263158	3.2523530535399914e-09	8.326023817062378e-08
malignant_CLDN4high_to_TNK	NECTIN2	TIGIT	other	36	0	18	18	0.08955804631114006	0.10032308723829272	0.4386716154921386	0.33834852825384587	0.9722222222222222	0.7777777777777778	1.3009412214159966e-08	2.775341272354126e-07
malignant_CLDN4high_to_TNK	ICAM1	SPN	other	55	27	13	15	0.09446907043457031	0.11195146186192605	0.5261960004541006	0.41424453859217464	1.0	0.8909090909090909	3.2051966767090015e-08	5.128314682734402e-07
malignant_CLDN4high_to_TNK	CD55	ADGRE5	other	63	28	16	19	0.10247650742530823	0.12616787141277677	0.7032968566294701	0.5771289852166933	1.0	0.9523809523809523	1.1256823461268072e-10	7.204367015211566e-09
malignant_CLDN4high_to_TNK	IGFBP3	TMEM219	other	45	18	14	13	0.10988876968622208	0.10888805149847434	0.5796130982951986	0.4707250467967242	1.0	0.7777777777777778	1.530477157984933e-05	6.530035874069048e-05
malignant_CLDN4high_to_TNK	F11R	ITGAL+ITGB2	other	44	17	11	16	0.11039863526821136	0.11404365555129269	0.4637204630469734	0.3496768074956807	1.0	0.9545454545454546	8.235588211391587e-08	9.58322991871021e-07
malignant_CLDN4high_to_TNK	ICAM1	ITGAL	other	39	17	9	13	0.12175209820270538	0.11920965357253757	0.4626951837577881	0.3434855301852505	0.9743589743589743	0.8974358974358975	9.468312782701105e-07	6.733022423254119e-06
malignant_CLDN4high_to_TNK	ICAM1	ITGAL+ITGB2	other	39	17	9	13	0.12175209820270538	0.11920965357253757	0.4603116345138122	0.3411019809412746	0.9743589743589743	0.8974358974358975	9.468312782701105e-07	6.733022423254119e-06
malignant_CLDN4high_to_TNK	TNFSF10	TNFRSF10A	other	7	0	0	7	0.1313304305076599	0.16954309280429566	0.3653112149664334	0.1957681221621377	1.0	0.8571428571428571	0.015625	0.03278688524590164
malignant_CLDN4high_to_TNK	CDH1	ITGAE+ITGB7	other	43	24	2	17	0.13321880996227264	0.13767042868705684	0.4615407191043676	0.3238702904173108	1.0	0.9302325581395349	2.2737367544323206e-13	2.9103830456733704e-11
malignant_CLDN4high_to_TNK	MDK	PTPRZ1	other	6	0	6	0	0.13522178679704666	0.14683184524377188	0.6353641313811144	0.48853228613734245	1.0	1.0	0.0625	0.10256410256410256
malignant_CLDN4high_to_TNK	CDH1	KLRG1	other	32	15	1	16	0.15101010352373123	0.15104510472156107	0.48326913081109524	0.33222402608953416	1.0	0.9375	9.313225746154785e-10	2.9802322387695312e-08
malignant_CLDN4high_to_TNK	CEACAM5	CEACAM6	other	7	2	4	1	0.25335174798965454	0.23115538326757296	0.6431004053780011	0.4119450221104281	1.0	0.8571428571428571	0.03125	0.058823529411764705
malignant_CLDN4high_to_TNK	CEACAM6	CEACAM6	other	9	2	5	2	0.2552439272403717	0.24531862553622988	1.0898452525337536	0.8445266269975238	1.0	0.8888888888888888	0.00390625	0.009433962264150943
malignant_CLDN4high_to_TNK	CXCL2	DPP4	other	6	1	2	3	0.26269372552633286	0.266536192347606	0.5619369670748711	0.29540077472726506	1.0	0.8333333333333334	0.03125	0.058823529411764705
