contrast	n	spearman_rho	spearman_p	note
tumor malig-like CLDN4 mean_log1p vs T/NK fraction (eligible)	10	0.41818181818181815	0.22911284098281892	
tumor malig-like CLDN4 %pos vs T/NK fraction (eligible)	10	0.309090909090909	0.38484123026128353	
tumor malig-like CLDN4 mean_log1p vs T/NK (all CD235a- tumor patients)	12	-0.04553422044199251	0.8882523316528931	
tumor malig-like CLDN4 vs IFN score (eligible, continuous)	10	0.8060606060606059	0.004862061101964607	
tumor malig-like CLDN4 vs MHC-I/APM score (eligible, continuous)	10	0.8424242424242423	0.002220031225916843	
tumor malig-like CLDN4 vs IFN/MHC score (eligible, continuous)	10	0.8060606060606059	0.004862061101964607	
