sample	TACSTD2	CD8	CD8B	CYT	GEP18_zmean	GEP18_ssGSEA	GEP18_logmean	ABSOLUTE_purity	ESTIMATE_ImmuneScore	ESTIMATE_StromalScore	ESTIMATE_Score	ESTIMATE_TumorPurity	KRT_EPCAM	KRT_EPCAM_CDH1	all_KRT_EPCAM	xCell_T_cell_CD8
TCGA-69-7978-01	13.4099	9.773	7.4774	9.1608	1.3379504089528311	6671.923140428586	11.009016666666666	0.2	2205.25	939.94	3145.2	0.4830460738292218	12.7955	12.870433333333333	3.0474892857142857	0.0831247491829746
TCGA-62-8399-01	11.815	7.8585	5.1769	7.00395	-0.5850740587515468	2413.5847409828193	8.390822222222223	0.5	107.36	-73.15	34.22	0.8196421167813636	13.84096	13.667666666666667	3.505632142857143	0.0
TCGA-78-7539-01	12.1829	9.4463	7.5436	8.503350000000001	0.7112746749808805	5115.425107347164	10.074155555555556	0.52	1514.13	-313.48	1200.65	0.7100488862148396	12.96644	13.030133333333334	2.5116660714285715	0.119632977250291
TCGA-73-4658-01	12.4766	8.4664	6.0194	7.5355	0.38643846711446256	4533.950996515589	9.685883333333333	0.29	1917.98	1336.99	3254.97	0.4688755511260069	13.183939999999998	13.205883333333333	2.6618482142857145	0.0107245020975043
TCGA-44-6775-01	13.3396	7.1936	4.9202	6.4254999999999995	0.035370026184911835	3569.0734529177375	9.186516666666666	0.27	1481.59	1357.55	2839.15	0.5218812227700094	12.94144	12.824716666666667	3.5491553571428573	3.0753101470230497e-18
TCGA-44-2655-01	12.9585	7.0921	4.8172	6.7139500000000005	-0.3951635915814261	2769.236437791412	8.619394444444444	0.33	861.14	-437.38	423.77	0.785562474058798	14.22248	13.977966666666665	2.9780785714285716	0.0
TCGA-44-3398-01	12.3358	8.1523	6.7953	8.1922	0.34500161492771864	4141.382921337261	9.617155555555556	0.19	1896.59	1230.85	3127.44	0.48532707250291873	13.29798	13.117116666666668	4.233805357142857	0.0007816093997758
TCGA-62-8397-01	12.9923	5.6621	3.8216	7.8478	-0.79694215438012	2165.507833934965	7.890461111111112	0.69	895.35	-240.22	655.14	0.76409815150326	13.67878	13.539900000000001	2.625407142857143	5.84349021498531e-21
TCGA-53-A4EZ-01	11.0072	7.3565	5.3758	6.396000000000001	-0.9265467514871655	1685.2609411339104	7.852194444444444	0.47	-158.97	-1114.01	-1272.99	0.9138510587636032	13.07074	12.9624	2.3270625000000003	5.2431120172174e-19
TCGA-50-7109-01	12.2356	8.8716	6.2605	8.48985	0.029994553335461176	4411.075357160662	9.325877777777778	0.44	683.67	85.6	769.27	0.7531840983872047	13.4485	13.392833333333334	2.762933928571429	0.0629534317121989
TCGA-38-6178-01	12.5327	6.3038	3.834	6.47875	-0.34122046892288416	2946.1428970187662	8.65287777777778	0.32	409.24	305.45	714.69	0.7584300514407953	13.778479999999998	13.74765	3.431325	6.1539867949338e-19
TCGA-86-8056-01	12.5018	7.1603	5.3272	6.5188	-0.5226777133505497	2453.651638274715	8.419611111111111	0.37	817.3	-96.79	720.51	0.7578729753863331	13.228399999999999	13.22215	2.88765	0.0158091708581856
TCGA-55-1592-01	13.7366	6.9209	4.7247	6.56155	-0.3302310947718292	2742.1043188220065	8.716722222222222	0.49	678.65	-83.44	595.2	0.7697444129411034	13.44814	13.463833333333334	3.067167857142857	0.0
TCGA-86-A4JF-01	12.6501	8.1811	6.0175	8.3817	0.35995202668431436	4488.293536518671	9.651844444444443	0.25	1148.44	-412.06	736.38	0.7563511287764506	13.50012	13.45705	2.9303464285714287	0.0
TCGA-69-7974-01	12.1696	8.1152	5.9017	8.7369	0.5379382941885116	4777.409969980588	9.874366666666667	0.29	1577.74	437.33	2015.07	0.6210018387675784	14.40712	14.264333333333333	3.3332321428571428	7.81735730359452e-20
TCGA-86-A456-01	12.5731	8.0095	5.0417	7.48865	0.11511512409346729	3698.6895360203894	9.329005555555556	0.36	1206.48	128.48	1334.96	0.6960293266882775	13.376999999999999	13.370383333333331	3.076160714285714	0.0328479545891781
TCGA-97-8547-01	12.7219	5.2965	3.1144	6.64485	-0.33952713769717446	2972.557667320112	8.631622222222223	0.48	816.0	933.31	1749.31	0.651098391581538	14.281799999999999	14.148066666666665	3.627548214285714	4.23188463102731e-19
TCGA-55-1595-01	11.4421	8.4188	6.4741	7.876049999999999	-0.05609250563834589	3721.9956707934098	9.183161111111112	0.52	657.33	492.12	1149.45	0.7153208871522725	14.25026	14.010983333333334	3.148028571428571	0.0420200587488059
TCGA-NJ-A4YP-01	11.4669	8.0175	6.1727	8.158249999999999	0.12473652381808474	4156.695147505656	9.308611111111109	0.23	594.12	746.63	1340.75	0.6954188323556648	14.197219999999998	13.961616666666666	4.156857142857143	0.0061826205250689
TCGA-05-4424-01	11.8641	8.3257	6.639	7.24245	0.15365774856645278	3864.428335322298	9.361194444444445	0.24	1169.53	509.42	1678.95	0.6589024341014066	13.931040000000001	14.003566666666666	3.433580357142857	9.204880189029801e-20
TCGA-97-A4M7-01	11.8514	8.2559	6.0974	7.73875	0.5739576503250008	4353.837122458521	9.923744444444443	0.37	1686.79	351.63	2038.42	0.618311683444361	13.78834	13.849116666666667	4.077371428571428	0.0451924876015187
TCGA-44-2668-01	12.903	9.5757	6.9458	8.661	0.9136906700235574	5707.870275270364	10.327972222222222	0.3	1861.47	959.18	2820.64	0.5241969893628677	14.18434	14.146966666666666	3.6406660714285715	0.0241700673506638
TCGA-NJ-A55A-01	12.4776	8.5977	6.2514	7.8482	0.1609428600787981	4151.195913603911	9.466966666666668	0.21	1419.34	197.29	1616.63	0.6657560437746993	12.739180000000001	12.738316666666668	3.2663714285714285	0.0783828958706709
TCGA-05-5420-01	12.4951	9.741	8.2242	9.73025	1.2451053117194566	6619.544211741191	10.863661111111112	0.25	2704.93	644.13	3349.06	0.4566321745034524	12.82046	12.555516666666668	2.581741071428571	0.141181654459748
TCGA-55-1594-01	10.2183	7.5941	9.3607	7.4289	-0.1296725036727455	3318.109043819394	8.934683333333332	0.55	388.8	-560.24	-171.44	0.8365602953187912	13.251399999999999	13.349499999999999	2.914591071428571	0.0512806645273821
TCGA-44-2659-01	12.3149	9.5117	7.4772	8.15305	0.5002434706567348	4782.825083595138	9.869216666666667	0.42	1273.63	641.16	1914.79	0.6324717686466635	12.762559999999999	12.805916666666667	2.516023214285714	0.112336264282738
TCGA-78-7162-01	11.855	8.6246	6.531	8.56115	0.27795329176542644	4623.953998114702	9.56317222222222	0.27	1047.91	235.08	1283.0	0.7014854064109377	13.332220000000001	13.297133333333335	2.820275	0.0417704046338975
TCGA-38-4632-01	13.009	8.5996	6.8351	7.45265	0.23069824296266372	4172.745921582634	9.503861111111114	0.37	1531.5	60.86	1592.36	0.6684100827451426	13.539340000000001	13.418050000000001	3.144939285714286	0.0035004263060339
TCGA-49-6761-01	12.1138	9.035	6.1725	8.8814	0.6431874431865124	5418.347261819679	10.043455555555555	0.29	1072.12	-197.34	874.78	0.7429062515960556	13.055599999999998	13.163466666666665	3.027757142857143	0.0107502755252797
TCGA-91-6828-01	10.8157	8.9467	6.2935	8.1275	0.3198830744876807	4704.3476992686865	9.652466666666667	0.37	1559.91	522.58	2082.49	0.6132146087215157	13.099039999999999	13.143099999999999	2.3700964285714283	0.0394771633779459
TCGA-05-4418-01	11.881	8.9393	7.0798	8.33295	0.6931424797489792	5161.233722439309	10.043455555555557	0.55	1233.33	-111.7	1121.62	0.7181695773634218	14.98254	14.539783333333332	3.6939642857142863	0.0290025651106501
TCGA-99-AA5R-01	11.9222	9.6293	7.7068	9.1847	0.7293912154389761	5433.722891099005	10.231349999999999	0.96	2313.11	876.07	3189.18	0.4773834218726641	12.57536	12.500716666666667	2.8463142857142856	0.0984783081455394
TCGA-55-7903-01	13.1816	8.7632	6.0825	8.776900000000001	0.13225709633463364	4510.678768153224	9.465822222222222	0.64	827.74	-645.51	182.23	0.8070032690647564	13.95684	13.935283333333333	3.0913464285714283	0.0329205177285117
