sample	TACSTD2	CD8	CD8B	CYT	GEP18_zmean	GEP18_ssGSEA	GEP18_logmean	ABSOLUTE_purity	ESTIMATE_ImmuneScore	ESTIMATE_StromalScore	ESTIMATE_Score	ESTIMATE_TumorPurity	KRT_EPCAM	KRT_EPCAM_CDH1	all_KRT_EPCAM	xCell_T_cell_CD8
TCGA-55-A492-01	12.2143	6.2272	4.8771	6.72025	-0.9470896787272244	2301.126432021746	7.849977777777777	0.54	173.43	-782.79	-609.36	0.8700265169713938	14.81962	14.445233333333334	3.1199517857142856	0.0080512408489933
TCGA-55-8616-01	13.3816	7.648	5.9026	6.09755	-0.6538638110331941	2424.5965727945977	8.264938888888889	0.39	278.38	-419.49	-141.1	0.8341120135143235	14.84512	14.54025	4.070857142857143	0.0149820677260917
TCGA-86-7954-01	11.088	8.5377	7.1769	7.7538	0.9014602646270666	5468.332325118594	10.399088888888889	0.27	1723.88	349.27	2073.15	0.6142970102745563	12.66282	12.8697	3.2820839285714283	0.0378579732728556
TCGA-05-4433-01	12.795	8.7479	6.2828	7.94815	0.3197789897108749	4517.242788693276	9.546638888888888	0.62	1499.08	-305.36	1193.72	0.7107648132315091	14.067419999999998	14.047766666666666	3.193644642857143	0.0110591025696725
TCGA-69-8253-01	12.4346	6.4477	4.7851	6.6415	-0.6805138453279774	2577.1929521466927	8.198077777777776	0.39	379.46	-689.81	-310.36	0.8475577739183288	14.42158	14.219633333333334	3.669833928571429	1.6330266906480498e-18
TCGA-86-8674-01	13.113	5.689	3.8	5.33315	-1.2471850314541717	1872.5276726054817	7.360227777777778	0.58	-506.36	-1110.3	-1616.66	0.9331636875836714	13.566880000000001	13.434716666666667	3.0368482142857145	0.0046987071804426
TCGA-69-7765-01	11.9324	8.0837	5.5021	7.65935	0.08166500642594218	3729.6162245362802	9.260650000000002	0.41	1079.11	1086.21	2165.32	0.6035653358670818	12.76602	12.885066666666665	2.611771428571429	0.0130977165517003
TCGA-86-8672-01	12.4254	9.4884	7.2747	8.885850000000001	0.7012273812261227	5407.026995909056	10.076766666666664	0.32	1380.47	457.64	1838.11	0.6411500258008167	14.9449	14.455783333333335	4.0595446428571424	0.0502557207701224
TCGA-MP-A4T6-01	13.4196	7.7512	5.4534	7.9028	0.01378168844596436	3911.523953500583	9.196961111111111		843.52	-1165.17	-321.65	0.8484361126463558	13.693480000000003	13.735016666666668	2.672719642857143	0.0639015782546962
TCGA-97-7547-01	13.5193	6.9075	5.0423	5.964600000000001	-0.29336424297315844	3249.27283583575	8.72033888888889	0.55	616.86	47.88	664.73	0.7631892869636663	12.825239999999999	12.8472	2.8333285714285714	1.50985206893859e-20
TCGA-55-7911-01	11.5573	9.9155	7.1935	8.96135	0.8004689204234008	5801.36475566345	10.262272222222222	0.23	1628.37	-270.08	1358.29	0.6935663606733832	13.6818	13.731933333333336	3.18825	0.0983606740239772
TCGA-91-6835-01	12.0351	10.3606	8.3864	8.8704	0.9763535254576031	5945.677354173946	10.549444444444445	0.21	2383.01	889.87	3272.87	0.466553147573248	12.9495	13.086616666666666	3.0196428571428577	0.172200796119241
TCGA-55-A48Z-01	12.3416	8.1717	6.4028	7.462949999999999	0.47717119525229834	4724.381568307222	9.869372222222221	0.41	791.06	562.93	1353.99	0.6940209272659806	13.238620000000001	13.095116666666668	3.3106464285714283	0.0178774439988242
TCGA-50-5045-01	12.4794	9.481	7.7513	8.8623	0.786976278057678	5584.74154663648	10.20188888888889	0.22	2418.37	1430.36	3848.73	0.39021050057051065	14.42422	14.0755	3.906576785714286	0.0736721742572978
TCGA-55-7913-01	12.235	6.7592	4.4748	6.13855	-0.9775192378085821	1952.8745951200985	7.7891666666666675	0.35	-333.2	-1508.49	-1841.7	0.9445263044932213	13.7874	13.5922	3.0250714285714286	1.46116240878576e-19
TCGA-86-8075-01	13.0589	5.7042	4.1113	5.96175	-0.17650316133864086	3116.5915915413216	8.883855555555556	0.3	912.49	1090.75	2003.24	0.6223619916042693	13.665659999999999	13.58115	4.017996428571429	1.17494001752443e-18
TCGA-97-8177-01	12.2548	8.3033	6.1509	8.905100000000001	0.313102279053835	3646.451412432354	9.527555555555557	0.25	1682.16	890.52	2572.68	0.5548390914166321	13.24524	13.276266666666666	3.806658928571429	0.0120907505096818
TCGA-55-7907-01	13.5039	8.6764	6.8376	8.83835	0.26610133953921494	4609.732188954358	9.622399999999999	0.39	1114.45	236.51	1350.96	0.6943410720918183	14.373	14.283016666666667	3.3944714285714284	0.0499378036869694
TCGA-44-8117-01	14.8686	7.4843	4.6434	7.0149	-0.4993852796578094	2849.3441421352427	8.529327777777775	0.66	286.52	145.48	432.0	0.7848143695163337	14.5609	14.483866666666666	2.7173517857142855	0.008013156355077
TCGA-86-8668-01	12.9533	7.383	5.2556	6.9910499999999995	-0.06695965146416788	3585.0102911219287	9.11313888888889	0.41	1089.62	716.37	1806.0	0.6447600082813182	12.896899999999999	12.848666666666666	3.268367857142857	0.0111526085053496
TCGA-78-8660-01	12.5542	9.2443	6.9068	9.58955	0.6641081627462376	5651.122800201566	10.093327777777779	0.33	1661.9	-104.42	1557.48	0.6722095098182803	14.0926	13.973733333333334	3.281355357142857	0.0644199482070313
TCGA-05-4415-01	7.8968	8.7567	5.9824	8.475999999999999	-0.10654492529878791	3679.05623381835	8.950888888888889	0.67	52.89	-1124.07	-1071.18	0.9014233200373721	12.973880000000003	12.253866666666669	2.758335714285714	8.427342730374041e-20
TCGA-75-6212-01	12.8342	6.2594	3.833	7.9239999999999995	-0.14851197588195902	3161.9978111041064	8.894555555555556	0.43	1540.49	-1.06	1539.42	0.6741698412861162	13.234559999999998	13.262149999999998	2.9517714285714285	0.0
TCGA-67-6215-01	12.0522	5.9031	3.2006	6.34	-0.8374962675781267	2262.446371389452	7.91985	0.69	693.22	-825.59	-132.37	0.8334044802832233	13.307520000000002	13.470500000000001	3.4029249999999998	0.0
TCGA-05-4430-01	12.0457	8.2556	6.1789	7.8721	0.3217144817490054	3914.648060575756	9.518166666666666	0.2	1304.67	1057.05	2361.71	0.5803329684992673	14.3576	14.276383333333333	3.6341107142857143	0.0
TCGA-49-6742-01	13.0212	6.7797	4.4515	6.22445	-0.8756419758824161	1598.8312163121273	7.789883333333334	0.49	-310.81	-1066.96	-1377.77	0.9199879651834544	14.094380000000001	13.937383333333335	3.2814303571428574	0.0
TCGA-38-4627-01	12.654	7.306	5.762	7.62875	0.15366536717097723	3702.143667536143	9.19158888888889	0.22	1512.22	2098.77	3610.98	0.42209872877777793	13.1373	13.1718	3.824405357142857	0.0
TCGA-69-7979-01	12.6137	6.222	4.0327	6.25355	-0.866082959880353	2066.2170019221694	7.976988888888889	0.53	-181.52	-199.09	-380.61	0.8529851645872252	14.114780000000001	13.840783333333334	3.8256928571428577	9.350853481872181e-19
TCGA-69-7973-01	9.5597	7.5688	8.1499	6.54205	-0.7161665275553274	2065.99600666305	8.2167	0.55	-142.75	-201.31	-344.06	0.8501726590109165	13.624439999999998	13.543399999999998	2.825335714285714	1.14134263568017e-19
TCGA-73-7499-01	12.591	10.438	8.6894	9.10375	0.95971397644494	5974.738080422299	10.524277777777778	0.38	1678.33	-102.58	1575.74	0.6702226663947032	14.102780000000001	13.917916666666668	3.6501785714285715	0.134535837799428
TCGA-44-A47A-01	12.8935	7.2718	5.3181	7.9906999999999995	0.06644098144990328	3583.3495785640234	9.202461111111111	0.34	1396.49	-232.64	1163.85	0.7138422078594078	12.778360000000001	12.864583333333334	3.4804874999999993	0.0316824264683256
TCGA-78-8662-01	13.1804	6.6092	4.5135	5.686999999999999	-1.4466998001545515	1353.1319867112072	7.255711111111111	0.79	-446.71	-1050.79	-1497.51	0.9267345348093108	14.849800000000002	14.649283333333335	3.1480321428571427	6.53626475115245e-18
TCGA-55-8085-01	12.1764	9.2834	7.0501	8.30215	0.7324493505008594	5191.058370417068	10.145566666666667	0.56	1308.46	-253.73	1054.73	0.7249673535743782	12.89374	12.901433333333332	2.883001785714286	0.0799611178000308
TCGA-75-6206-01	12.1246	6.6501	4.0646	6.23705	-0.5596810153430432	2829.6030765126434	8.34925	0.7	649.07	150.48	799.55	0.7502528662845618	13.099980000000002	13.16446666666667	2.471476785714286	0.0022720148563268
TCGA-50-5932-01	13.9454	5.8251	3.4562	5.982	-0.9547301822050775	2223.293218638638	7.81431111111111	0.84	-21.09	-718.49	-739.58	0.8792906884167682	14.541819999999998	14.454666666666666	2.929405357142857	5.6823918905809e-19
TCGA-50-6594-01	12.5115	6.1865	2.5679	6.86695	-0.5276862936481318	3040.3241324434284	8.288494444444444	0.6	378.12	-318.95	59.16	0.8175393860265391	13.94178	13.849633333333335	2.6990928571428574	0.0
TCGA-49-AARQ-01	10.6115	7.8816	8.3173	7.86365	0.1050867453083249	4696.53929579832	9.45151111111111	0.52	617.0	-1111.21	-494.21	0.8615695264635085	14.486880000000003	14.319900000000002	3.3514803571428575	0.0302177405861673
TCGA-55-7574-01	11.2297	9.6388	7.4168	8.29935	0.466399224903169	4912.848939315212	9.787266666666666	0.19	1929.01	1026.57	2955.58	0.5072271472096919	13.42176	13.332500000000001	3.1947964285714288	0.108045880070323
TCGA-50-5066-01	11.5856	10.3138	9.6245	9.60705	0.8725920537337345	6008.434711309173	10.365183333333333	0.27	2207.84	913.2	3121.04	0.486148246345035	13.13698	12.671333333333331	3.065873214285714	0.150937798931068
TCGA-86-A4P7-01	11.7238	9.0276	6.936	8.29875	0.2162487038507559	4014.24607421614	9.449250000000001	0.19	1483.82	468.31	1952.13	0.6282167367376049	12.797540000000001	12.798200000000001	3.1964446428571427	0.0501324418423584
TCGA-64-5779-01	10.8129	8.6598	6.3433	7.6945	-0.20362928728757126	3122.0287945138452	8.864888888888888	0.44	725.43	360.85	1086.28	0.7217697155287888	12.97588	12.947633333333334	2.7403124999999995	0.076228695106208
TCGA-55-8096-01	11.8094	7.565	5.8751	6.61675	-0.12250457762562246	3144.88576875487	8.971994444444446	0.25	1211.05	944.87	2155.92	0.6046649029253603	13.3066	13.229316666666668	3.647066071428571	5.14570547031539e-18
TCGA-97-8175-01	13.5359	6.1898	4.356	6.709849999999999	-0.2029393835370584	2796.3245984742694	8.746605555555554	0.43	1120.1	-354.97	765.14	0.7535827479905015	14.34432	14.213849999999999	3.796816071428571	0.0
TCGA-44-A4SS-01	13.769	9.2294	6.9211	9.082650000000001	0.834905609922497	5417.733948472667	10.280927777777777	0.25	1623.66	500.03	2123.69	0.608426260911279	14.607740000000002	14.485383333333333	4.085241071428571	0.0763156425240698
TCGA-91-7771-01	11.8391	9.5143	6.8774	8.41015	0.5102735561624362	4927.467475907186	9.858677777777777	0.32	1633.44	646.44	2279.88	0.5900729439115265	13.835219999999998	13.700899999999999	3.053233928571428	0.0728847525996123
TCGA-86-8278-01	12.1006	6.7491	4.8321	6.92835	0.01646775093088986	3688.827363184386	9.150233333333334	0.56	731.87	381.27	1113.14	0.7190352134949686	13.614859999999998	13.603016666666667	3.6746928571428574	0.0064634551034715
TCGA-55-8087-01	12.8622	5.4799	3.9032	5.7752	-1.0640320244888715	1844.0120046029651	7.691111111111113	0.82	283.83	-375.95	-92.11	0.8301238700122856	12.96154	13.079649999999999	2.505148214285714	0.0
TCGA-MP-A4T8-01	12.7561	5.4119	2.6914	5.7951	-1.4211579640466363	820.6550326499303	7.094305555555556	0.59	-250.01	-62.11	-312.11	0.8476940728155377	14.46312	14.11855	3.9517392857142855	0.0
TCGA-L9-A5IP-01	13.846	7.95	5.7672	8.2174	-0.3492802135498776	3043.5006310398394	8.618655555555556	0.53	503.8	-713.87	-210.07	0.8396535187145163	13.98476	13.776983333333334	4.489821428571428	5.779720367331831e-20
TCGA-55-6979-01	12.4533	9.8298	7.7544	8.72665	1.2891962188877852	6526.31343117733	10.907522222222221	0.33	2374.28	971.94	3346.23	0.4570017079617366	13.531880000000001	13.372783333333333	3.6182142857142856	0.0688219530553729
TCGA-69-7980-01	12.9765	8.8397	6.6021	8.16935	0.4339644972587357	4432.546144661183	9.617555555555557	0.55	1096.91	151.19	1248.11	0.7051261633656757	14.777539999999998	14.638283333333334	3.5530410714285714	0.0263621726116539
TCGA-62-A472-01	12.5572	8.9349	6.7308	7.90485	0.13736381584065943	4165.9344736451	9.43445	0.4	859.27	-680.93	178.34	0.807340343865634	13.675300000000002	13.590716666666667	3.137717857142857	0.0505849352510938
TCGA-49-4507-01	14.2829	10.6705	8.2868	10.51165	1.094617519770665	6181.835212833934	10.613694444444445	0.35	1596.48	-390.59	1205.89	0.7095070624820825	15.676400000000001	14.97755	4.463230357142858	0.110847755913177
TCGA-55-6642-01	11.9068	8.8991	7.1285	8.8872	0.30532678656655515	4704.502324019394	9.577655555555557	0.37	1015.45	1331.89	2347.34	0.5820494865870582	13.61372	13.520866666666668	2.5408857142857144	0.0611753128221425
TCGA-86-7701-01	10.599	9.3304	6.4145	9.3441	0.3439220782718707	5170.6571526267035	9.756494444444446	0.42	1485.1	561.46	2046.57	0.6173710095627454	12.8494	12.889916666666666	2.6772178571428573	0.0684012863883225
TCGA-62-A46R-01	13.3491	8.5005	7.2721	6.2890999999999995	-0.37370898212935816	3062.240971156113	8.69271111111111	0.42	1204.85	-93.64	1111.21	0.7192320717903296	13.290479999999999	13.316049999999999	3.0224464285714285	0.077182318060321
TCGA-62-A46V-01	13.0962	4.2377	2.576	5.67915	-1.2925550160456996	1539.210211712572	7.3502888888888895	0.52	185.23	103.57	288.8	0.7976668387240116	13.63142	13.460166666666666	2.9058089285714286	0.0
TCGA-44-6146-01	13.4662	6.7781	4.5858	6.230499999999999	-1.0128439064445287	1937.1154620774726	7.705527777777776	0.7	-208.62	-944.86	-1153.48	0.9065876127426872	14.241200000000001	14.251233333333333	2.9064803571428572	1.5481193340445299e-18
TCGA-49-4501-01	13.7542	7.9818	6.53	8.39945	0.21495014260351078	4073.876408059231	9.413144444444447	0.43	1166.92	373.71	1540.63	0.6740386491796037	13.803300000000002	13.873200000000002	3.6832535714285717	0.027183247416575
TCGA-55-7914-01	11.9094	8.8211	6.6997	8.49755	0.038082688775677734	4085.1650612474705	9.302277777777778	0.56	755.31	-133.73	621.57	0.767267712341711	13.195400000000001	13.206716666666667	2.757989285714286	0.0762429736699003
TCGA-73-4659-01	12.2802	6.2933	4.6099	6.4605999999999995	-0.5500530464371417	2435.982539441392	8.32635	0.33	698.1	435.09	1133.19	0.7169867202715162	13.65752	13.4161	2.966071428571429	1.90527107051351e-18
TCGA-86-8669-01	12.2747	7.7624	5.4544	7.375249999999999	-0.14410003629066517	3707.3756923317637	9.00031111111111	0.57	744.53	-388.39	356.14	0.7916665021183003	13.37912	13.466033333333334	2.244801785714286	0.024386917692333
TCGA-49-AAQV-01	13.1257	7.8898	6.1996	6.7715499999999995	0.033137913846765024	3883.092965182137	9.243705555555557	0.25	893.75	-703.28	190.47	0.8062883908593262	13.7048	13.586283333333334	3.527232142857143	0.0038395368483558
TCGA-78-7149-01	13.1578	6.702	4.7504	6.8178	-0.8983903737105722	2250.1687899879203	7.935772222222222	0.6	-147.69	-255.7	-403.39	0.8547256601417751	14.52352	14.208616666666666	3.580101785714285	0.0
TCGA-86-8055-01	12.6454	7.0368	5.1928	6.4068000000000005	-0.05252164486147576	3286.6220946648336	9.0988	0.28	898.35	1229.16	2127.52	0.6079799973490335	13.783260000000002	13.816700000000003	4.0174964285714285	0.0
TCGA-91-6829-01	12.3219	7.7464	5.4201	7.22555	-0.49960743082452436	2353.474778596071	8.37735	0.49	334.11	1133.05	1467.16	0.6819657978327843	13.620680000000002	13.611666666666666	2.8784625000000004	0.0
TCGA-78-7163-01	11.5719	7.6334	5.3835	6.7986	-0.503368940796867	3597.6297581732674	8.509011111111112	0.68	-204.63	-1926.5	-2131.13	0.9576233965452647	13.681619999999999	13.619433333333332	2.3543875	0.0245083351364161
TCGA-62-8398-01	12.7447	7.3698	5.0236	7.2052499999999995	0.04643727566548804	3651.0804749196486	9.103188888888887	0.5	695.22	-240.51	454.71	0.7827440996487635	14.465860000000001	14.339733333333333	3.651232142857143	0.0
TCGA-38-A44F-01	12.7598	8.3401	6.4833	8.41625	0.4442418113051709	4744.443781562886	9.770644444444445	0.26	1875.62	426.69	2302.31	0.5874115799764422	14.535120000000001	14.272416666666667	4.123923214285714	0.0413663286443881
TCGA-38-4631-01	12.3032	7.5827	6.6193	7.36735	-0.37951331283972556	3184.8862912089207	8.65798888888889	0.49	254.82	-828.13	-573.31	0.8674055028562242	14.12586	13.951533333333332	2.715675	0.0
TCGA-L9-A7SV-01	11.5556	7.0799	4.6081	6.30175	-0.8479204484182632	2318.7583807223587	8.11348888888889	0.83	-241.17	-1057.04	-1298.21	0.9153479901092684	13.46432	13.377433333333334	3.034694642857143	0.0106433538147554
TCGA-49-AAR2-01	12.8758	8.094	5.856	7.299	-0.002500002885314297	4059.841238184931	9.133633333333334	0.69	814.21	-802.72	11.49	0.8215489516561475	13.97832	13.7585	2.9177303571428572	0.0237263274744467
TCGA-MP-A4SY-01	12.3029	5.7028	3.3351	5.4009	-0.4726200388732017	2398.3740568940084	8.434438888888888	0.35	460.25	514.21	974.46	0.7330325714909339	14.708800000000002	14.575750000000001	3.9079339285714285	0.0
TCGA-05-4432-01	11.6769	8.5163	7.1734	8.1208	0.3324108359652381	4404.787793944253	9.64707222222222	0.36	822.09	-140.24	681.85	0.7615630298181439	13.339700000000002	13.285850000000002	2.836157142857143	0.0089148546570348
TCGA-05-4398-01	13.2303	8.3339	5.8949	7.31555	0.38569597305836273	4536.731898497508	9.71288888888889	0.33	1514.83	362.65	1877.48	0.6367044040588599	13.75	13.623833333333332	3.161408928571429	0.0074237802321099
TCGA-75-6211-01	11.6566	7.9167	5.2903	7.352	-0.5516535479189518	2738.7670964210142	8.427161111111111	0.39	-73.49	-179.0	-252.49	0.8430191142669364	13.734279999999998	13.571299999999999	2.9240874999999997	0.0120524207697208
TCGA-44-6778-01	9.9283	9.8727	7.2176	9.429549999999999	1.203438744697908	6360.053337996701	10.886594444444444	0.25	2425.86	643.57	3069.43	0.4927545007824258	11.468080000000002	11.587216666666668	2.359323214285715	0.0987651668843006
TCGA-55-8510-01	13.3129	9.2203	7.0373	8.1233	0.6186419782701007	5012.781964535543	9.9532	0.28	1830.03	608.95	2438.98	0.5710588707711056	13.581380000000001	13.515616666666668	3.3063696428571427	0.0324847441107412
TCGA-MP-A4TD-01	11.4266	7.1392	5.0884	7.0099	-0.4410546151996078	2815.5773826819814	8.575666666666669		764.72	746.26	1510.98	0.6772472643832339	13.44044	13.167766666666667	3.094996428571428	0.0019130669518466
TCGA-55-8205-01	12.0472	10.1244	7.9661	9.13655	1.1134855276185158	6317.0485298948715	10.733194444444445	0.22	2213.07	647.93	2861.01	0.5191413808000557	13.799479999999999	13.67875	2.9713625	0.0662472430843168
TCGA-55-7573-01	13.4735	7.9796	5.3303	6.9780999999999995	0.03241902767517993	3525.959605236365	9.314427777777778	0.33	1275.68	176.48	1452.16	0.6835745238846728	13.220260000000001	13.225933333333336	3.1306857142857143	0.0223073032285926
TCGA-MP-A4T4-01	13.2393	10.1841	7.7062	9.3153	1.3528725794254106	6775.733095177429	11.053444444444445		1941.73	709.1	2650.84	0.5452577497252158	13.18382	13.173483333333332	3.603082142857143	0.136996939715713
TCGA-97-7941-01	12.8834	7.7404	5.4061	7.0947	-0.15035808526036493	3202.328943567488	8.917744444444445	0.36	697.48	5.96	703.44	0.7595053042370183	14.27958	14.084033333333332	3.6757392857142857	0.0
TCGA-55-7994-01	12.9067	9.7072	7.7964	9.65405	1.0296075831687672	5890.434544369011	10.651827777777777	0.51	1675.55	-374.59	1300.97	0.6996030596505559	13.988619999999997	13.941066666666664	3.2220428571428568	0.118186642833588
