model	role	feature	estimator	rho	p	n	df	k_covariates	ci_low	ci_high	call	fdr_primary4
ABS_only	prior_A1_replication	CYT	onesided_rank	-0.10260608668122646	0.02162084504996917	502	499	1	-0.18851455769493	-0.015139214734141364	WEAK_NEGATIVE	0.04324169009993834
ABS_only	prior_A1_replication	CYT	onesided_value	-0.13770174419294037	0.002006883338207098	502	499	1	-0.22261922308073387	-0.05071051694742733	WEAK_NEGATIVE	0.004013766676414196
ABS_only	prior_A1_replication	CYT	twosided_rank	-0.11603590888743637	0.009335045919631559	502	499	1	-0.201589684204341	-0.028724948286076253	WEAK_NEGATIVE	0.018670091839263117
ABS_only	prior_A1_replication	GEP18_zmean	onesided_rank	-0.010377358610919303	0.8167688862413469	502	499	1	-0.0978913190945351	0.07729586230579448	WEAK_NEGATIVE	0.8167688862413469
ABS_only	prior_A1_replication	GEP18_zmean	onesided_value	-0.055202672364315905	0.2174051878208109	502	499	1	-0.14211835203347267	0.03255772633399237	WEAK_NEGATIVE	0.2174051878208109
ABS_only	prior_A1_replication	GEP18_zmean	twosided_rank	-0.012829994651363988	0.774519231337519	502	499	1	-0.10032019246541167	0.07485709286822595	WEAK_NEGATIVE	0.774519231337519
ABS_only	prior_A1_replication	xCell_T_cell_CD8	onesided_rank	-0.11943825756683281	0.007444030970943165	502	499	1	-0.2048973394384631	-0.03217192481427805	WEAK_NEGATIVE	0.02977612388377266
ABS_only	prior_A1_replication	xCell_T_cell_CD8	onesided_value	-0.1400254553816611	0.00167879819401058	502	499	1	-0.22487000744981772	-0.05307353729750138	WEAK_NEGATIVE	0.004013766676414196
ABS_only	prior_A1_replication	xCell_T_cell_CD8	twosided_rank	-0.1258303988516494	0.0047926576796191184	502	499	1	-0.21110630216186252	-0.03865352888958275	WEAK_NEGATIVE	0.018670091839263117
ABS_only	prior_A1_replication	CD8B	onesided_rank	-0.09791269421595891	0.028424582955754174	502	499	1	-0.18393792969638575	-0.010398938262382302	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	CD8B	onesided_value	-0.12719243036864025	0.004352307789815218	502	499	1	-0.21242841336618584	-0.0400355717871984	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	CD8B	twosided_rank	-0.10560315261402911	0.01805789352506081	502	499	1	-0.19143511032239963	-0.018168277805962026	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	GEP18_ssGSEA	onesided_rank	-0.029596823044577454	0.5086401456295476	502	499	1	-0.11689668915766688	0.05815691664418016	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	GEP18_ssGSEA	onesided_value	-0.07143602113255054	0.11026540503626979	502	499	1	-0.15804989611328324	0.016268740985554815	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	GEP18_ssGSEA	twosided_rank	-0.03544108386148458	0.4286254469298882	502	499	1	-0.12266319831817664	0.052324321974827635	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	GEP18_logmean	onesided_rank	-0.022411184297138	0.6167652656683477	502	499	1	-0.10979857054468506	0.06532000979132137	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	GEP18_logmean	onesided_value	-0.0668765057595953	0.13495788070130174	502	499	1	-0.15357969914098243	0.02084858959039853	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	GEP18_logmean	twosided_rank	-0.02755201647691969	0.5383738071265805	502	499	1	-0.11487769554127843	0.06019622765837156	WEAK_NEGATIVE	
ABS_only	prior_A1_replication	ESTIMATE_ImmuneScore	onesided_rank	0.05645293267028997	0.2071512686495003	502	499	1	-0.03130483586251307	0.143346970551094	NOT_INVERSE	
ABS_only	prior_A1_replication	ESTIMATE_ImmuneScore	onesided_value	0.010511589906608491	0.8144415837868476	502	499	1	-0.07716241705404919	0.09802427684689102	NOT_INVERSE	
ABS_only	prior_A1_replication	ESTIMATE_ImmuneScore	twosided_rank	0.07168608504228306	0.10902164411357823	502	499	1	-0.016017455412885618	0.15829495875676666	NOT_INVERSE	
KRT_only	epithelial_only	CD8	onesided_rank	-0.05492505747056281	0.21381476241630362	515	512	1	-0.14074356951166173	0.031712674890184464	WEAK_NEGATIVE	0.359795177889273
KRT_only	epithelial_only	CD8	onesided_value	-0.037187254256062216	0.4001620932919595	515	512	1	-0.12327785327040112	0.049458903705835874	WEAK_NEGATIVE	0.5335494577226126
KRT_only	epithelial_only	CD8	twosided_rank	-0.055346875983140476	0.21031277591290554	515	512	1	-0.1411582683614584	0.031289990011004916	WEAK_NEGATIVE	0.3473493636989113
KRT_only	epithelial_only	CYT	onesided_rank	-0.07407558186236227	0.09342007776745521	515	512	1	-0.1595405596725366	0.012491533542858963	WEAK_NEGATIVE	0.359795177889273
KRT_only	epithelial_only	CYT	onesided_value	-0.05869890343793976	0.18394628609706787	515	512	1	-0.14445264846304548	0.027929975972368345	WEAK_NEGATIVE	0.5335494577226126
KRT_only	epithelial_only	CYT	twosided_rank	-0.07460329136516944	0.09110242218543554	515	512	1	-0.16005765134502187	0.011960970846392603	WEAK_NEGATIVE	0.3473493636989113
KRT_only	epithelial_only	GEP18_zmean	onesided_rank	0.022747365209842232	0.606881886181387	515	512	1	-0.06386536791623103	0.1090199717815233	NOT_INVERSE	0.606881886181387
KRT_only	epithelial_only	GEP18_zmean	onesided_value	0.03896137326235907	0.3780474661542608	515	512	1	-0.04768640086959884	0.12502716215328447	NOT_INVERSE	0.5335494577226126
KRT_only	epithelial_only	GEP18_zmean	twosided_rank	0.022908667710844377	0.6043334276687267	515	512	1	-0.06370463791939969	0.10917943744036696	NOT_INVERSE	0.6043334276687267
KRT_only	epithelial_only	xCell_T_cell_CD8	onesided_rank	-0.04875936907950686	0.26984638341695477	515	512	1	-0.13467850966702494	0.03788749196853498	WEAK_NEGATIVE	0.359795177889273
KRT_only	epithelial_only	xCell_T_cell_CD8	onesided_value	-0.008350619358951508	0.850199409632112	515	512	1	-0.09476926241129055	0.07819294058469496	WEAK_NEGATIVE	0.850199409632112
KRT_only	epithelial_only	xCell_T_cell_CD8	twosided_rank	-0.04971999034766461	0.26051202277418345	515	512	1	-0.13562387645787116	0.03692588339506063	WEAK_NEGATIVE	0.3473493636989113
KRT_only	epithelial_only	CD8B	onesided_rank	-0.07117063528025887	0.10703469769712909	515	512	1	-0.15669322245090211	0.015411313991635414	WEAK_NEGATIVE	
KRT_only	epithelial_only	CD8B	onesided_value	-0.05889108391943994	0.18251218428377247	515	512	1	-0.14464146626909197	0.027737278247781372	WEAK_NEGATIVE	
KRT_only	epithelial_only	CD8B	twosided_rank	-0.07157888819638511	0.10503171219716674	515	512	1	-0.15709346498655552	0.015001065523016222	WEAK_NEGATIVE	
KRT_only	epithelial_only	GEP18_ssGSEA	onesided_rank	0.003582518298897824	0.9354230063390093	515	512	1	-0.08293026432441468	0.09004170701449872	NOT_INVERSE	
KRT_only	epithelial_only	GEP18_ssGSEA	onesided_value	0.017831448720100014	0.6867167066911705	515	512	1	-0.0687616822427606	0.10415790481400627	NOT_INVERSE	
KRT_only	epithelial_only	GEP18_ssGSEA	twosided_rank	0.0036066786143327057	0.9349884614791419	515	512	1	-0.08290626981171872	0.09006567170747268	NOT_INVERSE	
KRT_only	epithelial_only	GEP18_logmean	onesided_rank	0.017876495553424274	0.6859672957606757	515	512	1	-0.06871683396354882	0.10420247693897972	NOT_INVERSE	
KRT_only	epithelial_only	GEP18_logmean	onesided_value	0.03624949893058703	0.41215814566428144	515	512	1	-0.050395584330044756	0.12235299577156056	NOT_INVERSE	
KRT_only	epithelial_only	GEP18_logmean	twosided_rank	0.018046010594039506	0.6831499630534016	515	512	1	-0.06854806296214591	0.10437020250429166	NOT_INVERSE	
KRT_only	epithelial_only	ESTIMATE_ImmuneScore	onesided_rank	0.12029407089190897	0.006323120419124492	515	512	1	0.03416240520695886	0.20465198281878044	NOT_INVERSE	
KRT_only	epithelial_only	ESTIMATE_ImmuneScore	onesided_value	0.1597773957107954	0.0002758577836232531	515	512	1	0.07431727509173777	0.24290781730885572	NOT_INVERSE	
KRT_only	epithelial_only	ESTIMATE_ImmuneScore	twosided_rank	0.12298602193712133	0.005236648291444476	515	512	1	0.03689133674315146	0.2072684563416127	NOT_INVERSE	
ABS_KRT	primary_double_residual	CD8	onesided_rank	-0.05875830633666079	0.18961438257880522	502	498	2	-0.1456981767811066	0.02908212844141615	WEAK_NEGATIVE	0.2553337626965852
ABS_KRT	primary_double_residual	CD8	onesided_value	-0.06932283905393105	0.12160089510779355	502	498	2	-0.15606471545936906	0.01848008831808089	WEAK_NEGATIVE	0.2432017902155871
ABS_KRT	primary_double_residual	CD8	twosided_rank	-0.06665729082696238	0.13663817471966339	502	498	2	-0.1534509245189715	0.02115696386315503	WEAK_NEGATIVE	0.2147757782676718
ABS_KRT	primary_double_residual	CYT	onesided_rank	-0.07231825464913803	0.10627749410048676	502	498	2	-0.15900051978865595	0.015470440811459575	WEAK_NEGATIVE	0.2553337626965852
ABS_KRT	primary_double_residual	CYT	onesided_value	-0.08698824952274811	0.051903388926539354	502	498	2	-0.17335646525851392	0.0007077367744661781	WEAK_NEGATIVE	0.20761355570615742
ABS_KRT	primary_double_residual	CYT	twosided_rank	-0.08228233311559863	0.06600315535250456	502	498	2	-0.16875528620702315	0.005447560784203855	WEAK_NEGATIVE	0.2147757782676718
ABS_KRT	primary_double_residual	GEP18_zmean	onesided_rank	0.02411470094628874	0.5906117524962836	502	498	2	-0.06371061121504287	0.11156936041860964	NOT_INVERSE	0.5906117524962836
ABS_KRT	primary_double_residual	GEP18_zmean	onesided_value	0.002506657694408969	0.955413209730614	502	498	2	-0.08520265837151983	0.0901774234143582	NOT_INVERSE	0.955413209730614
ABS_KRT	primary_double_residual	GEP18_zmean	twosided_rank	0.030003448338815724	0.5032601014839801	502	498	2	-0.057839315703727905	0.11738519319112586	NOT_INVERSE	0.5032601014839801
ABS_KRT	primary_double_residual	xCell_T_cell_CD8	onesided_rank	-0.058509357240693234	0.19150032202243888	502	498	2	-0.145453662880438	0.02933172326131048	WEAK_NEGATIVE	0.2553337626965852
ABS_KRT	primary_double_residual	xCell_T_cell_CD8	onesided_value	-0.03352067678025006	0.45453297210704613	502	498	2	-0.12085601447413671	0.054329609919758104	WEAK_NEGATIVE	0.6060439628093949
ABS_KRT	primary_double_residual	xCell_T_cell_CD8	twosided_rank	-0.06276969630091342	0.16108183370075385	502	498	2	-0.14963663727452425	0.025058822912801718	WEAK_NEGATIVE	0.2147757782676718
ABS_KRT	primary_double_residual	CD8B	onesided_rank	-0.06995770663835804	0.118217054669176	502	498	2	-0.15668707666553686	0.017842337186739367	WEAK_NEGATIVE	
ABS_KRT	primary_double_residual	CD8B	onesided_value	-0.08295528652904428	0.06381221467750149	502	498	2	-0.16941349302919814	0.0047699999937337026	WEAK_NEGATIVE	
ABS_KRT	primary_double_residual	CD8B	twosided_rank	-0.07581294816978637	0.09037481218059193	502	498	2	-0.16242372954609915	0.011957131465599279	WEAK_NEGATIVE	
ABS_KRT	primary_double_residual	GEP18_ssGSEA	onesided_rank	0.002631864442581869	0.9531886025459594	502	498	2	-0.08507835841480299	0.09030161140240638	NOT_INVERSE	
ABS_KRT	primary_double_residual	GEP18_ssGSEA	onesided_value	-0.017609684119203477	0.6944602449085203	502	498	2	-0.10513791741922911	0.07018929007681407	WEAK_NEGATIVE	
ABS_KRT	primary_double_residual	GEP18_ssGSEA	twosided_rank	0.0031694087617364763	0.9436421458548283	502	498	2	-0.08454467615846141	0.09083475094833585	NOT_INVERSE	
ABS_KRT	primary_double_residual	GEP18_logmean	onesided_rank	0.018272555301392403	0.6835687259476444	502	498	2	-0.06952944153118706	0.10579362652734262	NOT_INVERSE	
ABS_KRT	primary_double_residual	GEP18_logmean	onesided_value	-0.000769626598773336	0.9863039441781425	502	498	2	-0.08845424455469486	0.08692682765185857	WEAK_NEGATIVE	
ABS_KRT	primary_double_residual	GEP18_logmean	twosided_rank	0.022668194816197827	0.6130865241601693	502	498	2	-0.06515190095187064	0.11013984786791	NOT_INVERSE	
ABS_KRT	primary_double_residual	ESTIMATE_ImmuneScore	onesided_rank	0.1305285952414465	0.0034565164552275143	502	498	2	0.0433340143238689	0.21574968412274212	NOT_INVERSE	
ABS_KRT	primary_double_residual	ESTIMATE_ImmuneScore	onesided_value	0.12983885460289768	0.0036335463597459835	502	498	2	0.04263367891039436	0.2150806106698424	NOT_INVERSE	
ABS_KRT	primary_double_residual	ESTIMATE_ImmuneScore	twosided_rank	0.1702622691370595	0.00013044367879566917	502	498	2	0.08382319519415252	0.25415817397938206	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	CD8	onesided_rank	-0.04582238515988251	0.30650061342633766	502	498	2	-0.1329786391169099	0.04203711568229678	WEAK_NEGATIVE	0.41917617257805023
ABS_KRT_CDH1	sensitivity_epithelial	CD8	onesided_value	-0.05410977644970922	0.2271288049809343	502	498	2	-0.14113071043332628	0.03374090904533867	WEAK_NEGATIVE	0.4542576099618686
ABS_KRT_CDH1	sensitivity_epithelial	CD8	twosided_rank	-0.05215953490538606	0.24434455630430615	502	498	2	-0.13921337445995532	0.035694314976624446	WEAK_NEGATIVE	0.37143167985678266
ABS_KRT_CDH1	sensitivity_epithelial	CYT	onesided_rank	-0.059979344569555865	0.18056160032748972	502	498	2	-0.1468973076142267	0.027857764441305617	WEAK_NEGATIVE	0.41917617257805023
ABS_KRT_CDH1	sensitivity_epithelial	CYT	onesided_value	-0.07134742758220006	0.1110670996923526	502	498	2	-0.15804918086685352	0.01644605476933557	WEAK_NEGATIVE	0.4442683987694104
ABS_KRT_CDH1	sensitivity_epithelial	CYT	twosided_rank	-0.06846159982137624	0.12631142464448072	502	498	2	-0.15522033184053552	0.0193451250812967	WEAK_NEGATIVE	0.37143167985678266
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_zmean	onesided_rank	0.031426340899405596	0.4832226852326346	502	498	2	-0.05641972791043742	0.11878956892753902	NOT_INVERSE	0.4832226852326346
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_zmean	onesided_value	0.0115532204582463	0.7966385424738877	502	498	2	-0.07621458084120147	0.09914336509859531	NOT_INVERSE	0.7966385424738877
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_zmean	twosided_rank	0.0391473424203389	0.38238780930390165	502	498	2	-0.048710461099866355	0.1264040036440739	NOT_INVERSE	0.38238780930390165
ABS_KRT_CDH1	sensitivity_epithelial	xCell_T_cell_CD8	onesided_rank	-0.045082754654106834	0.31438212943353766	502	498	2	-0.13225051195330242	0.04277694450807997	WEAK_NEGATIVE	0.41917617257805023
ABS_KRT_CDH1	sensitivity_epithelial	xCell_T_cell_CD8	onesided_value	-0.01722290976042275	0.7008446201363291	502	498	2	-0.10475528684956024	0.07057426528567014	WEAK_NEGATIVE	0.7966385424738877
ABS_KRT_CDH1	sensitivity_epithelial	xCell_T_cell_CD8	twosided_rank	-0.04854981826645982	0.278573759892587	502	498	2	-0.135662840078767	0.03930811827145283	WEAK_NEGATIVE	0.37143167985678266
ABS_KRT_CDH1	sensitivity_epithelial	CD8B	onesided_rank	-0.05484936048643966	0.22083113104176855	502	498	2	-0.14185764510957294	0.03299994941300107	WEAK_NEGATIVE	
ABS_KRT_CDH1	sensitivity_epithelial	CD8B	onesided_value	-0.0640754591697595	0.15252905154913374	502	498	2	-0.15091806617105932	0.023748567273589906	WEAK_NEGATIVE	
ABS_KRT_CDH1	sensitivity_epithelial	CD8B	twosided_rank	-0.05965828435526221	0.18291032894807654	502	498	2	-0.1465820324930308	0.02817972467455085	WEAK_NEGATIVE	
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_ssGSEA	onesided_rank	0.01146734265635329	0.7981174708944505	502	498	2	-0.07629997056188843	0.0990583194332062	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_ssGSEA	onesided_value	-0.0067217469570059665	0.8808211563189173	502	498	2	-0.09435671755035535	0.08101659461882228	WEAK_NEGATIVE	
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_ssGSEA	twosided_rank	0.01383352254712442	0.7576505274443411	502	498	2	-0.07394676768294729	0.10140110358385734	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_logmean	onesided_rank	0.026427435081157344	0.5554861121043383	502	498	2	-0.061405455858626494	0.1138541728181195	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_logmean	onesided_value	0.008609554321127045	0.8477130638154897	502	498	2	-0.07914078278516844	0.09622749243453499	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	GEP18_logmean	twosided_rank	0.03283469908018245	0.4638231109647547	502	498	2	-0.05501429088584549	0.12017925530973805	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	ESTIMATE_ImmuneScore	onesided_rank	0.14192774651487247	0.0014637364678279558	502	498	2	0.054920686771062995	0.22679569672162844	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	ESTIMATE_ImmuneScore	onesided_value	0.1443964502224907	0.0012049536835147022	502	498	2	0.05743309243011444	0.22918504874922846	NOT_INVERSE	
ABS_KRT_CDH1	sensitivity_epithelial	ESTIMATE_ImmuneScore	twosided_rank	0.18547762715438912	3.002314770228899e-05	502	498	2	0.09940380685303679	0.26879633854985696	NOT_INVERSE	
ABS_allKRT	sensitivity_epithelial	CD8	onesided_rank	-0.045890373848000765	0.3057827332433926	502	498	2	-0.13304556566789735	0.04196910392835618	WEAK_NEGATIVE	0.6115654664867852
ABS_allKRT	sensitivity_epithelial	CD8	onesided_value	-0.0754147325807055	0.0920844024127149	502	498	2	-0.1620337646555924	0.012357577730640803	WEAK_NEGATIVE	0.1841688048254298
ABS_allKRT	sensitivity_epithelial	CD8	twosided_rank	-0.05217277132615519	0.24422471425285233	502	498	2	-0.13922638974869642	0.03568105934124622	WEAK_NEGATIVE	0.48844942850570466
ABS_allKRT	sensitivity_epithelial	CYT	onesided_rank	-0.06804212331583642	0.12865646360805028	502	498	2	-0.15480901914207704	0.019766403616184418	WEAK_NEGATIVE	0.5146258544322011
ABS_allKRT	sensitivity_epithelial	CYT	onesided_value	-0.10238595159894245	0.0220381634617152	502	498	2	-0.18838516369369893	-0.014828498427807695	WEAK_NEGATIVE	0.0881526538468608
ABS_allKRT	sensitivity_epithelial	CYT	twosided_rank	-0.07740609265964696	0.08378837287252885	502	498	2	-0.16398359479642358	0.010354781020639728	WEAK_NEGATIVE	0.3351534914901154
ABS_allKRT	sensitivity_epithelial	GEP18_zmean	onesided_rank	-0.007893658432937387	0.8602401007469713	502	498	2	-0.09551812847291417	0.07985220287089227	WEAK_NEGATIVE	0.8602401007469713
ABS_allKRT	sensitivity_epithelial	GEP18_zmean	onesided_value	-0.058349950396625425	0.1927151285355817	502	498	2	-0.14529709039837035	0.02949153782226291	WEAK_NEGATIVE	0.25695350471410894
ABS_allKRT	sensitivity_epithelial	GEP18_zmean	twosided_rank	-0.009759712923441693	0.82766848401269	502	498	2	-0.09736697051118544	0.07799762781856294	WEAK_NEGATIVE	0.82766848401269
ABS_allKRT	sensitivity_epithelial	xCell_T_cell_CD8	onesided_rank	-0.02582931660777053	0.564472130943185	502	498	2	-0.11326336409791042	0.06200170415032465	WEAK_NEGATIVE	0.7526295079242468
ABS_allKRT	sensitivity_epithelial	xCell_T_cell_CD8	onesided_value	-0.017945179091637453	0.6889397538039402	502	498	2	-0.10546979700683018	0.06985533453561622	WEAK_NEGATIVE	0.6889397538039402
ABS_allKRT	sensitivity_epithelial	xCell_T_cell_CD8	twosided_rank	-0.028006631713773402	0.5321007102254572	502	498	2	-0.115413772598219	0.05983089570472481	WEAK_NEGATIVE	0.709467613633943
ABS_allKRT	sensitivity_epithelial	CD8B	onesided_rank	-0.07479009642720016	0.09481812184019514	502	498	2	-0.16142201593991112	0.012985656183269115	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	CD8B	onesided_value	-0.10251344012710921	0.021872445956561827	502	498	2	-0.18850942908243368	-0.014957310684947748	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	CD8B	twosided_rank	-0.08090091786795324	0.07069442380447338	502	498	2	-0.1674039005542193	0.006838181539999228	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	GEP18_ssGSEA	onesided_rank	-0.007903726762583213	0.8600636699958197	502	498	2	-0.09552810555487956	0.07984219810845096	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	GEP18_ssGSEA	onesided_value	-0.05237610764546485	0.24238888477427298	502	498	2	-0.13942632528436386	0.03547742396431118	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	GEP18_ssGSEA	twosided_rank	-0.009483152027833248	0.8324786039324249	502	498	2	-0.09709299876894203	0.07827252573275952	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	GEP18_logmean	onesided_rank	-0.010550828379162885	0.8139450401532728	502	498	2	-0.09815060626480375	0.07721119570830587	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	GEP18_logmean	onesided_value	-0.059130676710561776	0.1868189755666612	502	498	2	-0.1460638933028322	0.028708771766772615	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	GEP18_logmean	twosided_rank	-0.012979932438039033	0.772178982983358	502	498	2	-0.10055606536937471	0.0747957891134084	WEAK_NEGATIVE	
ABS_allKRT	sensitivity_epithelial	ESTIMATE_ImmuneScore	onesided_rank	0.08677079390079837	0.05249449001623567	502	498	2	-0.0009268460996077278	0.1731439324962266	NOT_INVERSE	
ABS_allKRT	sensitivity_epithelial	ESTIMATE_ImmuneScore	onesided_value	0.039351789162441676	0.37990544097578255	502	498	2	-0.04850618272153498	0.12660548892656384	NOT_INVERSE	
ABS_allKRT	sensitivity_epithelial	ESTIMATE_ImmuneScore	twosided_rank	0.11041978419537872	0.013494691063197365	502	498	2	0.022951430101303967	0.19621050947484583	NOT_INVERSE	
ABS_ESTPUR	sensitivity_rna_purity	CD8	onesided_rank	-0.10806635304252184	0.01562871691586972	502	498	2	-0.1939192836002009	-0.020570701635500004	WEAK_NEGATIVE	0.020838289221159628
ABS_ESTPUR	sensitivity_rna_purity	CD8	onesided_value	-0.13160791261761387	0.0031951574415041064	502	498	2	-0.21679650058622904	-0.04443008256726813	WEAK_NEGATIVE	0.0042602099220054755
ABS_ESTPUR	sensitivity_rna_purity	CD8	twosided_rank	-0.1359424883929614	0.0023166768870728476	502	498	2	-0.22099857922585614	-0.04883404538117406	WEAK_NEGATIVE	0.00308890251609713
ABS_ESTPUR	sensitivity_rna_purity	CYT	onesided_rank	-0.11968381454085827	0.007380945395307437	502	498	2	-0.20522058261387346	-0.032332561788442016	WEAK_NEGATIVE	0.014761890790614874
ABS_ESTPUR	sensitivity_rna_purity	CYT	onesided_value	-0.1420345992861972	0.0014515535218948882	502	498	2	-0.2268991360740695	-0.05502940828530897	WEAK_NEGATIVE	0.0029031070437897763
ABS_ESTPUR	sensitivity_rna_purity	CYT	twosided_rank	-0.1535587633075387	0.0005699177729552664	502	498	2	-0.23804393271993457	-0.06676724050138433	WEAK_NEGATIVE	0.0012662553773944139
ABS_ESTPUR	sensitivity_rna_purity	GEP18_zmean	onesided_rank	-0.0317534425781126	0.47867820525416177	502	498	2	-0.11911236446025115	0.05609333572858523	WEAK_NEGATIVE	0.47867820525416177
ABS_ESTPUR	sensitivity_rna_purity	GEP18_zmean	onesided_value	-0.060782476930292664	0.17478417814489114	502	498	2	-0.14768589122548015	0.02705230086143027	WEAK_NEGATIVE	0.17478417814489114
ABS_ESTPUR	sensitivity_rna_purity	GEP18_zmean	twosided_rank	-0.051621187501350675	0.2492536516385407	502	498	2	-0.13868399537713216	0.03623341767544851	WEAK_NEGATIVE	0.2492536516385407
ABS_ESTPUR	sensitivity_rna_purity	xCell_T_cell_CD8	onesided_rank	-0.13401743941194877	0.002675282328259407	502	498	2	-0.21913276391097397	-0.04687776241916832	WEAK_NEGATIVE	0.010701129313037627
ABS_ESTPUR	sensitivity_rna_purity	xCell_T_cell_CD8	onesided_value	-0.14432355304850855	0.0012119485164541993	502	498	2	-0.22911450935057395	-0.05735888901622038	WEAK_NEGATIVE	0.0029031070437897763
ABS_ESTPUR	sensitivity_rna_purity	xCell_T_cell_CD8	twosided_rank	-0.1523021793688686	0.0006331276886972069	502	498	2	-0.23682979436667945	-0.06548619041860537	WEAK_NEGATIVE	0.0012662553773944139
ABS_ESTPUR	sensitivity_rna_purity	CD8B	onesided_rank	-0.11105683745127339	0.012963094399872924	502	498	2	-0.19683056323045597	-0.023596043160214374	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	CD8B	onesided_value	-0.13089410341842858	0.003365911536860733	502	498	2	-0.2161042078835191	-0.04370517163727338	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	CD8B	twosided_rank	-0.12768028499200484	0.004241964175308558	502	498	2	-0.21298620260360157	-0.040442506173747096	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	GEP18_ssGSEA	onesided_rank	-0.04965548753298148	0.2677602646051894	502	498	2	-0.13675061937417632	0.038201441369681	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	GEP18_ssGSEA	onesided_value	-0.07661780349702724	0.0869972278656047	502	498	2	-0.16321182633836226	0.01114768163322928	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	GEP18_ssGSEA	twosided_rank	-0.07362200459147893	0.10010396527262164	502	498	2	-0.16027784538347717	0.014159999398785525	WEAK_NEGATIVE	
