rec_key	pmid	pmcid	doi	year	open_access	cited_by	pub_type	arms	queries	n_queries	title	journal_authors	abstract	has_cldn4	has_pdl1	has_loss	has_rise	has_trop2	has_trop2_adc	has_top1	has_icd	has_lookalike	has_combo_trial	is_reviewish	sent_a_causal	sent_b_causal	bucket
PMID:38032360	38032360		10.1002/anie.202315282	2024	N	27		B	B04	1	In Situ Vaccination with An Injectable Nucleic Acid Hydrogel for Synergistic Cancer Immunotherapy.	Wang F, Xie M, Huang Y, Liu Y, Liu X, Zhu L, Zhu X, Guo Y, Zhang C.	Recently, therapeutic cancer vaccines have emerged as promising candidates for cancer immunotherapy. Nevertheless, their efficacies are frequently impeded by challenges including inadequate antigen encapsulation, insufficient immune activation, and immunosuppressive tumor microenvironment. Herein, we report a three-in-one hydrogel assembled by nucleic acids (NAs) that can serve as a vaccine to in situ trigger strong immune response against cancer. Through site-specifically grafting the chemodrug, 7-ethyl-10-hydroxycamptothecin (also known as SN38), onto three component phosphorothioate (PS) DNA strands, a Y-shaped motif (Y-motif) with sticky ends is self-assembled, at one terminus of which an unmethylated cytosine-phosphate-guanine (CpG) segment is introduced as an immune agonist. Thereafter, programmed cell death ligand-1 (PD-L1) siRNA that performs as immune checkpoint inhibitor is designed as a crosslinker to assemble with the CpG- and SN38-containing Y-motif, resulting in the formation of final NA hydrogel vaccine. With three functional agents inside, the hydrogel can remarkably induce the immunogenic cell death to enhance the antigen presentation, promoting the dendritic cell maturation and effector T lymphocyte infiltration, as well as relieving the immunosuppressive tumor environment. When inoculated twice at tumor sites, the vaccine demonstrates a substantial antitumor effect in melanoma mouse model, proving its potential as a general platform for synergistic cancer immunotherapy.	N	Y	Y	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:33408792	33408792	PMC7778587	10.7150/thno.45777	2021	Y	44		B	B04	1	Reducing PD-L1 expression with a self-assembled nanodrug: an alternative to PD-L1 antibody for enhanced chemo-immunotherapy.	Cai S, Chen Z, Wang Y, Wang M, Wu J, Tong Y, Chen L, Lu C, Yang H.	The binding between the immune checkpoints, programmed cell death ligand 1 (PD-L1) and programmed cell death 1 (PD-1), compromises T-cell-mediated immune surveillance. Immune checkpoint therapy using immune checkpoint inhibitors (ICIs) to block PD-L1 on cancer cell membrane or PD-1 on activated T cell membrane can restore antitumor function of T cell. However, the intracellular expression of PD-L1 and its active redistribution to cancer cell membrane may impair the therapeutic benefits of ICIs. To address this issue, herein we develop a nanodrug (MS NPs) capable of reducing PD-L1 expression and enhancing antitumor effects. <b>Methods:</b> The nanodrug was self-assembled from immunoadjuvant metformin (Met, an old drug) and anticancer agent 7-ethyl-10-hydroxycamptothecin (SN38) via hydrogen bonds and electrostatic interactions. A series of experiments, including the characterization of MS NPs, the validation of MS NPs-mediated down-regulation of PD-L1 expression and <i>in vitro</i> therapeutic effect, the MS NPs-mediated <i>in vivo</i> chemo-immunotherapy and tumor metastasis inhibition were carried out. <b>Results:</b> Different from ICIs that conformationally block PD-L1 on cancer cell membrane, MS NPs directly reduced the PD-L1 level via metformin to achieve immunotherapy. Therefore, MS NPs showed enhanced chemo-immunotherapy effect than its counterparts. MS NPs were also effective in inhibiting tumor metastasis by remodeling the extracellular matrix and restoring immune surveillance. Additionally, no obvious toxicity was observed in major organs from MS NPs-treated mice and a high survival rate of mice was obtained after MS NPs treatment. <b>Conclusion:</b> We have designed nanodrug MS NPs by self-assembly of the immunoadjuvant Met and the anticancer agent SN38 for combined immunotherapy and chemotherapy. MS NPs might break the deadlock of antibody-based ICIs in immunotherapy, and repurposing old drug might provide a new perspective on the development of novel ICIs.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:37033201	37033201	PMC10079280	10.1016/j.cej.2022.138781	2023	N	24		B	B04	1	Hypoxia-responsive Immunostimulatory Nanomedicines Synergize with Checkpoint Blockade Immunotherapy for Potentiating Cancer Immunotherapy.	Chen W, Sheng P, Chen Y, Liang Y, Wu S, Jia L, He X, Zhang CF, Wang CZ, Yuan CS.	Inducing cell death while simultaneously enhancing antitumor immune responses is a promising therapeutic approach for multiple cancers. Celastrol (Cel) and 7-ethyl-10-hydroxycamptothecin (SN38) have contrasting physicochemical properties, but strong synergy in immunogenic cell death induction and anticancer activity. Herein, a hypoxia-sensitive nanosystem (CS@TAP) was designed to demonstrate effective immunotherapy for colorectal cancer by systemic delivery of an immunostimulatory chemotherapy combination. Furthermore, the combination of CS@TAP with anti-PD-L1 mAb (αPD-L1) exhibited a significant therapeutic benefit of delaying tumor growth and increased local doses of immunogenic signaling and T-cell infiltration, ultimately extending survival. We conclude that CS@TAP is an effective inducer of immunogenic cell death (ICD) in cancer immunotherapy. Therefore, this study provides an encouraging strategy to synergistically induce immunogenic cell death to enhance tumor cytotoxic T lymphocytes (CTLs) infiltration for anticancer immunotherapy.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:33135879	33135879		10.1021/acsami.0c13943	2020	N	40		B	B04	1	Injectable Reactive Oxygen Species-Responsive SN38 Prodrug Scaffold with Checkpoint Inhibitors for Combined Chemoimmunotherapy.	Gong Y, Chen M, Tan Y, Shen J, Jin Q, Deng W, Sun J, Wang C, Liu Z, Chen Q.	Chemotherapeutic agents have been widely used for cancer treatment in clinics. Aside from their direct cytotoxicity to cancer cells, some of them could activate the immune system of the host, contributing to the enhanced antitumor activity. Here, the reactive oxygen species (ROS)-responsive hydrogel, covalently cross-linked by phenylboronic acid-modified 7-ethyl-10-hydroxycamptothecin (SN38-SA-BA) with poly(vinyl alcohol) (PVA), is fabricated for topical delivery of anti-programmed cell death protein ligand 1 antibodies (aPDL1). In the presence of endogenous ROS, SN38-SA-BA will be oxidized and hydrolyzed, leading to the degradation of hydrogel and the release of initial free SN38 and encapsulated aPDL1. It is demonstrated that SN38 could elicit specific immune responses by triggering immunogenic cell death (ICD) of cancer cells, a distinct cell death pathway featured with the release of immunostimulatory damage-associated molecular patterns (DAMPs). Meanwhile, the released aPDL1 could bind to programmed cell death protein ligand 1 (PDL1) expressed on cancer cells to augment antitumor T cell responses. Thus, the ROS-responsive prodrug hydrogel loaded with aPDL1 could induce effective innate and adaptive antitumor immune responses after local injection, significantly inhibiting or even eliminating those tumors.	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
DOI:10.21203/rs.3.rs-120288/v1			10.21203/rs.3.rs-120288/v1	2020	N	0		B	B04|B07	2	Chemotherapy Agents Stimulate Cytotoxic T Cell Against Human Colon cancer Cells through Upregulation of the Transporter Associated with Antigen Processing	Liang Y, Tsai J, Cheng Y, Chan K, Hsu W, Lee C, Chen K, Yeh K.	<h4>Objectives: </h4> Single immunotherapy fails to demonstrate efficacy in patients with microsatellite stable (MSS) metastatic colorectal cancer (mCRC). Research on immune reactions before and after systemic agents for mCRC is warranted. <h4>Methods: </h4>: Our study examined cell line models to compare the expression of immune surface markers on colon cancer cells before and after chemotherapy agents. We also elucidated mechanisms underlying the effects of chemotherapy agents on immune surface markers. We used real-world clinical samples with NanoString analysis and the Perkin-Elmer Opal multiplex system. <h4>Results: </h4>: We established that chemotherapy agents, particularly 7-ethyl-10-hydroxycamptothecin (SN-38), the active metabolite of irinotecan, stimulated the expression of stimulatory MHC class I isotypes through stimulation the pathway of transporters associated with antigen processing 1 and 2 (TAP1 and TAP2) in cell line models. Application of infected cell protein 47 (ICP-47), a specific inhibitor of the TAP1/TAP2, significantly inhibited expression of TAP1/TAP2 and also inhibited the expression of the downstream MHC class I. We confirmed that the expression of major histocompatibility complex (MHC) class I, programmed death 1(PD-1), and programmed death ligand 1(PD-L1) significantly increased after first-line chemotherapy and targeted therapy in the samples of real-world patients with de novo mCRC. <h4>Conclusion: </h4> Our study provides new insights for novel immunotherapy combinations.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:42548619	42548619		10.3389/fonc.2026.1867768	2026	N	0		B	B05	1	Association between HER2 expression, genomic characteristics, and tumor immune microenvironment dynamics in epithelial ovarian cancer.	Salinaro J, De La Cruz P, Perati S, McAdams J, Buyungo S, Pearce J, Bojko A, Salaverria A, Singh K, DiSilvestro P, Mathews C, James NE.	<h4>Background</h4>Despite the rapid clinical approval of the HER2-directed antibody-drug conjugate trastuzumab deruxtecan (T-DXd) for patients with HER2-expressing epithelial ovarian cancer (EOC), preclinical mechanistic studies are lacking.The goal of this investigation was to determine the genomic and immunogenic characteristics associated with HER2 expressing EOC in order to better understand the mechanism of treatment response and what subset of patients will benefit most from single agent and combinatorial HER2-directed treatment regimens.<h4>Methods</h4>130 EOC patients were retrospectively identified from our institution's internal clinical genomic database. Selected genomic characteristics were stratified by gastric HER2 score and distributions were analyzed by Fisher's exact test. A subset of 34 EOC tumors were internally HER2 stained and fluorescent immunohistochemistry analysis of PD-L1, CD4, and CD8 was performed. EOC cell lines were treated with T-DXd and <i>PD-L1</i> and <i>VEGFA</i> levels were assessed via quantitative PCR. VEGF expression following combinatorial T-DXd and bevacizumab treatment was determined via western blot.<h4>Results</h4>Non-significant differences were detected in HRD, <i>CCNE1</i> amplification, and <i>ARID1A</i> status between HER2 high (n=29) and low (n=101) tumors in an EOC and high grade serous ovarian cancer (HGSOC) sub-cohort (n=98). Although not statistically significant, patients with HER2 high tumors had lower levels of FOLR1 positivity and higher levels of PD-L1 positivity in both EOC and HGSOC cohorts. Intratumoral PD-L1 expression and CD4+ T cell levels were significantly higher (p<0.05) in HER2 high tumors. Finally, T-DXd substantially downregulated <i>PD-L1</i> and <i>VEGFA</i> expression, and bevacizumab and T-DXd synergistically reduced VEGF expression.<h4>Conclusions</h4>HER2 high EOC tumors are more likely to be FOLR1 negative and PD-L1 positive, and treatment with T-DXd downregulates <i>PDL-1 and VEGFA</i> expression. These findings support further examination to determine if immunotherapy and anti-angiogenic treatments synergize with T-DXd in EOC.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:42389472	42389472		10.1016/j.jtocrr.2026.101023	2026	N	0		B	B05	1	Trastuzumab Deruxtecan Induces Complete Pathological Response in Oligometastatic HER2-Mutant NSCLC: Case Report.	Nagl L, Horvath L, Amann A, Schreiner L, Günther M, Maier H, Kerschbaumer J, Widmann G, Minasch D, Rossetti LM, Kostenzer K, Wolf D, Augustin F, Pircher A.	<h4>Background</h4>HER2 exon 20 insertions are rare oncogenic driver mutations in non-small cell lung cancer (NSCLC). Trastuzumab deruxtecan (T-DXd) has proven efficacy in pretreated metastatic HER2-mutant NSCLC. However, its use as first-line therapy in oligometastatic settings remains undocumented.<h4>Case presentation</h4>A 66-year-old female presented with a right hilar lung mass and a singular symptomatic left frontal brain metastasis. Biopsy confirmed poorly differentiated adenocarcinoma (TTF-1 positive, PD-L1 TPS 0%) with an ERBB2 exon 20 insertion (p.Y772_A775dup). The patient declined standard chemo- and immunotherapy. An individualized treatment plan was developed, initiating off-label first-line T-DXd after resection and consolidating radiotherapy of the affected cerebral region. After four cycles of T-DXd, imaging demonstrated significant tumor reduction. Subsequent surgical resection of the primary tumor revealed a complete pathological response (ypT0N0, R0). Adjuvant T-DXd therapy was continued thereafter.<h4>Conclusion</h4>This case illustrates the high efficacy of T-DXd as the sole first-line treatment in oligometastatic HER2-mutant NSCLC. Prospective studies are needed to systematically explore the efficacy and safety of this approach.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40418751	40418751		10.1080/13543784.2025.2512566	2025	N	8		B	B05|B07	2	Clinical progress of B7-H3 targeted antibody drug conjugate ifinatamab deruxtecan for small-cell lung cancer.	Wespiser M, Gille R, Pérol M.	<h4>Introduction</h4>Small cell lung cancer is an aggressive malignancy with limited treatment options and poor prognosis, particularly at extensive stage. While first-line platinum-etoposide chemotherapy combined with anti-PD-L1 therapy improves survival, most patients relapse, highlighting the need for novel therapies.<h4>Areas covered</h4>B7-Homolog3 (B7-H3), an immune checkpoint molecule overexpressed in SCLC, has emerged as a promising therapeutic target. Ifinatamab deruxtecan (I-DXd) is an antibody-drug conjugate targeting B7-H3, delivering a topoisomerase I inhibitor. Early clinical trials (IDeate-PanTumor01 and IDeate-Lung01) have demonstrated encouraging results in pretreated ES-SCLC. In the 12 mg/kg cohort of IDeate-Lung01, I-DXd achieved an objective response rate of 54.8%, median progression-free survival of 5.5 months, and median overall survival of 11.8 months. Notably, it showed intracranial activity with a central nervous system-confirmed response rate of 37.8%.<h4>Expert opinion</h4>I-DXd is currently being evaluated in the phase III IDeate-Lung02 trial. Its promising efficacy, manageable safety profile, and potential in combination strategies position it as a key candidate for future SCLC treatment.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:39449023	39449023	PMC11515331	10.1186/s12964-024-01893-3	2024	Y	19		B|M	B05|M01	2	Immunomodulatory effects of trastuzumab deruxtecan through the cGAS-STING pathway in gastric cancer cells.	Oh KS, Nam AR, Bang JH, Jeong Y, Choo SY, Kim HJ, Lee SI, Kim JM, Yoon J, Kim TY, Oh DY.	Although the efficacy of trastuzumab deruxtecan (T-DXd) against HER2-positive gastric cancers (GCs) has driven its clinical application, the precise mechanisms governing its immunomodulatory role remain unclear. In this study, we examined the immune-related mechanisms of action of T-DXd in GC cells. T-DXd exhibited potent antitumor effects in GC cells across diverse HER2 expression levels by inducing DNA damage and apoptosis. Activation of the DNA damage response by T-DXd led to increased PD-L1 expression. RNA-Seq analysis revealed that T-DXd modulated immune-related pathways, resulting in the upregulation of genes associated with inflammation and IFN signaling. Importantly, T-DXd activated the cGAS-STING pathway, inducing an IFN-I response in HER2-positive GC cells. Furthermore, T-DXd activated dendritic cells via the cancer cell-intrinsic cGAS-STING-IFN axis and enhanced PBMC-mediated tumor cell killing by activating CD8<sup>+</sup> T cells. These findings provide valuable insights into the role of the cytosolic DNA sensing pathway in the action of T-DXd and offer a compelling rationale for combining T-DXd with immune checkpoint blockade therapies in GC treatment.	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:41353616	41353616		10.1021/acs.jmedchem.5c02262	2025	N	1		B	B05	1	Degrader-Drug Conjugate (DDC) Mediated Immunochemotherapy for Tumor Treatment.	Chen B, Bai J, Shi H, Hao R, Liang J, Tian H, Yao G, Shao X, Li H, Wang R, Su W, Fang L.	Due to the heterogeneity of tumors and the complex regulatory mechanisms governing PD-L1 expression, immunotherapy that employs PD-1/PD-L1 inhibitors has shown limited efficacy and relatively low response rates. In this work, we propose that a Degrader-Drug Conjugate (DDC), comprising a PD-L1 degrader linked to a cytotoxic agent, may enhance antitumor efficacy by synergizing immune activation with direct cell killing. Mechanistically, the DDC promotes PD-L1 degradation via the endosomal-lysosomal pathway to alleviate immunosuppression, while simultaneously releasing a cytotoxic agent inside tumor cells to induce apoptosis. Among the two DDCs developed in this study, BMS-RGD-MMAE exhibits superior toxin release efficacy, enhanced plasma stability, and increased cytotoxicity compared to BMS-RGD-DXd. Moreover, BMS-RGD-MMAE significantly inhibits tumor growth in vivo through synergistic PD-L1 degradation and toxin-mediated cell death, underscoring its substantial potential for application in tumor immunochemotherapy. Overall, this DDC platform provides new opportunities for the advancement of antitumor therapeutics.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:39679910	39679910	PMC11729160	10.1158/2767-9764.crc-24-0302	2025	Y	7		B	B05|B06|B07	3	The Tumor Immune Microenvironment and Therapeutic Efficacy of Trastuzumab Deruxtecan in Gastric Cancer.	Koganemaru S, Koyama S, Suto F, Koga M, Inaki K, Kuwahara Y, Arita T, Hirata T, Goto H, Wada N, Kobayashi M, Shibutani T, Okabayashi T, Nakamaru K, Kawazoe A, Togashi Y, Nishikawa H, Shitara K.	<h4>Abstract</h4>Trastuzumab deruxtecan (T-DXd), an anti-HER2 antibody–drug conjugate with a topoisomerase I inhibitor connected by a cleavable linker, has been approved for patients with HER2-positive gastric or gastroesophageal junction tumors. This biomarker study assessed HER2 expression and immune cell infiltration in relation to the therapeutic response to T-DXd. This retrospective analysis included samples from patients treated with T-DXd in three clinical trials. We performed RNA sequencing and multiplex IHC on archival tumor samples obtained at baseline, during treatment, and after treatment. Flow cytometry was performed on tumor-infiltrating immune cells freshly isolated from tumor tissues. Samples from 28 patients were included in this study. ERBB2 mRNA levels and CD20+ cell infiltration in tumors were significantly higher at baseline in responders than in nonresponders. Patients were classified into three biological groups based on their baseline tumor/stroma-infiltrating immune cell densities. Two groups reported similar response rates, but a trend was observed toward a shorter progression-free survival in the group with more immunosuppressive regulatory T cells and PD-L1 expression at baseline. T-DXd treatment tended to increase the levels of tumor-infiltrating CD8+ T cells and PD1+CD8+ T cells, particularly in responders. Gene expression signatures of CTL and Th cells increased during treatment, whereas signatures related to hypoxia, MYC targets, collagen formation, and IL-10 were downregulated. Our data suggest that HER2 expression levels and baseline tumor microenvironment characteristics correlate with T-DXd efficacy. Furthermore, this treatment may modulate tumor microenvironment immune profiles. Further validation using a larger sample size is warranted.<h4>Significance</h4>This biomarker study explored HER2 expression levels and immune cell characteristics that may affect response to T-DXd using tumor tissue samples collected from clinical trial participants. The results suggest that HER2 expression levels and tumor characteristics before the initiation of T-DXd may correlate with the efficacy of the drug.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
DOI:10.1101/2025.10.31.25339265			10.1101/2025.10.31.25339265	2025	N	0		B	B05	1	Impact of Targeted Therapy on Progression-Free Survival in Breast Cancer: A Decade of Evidence from Randomized and Clinical Trials	Adesina OG, Nwagwuogbe F.	<h4>ABSTRACT</h4> <h4>Background</h4> Targeted therapies have transformed breast cancer management by focusing on molecular drivers such as HER2 amplification, hormone receptor signaling, and CDK4/6 pathways. They aim to increase disease control while reducing systemic toxicity compared to conventional chemotherapy. <h4>Objective</h4> This review assessed the effectiveness and safety of targeted therapies in advanced and metastatic breast cancer, with progression-free survival (PFS) as the primary outcome and overall survival (OS), objective response rate (ORR), and safety as secondary endpoints. <h4>Methods</h4> A systematic search of PubMed/MEDLINE and the Cochrane Library was conducted between January 2015 to March 2025 for randomized controlled trials and large clinical studies comparing conventional and targeted pharmacotherapy in breast cancer. Eligible studies reporting progression-free survival were included. PRISMA guidelines were strictly followed. Data extraction and risk-of-bias assessments were performed independently by two reviewers. <h4>Results</h4> Fifteen trials with more than 10,000 patients were included. In HER2-positive disease, trastuzumab deruxtecan (T-DXd) significantly improved PFS and OS compared with trastuzumab emtansine, while tucatinib combinations provided strong intracranial control. CDK4/6 inhibitors (ribociclib, palbociclib, abemaciclib) consistently extended PFS in HR+/HER2-populations across pre- and postmenopausal groups. For triple-negative breast cancer, atezolizumab plus nab-paclitaxel improved outcomes in PD-L1-positive patients. Safety profiles were distinct, with interstitial lung disease from T-DXd, hematologic toxicity from CDK4/6 inhibitors, and immune-related events with checkpoint inhibitors. <h4>Conclusions</h4> Targeted therapies substantially improve PFS, with OS benefits in several trials, setting new standards across breast cancer subtypes. Balancing efficacy with toxicity management and improving global access remain essential to maximize clinical benefit.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:42041700	42041700	PMC13114397	10.3390/curroncol33040181	2026	Y	1		B	B05	1	HER2-Low and the Challenge of Repurposing Legacy HER2 IHC Biomarker Assays.	Torlakovic EE, Gown AM.	In September 2022, the US Food and Drug Administration (FDA) expanded approval of the legacy Roche monoclonal antibody 4B5-based immunohistochemistry (IHC) assay to identify patients with HER2-low breast cancers predicted to respond to trastuzumab deruxtecan (T-DXd), based on findings from the DESTINY-Breast04 and DESTINY-Breast06 clinical trials. However, this repurposing of a legacy biomarker assay raises significant clinical and technical validation concerns. The legacy HER2 IHC assay was originally developed to identify tumors with HER2 overexpression (3+) resulting from gene amplification, which leads to substantially higher HER2 receptor expression than in low/ultralow expression tumors. The current application to distinguish HER2-low and HER2-ultralow tumors from truly HER2-negative tumors represents a fundamentally different biological and clinical purpose, yet the assay's analytical and clinical validation for this new purpose remains incomplete. Critical gaps include the lack of established analytical sensitivity and specificity for identifying 1+ HER2 cases, poor reproducibility of pathologist scoring at low HER2 levels, and the absence of alternative methodologies for orthogonal validation. While more sensitive quantitative approaches (such as AQUA) may detect additional low HER2 expression cases missed by conventional IHC, increased analytical sensitivity does not automatically translate to clinical utility. Furthermore, the ASCO/CAP guidelines cutoffs were developed for HER2 overexpression detection and may not be the best choice for HER2-low/ultralow identification without clinical validation and determination of fit-for-purpose analytical specifications. We examine the current challenges of repurposing legacy HER2 IHC biomarker assays for HER2-low detection, evaluating the precedent of other repurposed IHC assays (ALK, CD30, and PD-L1), and emphasizing the necessity for proper technical and clinical validation before widespread implementation. We conclude that prospective clinical trials are essential to establish clinically meaningful cutoffs and analytical specifications appropriate for patient selection in HER2-low disease.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40526840	40526840	PMC12362688	10.1182/bloodadvances.2025016432	2025	Y	3		B	B05	1	IGSF9-targeted therapy inhibits the progression of acute myeloid leukemia.	Hui L, Xiao J, Zhao Z, Zhang J, Luan H, Zhang J, Sun Y, Meng X, Wang H, Li C, Li F, Ji S, Wei S, Li F, Yu H, Zheng C, Jiang Y, Wang Y, Li Z.	<h4>Abstract</h4>Previously, we reported that targeting immunoglobulin superfamily member 9 (IGSF9) could enhance antitumor T-cell activity and sensitivity to anti-PD-1 immunotherapy, although the detailed mechanism remains unclear. In this study, we find that, similar to the regulation of PD-L1 expression, interferon gamma (IFN-γ) also induces the expression of IGSF9 in acute myeloid leukemia (AML). The small interfering RNA specifically targeting JAK1 and a STAT1 inhibitor blocking IFN-γ signal pathway significantly inhibit the expression of IGSF9 and PD-L1. As a tumor-specific immune checkpoint molecule, IGSF9 plays a significant role in promoting tumor escape. The induction of both PD-L1 and IGSF9 by IFN-γ in the tumor microenvironment explains why IGSF9 is highly expressed in tumors and tumor-infiltrating immune cells. This induction also underpins the strong synergistic effects when combining anti-IGSF9 and anti-PD-1 therapies. Additionally, IGSF9 also mediates the extramedullary infiltration of AML cells, which can be inhibited by depletion of IGSF9 or anti-IGSF9. The binding epitopes of anti-IGSF9 are located within the immunoglobulin G2 and fibronectin type-III-2 domains of IGSF9. Based on these findings, we develop an antibody-drug conjugate (ADC) targeting IGSF9 (anti-IGSF9-linker-DXd). This ADC exhibits 99.7% purity, and primarily exists in monomeric form, demonstrating excellent homogeneity (drug-to-antibody ratio, 8-10) and specificity. Anti-IGSF9-linker-DXd effectively kills IGSF9-positive tumor cells and exhibits a potent bystander effect. In vivo, anti-IGSF9-linker-DXd almost completely eliminates early- and mid-stage tumors and significantly inhibits the progression of advanced tumors. In summary, our findings underscore the potential of IGSF9 as a novel therapeutic target for AML treatment, highlighting its role in disease progression and the efficacy of targeted therapies.	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:38304028	38304028	PMC10830643	10.3389/fonc.2023.1268260	2023	Y	4		B	B05	1	Positive response to trastuzumab deruxtecan in a patient with HER2-mutant NSCLC after multiple lines therapy, including T-DM1: a case report.	Xu J, He B, Wang Y, Wu M, Lu Y, Su Z, Liu S, Yin F, Zhou JG, Hu W.	Human epidermal growth factor 2 (<i>HER2</i>) mutations are uncommon in non-small cell lung cancer (NSCLC), and the lack of established, effective, targeted drugs has resulted in a persistently poor prognosis. Herein, we report the case of a non-smoking, 58-year-old man diagnosed with lung adenocarcinoma (cT3N0M1c, stage IVB) harboring a <i>HER2</i> mutation (Y772_A775dupYVMA) and PD-L1 (-). The patient's Eastern Cooperative Oncology Group performance status (PS) score was assessed as 1. He commenced first-line treatment with chemotherapy, followed by immuno-chemotherapy, and with disease progression, he received HER2-targeted therapy and chemotherapy with an anti-angiogenic agent. However, HER2-targeted therapy, including pan-HER tyrosine kinase inhibitors (afatinib, pyrotinib, and pozitinib) and antibody-drug conjugate (T-DM1), produced only stable disease (SD) as the best response. After the previously described treatment, primary tumor recurrence and multiple brain metastases were observed. Despite the patient's compromised overall physical condition with a PS score of 3-4, he was administered T-DXd in addition to whole-brain radiotherapy (WBRT). Remarkably, both intracranial metastases and primary lesions were significantly reduced, he achieved a partial response (PR), and his PS score increased from 3-4 to 1. He was then treated with T-DXd for almost 9 months until the disease again progressed, and he did not discontinue the drug despite the occurrence of myelosuppression during this period. This is a critical case as it exerted an effective response to T-DXd despite multiple lines therapy, including T-DM1. Simultaneously, despite the occurrence of myelosuppression in the patient during T-DXd, it was controlled after aggressive treatment.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40494858	40494858	PMC12152117	10.1038/s41698-025-00982-x	2025	Y	1		B	B05	1	Case report: a R0 resection successfully induced by T-DXd plus PD-1 inhibitor regimen in a primary unresectable stage IIIB NSCLC with ERBB2-mutation.	Zhang R, Cheng S, Sun K, Zhang L, Yan X, Yang F.	Chemoradiotherapy (CRT) with consolidative immunotherapy(IO) remains the standard care for unresectable stage III NSCLC, yet survival remains suboptimal in molecular subgroups. Emerging targeted therapies offer the potential for converting unresectable cases to resectable status. We present a 54-year-old female with stage IIIB (T1cN3M0) ERBB2 exon 20-mutated lung adenocarcinoma (PD-L1 50%) and supraclavicular metastasis. After three cycles of ERBB2-targeted antibody-drug conjugate combined with programmed death-1 (PD-1) inhibitor, transient Grade 1 interstitial lung disease resolved with steroids. Serial imaging revealed 58% tumor regression, enabling successful R0 resection via VATS lobectomy with lymphadenectomy. Histopathological analysis confirmed complete pathological response in primary and nodal lesions, corroborated by undetectable postoperative minimal residual disease. The patient remained recurrence-free at a 9-month follow-up. This induction targeted-IO strategy enabled surgical conversion in ERBB2-mutant NSCLC with durable remission and acceptable toxicity, warranting investigation in molecular subgroups with limited CRT-IO benefit.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40817396	40817396		10.1038/s41585-025-01075-x	2026	N	6		B	B05	1	HER2 and urothelial carcinoma: current understanding and future directions.	Raggi D, Crupi E, Pederzoli F, Martini A, Briganti A, Alhalabi O, O'Donnell PH, Ross J, Gupta S, Kamat AM, Faltas BM, Black PC, Spiess PE, Grivas P, Gao J, Apolo AB, Huddart RA, Necchi A, Galsky MD.	Human epidermal growth factor receptor 2 (HER2) has emerged as a crucial biomarker across various cancers, shaping therapeutic strategies and prognostic evaluations. In urothelial carcinoma, HER2 positivity rates can reach up to 68% when HER2-low tumours (immunohistochemistry 1+) are included in the analysis. HER2 overexpression and ERBB2 genomic alterations have been linked to advanced disease stages and poor outcomes in urothelial carcinoma. Emerging evidence suggests that HER2-low tumours might be a distinct and actionable subgroup. Accurate and consistent assessment of HER2 status is increasingly vital to identify patients likely to benefit from HER2-targeted therapies, raising interest in refining thresholds for HER2 expression, aiming to predict treatment response. HER2 heterogeneity across stages and histological subtypes complicates its evaluation, with definitions of HER2 positivity differing between clinical trials and treatments. In urothelial carcinoma, HER2-targeted therapies, such as tyrosine kinase inhibitors, monoclonal antibodies and antibody-drug conjugate (ADCs) have been explored. Unlike tyrosine kinase inhibitors and monoclonal antibodies, which act through HER2-related pathways, ADCs use HER2 as a target but achieve efficacy through additional mechanisms, enabling their activity even at low HER2 expression levels. Trastuzumab deruxtecan, a novel anti-HER2 ADC, has received FDA tumour-agnostic approval for unresectable or metastatic HER2+ solid tumours, including urothelial carcinoma, after prior therapies. Interactions between HER2 protein and putative biomarkers such as EGFR, NECTIN4, PDL1 and FGFR3 genomic alterations might influence therapeutic outcomes, offering opportunities for improved patient selection and innovative combination strategies.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
