stratum	gate	unit	family	n	n_q1	n_q4	median_q1	median_q4	delta_median	r_rb	p	usable	spearman_rho	spearman_p	spearman_n	partial_rho_umi	partial_p_umi	wilcoxon_W	n_mice_delta_neg	n_mice_delta_pos
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	IFN_A8	12643	3160	3160	0.242056594698021	0.256098609568009	0.0140420148699879	0.21309806120814	1.00145673383251e-48	TRUE	0.146080215103667	2.9855312579878e-61	12643	-0.0140629792655508	0.11383719911357	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	IFN_A8	12643	10129	2514	0.244331091384324	0.257570350174954	0.0132392587906297	0.219066366858771	5.10414467229612e-65	TRUE	0.146080215103667	2.9855312579878e-61	12643	-0.0140629792655508	0.11383719911357	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	MHC_A8	12643	3160	3160	0.54092102744928	0.605521114163192	0.0646000867139123	0.234300392565294	1.57644313674946e-58	TRUE	0.175254185580918	9.45579442128647e-88	12643	0.0439001897194941	7.88963166895791e-07	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	MHC_A8	12643	10129	2514	0.551256014127932	0.614357348820892	0.0631013346929596	0.256702656652021	1.40299258384859e-88	TRUE	0.175254185580918	9.45579442128647e-88	12643	0.0439001897194941	7.88963166895791e-07	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	TJ_A8	12643	3160	3160	0.364789735587839	0.44445088904262	0.0796611534547808	0.443993550713027	3.5204514826588e-205	TRUE	0.503185137178187	0	12643	0.348139334585635	0	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	TJ_A8	12643	10129	2514	0.341274180226858	0.471559643555555	0.130285463328697	0.72023906718683	0	TRUE	0.503185137178187	0	12643	0.348139334585635	0	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	AT2	12643	3160	3160	2.67360296016607	1.73814787299617	-0.935455087169907	-0.255028641243391	5.28335258382136e-69	TRUE	-0.418670527781218	0	12643	-0.457205153893471	0	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	AT2	12643	10129	2514	2.91246776530712	1.48282579691848	-1.42964196838864	-0.577705985782609	0	TRUE	-0.418670527781218	0	12643	-0.457205153893471	0	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	IFN_CORE	12643	3160	3160	0	0.0433045694579207	0.0433045694579207	0.206507170325268	5.02659002347382e-49	TRUE	0.152318018241304	1.70327049903122e-66	12643	0.0981255094400324	1.98418015798548e-28	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	IFN_CORE	12643	10129	2514	0.0242370054810144	0.0458184594862103	0.0215814540051959	0.210803428139765	9.22993138854975e-66	TRUE	0.152318018241304	1.70327049903122e-66	12643	0.0981255094400324	1.98418015798548e-28	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	MHC_CORE	12643	3160	3160	0.606714526324782	0.654338644653957	0.047624118329175	0.129812930620093	4.01161272175823e-19	TRUE	0.00817926343452615	0.357776708350504	12643	-0.0966264343657086	1.29782564533946e-27	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	MHC_CORE	12643	10129	2514	0.649436571505099	0.648159314442656	-0.00127725706244286	0.0145332058136594	0.258619442883427	TRUE	0.00817926343452615	0.357776708350504	12643	-0.0966264343657086	1.29782564533946e-27	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	TJ_CORE	12643	3160	3160	0.755907910524194	0.942972150681592	0.187064240157398	0.419907066175292	9.64723514686528e-184	TRUE	0.465361715926579	0	12643	0.327963498397937	9.32182888861076e-315	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	TJ_CORE	12643	10129	2514	0.710625596420197	1.00804239390009	0.297416797479897	0.659414515361228	0	TRUE	0.465361715926579	0	12643	0.327963498397937	9.32182888861076e-315	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	IFN_A8_AMS	12643	3160	3160	0.0230617229689794	0.0239866786163658	0.000924955647386386	-0.00464028200608879	0.749392592904522	TRUE	-0.199713006928213	6.65469382241832e-114	12643	-0.239470652558092	2.31455538199802e-164	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	IFN_A8_AMS	12643	10129	2514	0.0353036277197536	0.0173076820714742	-0.0179959456482794	-0.282504616461961	7.12641265785024e-107	TRUE	-0.199713006928213	6.65469382241832e-114	12643	-0.239470652558092	2.31455538199802e-164	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	MHC_A8_AMS	12643	3160	3160	0.059950096848967	0.0846559200241313	0.0247058231751643	0.0849629466431661	4.94447113209217e-09	TRUE	-0.0214333177093762	0.01595145951122	12643	-0.0779975789874158	1.59670898026675e-18	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	MHC_A8_AMS	12643	10129	2514	0.085716242355145	0.076475478120752	-0.00924076423439296	-0.031239178479869	0.0151742280349955	TRUE	-0.0214333177093762	0.01595145951122	12643	-0.0779975789874158	1.59670898026675e-18	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	TJ_A8_AMS	12643	3160	3160	0.086336128762375	0.135943493932146	0.0496073651697714	0.405814572985099	9.44033166630315e-172	TRUE	0.48155720358136	0	12643	0.396974397894243	0	NA	NA	NA
all_cells	Cldn4pos_vs_neg	cell_descriptive	TJ_A8_AMS	12643	10129	2514	0.0739448545019493	0.15313155506679	0.079186700564841	0.674320831677093	0	TRUE	0.48155720358136	0	12643	0.396974397894243	0	NA	NA	NA
all_cells	Q4_vs_Q1_rank_tails	cell_descriptive	AT2_AMS	12643	3160	3160	1.61003568207403	0.587840231541233	-1.0221954505328	-0.30495934145169	7.43049233081174e-98	TRUE	-0.462805437226117	0	12643	-0.441419820827892	0	NA	NA	NA
