mouse	cohort	lkb1_restored	gate	family	n	n_q1	n_q4	median_q1	median_q4	delta_median	r_rb	p	usable
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	IFN_A8	2889	2029	860	0.240203316009952	0.251008228638136	0.0108049126281836	0.186663151741607	1.95187296977522e-15	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	MHC_A8	2889	722	722	0.525716050925646	0.599790841990186	0.0740747910645398	0.285855694784417	5.2576441662898e-21	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	MHC_A8	2889	2029	860	0.527996343846667	0.603915762650563	0.0759194188038956	0.30715898540924	4.71662068724646e-39	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	TJ_A8	2889	722	722	0.357525054200404	0.472370815831585	0.114845761631181	0.704287873788568	9.28964871962415e-119	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	TJ_A8	2889	2029	860	0.358226522704174	0.46366211192528	0.105435589221106	0.68293694912146	9.71901882412646e-186	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	AT2	2889	722	722	2.72027138039713	1.49836941842695	-1.22190196197018	-0.574995587817773	8.43709742108e-80	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	AT2	2889	2029	860	2.73777182625862	1.58343440726828	-1.15433741899034	-0.508537829380953	7.0193371392221e-104	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	IFN_CORE	2889	722	722	0	0.037455147204698	0.037455147204698	0.215619508751468	7.84867381198988e-14	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	IFN_CORE	2889	2029	860	0	0.0363471340485254	0.0363471340485254	0.192631265258404	2.21401663272144e-18	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	MHC_CORE	2889	722	722	0.583940322817537	0.592973729229714	0.00903340641217742	0.0593515243130425	0.0508809829049753	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	MHC_CORE	2889	2029	860	0.584830173286346	0.596447258078169	0.0116170847918236	0.0790858138388713	0.00076278888452299	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	TJ_CORE	2889	722	722	0.751973832531921	0.990535883799306	0.238562051267385	0.615015998956423	5.0690070527585e-91	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	TJ_CORE	2889	2029	860	0.749720375436355	0.965059445008275	0.21533906957192	0.575855330269236	1.20151873770128e-132	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	IFN_A8_AMS	2889	722	722	0.023754216001055	0.00651210685367866	-0.0172421091473764	-0.295911633581694	2.14423373498312e-22	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	IFN_A8_AMS	2889	2029	860	0.0248744684815955	0.0080745404549047	-0.0167999280266908	-0.26159638726833	8.61580942573191e-29	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	MHC_A8_AMS	2889	722	722	0.0578191826406891	0.0598783901433347	0.00205920750264557	0.00959170049339697	0.752396786874506	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	MHC_A8_AMS	2889	2029	860	0.0590221826923194	0.0643361764887227	0.00531399379640329	0.0307712586106113	0.190330718442044	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	TJ_A8_AMS	2889	722	722	0.087412760262239	0.151507379441037	0.0640946191787982	0.681198732360863	3.16391663721125e-111	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	TJ_A8_AMS	2889	2029	860	0.0868756742561658	0.143753221749372	0.0568775474932059	0.617811500681972	2.24282533731281e-152	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	AT2_AMS	2889	722	722	1.64391849576243	0.307921590771875	-1.33599690499056	-0.674311891406604	4.99407443483588e-109	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	AT2_AMS	2889	2029	860	1.68614232699473	0.387124916606151	-1.29901741038858	-0.607396242850757	2.38447808945046e-147	TRUE
ZR1966	NonRestored	FALSE	Q4_vs_Q1_rank_tails	Stk11	2889	722	722	0	0	0	0.00418581809531848	0.40017623777034	TRUE
ZR1966	NonRestored	FALSE	Cldn4pos_vs_neg	Stk11	2889	2029	860	0	0	0	0.00687760037594409	0.057244210290275	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_A8	3322	830	830	0.239581905971794	0.247025735295149	0.00744382932335569	0.120479024531862	2.14039799835534e-05	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	IFN_A8	3322	2942	380	0.238114609005695	0.256954032590512	0.018839423584817	0.291647286128305	1.94307719944829e-20	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_A8	3322	830	830	0.529496117501676	0.55881877120632	0.0293226537046434	0.124753955581361	1.07994953053541e-05	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	MHC_A8	3322	2942	380	0.528097602962088	0.595354047475919	0.0672564445138317	0.260240974632366	1.36604214709263e-16	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_A8	3322	830	830	0.32279529823501	0.372361770454326	0.0495664722193165	0.320052257221658	1.47957698967463e-29	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	TJ_A8	3322	2942	380	0.322401635321527	0.476082459565245	0.153680824243718	0.720360299116247	6.49962551313874e-116	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	AT2	3322	830	830	2.98522787649164	2.25549426278407	-0.72973361370757	-0.295230076934243	2.14315991200859e-25	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	AT2	3322	2942	380	2.98838742497886	1.13719013067871	-1.85119729430015	-0.608447529428602	3.00617876304484e-83	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_CORE	3322	830	830	0	0.0397767797743652	0.0397767797743652	0.11059079692263	3.78035443519132e-05	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	IFN_CORE	3322	2942	380	0	0.0522338343405772	0.0522338343405772	0.253270242226913	1.01323802324655e-17	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_CORE	3322	830	830	0.673661286083265	0.67804883698979	0.00438755090652454	0.0235201045144433	0.406766039608673	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	MHC_CORE	3322	2942	380	0.670350418711445	0.678605360106342	0.00825494139489713	0.0496162653404415	0.114966651876375	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_CORE	3322	830	830	0.683186988362886	0.800316397314524	0.117129408951638	0.29318478734214	4.56050963903393e-25	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	TJ_CORE	3322	2942	380	0.668729311371795	1.09042164061632	0.421692329244527	0.710185516476439	1.01862469896238e-112	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_A8_AMS	3322	830	830	0.0399935782615154	0.037563985730632	-0.00242959253088343	-0.0614428799535491	0.0302134407070911	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	IFN_A8_AMS	3322	2942	380	0.0401373862229593	0.026715353044041	-0.0134220331789183	-0.201357830333822	1.58477171809241e-10	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_A8_AMS	3322	830	830	0.0797827562981129	0.0800535941041709	0.000270837806058008	0.00337349397590359	0.905318769839811	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	MHC_A8_AMS	3322	2942	380	0.0817892022075097	0.0679703198369778	-0.0138188823705319	-0.030909871551755	0.326120195961357	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_A8_AMS	3322	830	830	0.0667570968908113	0.103806789600713	0.0370496927099017	0.315915227173755	7.70124431047082e-29	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	TJ_A8_AMS	3322	2942	380	0.0670726344646611	0.1696133509329	0.102540716468239	0.687069304805181	1.26551443681679e-105	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	AT2_AMS	3322	830	830	1.97256818991092	1.23749820536915	-0.735069984541772	-0.316237480040645	6.77774005628339e-29	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	AT2_AMS	3322	2942	380	1.98631812533449	0.069029305461313	-1.91728881987318	-0.669701957136212	1.89510760288685e-100	TRUE
CM0879	Restored	TRUE	Q4_vs_Q1_rank_tails	Stk11	3322	830	830	0	0	0	0.0505907969226302	0.052781111948571	TRUE
CM0879	Restored	TRUE	Cldn4pos_vs_neg	Stk11	3322	2942	380	0	0.294385873577013	0.294385873577013	0.0866050663708899	0.0027009797342294	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_A8	836	209	209	0.25814379100904	0.265822806171329	0.00767901516228836	0.178040795769328	0.00164274089979667	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	IFN_A8	836	648	188	0.256635711561379	0.265704112964799	0.00906840140342047	0.208316916206987	1.34391088085876e-05	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_A8	836	209	209	0.640265409072262	0.642096449636712	0.00183104056444972	0.0655433712598155	0.246571821376856	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	MHC_A8	836	648	188	0.634202661765311	0.644629799411027	0.0104271376457168	0.0839900183871816	0.0792783086723694	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_A8	836	209	209	0.336961348396104	0.413770658207535	0.0768093098114315	0.587967308440741	2.54060679758414e-25	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	TJ_A8	836	648	188	0.33208597696045	0.434103858626287	0.102017881665837	0.668275545048595	2.57958335417098e-44	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	AT2	836	209	209	3.13129391426702	2.45957126064187	-0.671722653625153	-0.562006364323161	2.82888027396756e-23	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	AT2	836	648	188	3.13083141813055	2.23583001330014	-0.89500140483041	-0.623440372997111	8.56125490857042e-39	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_CORE	836	209	209	0.0367274057424824	0.0528219686176392	0.0160945628751568	0.210366063048007	0.000183634533595362	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	IFN_CORE	836	648	188	0.0414787249713226	0.0541274531555557	0.012648728184233	0.19459219858156	4.15567607749753e-05	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_CORE	836	209	209	0.772527317596153	0.665421151704381	-0.107106165891772	-0.243652846775486	1.64325041912779e-05	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	MHC_CORE	836	648	188	0.768346441482431	0.662097018751651	-0.106249422730781	-0.244171920147097	3.35965339065766e-07	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_CORE	836	209	209	0.690064465640741	0.843225673764623	0.153161208123882	0.490762574116893	4.00571207740286e-18	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	TJ_CORE	836	648	188	0.684272493673779	0.888231244899421	0.203958751225642	0.562549251379039	6.66464527839964e-32	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_A8_AMS	836	209	209	0.0460431576349907	0.0358889536010109	-0.0101542040339798	-0.238387399555871	2.49306925114446e-05	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	IFN_A8_AMS	836	648	188	0.0462566724742795	0.0324268563610411	-0.0138298161132385	-0.266778303125821	2.48323283506576e-08	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_A8_AMS	836	209	209	0.152717877170432	0.11541184011614	-0.0373060370542912	-0.154140244042032	0.00641977679397783	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	MHC_A8_AMS	836	648	188	0.162080068992518	0.114853872346194	-0.047226196646324	-0.168127790911479	0.000443017068379983	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_A8_AMS	836	209	209	0.0630148101006877	0.111538955362272	0.0485241452615844	0.518646551132071	4.65399715149247e-20	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	TJ_A8_AMS	836	648	188	0.0598239963036298	0.125903264402833	0.0660792680992035	0.607253086419753	6.80290505413932e-37	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	AT2_AMS	836	209	209	2.08817581537311	1.27900660615835	-0.809169209214762	-0.600329662782445	2.5028850848887e-26	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	AT2_AMS	836	648	188	2.05822080523108	1.0669402311553	-0.991280574075779	-0.659541633832414	3.28684771666979e-43	TRUE
CM0884	Restored	TRUE	Q4_vs_Q1_rank_tails	Stk11	836	209	209	0.288551376060639	0.32011584306828	0.031564467007641	0.047892676449715	0.388565645932854	TRUE
CM0884	Restored	TRUE	Cldn4pos_vs_neg	Stk11	836	648	188	0.289160592567518	0.325889241390565	0.0367286488230478	0.0414696611505123	0.37746218076271	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_A8	2102	525	525	0.253481012607132	0.254674219920228	0.00119320731309602	0.052517006802721	0.140764034184033	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	IFN_A8	2102	1939	163	0.252932118862767	0.262236912425241	0.00930479356247393	0.181672926086117	0.000114550971045843	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_A8	2102	525	525	0.587383911552627	0.595628190007142	0.00824427845451559	0.05638820861678	0.113755631111954	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	MHC_A8	2102	1939	163	0.585948723152561	0.624428125791028	0.0384794026384673	0.202030013573501	1.78866861986123e-05	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_A8	2102	525	525	0.329643637573233	0.341906814853873	0.01226317728064	0.199571882086168	2.17207566933959e-08	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	TJ_A8	2102	1939	163	0.329596982880411	0.44273278765692	0.113135804776509	0.713754164596892	6.96772039055526e-52	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	AT2	2102	525	525	3.10014556762072	2.99376999600959	-0.106375571611134	-0.163892970521542	4.28731217522595e-06	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	AT2	2102	1939	163	3.10567877759001	1.89137833223868	-1.21430044535133	-0.64524753446372	1.00324816993791e-42	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_CORE	2102	525	525	0.032911811178543	0.0376477571234912	0.00473594594494819	0.0648526077097507	0.062161702309261	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	IFN_CORE	2102	1939	163	0.0325625519705893	0.0519465777345265	0.0193840257639372	0.214012029475696	3.08735918833299e-06	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_CORE	2102	525	525	0.705141806527413	0.68909321517577	-0.0160485913516429	-0.0106485260770975	0.76525995292315	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	MHC_CORE	2102	1939	163	0.687344726100841	0.694656754841174	0.00731202874033343	0.0194173835732163	0.680167074916267	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_CORE	2102	525	525	0.688116636528743	0.725494287571269	0.037377651042526	0.137777777777778	0.00011134484839442	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	TJ_CORE	2102	1939	163	0.680549972541824	0.989559210746838	0.309009238205014	0.644466029861702	1.26063734247454e-42	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	IFN_A8_AMS	2102	525	525	0.0471549180029807	0.0431644675672681	-0.00399045043571261	-0.0885006802721089	0.0130551752200373	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	IFN_A8_AMS	2102	1939	163	0.0461037120175123	0.0302908747718687	-0.0158128372456436	-0.269960798210449	9.915189263678e-09	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	MHC_A8_AMS	2102	525	525	0.120108447323586	0.110722877806592	-0.00938556951699376	-0.0334040816326531	0.348834750189426	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	MHC_A8_AMS	2102	1939	163	0.115796244475482	0.0982020858919653	-0.0175941585835168	-0.0627513391571773	0.182738682935767	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	TJ_A8_AMS	2102	525	525	0.0629021920508242	0.0705979866340473	0.00769579458322311	0.175343310657596	8.73810239029099e-07	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	TJ_A8_AMS	2102	1939	163	0.0628121540121878	0.148537733108226	0.0857255790960381	0.677779641014121	5.83973165835881e-47	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	AT2_AMS	2102	525	525	2.03976557192053	1.92324509198628	-0.116520479934242	-0.185008616780045	2.11177747217849e-07	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	AT2_AMS	2102	1939	163	2.04749620391189	0.676181363085071	-1.37131484082682	-0.686581850742113	3.84658514893783e-48	TRUE
ZR1969	Restored	TRUE	Q4_vs_Q1_rank_tails	Stk11	2102	525	525	0.276858154390771	0.293368034812391	0.0165098804216208	0.0149696145124716	0.663244632475727	TRUE
ZR1969	Restored	TRUE	Cldn4pos_vs_neg	Stk11	2102	1939	163	0.295103320239514	0.355143050171894	0.0600397299323806	0.102892832621964	0.0237927791746053	TRUE
