assay	accession	setting	scale	endpoint	filter	fair_n	fair_genotype	keep_n_rule	mw_floor	n_kl	n_kp	mean_kl	mean_kp	delta	welch_t	abs_t	welch_p	mw_p	complete_separation	kl_min_gt_kp_max	note
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	none	True	True	full 5 vs 5	0.007936507936507936	5	5	5.855612554685915	2.6173850660030213	3.2382274886828935	4.647609029620379	4.647609029620379	0.0057080067472804925	0.007936507936507936	True	True	Locked cell-line reference. Normal lung excluded.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	minus_Epcam	True	True	full 5 vs 5	0.007936507936507936	5	5	-2.074756088556782	-2.6842685846630667	0.6095124961062846	1.3475298407179233	1.3475298407179233	0.22798457099807753	0.30952380952380953	False	False	Locked cell-line reference. Normal lung excluded.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	residual_Epcam	True	True	full 5 vs 5	0.007936507936507936	5	5	0.43398465249308205	-0.4339846524930846	0.8679693049861666	2.334253310164733	2.334253310164733	0.053226707730824864	0.05555555555555555	False	False	Locked cell-line reference. Normal lung excluded.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	residual_Epcam_Krt8	True	True	full 5 vs 5	0.007936507936507936	5	5	0.3675614600083918	-0.367561460008368	0.7351229200167597	1.9765089065981711	1.9765089065981711	0.08352714031969086	0.09523809523809523	False	False	Locked cell-line reference. Normal lung excluded.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	minus_Krt8	True	True	full 5 vs 5	0.007936507936507936	5	5	-4.945962161973673	-8.423620835374724	3.4776586734010504	4.88186645773284	4.88186645773284	0.004648063103218069	0.007936507936507936	True	True	Locked cell-line reference. Normal lung excluded.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	leaveone:KL155mix-control-2-RNA	False	True	leaveone 4 vs 5	0.015873015873015872	4	5	5.893712826509607	2.6173850660030213	3.276327760506586	4.551424475160277	4.551424475160277	0.004934573394820483	0.015873015873015872	True	True	leave-one; n may drop. Not substituted for full-n primary.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	leaveone:KL47-1-untreated-1-RNA	False	True	leaveone 4 vs 5	0.015873015873015872	4	5	6.022158381904954	2.6173850660030213	3.4047733159019327	4.94344670805482	4.94344670805482	0.00495944421562079	0.015873015873015872	True	True	leave-one; n may drop. Not substituted for full-n primary.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	leaveone:KLC-RNA	False	True	leaveone 4 vs 5	0.015873015873015872	4	5	5.884553667682561	2.6173850660030213	3.26716860167954	4.53422537048339	4.53422537048339	0.004984615249122541	0.015873015873015872	True	True	leave-one; n may drop. Not substituted for full-n primary.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	leaveone:KLD-RNA	False	True	leaveone 4 vs 5	0.015873015873015872	4	5	5.673350216372026	2.6173850660030213	3.055965150369005	4.480363900626495	4.480363900626495	0.007989225958097122	0.015873015873015872	True	True	leave-one; n may drop. Not substituted for full-n primary.
bulk	GSE137244	cultured_cells	log2(FPKM+1)	Tacstd2	leaveone:KLE-RNA	False	True	leaveone 4 vs 5	0.015873015873015872	4	5	5.804287680960425	2.6173850660030213	3.186902614957404	4.435640481630776	4.435640481630776	0.005604124937087174	0.015873015873015872	True	True	leave-one; n may drop. Not substituted for full-n primary.
