#Archive/File	Name	Time	Size	Type
Archive	GSE302113_RAW.tar	09/09/2025 00:31:43	36763238400	TAR
File	GSM9096478_CKDL210012672.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	1770892	TSV
File	GSM9096478_CKDL210012672.variant_stats.tsv.gz	07/03/2025 11:41:34	2270061	TSV
File	GSM9096478_CKDL210012672_fragments.tsv.gz	07/07/2025 13:07:33	733682999	TSV
File	GSM9096479_CKDL210012679.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	299624	TSV
File	GSM9096479_CKDL210012679.variant_stats.tsv.gz	07/03/2025 11:41:34	2212283	TSV
File	GSM9096479_CKDL210012679_fragments.tsv.gz	07/07/2025 13:07:36	992162751	TSV
File	GSM9096480_CKDL210012684.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	2088680	TSV
File	GSM9096480_CKDL210012684.variant_stats.tsv.gz	07/03/2025 11:41:34	2316614	TSV
File	GSM9096480_CKDL210012684_fragments.tsv.gz	07/07/2025 13:07:39	674440112	TSV
File	GSM9096481_CKDL210012687-D2.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	708308	TSV
File	GSM9096481_CKDL210012687-D2.variant_stats.tsv.gz	07/03/2025 11:41:34	2192591	TSV
File	GSM9096481_CKDL210012687-D2_fragments.tsv.gz	07/07/2025 13:07:40	394388407	TSV
File	GSM9096482_CKDL210012690.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	1372094	TSV
File	GSM9096482_CKDL210012690.variant_stats.tsv.gz	07/03/2025 11:41:34	2249002	TSV
File	GSM9096482_CKDL210012690_fragments.tsv.gz	07/07/2025 13:07:43	896176581	TSV
File	GSM9096483_CKDL210012691.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	1658831	TSV
File	GSM9096483_CKDL210012691.variant_stats.tsv.gz	07/03/2025 11:41:35	2290084	TSV
File	GSM9096483_CKDL210012691_fragments.tsv.gz	07/07/2025 13:07:46	883770011	TSV
File	GSM9096484_CKDL210012692.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	1350857	TSV
File	GSM9096484_CKDL210012692.variant_stats.tsv.gz	07/03/2025 11:41:35	2262872	TSV
File	GSM9096484_CKDL210012692_fragments.tsv.gz	07/07/2025 13:07:50	1058224079	TSV
File	GSM9096485_CKDL210012693.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	501681	TSV
File	GSM9096485_CKDL210012693.variant_stats.tsv.gz	07/03/2025 11:41:35	2230969	TSV
File	GSM9096485_CKDL210012693_fragments.tsv.gz	07/07/2025 13:07:53	735248507	TSV
File	GSM9096486_CKDL210012694.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	851851	TSV
File	GSM9096486_CKDL210012694.variant_stats.tsv.gz	07/03/2025 11:41:35	2233720	TSV
File	GSM9096486_CKDL210012694_fragments.tsv.gz	07/07/2025 13:07:56	817516952	TSV
File	GSM9096487_CKDL210012695.cell_heteroplasmic_df.tsv.gz	07/07/2025 12:54:47	1081220	TSV
File	GSM9096487_CKDL210012695.variant_stats.tsv.gz	07/07/2025 12:54:47	2268025	TSV
File	GSM9096487_CKDL210012695_fragments.tsv.gz	07/07/2025 13:07:59	805604740	TSV
File	GSM9096488_CKDL210012696.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:36	1604543	TSV
File	GSM9096488_CKDL210012696.variant_stats.tsv.gz	07/03/2025 11:41:35	2281539	TSV
File	GSM9096488_CKDL210012696_fragments.tsv.gz	07/07/2025 13:08:02	692139034	TSV
File	GSM9096489_CKDL210028088.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	1046071	TSV
File	GSM9096489_CKDL210028088.variant_stats.tsv.gz	07/03/2025 11:41:33	2243636	TSV
File	GSM9096489_CKDL210028088_fragments.tsv.gz	07/07/2025 13:07:03	837541287	TSV
File	GSM9096490_CKDL210028089.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	466552	TSV
File	GSM9096490_CKDL210028089.variant_stats.tsv.gz	07/03/2025 11:41:33	2227177	TSV
File	GSM9096490_CKDL210028089_fragments.tsv.gz	07/07/2025 13:07:09	1703404232	TSV
File	GSM9096491_CKDL210028090.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	766324	TSV
File	GSM9096491_CKDL210028090.variant_stats.tsv.gz	07/03/2025 11:41:33	2241471	TSV
File	GSM9096491_CKDL210028090_fragments.tsv.gz	07/07/2025 13:07:11	700535913	TSV
File	GSM9096492_CKDL210028091.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	326757	TSV
File	GSM9096492_CKDL210028091.variant_stats.tsv.gz	07/03/2025 11:41:33	2209463	TSV
File	GSM9096492_CKDL210028091_fragments.tsv.gz	07/07/2025 13:07:18	1847201896	TSV
File	GSM9096493_CKDL210028092.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	2936883	TSV
File	GSM9096493_CKDL210028092.variant_stats.tsv.gz	07/03/2025 11:41:33	2259793	TSV
File	GSM9096493_CKDL210028092_fragments.tsv.gz	07/07/2025 13:07:22	1123829416	TSV
File	GSM9096494_CKDL210028093.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	3207082	TSV
File	GSM9096494_CKDL210028093.variant_stats.tsv.gz	07/03/2025 11:41:33	2299353	TSV
File	GSM9096494_CKDL210028093_fragments.tsv.gz	07/07/2025 13:07:25	1270064217	TSV
File	GSM9096495_CKDL210028094.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	1246168	TSV
File	GSM9096495_CKDL210028094.variant_stats.tsv.gz	07/03/2025 11:41:34	2259662	TSV
File	GSM9096495_CKDL210028094_fragments.tsv.gz	07/07/2025 13:07:31	1545176117	TSV
File	GSM9096496_CKDL220016656.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	1025384	TSV
File	GSM9096496_CKDL220016656.variant_stats.tsv.gz	07/03/2025 11:41:34	2229603	TSV
File	GSM9096496_CKDL220016656_fragments.tsv.gz	07/07/2025 13:05:55	751357019	TSV
File	GSM9096497_CKDL220016657.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	208489	TSV
File	GSM9096497_CKDL220016657.variant_stats.tsv.gz	07/03/2025 11:41:34	2107014	TSV
File	GSM9096497_CKDL220016657_fragments.tsv.gz	07/07/2025 13:06:01	1491518932	TSV
File	GSM9096498_CKDL220016658.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	827966	TSV
File	GSM9096498_CKDL220016658.variant_stats.tsv.gz	07/03/2025 11:41:34	2206970	TSV
File	GSM9096498_CKDL220016658_fragments.tsv.gz	07/07/2025 13:06:04	1025876828	TSV
File	GSM9096499_CKDL220016659.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	222645	TSV
File	GSM9096499_CKDL220016659.variant_stats.tsv.gz	07/03/2025 11:41:34	2115970	TSV
File	GSM9096499_CKDL220016659_fragments.tsv.gz	07/07/2025 13:06:07	895606138	TSV
File	GSM9096500_CKDL220016660.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	447838	TSV
File	GSM9096500_CKDL220016660.variant_stats.tsv.gz	07/03/2025 11:41:34	2188226	TSV
File	GSM9096500_CKDL220016660_fragments.tsv.gz	07/07/2025 13:06:11	846696643	TSV
File	GSM9096501_CKDL220016661.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	281739	TSV
File	GSM9096501_CKDL220016661.variant_stats.tsv.gz	07/03/2025 11:41:34	2137848	TSV
File	GSM9096501_CKDL220016661_fragments.tsv.gz	07/07/2025 13:06:13	547333370	TSV
File	GSM9096502_CKDL220016662.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	160482	TSV
File	GSM9096502_CKDL220016662.variant_stats.tsv.gz	07/03/2025 11:41:34	2085774	TSV
File	GSM9096502_CKDL220016662_fragments.tsv.gz	07/07/2025 13:06:15	692139934	TSV
File	GSM9096503_CKDL220016663.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	349741	TSV
File	GSM9096503_CKDL220016663.variant_stats.tsv.gz	07/03/2025 11:41:34	2200044	TSV
File	GSM9096503_CKDL220016663_fragments.tsv.gz	07/07/2025 13:06:17	531121505	TSV
File	GSM9096504_CKDL220016664.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	701798	TSV
File	GSM9096504_CKDL220016664.variant_stats.tsv.gz	07/03/2025 11:41:34	2250445	TSV
File	GSM9096504_CKDL220016664_fragments.tsv.gz	07/07/2025 13:06:22	1196013850	TSV
File	GSM9096505_CKDL220016665.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	1770457	TSV
File	GSM9096505_CKDL220016665.variant_stats.tsv.gz	07/03/2025 11:41:34	2295298	TSV
File	GSM9096505_CKDL220016665_fragments.tsv.gz	07/07/2025 13:06:26	1299851985	TSV
File	GSM9096506_CKDL220016666.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	212691	TSV
File	GSM9096506_CKDL220016666.variant_stats.tsv.gz	07/03/2025 11:41:34	2226234	TSV
File	GSM9096506_CKDL220016666_fragments.tsv.gz	07/07/2025 13:06:33	1979316587	TSV
File	GSM9096507_CKDL220016667.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	302987	TSV
File	GSM9096507_CKDL220016667.variant_stats.tsv.gz	07/03/2025 11:41:34	2213140	TSV
File	GSM9096507_CKDL220016667_fragments.tsv.gz	07/07/2025 13:06:38	1267617876	TSV
File	GSM9096508_CKDL220016668.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	636715	TSV
File	GSM9096508_CKDL220016668.variant_stats.tsv.gz	07/03/2025 11:41:34	2275023	TSV
File	GSM9096508_CKDL220016668_fragments.tsv.gz	07/07/2025 13:06:41	1110941560	TSV
File	GSM9096509_CKDL220016669.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	127962	TSV
File	GSM9096509_CKDL220016669.variant_stats.tsv.gz	07/03/2025 11:41:34	2100372	TSV
File	GSM9096509_CKDL220016669_fragments.tsv.gz	07/07/2025 13:06:44	771164867	TSV
File	GSM9096510_CKDL220016670.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	84276	TSV
File	GSM9096510_CKDL220016670.variant_stats.tsv.gz	07/03/2025 11:41:34	2054993	TSV
File	GSM9096510_CKDL220016670_fragments.tsv.gz	07/07/2025 13:06:45	360977141	TSV
File	GSM9096511_CKDL220016671.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	155482	TSV
File	GSM9096511_CKDL220016671.variant_stats.tsv.gz	07/03/2025 11:41:34	2104267	TSV
File	GSM9096511_CKDL220016671_fragments.tsv.gz	07/07/2025 13:06:48	862979536	TSV
File	GSM9096512_CKDL220016672.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	754988	TSV
File	GSM9096512_CKDL220016672.variant_stats.tsv.gz	07/03/2025 11:41:34	2228085	TSV
File	GSM9096512_CKDL220016672_fragments.tsv.gz	07/07/2025 13:06:51	603505329	TSV
File	GSM9096513_CKDL220016673.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	84084	TSV
File	GSM9096513_CKDL220016673.variant_stats.tsv.gz	07/03/2025 11:41:34	2009861	TSV
File	GSM9096513_CKDL220016673_fragments.tsv.gz	07/07/2025 13:06:53	697507329	TSV
File	GSM9096514_CKDL220016674.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	342586	TSV
File	GSM9096514_CKDL220016674.variant_stats.tsv.gz	07/03/2025 11:41:34	2171144	TSV
File	GSM9096514_CKDL220016674_fragments.tsv.gz	07/07/2025 13:06:56	630484309	TSV
File	GSM9096515_CKDL220016675.cell_heteroplasmic_df.tsv.gz	07/03/2025 11:41:35	104518	TSV
File	GSM9096515_CKDL220016675.variant_stats.tsv.gz	07/03/2025 11:41:34	2070652	TSV
File	GSM9096515_CKDL220016675_fragments.tsv.gz	07/07/2025 13:07:01	1374123897	TSV
