test_ligand	auroc	aupr	aupr_corrected	pearson	geneset	rank_aupr	rank_pearson	n_geneset	n_background	n_potential	spearman	mean_delta	p_sender	family	receptor_frac	z_activity	z_sender	z_receptor	priority
CD59	0.673661845832713	0.0259701917556746	0.0241842116991186	0.0694669290549528	empirical_high	1.0	4.0	12.0	6719.0	286.0		0.3417734464676796	6.295527868771217e-11	other	0.9830508474576272	10.343003065452582	2.0028934951735717	0.9363430323191737	13.282239592945327
CD58	0.666716365985814	0.0211055884331101	0.0193196083765541	0.0681999471228672	empirical_high	2.0	5.0	12.0	6719.0	286.0		0.023856228441957138	0.017071675732773784	other	0.9830508474576272	7.935791124098933	-0.42561491951719405	0.9363430323191737	8.446519236900912
S100A9	0.621763331842356	0.0134581196608231	0.011672139604267	0.0794120136071284	empirical_high	3.0	2.0	12.0	6719.0	286.0		-0.02960637529663176	0.6670249731404518	other	0.9830508474576272	4.151499388658151	-0.8340054554457524	0.9363430323191737	4.253836965531573
BMP2	0.674680681874677	0.0131508566351893	0.0113648765786333	0.0727741753170644	empirical_high	4.0	3.0	12.0	6719.0	286.0		0.07184225170993329	3.2408955603613266e-08	other	0.1864406779661017	3.999452618264554	-0.05905892730793209	-1.4168381723357777	2.523555518620844
IL18	0.703394463495853	0.0121087572637227	0.0103227772071667	0.0375568210439184	empirical_high	5.0	14.0	12.0	6719.0	286.0		0.03279866575754445	0.08945217446921307	ext_ifn_recruit	0.2033898305084746	3.4837776732108474	-0.35730536269730706	-1.3667704871303532	1.7597018233831871
ADAM17	0.68977685005717	0.0112102098974357	0.0094242298408796	0.0871739728342207	empirical_high	6.0	1.0	12.0	6719.0	286.0		0.08532570487601103	5.493714018733944e-08	other	0.9661016949152542	3.0391383456905308	0.043938575237712656	0.886275347113749	3.969352268041993
TGFB1	0.783621589384275	0.0097136911985719	0.0079277111420158	0.0665445475163788	empirical_high	7.0	6.0	12.0	6719.0	286.0		-0.06747361049771079	0.14928678279125826	ext_barrier	0.9661016949152542	2.2985974539688927	-1.1232659739479443	0.886275347113749	2.0616068271346975
EXOC3-AS1	0.683775657273498	0.0080511046710566	0.0062651246145006	0.0443895742854533	empirical_high	8.0	7.0	12.0	6719.0	286.0		0.01642780016915635	8.195087378481958e-06	other	0.13559322033898305	1.4758791607826725	-0.482359252776187	-1.5670412279520514	-0.573521319945566
TIMP3	0.689317131355319	0.0076509205419899	0.0058649404854339	0.0390037063894426	empirical_high	9.0	11.0	12.0	6719.0	286.0		0.010000945006914317	0.04786186048110438	other	1.0	1.2778510893546968	-0.5314527618928928	0.9864107175245981	1.7328090449864022
LRPAP1	0.645184135977332	0.0074723696957213	0.0056863896391653	0.027705822607865	empirical_high	10.0	133.0	12.0	6719.0	286.0		0.1898048646204922	4.888683195295786e-11	other	0.6101694915254238	1.1894965616005229	0.8420347594423827	-0.1651460422001652	1.8663852788427402
CEACAM5	0.692311515332244	0.0074519475509223	0.0056659674943663	0.0428134871815886	empirical_high	11.0	8.0	12.0	6719.0	286.0		0.2298973933359541	8.618440237217538e-10	other	0.8813559322033898	1.179390818630654	1.1482938666287468	0.6359369210866266	2.9636216063460274
CLEC2B	0.677588092043144	0.0072998337784872	0.0055138537219312	0.0395084387645607	empirical_high	12.0	10.0	12.0	6719.0	286.0		-0.04019705590185967	0.10789676109784531	other	0.9661016949152542	1.1041184757138862	-0.9149056253919343	0.886275347113749	1.075488197435701
APOE	0.676022563490889	0.0067278407632362	0.0049418607066802	0.027685965830522	empirical_high	13.0	134.0	12.0	6719.0	286.0		-0.012507703142226783	0.8193358602413572	other	0.7288135593220338	0.8210720841825799	-0.7033919911455853	0.18532775423780598	0.3030078472748007
TFPI	0.709432930768867	0.0067082964370552	0.0049223163804991	0.0261501580232586	empirical_high	14.0	159.0	12.0	6719.0	286.0		0.16898367674880682	7.903480613940541e-08	other	0.22033898305084745	0.8114007230768088	0.682985714334816	-1.316702801924929	0.17768363548669575
SEMA4F	0.696275036032023	0.0066269575293329	0.0048409774727769	0.0400371519071828	empirical_high	15.0	9.0	12.0	6719.0	286.0		0.010125447273873604	8.25121222811037e-05	other	0.9666666666666667	0.771150783465634	-0.5305017130480509	0.8879442699539299	1.1285933403715132
TSPAN33	0.675214949555208	0.0064536080822975	0.0046676280257415	0.0379035603783745	empirical_high	16.0	13.0	12.0	6719.0	286.0		-0.002691497817077564	0.591801616081348	other	0.6271186440677966	0.6853701285466465	-0.6284078887415172	-0.11507835699474085	-0.058116117189611585
TGFBI	0.657385318821144	0.006446866267931	0.004660886211375	0.0355170556061871	empirical_high	17.0	24.0	12.0	6719.0	286.0		0.03442984776119554	0.07978784298855833	other	0.9661016949152542	0.682033993003148	-0.3448450774495974	0.886275347113749	1.2234642626672996
TSPAN5	0.662566472839326	0.0064308745129661	0.0046448944564101	0.0358368169080043	empirical_high	18.0	20.0	12.0	6719.0	286.0		0.044562891212147335	2.057664085884332e-06	other	0.13559322033898305	0.6741205947336226	-0.2674407096085559	-1.5670412279520514	-1.1603613428269846
TGFA	0.65348392227027	0.0064245387433221	0.004638558686766	0.0312376131004947	empirical_high	19.0	68.0	12.0	6719.0	286.0		0.06658552992149824	2.03912237745909e-09	other	0.423728813559322	0.6709853873315722	-0.09921401288706518	-0.7158905794598348	-0.14411920501532782
COL1A2	0.669921972068996	0.0063395323506502	0.0045535522940942	0.0361439871880912	empirical_high	20.0	18.0	12.0	6719.0	286.0		-0.023535146795374662	0.04255328044223461	other	1.0	0.6289206206975112	-0.7876285099176863	0.9864107175245981	0.827702828304423
CTSD	0.67546344615078	0.0061654787823467	0.0043794987257906	0.0340690153871865	empirical_high	21.0	31.0	12.0	6719.0	286.0		0.47429967899411674	3.4229262805702844e-11	other	0.288135593220339	0.5427915367263314	3.0152358679974234	-1.1164320611032308	2.4415953436205244
FN1	0.686186074250792	0.0061379483701242	0.0043519683135681	0.029536231688758	empirical_high	22.0	98.0	12.0	6719.0	286.0		0.055648590075958584	0.0031398321902643355	other	1.0	0.5291683217059019	-0.18275919049902706	0.9864107175245981	1.3328198487314729
TGFB2	0.663411361264367	0.006116126741876	0.0043301466853199	0.0338780597593171	empirical_high	23.0	32.0	12.0	6719.0	286.0		0.035944178354549765	1.0880321229211498e-07	other	0.5423728813559322	0.5183700549993054	-0.33327739762583003	-0.3654167830218633	-0.1803241256483879
MELTF	0.674133989364347	0.0060999346749166	0.0043139546183605	0.0323124312224808	empirical_high	24.0	47.0	12.0	6719.0	286.0		0.035033495590732266	0.000249561282544164	other	0.5254237288135594	0.5103575338633957	-0.34023392790996737	-0.4154844682272877	-0.2453608622738594
LAMA5	0.670307141792173	0.0060937866862236	0.0043078066296675	0.0355631895970642	empirical_high	25.0	23.0	12.0	6719.0	286.0		0.17255364899176187	2.788754475350701e-11	other	0.9661016949152542	0.5073152484362472	0.7102560449135371	0.886275347113749	2.1038466404635336
