gene	rho	z	p	I2	k	n_pos	n_neg	epithelial_leak	fdr
DUSP8	-0.03504848545512346	-0.03506284718541508	0.8100366351692523	0.0	4	1	3	False	0.9997275492196568
DUSP9	-0.226426887623735	-0.23042003215037726	0.14503241688689184	0.0	3	0	3	False	0.9997275492196568
DUT	-0.21943362228424027	-0.22306100222226277	0.43653472202671395	0.7147789144243012	4	2	2	False	0.9997275492196568
DUX4					0	0	0	False	
DUXA					0	0	0	False	
DUXB	0.0210400538623843	0.02104315938475011	0.9178915367097176	0.0	2	1	1	False	0.9997275492196568
DVL1	0.1654671047319232	0.16700253622469452	0.3974471768995238	0.40696594924001916	4	2	2	False	0.9997275492196568
DVL2	0.0444956043356004	0.04452500427282424	0.7916446711552597	0.21132085418299354	4	3	1	False	0.9997275492196568
DVL3	0.11420153177971093	0.11470192506968867	0.43165849627319286	0.0	4	3	1	False	0.9997275492196568
DWORF					1	1	0	False	
DXO	0.023796429432808342	0.023800922694671618	0.8703838734824481	0.0	4	2	2	False	0.9997275492196568
DYDC1	0.02658537959619731	0.026591645613176996	0.8664414119743469	0.0	3	2	1	False	0.9997275492196568
DYDC2	0.006033669570165909	0.006033742790684368	0.9829441670255568	0.653284942090208	3	2	1	False	0.9997275492196568
DYM	0.0391714028785094	0.03919145619485585	0.7881735680010635	0.0	4	2	2	False	0.9997275492196568
DYNAP					1	0	1	False	
DYNC1H1	-0.05458122931594106	-0.05463552757817615	0.7079860108569005	0.0	4	1	3	False	0.9997275492196568
DYNC1I1	0.016806489733131678	0.016808072377728734	0.9473028551713415	0.5747153137234224	3	1	2	False	0.9997275492196568
DYNC1I2	0.04506135150911417	0.04509188812724704	0.7572192846429896	0.0	4	3	1	False	0.9997275492196568
DYNC1LI1	-0.06222708851459461	-0.06230759443516698	0.6885284500716752	0.09620511527993054	4	2	2	False	0.9997275492196568
DYNC1LI2	-0.02387880428940831	-0.023883344385958936	0.8699390077245472	0.0	4	2	2	False	0.9997275492196568
DYNC2H1	0.02305505063367598	0.023059136795129397	0.8743894441854587	0.0	4	2	1	False	0.9997275492196568
DYNC2LI1	0.060916675549283386	0.060992194470349495	0.6758437237935306	0.0	4	3	1	False	0.9997275492196568
DYNLL1	0.3475594681495815	0.3626652189499771	0.02558627051434784	0.160109222151417	4	4	0	False	0.9997275492196568
DYNLL2	-0.0017102531387620452	-0.0017102548062422841	0.9906450847060577	0.0	4	2	2	False	0.9997275492196568
DYNLRB1	0.1571650856875294	0.1584786468165069	0.2772689557182292	0.0	4	4	0	False	0.9997275492196568
DYNLRB2	-0.0028543159065384737	-0.00285432365806043	0.9843877861334189	0.0	4	2	2	False	0.9997275492196568
DYNLT1	0.18468777300495362	0.18683169783567263	0.2002450971026999	0.0	4	4	0	False	0.9997275492196568
DYNLT3	-0.09768107439085973	-0.0979935428815305	0.5017047361722873	0.0	4	0	4	False	0.9997275492196568
DYRK1A	-0.015934005105058897	-0.015935353818751486	0.9323289436152787	0.34891803849708414	4	1	3	False	0.9997275492196568
DYRK1B	0.06771364067844243	0.06781741843900876	0.6419795831440198	0.0	4	2	1	False	0.9997275492196568
DYRK2	-0.1740617393186684	-0.17585228103659215	0.2279785103644696	0.0	4	1	3	False	0.9997275492196568
DYRK3	0.10212554674605172	0.10248282901459109	0.589983428816186	0.3647102308673127	4	2	2	False	0.9997275492196568
DYRK4	0.08868357672893634	0.0889171722078901	0.5421364717864786	0.0	4	3	1	False	0.9997275492196568
DYSF	-0.32786710748889347	-0.3404365888411371	0.031310031452291595	0.0	3	0	3	False	0.9997275492196568
DYTN					1	0	1	False	
DYX1C1					1	1	0	False	
DZANK1	0.2286641444294313	0.23277945384211843	0.18030980666866625	0.25206960610924706	4	2	2	False	0.9997275492196568
DZIP1	-0.11570725780861225	-0.11622781529841034	0.6643962683782192	0.615810935088802	3	1	2	False	0.9997275492196568
DZIP1L	-0.14211167867055136	-0.14308012410998294	0.365508745449456	0.0	3	1	2	False	0.9997275492196568
DZIP3	0.02049645613307341	0.02049932707604687	0.8882362690984785	0.0	4	1	3	False	0.9997275492196568
E2F1	0.44378240449658396	0.4769310210911982	0.0010767136123957296	0.0	4	4	0	False	0.42118348011447826
E2F2	0.0009033655927718916	0.0009033658385083493	0.9954414013480677	0.0	3	2	1	False	0.9997275492196568
E2F3	-0.0860587875171611	-0.08627219037091931	0.5542173806221433	0.0	4	1	3	False	0.9997275492196568
E2F4	0.013582245049597961	0.013583080347719158	0.9258075080010656	0.0	4	2	2	False	0.9997275492196568
E2F5	0.08001314995901558	0.08018455971244796	0.582513051974595	0.0	4	3	1	False	0.9997275492196568
E2F6	-0.02420382530308283	-0.024208553368357186	0.8681841161287462	0.0	4	2	2	False	0.9997275492196568
E2F7	0.15849612032624844	0.15984368547174255	0.3120450370155995	0.0	3	3	0	False	0.9997275492196568
E2F8	0.25018334596567127	0.25560839047781725	0.22121636765761776	0.38263487516954897	3	2	1	False	0.9997275492196568
E4F1	0.018135675214648705	0.01813766389805527	0.919219715998844	0.2895533314551906	4	2	2	False	0.9997275492196568
EAF1	-0.01902214040044043	-0.019024435234016358	0.9217885212651018	0.3863025740415224	4	2	2	False	0.9997275492196568
EAF1-AS1					1	0	1	False	
EAF2	0.1603190680653673	0.16171416410597556	0.26757841452458964	0.0	4	4	0	False	0.9997275492196568
EAPP	-0.26711107671468937	-0.27375034613743665	0.09165649378905381	0.15874892912282268	4	1	3	False	0.9997275492196568
EARS2	-0.17392192306398024	-0.1757080999653885	0.22836005717480345	0.0	4	1	3	False	0.9997275492196568
EBAG9	-0.0757797311305583	-0.0759252897329278	0.6027028907928091	0.0	4	2	2	False	0.9997275492196568
EBF1	-0.13556742891125037	-0.136407218928841	0.5774000750249109	0.6089996945082622	4	1	3	False	0.9997275492196568
EBF2	0.13834101948303407	0.13923382864189848	0.37853866215467746	0.0	3	2	1	False	0.9997275492196568
EBF3	0.08653703630309444	0.08675402756672287	0.6589927766468304	0.3100873237931505	3	1	2	False	0.9997275492196568
EBF4	-0.23380437789911296	-0.23821007330274507	0.2737444327762988	0.507771658141211	4	1	3	False	0.9997275492196568
EBI3	0.03032894166785513	0.030338246109023585	0.835237918176118	0.0	4	3	1	False	0.9997275492196568
EBLN1					1	1	0	False	
EBLN2	-0.04467657057331656	-0.044706330973868676	0.8358787639756682	0.4995999300115027	4	2	2	False	0.9997275492196568
EBLN3P	0.07338459680918942	0.0735167567717559	0.682301920872392	0.0	3	2	0	False	0.9997275492196568
EBNA1BP2	0.23862818877323366	0.24331896292543911	0.09529374007506579	0.0	4	3	1	False	0.9997275492196568
EBP	0.08453781183454667	0.08474006696088636	0.5612750758969818	0.0	4	2	2	False	0.9997275492196568
EBPL	0.010908537371408998	0.010908970093757908	0.9403832854524709	0.0	4	2	2	False	0.9997275492196568
ECD	-0.10008267343860434	-0.10041885695248566	0.491177631380213	0.0	4	2	2	False	0.9997275492196568
ECE1	-0.07700788903142151	-0.07716065741608426	0.596814595701674	0.0	4	1	3	False	0.9997275492196568
ECE2	0.22014612406254241	0.22380967039244348	0.12494067071316886	0.0	4	4	0	False	0.9997275492196568
ECEL1	0.09278633850025683	0.09305399776675728	0.5561798533808751	0.0	3	2	1	False	0.9997275492196568
ECH1	-0.013005458156886992	-0.013006191487459797	0.9289500203519233	0.0	4	2	2	False	0.9997275492196568
ECHDC1	-0.08210959217367776	-0.08229486945155705	0.5726280987865255	0.0	4	2	2	False	0.9997275492196568
ECHDC2	0.022582461431189447	0.02258630138049162	0.8769443963764876	0.0	4	2	2	False	0.9997275492196568
ECHDC3	0.3043654641391501	0.31432376842954585	0.0311700369511948	0.0	4	3	1	False	0.9997275492196568
ECHS1	0.19254765823644465	0.19498157653741627	0.18131198007509874	0.0	4	4	0	False	0.9997275492196568
ECI1	0.3877624557328218	0.4091638167931328	0.0050303187008131885	0.0	4	4	0	False	0.8213726564817088
ECI2	-0.0005307017137645756	-0.0005307017635876232	0.9970970566342587	0.0	4	2	2	False	0.9997275492196568
ECM1	-0.22727296238057343	-0.23131200888735487	0.11278576632177041	0.0	4	1	3	False	0.9997275492196568
ECM2	-0.22234231291240544	-0.2261188945863531	0.15268790187819894	0.0	3	0	3	False	0.9997275492196568
ECPAS	-0.08818267509610306	-0.08841232242798411	0.6649202175229356	0.0	2	0	2	False	0.9997275492196568
ECRG4					1	1	0	False	
ECSCR	-0.10417731112796533	-0.10455666016943964	0.5326622336347464	0.2034177174114728	4	2	2	False	0.9997275492196568
ECSIT	0.06437416524432278	0.06446330989215739	0.7741788712475378	0.5372132597868973	4	3	1	False	0.9997275492196568
ECT2	0.1137033035290034	0.11419714212396068	0.5962023160307707	0.49835389506772965	4	3	1	False	0.9997275492196568
ECT2L	-0.12554611026955553	-0.12621203135900602	0.673102252863347	0.4297017448129788	2	1	1	False	0.9997275492196568
EDA	-0.21321732797382853	-0.21653949782965065	0.1376710201227461	0.0	4	0	4	False	0.9997275492196568
EDA2R	-0.033390428260555126	-0.033402845794897246	0.8413487053334786	0.08394328296568974	3	2	1	False	0.9997275492196568
EDAR	-0.17092434747730073	-0.17261867395737276	0.381854575691452	0.3151729948788687	3	1	2	False	0.9997275492196568
EDARADD	-0.07456803858561582	-0.07470671070777546	0.6085366524385296	0.0	4	2	2	False	0.9997275492196568
EDC3	-0.08432945505077935	-0.08453021412741808	0.5622451339015094	0.0	4	1	3	False	0.9997275492196568
EDC4	-0.11286449935888562	-0.11334743338325519	0.4734530106255307	0.0	3	1	2	False	0.9997275492196568
EDDM13	-0.15778862595096033	-0.15911804347499556	0.4356757980943925	0.0	2	0	1	False	0.9997275492196568
EDDM3A					1	1	0	False	
EDDM3B					0	0	0	False	
EDEM1	-0.09820359529490288	-0.09852112473297232	0.4994046420203989	0.0	4	2	2	False	0.9997275492196568
EDEM2	-0.27029287903181204	-0.27717975839548853	0.05740049190086894	0.0	4	1	3	False	0.9997275492196568
EDEM3	-0.1970011548516936	-0.19961069728581823	0.1711675102755993	0.0	4	0	4	False	0.9997275492196568
EDF1	0.2081922074341644	0.21128090087250853	0.14748596321179075	0.0	4	4	0	False	0.9997275492196568
EDIL3	-0.28067139977603284	-0.28841073659874744	0.04801401183349991	0.0	4	0	3	False	0.9997275492196568
EDN1	0.31646390941476954	0.3277125535687544	0.024660224682713217	0.0	4	3	1	False	0.9997275492196568
EDN2	-0.14304808391685328	-0.1440359606545956	0.4214948884221612	0.29199477732536006	4	2	2	False	0.9997275492196568
EDN3	-0.2436837459558904	-0.24868670165485943	0.11575753812896268	0.0	3	0	3	False	0.9997275492196568
EDNRA	0.03419628160704018	0.03420962051457985	0.8145740564710932	0.0	4	2	2	False	0.9997275492196568
EDNRB	-0.18753199939783577	-0.18977797642650177	0.20336427425009762	0.034665224591121556	4	1	3	False	0.9997275492196568
EDNRB-AS1	-0.32959102730838935	-0.3423693712496533	0.09349154791830341	0.0	2	0	2	False	0.9997275492196568
EDRF1	-0.18330274803262023	-0.18539814058815834	0.20371953594801295	0.0	4	1	3	False	0.9997275492196568
EDRF1-AS1	-0.24264130044817447	-0.24757874473050473	0.11738948240512911	0.0	3	0	3	False	0.9997275492196568
EEA1	-0.028785810020293262	-0.02879376483565438	0.8435144463956106	0.0	4	2	2	False	0.9997275492196568
EED	0.091706150425527	0.09196453897491573	0.5283824712508509	0.0	4	3	1	False	0.9997275492196568
EEF1A1	-0.2602994755724423	-0.2664296215816028	0.06776753810741869	0.0	4	0	4	False	0.9997275492196568
EEF1A2	0.3450402890685637	0.3598027612850162	0.022870412551465377	0.0	3	3	0	False	0.9997275492196568
EEF1AKMT1	-0.16116060839106583	-0.1625780242992288	0.48074523014099824	0.3224741045303664	3	2	1	False	0.9997275492196568
EEF1AKMT2	-0.14078059739528637	-0.1417218679737452	0.4874987785095686	0.0	2	0	2	False	0.9997275492196568
EEF1AKMT3	0.35565686420213116	0.3719049913555193	0.06846182556168728	0.0	2	2	0	False	0.9997275492196568
EEF1AKMT4	0.23130140539285013	0.23556399705321948	0.2828202191271424	0.08622608148892211	2	2	0	False	0.9997275492196568
EEF1AKMT4-ECE2					0	0	0	False	
EEF1AKNMT					1	0	1	False	
EEF1B2	-0.12668975653382536	-0.12737416230277865	0.3912913699150947	0.028371244371427195	4	2	2	False	0.9997275492196568
EEF1D	-0.1380447211850896	-0.13893176168756485	0.34085960057950104	0.0	4	1	3	False	0.9997275492196568
EEF1E1	0.0893638324202898	0.08960286217031797	0.5390261710283571	0.0	4	3	1	False	0.9997275492196568
EEF1E1-BLOC1S5					1	1	0	False	
EEF1G	-0.28313308352791833	-0.29108493793614026	0.23131917436133342	0.6038023647118744	4	1	3	False	0.9997275492196568
EEF2	-0.13650193790567866	-0.1373593475522242	0.48893205659199424	0.41330926033386794	4	2	2	False	0.9997275492196568
EEF2K	0.12684570086555153	0.12753265359901783	0.4668366752229465	0.26355254033628595	4	2	2	False	0.9997275492196568
EEF2KMT	-0.041586377930250745	-0.04161037636988032	0.775440077106197	0.0	4	2	2	False	0.9997275492196568
EEFSEC	-0.12240328953722804	-0.12302014948484268	0.39901391094057004	0.0	4	1	3	False	0.9997275492196568
EEPD1	-0.15457191089836383	-0.1558209004720901	0.28540582900462663	0.0	4	1	3	False	0.9997275492196568
EFCAB1	0.11427893944338757	0.11478035632651847	0.48099911360613756	0.04677510502306064	3	1	2	False	0.9997275492196568
EFCAB10	-0.10630994183500196	-0.1067131777960746	0.4644196545320305	0.0	4	2	2	False	0.9997275492196568
EFCAB11	0.10922391271766893	0.10966139055274203	0.551283621720922	0.32537317424509227	4	2	2	False	0.9997275492196568
EFCAB12	-0.048979856910005934	-0.04901908137547442	0.7565427877545801	0.0	3	1	2	False	0.9997275492196568
EFCAB13	-0.19478077850275877	-0.1973017166994749	0.17617308933990994	0.0	4	1	3	False	0.9997275492196568
EFCAB14	-0.1235921573008708	-0.12422727939172976	0.3944032054809036	0.0	4	1	3	False	0.9997275492196568
EFCAB14-AS1	0.22649808719807255	0.2304950806040793	0.25881740811612575	0.0	2	2	0	False	0.9997275492196568
EFCAB2	0.041659050577494874	0.041683175137406395	0.7750577709296789	0.0	4	2	2	False	0.9997275492196568
EFCAB3	-0.25147636860488126	-0.2569882266024665	0.10409093017711799	0.0	3	0	3	False	0.9997275492196568
EFCAB5	-0.14675766259297554	-0.14782510409743557	0.3108510656424468	0.0	4	1	3	False	0.9997275492196568
EFCAB6	-0.07530412092102566	-0.07544694982799877	0.6398733134590955	0.03112859722623572	3	1	2	False	0.9997275492196568
EFCAB6-AS1					1	1	0	False	
EFCAB7	0.06395374364783256	0.06404115025260083	0.660629650160391	0.0	4	2	2	False	0.9997275492196568
EFCAB8	-0.04334008715717283	-0.043367253922129145	0.7838705315386965	0.0	3	1	2	False	0.9997275492196568
EFCAB9	0.196203939900494	0.19878142893769737	0.3301428704566336	0.0	2	2	0	False	0.9997275492196568
EFCC1	-0.3206437775267716	-0.33236449442815796	0.03554822768445969	0.0	3	0	3	False	0.9997275492196568
EFEMP1	0.04668037458614534	0.04671432539044433	0.7487733048124229	0.0	4	1	3	False	0.9997275492196568
EFEMP2	-0.15482285063185738	-0.15607799275435905	0.28461174269350675	0.0	4	0	3	False	0.9997275492196568
EFHB	-0.008495822948916706	-0.008496027364459159	0.957872834707387	0.02708251447484203	3	2	1	False	0.9997275492196568
EFHC1	0.06967923754833792	0.06979233598919489	0.7881868250615212	0.6524704587024414	4	1	2	False	0.9997275492196568
EFHC2	-0.036320688947075894	-0.03633667292671091	0.8032743957142165	0.0	4	2	2	False	0.9997275492196568
EFHD1	-0.052729613414454396	-0.05277856512292595	0.8515912005897306	0.6529529595470364	3	1	2	False	0.9997275492196568
EFHD2	-0.01785046129635355	-0.01785235760976856	0.9025904765090216	0.0	4	2	2	False	0.9997275492196568
EFL1	-0.04962869839545948	-0.04966950400400847	0.7821271253779548	0.0	3	1	2	False	0.9997275492196568
EFNA1	0.29810162448063826	0.30743477899932103	0.0350598333769584	0.0	4	4	0	False	0.9997275492196568
EFNA2	0.23778271656209463	0.24242263113510418	0.23498177639602968	0.0	2	1	1	False	0.9997275492196568
EFNA3	0.05077936638515425	0.050823079646078295	0.8212225506193973	0.5381305112986469	4	2	2	False	0.9997275492196568
EFNA4	0.188208842442092	0.19047958290928618	0.19159941336012765	0.0	4	4	0	False	0.9997275492196568
EFNA5	0.2671196350815275	0.2737595620664635	0.3208715569964037	0.6916588959923768	4	3	1	False	0.9997275492196568
EFNB1	0.05010617643181494	0.05014817238355733	0.7978934311563096	0.39830752180576884	4	2	2	False	0.9997275492196568
EFNB2	0.16928652454932056	0.1709320465952831	0.24125685399509122	0.0	4	3	1	False	0.9997275492196568
EFNB3	-0.25431268631101733	-0.2600183397253007	0.3601145396887796	0.7095822846357447	4	1	3	False	0.9997275492196568
EFR3A	0.21150998559839007	0.2147515201430981	0.4851731426555601	0.7526234414844885	4	1	3	False	0.9997275492196568
EFR3B	0.0026437971725877317	0.0026438033323644217	0.9936073868800912	0.7459757729290389	3	1	2	False	0.9997275492196568
EFS	0.041611444362515675	0.04163548625403295	0.8973029736299474	0.7341831335859712	3	1	1	False	0.9997275492196568
EFTUD2	0.030188901232455295	0.030198077334537696	0.8734081832443386	0.36066417073390084	4	2	2	False	0.9997275492196568
EGF	-0.21785501968497367	-0.22140314477198958	0.1614305540002381	0.0	3	0	2	False	0.9997275492196568
EGFL6	-0.32689449796189746	-0.3393472229192858	0.0440057530848065	0.09848621657928358	3	0	3	False	0.9997275492196568
EGFL7	0.08159979606508755	0.08178163455977462	0.5750248136146237	0.0	4	2	2	False	0.9997275492196568
EGFL8	-0.047069509211442255	-0.04710431693359335	0.8120199609693743	0.31935500430495745	3	1	2	False	0.9997275492196568
EGFLAM	0.1405274808542539	0.1414636428187045	0.48829230373192256	0.0	2	1	1	False	0.9997275492196568
EGFLAM-AS1					0	0	0	False	
EGFLAM-AS2					0	0	0	False	
EGFLAM-AS3					0	0	0	False	
EGFLAM-AS4					0	0	0	False	
EGFR	0.19460690816393358	0.19712099601749952	0.17656942665270703	0.0	4	4	0	False	0.9997275492196568
EGFR-AS1	-0.1311164307788261	-0.13187564099933805	0.536211804954742	0.0	2	1	1	False	0.9997275492196568
EGLN1	-0.007617645000499693	-0.007617792352506722	0.9583494502930205	0.0	4	1	3	False	0.9997275492196568
EGLN2	0.05413567292419892	0.05418865072882408	0.7102661443969264	0.0	4	3	1	False	0.9997275492196568
EGLN3	0.3029988687373455	0.3128183375606696	0.031986884945653854	0.0	4	4	0	False	0.9997275492196568
EGLN3-AS1					0	0	0	False	
EGOT	-0.20626032053880267	-0.20926233031746144	0.1513924876403014	0.0	4	1	3	False	0.9997275492196568
EGR1	0.12680181278124225	0.12748804806749836	0.3821106169202113	0.0	4	3	1	False	0.9997275492196568
EGR2	0.035731985395352425	0.035747204288314835	0.8064018553187671	0.0	4	2	2	False	0.9997275492196568
EGR3	0.16050901831257078	0.16190913138146243	0.2670020078336445	0.0	4	4	0	False	0.9997275492196568
EGR4	0.18345849961328944	0.1855593121184617	0.4664973306880349	0.5763925937164412	3	2	1	False	0.9997275492196568
EHBP1	-0.04347985971217634	-0.04350729036564858	0.7654963702090807	0.0	4	2	2	False	0.9997275492196568
EHBP1L1	0.008581874034799174	0.0085820847250033	0.9530828866913715	0.0	4	3	1	False	0.9997275492196568
EHD1	-0.1765268756027461	-0.17839556916932683	0.22132274501216775	0.0	4	1	3	False	0.9997275492196568
EHD2	0.11745263933609072	0.11799724542009184	0.4185448513093889	0.0	4	2	2	False	0.9997275492196568
EHD3	-0.10308683385149921	-0.10345434434081459	0.478171055595042	0.0	4	1	3	False	0.9997275492196568
EHD4	-0.3438979593876218	-0.35850663428231416	0.013979191217439122	0.0	4	1	3	False	0.9997275492196568
EHD4-AS1					1	0	1	False	
EHF	0.22173820744722303	0.22548346103074773	0.14554543292091027	0.09131031023622724	4	3	1	False	0.9997275492196568
EHHADH	-0.061452898724835545	-0.06153043259549169	0.6731480896365181	0.0	4	1	3	False	0.9997275492196568
EHHADH-AS1					0	0	0	False	
EHMT1	-0.03099364955433599	-0.031003579510036634	0.8316781050685389	0.0	4	2	2	False	0.9997275492196568
EHMT2	0.10898707242987651	0.10942169694907743	0.45315993633013274	0.0	4	4	0	False	0.9997275492196568
EHMT2-AS1					1	0	1	False	
EI24	0.006992662207963203	0.006992776185465433	0.9617640142290859	0.0	4	2	2	False	0.9997275492196568
EID1	-0.08227746900280364	-0.0824638881335254	0.5718398512643785	0.0	4	1	3	False	0.9997275492196568
EID2	0.01332271570293983	0.01332350402427605	0.9288749190159838	0.03539925085305571	4	1	3	False	0.9997275492196568
EID2B	0.07380686692436486	0.07394132650389745	0.6916457977084953	0.3409995531476632	4	3	1	False	0.9997275492196568
EID3	-0.08535552740816627	-0.08556372605359457	0.5574755049694982	0.0	4	2	2	False	0.9997275492196568
EIF1	0.09589930637225928	0.09619492429694411	0.5248696038592637	0.055768273685452854	4	1	3	False	0.9997275492196568
EIF1AD	-0.08303759482913282	-0.08322924310769901	0.5779988874476106	0.03890412794001111	4	2	2	False	0.9997275492196568
EIF1AX	0.15625002830869772	0.1575405523370714	0.28012275973720346	0.0	4	2	2	False	0.9997275492196568
EIF1AX-AS1	0.1192688921160168	0.11983930464175778	0.5571430651971665	0.0	2	2	0	False	0.9997275492196568
EIF1AY	-0.15627447815872547	-0.1575656141435798	0.3189915117469606	0.0	3	1	2	False	0.9997275492196568
EIF1B	-0.2154806970719748	-0.21891186786096695	0.1334113984946238	0.0	4	1	3	False	0.9997275492196568
EIF1B-AS1					1	1	0	False	
EIF2A	-0.17821465039816511	-0.18013816724292353	0.23826569019941934	0.07022620985142332	4	1	3	False	0.9997275492196568
EIF2AK1	0.11537803936330814	0.1158941422805584	0.5348499500030846	0.3430118343155616	4	2	2	False	0.9997275492196568
EIF2AK2	-0.09660267839320914	-0.0969048734976504	0.5064686672437433	0.0	4	1	3	False	0.9997275492196568
EIF2AK3	-0.22311638401256054	-0.22693337055489876	0.11976117535039404	0.0	4	1	3	False	0.9997275492196568
EIF2AK3-DT					1	1	0	False	
EIF2AK4	-0.023471730461801878	-0.02347604225242192	0.886900065597578	0.1824988074750858	4	2	2	False	0.9997275492196568
EIF2B1	-0.0781461934173075	-0.07830585394732217	0.6581298822218787	0.27602406032916355	4	1	3	False	0.9997275492196568
EIF2B2	0.007298986819700461	0.0072991164421923336	0.9600903365582036	0.0	4	3	1	False	0.9997275492196568
EIF2B3	-0.11361867054194544	-0.11411140146875988	0.434033378199147	0.0	4	2	2	False	0.9997275492196568
EIF2B4	-0.06553964215610544	-0.06563372538904352	0.6912875812213113	0.18435341578521583	4	2	2	False	0.9997275492196568
EIF2B5	0.1407900245910401	0.1417314857996539	0.41835243727505367	0.2625264776222417	4	2	2	False	0.9997275492196568
EIF2B5-IT1					0	0	0	False	
EIF2D	-0.15956039607839723	-0.16093557521496127	0.26988878140004335	0.0	4	1	3	False	0.9997275492196568
EIF2S1	0.038431529309961486	0.03845046699321497	0.7920857534130666	0.0	4	2	2	False	0.9997275492196568
EIF2S2	-0.0845635665138575	-0.08476600708142629	0.5611552223019038	0.0	4	2	2	False	0.9997275492196568
EIF2S3	-0.19457756137751814	-0.19709049424682917	0.2896312132596468	0.33902280279016495	4	1	3	False	0.9997275492196568
EIF2S3B	-0.01856662275600216	-0.018568756622888268	0.9275180514596771	0.0	2	1	1	False	0.9997275492196568
EIF2S3L					1	0	1	False	
EIF3A	0.07867187863447031	0.07883479107019628	0.5888770138056173	0.0	4	3	1	False	0.9997275492196568
EIF3B	0.255961442858117	0.26178189529493245	0.3135005935458015	0.6523510917071524	4	2	2	False	0.9997275492196568
EIF3C	-0.015859379304185094	-0.015860709154776404	0.9140440470348025	0.011353102244452497	4	2	2	False	0.9997275492196568
EIF3CL	-0.1943407686681032	-0.19684439546652086	0.1771773237962858	0.0	4	0	4	False	0.9997275492196568
EIF3D	-0.2114792329447903	-0.2147193275141775	0.14100965896027953	0.0	4	1	3	False	0.9997275492196568
EIF3E	-0.16750629442668644	-0.1690998599736472	0.26800701040293107	0.06941868767799575	4	1	3	False	0.9997275492196568
EIF3F	-0.15202652785963783	-0.15321425809870093	0.3449143320920406	0.15805145585199318	4	2	2	False	0.9997275492196568
EIF3G	-0.1455245132941356	-0.14656504323088246	0.31499349481966754	0.0	4	1	3	False	0.9997275492196568
EIF3H	-0.10814735754436525	-0.10857196637276312	0.6234152504197048	0.5226161952148191	4	2	2	False	0.9997275492196568
EIF3I	-0.02940665002031962	-0.0294151308983755	0.8970707581443654	0.5478907657179055	4	3	1	False	0.9997275492196568
EIF3J	-0.18177981999078768	-0.18382271700595232	0.20758818670862156	0.0	4	1	3	False	0.9997275492196568
EIF3J-AS1					1	1	0	False	
EIF3J-DT	-0.20126155134724732	-0.2040470162688081	0.31749340123885506	0.0	2	0	2	False	0.9997275492196568
EIF3K	-0.11055276286232703	-0.11100648350335515	0.44664386168471637	0.0	4	1	3	False	0.9997275492196568
EIF3L	-0.29843288720399075	-0.30779838976089074	0.21751350914780065	0.6237163955946357	4	1	3	False	0.9997275492196568
EIF3M	-0.21263859476789673	-0.21593327969372839	0.1387761366465727	0.0	4	0	4	False	0.9997275492196568
EIF4A1	-0.09539914718131383	-0.09569014700139553	0.5118121589517843	0.0	4	1	3	False	0.9997275492196568
EIF4A2	-0.05932162217901848	-0.05939135482170737	0.6838856198831432	0.0	4	2	2	False	0.9997275492196568
EIF4A3	0.25254078246686523	0.2581248239941714	0.07679135883156778	0.0	4	4	0	False	0.9997275492196568
EIF4B	-0.18178231143267506	-0.18382529358937935	0.3294514579023061	0.3541960490348372	4	1	3	False	0.9997275492196568
EIF4E	0.12675142314071214	0.1274368353197549	0.4211670352186043	0.12408145333958294	4	2	2	False	0.9997275492196568
EIF4E1B	-0.1579062700400326	-0.15923869366218682	0.4705988987243378	0.4423775434485869	3	1	2	False	0.9997275492196568
EIF4E2	-0.006330320346079228	-0.00633040490632795	0.9653834194207375	0.0	4	2	2	False	0.9997275492196568
EIF4E3	-0.18545854938731826	-0.18762981130558187	0.19832959859894783	0.0	4	1	2	False	0.9997275492196568
EIF4EBP1	0.13820604889251992	0.1390962271701527	0.340288338419269	0.0	4	4	0	False	0.9997275492196568
EIF4EBP2	-0.11889079455869729	-0.1194557685341138	0.41281637380737535	0.0	4	1	3	False	0.9997275492196568
EIF4EBP3	-0.24778515040351676	-0.25305169579439807	0.10950112957690022	0.0	3	0	3	False	0.9997275492196568
EIF4ENIF1	0.026684321963456395	0.026690658221574	0.8854429988667722	0.3333869440234614	4	2	2	False	0.9997275492196568
EIF4G1	0.14062032283490952	0.14155835643732348	0.5273282987793682	0.5342893534977053	4	2	2	False	0.9997275492196568
EIF4G2	-0.03139306074334139	-0.03140337972013926	0.8295406607422144	0.0	4	1	3	False	0.9997275492196568
EIF4G3	0.08045815956582285	0.08063245275488336	0.6871242987805891	0.42266958855529957	4	2	2	False	0.9997275492196568
EIF4H	0.09493721381902127	0.09522399166979306	0.5670903717398235	0.19353776395865582	4	2	2	False	0.9997275492196568
EIF5	0.02548149005431448	0.025487007301546648	0.8795967065129212	0.2089646974174738	4	2	2	False	0.9997275492196568
EIF5A	-0.09256088167695678	-0.09282658785563314	0.6095340707115071	0.3098556117675984	4	1	3	False	0.9997275492196568
EIF5A2	0.12520998527788615	0.12587053820946706	0.38817874041569356	0.0	4	3	1	False	0.9997275492196568
EIF5AL1	-0.21947636254307254	-0.22310590502211233	0.26614092085988383	0.425033117798142	4	2	2	False	0.9997275492196568
EIF5B	-0.01193955407246126	-0.011940121460549099	0.9347601514355816	0.0	4	2	2	False	0.9997275492196568
EIF6	0.18827772997190143	0.19055100118388296	0.19143293281762297	0.0	4	4	0	False	0.9997275492196568
