test_ligand	auroc	aupr	aupr_corrected	pearson	geneset	rank_aupr	rank_pearson	n_geneset	n_background	n_potential	spearman	mean_delta	p_sender	family	receptor_frac	z_activity	z_sender	z_receptor	priority
C5	0.457979799969486	0.0264981951587558	0.0174194632045959	0.0493754751483294	empirical_low	1.0	1.0	61.0	6719.0	286.0		0.02925358271416766	0.009394615729660225	other	0.1016949152542373	12.786405363046383	-0.384385569472775	-1.6671765983629003	10.734843195210708
APP	0.452562921962504	0.0141702895043874	0.0050915575502275	0.0157496755026912	empirical_low	2.0	11.0	61.0	6719.0	286.0		0.3254508419481284	4.752079594171518e-10	other	1.0	4.11697348464046	1.878208262107043	0.9864107175245981	6.981592464272102
CCL5	0.483542539727891	0.0132171858180699	0.00413845386391	0.0481430615500172	empirical_low	3.0	2.0	61.0	6719.0	286.0		-0.1206730532496412	1.1578664341441734e-05	core_ifn_recruit	0.6949152542372882	3.4467162882237123	-1.5296462737701122	0.08519238382695726	2.0022623982805574
LTB	0.537772875229609	0.0117812119329776	0.0027024799788178	0.0319270628784499	empirical_low	4.0	3.0	61.0	6719.0	286.0		-0.10285071207640467	0.0002746307534656576	other	0.4576271186440678	2.4368871959994873	-1.3935048411749367	-0.6157552090489858	0.4276271457755648
IL15	0.508167174704183	0.0113136605368456	0.0022349285826857	0.0199205225029096	empirical_low	5.0	7.0	61.0	6719.0	286.0		0.010264051940529045	0.062440982848689895	ext_ifn_recruit	0.9830508474576272	2.1080880396736523	-0.5294429386872962	0.9363430323191737	2.51498813330553
TNF	0.504909661248157	0.0110845392179724	0.0020058072638126	0.0210496907162052	empirical_low	6.0	6.0	61.0	6719.0	286.0		-0.022687806962121512	0.12026549352667248	other	0.9152542372881356	1.9469615903357633	-0.7811558440836783	0.7360722914974757	1.9018780377495608
HBEGF	0.440626092608931	0.0107947932372399	0.00171606128308	0.0188210017886484	empirical_low	7.0	8.0	61.0	6719.0	286.0		0.17176186718380257	1.2312477915085185e-09	other	1.0	1.7432016725987969	0.7042077761372525	0.9864107175245981	3.433820166260648
TNFSF12	0.496611989028376	0.0107216866770876	0.0016429547229277	0.0148954323963539	empirical_low	8.0	12.0	61.0	6719.0	286.0		-0.008226040861360374	0.9879556304709824	other	0.6779661016949152	1.691790479094054	-0.6706851974005958	0.03512469862153257	1.0562299803149906
FURIN	0.435381569811258	0.0107147916831704	0.0016360597290105	0.0159241701811066	empirical_low	9.0	10.0	61.0	6719.0	286.0		0.07115998036915643	1.957747193133451e-08	other	0.2033898305084746	1.6869416684571874	-0.06427066671125344	-1.3667704871303532	0.25590051461558083
ICAM1	0.468168455057165	0.0105165984750906	0.0014378665209307	0.0167261485572009	empirical_low	10.0	9.0	61.0	6719.0	286.0		0.34259154599817937	2.8607578097701024e-10	ext_ifn_recruit	0.9830508474576272	1.547564992127603	2.009142799964961	0.9363430323191737	4.493050824411738
ADAM17	0.475707764355969	0.0104017825052213	0.0013230505510614	0.0246347405644243	empirical_low	11.0	4.0	61.0	6719.0	286.0		0.08532570487601103	5.493714018733944e-08	other	0.9661016949152542	1.4668222238714	0.043938575237712656	0.886275347113749	2.3970361462228613
TNFSF9	0.473898034658187	0.0102191440273808	0.0011404120732209	0.0235471514801687	empirical_low	12.0	5.0	61.0	6719.0	286.0		0.023918946446294186	5.715768569673711e-05	ext_ifn_recruit	0.2542372881355932	1.3383841998950488	-0.42513582875818773	-1.2165674315140798	-0.3033190603772187
CRLF1	0.491638310131064	0.0101251310675132	0.0010463991133533	-0.0073829782286372	empirical_low	13.0	48.0	61.0	6719.0	286.0		0.05131090323139414	7.112220041374424e-05	other	0.7288135593220338	1.2722708653100572	-0.21589394509877913	0.18532775423780598	1.241704674449084
CCL3	0.488880626782041	0.0100215702937079	0.000942838339548	-0.0037824563976051	empirical_low	14.0	38.0	61.0	6719.0	286.0		-0.03643790862805575	0.015542555286149468	other	0.13559322033898305	1.199443160511561	-0.8861902231775249	-1.5670412279520514	-1.2537882906180153
S100A9	0.466521231699579	0.0100043672142732	0.0009256352601134	0.0131928223390791	empirical_low	15.0	14.0	61.0	6719.0	286.0		-0.02960637529663176	0.6670249731404518	other	0.9830508474576272	1.1873453290194598	-0.8340054554457524	0.9363430323191737	1.2896829058928811
COL4A2	0.447283928122968	0.0099444503586087	0.0008657184044489	0.0007860387622816	empirical_low	16.0	29.0	61.0	6719.0	286.0		-0.014704307507564636	0.518630664879808	other	0.9661016949152542	1.145209615694334	-0.7201714289441943	0.886275347113749	1.3113135338638888
