test_ligand	auroc	aupr	aupr_corrected	pearson	geneset	rank_aupr	rank_pearson	n_geneset	n_background	n_potential	spearman	mean_delta	p_sender	family	receptor_frac	z_activity	z_sender	z_receptor	priority
BMP3	0.405518269947795	0.0027258312581017	0.0006421878587863	-0.0008956757398076	a_priori_cytotoxicity	268.0	244.0	14.0	6719.0	286.0		0.06227512432165916	5.742039605927044e-07	other	0.1864406779661017	-0.5528105532596405	-0.132140371311265	-1.4168381723357777	-2.1017890969066833
BMP4	0.405699371471177	0.0022699260663526	0.0001862826670373	-0.0057566214124375	a_priori_cytotoxicity	273.0	264.0	14.0	6719.0	286.0		0.02367226268559432	0.0010382574583878684	other	0.1864406779661017	-0.5683615756830653	-0.42702019850811024	-1.4168381723357777	-2.412219946526953
BMP5	0.378736550548624	0.0040720268714334	0.0019883834721181	-0.0021185365950655	a_priori_cytotoxicity	226.0	252.0	14.0	6719.0	286.0		0.010743952988018036	0.0037106389791006222	other	0.1864406779661017	-0.5068915364374665	-0.5257770669887346	-1.4168381723357777	-2.4495067757619786
BMP7	0.397400660487912	0.0059760935027202	0.0038924501034048	0.0256990894217475	a_priori_cytotoxicity	177.0	92.0	14.0	6719.0	286.0		0.01922693601753385	2.784335788419412e-05	other	0.1864406779661017	-0.4419434213145831	-0.46097719299389067	-1.4168381723357777	-2.3197587866442513
C3	0.436177692553535	0.0071626814283339	0.0050790380290186	0.0193416722865314	a_priori_cytotoxicity	150.0	123.0	14.0	6719.0	286.0		0.19416378604193862	6.228997504800169e-07	other	0.9830508474576272	-0.4014686564456092	0.8753317208862954	0.9363430323191737	1.41020609675986
C4BPA	0.432054969638861	0.0095907035440537	0.0075070601447383	0.0265569264770207	a_priori_cytotoxicity	113.0	90.0	14.0	6719.0	286.0		0.14133848057570583	7.229262109831325e-05	other	0.1864406779661017	-0.3186483090368082	0.4718093837507935	-1.4168381723357777	-1.2636770976217924
C5	0.470959838073926	0.0238338574269062	0.0217502140275908	0.10330308747786	a_priori_cytotoxicity	53.0	22.0	14.0	6719.0	286.0		0.02925358271416766	0.009394615729660225	other	0.1016949152542373	0.16718867948880908	-0.384385569472775	-1.6671765983629003	-1.8843734883468664
CALR	0.359795461808882	0.0071742582288607	0.0050906148295453	0.0164209970594631	a_priori_cytotoxicity	149.0	142.0	14.0	6719.0	286.0		0.30507527573532983	2.2589793222298786e-09	other	0.9152542372881356	-0.40107376933346295	1.722563235048878	0.7360722914974757	2.057561757212891
CCL18	0.596772131671454	0.0124737965880018	0.0103901531886864	0.0358924170410323	a_priori_cytotoxicity	91.0	73.0	14.0	6719.0	286.0		-0.021003115572724686	0.027611336406186848	other	0.13559322033898305	-0.22030539610955022	-0.7682868109412953	-1.5670412279520514	-2.555633435002897
CCL2	0.508064344305956	0.0031561862680658	0.0010725428687505	0.0072933056034077	a_priori_cytotoxicity	258.0	200.0	14.0	6719.0	286.0		0.04159827086499826	0.21496609716428117	ext_ifn_recruit	0.13559322033898305	-0.5381310529356543	-0.29008687361352803	-1.5670412279520514	-2.395259154501234
CCL20	0.48862256311921	0.0158782494680676	0.0137946060687522	0.0264257950878934	a_priori_cytotoxicity	74.0	91.0	14.0	6719.0	286.0		0.05493152242792628	0.0037374723072366492	other	0.6949152542372882	-0.10417878900887056	-0.1882367321935699	0.08519238382695726	-0.2072231373754832
CCL3	0.563108554383726	0.0126829513980199	0.0105993079987045	0.033708459455447	a_priori_cytotoxicity	88.0	76.0	14.0	6719.0	286.0		-0.03643790862805575	0.015542555286149468	other	0.13559322033898305	-0.21317108134537593	-0.8861902231775249	-1.5670412279520514	-2.6664025324749523
CCL3L1	0.453680622137001	0.0196864918421061	0.0176028484427907	0.0344692152624728	a_priori_cytotoxicity	65.0	74.0	14.0	6719.0	286.0		-0.044692160681043855	0.00015273690223693848	other	0.13559322033898305	0.02572116305202602	-0.9492428652839939	-1.5670412279520514	-2.4905629301840193
CCL3L3	0.406285288164479	0.010658335538839	0.0085746921395236	0.0183077914967483	a_priori_cytotoxicity	109.0	129.0	14.0	6719.0	286.0		0.0046280049612333575	0.7621389999985695	other	0.13559322033898305	-0.28223115610380856	-0.5724956163617233	-1.5670412279520514	-2.4217680004175834
CCL4	0.467167359113672	0.11756940244816	0.115485759048845	0.203833586012638	a_priori_cytotoxicity	7.0	3.0	14.0	6719.0	286.0		-0.09960549423371604	0.0008493039518496315	ext_ifn_recruit	0.13559322033898305	3.3645279265048744	-1.3687152469295685	-1.5670412279520514	0.4287714516232546
CCL4L2	0.482326621923933	0.0276273726389703	0.025543729239655	0.121150051405699	a_priori_cytotoxicity	43.0	18.0	14.0	6719.0	286.0		-0.04760829478472221	0.0593945095097984	other	0.13559322033898305	0.2965862849429096	-0.9715186522109435	-1.5670412279520514	-2.2419735952200854
CCL5	0.539235112389468	0.0239430612081709	0.0218594178088556	0.0705994390824163	a_priori_cytotoxicity	50.0	41.0	14.0	6719.0	286.0		-0.1206730532496412	1.1578664341441734e-05	core_ifn_recruit	0.6949152542372882	0.1709136435425341	-1.5296462737701122	0.08519238382695726	-1.273540246400621
CCN1	0.484904655374472	0.0053824805810472	0.0032988371817318	0.0143697205542622	a_priori_cytotoxicity	191.0	156.0	14.0	6719.0	286.0		0.1566499639972477	6.67572021484375e-06	other	0.9830508474576272	-0.4621916835033888	0.5887708574373306	0.9363430323191737	1.0629222062531154
CCN2	0.436870139554702	0.0062345431332086	0.0041508997338932	0.012338185586933	a_priori_cytotoxicity	168.0	165.0	14.0	6719.0	286.0		0.10577751539334779	6.29425048828125e-05	other	0.9830508474576272	-0.4331276498081606	0.20016601785768068	0.9363430323191737	0.7033814003686938
CD2	0.44429530201341	0.0466398763323494	0.044556232933034	0.149935678113057	a_priori_cytotoxicity	32.0	11.0	14.0	6719.0	286.0		-0.09803314525078652	1.4130390834205047e-06	other	1.0	0.9451068032702398	-1.356704375799066	0.9864107175245981	0.5748131449957719
CD274	0.71238947480561	0.157605397313585	0.15552175391427	0.0975231612480779	a_priori_cytotoxicity	2.0	24.0	14.0	6719.0	286.0		0.009815998350871756	0.02821703133607961	ext_barrier	0.3389830508474576	4.730164170978958	-0.5328655337875938	-0.9662290054869573	3.231069631704407
CD320	0.407233407904545	0.0195716674885127	0.0174880240891973	0.0269668930056772	a_priori_cytotoxicity	66.0	88.0	14.0	6719.0	286.0		0.04016725169210405	0.004539164082759701	other	0.9661016949152542	0.021804480088544197	-0.30101815353771333	0.886275347113749	0.6070616736645799
CD38	0.528667305848516	0.0231855653289805	0.0211019219296651	0.0477353471541073	a_priori_cytotoxicity	55.0	62.0	14.0	6719.0	286.0		0.0014423444487185273	0.1272850958100391	other	0.3389830508474576	0.14507529904430191	-0.596830263629442	-0.9662290054869573	-1.4179839700720973
CD40	0.477436880792591	0.0037206212238923	0.0016369778245769	0.0230181145636878	a_priori_cytotoxicity	241.0	104.0	14.0	6719.0	286.0		0.025625236523507292	0.0042272964371133275	other	0.288135593220339	-0.5188780573271867	-0.4121018073983251	-1.1164320611032308	-2.047411925828743
CD44	0.430329178651331	0.0062615428672489	0.0041778994679335	0.0091278846650471	a_priori_cytotoxicity	167.0	187.0	14.0	6719.0	286.0		-0.014333438475298728	0.8919291372386696	other	0.15254237288135594	-0.4322066831749963	-0.7173384318162026	-1.5169735427466267	-2.6665186577378255
CD47	0.420443166080749	0.0884792948446435	0.0863956514453282	0.129793473495077	a_priori_cytotoxicity	15.0	14.0	14.0	6719.0	286.0		0.28894192504200594	5.231967989188721e-10	ext_barrier	0.423728813559322	2.3722582094028417	1.5993236755207616	-0.7158905794598348	3.2556913054637686
CD48	0.477639288377541	0.0901664728015482	0.0880828294022328	0.155492173333199	a_priori_cytotoxicity	14.0	9.0	14.0	6719.0	286.0		-0.10996069933572125	1.9078058509150748e-07	other	0.9830508474576272	2.4298082060139277	-1.4478166648465864	0.9363430323191737	1.918334573486515
CD55	0.379578139980821	0.005041800911156	0.0029581575118406	0.0024471739827198	a_priori_cytotoxicity	206.0	230.0	14.0	6719.0	286.0		0.48067272866748684	3.252273784253618e-11	other	0.9491525423728814	-0.4738123390290661	3.0639183673446886	0.8362076619083247	3.426313690223947
CD58	0.397198252902946	0.0864526911932071	0.0843690477938917	0.156126302952785	a_priori_cytotoxicity	16.0	7.0	14.0	6719.0	286.0		0.023856228441957138	0.017071675732773784	other	0.9830508474576272	2.30313033063055	-0.42561491951719405	0.9363430323191737	2.8138584434325296
CD59	0.400031959092357	0.0056287094631955	0.0035450660638802	0.0084253392318241	a_priori_cytotoxicity	185.0	190.0	14.0	6719.0	286.0		0.3417734464676796	6.295527868771217e-11	other	0.9830508474576272	-0.45379276430509047	2.0028934951735717	0.9363430323191737	2.485443763187655
CD82	0.385277511451999	0.011524344187883	0.0094407007885676	0.0165717872217908	a_priori_cytotoxicity	99.0	141.0	14.0	6719.0	286.0		0.09159935659071727	2.3007803558680394e-06	other	0.9830508474576272	-0.2526914180971015	0.09186179271746099	0.9363430323191737	0.7755134069395332
CD9	0.427687227016086	0.023924326939752	0.0218406835404366	0.0792549153359628	a_priori_cytotoxicity	52.0	34.0	14.0	6719.0	286.0		0.6206899395901351	3.602332107739981e-11	other	0.23728813559322035	0.1702746136882071	4.133482881776465	-1.2666351167195042	3.0371223787451678
CD99	0.409065729199951	0.0076978026597982	0.0056141592604829	0.0076753321935685	a_priori_cytotoxicity	141.0	193.0	14.0	6719.0	286.0		0.09719522017824414	0.01604877972226708	other	1.0	-0.38321555816912917	0.13460751719933264	0.9864107175245981	0.7378026765548016
CDH1	0.33592201981463	0.0038068662190463	0.0017232228197309	-0.0049717490515171	a_priori_cytotoxicity	236.0	263.0	14.0	6719.0	286.0		0.3819396279507499	3.252273784253618e-11	core_barrier	0.8983050847457628	-0.5159362223188975	2.3097152216701233	0.6860046062920513	2.479783605643277
CEACAM1	0.528816448279537	0.0095995605219055	0.0075159171225901	0.0279380058543981	a_priori_cytotoxicity	112.0	85.0	14.0	6719.0	286.0		0.06954405373536036	2.4391723019487725e-09	ext_barrier	0.4745762711864407	-0.31834619565080197	-0.07661441912600672	-0.5656875238435612	-0.9606481386203699
CEACAM5	0.429178651326297	0.0190207500615792	0.0169371066622638	0.0339884530939984	a_priori_cytotoxicity	67.0	75.0	14.0	6719.0	286.0		0.2298973933359541	8.618440237217538e-10	other	0.8813559322033898	0.0030125702468701636	1.1482938666287468	0.6359369210866266	1.7872433579622435
CEACAM6	0.348535208266746	0.0042119685176089	0.0021283251182936	-0.0034724435107346	a_priori_cytotoxicity	222.0	256.0	14.0	6719.0	286.0		0.5903855754438743	3.892994595580846e-11	other	0.4915254237288136	-0.5021180973167199	3.9019936790586267	-0.5156198386381368	2.88425574310377
CFH	0.355299882816657	0.0051884367435352	0.0031047933442198	-0.0015156347494898	a_priori_cytotoxicity	198.0	249.0	14.0	6719.0	286.0		0.11096233991300392	1.4175255581963745e-09	other	0.7457627118644068	-0.4688105598024283	0.23977189404417007	0.2353954394432307	0.00635677368497245
CLCF1	0.631032278683283	0.0065597995593408	0.0044761561600254	0.030712189707431	a_priori_cytotoxicity	155.0	80.0	14.0	6719.0	286.0		0.07242185462186755	2.528984677797775e-10	other	0.7288135593220338	-0.4220330843860375	-0.05463145226410561	0.18532775423780598	-0.29133678241233707
CLEC11A	0.445147544476402	0.0064403256227506	0.0043566822234352	0.0163207611957896	a_priori_cytotoxicity	163.0	143.0	14.0	6719.0	286.0		0.009121112585064546	0.04878938916963894	other	0.9661016949152542	-0.4261083656079981	-0.5381736323548603	0.886275347113749	-0.0780066508491093
CLEC2B	0.39691062107169	0.0822035634868931	0.0801199200875778	0.054325845905967	a_priori_cytotoxicity	17.0	53.0	14.0	6719.0	286.0		-0.04019705590185967	0.10789676109784531	other	0.9661016949152542	2.158191686726573	-0.9149056253919343	0.886275347113749	2.129561408448388
CLEC2D	0.42572706935123	0.0040847694197577	0.0020011260204423	0.0075186934547272	a_priori_cytotoxicity	225.0	195.0	14.0	6719.0	286.0		-0.052308640211955845	0.00025146003464748904	other	0.9661016949152542	-0.5064568854216248	-1.0074236858951102	0.886275347113749	-0.6276052242029861
COL16A1	0.416032811334811	0.0059759113880034	0.003892267988688	0.0118588117869918	a_priori_cytotoxicity	178.0	170.0	14.0	6719.0	286.0		0.017047239253754388	8.474664895414843e-05	other	0.9661016949152542	-0.441949633286054	-0.4776274768796926	0.886275347113749	-0.03330176305199761
COL17A1	0.412155108128257	0.0075363179267492	0.0054526745274338	0.0175677426415632	a_priori_cytotoxicity	143.0	135.0	14.0	6719.0	286.0		0.056226452905442245	3.785571607295424e-07	other	0.9661016949152542	-0.38872383653519327	-0.17834500760999414	0.886275347113749	0.31920650296856157
COL18A1	0.452295728134651	0.0094888758864122	0.0074052324870968	0.0212448075227876	a_priori_cytotoxicity	115.0	114.0	14.0	6719.0	286.0		0.04623612345743251	0.0030883287240153537	other	0.9661016949152542	-0.32212167195516606	-0.25465921066162506	0.886275347113749	0.30949446449695794
COL1A1	0.404410354745923	0.0038644289255087	0.0017807855261933	0.0053210005833098	a_priori_cytotoxicity	232.0	210.0	14.0	6719.0	286.0		0.15151371371161323	1.0419775908869366e-06	other	1.0	-0.5139727462384526	0.5495360304717399	0.9864107175245981	1.0219740017578856
COL1A2	0.347896026419508	0.0043605880841207	0.0022769446848053	-0.0044080707805476	a_priori_cytotoxicity	220.0	261.0	14.0	6719.0	286.0		-0.023535146795374662	0.04255328044223461	other	1.0	-0.49704865249965896	-0.7876285099176863	0.9864107175245981	-0.2982664448927471
COL21A1	0.373548524555233	0.0051486473901359	0.0030650039908206	0.0031761095529268	a_priori_cytotoxicity	203.0	227.0	14.0	6719.0	286.0		0.03989761403069612	4.945666454148068e-08	other	0.9661016949152542	-0.47016778305437407	-0.30307786371545437	0.886275347113749	0.11302970034392057
COL27A1	0.433471822733555	0.0140259995551309	0.0119423561558156	0.0238461368524946	a_priori_cytotoxicity	81.0	98.0	14.0	6719.0	286.0		0.026591906297957463	1.3928350319606666e-06	other	0.9661016949152542	-0.16735942491994812	-0.4047176031200606	0.886275347113749	0.3141983190737403
COL28A1	0.403004154682003	0.005066081552746	0.0029824381534306	0.0065773451390825	a_priori_cytotoxicity	204.0	206.0	14.0	6719.0	286.0		0.022754074090663046	1.2841054282120012e-06	other	0.9661016949152542	-0.47298412121392636	-0.43403406439090514	0.886275347113749	-0.020742838491082494
COL3A1	0.372909342707997	0.0053676487725849	0.0032840053732695	0.0042126861521175	a_priori_cytotoxicity	193.0	216.0	14.0	6719.0	286.0		-0.026471605091101733	0.02333608386106789	other	0.9661016949152542	-0.46269759962400225	-0.8100595494343465	0.886275347113749	-0.3864818019445997
COL4A1	0.458911260253544	0.0058177295871021	0.0037340861877868	0.013559904931367	a_priori_cytotoxicity	182.0	162.0	14.0	6719.0	286.0		-0.013727730646163188	0.35160549916327	other	0.9661016949152542	-0.44734524793864294	-0.7127115463362828	0.886275347113749	-0.2737814471611768
COL4A2	0.405251944178111	0.0064508612083831	0.0043672178090677	0.0102684713951712	a_priori_cytotoxicity	162.0	181.0	14.0	6719.0	286.0		-0.014704307507564636	0.518630664879808	other	0.9661016949152542	-0.425748994555902	-0.7201714289441943	0.886275347113749	-0.25964507638634715
COL4A3	0.427602002769782	0.0108288543237482	0.0087452109244327	0.0234328581054413	a_priori_cytotoxicity	108.0	102.0	14.0	6719.0	286.0		0.03418314054608908	0.00033974334974828935	other	0.9830508474576272	-0.2764147243199027	-0.3467296263632158	0.9363430323191737	0.31319868163605524
COL4A4	0.434931287951418	0.0088759697011149	0.0067923263017996	0.0196288883235816	a_priori_cytotoxicity	121.0	120.0	14.0	6719.0	286.0		0.042529770807968936	4.178446689423964e-07	other	0.9830508474576272	-0.343028031442864	-0.28297132490611193	0.9363430323191737	0.31034367597019785
COL4A5	0.391978267817184	0.0086075127550805	0.0065238693557651	0.0130471218387239	a_priori_cytotoxicity	123.0	164.0	14.0	6719.0	286.0		0.022255189074911873	4.043553758492635e-06	other	0.9830508474576272	-0.352185154597112	-0.43784495096772724	0.9363430323191737	0.14631292675433438
COL5A1	0.4167998295515	0.0048651024605365	0.0027814590612212	0.0095834571346135	a_priori_cytotoxicity	210.0	182.0	14.0	6719.0	286.0		-0.0005500323830744512	0.16682579851931223	other	0.9661016949152542	-0.479839560516115	-0.612049646622573	0.886275347113749	-0.2056138600249391
COL6A1	0.396931927133269	0.0053693095927855	0.0032856661934701	0.0083268129439753	a_priori_cytotoxicity	192.0	191.0	14.0	6719.0	286.0		0.04954815710537247	0.0005560500154239693	other	0.9661016949152542	-0.46264094869602806	-0.22935922334508288	0.886275347113749	0.19427517507263803
COL6A2	0.412282944497701	0.0093682496550599	0.0072846062557446	0.014637317733507	a_priori_cytotoxicity	116.0	154.0	14.0	6719.0	286.0		0.02672577614029151	0.3149985654860794	other	0.9661016949152542	-0.32623625819493857	-0.4036949971706236	0.886275347113749	0.15634409174818686
COL7A1	0.474219665494831	0.0077891963217011	0.0057055529223857	0.0189160845707231	a_priori_cytotoxicity	139.0	127.0	14.0	6719.0	286.0		0.010858864538388475	0.0014597478927206094	other	0.9661016949152542	-0.380098101050124	-0.5248992797812572	0.886275347113749	-0.018722033717632147
COL8A1	0.367082134867366	0.0062330041877113	0.0041493607883959	0.0038057175017797	a_priori_cytotoxicity	169.0	219.0	14.0	6719.0	286.0		0.019990613991802107	0.02217577182959173	other	0.9661016949152542	-0.433180143564253	-0.4551436039918807	0.886275347113749	-0.0020484004423846347
COL9A2	0.384126984126975	0.00501638040028	0.0029327370009646	0.0050701748455593	a_priori_cytotoxicity	208.0	213.0	14.0	6719.0	286.0		0.036052411640695496	0.0004385906731231093	other	0.9661016949152542	-0.474679438026406	-0.33245062439288964	0.886275347113749	0.07914528469445337
COL9A3	0.400213060615738	0.0072217332846984	0.0051380898853831	0.0109359648049675	a_priori_cytotoxicity	148.0	177.0	14.0	6719.0	286.0		0.007441871097302165	0.05874923437924505	other	0.9661016949152542	-0.399454385147346	-0.5510010347480166	0.886275347113749	-0.06418007278161364
COPA	0.390806434430592	0.0038383024573906	0.0017546590580753	0.0007937480823323	a_priori_cytotoxicity	234.0	239.0	14.0	6719.0	286.0		0.16037395149543818	7.699600184405373e-11	other	1.0	-0.514863925586486	0.617217680895716	0.9864107175245981	1.0887644728338282
CRB3	0.407766059443909	0.0063688082083231	0.0042851648090078	0.009050416511498	a_priori_cytotoxicity	164.0	188.0	14.0	6719.0	286.0		0.1718451175869574	1.2687102204033072e-10	other	0.175	-0.428547839725762	0.7048437099373889	-1.4506338598494393	-1.1743379896378123
CRLF1	0.670629594119518	0.0167533491628931	0.0146697057635777	0.0550144751499109	a_priori_cytotoxicity	72.0	52.0	14.0	6719.0	286.0		0.05131090323139414	7.112220041374424e-05	other	0.7288135593220338	-0.07432895350961659	-0.21589394509877913	0.18532775423780598	-0.10489514437058975
CTF1	0.454713966123363	0.0231808719709471	0.0210972285716317	0.0663874671635456	a_priori_cytotoxicity	56.0	45.0	14.0	6719.0	286.0		0.028300947617180078	5.740115415832554e-09	other	0.5932203389830508	0.144915207610075	-0.391662565552229	-0.21521372740558992	-0.46196108534774394
CTSD	0.424576542026203	0.006328218828612	0.0042445754292966	0.0113665956050823	a_priori_cytotoxicity	165.0	175.0	14.0	6719.0	286.0		0.47429967899411674	3.4229262805702844e-11	other	0.288135593220339	-0.4299323520442558	3.0152358679974234	-1.1164320611032308	1.4688714548499366
CX3CL1	0.45651432832641	0.013294625386876	0.0112109819875606	0.0774560877614245	a_priori_cytotoxicity	84.0	35.0	14.0	6719.0	286.0		0.07138718618583009	1.560595177990731e-07	other	0.9661016949152542	-0.19230675233864727	-0.06253508522533957	0.886275347113749	0.6314335095497622
CXADR	0.365004793863846	0.0081888816815559	0.0061052382822406	0.0072448521342766	a_priori_cytotoxicity	131.0	202.0	14.0	6719.0	286.0		0.2383228366189779	4.197559903814216e-11	other	0.7457627118644068	-0.3664647489718697	1.2126542055792078	0.2353954394432307	1.0815848960505687
CXCL14	0.444423138382872	0.0217974090907571	0.0197137656914417	0.0512711568297556	a_priori_cytotoxicity	60.0	57.0	14.0	6719.0	286.0		0.0876826369049358	2.0661705590896418e-07	other	1.0	0.09772499644078614	0.061942725187951825	0.9864107175245981	1.146078439153336
CXCL16	0.48329604772558	0.0152824143989776	0.0131987709996622	0.0235435496233917	a_priori_cytotoxicity	76.0	101.0	14.0	6719.0	286.0		0.13663991330177308	2.4082673851606977e-10	ext_ifn_recruit	0.5084745762711864	-0.12450284911561033	0.43591793303731524	-0.4655521534327124	-0.15413706951100747
CXCL2	0.473463300308939	0.008373540878731	0.0062898974794157	0.0228837202005849	a_priori_cytotoxicity	126.0	105.0	14.0	6719.0	286.0		0.5412234687152431	4.315246298349191e-10	other	0.13559322033898305	-0.36016598473769845	3.5264538117440276	-1.5670412279520514	1.599246599054278
DEFB1	0.367593480345151	0.0781893150782231	0.0761056716789077	0.139144793101974	a_priori_cytotoxicity	20.0	13.0	14.0	6719.0	286.0		0.06164224503735986	0.00442322262927064	other	0.288135593220339	2.021264825295272	-0.13697481430541567	-1.1164320611032308	0.7678579498866256
DLL3	0.635623734952595	0.0223354827924669	0.0202518393931515	0.0629623506667811	a_priori_cytotoxicity	58.0	46.0	14.0	6719.0	286.0		0.016380350900633313	0.1497779752334054	other	0.2033898305084746	0.11607880410119786	-0.4827217086022499	-1.3667704871303532	-1.7334133916314052
DUSP18	0.500372856077551	0.0312890664480255	0.0292054230487101	0.0520177146429384	a_priori_cytotoxicity	40.0	55.0	14.0	6719.0	286.0		0.04240410719791833	1.572735144070005e-08	other	1.0	0.4214874344864787	-0.283931245027216	0.9864107175245981	1.1239669069838607
EDIL3	0.523383402578033	0.0085421452685268	0.0064585018692115	0.0273032081970814	a_priori_cytotoxicity	124.0	86.0	14.0	6719.0	286.0		0.030700157240574785	0.08977278221064691	other	0.9661016949152542	-0.35441485337561945	-0.37333546519823146	0.886275347113749	0.15852502853989803
