cohort	n_matrix	n_CLDN4_Q4	n_CLDN4_Q4_and_IFNG_Q4	n_CLDN4_Q4_and_CD274_Q4	n_CLDN4_Q4_and_IFNG_or_CD274_Q4	n_CLDN4_Q4_and_IFN_Q1	n_CLDN4_Q4_and_IFN_below_median	n_overlap_combo_and_IFN_Q1	n_CLDN4_Q4_neither	frac_Q4_combo	frac_Q4_IFN_low	CLDN4_vs_IFN_rho	CLDN4_vs_IFN_p	CLDN4_vs_CD274_rho	CLDN4_vs_CD274_p	IFN_Q4_overlap_OR	IFN_Q4_overlap_p	CD274_Q4_overlap_OR	CD274_Q4_overlap_p	TACSTD2_gate	dual_high
GSE285029	234	59	25	19	32	9	22	0	18	0.5423728813559322	0.15254237288135594	0.20352754685378213	0.001750911561898865	0.16697477567788896	0.010511517152007823	3.0493079584775087	0.0008536204046737195	1.603125	0.16747524432661498	False	False
GSE218989	355	89	25	39	44	22	41	5	28	0.4943820224719101	0.24719101123595505	0.05487047059479548	0.3025550950953925	0.14769364841246024	0.0052992973477591545	1.23291015625	0.4807409294114346	3.3696	8.040178142364142e-06	False	False
GSE126044	16	4	1	0	1	2	3	0	1	0.25	0.5	-0.4852941176470588	0.056717714281911955	-0.6352941176470589	0.008182064616334002	1.0	1.0	0.0	0.5164835164835163	False	False
GSE166449	22	6	1	1	1	1	3	0	4	0.16666666666666666	0.16666666666666666	-0.14285714285714288	0.5259420073570243	-0.019762845849802372	0.9304384215377666	0.44	0.6341120180129469	0.44	0.6341120180129469	False	False
