Sample,Sample_Origin,tacstd2,LGALS1,LGALS3,LGALS9,NECTIN2,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
BRONCHO_11,mLN,1.056243289448341,1.5930234606988163,2.1075894985421937,0.7727840165948991,0.565761645007094,0.1821298849309846,0.15255964575006467,0.019069955718758084,0.0,0.7648620680260794,0.020487108785023012,0.13259155428355313,1.9011807724952965,1.8059599708830327
BRONCHO_58,tL/B,1.7979342704842352,1.9579864774889755,1.9329182217159073,0.31645197303352673,1.027228169725985,0.2662877534467122,0.09959430641624731,0.021061548197545858,0.012936179462147233,1.0469633326733951,0.025872358924294465,0.3508989836042558,2.3203214701330053,1.426353336223562
EBUS_06,tL/B,1.7192006291648692,0.14403341991961777,1.861685259999753,0.009935499215446095,0.8274980559599231,0.10595090160057505,0.1628016221955648,0.08757643149926136,0.04227838370289109,1.2625404323154827,0.005844411303203586,0.0005844411303203586,1.7559657989897826,1.3552293035869711
EBUS_10,mLN,1.7169791534023737,3.3223209846592954,2.7311186542747867,0.28827452338218185,0.5453491675549157,0.20755480752206334,0.549588746676866,0.013220790909862716,0.00944342207847337,2.1314382613011054,0.013220790909862716,0.18862135446074893,2.4400849116559007,1.9049734855942486
EBUS_12,mLN,3.4289526627484825,1.8767052652352085,3.354556631967817,1.85404237875027,1.3854459252467686,0.7513631101660949,0.2713528875101786,0.6852434848901016,0.0026970707414783863,2.584551631275276,0.14523624804653315,0.2072249295494903,3.182847712691052,2.3549040610356684
EBUS_13,mLN,0.0,1.9385645544555898,0.1852904140328284,0.09680053855342104,0.6120231172693954,0.10678303316845163,0.4793456205092217,0.03380908330157389,0.0323543900292817,0.17509439048666559,0.04486994256582833,0.023793550069525844,0.14631595611961765,0.0018434765440424076
EBUS_15,mLN,1.3513616163921627,2.5798310867714096,1.6934487827061986,0.34649798412422195,0.8226048257632214,0.35600230128408006,0.41546815837008444,0.25952550541852343,0.032239170490553797,0.9514912573893405,0.016245637044373717,0.05165250369202255,1.770406839926488,1.1294928392821784
EBUS_19,mLN,2.4131481619459585,3.347296811945075,1.840821796578331,0.9818329051216107,1.1133485282357356,0.23456671560694076,0.5831280633806947,0.03754777479227625,0.04152494630082621,1.459985263881781,0.005062729440866866,0.02555381310820075,2.157948833219011,2.4779035334230057
EBUS_28,tL/B,1.3850455956551395,1.346346114848324,1.0873814874663636,0.28562375773377,0.35758163072955607,0.058443746494553896,0.1529674170686238,0.08567799076898602,0.0005975406728965046,1.3681459786790637,0.0012824660673680446,0.010332960882390649,1.2932270602512108,2.197978326433922
EBUS_49,tL/B,0.7008290774344536,0.5680174035282551,1.7000507267632088,0.033957903604455185,0.17690294097154197,0.033957903604455185,0.23125175685417976,0.029229864124343894,0.006080238425964432,0.2373200687931614,0.006080238425964432,0.0,1.246609826195557,0.951210732895075
EBUS_51,mLN,1.5722651079623844,1.2827796125499948,1.816690638176448,0.7101292445946169,0.5978387628777373,0.10924718335677545,0.0321004145992264,0.010094728806908067,0.02832451556115666,0.861211918589034,0.059437761813718855,0.09255711284873028,2.111340484039423,1.581328884787959
NS_02,mBrain,0.011488627302098542,1.1200916136004375,1.9029262375590916,0.13822632892085857,0.29596317130755745,0.08172186112194264,0.1758710182575606,0.007659084868065694,0.19314139300457128,0.5347552909625196,0.029046935757059567,0.03287647819109241,1.0470591564283709,1.126727726322637
NS_03,mBrain,0.8384568082144717,1.5319001545035287,3.7566724252021837,0.1410269329409549,0.4020697813847825,0.13470972771799666,0.3373514598166287,0.0406481112312231,0.008325165826032589,0.5569077894904036,0.0028104013955618868,0.08398512272260379,2.303313420153628,2.264933208146411
NS_04,mBrain,1.103156427846967,1.9766574099356762,2.043513294025151,0.8411418616778039,0.6513444964828239,0.3955769183758784,0.20970040157230604,0.0011279856477785929,0.0022559712955571858,0.7784762724061652,0.03374465118903184,0.045172857184144016,2.5484602075669414,1.9523515591538418
NS_06,mBrain,1.5272776895235645,1.860031082402745,1.859482074055567,0.05499214688515465,0.5332404969202228,0.0770714416291102,0.2741831618819471,0.22862185040943864,0.0,0.8372877865362943,0.025053512550359466,0.11755789207660297,1.399224381937753,1.4345119182663673
NS_07,mBrain,0.9870712529874577,1.4802063019626712,1.5642437609045483,0.0042066489031633335,0.21134764902304806,0.049320127384978193,0.04583543442166101,0.008029261293792708,0.006728597681195279,0.30954286987488144,0.022505520746020535,0.0006784917585747312,1.3175473913516655,1.5931307483262624
NS_12,mBrain,1.031405834444343,0.8268672139821005,2.084673247554067,0.12305377116798621,0.7272393133184354,0.14658732832291327,0.26279841152806815,0.011282415961921767,0.0027124222647311983,1.1262277629210478,0.0046850930027175245,0.003596416092475062,1.80503079152896,1.728830943634575
NS_13,mBrain,0.8061071751409878,0.19397021636736803,0.6133818628984126,0.07858618323167436,0.3186728471252876,0.03879968245903952,0.13031862251067358,0.09712988259248384,0.011366139798798209,0.4772260046218925,0.0010253656517158953,0.006152193910295372,1.0118423824989622,0.9959480312401604
