sample,origin,n_cells,tumor_frac,epithelial_frac,cd8_frac,nk_frac,t_frac,immune_frac,cd8_among_immune,nk_among_immune,tacstd2_all,tacstd2_malignant,tacstd2_epithelial,n_malignant,n_epithelial
BRONCHO_11,mLN,3178,0.06387665198237885,0.06419131529263687,0.048772813089993705,0.005034612964128383,0.24638137193203272,0.9317180616740088,0.05234718000675447,0.005403579871664978,0.07797553035259502,1.0562432894483411,1.0510656262647708,203,204
BRONCHO_58,tL/B,2813,0.16352648418059013,0.1766797013864202,0.19658727337362247,0.03341628154994668,0.5015997156061145,0.7902595094205475,0.24876293297345928,0.04228520017993702,0.3631895287472576,1.7979342704842347,1.777904000458838,460,497
EBUS_06,tL/B,2303,0.5149804602692141,0.5197568389057751,0.07381676074685194,0.03690838037342597,0.2214502822405558,0.47850629613547546,0.1542649727767695,0.07713248638838476,0.9331966911411242,1.7192006291648692,1.7104358788930176,1186,1197
EBUS_10,mLN,5144,0.0713452566096423,0.07776049766718507,0.06201399688958009,0.010303265940902022,0.29082426127527217,0.9197122861586314,0.067427605157472,0.01120270555907842,0.1579651305470473,1.716979153402374,1.7402440134938169,367,400
EBUS_12,mLN,3115,0.08250401284109149,0.0841091492776886,0.01059390048154093,0.011235955056179775,0.09823434991974318,0.9104333868378812,0.0116361071932299,0.01234132581100141,0.41778220549395995,3.4289526627484825,3.3709417728069284,257,262
EBUS_13,mLN,3550,0.10591549295774648,0.10732394366197183,0.05154929577464789,0.0030985915492957746,0.32366197183098594,0.8918309859154929,0.05780164245104232,0.003474415666456096,0.000309468250329045,0.0,0.0,376,381
EBUS_15,mLN,1105,0.2316742081447964,0.23800904977375564,0.10316742081447963,0.09683257918552036,0.29592760180995475,0.7574660633484163,0.13620071684587814,0.12783751493428913,0.3880902098683394,1.3513616163921625,1.3180293573268198,256,263
EBUS_19,mLN,2112,0.10274621212121213,0.10795454545454546,0.203125,0.09990530303030302,0.5568181818181818,0.890625,0.22807017543859648,0.11217437533227007,0.2961393179845334,2.4131481619459594,2.310663179704478,217,228
EBUS_28,tL/B,5182,0.8954071786954844,0.9197221150135083,0.007912003087610961,0.004438440756464685,0.04303357776920108,0.07661134697028174,0.10327455919395466,0.05793450881612091,1.2877860457134966,1.3850455956551395,1.3913712750289726,4640,4766
EBUS_49,tL/B,1775,0.06422535211267606,0.06873239436619719,0.2084507042253521,0.11492957746478873,0.443943661971831,0.8963380281690141,0.23255813953488372,0.12822124450031427,0.06684293995366032,0.7008290774344536,0.7452486163553218,114,122
EBUS_51,mLN,3275,0.39236641221374047,0.4015267175572519,0.02900763358778626,0.08793893129770992,0.1969465648854962,0.5978625954198473,0.04851889683350358,0.1470888661899898,0.6635278439187025,1.5722651079623844,1.5670723553418684,1285,1315
EFFUSION_06,PE,4884,0.0,0.04668304668304668,0.22686322686322685,0.04688779688779689,0.5432022932022932,0.9387796887796888,0.2416575790621592,0.04994547437295529,0.1156493617516446,,1.7715709373379687,0,228
EFFUSION_11,PE,2943,0.0,0.027522935779816515,0.4294937138973836,0.02378525314305131,0.6078831124702684,0.9296636085626911,0.4619883040935672,0.025584795321637425,0.05014827333624807,,1.2026913976051523,0,81
EFFUSION_12,PE,4224,0.0,0.005918560606060606,0.1181344696969697,0.033854166666666664,0.4258996212121212,0.9791666666666666,0.12064796905222437,0.034574468085106384,0.03632712489676027,,2.9629556817417857,0,25
EFFUSION_13,PE,4441,0.0,0.01058320198153569,0.1287998198603918,0.009682503940553928,0.68543120918712,0.9849133078135555,0.13077274805669867,0.009830818472793781,0.0037759107308333786,,0.0,0,47
EFFUSION_64,PE,3812,0.0,0.003934942287513116,0.06636935991605457,0.008394543546694649,0.7054039874081847,0.993704092339979,0.06678986272439282,0.008447729672650475,0.015839473933275967,,1.3956815908579114,0,15
LN_01,nLN,3626,0.0,0.0,0.04495311638168781,0.007170435741864313,0.6616105901820187,0.9947600661886377,0.045189908511228165,0.007208206265594677,0.0007646411258245397,,,0,0
LN_02,nLN,3178,0.0,0.0,0.04719949653870359,0.006922592825676526,0.7413467589679044,0.9955947136563876,0.04740834386852086,0.00695322376738306,0.0018724488837595114,,,0,0
LN_03,nLN,3013,0.0,0.0,0.08164619980086293,0.014603385330235646,0.7407899103883173,0.9863923000331896,0.08277254374158816,0.014804845222072678,0.0003646240586352837,,,0,0
LN_04,nLN,3092,0.0,0.0,0.04204398447606727,0.003234152652005175,0.7367399741267788,0.9948253557567918,0.04226267880364109,0.003250975292587776,0.0003553079846921442,,,0,0
LN_05,nLN,3087,0.0,0.0,0.08940719144800778,0.012633624878522837,0.673469387755102,0.9964366699060576,0.08972691807542263,0.012678803641092327,0.00044907494691282494,,,0,0
LN_06,nLN,2936,0.0,0.0,0.03508174386920981,0.003746594005449591,0.7482970027247956,0.989100817438692,0.03546831955922865,0.003787878787878788,0.00047217110392366846,,,0,0
LN_07,nLN,5713,0.0,0.0,0.0936460703658323,0.008401890425345704,0.7715736040609137,0.9954489760196044,0.094074204325655,0.008440302444170916,0.0009706244432836622,,,0,0
LN_08,nLN,4395,0.0,0.0,0.11945392491467577,0.004323094425483504,0.618202502844141,0.9970420932878271,0.11980830670926518,0.00433591967138293,0.00047313800720815373,,,0,0
LN_11,nLN,3788,0.0,0.0,0.06230200633579725,0.01504751847940866,0.6929778247096093,0.9947201689545935,0.06263269639065817,0.015127388535031847,0.0007319400005912833,,,0,0
LN_12,nLN,4618,0.0,0.0,0.049155478562148115,0.0067128627111303595,0.43915114768297964,0.9863577306193158,0.04983534577387486,0.006805708013172338,0.0007759893760190796,,,0,0
LUNG_N01,nLung,3194,0.0,0.06230432060112712,0.1289918597370069,0.09361302442078898,0.29805886036318097,0.9217282404508453,0.13994565217391305,0.1015625,0.0775162271406036,,0.9569260350349321,0,199
LUNG_N06,nLung,2839,0.0,0.06269813314547376,0.14688270517787955,0.06199365973934484,0.38992603029235645,0.9306093694963015,0.1578349735049205,0.06661619984859955,0.08022032285821123,,0.9449293616141162,0,178
LUNG_N08,nLung,3380,0.0,0.08846153846153847,0.04881656804733728,0.11538461538461539,0.21153846153846154,0.871301775147929,0.05602716468590832,0.13242784380305603,0.11352535626663139,,1.0248261472645184,0,299
LUNG_N09,nLung,2528,0.0,0.1518987341772152,0.05419303797468354,0.045490506329113924,0.19699367088607594,0.8045886075949367,0.06735496558505408,0.056538839724680434,0.17077148762620578,,1.0406506677503387,0,384
LUNG_N18,nLung,4628,0.0,0.0862143474503025,0.06374243733794295,0.06352636127917027,0.29062229904926534,0.8359982713915298,0.07624709227190489,0.07598862755233911,0.14544410803710872,,1.2781399910488018,0,399
LUNG_N19,nLung,3870,0.0,0.04496124031007752,0.04211886304909561,0.10801033591731266,0.2062015503875969,0.8289405684754522,0.050810473815461346,0.13029925187032418,0.04541518310899505,,0.6974807239527774,0,174
LUNG_N20,nLung,5798,0.0,0.05260434632631942,0.027595722662987238,0.07416350465677819,0.15453604691272851,0.9313556398758193,0.02962962962962963,0.07962962962962963,0.06039730182556006,,0.7600965678533329,0,305
LUNG_N28,nLung,3411,0.0,0.06830841395485195,0.16124303723248315,0.09264145411902668,0.47434769862210496,0.9249486953972442,0.17432646592709986,0.10015847860538828,0.057093481947842785,,0.7275055804755494,0,233
LUNG_N30,nLung,3884,0.0,0.08599382080329557,0.06951596292481978,0.17353244078269825,0.38748712667353247,0.8066426364572605,0.08617938078518991,0.2151292690711778,0.13099286279629713,,1.292272041809036,0,334
LUNG_N31,nLung,4241,0.0,0.12921480782834238,0.03819853808064136,0.12237679792501768,0.1454845555293563,0.6260315963216223,0.061016949152542375,0.19548022598870057,0.15225925469339752,,0.9617166449296156,0,548
LUNG_N34,nLung,5222,0.0,0.124473381846036,0.043661432401378784,0.214668709306779,0.1955189582535427,0.8226733052470317,0.05307262569832402,0.26094040968342647,0.15408533708683864,,1.03936174300672,0,650
LUNG_T06,tLung,3426,0.0,0.04232340922358435,0.07793345008756568,0.008756567425569177,0.43753648569760656,0.8003502626970228,0.09737417943107221,0.010940919037199124,0.10117592062118243,,1.6325268556914663,0,145
LUNG_T08,tLung,3765,0.0,0.011155378486055778,0.04302788844621514,0.0037184594953519256,0.5593625498007968,0.9304116865869854,0.04624607479303454,0.003996574364830145,0.053215221951898525,,1.9938624764635309,0,42
LUNG_T09,tLung,3840,0.0,0.030989583333333334,0.23072916666666668,0.0203125,0.4890625,0.9559895833333333,0.24135113048215745,0.021247616453282485,0.04686295685127876,,1.2799004534841876,0,119
LUNG_T18,tLung,3705,0.0,0.27746288798920377,0.06585695006747638,0.007827260458839407,0.27800269905533065,0.6666666666666666,0.09878542510121457,0.01174089068825911,0.5995121249848504,,1.9122432977183508,0,1028
LUNG_T19,tLung,4361,0.0,0.07246044485209814,0.034395780784223805,0.016051364365971106,0.34969043797294197,0.8649392341206146,0.039766702014846236,0.01855779427359491,0.10704542704471431,,1.0046877476730742,0,316
LUNG_T20,tLung,4021,0.0,0.13081323053966676,0.1305645361850286,0.009699079830887839,0.5814474011439941,0.8642128823675702,0.1510791366906475,0.011223021582733812,0.3809050352514183,,2.2599196644810053,0,526
LUNG_T25,tLung,4374,0.0,0.051668952903520804,0.03772290809327846,0.004343850022862369,0.3475080018289895,0.9362139917695473,0.040293040293040296,0.00463980463980464,0.08451432100254436,,1.3801883828936201,0,226
LUNG_T28,tLung,4705,0.0,0.2609989373007439,0.09946865037194474,0.012539851222104145,0.3243358129649309,0.7192348565356004,0.13829787234042554,0.01743498817966903,0.5717387824631102,,1.9843297486391938,0,1228
LUNG_T30,tLung,4094,0.0,0.2154372252076209,0.02955544699560332,0.035417684416218856,0.3102100635075721,0.7293600390815828,0.0405224380442063,0.04855994641661085,0.25425100923089855,,1.066779968921138,0,882
LUNG_T31,tLung,5578,0.0,0.048762997490139834,0.02545715310147006,0.03746862674793833,0.6427034779490857,0.8357834349229114,0.030459030459030458,0.04483054483054483,0.08640226611223246,,1.3782323487500399,0,272
LUNG_T34,tLung,3280,0.0,0.7579268292682927,0.011585365853658536,0.014329268292682927,0.09451219512195122,0.2274390243902439,0.05093833780160858,0.06300268096514745,1.3222461202338902,,1.6938832449052437,0,2486
NS_02,mBrain,2313,0.07825335062689148,0.07825335062689148,0.03588413316039775,0.07825335062689148,0.23086900129701687,0.8811067877215737,0.04072620215897939,0.08881256133464181,0.00923947603764882,0.01148862730209854,0.01148862730209854,181,181
NS_03,mBrain,2990,0.9073578595317726,0.9096989966555183,0.006354515050167224,0.006688963210702341,0.026755852842809364,0.08695652173913043,0.07307692307692308,0.07692307692307693,0.7630985928065088,0.8384568082144717,0.8362990149580372,2713,2720
NS_04,mBrain,1904,0.645483193277311,0.648109243697479,0.009978991596638655,0.004201680672268907,0.058298319327731093,0.2542016806722689,0.03925619834710744,0.01652892561983471,0.7340891183863025,1.103156427846967,1.0998100033914442,1229,1234
NS_06,mBrain,1070,0.07757009345794393,0.07850467289719626,0.16261682242990655,0.024299065420560748,0.24766355140186916,0.7990654205607477,0.20350877192982456,0.0304093567251462,0.16807234117243094,1.5272776895235645,1.5090958122673317,83,84
NS_07,mBrain,5730,0.8914485165794066,0.8921465968586387,0.0010471204188481676,0.0010471204188481676,0.022164048865619547,0.09319371727748692,0.011235955056179775,0.011235955056179775,0.8918648722946536,0.9870712529874577,0.9862988967644628,5108,5112
NS_12,mBrain,3182,0.88340666247643,0.8846637335009429,0.0006285355122564425,0.001257071024512885,0.004085480829666876,0.09993714644877436,0.006289308176100629,0.012578616352201259,0.9220631133518425,1.031405834444343,1.0301864823458642,2811,2815
NS_13,mBrain,4845,0.2790505675954592,0.28132094943240454,0.013828689370485037,0.001651186790505676,0.35562435500515993,0.7100103199174407,0.019476744186046512,0.002325581395348837,0.26170039258887745,0.8061071751409876,0.8011271770596443,1352,1363
NS_16,mBrain,1317,0.05998481397114654,0.06150341685649203,0.0774487471526196,0.00683371298405467,0.2741078208048595,0.6271829916476841,0.1234866828087167,0.010895883777239709,0.008461351103627895,0.12715173563050414,0.12401218660259047,79,81
NS_17,mBrain,2409,0.46160232461602324,0.46367787463677873,0.028227480282274803,0.0049813200498132005,0.1585720215857202,0.47114985471149856,0.05991189427312775,0.010572687224669603,0.6493502184987215,1.3168199466273223,1.3109254974481492,1112,1117
NS_19,mBrain,3300,0.2287878787878788,0.2290909090909091,0.013636363636363636,0.009696969696969697,0.09515151515151515,0.7136363636363636,0.01910828025477707,0.013588110403397028,0.3008272857653282,1.0990905344731645,1.0976367110148666,755,756
