donor,n_cells,n_malignant,n_TNK,frac_TNK,malignant_TACSTD2_mean,malignant_CLDN4_mean
T01,6070.0,1539.0,1223.0,0.2014827018121911,1.960718774306862,2.08851072615048
T02,3817.0,2811.0,354.0,0.09274299187843857,1.5637273583721885,1.8327210744722817
T07,6011.0,307.0,1330.0,0.22126102146065546,1.2475712311660265,1.348375793702476
T08,2215.0,622.0,1118.0,0.5047404063205417,2.3215147128377716,2.44211929351533
T09,8578.0,668.0,3934.0,0.4586150617859641,1.4855143999562503,1.7900058916426562
T11,4413.0,1180.0,1837.0,0.4162701110355767,1.16625159863944,1.7321006562702477
T12,8592.0,2575.0,2454.0,0.2856145251396648,1.5989330869113678,1.8200254001041563
T13,1379.0,88.0,967.0,0.7012327773749093,0.8928457755195681,1.0984745927031354
T14,6840.0,5188.0,965.0,0.14108187134502925,1.2991785665048934,1.545159066370102
T15,15501.0,2897.0,6625.0,0.42739178117540805,1.9591373231881615,1.6751473507264518
T16,11902.0,1139.0,6726.0,0.5651151067047555,1.6143288660314414,1.321796778307818
T17,14142.0,687.0,4794.0,0.3389902418328384,1.2452415025110777,0.40959519630385793
T18,5286.0,280.0,1463.0,0.27676882330684827,1.8800096660298358,2.109529414697732
T19,1943.0,46.0,348.0,0.1791044776119403,1.1877030382966658,1.0270928280493405
T22,9439.0,4229.0,2326.0,0.2464244093653989,1.7920949412045666,1.7269365506819832
T24,10131.0,4940.0,673.0,0.0664297700128319,1.1559075081338026,2.41540366611213
T25,2313.0,168.0,933.0,0.4033722438391699,1.096929362601121,1.140820762781732
T28,7525.0,5416.0,624.0,0.08292358803986712,1.3472568115371013,1.1394732782775003
T29,488.0,18.0,73.0,0.14959016393442623,1.0795544893615812,0.75039211499729
T30,1424.0,326.0,378.0,0.2654494382022472,1.5736646327147386,1.9696816108515314
T31,3710.0,2446.0,109.0,0.029380053908355797,2.348835487320171,1.7963691723986333
T33,7286.0,1461.0,744.0,0.10211364260225089,1.635212913312022,1.4894248917362678
T35,669.0,476.0,98.0,0.14648729446935724,3.3839359434603344,2.927809141247005
T41,15176.0,3001.0,3932.0,0.2590933052187665,1.2673036349305296,1.088012653968468
T42,1617.0,820.0,262.0,0.16202844774273345,1.4480113868054008,1.6893823670221708
