	TACSTD2	CD8A	CD274	CLDN4	EPCAM
TCGA-BR-6456-01	4098.6273	287.5008	46.8949	41167.7658	23224.0246
TCGA-BR-6457-01	2290.8697	429.195	19.2233	5405.3103	5959.7269
TCGA-BR-6458-01	1590.7841	591.5635	57.9673	4773.8031	5839.0144
TCGA-BR-6563-01	179.2099	1284.5245	27.1279	2717.2881	11609.3201
TCGA-BR-6564-01	1499.8408	336.8008	19.3246	3752.8054	4045.7089
TCGA-BR-6565-01	3250.5791	539.1376	68.9901	13042.4068	14380.8559
TCGA-BR-6566-01	1298.0407	159.1737	63.4647	19589.6623	34540.4632
TCGA-BR-6705-01	1802.5182	199.2735	20.3016	6525.0851	3630.4403
TCGA-BR-6706-01	2068.3971	2171.3358	5562.2424	11968.2016	8571.1558
TCGA-BR-6707-01	7100.1461	1161.436	52.1334	8787.7238	10996.7166
TCGA-BR-6709-01	67.9065	1552.2945	106.9927	21.979	88.0484
TCGA-BR-6801-01	5311.7776	36.6163	14.4199	22170.9835	24946.5059
TCGA-BR-6802-01	546.2374	817.2816	292.649	15012.5979	14376.9645
TCGA-BR-6803-01	1310.56	543.3289	18.7901	920.9328	4518.9081
TCGA-BR-6852-01	2107.9074	2225.1466	308.4709	10920.2864	8577.3303
TCGA-BR-7196-01	2495.2911	740.2614	42.8968	3675.1065	5910.124
TCGA-BR-7197-01	2407.4663	28.6924	3.3615	16424.6082	14508.3655
TCGA-BR-7703-01	1092.6883	189.586	9.8133	30849.6763	32014.5292
TCGA-BR-7704-01	3235.6825	800.3539	32.1873	6053.3019	19284.7195
TCGA-BR-7707-01	4766.3707	176.5958	139.7035	15169.8774	12416.7032
TCGA-BR-7715-01	3311.6298	86.9901	19.5779	10069.2244	21122.5171
TCGA-BR-7716-01	1155.2215	998.73	56.0662	12165.3314	11142.023
TCGA-BR-7717-01	6968.0654	73.3212	14.2654	8519.8598	21505.0457
TCGA-BR-7722-01	11276.2992	151.3806	9.0934	6235.6078	12214.6467
TCGA-BR-7723-01	348.6261	364.8476	40.1193	1758.5565	7002.594
TCGA-BR-7851-01	107.0835	260.934	58.4897	8745.3183	27043.214
TCGA-BR-7901-01	10575.9424	307.8716	37.6274	11912.4849	11017.8471
TCGA-BR-7957-01	351.6452	214.9123	21.4352	3702.891	7392.1402
TCGA-BR-7958-01	5893.8294	2537.6595	161.1259	12850.8118	7657.5753
TCGA-BR-7959-01	7635.2845	163.4792	43.3111	13855.0945	11344.1314
TCGA-BR-8058-01	1941.4325	1110.102	61.9652	1582.9846	6199.9066
TCGA-BR-8059-01	7314.1309	67.2682	14.5453	12221.3247	3639.676
TCGA-BR-8060-01	26.1723	253.5433	120.1823	2535.2221	3554.0254
TCGA-BR-8077-01	1509.3771	405.9077	27.7471	7288.3566	25675.7618
TCGA-BR-8078-01	46.6495	851.5919	137.9772	5491.6249	11067.8262
TCGA-BR-8080-01	3301.1624	467.646	41.6533	7779.6775	7644.2277
TCGA-BR-8081-01	28.8319	599.767	171.7299	17345.7772	19773.7438
TCGA-BR-8284-01	3338.9011	1849.755	49.3407	2464.9952	4209.1754
TCGA-BR-8286-01	3545.0489	373.8952	24.1806	7755.7027	13090.7137
TCGA-BR-8289-01	1498.8645	125.1788	15.7206	9851.4315	6003.8558
TCGA-BR-8291-01	2683.1888	655.8766	14.8517	5097.2177	12998.8757
TCGA-BR-8295-01	3837.1234	37.4688	3.0052	4677.2953	23028.1555
TCGA-BR-8296-01	7661.471	425.9985	23.8556	16059.5906	6843.2655
TCGA-BR-8297-01	1223.4403	206.452	16.5206	3373.2313	5378.2679
TCGA-BR-8361-01	1518.9225	1064.8739	214.7562	5421.9699	13489.1972
TCGA-BR-8362-01	313.8858	493.125	34.4986	16652.0869	39102.0097
TCGA-BR-8363-01	31.5671	1950.7349	144.0205	623.0501	8754.5854
TCGA-BR-8364-01	2817.6197	496.177	23.9639	2528.9586	5969.3777
TCGA-BR-8365-01	270.4009	432.2803	31.662	991.4568	4633.6018
TCGA-BR-8366-01	9941.9333	1270.0685	344.818	8063.0297	10959.1253
TCGA-BR-8367-01	1708.6733	209.5413	23.4985	4028.1414	16150.1642
TCGA-BR-8368-01	16.9092	253.4765	33.9847	11371.9231	39663.6743
TCGA-BR-8369-01	2518.097	59.6254	6.8745	5927.8196	13823.4719
TCGA-BR-8371-01	746.4781	179.1129	15.0169	1056.7485	2075.3299
TCGA-BR-8372-01	24.3596	796.6772	161.6299	12060.3554	21509.1965
TCGA-BR-8373-01	1331.3863	80.608	28.1942	8286.2651	17414.3635
TCGA-BR-8380-01	29.3718	204.6839	15.6312	2387.9789	7361.5405
TCGA-BR-8381-01	2842.5408	1743.4072	62.1893	6643.0032	7246.0944
TCGA-BR-8382-01	1004.4206	120.8087	76.7255	9251.4632	14358.1559
TCGA-BR-8384-01	308.8943	737.5754	30.671	1816.4962	2579.492
TCGA-BR-8483-01	5234.0586	65.1204	12.4784	19644.272	19897.2322
TCGA-BR-8484-01	1636.9834	605.8982	65.0475	4392.0059	8473.2991
TCGA-BR-8485-01	503.4684	705.9844	40.7071	7459.9527	20719.4936
TCGA-BR-8486-01	1459.2638	75.7529	52.6304	14223.7097	22457.2812
TCGA-BR-8487-01	4363.9638	118.3218	35.4118	10831.0845	23868.1878
TCGA-BR-8588-01	2796.5855	603.0747	50.1408	5531.7981	13787.541
TCGA-BR-8589-01	3847.7987	2598.8903	96.7178	6299.894	10921.7156
TCGA-BR-8590-01	4093.0411	465.8537	37.0036	6280.753	7958.708
TCGA-BR-8591-01	850.0465	126.4849	55.7541	3398.147	15214.2728
TCGA-BR-8592-01	102.3659	291.9356	16.3812	3147.8558	9054.1485
TCGA-BR-8676-01	2242.4919	746.2813	11.3484	1516.1523	11937.4983
TCGA-BR-8677-01	436.8477	1384.3317	80.3049	10614.4908	10663.1034
TCGA-BR-8678-01	2318.2133	167.0528	121.8562	5538.3752	17337.313
TCGA-BR-8679-01	3976.6795	31.21	36.9388	9159.337	20494.5683
TCGA-BR-8680-01	20.1011	50.3007	4.0645	7803.5046	29031.351
TCGA-BR-8682-01	1379.746	196.8332	23.9345	8546.5927	16529.9688
TCGA-BR-8683-01	2248.5663	452.2964	72.8927	21871.9218	23171.3605
TCGA-BR-8686-01	618.5012	1173.8197	29.5893	6897.5746	8643.355
TCGA-BR-8687-01	1520.8388	66.4827	5.8378	4992.3893	9964.8363
TCGA-BR-8690-01	4129.2069	910.7757	29.0091	16774.8664	24173.2767
TCGA-BR-A44T-01	191.6153	752.8745	46.6066	1584.4882	4675.0716
TCGA-BR-A44U-01	7118.2064	16.7202	1.0409	18243.7925	32016.6046
TCGA-BR-A452-01	4758.7235	175.2887	30.4847	8397.6706	10021.8848
TCGA-BR-A453-01	147.3992	310.0481	9.9678	1035.1537	2623.1799
TCGA-BR-A4CR-01	833.3719	20.0565	16.8178	3586.8732	11114.1084
TCGA-BR-A4CS-01	3742.4921	38.9899	24.7945	2864.3468	16728.4322
TCGA-BR-A4IU-01	1840.1032	507.8934	21.4507	3303.9176	4916.6522
TCGA-BR-A4IV-01	704.144	114.4227	23.0077	781.6035	1820.2071
TCGA-BR-A4IY-01	8905.906	496.0536	222.5968	2094.9963	5033.6808
TCGA-BR-A4IZ-01	937.3769	342.9229	15.966	1886.5755	2612.0504
TCGA-BR-A4J1-01	16613.0397	89.2745	6.514	18524.405	18746.9224
TCGA-BR-A4J2-01	2157.8128	508.9963	43.4564	6113.9998	6593.7463
TCGA-BR-A4J4-01	5934.2346	245.7198	128.0131	14217.6215	13374.1403
TCGA-BR-A4J5-01	3824.7035	203.4577	11.5898	5717.1573	12840.2995
TCGA-BR-A4J6-01	12155.8128	124.6319	3.6082	6912.4816	17064.9121
TCGA-BR-A4J7-01	1711.6924	1560.4627	43.6444	3001.4705	6742.4512
TCGA-BR-A4J8-01	11944.5668	113.2369	15.7576	14548.3235	15469.5512
TCGA-BR-A4J9-01	188.4552	133.2995	13.8433	846.0364	2439.1796
TCGA-BR-A4PD-01	2294.1781	189.7791	24.3053	11605.0289	17049.4761
TCGA-BR-A4PE-01	2698.5916	123.0478	54.4489	7042.198	18638.9998
TCGA-BR-A4PF-01	643.8661	243.51	129.2317	6654.2665	23928.7645
TCGA-BR-A4QI-01	1834.4356	403.5098	34.9319	11825.3124	21578.2048
TCGA-BR-A4QL-01	62.3508	110.5196	11.0192	9734.5557	55047.5761
TCGA-BR-A4QM-01	163.3922	638.8893	25.7368	13162.4189	31555.7284
TCGA-CD-5798-01	3597.9463	224.4108	20.3401	13013.626	13073.9805
TCGA-CD-5799-01	3618.872	36.7587	10.1185	14079.4369	24089.481
TCGA-CD-5800-01	3612.1921	100.3565	3.1533	22832.2032	15273.2929
TCGA-CD-5801-01	8174.9425	2259.194	36.0289	27689.6956	15595.6339
TCGA-CD-5803-01	6526.8532	1742.3558	89.6321	3607.7023	5502.9496
TCGA-CD-5804-01	4969.8339	239.8879	8.4489	13435.0982	12529.3864
TCGA-CD-5813-01	4625.8022	806.3769	41.8168	12806.5336	4466.8795
TCGA-CD-8524-01	9053.1093	423.9767	12.8303	10154.7365	11356.2468
TCGA-CD-8525-01	4530.294	612.1658	17.8097	9301.4605	8219.2918
TCGA-CD-8526-01	2395.4713	254.9575	31.827	9719.4274	12530.2684
TCGA-CD-8527-01	4993.372	344.0824	6.6214	9833.5357	20042.5126
TCGA-CD-8528-01	2885.8837	83.5167	37.0859	4220.17	11936.3957
TCGA-CD-8529-01	1502.905	421.5061	55.9006	6034.5298	6524.2582
TCGA-CD-8530-01	1818.8249	250.9685	31.4296	5265.7051	5181.5037
TCGA-CD-8531-01	10.781	68.3838	19.3097	5.6639	7.8324
TCGA-CD-8532-01	11157.6146	810.2831	57.9642	2961.8508	13068.7919
TCGA-CD-8533-01	264.8093	35.9316	6.2141	6325.4093	15856.6199
TCGA-CD-8534-01	1226.5949	182.642	30.6572	5828.8304	18387.3533
TCGA-CD-8535-01	7238.8254	110.9958	44.6741	8431.857	9853.3466
TCGA-CD-8536-01	6350.9505	733.0081	22.6602	27431.2222	14502.9174
TCGA-CD-A486-01	5086.3401	54.5943	12.8477	3682.7722	13110.56
TCGA-CD-A487-01	3013.3364	101.2243	11.7545	6664.2475	9544.7164
TCGA-CD-A489-01	3275.1115	300.8893	21.0618	4388.5098	17256.6304
TCGA-CD-A48A-01	6141.6209	117.1391	222.6385	7984.888	15482.0039
TCGA-CD-A48C-01	5478.6954	218.9782	15.2304	26877.3769	13778.3312
TCGA-CD-A4MG-01	70.0915	50.8287	30.477	13522.5475	19607.1902
TCGA-CD-A4MH-01	37.9604	122.0662	24.6336	19876.8243	33383.538
TCGA-CD-A4MI-01	2294.1871	899.9822	44.9864	1999.125	6824.3012
TCGA-CD-A4MJ-01	7216.5438	138.1306	62.2924	13217.0286	21631.2581
TCGA-CG-4301-01	2991.7341	59.6294	37.7576	9065.4142	12801.0646
TCGA-CG-4304-01	277.2675	213.271	55.1396	8754.1341	17383.1872
TCGA-CG-4305-01	4906.3374	480.1545	70.6309	7686.7592	9747.1665
TCGA-CG-4306-01	2465.8354	239.1549	83.4108	5610.091	11544.4249
TCGA-CG-4436-01	374.8865	32.7048	88.0593	12373.6725	18712.3946
TCGA-CG-4437-01	413.8104	529.6786	115.2993	15307.0473	18823.5838
TCGA-CG-4438-01	2226.0356	328.922	89.1258	5882.8868	22555.1569
TCGA-CG-4440-01	170.2506	49.4274	24.5671	10431.9153	8260.9848
TCGA-CG-4441-01	3205.3198	241.567	56.9738	10832.2837	15536.2246
TCGA-CG-4442-01	3410.4329	77.3033	56.0734	2893.7251	14476.1143
TCGA-CG-4443-01	903.9497	11.4783	3.7473	2469.9919	18432.607
TCGA-CG-4444-01	1588.9604	126.7882	33.9422	8166.5245	13764.0795
TCGA-CG-4449-01	6352.6752	36.4868	48.3297	2718.4027	11368.843
TCGA-CG-4462-01	2105.2268	156.5099	53.6146	4406.9422	6850.4436
TCGA-CG-4465-01	302.7736	110.3549	57.8917	20048.7687	40458.4496
TCGA-CG-4466-01	4916.2485	32.0769	19.4751	12910.6447	12874.2894
TCGA-CG-4469-01	3321.7449	46.0884	45.9582	12785.2863	21331.374
TCGA-CG-4472-01	5585.8211	207.8189	28.7669	5341.7553	12722.5536
TCGA-CG-4474-01	243.4071	244.5997	43.6402	3784.7224	16782.2231
TCGA-CG-4475-01	1390.8668	23.6961	31.2025	10449.501	22676.2223
TCGA-CG-4476-01	2419.321	299.3256	24.7103	4069.628	12216.9219
TCGA-CG-4477-01	4222.1887	436.9541	204.6315	6778.3131	20699.3378
TCGA-CG-5717-01	39332.3322	361.4317	138.0801	19770.0956	2785.9589
TCGA-CG-5718-01	4841.1067	173.8218	39.4765	10987.5338	14667.6551
TCGA-CG-5719-01	4709.8305	85.2684	20.5824	6820.7337	9205.3569
TCGA-CG-5720-01	59.9477	241.9208	60.8628	11783.4327	25788.6136
TCGA-CG-5721-01	3655.2457	1768.5789	370.7146	4136.5674	4196.9303
TCGA-CG-5722-01	3746.3879	1843.3964	419.6095	25036.8838	4480.9665
TCGA-CG-5723-01	1572.5611	750.6939	139.3501	6742.3522	6477.976
TCGA-CG-5724-01	5769.7122	168.1375	68.0727	22431.1174	16382.094
TCGA-CG-5725-01	654.8162	206.0375	8.9658	5695.2489	26107.0632
TCGA-CG-5726-01	404.4702	51.733	24.5864	26043.1037	14381.6342
TCGA-CG-5732-01	4447.5944	443.3478	28.6889	11041.221	12658.8935
TCGA-CG-5734-01	3999.2504	391.1434	104.6371	26071.2387	21617.3786
TCGA-D7-5577-01	7643.2571	987.4442	131.8416	10335.8155	9905.3362
TCGA-D7-5578-01	2239.5813	321.8181	37.6197	20679.5494	14974.9492
TCGA-D7-6518-01	974.8805	106.4224	37.8093	9727.8218	7630.3612
TCGA-D7-6519-01	832.0666	268.6048	15.3082	18900.4921	17436.415
TCGA-D7-6520-01	2763.8636	58.7673	12.9943	27402.2569	16740.4957
TCGA-D7-6521-01	811.987	579.3901	37.3617	4191.6198	9511.8208
TCGA-D7-6522-01	2176.768	1046.2428	68.0724	8381.214	9360.7291
TCGA-D7-6524-01	5827.6987	117.4868	71.3982	7884.6811	12094.012
TCGA-D7-6525-01	19762.5663	145.9712	76.3723	19984.0142	15817.7055
TCGA-D7-6526-01	5263.8789	31.8534	7.2846	25376.5337	17990.0372
TCGA-D7-6527-01	1086.388	113.4947	17.3015	11403.4712	15524.0314
TCGA-D7-6528-01	4494.7429	22.6094	108.4987	12127.5105	13755.3717
TCGA-D7-6815-01	3209.7762	61.2965	55.757	8620.5187	28558.2815
TCGA-D7-6817-01	3358.2088	160.4879	40.7452	12485.7019	15123.0833
TCGA-D7-6818-01	545.7465	54.7705	27.8696	4474.4831	9880.7293
TCGA-D7-6820-01	2621.9754	20.9702	17.5856	6404.2059	11119.4526
TCGA-D7-6822-01	7624.5188	230.5006	90.6536	7509.9039	15743.2492
TCGA-D7-8570-01	3381.7378	539.1912	147.0266	7251.9839	6947.4393
TCGA-D7-8572-01	3087.8013	296.7789	116.515	11376.9044	9164.2632
TCGA-D7-8573-01	7075.0623	113.5109	42.6987	13424.8589	16645.6743
TCGA-D7-8574-01	115.9798	1373.7273	26.4899	2402.2125	6305.7797
TCGA-D7-8575-01	7872.4458	168.9765	72.4074	23388.6314	12860.7166
TCGA-D7-8576-01	3712.5994	55.809	27.0985	3890.9161	5554.3815
TCGA-D7-8578-01	5775.2261	306.0793	39.6462	20893.099	10529.3157
TCGA-D7-8579-01	1732.9616	167.632	39.4735	7365.7326	10081.2293
TCGA-D7-A4YT-01	738.6683	70.4697	24.1096	7045.0207	9915.0389
TCGA-D7-A4YU-01	811.3587	834.3023	105.1537	5847.5563	10047.1143
TCGA-D7-A4YV-01	36.7302	1189.0036	94.3703	4189.6457	8787.8702
TCGA-D7-A4YX-01	6763.3638	693.1984	231.3384	17433.2265	12723.2579
TCGA-D7-A4YY-01	2548.2246	336.2843	83.2067	9390.478	21563.4173
TCGA-D7-A4Z0-01	3394.3656	148.3863	39.154	6982.4318	22056.0736
TCGA-D7-A6EV-01	4386.9414	28.7133	4.9042	7630.903	22911.2825
TCGA-D7-A6EX-01	69.47	67.4706	4.2275	9699.8712	26475.842
TCGA-D7-A6EY-01	769.9204	426.0026	162.795	5194.4082	10400.4571
TCGA-D7-A6EZ-01	7.7106	594.3506	129.1744	5635.1598	14368.1439
TCGA-D7-A6F0-01	16.1975	186.718	32.8211	6990.5125	18468.6844
TCGA-D7-A6F2-01	4234.17	347.1708	39.3888	16752.0816	35403.1956
TCGA-D7-A747-01	66.6278	380.1588	12.1418	2009.2905	11629.4519
TCGA-D7-A748-01	6624.9285	129.4914	45.1108	8550.6238	10228.5592
TCGA-D7-A74A-01	6143.2389	192.1042	7.625	14046.9663	19493.5601
TCGA-EQ-8122-01	3859.8118	38.1877	17.5598	12561.1592	15864.7919
TCGA-EQ-A4SO-01	3235.0407	46.1177	9.9408	9578.6599	22931.9072
TCGA-F1-6177-01	174.9823	77.8789	33.177	29921.9578	16680.4378
TCGA-F1-6874-01	4971.9852	308.2264	78.8599	11646.2628	16733.4911
TCGA-F1-6875-01	5541.7618	36.0098	52.796	7331.9705	16067.7954
TCGA-F1-A448-01	3271.6133	198.5811	38.2524	10956.7236	15939.6373
TCGA-F1-A72C-01	2872.8221	276.4768	25.2606	12808.4708	24122.1691
TCGA-FP-7735-01	8230.9945	254.4743	13.3089	19553.9631	8114.0283
TCGA-FP-7829-01	1737.1467	7.8332	11.2408	18643.6791	17289.9671
TCGA-FP-7916-01	8771.8367	1224.062	109.3366	9829.4769	11024.9036
TCGA-FP-7998-01	604.9605	3046.2385	1980.944	3069.4928	5009.6187
TCGA-FP-8099-01	13438.4745	42.1468	27.2889	20944.849	20966.4703
TCGA-FP-8209-01	1231.1778	1176.2661	50.7573	1742.2105	1237.6468
TCGA-FP-8210-01	1867.5733	1067.3506	42.9443	1893.7615	4387.7406
TCGA-FP-8211-01	14545.5951	391.5022	38.8823	10392.639	22408.3787
TCGA-FP-8631-01	9140.3375	24.4807	14.6603	8066.2214	14159.9518
TCGA-FP-A4BE-01	3543.0965	481.4207	60.2098	4702.0264	15686.9531
TCGA-FP-A4BF-01	2171.6066	1124.7602	40.9248	8904.9501	13855.6412
TCGA-FP-A8CX-01	2963.8197	163.9796	50.2617	11633.9941	15914.3429
TCGA-FP-A9TM-01	3831.953	176.5776	35.5584	8186.8608	21299.3182
TCGA-HF-7132-01	2089.9917	601.2652	64.5913	7529.0819	17474.1619
TCGA-HF-7133-01	3986.93	303.9574	101.597	1499.8709	7928.6012
TCGA-HF-7134-01	306.5432	110.3457	36.8874	18236.5973	13868.8721
TCGA-HF-7136-01	3347.2623	72.632	45.689	17132.4121	24006.5933
TCGA-HF-A5NB-01	419.1653	290.1948	59.9885	8715.8918	18217.1676
TCGA-HJ-7597-01	140.9271	732.4005	75.8989	10853.777	12228.1629
TCGA-HU-8238-01	7909.163	179.0341	50.7604	12157.7672	20329.5712
TCGA-HU-8243-01	4923.3363	34.9487	22.1703	19194.2035	17353.0084
TCGA-HU-8244-01	5487.5809	30.1603	10.975	8578.0117	17154.545
TCGA-HU-8249-01	228.0613	258.3774	74.3155	12510.3316	45427.6759
TCGA-HU-8602-01	664.367	301.1844	240.3858	999.5006	7564.9201
TCGA-HU-8604-01	1003.3811	1049.508	2594.157	6310.2809	23032.8252
TCGA-HU-8608-01	1337.0268	1526.0412	5122.502	1958.6935	8022.8519
TCGA-HU-8610-01	7160.8352	148.4156	89.3245	1372.7097	12803.6551
TCGA-HU-A4G2-01	5981.7085	341.543	14.8685	4370.7893	10654.9314
TCGA-HU-A4G3-01	3178.0667	62.7974	7.9359	4120.6918	12086.4626
TCGA-HU-A4G6-01	8622.9702	39.9588	16.1007	12479.9826	18805.5534
TCGA-HU-A4G8-01	399.8865	294.0646	148.5723	6867.6408	25690.2899
TCGA-HU-A4G9-01	1889.9724	20.5925	9.2243	1715.3761	13898.8362
TCGA-HU-A4GC-01	9811.5881	276.2402	14.1905	10216.1724	14815.1407
TCGA-HU-A4GD-01	2435.0449	74.4252	19.4639	11191.6743	33664.1108
TCGA-HU-A4GF-01	4803.4223	148.3631	39.6713	12395.1163	25116.4321
TCGA-HU-A4GH-01	4788.3811	64.683	23.4436	7091.8817	17923.2342
TCGA-HU-A4GJ-01	904.1578	1468.4698	34.0272	488.6891	3047.1394
TCGA-HU-A4GN-01	3899.5571	251.7974	29.0906	4901.7299	13769.6403
TCGA-HU-A4GP-01	4789.3393	90.982	18.5691	24712.6389	41100.2644
TCGA-HU-A4GQ-01	68.2819	163.9998	77.0933	15085.2878	27404.21
TCGA-HU-A4GT-01	1230.0208	80.6856	39.7339	10446.3262	32364.8886
TCGA-HU-A4GU-01	2798.4386	68.0557	13.4834	9229.7854	44891.6948
TCGA-HU-A4GX-01	245.3361	1272.3127	45.184	7594.678	32981.2927
TCGA-HU-A4GY-01	657.5668	1018.0788	68.0228	2307.0054	6544.4028
TCGA-HU-A4H0-01	2245.5653	640.4764	361.3584	9254.9685	20522.3272
TCGA-HU-A4H2-01	4114.1295	339.7658	28.1271	6122.6432	12975.1379
TCGA-HU-A4H3-01	14.1288	304.1828	23.5021	26225.3819	44714.6343
TCGA-HU-A4H4-01	4800.2134	731.8061	84.1073	5082.1447	17519.8215
TCGA-HU-A4H5-01	3178.365	95.6182	22.7971	13607.4138	21967.3488
TCGA-HU-A4H6-01	5138.9843	158.1305	23.4276	6454.9781	15271.3472
TCGA-HU-A4H8-01	168.8826	114.7897	45.9058	5871.7709	11911.6202
TCGA-HU-A4HB-01	1413.9955	638.4808	45.6634	3808.5681	17934.6491
TCGA-HU-A4HD-01	5431.4656	66.6451	10.7501	19598.4257	19319.2236
TCGA-IN-7806-01	3477.273	42.3788	9.8163	7274.7134	23264.6253
TCGA-IN-7808-01	181.345	1062.8015	35.2467	5783.9434	6914.2843
TCGA-IN-8462-01	22652.4872	85.5844	38.8152	16314.0974	11902.6829
TCGA-IN-8663-01	15545.2396	66.0485	403.5109	12053.1602	10716.8702
TCGA-IN-A6RI-01	2726.7578	12.2876	3.2874	6472.2004	15041.2334
TCGA-IN-A6RJ-01	38542.7585	63.5257	52.4353	3664.0001	1113.5708
TCGA-IN-A6RL-01	8003.8848	80.1007	15.356	6104.7291	12988.8877
TCGA-IN-A6RN-01	3845.9728	38.0171	33.3011	2309.9665	7904.8764
TCGA-IN-A6RO-01	2068.7857	53.4376	11.4087	8529.7854	29344.8713
TCGA-IN-A6RR-01	14032.3496	244.999	10.9605	16813.0563	26345.7382
TCGA-IN-A6RS-01	5175.6473	372.9015	34.883	5827.7326	27430.8015
TCGA-IN-A7NR-01	24465.5688	242.3323	15.6778	10400.6645	10009.3155
TCGA-IN-A7NT-01	17742.939	97.6489	41.1426	8530.2374	8029.156
TCGA-IN-A7NU-01	15125.7306	179.0705	29.7635	12874.519	16233.5707
TCGA-IN-AB1V-01	28461.0736	114.2246	29.9247	6415.0171	3167.8129
TCGA-IN-AB1X-01	12332.981	1211.6176	261.0684	8893.9267	25027.0587
TCGA-IP-7968-01	1390.2948	676.1191	64.3398	7125.4777	15699.4057
TCGA-KB-A6F7-01	7827.738	732.7402	25.0867	6455.6238	9679.9959
TCGA-KB-A93G-01	1799.933	44.4341	128.7035	5481.6808	7096.235
TCGA-KB-A93H-01	17.1971	47.577	16.5386	4682.8208	34522.3031
TCGA-KB-A93J-01	4360.8634	273.993	68.3792	1747.653	12942.1255
TCGA-MX-A5UG-01	1574.5678	398.7808	67.4646	5995.5928	8456.2157
TCGA-MX-A5UJ-01	528.2602	141.497	35.0938	3240.0741	16329.9487
TCGA-MX-A663-01	1491.362	141.6213	20.7821	11721.1666	18443.6495
TCGA-MX-A666-01	1159.3343	83.2195	17.4974	3984.8226	26393.2138
TCGA-R5-A7O7-01	3160.395	157.1994	26.2881	5949.2022	13950.5923
TCGA-R5-A7ZE-01	12737.8466	9.1466	21.281	6356.6161	17354.0461
TCGA-R5-A7ZF-01	13175.434	92.7988	15.7962	10473.6311	21098.5199
TCGA-R5-A7ZI-01	30.1972	1020.4443	213.4348	76.5909	4512.6558
TCGA-R5-A7ZR-01	4612.4965	48.3556	14.3025	8735.1805	37852.8573
TCGA-R5-A805-01	5766.5214	285.5649	89.7618	3338.4638	13147.9179
TCGA-RD-A7BS-01	24332.8734	153.7441	89.4609	10002.4383	6829.7492
TCGA-RD-A7BT-01	231.3299	87.8815	5.7254	17950.9113	27773.8968
TCGA-RD-A7BW-01	3165.918	1890.434	43.5982	3544.6983	4481.1611
TCGA-RD-A7C1-01	92.4626	839.1325	69.7789	1844.8434	12160.6983
TCGA-RD-A8MV-01	1658.5238	686.3636	66.2032	10567.722	9492.0652
TCGA-RD-A8MW-01	874.7316	231.2426	66.5621	3428.5789	11012.6326
TCGA-RD-A8N0-01	2225.0101	1203.9145	56.8558	716.4602	5957.3401
TCGA-RD-A8N1-01	3627.9745	716.4625	71.94	3702.4113	8561.8942
