	TACSTD2	CD8A	CD274	CLDN4	EPCAM
TCGA-13-0899-01	5475.9565	49.4213	7.2393	30542.4969	18930.339
TCGA-13-0913-01	2853.65	26.4865	7.741	15082.3359	20996.175
TCGA-13-0916-01	4548.6526	230.4803	33.7024	5987.4198	5301.0746
TCGA-13-0920-01	1477.0891	100.0614	13.809	5961.9506	10434.9872
TCGA-13-0924-01	14524.0818	316.4987	6.3171	8528.7615	12825.9401
TCGA-13-1403-01	13566.0176	21.1717	11.981	25589.1609	11245.1202
TCGA-13-1405-01	11722.745	260.9947	8.5935	9920.5238	3597.9987
TCGA-13-1410-01	10367.6793	51.936	22.4629	10009.6335	6742.3085
TCGA-13-1411-01	6954.7687	335.4836	41.7829	14345.0132	6992.2947
TCGA-13-1481-01	5179.8596	88.7749	8.7152	10324.9304	11814.7363
TCGA-13-1497-01	2272.8456	112.5061	16.3785	18768.9493	9682.2788
TCGA-13-1498-01	15762.7226	259.6906	37.2317	19818.8938	12631.7053
TCGA-13-1505-01	1640.7889	130.3254	19.5864	4070.9066	8537.5078
TCGA-13-1506-01	4799.1377	36.0538	15.4897	6950.9113	11127.8063
TCGA-13-1507-01	9176.9462	221.9311	50.1844	15701.6759	8663.4608
TCGA-13-1511-01	7310.4881	28.9032	58.2474	9115.5571	8933.6824
TCGA-13-1512-01	6509.0551	113.703	13.6209	12627.2996	23142.8233
TCGA-13-2060-01	7162.8691	293.2943	36.1683	10305.0975	13249.7439
TCGA-13-A5FT-01	3093.4869	19.3326	12.2194	3312.4688	12179.4291
TCGA-20-1682-01	915.5653	276.9074	15.4468	8746.9603	12448.0034
TCGA-20-1683-01	80.1135	132.1905	15.0018	1552.1006	59.4621
TCGA-20-1684-01	2206.1001	7.6117	9.1554	5400.8917	18641.7238
TCGA-20-1685-01	5687.8714	94.7345	12.551	7335.2176	8294.7079
TCGA-20-1687-01	14396.1772	79.9539	25.0211	21865.8336	8277.1575
TCGA-23-1023-01	4235.092	147.8829	14.3335	19211.3613	6717.4811
TCGA-23-1026-01	23720.3776	234.9829	18.1624	7053.9409	5595.1897
TCGA-23-1027-01	8823.2064	42.7347	9.4407	11067.6034	10272.6103
TCGA-23-1029-01	11623.4043	37.1546	58.4668	6576.2355	18259.9735
TCGA-23-1109-01	1947.299	99.2883	5.4722	10538.5723	4557.4593
TCGA-23-1111-01	5224.0884	15.2258	10.3075	10146.1576	9145.1563
TCGA-23-1114-01	2105.286	5.297	6.0001	23964.339	11637.3385
TCGA-23-1120-01	2876.8626	237.6275	43.427	9796.4528	6209.9076
TCGA-23-1122-01	2181.6582	23.6092	23.3035	12142.3621	11029.3788
TCGA-23-1123-01	1258.9733	383.4503	41.4098	11061.0539	6692.5889
TCGA-23-1809-01	2787.8718	32.5816	14.5895	5670.7944	4463.5588
TCGA-23-2077-01	9217.8938	70.5933	17.2132	11944.2176	11065.2838
TCGA-23-2078-01	5195.6601	313.374	21.0569	7765.9882	11503.473
TCGA-23-2081-01	10669.7692	58.6212	10.2253	19232.3934	12649.3725
TCGA-23-2084-01	20758.7759	38.3417	39.2416	7062.7135	10545.9581
TCGA-24-0975-01	5670.5613	90.5889	4.007	8503.7905	7254.1627
TCGA-24-1103-01	2839.4856	56.7617	5.4218	14779.8611	25732.3174
TCGA-24-1413-01	6987.111	32.3723	60.131	12586.8036	9137.0102
TCGA-24-1416-01	15166.7685	26.5142	15.7294	15802.6853	10654.3866
TCGA-24-1417-01	3675.0416	278.2944	82.8432	5050.3106	7401.3759
TCGA-24-1418-01	8919.4738	76.0528	13.641	14517.6979	7771.6983
TCGA-24-1419-01	12080.0644	5.7062	4.6206	4991.0794	4735.791
TCGA-24-1423-01	4188.4226	69.9971	22.0906	10195.6015	17928.5525
TCGA-24-1424-01	5030.7038	82.6831	38.7979	13561.1063	41112.717
TCGA-24-1425-01	3871.3096	102.1816	13.1102	3838.7787	4396.7947
TCGA-24-1427-01	11294.016	314.5649	11.4309	12285.528	7194.909
TCGA-24-1428-01	2719.0835	107.2018	29.1702	8905.5497	10228.8187
TCGA-24-1430-01	1111.3633	22.9669	3.2375	8439.781	8094.649
TCGA-24-1434-01	5047.0196	59.7103	23.4952	8073.8224	6158.4109
TCGA-24-1435-01	2495.1646	125.7419	31.003	8096.764	5844.203
TCGA-24-1436-01	9307.8338	119.2711	58.0957	9784.8298	5722.5955
TCGA-24-1463-01	6362.8371	57.3492	18.1018	8828.0261	8347.398
TCGA-24-1467-01	7463.5488	95.2245	19.7289	7660.6339	9235.6842
TCGA-24-1469-01	4441.8274	83.4632	15.2732	8843.4312	8979.5755
TCGA-24-1474-01	5307.2309	42.9197	10.8631	12373.3462	12273.1869
TCGA-24-1544-01	6991.4678	252.41	5.743	15586.6451	18487.6228
TCGA-24-1545-01	3104.4243	579.2839	44.2871	6403.5786	6082.0089
TCGA-24-1546-01	2755.4301	28.6383	11.2018	20320.0666	3699.4875
TCGA-24-1548-01	5300.9577	38.4241	44.6226	9299.3389	10932.5468
TCGA-24-1549-01	36280.1577	200.4674	35.3541	15914.9488	11543.451
TCGA-24-1550-01	2657.3729	112.411	23.5042	4230.2617	8033.709
TCGA-24-1551-01	11251.1702	216.9695	59.4382	7838.6965	8227.8011
TCGA-24-1552-01	9401.8414	51.4591	4.7391	13911.3646	15336.2046
TCGA-24-1553-01	4820.5335	1812.4625	36.3177	17146.0645	7611.2283
TCGA-24-1555-01	3595.2074	54.3541	10.3582	6480.4657	11219.2422
TCGA-24-1556-01	4534.5786	175.0278	56.2354	5261.388	9597.1601
TCGA-24-1557-01	3179.4497	6.6271	8.6365	15637.0114	7650.1167
TCGA-24-1558-01	6319.7291	19.2201	10.2814	13070.5418	10275.7235
TCGA-24-1560-01	12375.9172	47.9282	16.1137	8732.1364	9689.6726
TCGA-24-1562-01	11854.1749	161.5959	19.5718	21799.232	10962.5627
TCGA-24-1563-01	10242.6673	69.8361	40.8537	23322.122	9401.1223
TCGA-24-1564-01	4965.2239	166.7475	21.3474	5440.6313	5808.2591
TCGA-24-1567-01	11743.4448	128.1853	15.2727	3588.9948	28545.4398
TCGA-24-1603-01	955.7536	39.9921	22.1148	4964.0052	8001.4879
TCGA-24-1604-01	5234.0224	63.2013	27.89	12659.7702	14711.1095
TCGA-24-1616-01	23745.8681	15.4628	7.2402	10661.7208	10000.7803
TCGA-24-1842-01	7287.8178	533.7647	83.2211	13075.9844	8693.6714
TCGA-24-1843-01	4983.1757	275.3021	10.2244	6343.2036	10078.194
TCGA-24-1844-01	1061.5031	2.8045	7.0142	6857.9918	4811.1682
TCGA-24-1846-01	5814.9444	99.5758	323.8588	3733.2031	12338.1091
TCGA-24-1847-01	12719.5874	1487.1919	64.1606	8477.6664	10445.6627
TCGA-24-1849-01	10692.8192	544.0527	19.9408	9133.748	4342.2107
TCGA-24-1850-01	2306.7516	205.3056	37.6991	11007.9202	9660.4219
TCGA-24-1924-01	3536.9769	495.6149	45.0983	7532.0799	12049.468
TCGA-24-1928-01	1116.1902	148.0001	12.9982	12996.2838	5741.5468
TCGA-24-1930-01	8101.4267	257.5424	52.0656	18143.2443	4936.5375
TCGA-24-2019-01	716.5783	302.3258	18.1485	18398.6736	12733.0255
TCGA-24-2020-01	1535.3738	13.7352	14.7605	7905.5933	12677.9746
TCGA-24-2023-01	18620.464	100.911	29.815	17658.7681	13568.0637
TCGA-24-2024-01	1386.6791	45.0376	5.0589	11309.1035	8176.1487
TCGA-24-2026-01	18184.7748	186.3844	42.9473	31718.7263	10684.9474
TCGA-24-2027-01	9609.7429	28.0255	13.7528	9901.0599	13918.2934
TCGA-24-2033-01	3830.2084	40.2039	11.3893	9004.7234	7670.9489
TCGA-24-2035-01	1156.966	222.3607	14.4091	7057.8337	5202.5434
TCGA-24-2038-01	5920.0521	22.716	8.2004	24177.6118	4695.2552
TCGA-24-2254-01	6590.2361	11.0562	6.5384	6441.3072	7964.0522
TCGA-24-2261-01	1364.0811	514.2197	36.6111	7011.9597	7689.3035
TCGA-24-2262-01	14393.3751	244.2752	73.2875	6153.5364	6541.3156
TCGA-24-2267-01	5339.8985	422.1106	115.8052	8378.1329	7348.5171
TCGA-24-2271-01	3670.0068	213.8731	14.1918	13982.4863	5670.1648
TCGA-24-2281-01	3863.0297	260.1627	55.3938	8804.3189	5099.7315
TCGA-24-2288-01	2519.6246	334.6547	46.3733	4772.3087	8939.779
TCGA-24-2289-01	3440.0406	86.3778	19.3391	5994.698	13194.3557
TCGA-24-2290-01	4241.3833	27.9348	45.0974	11424.5956	6640.8717
TCGA-24-2293-01	8101.0199	291.2563	30.7018	7213.7111	4485.5844
TCGA-24-2297-01	1745.2187	39.3331	13.9358	11800.1293	9980.8561
TCGA-24-2298-01	25277.2885	88.6568	21.6741	16044.9234	14541.4427
TCGA-25-1312-01	10059.8948	41.347	11.1811	20402.9958	11913.1379
TCGA-25-1313-01	6638.5687	35.6901	31.9557	10219.3087	4903.5121
TCGA-25-1314-01	10644.0979	108.9871	20.3944	5505.8493	4474.5586
TCGA-25-1315-01	7363.8284	34.2016	14.9753	6976.9708	14240.8938
TCGA-25-1316-01	630.9446	271.309	13.0861	5093.7585	7889.8165
TCGA-25-1317-01	1238.5267	46.4895	11.9287	10415.0548	10902.5048
TCGA-25-1318-01	8259.3595	21.7407	13.1289	8134.382	10121.0777
TCGA-25-1319-01	2130.5054	137.4341	39.4171	8818.9399	6197.3123
TCGA-25-1320-01	3153.8416	77.1017	24.1016	11966.5411	5133.0293
TCGA-25-1321-01	15368.1618	12.2916	3.9986	13126.9964	7718.2299
TCGA-25-1322-01	10751.7547	12.6825	45.1384	12433.1216	16879.8093
TCGA-25-1323-01	7533.5303	18.1335	16.5679	14437.4438	9940.0219
TCGA-25-1324-01	1503.7457	182.2164	16.836	3642.1654	8609.6292
TCGA-25-1326-01	6010.8327	143.0568	18.3883	8581.3233	9407.0632
TCGA-25-1328-01	9979.5363	50.1081	10.9068	4014.4336	4452.559
TCGA-25-1329-01	1767.8981	97.2855	17.793	11804.4648	6903.505
TCGA-25-1623-01	7518.8054	409.2265	66.1049	10186.9304	7875.042
TCGA-25-1625-01	24860.9432	110.0364	16.4035	17128.261	7913.5154
TCGA-25-1626-01	10159.8683	606.6149	31.4845	9231.9993	8696.4083
TCGA-25-1627-01	6787.1821	48.8602	7.465	11277.1864	7540.2873
TCGA-25-1628-01	4921.0313	712.0195	35.2099	8499.5011	8406.7165
TCGA-25-1630-01	8047.4266	28.3874	9.6238	4539.9409	8406.7165
TCGA-25-1631-01	8891.6693	40.2594	24.9448	14692.0429	15626.7654
TCGA-25-1632-01	4713.8801	4.6688	2.5807	11210.8615	10303.703
TCGA-25-1633-01	9470.6297	398.4603	30.3506	6191.016	8594.8807
TCGA-25-1634-01	8455.2389	2.8927	-0.029	11388.0662	19078.992
TCGA-25-1635-01	4195.3828	243.4807	10.4419	6926.9089	6709.1405
TCGA-25-1870-01	2252.6158	24.6038	5.422	49596.1028	9079.4169
TCGA-25-1871-01	2851.0286	9.3407	3.6608	9271.3883	7629.6607
TCGA-25-2042-01	6788.7729	191.6462	28.4623	5557.0274	4827.5901
TCGA-25-2391-01	28577.0465	140.4982	14.4682	10834.7744	14580.2274
TCGA-25-2392-01	7988.1114	68.3411	21.6186	8078.2041	8928.7273
TCGA-25-2393-01	978.8668	142.6878	10.8535	6031.7163	13804.793
TCGA-25-2396-01	1992.9921	201.0305	44.6282	10890.2142	7449.5
TCGA-25-2397-01	12299.3552	49.1173	6.7838	6623.816	9083.6456
TCGA-25-2398-01	2508.2533	68.782	20.6744	4972.0029	12306.316
TCGA-25-2399-01	20608.5445	180.9417	31.4458	9999.7631	7335.0527
TCGA-25-2400-01	6149.0149	43.0945	11.0629	14313.0961	56629.7061
TCGA-25-2401-01	6828.3375	217.3001	41.2147	10146.0654	15219.5911
TCGA-25-2404-01	2538.0917	140.0079	36.4589	11492.6732	7336.4926
TCGA-25-2409-01	10947.7245	67.1803	17.2799	15183.9911	7187.0224
TCGA-29-1688-01	13308.9429	211.7704	21.4344	7756.8466	5703.6442
TCGA-29-1690-01	1603.9361	136.2352	9.8234	11445.7199	6927.8913
TCGA-29-1691-01	1816.077	102.8327	6.0435	6042.0663	11696.3976
TCGA-29-1693-01	10912.2004	63.3045	14.3963	6389.9262	5394.4433
TCGA-29-1694-01	17317.3737	69.1152	10.5908	10850.6407	6644.8669
TCGA-29-1695-01	6230.7654	191.1832	26.6947	12486.8088	7010.4158
TCGA-29-1696-01	5644.2482	65.4314	9.7104	16313.8207	19946.6535
TCGA-29-1697-01	1671.7572	85.8196	41.2987	5087.4489	16489.1086
TCGA-29-1698-01	2490.6811	68.4127	17.5783	8408.7309	8371.058
TCGA-29-1699-01	11691.9214	60.1823	46.8268	6806.8045	5731.909
TCGA-29-1701-01	10220.3405	336.6634	9.3793	6973.7237	16392.8604
TCGA-29-1702-01	2364.955	47.5966	2.5952	6993.1692	12628.7867
TCGA-29-1703-01	4507.7593	57.5113	25.0025	14619.6297	10265.476
TCGA-29-1705-01	11435.9314	70.5589	5.1304	5997.2901	7950.2895
TCGA-29-1710-01	34272.5526	363.034	33.2255	22519.0279	8403.3829
TCGA-29-1711-01	5484.8601	424.747	27.6601	14085.8941	10364.5262
TCGA-29-1761-01	4430.8629	286.8851	19.2762	11673.0142	7937.9277
TCGA-29-1762-01	1244.2937	6.9618	15.4695	9526.7254	13003.9346
TCGA-29-1763-01	4335.5536	85.3514	30.1698	6739.4003	9791.5634
TCGA-29-1770-01	9294.1846	35.3364	5.7463	7304.8502	5666.2734
TCGA-29-1776-01	7650.1901	120.4801	19.8205	7037.6318	8542.891
TCGA-29-1778-01	12398.244	163.1254	30.2823	9416.9526	13770.1592
TCGA-29-1781-01	80.3101	854.9471	121.6552	6317.3839	8259.1142
TCGA-29-1783-01	13650.4437	177.7502	14.0668	14036.4502	10976.2995
TCGA-29-1784-01	3014.3036	383.8597	42.9772	12663.6445	12795.7425
TCGA-29-1785-01	22383.4807	558.8848	34.5454	13406.6864	7949.5761
TCGA-29-2425-01	4299.7946	42.547	12.1407	6365.481	8208.2012
TCGA-29-2427-01	738.2624	866.4644	29.5069	13570.4232	7699.2527
TCGA-29-2428-01	1109.3295	392.9135	56.1519	18984.5283	7287.3696
TCGA-29-A5NZ-01	2098.8139	33.7797	11.5735	7805.9215	9084.5147
TCGA-30-1718-01	22847.4626	151.8012	8.0518	11459.3724	14899.4552
TCGA-30-1855-01	1749.8197	193.2889	11.2375	3039.2729	12597.8757
TCGA-30-1857-01	42345.3669	204.2755	6.6377	18243.7003	9312.5271
TCGA-30-1860-01	3567.1226	567.6494	48.686	8748.3994	6259.5883
TCGA-30-1861-01	754.0385	16.2893	2.0838	8852.1669	11341.1221
TCGA-30-1862-01	13953.2567	154.567	12.9341	11814.8886	6114.0744
TCGA-30-1891-01	7791.1292	204.5768	5.7344	9510.4901	3474.9384
TCGA-31-1944-01	2484.7514	84.5995	17.9149	4793.5899	11026.0451
TCGA-31-1946-01	3560.2438	152.7585	28.9322	7504.8673	8781.4882
TCGA-31-1950-01	1991.4012	91.496	18.5787	12881.8064	10134.4123
TCGA-31-1951-01	3455.1903	147.3299	68.1539	7836.1782	4768.2197
TCGA-31-1953-01	29436.2219	302.7675	57.865	15031.1394	13144.5453
TCGA-31-1956-01	1946.3047	1060.4966	112.2155	9792.025	4172.8423
TCGA-31-1959-01	14247.7536	216.8482	32.528	7363.6847	18675.1902
TCGA-36-1568-01	32355.249	142.0499	27.7823	4330.6438	9709.0909
TCGA-36-1569-01	2831.0429	476.445	20.9977	7542.3099	5525.5978
TCGA-36-1570-01	4457.0765	32.1108	36.1386	7288.661	8843.6864
TCGA-36-1571-01	14519.0199	34.4732	9.6002	5827.9079	14138.2895
TCGA-36-1574-01	11259.1247	83.0544	19.4251	5219.6375	10956.1678
TCGA-36-1575-01	2075.1313	35.3527	16.7046	5934.738	14343.1089
TCGA-36-1576-01	4103.2915	442.1236	28.4386	6623.0781	11212.5748
TCGA-36-1577-01	14415.5211	99.0598	4.6184	2578.6792	9601.0256
TCGA-36-1578-01	8008.2959	340.3441	44.8844	4056.3318	6944.4948
TCGA-36-1580-01	1315.3779	272.2815	24.1444	4934.0898	8075.7884
TCGA-36-1581-01	1831.6967	662.5173	71.5108	4699.7203	7659.5211
TCGA-3P-A9WA-01	6007.5786	28.4155	8.1323	8865.8655	10806.1139
TCGA-57-1582-01	4100.9684	71.8942	4.7326	8779.3202	8754.313
TCGA-57-1583-01	162.8218	20.2981	15.7799	8015.6521	56089.0553
TCGA-57-1584-01	7693.976	67.675	12.6315	11406.0541	14906.849
TCGA-57-1585-01	5464.1513	185.4109	15.8339	11222.3	9853.8265
TCGA-57-1993-01	11307.846	16.9363	29.0618	10827.3024	5298.8695
TCGA-57-1994-01	12891.6937	513.7638	30.4652	6065.0079	9052.6827
TCGA-59-2348-01	4939.6972	84.8959	15.5765	6838.3065	8043.7749
TCGA-59-2350-01	1373.292	66.8074	39.1177	5843.7465	10149.3944
TCGA-59-2351-01	3190.4232	165.4161	26.81	5408.4282	7384.7205
TCGA-59-2352-01	16644.5865	132.2754	76.477	8787.9729	17102.9185
TCGA-59-2354-01	7019.4351	250.5368	35.4931	7839.785	7113.3963
TCGA-59-2355-01	6684.542	194.6254	30.6601	11042.1435	11376.625
TCGA-59-2363-01	2324.387	36.968	3.867	2900.5533	13007.5666
TCGA-59-A5PD-01	3790.2823	35.5454	6.444	10220.0467	14804.1149
TCGA-5X-AA5U-01	2038.2694	4.0339	14.0472	7716.7288	12197.3817
TCGA-61-1721-01	590.6108	138.2812	15.3176	244.4169	467.9004
TCGA-61-1724-01	24347.3362	75.4914	24.0314	11006.6287	10136.825
TCGA-61-1725-01	10998.8863	135.0453	17.3932	9634.3765	16506.4904
TCGA-61-1728-01	7485.5773	51.6175	5.3296	15252.8989	9156.7528
TCGA-61-1733-01	2688.7208	126.859	8.8064	6501.3225	15315.7096
TCGA-61-1736-01	23862.7449	85.8997	32.144	18041.2202	9684.8212
TCGA-61-1737-01	13436.2147	115.8411	21.7069	5333.0724	8462.1306
TCGA-61-1738-01	27410.6288	91.4526	19.3806	44973.1921	18878.0639
TCGA-61-1740-01	2041.9122	325.7405	57.1687	6187.6583	4733.9621
TCGA-61-1741-01	2098.127	110.9766	35.9209	8129.7881	9054.7581
TCGA-61-1743-01	635.7326	23.4355	42.7413	11572.9272	4889.5029
TCGA-61-1900-01	7406.6561	59.6041	6.5295	7689.7376	20322.1775
TCGA-61-1907-01	3665.8035	480.5645	35.5601	1551.6025	13110.3006
TCGA-61-1910-01	4801.8676	13.6983	11.2394	9293.2506	5855.0212
TCGA-61-1914-01	3251.3384	73.3667	6.1878	7739.4674	9865.8381
TCGA-61-1917-01	7205.2177	226.8148	19.8904	23398.4095	16026.4164
TCGA-61-1918-01	7866.028	72.1944	23.7017	7414.2447	10487.7292
TCGA-61-1919-01	2303.38	115.8825	23.7825	10572.3343	8569.1453
TCGA-61-1995-01	12087.2957	123.4482	24.4621	7948.2202	7883.9923
TCGA-61-1998-01	6291.1382	14.5129	15.4476	18517.4865	11651.1012
TCGA-61-2000-01	147.6134	56.5717	15.9237	7135.0621	18461.0312
TCGA-61-2002-01	7018.2329	597.8149	29.1667	6455.0427	7198.1389
TCGA-61-2003-01	7246.0296	244.1226	18.2455	14985.9388	8429.9095
TCGA-61-2008-01	13247.8379	118.241	9.4701	9095.512	4779.3363
TCGA-61-2009-01	5372.1504	242.7963	5.7452	9993.7671	12638.2819
TCGA-61-2012-01	1181.6249	470.7212	48.4971	7341.5549	8634.5863
TCGA-61-2016-01	10306.8456	179.307	12.6829	15474.2894	18131.2965
TCGA-61-2088-01	1539.4324	28.8641	2.9942	16293.5265	11158.3152
TCGA-61-2092-01	3222.883	7.9451	2.2123	13113.2518	10471.4889
TCGA-61-2094-01	4697.3293	1609.0268	149.8958	7771.855	5556.7163
TCGA-61-2095-01	2865.9975	28.7131	40.7021	6081.6214	4313.2844
TCGA-61-2097-01	14317.5362	8.0124	12.5469	9893.9569	18448.3192
TCGA-61-2098-01	2445.9642	17.2478	3.4993	9240.6704	10030.0439
TCGA-61-2101-01	4062.1903	26.3617	4.5727	24491.6174	13032.8609
TCGA-61-2102-01	32.4324	61.2482	4.6298	182.4986	169.1195
TCGA-61-2104-01	16234.8398	99.3624	73.6933	26382.5691	6541.4843
TCGA-61-2109-01	13417.9556	46.7654	11.545	8898.6128	9079.0277
TCGA-61-2110-01	3519.5494	17.8306	11.073	5985.5841	9072.2955
TCGA-61-2111-01	19950.7623	109.8726	15.1286	11312.6089	19894.7676
TCGA-61-2113-01	6023.7136	113.7576	70.8827	10073.7445	8368.1264
TCGA-OY-A56P-01	2424.5052	22.6975	24.0958	5370.266	10933.9607
TCGA-OY-A56Q-01	3565.2786	5.7375	2.8829	8766.5257	13935.286
TCGA-VG-A8LO-01	9795.5887	30.9431	2.1601	8871.4095	10419.2528
TCGA-WR-A838-01	1418.1626	34.9905	22.7425	8144.9534	14948.6171
