	TACSTD2	CD8A	CD274	CLDN4	EPCAM
TCGA-18-3406-01	11621.3	333.858	42.5197	3652.76	1655.91
TCGA-18-3407-01	19713.6	195.528	568.982	2570.88	4220.27
TCGA-18-3408-01	8235.5	233.131	377.28	2923.92	4864.9
TCGA-18-3410-01	8826.6	855.521	1600.75	5003.54	1503.07
TCGA-18-3411-01	5666.7	157.699	41.0339	6615.71	12318.2
TCGA-18-3412-01	51083.3	105.634	79.0297	11512.9	11175.7
TCGA-18-3414-01	18759.5	321.58	42.8281	8954.03	846.963
TCGA-18-3415-01	9326.01	591.908	853.179	3163.01	5100.0
TCGA-18-3416-01	22292.1	2566.34	1097.95	7536.13	10471.2
TCGA-18-3417-01	9874.57	158.803	63.2911	9628.31	4388.95
TCGA-18-3419-01	25507.2	470.815	70.0134	6866.89	6800.94
TCGA-18-3421-01	12650.2	903.061	195.011	2260.2	2772.11
TCGA-18-4083-01	7100.08	352.397	1032.8	2148.44	2603.87
TCGA-18-4086-01	14720.0	252.256	249.484	5264.91	4642.78
TCGA-18-4721-01	1825.19	593.985	629.699	1790.41	4770.68
TCGA-18-5592-01	5717.1	315.953	51.8674	1461.42	4337.87
TCGA-21-1071-01	5286.05	239.388	117.478	3081.9	5782.56
TCGA-21-1072-01	5022.26	120.061	105.454	2090.92	9100.78
TCGA-21-1075-01	2258.36	12.8114	220.641	2574.02	4219.57
TCGA-21-1076-01	10639.9	525.129	144.836	5444.0	3324.5
TCGA-21-1079-01	6404.53	57.6985	294.903	294.048	269.26
TCGA-21-1080-01	50718.6	414.389	42.6045	2039.79	2993.57
TCGA-21-1081-01	16971.7	67.8382	21.2667	5925.88	2247.81
TCGA-21-1082-01	23218.3	357.585	29.6296	4586.1	2831.46
TCGA-21-5782-01	18521.3	232.584	26.9663	2393.26	4952.81
TCGA-21-5783-01	3228.24	76.0611	28.7406	3828.31	2009.23
TCGA-21-5784-01	35094.5	352.98	22.5589	7639.06	1054.08
TCGA-21-5786-01	3347.92	191.214	26.9315	1617.24	2888.07
TCGA-21-5787-01	4379.02	2571.64	59.9415	1617.69	5694.44
TCGA-22-0940-01	12201.2	1160.06	139.865	4636.13	1745.33
TCGA-22-0944-01	9088.77	81.0617	46.4118	10554.9	5605.02
TCGA-22-1000-01	25642.1	580.409	81.9037	4104.93	952.297
TCGA-22-1002-01	10516.0	262.571	52.6082	3674.12	1894.83
TCGA-22-1005-01	5391.22	1597.81	71.298	4305.3	5307.13
TCGA-22-1011-01	44079.3	383.471	86.5014	4641.32	1996.14
TCGA-22-1012-01	8834.17	215.915	66.2215	7385.64	6311.07
TCGA-22-1016-01	9147.3	125.504	81.5174	4291.36	2456.42
TCGA-22-1017-01	4902.94	308.048	492.723	15113.3	13584.6
TCGA-22-4591-01	6849.17	141.018	45.9841	6121.4	19481.3
TCGA-22-4593-01	2213.32	144.874	37.0173	630.892	1574.17
TCGA-22-4594-01	2294.27	348.929	53.7822	11241.8	9776.56
TCGA-22-4595-01	3559.88	229.789	63.4015	3097.28	4832.94
TCGA-22-4596-01	3746.9	404.546	420.487	9180.91	4663.7
TCGA-22-4599-01	560.63	1172.02	175.341	1501.93	4896.86
TCGA-22-4601-01	21342.7	167.555	110.434	8969.54	7603.96
TCGA-22-4604-01	5692.33	377.301	319.018	1920.55	4052.45
TCGA-22-4605-01	19602.7	98.1031	147.714	8463.35	3453.38
TCGA-22-4607-01	49731.6	82.7432	21.9903	11634.4	4130.08
TCGA-22-4609-01	6457.44	671.414	177.348	7906.41	704.646
TCGA-22-4613-01	9494.69	401.77	81.4159	2253.1	8012.39
TCGA-22-5471-01	8860.38	1653.11	84.5628	6240.01	5957.9
TCGA-22-5472-01	36237.1	139.034	33.0205	12558.2	1776.16
TCGA-22-5473-01	3742.95	137.031	690.903	3631.79	10216.6
TCGA-22-5474-01	10410.9	796.337	620.011	9141.88	8108.53
TCGA-22-5477-01	2588.25	284.897	638.16	3310.63	11576.8
TCGA-22-5478-01	5337.19	110.555	20.7949	10048.2	4646.22
TCGA-22-5479-01	4142.94	223.727	161.136	2084.12	8667.63
TCGA-22-5480-01	811.33	199.088	195.002	994.893	2402.67
TCGA-22-5481-01	154.839	549.551	353.252	285.986	7709.78
TCGA-22-5482-01	11758.0	63.0659	29.9719	4990.32	3322.2
TCGA-22-5483-01	2748.78	304.735	46.7182	12049.3	21005.9
TCGA-22-5485-01	2363.64	87.0558	132.439	1912.66	2666.19
TCGA-22-5489-01	865.14	485.345	269.975	1806.54	3618.88
TCGA-22-5491-01	26923.7	180.262	76.9625	12111.2	4455.63
TCGA-22-5492-01	10092.2	446.598	117.457	3961.7	2034.36
TCGA-22-A5C4-01	2580.68	108.354	18.7996	3282.76	2376.96
TCGA-33-4532-01	7562.55	83.8756	38.684	3418.29	11438.9
TCGA-33-4533-01	1265.79	196.062	14.356	1246.1	935.193
TCGA-33-4538-01	10892.3	198.959	476.381	4716.57	7263.01
TCGA-33-4547-01	13612.3	43.8892	13.7431	3287.7	2733.54
TCGA-33-4566-01	8392.71	623.482	103.239	1271.26	4955.47
TCGA-33-4582-01	5821.26	103.536	4.4839	2559.06	5585.66
TCGA-33-4583-01	20900.9	406.019	423.215	8069.74	5968.95
