	TACSTD2	CD8A	CD274	CLDN4	EPCAM
TCGA-44-A4SU-01	10337.4	133.349	43.1976	13704.4	7810.31
TCGA-49-4486-01	7267.9	125.349	8.6447	12497.0	9555.44
TCGA-49-4487-01	3303.29	1053.92	58.1297	7232.52	13175.2
TCGA-49-4488-01	31566.3	535.682	101.266	19470.2	18004.8
TCGA-49-4490-01	21650.3	114.2	10.2967	26721.9	13583.3
TCGA-49-4494-01	6635.91	427.06	67.864	22065.7	8228.3
TCGA-49-4501-01	13816.4	251.783	64.465	13045.4	14818.5
TCGA-49-4505-01	11115.1	585.181	92.8992	21808.3	10242.5
TCGA-49-4506-01	3912.05	1306.54	37.8072	2161.38	6994.73
TCGA-49-4507-01	19932.9	1628.85	22.1377	4590.11	4720.17
TCGA-49-4510-01	7963.92	125.479	30.0128	13484.7	15259.3
TCGA-49-4512-01	4843.2	45.3497	17.6787	12890.1	6943.12
TCGA-49-4514-01	7136.91	439.171	9.1813	6312.89	19927.2
TCGA-49-6742-01	8312.45	108.874	21.6257	12072.3	19790.5
TCGA-49-6743-01	9965.27	235.486	143.787	6817.15	9335.32
TCGA-49-6744-01	5816.19	683.299	68.7373	8571.28	7001.02
TCGA-49-6745-01	12929.7	681.572	847.174	16068.8	9049.14
TCGA-49-6761-01	4431.16	523.556	334.372	11297.5	8859.4
TCGA-49-6767-01	44794.1	652.071	208.284	31189.9	15669.2
TCGA-49-AAQV-01	8936.47	236.18	83.3192	14690.4	9118.53
TCGA-49-AAR0-01	6632.62	275.161	28.2598	15435.8	6998.51
TCGA-49-AAR2-01	7515.31	272.227	15.4674	5245.31	22793.4
TCGA-49-AAR3-01	7678.57	1529.62	406.794	6990.42	6851.92
TCGA-49-AAR4-01	12392.8	3215.01	116.015	12296.3	9796.34
TCGA-49-AAR9-01	14257.0	156.494	15.6035	22599.8	24656.7
TCGA-49-AARE-01	21718.3	243.969	16.8411	24645.9	12202.5
TCGA-49-AARN-01	7557.46	202.239	64.9254	11229.9	11179.1
TCGA-49-AARO-01	17719.2	301.528	102.047	16098.0	13981.6
TCGA-49-AARQ-01	1563.48	234.832	28.0899	4633.15	8743.82
TCGA-49-AARR-01	6875.37	383.722	94.3998	5649.7	2692.69
TCGA-4B-A93V-01	1472.17	141.444	661.513	7198.23	14319.5
TCGA-50-5044-01	1224.16	500.512	230.297	1405.32	2752.3
TCGA-50-5045-01	5709.39	713.621	119.712	8298.22	7979.27
TCGA-50-5049-01	7516.18	1967.08	136.161	11890.6	6489.4
TCGA-50-5051-01	6398.14	140.976	20.1394	11450.8	16366.4
TCGA-50-5055-01	7628.74	1095.52	31.5615	6966.78	6574.75
TCGA-50-5066-01	3072.3	1271.78	87.108	9164.63	5770.03
TCGA-50-5068-01	9540.08	840.539	55.5799	13421.3	7173.23
TCGA-50-5072-01	10672.5	90.5312	45.2656	8556.12	21933.9
TCGA-50-5930-01	9789.07	555.126	35.8574	6745.18	9390.66
TCGA-50-5931-01	6235.48	55.5556	6.9444	8321.97	6827.02
TCGA-50-5932-01	15774.3	55.6941	22.4439	20630.9	17370.7
TCGA-50-5933-01	6070.59	190.838	522.509	5980.28	7927.44
TCGA-50-5935-01	3980.9	254.655	47.1113	18187.5	10340.3
TCGA-50-5936-01	12931.3	95.7602	32.8947	16728.1	11699.6
TCGA-50-5939-01	16909.2	67.0429	127.245	3397.3	5809.47
TCGA-50-5941-01	7237.18	1035.9	200.641	9102.56	7745.51
TCGA-50-5942-01	5332.49	268.51	31.9655	5344.0	7504.23
TCGA-50-5944-01	11366.4	92.6971	33.5417	12020.1	10788.8
TCGA-50-5946-01	11495.3	115.15	28.6266	11842.1	14118.0
TCGA-50-6590-01	3033.15	600.0	476.087	3952.72	2215.76
TCGA-50-6591-01	428.315	2.9869	5.3763	1415.77	1838.71
TCGA-50-6592-01	9855.85	920.08	83.4879	13240.8	13530.6
TCGA-50-6593-01	8669.66	80.821	121.873	8967.93	11506.7
TCGA-50-6594-01	5838.03	71.831	1650.7	14528.9	18749.3
TCGA-50-6595-01	7587.14	286.817	508.039	5367.2	4636.01
TCGA-50-6597-01	8877.47	222.432	8.4826	7290.29	21166.8
TCGA-50-6673-01	3574.87	63.9372	26.9209	7396.52	14157.6
TCGA-50-7109-01	4821.75	467.409	24.4078	6789.02	10104.8
TCGA-50-8457-01	5441.63	470.928	51.4869	12841.5	8736.8
TCGA-50-8459-01	5042.2	252.334	38.0459	2651.46	4693.63
TCGA-50-8460-01	8463.44	248.451	53.9033	9843.87	8058.86
TCGA-53-7624-01	7471.67	171.717	145.367	5173.03	7133.07
TCGA-53-7626-01	9373.57	802.969	89.3452	15846.8	5094.67
TCGA-53-7813-01	3609.46	598.15	26.7215	3477.9	19009.2
TCGA-53-A4EZ-01	2057.24	162.88	23.2124	5589.85	15501.1
TCGA-55-1592-01	13648.6	120.168	59.2722	9997.24	11479.0
TCGA-55-1594-01	1190.25	192.217	73.5063	3575.47	19181.2
TCGA-55-1595-01	2781.29	341.214	67.7544	6714.71	12279.4
TCGA-55-1596-01	19168.1	189.461	20.7223	11814.7	14251.6
TCGA-55-5899-01	364.052	294.899	62.2946	6999.86	17792.8
TCGA-55-6543-01	8195.09	99.2196	112.597	11908.0	7688.41
TCGA-55-6642-01	3838.79	476.409	60.2883	4324.38	9947.58
TCGA-55-6712-01	17858.8	1244.01	220.48	16285.9	8186.42
TCGA-55-6968-01	1250.14	438.466	119.634	8529.48	9119.63
TCGA-55-6969-01	1579.18	559.853	76.2338	5630.95	13954.9
TCGA-55-6970-01	3857.05	368.776	109.219	3495.66	9654.67
TCGA-55-6971-01	2062.92	1312.68	149.08	4634.08	5433.69
TCGA-55-6972-01	3823.06	50.2283	5.7078	18044.5	10409.8
TCGA-55-6975-01	8680.64	195.306	10.0587	5512.99	12571.7
TCGA-55-6978-01	4356.57	1568.55	689.529	10170.4	7189.25
TCGA-55-6979-01	5607.23	909.053	309.36	9483.74	5452.2
TCGA-55-6980-01	20161.8	197.171	83.1123	16611.0	10228.1
TCGA-55-6981-01	8636.84	40.3509	72.807	31812.3	10790.4
TCGA-55-6982-01	4903.43	169.624	80.2028	30213.4	12826.9
TCGA-55-6983-01	4020.21	479.433	31.5603	8792.2	10835.5
TCGA-55-6984-01	12913.2	87.7514	36.5631	11695.6	13670.0
TCGA-55-6985-01	10430.6	438.06	111.94	19310.4	5381.34
TCGA-55-6986-01	4736.19	161.337	47.2384	10332.8	7087.94
TCGA-55-6987-01	4181.5	1704.45	243.644	5165.61	4722.46
TCGA-55-7227-01	18727.7	272.979	156.185	9287.49	7615.76
TCGA-55-7281-01	29031.9	339.031	29.0598	25282.1	15830.2
TCGA-55-7283-01	5783.96	340.852	45.1128	18469.2	11160.9
TCGA-55-7284-01	6538.09	272.706	71.6828	9800.6	7919.39
TCGA-55-7570-01	1160.78	288.889	24.4009	6648.8	23404.8
TCGA-55-7573-01	11373.1	251.401	44.0352	5763.01	8668.53
TCGA-55-7574-01	2400.48	796.19	47.6285	4098.43	4047.63
TCGA-55-7576-01	16683.6	353.628	64.7626	14714.3	15872.2
TCGA-55-7724-01	7561.12	396.794	60.1202	1763.53	3690.38
TCGA-55-7725-01	6505.25	406.513	120.798	3190.13	12560.9
TCGA-55-7726-01	16543.0	106.477	31.9432	4881.1	3506.65
TCGA-55-7727-01	10477.1	318.349	73.3945	4271.56	10437.6
TCGA-55-7728-01	9031.3	294.869	80.7557	7235.04	6030.75
TCGA-55-7815-01	4271.54	192.385	119.239	810.621	11855.7
TCGA-55-7816-01	738.064	577.204	103.656	1429.68	993.548
TCGA-55-7903-01	9289.99	433.483	204.783	14074.2	14066.8
TCGA-55-7907-01	11615.3	408.131	52.3847	11345.6	17517.6
TCGA-55-7910-01	488.889	50.0	29.6296	4565.74	22275.0
TCGA-55-7911-01	3012.55	964.715	230.474	8782.34	12935.1
TCGA-55-7913-01	4819.57	107.325	13.4873	15866.3	16004.0
TCGA-55-7914-01	3845.58	451.274	78.9605	9270.86	13206.4
TCGA-55-7994-01	7677.82	834.904	814.957	8101.45	7355.51
TCGA-55-7995-01	8685.48	1036.85	157.861	13363.6	7129.22
TCGA-55-8085-01	4627.7	622.129	47.3208	7104.38	15377.5
TCGA-55-8087-01	7444.68	43.63	15.7068	9616.4	10785.3
TCGA-55-8089-01	8916.56	1511.11	241.179	3270.89	4437.7
TCGA-55-8090-01	10212.8	105.606	245.277	15722.8	9622.79
TCGA-55-8091-01	9926.29	136.547	256.588	8213.82	7500.33
TCGA-55-8092-01	5404.19	1101.48	88.0827	5692.9	6655.14
TCGA-55-8094-01	4217.55	40.5305	8.3445	12439.9	36546.0
TCGA-55-8096-01	3588.14	188.357	38.3575	8575.24	10969.0
TCGA-55-8097-01	6695.84	124.101	27.2221	12237.9	6140.59
TCGA-55-8203-01	4828.63	444.04	67.5361	10107.4	12799.1
TCGA-55-8204-01	22090.7	253.755	97.6395	4615.34	1814.91
TCGA-55-8205-01	4231.1	1115.21	761.092	7782.76	9939.13
TCGA-55-8206-01	10595.7	80.6261	54.9321	8676.02	5815.42
TCGA-55-8207-01	10341.1	246.64	60.2979	15825.6	9849.98
TCGA-55-8208-01	6561.63	726.663	290.872	7731.3	7874.16
TCGA-55-8299-01	3275.44	1366.35	164.722	2690.04	3521.25
TCGA-55-8301-01	4318.28	715.269	312.688	10198.3	5438.28
TCGA-55-8302-01	12451.9	292.953	513.36	31509.3	13836.9
TCGA-55-8505-01	10134.4	41.2493	14.1426	14411.3	8860.34
TCGA-55-8506-01	158.784	180.743	74.3243	9877.82	4484.23
TCGA-55-8507-01	5696.97	123.918	29.7619	8205.63	11208.9
TCGA-55-8508-01	7037.14	157.383	35.3669	13600.4	9667.55
TCGA-55-8510-01	10175.0	595.471	141.983	13933.3	9416.77
TCGA-55-8511-01	6337.99	464.232	358.355	12945.8	8602.14
TCGA-55-8512-01	13870.7	143.239	41.1545	11269.4	4550.51
TCGA-55-8513-01	4885.76	115.727	90.5045	5891.69	3685.46
TCGA-55-8514-01	5909.68	56.129	54.1935	21696.1	10878.7
TCGA-55-8614-01	19918.3	213.107	32.689	7018.7	3597.67
TCGA-55-8615-01	2924.6	22.9947	12.8342	4637.43	17221.4
TCGA-55-8616-01	10671.7	199.58	82.9832	19358.2	9855.04
TCGA-55-8619-01	9543.97	527.664	64.6476	8405.94	5130.46
TCGA-55-8620-01	105.373	403.632	54.7701	11049.3	5809.79
TCGA-55-8621-01	4155.35	365.341	233.025	5312.44	4154.28
TCGA-55-A48X-01	12614.4	386.608	68.4262	14161.3	6315.25
TCGA-55-A48Y-01	6180.15	134.454	22.0588	2259.98	11521.0
TCGA-55-A48Z-01	5189.33	287.362	97.5493	19609.8	7075.93
TCGA-55-A490-01	2407.42	134.32	26.5687	9382.2	10000.2
TCGA-55-A491-01	7418.21	213.87	94.2298	17925.4	15136.6
TCGA-55-A492-01	4750.94	73.9154	1.0712	7380.29	16031.1
TCGA-55-A493-01	3915.92	472.16	446.467	18283.8	11259.1
TCGA-55-A494-01	4312.6	28.3811	8.4256	30099.1	18947.9
TCGA-55-A4DF-01	2524.73	474.341	190.014	5304.67	8666.67
TCGA-55-A4DG-01	7075.42	424.578	30.5907	9034.81	6712.55
TCGA-55-A57B-01	16055.0	88.8575	66.6432	23699.2	7105.78
TCGA-62-8394-01	5668.36	100.634	35.7626	20656.2	15215.7
TCGA-62-8395-01	3423.4	121.058	10.0882	8478.88	6514.32
TCGA-62-8397-01	8147.45	49.635	33.5766	9716.79	12268.6
TCGA-62-8398-01	6862.47	164.393	86.7005	10829.3	6044.64
TCGA-62-8399-01	3602.12	231.089	85.0983	11764.0	5267.78
TCGA-62-8402-01	4157.65	557.704	177.362	5063.19	12058.6
TCGA-62-A46O-01	4300.45	47.9376	15.6076	1829.43	18299.3
TCGA-62-A46P-01	4127.07	95.4887	12.0301	2450.38	13640.6
TCGA-62-A46R-01	10434.0	361.157	51.5223	13500.9	18640.1
TCGA-62-A46S-01	3531.13	174.393	42.3841	6752.76	11941.3
TCGA-62-A46U-01	2726.26	543.362	451.295	7063.71	7203.04
TCGA-62-A46V-01	8755.83	17.866	19.8511	6080.89	12931.5
TCGA-62-A46Y-01	9959.9	440.601	177.945	11873.7	9366.92
TCGA-62-A470-01	4267.24	65.2709	27.0936	4955.66	17525.9
TCGA-62-A471-01	3830.69	226.087	22.5064	6012.79	11030.7
TCGA-62-A472-01	6026.06	488.417	162.162	9286.68	13090.7
TCGA-64-1676-01	19795.8	440.661	248.045	14622.2	54344.1
TCGA-64-1677-01	3509.85	351.204	110.503	9374.18	16230.9
TCGA-64-1678-01	2740.34	164.833	7.4924	8007.49	15259.2
TCGA-64-1679-01	15481.1	33.9524	100.406	11506.4	9602.73
TCGA-64-1680-01	7248.13	103.886	27.6532	19363.2	13449.9
TCGA-64-1681-01	14326.2	62.1668	34.3363	15138.0	14062.7
TCGA-64-5774-01	1719.23	117.454	41.1792	10252.2	16845.6
TCGA-64-5775-01	643.255	58.9419	594.524	1535.74	146.659
TCGA-64-5778-01	13478.5	1751.95	116.762	12950.2	15649.8
TCGA-64-5779-01	1797.87	403.437	35.1882	2761.05	35239.0
TCGA-64-5781-01	14834.1	1435.37	71.3826	7732.48	6601.29
TCGA-64-5815-01	6899.45	142.184	73.0558	11186.2	9223.88
TCGA-67-3770-01	5029.14	194.549	41.3534	8631.58	15645.7
TCGA-67-3771-01	7919.22	369.381	56.0261	6171.99	13571.3
TCGA-67-3772-01	17618.9	160.581	14.5131	15713.0	11989.7
TCGA-67-3773-01	6334.02	417.266	96.6084	10380.3	4975.33
TCGA-67-3774-01	4944.6	250.998	51.0937	3347.92	7959.76
TCGA-67-4679-01	7014.78	259.934	70.5781	11217.9	6679.1
TCGA-67-6215-01	4246.01	58.843	27.5594	6032.16	9886.37
TCGA-67-6216-01	13145.7	291.145	107.853	8753.2	9794.02
TCGA-67-6217-01	8535.34	558.902	58.5625	9335.88	5079.59
TCGA-69-7760-01	7384.76	38.7258	26.2336	11582.1	19488.4
TCGA-69-7761-01	6723.69	974.096	105.774	5196.98	7592.55
TCGA-69-7763-01	4726.47	142.456	41.3773	4148.37	8653.76
TCGA-69-7764-01	6892.57	393.899	37.1353	6570.29	14935.0
TCGA-69-7765-01	3907.62	270.287	63.6704	8732.83	10704.1
TCGA-69-7973-01	753.653	188.865	37.1537	6107.15	13178.5
TCGA-69-7974-01	4605.92	276.279	400.017	11368.6	10267.0
TCGA-69-7978-01	10883.0	873.907	706.792	10556.8	8362.81
TCGA-69-7979-01	6266.45	73.6445	55.3784	18577.0	6308.21
TCGA-69-7980-01	8058.79	457.169	104.417	13578.8	20161.7
TCGA-69-8253-01	5534.8	86.2849	23.9998	9329.34	12161.3
TCGA-69-8254-01	4613.72	239.434	89.5724	13240.5	11176.4
TCGA-69-8255-01	258.807	1509.57	72.6768	3031.07	14012.8
TCGA-69-8453-01	11976.6	396.199	93.0799	10888.4	6767.54
TCGA-69-A59K-01	14889.3	441.574	811.808	5202.34	13060.3
TCGA-71-6725-01	10260.7	6.2405	21.2177	23156.0	11346.8
TCGA-71-8520-01	5129.17	66.3389	59.519	14151.3	12208.2
TCGA-73-4658-01	5698.5	352.704	533.372	12993.1	7366.51
TCGA-73-4659-01	4973.0	77.4262	63.2911	8035.02	10038.0
TCGA-73-4662-01	2856.24	373.205	165.504	22687.2	24146.0
TCGA-73-4666-01	5142.93	1131.86	688.172	26062.0	7734.64
TCGA-73-4668-01	12499.4	167.528	51.4145	18129.2	15923.2
TCGA-73-4670-01	8806.61	85.8275	46.1938	10298.8	9009.43
TCGA-73-4675-01	3757.74	69.7026	10.223	6534.7	10628.9
TCGA-73-4676-01	13009.0	244.327	169.921	12370.4	15950.9
TCGA-73-4677-01	5355.98	285.652	33.5381	5667.94	11194.2
TCGA-73-7498-01	4712.18	134.096	23.9847	9872.44	8045.24
TCGA-73-7499-01	6168.67	1386.21	57.2963	11847.8	12032.2
TCGA-73-A9RS-01	5936.62	249.12	110.035	4490.32	10218.3
TCGA-75-5122-01	1149.14	4673.58	498.413	2824.62	1667.87
TCGA-75-5125-01	4026.8	507.216	1106.19	10089.7	11010.3
TCGA-75-5126-01	9325.64	750.796	1046.18	13947.5	8609.87
TCGA-75-5146-01	8024.1	251.595	16.3005	8889.44	21228.2
TCGA-75-5147-01	7943.38	247.125	62.8133	11343.3	15403.4
TCGA-75-6203-01	3559.15	271.664	89.4085	3318.43	4941.54
TCGA-75-6205-01	8622.88	885.593	232.203	4121.19	3600.0
TCGA-75-6206-01	4464.44	99.4336	30.2077	6101.95	7115.17
TCGA-75-6207-01	12385.9	127.912	625.934	24154.3	8039.12
TCGA-75-6211-01	3227.48	240.631	19.0664	5938.86	8666.67
TCGA-75-6212-01	7301.86	75.6064	49.8846	6020.45	11950.5
TCGA-75-6214-01	26358.2	99.9165	92.0203	7992.1	4056.49
TCGA-75-7025-01	11586.2	374.811	32.5265	4925.11	10586.2
TCGA-75-7027-01	4554.72	127.678	22.872	6892.88	20721.8
TCGA-75-7030-01	10128.1	478.125	47.9167	5943.75	5215.62
TCGA-75-7031-01	5872.04	638.71	38.7097	6867.74	10708.6
TCGA-78-7143-01	13600.3	107.486	60.9405	17503.4	10343.1
TCGA-78-7145-01	14965.2	35.4971	62.8473	17436.6	18518.4
TCGA-78-7146-01	4843.28	224.378	114.428	10347.8	13106.0
TCGA-78-7147-01	17796.3	297.349	16.0412	13247.7	10797.7
TCGA-78-7148-01	11203.4	474.342	24.4616	10926.3	14370.1
TCGA-78-7149-01	9137.58	103.115	4.9628	5878.69	16051.8
TCGA-78-7150-01	5846.82	135.972	19.5066	4112.45	18599.5
TCGA-78-7152-01	2533.89	417.827	23.2126	9694.52	8571.03
TCGA-78-7153-01	1581.21	245.626	4.2984	6205.12	9557.9
TCGA-78-7154-01	4045.84	155.38	27.385	6268.79	24784.0
TCGA-78-7155-01	1254.05	204.861	24.8843	1427.08	9265.05
TCGA-78-7156-01	4641.79	94.5274	7.4627	5184.7	9690.92
TCGA-78-7158-01	5011.2	51.0373	34.0249	9836.1	10522.8
TCGA-78-7159-01	2487.05	190.083	33.6088	5698.62	14092.0
TCGA-78-7160-01	9314.2	928.076	78.8644	8436.59	10127.4
TCGA-78-7161-01	5388.33	113.535	12.1251	4909.2	19514.5
TCGA-78-7162-01	3703.26	393.707	39.8829	5299.3	8844.13
TCGA-78-7163-01	3043.4	197.552	53.7533	12251.6	10328.5
TCGA-78-7166-01	19599.2	118.145	23.6291	6518.5	18252.3
TCGA-78-7167-01	7405.94	99.8514	3.5661	7305.79	21650.5
TCGA-78-7220-01	2219.53	265.603	38.0903	5027.41	12988.3
TCGA-78-7535-01	12642.8	85.2922	27.0092	9666.8	9048.08
TCGA-78-7536-01	4771.34	237.479	31.4762	9597.69	14247.7
TCGA-78-7537-01	5068.47	237.518	15.3352	4764.62	10247.9
TCGA-78-7539-01	4648.6	696.613	68.3358	9675.11	15072.2
TCGA-78-7540-01	15578.5	89.478	29.1632	24276.7	17989.7
TCGA-78-7542-01	13884.7	209.998	566.966	7404.87	5482.81
TCGA-78-7633-01	4285.51	30.2304	19.0019	6177.36	26780.9
TCGA-78-8640-01	39394.3	249.161	27.4252	17493.8	9845.08
TCGA-78-8648-01	1719.63	1160.43	109.244	3385.79	2008.4
TCGA-78-8655-01	11915.8	405.32	50.0317	13826.5	10642.2
TCGA-78-8660-01	6013.39	605.481	133.579	9562.86	15212.3
TCGA-78-8662-01	9281.93	96.6248	9.2654	15929.8	15188.0
TCGA-80-5607-01	3920.26	680.228	68.3483	14714.4	8353.13
TCGA-80-5608-01	7150.3	245.413	56.0335	13104.0	12309.3
TCGA-80-5611-01	9128.21	135.452	47.9376	5727.98	6425.31
TCGA-83-5908-01	4826.89	1654.15	1201.28	8806.23	9672.17
TCGA-86-6562-01	7889.59	69.6771	71.821	22895.9	7617.31
TCGA-86-6851-01	4671.89	936.201	159.784	9855.03	7501.28
TCGA-86-7701-01	1550.05	642.782	76.9231	5178.08	11572.2
TCGA-86-7711-01	6875.81	238.375	61.8011	2290.76	15170.7
TCGA-86-7713-01	2919.98	45.9328	34.149	6597.25	8728.43
TCGA-86-7714-01	13409.8	86.4662	24.4361	6890.04	7260.34
TCGA-86-7953-01	9468.65	230.445	45.2027	12868.0	6456.02
TCGA-86-7954-01	2175.83	370.622	114.532	9456.62	9085.73
TCGA-86-7955-01	7349.95	96.3928	21.0859	8480.16	13590.2
TCGA-86-8054-01	373.99	82.924	31.3046	7178.09	14818.4
TCGA-86-8055-01	6405.92	130.304	83.1547	7637.81	10104.6
TCGA-86-8056-01	5798.72	142.041	63.745	7324.09	9302.27
TCGA-86-8073-01	14637.2	168.07	24.0591	15018.4	12949.0
TCGA-86-8074-01	13198.4	162.616	78.6276	8091.85	9119.01
TCGA-86-8075-01	8532.21	51.1356	104.271	19731.5	9216.68
TCGA-86-8076-01	2539.08	1094.13	68.9924	5736.11	6417.85
TCGA-86-8278-01	4390.74	106.566	94.38	5794.78	6847.22
TCGA-86-8279-01	12321.5	37.3333	17.7778	21676.4	8721.48
TCGA-86-8280-01	6601.24	311.887	91.2395	10945.1	5631.41
TCGA-86-8281-01	5710.65	104.109	13.5794	6985.03	12260.8
TCGA-86-8358-01	125.328	234.742	29.177	3869.27	8709.33
TCGA-86-8359-01	7544.35	1517.62	30.3767	12624.5	16147.0
TCGA-86-8585-01	4575.58	592.212	60.6549	3407.7	11488.0
