contrast	run	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	family	label
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	-0.34799131931229604	-1.037190081469753	0.16283716283716285	22	-0.2897716666113921	HLA-DPA1,IFNGR2,DAPK3,CALM1,STAT1,WNT5A,JAK1	7	0.384887839433294	IFN	GO cellular response to type II IFN
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	-0.3792612945531318	-1.3603367652782818	0.022977022977022976	48	-0.24227708841869533	DHX33,STING1,MYD88,RIPK2,TRAF3,ZCCHC3,IFIH1,CHUK,STAT1,RNF135,TRAF3IP3,G3BP1	12	0.24242424242424243	IFN	GO + type I IFN production
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	0.3017569159600908	0.9210589601490777	0.33166833166833165	27	0.18706111696971264	RIOK3,MAVS,DDX3X,TRIM65	4	0.40203274985883686	IFN	GO + IFN-β production
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.5052709335054082	1.115275024279149	0.1958041958041958	8	0.8523473615619964	DDX41,STAT6	2	0.40203274985883686	STING	Reactome STING host response
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	-0.30229419285360565	-0.8444617457677575	0.3096903096903097	16	-0.08478588494429493	DHX9,NFKBIA,RIPK1,NKIRAS1,IKBKB,MYD88,CHUK	7	0.40203274985883686	STING	Reactome ZBP1/DAI type I IFN
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.293856234954376	0.9337460749869387	0.3146853146853147	32	0.3994241803037968	MAVS,POLR3E,RELA,POLR2E,POLR2F,IRF7,POLR2L,POLR1C,TBK1,POLR3H,NFKBIB,POLR3B	12	0.40203274985883686	DNA-sensing	KEGG cytosolic DNA-sensing
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.27387193274294386	0.9352098732887733	0.35564435564435565	51	0.38898191887771943	DDX41,POLR3E,UBA52,RELA,STAT6,POLR2E,POLR2F,LRRFIP1,IRF7,DHX36,POLR2L,TBK1,POLR3H,NFKBIB,NFKB2,POLR3B,CRCP,UBB,UBC,POLR3GL,IKBKG,CREBBP,NFKB1,POLR3G	24	0.40203274985883686	DNA-sensing	Reactome cytosolic DNA sensors
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	0.4051317777798316	0.9539629094770512	0.2807192807192807	11	0.5492985422808906	DDX41,UBA52	2	0.40203274985883686	DNA-sensing	Reactome cytosolic DNA innate regulation
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	-0.43537206855619015	-1.2753936225916802	0.07792207792207792	20	-0.44936892933096606	ITCH,TIFA,STING1,TRIM25,CYLD,IFIH1,RNF135	7	0.3191094619666049	DNA-sensing	GO cytosolic PRR signaling
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.41868998358321446	1.4398565270179182	0.027972027972027972	47	0.5476782982351747	LGMN,HSPA5,HSPA1B,CALR,NFYA,CANX,HSPA8,CD4,HLA-DMA	9	0.24242424242424243	APM	KEGG antigen processing
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.24554353204820586	-1.1924936771235555	0.01898101898101898	332	-0.09982482333059997	UBE2J1,FBXO4,PSMD6,CUL3,CTSL,KBTBD8,PSMA5,SEC61B,BTRC,RNF111,LRSAM1,UBE3A,CDC27,FBXO41,UBE2J2,ANAPC7,ITCH,SEC61A2,S100A1,PJA1,PSMA6,PSMD7,CDC34,UBE2F,UBA6	78	0.24242424242424243	APM	Reactome MHC-I antigen processing
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_PEPTIDE_LOADING_CLASS_I_MHC	0.3142070190249211	0.9490541093432562	0.3076923076923077	26	0.28328631216402717	HSPA5,CALR,SEC13,CANX	4	0.40203274985883686	APM	Reactome MHC-I peptide loading
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	-0.29448751538235485	-1.1660948801638464	0.08591408591408592	80	-0.24472287433730977	CYBA,VAMP8,PSMD3,STX4,HLA-F,CD207,PSMB10,PSMA3,SNAP23,PSMA4,PSMD6,CTSL,PSMA5,SEC61B,SEC61A2,S100A1,PSMA6,PSMD7,IKBKB,PSMD10,B2M,PSMB4,MYD88,PSMA1,PSME4	31	0.3191094619666049	APM	Reactome cross-presentation
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	-0.42209438070185	-1.1225236441696629	0.13186813186813187	14	-0.29070379278318814	TAP1,B2M,TAP2,SAR1B,ERAP2	5	0.380952380952381	APM	GO MHC-I peptide antigen processing
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.2657216262794767	0.7305201878863627	0.4905094905094905	18	0.11836793721793964	CALR,CANX,TAPBPL,HLA-E,HLA-C,TAPBP,IRF1	7	0.5101298701298701	APM	Custom MHC-I / APM
DNA-PKcs	drop_XRCC5_XRCC6_PRKDC	CUSTOM_CYTOSOLIC_DNA_SENSORS	0.32449426374274565	0.9212370426825222	0.34565434565434566	23	0.4359029871691571	DDX41,POLR3E,LRRFIP1,DHX36,POLR3H,POLR3B,SAMHD1,POLR3GL,POLR3G,POLR3K,HMGB1,MRE11	12	0.40203274985883686	DNA-sensing	Custom cytosolic DNA sensors
Ku70	drop_XRCC5_XRCC6_PRKDC	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.28226219378573925	-0.9990838411255132	0.2517482517482518	68	-0.27690060681447526	CMTR1,OGFR,PSME1,MOV10,USP18,PROCR,UBE2L6,CD74,C1S,IL4R,IRF2,B2M,ISG15,DDX60,NUB1,PSME2,HELZ2,PARP9	18	0.40197897340754485	IFN	Hallmark IFN-α
Ku70	drop_XRCC5_XRCC6_PRKDC	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.27832931874411226	-1.0958833364519243	0.14885114885114886	131	-0.281447565832842	USP18,HLA-DMA,PML,C1R,UBE2L6,CD74,NFKBIA,IRF8,AUTS2,HLA-DQA1,C1S,IL4R,RBCK1,TAPBP,BTG1,TNFAIP3,IRF2,RNF213,EIF4E3,B2M,PSMB10,ISG15,ZNFX1,SPPL2A,PNP	31	0.40197897340754485	IFN	Hallmark IFN-γ
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_INTERFERON_SIGNALING	0.26319654616809685	1.0973604758070499	0.1018981018981019	145	0.1872755916800573	BCL11B,HOXC13,FLNA,AAAS,NUP37,UBE2E1,ISG20,ICAM1,CAMK2D,SEC13,KPNA5,MT2A,EIF2AK2,SEH1L,TRIM62,HLA-E,JAK2,UBA7,NUP43,TRIM68,PTPN2,MID1,TRIM8,SUMO1,TRIM25	35	0.40197897340754485	IFN	Reactome IFN signaling
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.3076272635985419	-1.010141383838748	0.23476523476523475	44	-0.24770404943165178	IRF8,EGR1,IP6K2,RNASEL,IRF2,HLA-F,ISG15,IFI6,PTPN11	9	0.40197897340754485	IFN	Reactome IFN-α/β
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_INTERFERON_GAMMA_SIGNALING	0.3335703731576062	1.187407445487968	0.08791208791208792	58	0.2892638937998559	BCL11B,ICAM1,CAMK2D,MT2A,TRIM62,HLA-E,JAK2,TRIM68,PTPN2,MID1,TRIM8,SUMO1,TRIM25	13	0.40197897340754485	IFN	Reactome IFN-γ
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.23093294726672775	0.8490845755392793	0.3246753246753247	73	0.10005698195829252	FLNA,AAAS,NUP37,UBE2E1,SEC13,KPNA5,EIF2AK2,SEH1L,UBA7,NUP43,TRIM25,RANBP2,EIF4G2,EIF4E,NUP214,PDZD2,NUP155	17	0.40197897340754485	IFN	Reactome antiviral ISGs
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.38058050699309887	1.1138641615073848	0.14485514485514486	25	0.5662289726867386	MAVS,JAK2,IFNLR1,IKBKE,TBKBP1,STAT2,IFNAR1,IFITM2,IRAK1,IL10RB	10	0.40197897340754485	IFN	GO IFN-mediated signaling
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.3749060672897241	1.0337630299410878	0.17782217782217782	19	0.565396425654394	MAVS,IKBKE,TBKBP1,STAT2,IFNAR1,IFITM2,IRAK1	7	0.40197897340754485	IFN	GO type I IFN signaling
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_RESPONSE_TO_TYPE_II_INTERFERON	-0.2534821955693994	-0.7837321657616023	0.43156843156843155	34	-0.3986060872385237	CIITA,TRIM21,SLC22A5,WNT5A,SLC11A1,SNCA,CD74,IRF8,DAPK3,SHFL,CYP27B1,NUB1	12	0.44655344655344653	IFN	GO response to type II IFN
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	0.36394350072609244	1.0201242590720363	0.18181818181818182	20	0.5741627967464498	MAVS,IKBKE,TBKBP1,STAT2,IFNAR1,IFITM2,IRAK1,IFNAR2,IFIT1,TANK	10	0.40197897340754485	IFN	GO cellular response to type I IFN
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	0.33838692568293516	0.9646793959898078	0.25874125874125875	22	0.3770018896661425	SYNCRIP,GAPDH,JAK2,DAPK1,CD58	5	0.40197897340754485	IFN	GO cellular response to type II IFN
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	0.27096390781700047	0.9117385222174739	0.2907092907092907	48	0.0733572319790932	RIOK3,MAVS,POLR3F,RAB2B,GAPDH,TOMM70,DHX9	7	0.40197897340754485	IFN	GO + type I IFN production
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	0.3498924280763398	1.0441198808285594	0.18681318681318682	27	0.3321556923912388	RIOK3,MAVS,POLR3F,TOMM70,DHX9	5	0.40197897340754485	IFN	GO + IFN-β production
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.5156585505169787	1.1560103646833282	0.15184815184815184	8	0.660180850610177	STAT6,MRE11,NLRC3	3	0.40197897340754485	STING	Reactome STING host response
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	-0.32297535568710944	-0.8323871516279946	0.35864135864135865	16	-0.3633842416922918	RIPK1	1	0.423848878394333	STING	Reactome ZBP1/DAI type I IFN
Ku70	drop_XRCC5_XRCC6_PRKDC	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.31435947068932935	0.991779414688808	0.21878121878121878	32	0.3832797935701609	POLR2F,MAVS,POLR3F,NFKBIB,POLR2K,POLR2L,IKBKE,POLR3H	8	0.40197897340754485	DNA-sensing	KEGG cytosolic DNA-sensing
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.21989161423309095	0.7534119440199005	0.4155844155844156	51	0.0926573114638278	POLR2F,POLR3F,NFKBIB,POLR2K,STAT6,POLR2L,DHX9,POLR3H,NFKB2,NKIRAS2,CRCP,MRE11,IRF7,POLR3A,NLRC3	15	0.44655344655344653	DNA-sensing	Reactome cytosolic DNA sensors
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	-0.3161401709986313	-0.7481417854824762	0.42657342657342656	11	-0.21153363544311674	TRIM32,TRIM21,TRIM56	3	0.44655344655344653	DNA-sensing	Reactome cytosolic DNA innate regulation
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.2999244587949559	0.8400737666496106	0.2997002997002997	20	0.3319483709947221	MAVS,PHB2,TRIM25,MAP3K7,IRF7,PHB1	6	0.40197897340754485	DNA-sensing	GO cytosolic PRR signaling
Ku70	drop_XRCC5_XRCC6_PRKDC	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.3961643846948448	1.3601813064911197	0.027972027972027972	47	0.3663796051387055	LGMN,HSPA1B,CTSB,HSPA5,HSPA8,HLA-DQB1,HLA-E,NFYA	8	0.40197897340754485	APM	KEGG antigen processing
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.2569234270134283	-1.1347519934103516	0.09090909090909091	332	-0.24655994867516978	WWP1,CUL5,VHL,LMO7,UBA5,PSMB1,UBE2K,TRAIP,UBOX5,CCNF,ANAPC11,ERAP1,SEC14L2,NPEPPS,RNF130,FBXW9,FBXW8,CDC34,RNF220,ATG7,PSME1,HERC1,RNF19A,PSMA7,FBXO21	102	0.40197897340754485	APM	Reactome MHC-I antigen processing
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_PEPTIDE_LOADING_CLASS_I_MHC	0.376777752818532	1.1409820869101435	0.12287712287712288	26	0.48820690513209225	SEC24C,HSPA5,SEC13,HLA-E,SEC31A	5	0.40197897340754485	APM	Reactome MHC-I peptide loading
Ku70	drop_XRCC5_XRCC6_PRKDC	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	-0.2244585905544864	-0.8300695956670707	0.44655344655344653	80	-0.06649692056464802	PSME1,PSMA7,PSMD5,PSMD7,PSMB6,PSMD13,PSMD11,PSMB5,PSME4,PSME3,STX4,S100A1,TAPBP,CYBA,PSMC2,B2M,PSMB10,HLA-F,PSMD2,PSME2,VAMP3	21	0.44655344655344653	APM	Reactome cross-presentation
Ku70	drop_XRCC5_XRCC6_PRKDC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	-0.35563933000241615	-0.8920958891080489	0.3106893106893107	14	-0.5072512034217568	TAP1,ERAP2,TAP2,ERAP1,MFSD6,TAPBP,B2M	7	0.40197897340754485	APM	GO MHC-I peptide antigen processing
Ku70	drop_XRCC5_XRCC6_PRKDC	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.417108668881165	-1.109548404036163	0.16683316683316685	18	-0.7311066025131775	TAPBP,B2M,PSMB10,HLA-F,NLRC5	5	0.40197897340754485	APM	Custom MHC-I / APM
Ku70	drop_XRCC5_XRCC6_PRKDC	CUSTOM_CYTOSOLIC_DNA_SENSORS	-0.3299697028026791	-0.9518376452857181	0.2707292707292707	23	-0.05284691352295444	RNASEL,HMGB2,DDX60,POLR3C,DHX36	5	0.40197897340754485	DNA-sensing	Custom cytosolic DNA sensors
Ku80	drop_XRCC5_XRCC6_PRKDC	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.25630945237896846	-0.8481703107950063	0.5254745254745254	68	-0.2721892716644526	PNPT1,PSMA3,TRIM14,RIPK2,IRF2,SLC25A28,UBE2L6,TAP1,IFIH1,IFITM2,CASP8,NUB1,CMTR1,B2M	14	0.6199887069452287	IFN	Hallmark IFN-α
Ku80	drop_XRCC5_XRCC6_PRKDC	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.2710636542334874	-0.9759064944865817	0.4205794205794206	130	-0.47189571500756133	C1S,IFITM3,CIITA,HIF1A,FGL2,ISG15,RBCK1,SRI,ZNFX1,SSPN,PNPT1,RNF213,PSMA3,TRIM14,MVP,RIPK2,IRF2,SLC25A28,MT2A,UBE2L6,TAP1,PTPN2,RAPGEF6,PNP,ICAM1	39	0.5919343814080656	IFN	Hallmark IFN-γ
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_INTERFERON_SIGNALING	-0.3346515110475981	-1.24027227771274	0.07992007992007992	145	-0.6899662433096289	NDC1,IFITM3,CIITA,UBA52,IRF6,JAK1,KPNA1,KPNA4,NUP54,ISG15,NUP42,NUP43,EIF4G3,EGR1,TRIM14,EIF4G1,IRF2,NUP58,SEH1L,MT2A,NUP35,UBE2L6,PTPN2,ICAM1,NUP133	47	0.3079777365491651	IFN	Reactome IFN signaling
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.22840224382460167	-0.6924967162578042	0.6553446553446554	44	-0.27794088282985424	IRF8,IFITM3,IRF6,JAK1,KPNA1,ISG15,EGR1,IRF2,IFNAR1,IFITM2,IP6K2,IFI6,KPNB1	13	0.6815584415584417	IFN	Reactome IFN-α/β
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_INTERFERON_GAMMA_SIGNALING	-0.19103704025557552	-0.6101295705396506	0.7232767232767233	58	-0.15270448919024524	TRIM14,IRF2,MT2A,PTPN2,ICAM1,NCAM1,CD44,B2M	8	0.7232767232767233	IFN	Reactome IFN-γ
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	-0.42967968671722306	-1.4354908204689554	0.03196803196803197	73	-1.175477433808066	NUP62,NUP37,NDC1,UBA52,JAK1,KPNA1,KPNA4,NUP54,ISG15,NUP42,NUP43,EIF4G3,EIF4G1,NUP58,SEH1L,NUP35,UBE2L6,NUP133,EIF4E3,EIF4A2,GNL3,NUP160,TPR,NUP93,FLNB	33	0.16623376623376623	IFN	Reactome antiviral ISGs
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.25072856781271247	0.751960492411652	0.2817182817182817	25	0.04875249865811208	TBKBP1,MAVS,MYD88,IRF1,IFNLR1,JAK2,IKBKE,TYK2	8	0.49870129870129876	IFN	GO IFN-mediated signaling
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.21556429481811284	0.6281257289502356	0.3126873126873127	19	-0.10369417050189092	TBKBP1,MAVS,MYD88	3	0.5081168831168832	IFN	GO type I IFN signaling
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_RESPONSE_TO_TYPE_II_INTERFERON	-0.24215076203835526	-0.7183723428776198	0.5944055944055944	34	-0.28041108593172576	CITED1,CALM1,IFITM2,EPRS1,NUB1	5	0.6439393939393939	IFN	GO response to type II IFN
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	0.20232589852100658	0.5850072476603007	0.35564435564435565	20	-0.15777982906193247	TBKBP1,MAVS,MYD88	3	0.5439266615737204	IFN	GO cellular response to type I IFN
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	0.289249085926122	0.8629503511518435	0.23276723276723277	22	0.1974294858579075	DAPK1,SLC26A6,SIRPA,IRF1,LGALS9,JAK2,TYK2	7	0.49870129870129876	IFN	GO cellular response to type II IFN
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	-0.4218713330607616	-1.3335821559397492	0.08291708291708291	48	-0.901245930771417	POLR3G,DHX36,RIPK2,RIOK3,HSPD1,POLR3B,XIAP,IFIH1,G3BP1,PQBP1,DHX33,POLR3D	12	0.3079777365491651	IFN	GO + type I IFN production
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	-0.3859779754489382	-1.0755172396265935	0.24175824175824176	27	-0.7430681446717585	RIGI,POLR3C,POLR3A,ISG15,POLR3G,RIPK2,RIOK3,POLR3B,IFIH1,POLR3D	10	0.49870129870129876	IFN	GO + IFN-β production
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.754096622350527	1.7091460893615025	0.00999000999000999	8	1.879536388236388	STAT6	1	0.08658008658008658	STING	Reactome STING host response
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	0.33018170457969925	0.8869215122428468	0.21178821178821178	16	0.34670116396266915	NFKB2,MYD88,IKBKG	3	0.49870129870129876	STING	Reactome ZBP1/DAI type I IFN
Ku80	drop_XRCC5_XRCC6_PRKDC	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.400553483740267	-1.1635114149890862	0.17282717282717283	32	-0.9259065923591097	POLR3C,CHUK,POLR3A,RELA,POLR3K,POLR3G,POLR2K,POLR1C,POLR3B,POLR2H,NFKBIA,NFKB1,POLR1D,POLR3D	14	0.49870129870129876	DNA-sensing	KEGG cytosolic DNA-sensing
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	-0.2879887406738222	-0.9081819776761398	0.4325674325674326	51	-0.4641552108990171	POLR3B,TRIM32,POLR2H,NFKBIA,NFKB1,POLR1D,CTNNB1,POLR3D	8	0.5919343814080656	DNA-sensing	Reactome cytosolic DNA sensors
Ku80	drop_XRCC5_XRCC6_PRKDC	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	-0.29634075176509495	-0.6698454409194845	0.5444555444555444	11	-0.26001282710624	UBA52,TRIM32	2	0.6199887069452287	DNA-sensing	Reactome cytosolic DNA innate regulation
Ku80	drop_XRCC5_XRCC6_PRKDC	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	-0.5709842930352832	-1.4891081329031868	0.030969030969030968	20	-1.3904055169469893	MAP2K6,IFIH1,IPO5,CYLD,TIFA,ITCH,PHB2	7	0.16623376623376623	DNA-sensing	GO cytosolic PRR signaling
