contrast	symbol	log2FC	t	welch_p	mean_log2_kd	mean_log2_ctrl	mean_count_kd	mean_count_ctrl	class	present	in_rank_universe
DNA-PKcs	XRCC6	0.15173188604333632	1.7613053421840592	0.16262493976687742	10.340819971287784	10.189088085244448	1066.6666666666667	1151.0	target	True	True
DNA-PKcs	XRCC5	-0.08219275991993058	-1.4704210744935884	0.21838146671863007	10.159002601616182	10.241195361536112	962.6666666666666	1194.0	target	True	True
DNA-PKcs	PRKDC	-1.6784528995138128	-21.981724185602125	2.8803544261595453e-05	10.319071842286952	11.997524741800765	1076.0	4048.6666666666665	target	True	True
DNA-PKcs	CGAS	-0.2895626002807073					0.0	0.3333333333333333	DNA-sensing	True	False
DNA-PKcs	STING1	-0.6227909987203608	-1.667258609938257	0.19970401596099308	2.7979367110808853	3.420727709801246	5.333333333333333	9.666666666666666	DNA-sensing	True	True
DNA-PKcs	IFI16	0.0					0.0	0.0	DNA-sensing	True	False
DNA-PKcs	ZBP1	0.0					0.0	0.0	DNA-sensing	True	False
DNA-PKcs	AIM2	0.0					0.0	0.0	DNA-sensing	True	False
DNA-PKcs	DDX41	0.14333165912052515	3.64498758413296	0.022770041288794177	8.821946371146266	8.678614712025741	375.3333333333333	399.6666666666667	DNA-sensing	True	True
DNA-PKcs	DHX9	-0.0660996897207422	-0.8401960279345952	0.4538062610607068	9.899356498397653	9.965456188118395	793.3333333333334	989.3333333333334	DNA-sensing	True	True
DNA-PKcs	DHX36	0.10405396614916462	1.3770843596713576	0.2965133219609228	8.515403148255308	8.411349182106143	305.3333333333333	336.6666666666667	DNA-sensing	True	True
DNA-PKcs	MRE11	0.055412686328342176	0.47346588504024306	0.6817056885160535	8.520950994653118	8.465538308324776	305.3333333333333	353.0	DNA-sensing	True	True
DNA-PKcs	TREX1	0.0					0.0	0.0	DNA-sensing	True	False
DNA-PKcs	POLR3A	-0.05246572548077033	-1.0997279860318767	0.36349661290325097	8.962141170899004	9.014606896379775	415.0	504.3333333333333	DNA-sensing	True	True
DNA-PKcs	LRRFIP1	0.1693045720081603	1.5458999135238003	0.20684478731556763	9.226777378093646	9.057472806085485	491.3333333333333	521.3333333333334	DNA-sensing	True	True
DNA-PKcs	HMGB1	0.3111177052022489	0.5155823319930669	0.6334454221481132	8.064319519252313	7.7532018140500645	227.33333333333334	224.66666666666666	DNA-sensing	True	True
DNA-PKcs	IFNB1	-0.2895626002807073					0.0	0.3333333333333333	IFN	True	False
DNA-PKcs	IFNA1	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	IFNG	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	IFNL1	0.3552281565441903					0.3333333333333333	0.0	IFN	True	False
DNA-PKcs	IFNL2	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	IFNL3	0.13906090945475952					0.3333333333333333	0.3333333333333333	IFN	True	False
DNA-PKcs	ISG15	-0.31398343044340216	-0.9095237122603814	0.4376913442180544	4.762190174214365	5.076173604657767	21.666666666666668	32.333333333333336	IFN	True	True
DNA-PKcs	IFIT1	0.09279827823512754	0.19918771600098276	0.8597995781284892	4.326947350477992	4.2341490722428645	18.666666666666668	17.666666666666668	IFN	True	True
DNA-PKcs	IFIT2	0.14298936114171212					5.0	5.0	IFN	True	False
DNA-PKcs	IFIT3	0.30726102948612644					5.0	5.0	IFN	True	False
DNA-PKcs	MX1	-0.021654640270408754					1.0	0.6666666666666666	IFN	True	False
DNA-PKcs	MX2	0.49318457519323133					0.3333333333333333	0.0	IFN	True	False
DNA-PKcs	OAS1	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	OAS2	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	STAT1	-0.29742300559829893	-3.0477319395733673	0.07679687321562567	7.344362886174781	7.64178589177308	135.33333333333334	195.0	IFN	True	True
DNA-PKcs	STAT2	0.13993829155638338	0.6823515329051302	0.5335595053487545	7.878358865026528	7.738420573470145	191.33333333333334	205.66666666666666	IFN	True	True
DNA-PKcs	IRF1	0.29482613595249507	1.086767159611157	0.34134064896174326	4.9579933526147775	4.663167216662282	26.0	25.333333333333332	IFN	True	True
DNA-PKcs	IRF3	0.07597153598156048	0.38976051246732146	0.7169629483251717	8.267870288096514	8.191898752114954	251.0	283.0	IFN	True	True
DNA-PKcs	IRF7	0.3611295963752372	1.3912830829458172	0.2894460850432931	6.7443408259832855	6.383211229608048	86.0	80.66666666666667	IFN	True	True
DNA-PKcs	CXCL10	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	CXCL9	0.0					0.0	0.0	IFN	True	False
DNA-PKcs	HLA-A	-0.05778904302214727	-0.5420782415587647	0.6238484821452631	8.116445862318548	8.174234905340695	230.33333333333334	281.0	APM	True	True
DNA-PKcs	HLA-B	0.07314335222509882	0.54904343147867	0.6202190265402339	8.40295280509623	8.329809452871132	276.0	312.0	APM	True	True
DNA-PKcs	HLA-C	0.16004332636958019	1.2107030789397013	0.3263908067121173	9.60947548211648	9.4494321557469	637.3333333333334	680.0	APM	True	True
DNA-PKcs	HLA-E	0.26852249492962166	1.2999142700625714	0.2634863814886725	8.004408201356432	7.73588570642681	208.33333333333334	207.0	APM	True	True
DNA-PKcs	B2M	-0.32308901524755473	-1.632867605301658	0.23255778582214356	7.612745024399967	7.9358340396475215	171.33333333333334	238.66666666666666	APM	True	True
DNA-PKcs	TAP1	-0.3020843258249961	-1.3924698894452892	0.24789978179942457	5.836428480668065	6.138512806493061	46.666666666666664	68.66666666666667	APM	True	True
DNA-PKcs	TAP2	-0.1301253263988995	-1.6680796662652824	0.20119940539069728	7.202484419416131	7.332609745815031	124.33333333333333	157.33333333333334	APM	True	True
DNA-PKcs	TAPBP	0.10856236610194792	1.1365667357336053	0.35424624838840524	8.443880272799795	8.335317906697847	285.6666666666667	314.0	APM	True	True
DNA-PKcs	PSMB8	-0.4690274004792871					0.0	0.6666666666666666	APM	True	False
DNA-PKcs	PSMB9	-0.6260757198838889					1.3333333333333333	2.6666666666666665	APM	True	False
DNA-PKcs	PSMB10	-0.21054472650426526	-0.932568774860728	0.4248917994868331	5.539591622275101	5.750136348779367	37.333333333333336	51.0	APM	True	True
DNA-PKcs	NLRC5	-0.2810409844198709	-1.1411055153350902	0.31776554112656763	5.1799459730476185	5.460986957467489	28.666666666666668	42.666666666666664	APM	True	True
DNA-PKcs	ERAP1	-0.07032231380283882	-0.25643714784796007	0.8108598686466508	5.416903317414634	5.4872256312174725	34.333333333333336	43.0	APM	True	True
DNA-PKcs	CALR	0.06846941948428231	3.3399684037251203	0.02890763912130114	10.244649705230872	10.17618028574659	1010.3333333333334	1133.6666666666667	APM	True	True
Ku70	XRCC6	-2.008534822810433	-18.864036173847676	0.001094184123214923	6.949157683582134	8.957692506392567	154.66666666666666	474.6666666666667	target	True	True
