contrast	symbol	log2FC	t	welch_p	mean_log2_kd	mean_log2_ctrl	mean_count_kd	mean_count_ctrl	class	present	in_rank_universe
Ku70	XRCC5	-0.1577593406585116	-2.938068539029035	0.04264390640090595	10.268628920230855	10.426388260889366	1574.3333333333333	1326.6666666666667	target	True	True
Ku70	PRKDC	-0.060743699403500884	-0.9391061292636668	0.41116386153517454	12.726576377569176	12.787320076972676	8661.666666666666	6796.0	target	True	True
Ku70	CGAS	0.47271650590414444					1.0	0.3333333333333333	DNA-sensing	True	False
Ku70	STING1	0.06968128296830489	0.28284217205868145	0.7920440544636418	4.088768060587899	4.019086777619594	20.333333333333332	15.0	DNA-sensing	True	True
Ku70	IFI16	0.20275260088714153					2.0	1.0	DNA-sensing	True	False
Ku70	ZBP1	0.0					0.0	0.0	DNA-sensing	True	False
Ku70	AIM2	-0.16069113060465567					1.0	1.0	DNA-sensing	True	False
Ku70	DDX41	-0.00398075295299094	-0.06165254658201959	0.9546966880813961	8.86263407801384	8.866614830966832	591.3333333333334	450.6666666666667	DNA-sensing	True	True
Ku70	DHX9	0.18807303858512014	2.4343046716743038	0.0796767908095549	10.309241047317611	10.121168008732491	1613.6666666666667	1064.0	DNA-sensing	True	True
Ku70	DHX36	-0.14344396343132004	-4.280018570417116	0.016949144977933997	8.576212201713078	8.719656165144398	485.0	404.0	DNA-sensing	True	True
Ku70	MRE11	0.11555309813855175	1.5896035714889987	0.2433221701752306	7.845092417591417	7.729539319452865	291.3333333333333	203.0	DNA-sensing	True	True
Ku70	TREX1	0.0					0.0	0.0	DNA-sensing	True	False
Ku70	POLR3A	0.08534710386952682	1.4063525438680538	0.2441555023301334	9.181297442136563	9.095950338267036	735.3333333333334	524.6666666666666	DNA-sensing	True	True
Ku70	LRRFIP1	-0.029015487603968992	-0.4683699939396778	0.6798204787501113	9.014412557346327	9.043428044950296	661.6666666666666	504.6666666666667	DNA-sensing	True	True
Ku70	HMGB1	0.35704188442340623	0.5632490545560493	0.6038135527014847	8.08244030126334	7.7253984168399334	356.3333333333333	211.0	DNA-sensing	True	True
Ku70	IFNB1	-0.3803361882618214					0.0	0.3333333333333333	IFN	True	False
Ku70	IFNA1	0.0					0.0	0.0	IFN	True	False
Ku70	IFNG	0.06729008261785219					0.6666666666666666	0.3333333333333333	IFN	True	False
Ku70	IFNL1	-0.7419421515885248					0.0	0.6666666666666666	IFN	True	False
Ku70	IFNL2	-0.9516289844266966					0.0	1.0	IFN	True	False
Ku70	IFNL3	0.27411690044003695					0.3333333333333333	0.0	IFN	True	False
Ku70	ISG15	-0.6723503145494947	-3.082306603795792	0.04120890639069688	5.245364806239429	5.917715120788924	47.0	58.0	IFN	True	True
Ku70	IFIT1	0.25681635947790493	0.7407238474955089	0.5198672468075176	4.644663225277184	4.387846865799279	30.666666666666668	21.0	IFN	True	True
Ku70	IFIT2	0.8182206310945515					5.333333333333333	3.0	IFN	True	False
Ku70	IFIT3	0.7866822806430973					4.666666666666667	1.3333333333333333	IFN	True	False
Ku70	MX1	-0.9074300300663116					1.6666666666666667	3.3333333333333335	IFN	True	False
Ku70	MX2	-0.299867476977681					0.0	0.3333333333333333	IFN	True	False
Ku70	OAS1	-0.017813861850730528					2.0	1.3333333333333333	IFN	True	False
Ku70	OAS2	0.0					0.0	0.0	IFN	True	False
Ku70	STAT1	-0.05867720793322917	-0.37802188423538957	0.7279531756313918	7.4145834591590285	7.473260667092258	215.0	172.0	IFN	True	True
Ku70	STAT2	0.16716169908160428	1.741736908635401	0.1596520805934228	8.157562323656208	7.990400624574604	358.3333333333333	241.33333333333334	IFN	True	True
Ku70	IRF1	-0.13001782109947868	-0.5536548288970763	0.623596934005825	4.8220122789304485	4.952030100029927	36.333333333333336	29.0	IFN	True	True
Ku70	IRF3	0.03055639817193878	0.4196527852418682	0.7047913593565404	8.34127806636328	8.310721668191341	410.0	304.6666666666667	IFN	True	True
Ku70	IRF7	0.12331197386555193	1.4130905380549381	0.26837059834419175	6.958122269107723	6.834810295242171	156.33333333333334	109.33333333333333	IFN	True	True
Ku70	CXCL10	0.0					0.0	0.0	IFN	True	False
Ku70	CXCL9	0.0					0.0	0.0	IFN	True	False
Ku70	HLA-A	0.012956619653630597	0.12529846361122343	0.9093954771179151	8.460664576973693	8.447707957320063	442.3333333333333	332.3333333333333	APM	True	True
Ku70	HLA-B	-0.005176053481434906	-0.12566884483416163	0.9063441970587127	8.748293929464694	8.753469982946129	542.3333333333334	414.6666666666667	APM	True	True
Ku70	HLA-C	0.04959030420868338	0.7654848940780482	0.487469072477098	9.972148350866778	9.922558046658095	1264.6666666666667	933.3333333333334	APM	True	True
Ku70	HLA-E	0.20941091248627508	2.942491066011503	0.09093991633300928	8.242322157257282	8.032911244771007	380.0	250.0	APM	True	True
Ku70	B2M	-0.19646081813612337	-2.9751471067012427	0.049635917732879606	7.657508133237248	7.853968951373371	256.0	223.0	APM	True	True
Ku70	TAP1	-0.19177857709301893	-1.062255648816737	0.387778042650012	5.516070657963016	5.707849235056035	58.0	49.333333333333336	APM	True	True
Ku70	TAP2	-0.2255776796660136	-1.1926111423067904	0.3350064952213998	7.083636420923233	7.309214100589247	178.33333333333334	152.33333333333334	APM	True	True
Ku70	TAPBP	-0.23571689373277493	-2.639692283696143	0.06381883173702928	7.461404155736976	7.697121049469751	220.66666666666666	200.66666666666666	APM	True	True
Ku70	PSMB8	-0.46143649323755626					0.3333333333333333	1.0	APM	True	False
Ku70	PSMB9	0.4244586908107122					1.3333333333333333	0.6666666666666666	APM	True	False
Ku70	PSMB10	-0.33722675136095237	-2.9930944206291725	0.0868594243721591	5.765800869922443	6.103027621283395	68.0	64.33333333333333	APM	True	True
Ku70	NLRC5	-0.5734928023644619	-3.264229908571395	0.05071843585275156	4.092970673973339	4.666463476337801	20.666666666666668	23.666666666666668	APM	True	True
Ku70	ERAP1	-0.2396391512299827	-1.455223876462627	0.22358507794399954	5.427053123065235	5.666692274295218	52.666666666666664	49.0	APM	True	True
Ku70	CALR	-0.07343247897882499	-0.6653168943130208	0.5649086111791035	10.586765506163076	10.6601979851419	1954.0	1563.6666666666667	APM	True	True
Ku80	XRCC6	-0.14779962631622823	-1.6740095991488815	0.19290851693987596	10.218822986790883	10.366622613107111	1093.3333333333333	1339.6666666666667	target	True	True
Ku80	XRCC5	-2.017513748444574	-22.338532866801128	0.0015435390878588493	7.1217563712443335	9.139270119688907	127.66666666666667	569.6666666666666	target	True	True
Ku80	PRKDC	-0.18213046640527608	-3.6199744197981194	0.023268060495279446	12.020097972567449	12.202228438972725	3813.3333333333335	4785.666666666667	target	True	True
Ku80	CGAS	-0.6482470903898288					0.0	0.6666666666666666	DNA-sensing	True	False
Ku80	STING1	0.07539967514744506	0.23074674659506542	0.8335964950933199	3.8388489513424333	3.7634492761949883	12.666666666666666	13.0	DNA-sensing	True	True
Ku80	IFI16	0.0					0.0	0.0	DNA-sensing	True	False
Ku80	ZBP1	-0.30232710429947657					0.0	0.3333333333333333	DNA-sensing	True	False
Ku80	AIM2	0.0					0.0	0.0	DNA-sensing	True	False
Ku80	DDX41	0.027039345233973222	0.49345866545993955	0.6476942573832283	8.766080777701362	8.739041432467388	399.3333333333333	433.3333333333333	DNA-sensing	True	True
Ku80	DHX9	0.05699272183074022	0.9130005705846089	0.4130114521287037	10.11687966673337	10.05988694490263	1018.0	1079.0	DNA-sensing	True	True
Ku80	DHX36	-0.15655887046445116	-1.9444344357793177	0.1735726995464401	8.498698802168633	8.655257672633084	331.3333333333333	409.6666666666667	DNA-sensing	True	True
Ku80	MRE11	-0.09687748860200784	-0.6238043591581144	0.5692946306999491	8.53424504362946	8.631122532231467	341.6666666666667	402.0	DNA-sensing	True	True
Ku80	TREX1	0.0					0.0	0.0	DNA-sensing	True	False
Ku80	POLR3A	-0.157415965345173	-1.3144055925174518	0.31881956603090184	8.60051094826293	8.757926913608102	357.0	437.6666666666667	DNA-sensing	True	True
Ku80	LRRFIP1	-0.04975321723637194	-0.5803542064574477	0.6044513771353753	9.103702452125953	9.153455669362325	504.6666666666667	580.3333333333334	DNA-sensing	True	True
Ku80	HMGB1	0.6519546169619188	0.8788723660447956	0.4291058391110076	8.329984699570659	7.67803008260874	329.6666666666667	232.33333333333334	DNA-sensing	True	True
Ku80	IFNB1	0.0					0.0	0.0	IFN	True	False
Ku80	IFNA1	0.0					0.0	0.0	IFN	True	False
Ku80	IFNG	0.0					0.0	0.0	IFN	True	False
Ku80	IFNL1	-0.6491308481744219					0.0	0.6666666666666666	IFN	True	False
Ku80	IFNL2	0.0					0.0	0.0	IFN	True	False
Ku80	IFNL3	0.0					0.0	0.0	IFN	True	False
Ku80	ISG15	-0.241988551358161	-1.598090831918119	0.20889810544847068	5.1935122571343415	5.4355008084925025	33.0	42.666666666666664	IFN	True	True
Ku80	IFIT1	-0.47036573853113905	-1.1854073417027218	0.30190032401929245	3.1004048734801994	3.5707706120113385	7.333333333333333	11.666666666666666	IFN	True	True
Ku80	IFIT2	-0.03949432058061664					2.3333333333333335	3.0	IFN	True	False
Ku80	IFIT3	0.6143320240361108					3.3333333333333335	2.3333333333333335	IFN	True	False
Ku80	MX1	0.10374750061046256					1.3333333333333333	1.0	IFN	True	False
Ku80	MX2	0.3513748957119047					0.3333333333333333	0.0	IFN	True	False
Ku80	OAS1	0.0					0.0	0.0	IFN	True	False
Ku80	OAS2	0.0					0.0	0.0	IFN	True	False
Ku80	STAT1	-0.04222278577547911	-0.5613343016875628	0.6078990232893061	7.539903389357835	7.582126175133314	170.0	194.33333333333334	IFN	True	True
Ku80	STAT2	0.017379216461812952	0.20017817843799557	0.8532154374513862	7.875162653251607	7.857783436789794	215.0	234.66666666666666	IFN	True	True
Ku80	IRF1	0.2577079656847525	1.5994244253152712	0.23497329687480842	5.177278962251485	4.9195709965667325	32.333333333333336	29.666666666666668	IFN	True	True
Ku80	IRF3	0.15371616733189697	0.8472581032006355	0.4852516886935674	8.516953680609138	8.363237513277241	335.3333333333333	334.6666666666667	IFN	True	True
Ku80	IRF7	0.11216675330611547	0.6069160891813915	0.5894531785695811	6.862955876018695	6.75078912271258	106.0	108.33333333333333	IFN	True	True
Ku80	CXCL10	0.0					0.0	0.0	IFN	True	False
Ku80	CXCL9	-0.34680374387494534					0.0	0.3333333333333333	IFN	True	False
Ku80	HLA-A	-0.09291053066120014	-0.672703029598686	0.5504268022279301	8.131278757541262	8.224189288202462	256.6666666666667	301.6666666666667	APM	True	True
Ku80	HLA-B	0.05484200481336465	1.4163113790020518	0.2753642311997125	8.227222004753243	8.172379999939878	274.3333333333333	291.0	APM	True	True
Ku80	HLA-C	0.12989598062232588	2.1816564641418528	0.0954081603838291	9.639188643578096	9.50929266295577	732.3333333333334	736.0	APM	True	True
Ku80	HLA-E	0.07096728404028774	1.0391864700937359	0.3766963575721736	7.90822658188775	7.837259297847463	220.0	231.33333333333334	APM	True	True
Ku80	B2M	-0.6696511694669134	-11.521289253657878	0.0017534749790949302	7.056769620787542	7.726420790254456	121.33333333333333	213.66666666666666	APM	True	True
Ku80	TAP1	-0.5032235649614778	-2.4351851714041968	0.13217446864156165	5.330895872234805	5.834119437196283	36.666666666666664	56.666666666666664	APM	True	True
Ku80	TAP2	-0.22870082918277657	-2.180454421358323	0.15240971487917077	7.090190845269221	7.318891674451997	124.66666666666667	161.0	APM	True	True
Ku80	TAPBP	0.29992068978492625	3.163119411979849	0.03504775852235376	8.416515239907035	8.116594550122109	313.0	280.0	APM	True	True
Ku80	PSMB8	0.0					0.0	0.0	APM	True	False
Ku80	PSMB9	-0.19836512689208508					1.0	1.6666666666666667	APM	True	False
Ku80	PSMB10	-0.19327846169247742	-0.9250129620783604	0.40734663935953347	5.528655749106984	5.7219342107994615	42.0	52.333333333333336	APM	True	True
Ku80	NLRC5	0.2364125244441837	1.2295829292496243	0.33648267200969545	4.412779359511354	4.17636683506717	18.666666666666668	17.333333333333332	APM	True	True
Ku80	ERAP1	-0.2064094272143775	-0.9512529937593923	0.4227923049580744	5.44312667275716	5.649536099971537	40.0	49.666666666666664	APM	True	True
Ku80	CALR	0.23201402882440725	3.336390689739317	0.06166210658675272	10.370776606750809	10.138762577926402	1214.0	1150.0	APM	True	True
