contrast	rank	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	label	family
Ku70	log2FC_vs_parental_siControl	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.24067329282120162	1.0210949699136609	0.23376623376623376	131	0.04815461780344296	BST2,LGALS3BP,PLA2G4A,VAMP8,ISG20,CD40,HLA-DRB1,P2RY14,HLA-DMA,NFKB1,IRF5,IRF7,PIM1,ICAM1,IFI35,MT2A,ST8SIA4,STAT2,HLA-B,TRIM26,TDRD7,FGL2,LY6E,PSMB2,SAMHD1	29	0.3116883116883117	Hallmark IFN-γ	IFN
Ku70	log2FC_vs_parental_siControl	REACTOME_INTERFERON_SIGNALING	0.3359304944065342	1.4534810213132499	0.003996003996003996	145	0.1855111677701183	BST2,HLA-DRB5,ISG20,HLA-DPA1,HLA-DRB1,CAMK2B,UBE2E1,NUP153,FLNA,GNL3,NUP210,EGR1,TRIM62,EIF4G1,BCL11B,IRF5,NUP214,RIGI,EIF4G2,IRF7,HLA-C,ICAM1,IFITM1,IFI35,HLA-E	71	0.04795204795204795	Reactome IFN signaling	IFN
Ku70	log2FC_vs_parental_siControl	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.4271430057360332	1.4832828315444486	0.016983016983016984	44	0.17299692993923466	BST2,ISG20,EGR1,IRF5,IRF7,HLA-C,IFITM1,IFI35,HLA-E,TYK2,STAT2,HLA-B,IFNAR1,SAMHD1,PTPN1,HLA-A,IFIT1	17	0.09590409590409592	Reactome IFN-α/β	IFN
Ku70	log2FC_vs_parental_siControl	REACTOME_INTERFERON_GAMMA_SIGNALING	0.32808419682985784	1.2114885111918874	0.0919080919080919	58	0.12975087658745485	HLA-DRB5,HLA-DPA1,HLA-DRB1,CAMK2B,TRIM62,BCL11B,IRF5,IRF7,HLA-C,ICAM1,HLA-E,MT2A,HLA-B,TRIM26,SUMO1,PTPN1,HLA-A,TRIM8,MID1,TRIM35	20	0.22057942057942057	Reactome IFN-γ	IFN
Ku70	log2FC_vs_parental_siControl	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.3630734464509479	1.4061053940243275	0.023976023976023976	73	0.1796957693174149	UBE2E1,NUP153,FLNA,GNL3,NUP210,EIF4G1,NUP214,RIGI,EIF4G2,SEC13,UBA7,NUP188,RANBP2,IFIT1,EIF4A3,AAAS,UBE2N,POM121C,NUP62,HERC5,UBA52,POM121,SEH1L,IRF3,NUP98	35	0.09590409590409592	Reactome antiviral ISGs	IFN
Ku70	log2FC_vs_parental_siControl	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.2962573425962002	0.6651336569510101	0.5304695304695305	8	0.1655638143099799	STAT6,DDX41,STING1,IRF3,NLRC3	5	0.5304695304695305	Reactome STING host response	STING
Ku70	log2FC_vs_parental_siControl	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.4040401739783255	1.3061650072917368	0.06893106893106893	32	0.22806628857118078	POLR2L,NFKBIB,NFKB1,IRF7,POLR3K,POLR2K,POLR3H,POLR3B,POLR2E,POLR3E,POLR3G,STING1,POLR1C,ADAR,IRF3,MAVS	16	0.20679320679320679	KEGG cytosolic DNA-sensing	DNA-sensing
Ku70	log2FC_vs_parental_siControl	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.2848986699763729	1.0278839521538992	0.23276723276723277	51	0.14420688901310147	POLR2L,CTNNB1,STAT6,NFKBIB,NFKB1,DHX9,IRF7,POLR3K,TICAM1,POLR2K,POLR3H,CRCP,POLR3B,POLR2E,POLR3E,NKIRAS1,POLR3G,DDX41,UBA52,CREBBP,STING1,NKIRAS2,IRF3,UBB	24	0.3116883116883117	Reactome cytosolic DNA sensors	DNA-sensing
Ku70	log2FC_vs_parental_siControl	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	-0.25292571802425967	-0.9278572015378065	0.2627372627372627	48	0.10384461734684491	TRIM56,IFIH1,MYD88	3	0.31277813095994916	GO + type I IFN production	IFN
Ku70	log2FC_vs_parental_siControl	GOBP_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	-0.34047499305718626	-0.9928104804157701	0.2007992007992008	20	0.0728378668239867	IFITM3,MYD88	2	0.3116883116883117	GO cellular response to type I IFN	IFN
Ku70	log2FC_vs_parental_siControl	GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	-0.3597043311066077	-1.048351089676416	0.17282717282717283	19	0.054540910987435194	IFITM3,MYD88	2	0.3116883116883117	GO type I IFN signaling	IFN
Ku80	log2FC_vs_parental_siControl	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.43911624667797916	-1.5448230751782521	0.00999000999000999	68	-0.0944909640477486	TRIM14,TAP1,LGALS3BP,PARP9,TRIM21,B2M,IRF2,IFITM3,HERC6,PROCR,GMPR,SAMD9,UBE2L6,IFIH1,TRIM5,C1S,DDX60	17	0.05994005994005994	Hallmark IFN-α	IFN
Ku80	log2FC_vs_parental_siControl	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.4414583438725326	-1.7113585829130555	0.001998001998001998	131	-0.12901108107694245	ARID5B,TRIM14,CASP3,CIITA,NLRC5,TAP1,SSPN,HLA-DRB1,MTHFD2,LGALS3BP,FGL2,BTG1,TRIM21,B2M,GPR18,IRF2,IFITM3,NFKB1,HERC6,STAT4,UBE2L6,IFIH1,C1R,MARCHF1,IFIT1	30	0.023976023976023976	Hallmark IFN-γ	IFN
Ku80	log2FC_vs_parental_siControl	REACTOME_INTERFERON_SIGNALING	-0.3295075083430802	-1.300701912999815	0.058941058941058944	145	-0.04996814625217798	IFIT5,HERC5,NEDD4,ABCE1,RPS27A,TRIM14,CIITA,EIF4E,HLA-DRB1,TRIM2,EIF4A2,NCAM1,NUP54,TRIM21,B2M,IRF2,IFITM3,HLA-DPA1,HLA-DRB5,UBE2L6,TRIM5,IFIT1,CD44,IFI6,IRF8	26	0.17682317682317683	Reactome IFN signaling	IFN
Ku80	log2FC_vs_parental_siControl	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.3912249442873017	-1.277979753052033	0.08891108891108891	44	-0.05380343387494686	IRF2,IFITM3,IFIT1,IFI6,IRF8,IRF6	6	0.2133866133866134	Reactome IFN-α/β	IFN
Ku80	log2FC_vs_parental_siControl	REACTOME_INTERFERON_GAMMA_SIGNALING	-0.43020580591201985	-1.4478131956578284	0.026973026973026972	58	-0.10695601730039712	TRIM14,CIITA,HLA-DRB1,TRIM2,NCAM1,TRIM21,B2M,IRF2,HLA-DPA1,HLA-DRB5,TRIM5,CD44,IRF8,IRF6	14	0.10789210789210789	Reactome IFN-γ	IFN
Ku80	log2FC_vs_parental_siControl	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	-0.24266235714399412	-0.8578846378650389	0.4675324675324675	73	-0.013288204400710926	HERC5,NEDD4,ABCE1,RPS27A,EIF4E,EIF4A2,NUP54,UBE2L6,IFIT1	9	0.5100354191263282	Reactome antiviral ISGs	IFN
Ku80	log2FC_vs_parental_siControl	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.2685393137688346	0.621030630844053	0.4515484515484515	8	0.08332028954486875	IRF3,STAT6,DDX41	3	0.5100354191263282	Reactome STING host response	STING
Ku80	log2FC_vs_parental_siControl	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.28078846500077037	0.9445261550827103	0.21578421578421578	32	0.06357141005729784	NFKBIB,IKBKG,IRF7,POLR3H,IRF3,POLR3K,POLR2L,POLR1C,IKBKE	9	0.3716283716283716	KEGG cytosolic DNA-sensing	DNA-sensing
Ku80	log2FC_vs_parental_siControl	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.2353169387972775	0.8912907735129832	0.24775224775224775	51	0.01464114103146395	CRCP,NFKBIB,MYD88,IKBKG,TICAM1,IRF7,POLR3H,IRF3,DHX9,STAT6,POLR3K,POLR2L	12	0.3716283716283716	Reactome cytosolic DNA sensors	DNA-sensing
Ku80	log2FC_vs_parental_siControl	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	-0.2058649427584721	-0.684560338145791	0.6183816183816184	48	0.04319005696928943	IFIH1,TRIM56	2	0.6183816183816184	GO + type I IFN production	IFN
Ku80	log2FC_vs_parental_siControl	GOBP_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	-0.2761803134278718	-0.759205560680328	0.42957042957042957	20	0.0648964840444249	IFITM3,IFIT1	2	0.5100354191263282	GO cellular response to type I IFN	IFN
Ku80	log2FC_vs_parental_siControl	GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.33040457210538937	0.9649343769783972	0.22577422577422576	19	0.12745831605089564	MYD88,TBKBP1,IFITM1,IKBKE,MAVS,IFNAR2,STAT2,TYK2,TBK1,TANK,STAT1	11	0.3716283716283716	GO type I IFN signaling	IFN
