contrast	rank	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	label	family
DNA-PKcs	log2FC_vs_parental_siControl	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.29740080998108775	-1.0417260872643048	0.22377622377622378	68	-0.019395853037424752	RIPK2,TRIM5,C1S,CSF1,DDX60,UBE2L6,IFITM3,ISG15,CD74,HELZ2,BATF2,SAMD9,PARP9	13	0.3836163836163836	Hallmark IFN-α	IFN
DNA-PKcs	log2FC_vs_parental_siControl	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.33007778794143	-1.2806042519530492	0.05094905094905095	131	-0.04458054366484903	RIPK2,C1S,PTPN2,HIF1A,DDX60,EIF4E3,UBE2L6,SERPING1,CDKN1A,FAS,IFITM3,MARCHF1,SSPN,ARL4A,BTG1,HLA-DQA1,ISG15,CD74,HLA-DRB1,TNFAIP2,SRI,IRF8,STAT4,CASP3,HELZ2	30	0.3836163836163836	Hallmark IFN-γ	IFN
DNA-PKcs	log2FC_vs_parental_siControl	REACTOME_INTERFERON_SIGNALING	0.25399904312694666	1.0894603959925946	0.1038961038961039	145	0.051071556700819185	EGR1,CAMK2B,BCL11B,FLNA,USP18,HOXC13,CD44,SAMHD1,TRIM35,UBB,JAK2,RIGI,MID1,IRF7,TRIM8,UBE2E1,EIF4A1,EIF4G1,TRIM62,IRF1,HLA-E,NUP188,TYK2,NUP214,IFITM1	41	0.3836163836163836	Reactome IFN signaling	IFN
DNA-PKcs	log2FC_vs_parental_siControl	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.3026039381440428	1.0322049843352363	0.1978021978021978	44	0.06436037731395103	EGR1,USP18,HOXC13,SAMHD1,IRF7,IRF1,HLA-E,TYK2,IFITM1,BST2,ISG20,PTPN1,STAT2,IFNAR2,IRF3,HLA-C	16	0.3836163836163836	Reactome IFN-α/β	IFN
DNA-PKcs	log2FC_vs_parental_siControl	REACTOME_INTERFERON_GAMMA_SIGNALING	-0.2620218671160728	-0.874218267668599	0.3706293706293706	58	-0.006519086503969978	IRF9,PIAS1,TRIM68,CIITA,TRIM17,JAK1,IFNGR1,ICAM1,TRIM5,PTPN2,NCAM1,HLA-F,HLA-DQA1,HLA-DRB1,IRF6,IRF8,HLA-DPA1,PTPN6,HLA-DRB5	19	0.3946053946053946	Reactome IFN-γ	IFN
DNA-PKcs	log2FC_vs_parental_siControl	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.22585602199472626	0.8572233568461058	0.32367632367632365	73	0.04754437968590066	FLNA,USP18,UBB,RIGI,UBE2E1,EIF4A1,EIF4G1,NUP188,NUP214,EIF4G2,POM121C,AAAS,EIF2AK2,PPM1B,NUP155,NUP43,RANBP2,UBA7,IRF3,GNL3,POM121,SEC13,NUP50,UBA52,NUP88	26	0.3884115884115884	Reactome antiviral ISGs	IFN
DNA-PKcs	log2FC_vs_parental_siControl	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	-0.46421057854440534	-1.0048574198746874	0.2077922077922078	8	0.008371279547019328	STING1	1	0.3836163836163836	Reactome STING host response	STING
DNA-PKcs	log2FC_vs_parental_siControl	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.36512635683616834	1.1535294355395587	0.12487512487512488	32	0.10874225148702035	POLR2L,IKBKG,IKBKE,POLR1C,IRF7,NFKB1,POLR3K,POLR3H,POLR2E,POLR3E,IRF3,MAVS,NFKBIB,POLR2H	14	0.3836163836163836	KEGG cytosolic DNA-sensing	DNA-sensing
DNA-PKcs	log2FC_vs_parental_siControl	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.2197064381496046	0.7831129812847749	0.3946053946053946	51	0.0708706251304145	POLR2L,TICAM1,IKBKG,UBB,CRCP,IRF7,NFKB1,POLR3K,POLR3H,DDX41,POLR2E,POLR3E,IRF3,NFKBIB,POLR2H,DHX36,STAT6,DHX9,NLRC3,RELA,UBA52,NKIRAS2	22	0.3946053946053946	Reactome cytosolic DNA sensors	DNA-sensing
DNA-PKcs	log2FC_vs_parental_siControl	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	-0.3257724031508396	-1.0706934155022356	0.21078921078921078	48	0.00221936430281341	ISG15,TRIM56,MYD88,STING1,TRAF3IP3	5	0.3836163836163836	GO + type I IFN production	IFN
DNA-PKcs	log2FC_vs_parental_siControl	GOBP_CELLULAR_RESPONSE_TO_TYPE_I_INTERFERON	0.32118047772000824	0.9126807657187894	0.3086913086913087	20	0.07425527854049992	TBKBP1,IRAK1,IKBKE,TYK2,IFITM1,STAT2,IFNAR2,MAVS	8	0.3884115884115884	GO cellular response to type I IFN	IFN
DNA-PKcs	log2FC_vs_parental_siControl	GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.33356168492474697	0.9173749643201409	0.29270729270729273	19	0.07275481146793289	TBKBP1,IRAK1,IKBKE,TYK2,IFITM1,STAT2,IFNAR2,MAVS	8	0.3884115884115884	GO type I IFN signaling	IFN
Ku70	log2FC_vs_parental_siControl	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.2543741435342947	0.978956073191037	0.2867132867132867	68	0.04843449619524704	BST2,LGALS3BP,ISG20,IRF7,HLA-C,MVB12A,IFITM1,IFI35,CNP,STAT2,UBA7,TRIM26,TDRD7,LAMP3,LY6E	15	0.31277813095994916	Hallmark IFN-α	IFN
