group	n	n_genes_mean_count_ge_20	min_pearson	median_pearson
DNAPKcs_siControl	3	12082	0.9728831875251526	0.9801137018107352
DNAPKcs_siDNAPKcs	3	12082	0.9643365000582809	0.9764552211635456
Ku70_siControl	3	12082	0.9781365659712481	0.979329842151096
Ku70_siKu70	3	12082	0.9800988315826715	0.9826198317535914
Ku80_siControl	3	12082	0.974493108606321	0.981308754593122
Ku80_siKu80	3	12082	0.9789546440734057	0.9792590399480857
parental_siControl	3	12082	0.9784145279765901	0.9793301645015586
