cohort,held_out_ccle,held_out_cell_line,n,spearman_rho,spearman_p
NSCLC_Primary,NCIH358_LUNG,NCI-H358,16,0.788235294117647,0.0002864656823918494
NSCLC_Primary,LUDLU1_LUNG,LUDLU-1,16,0.7970588235294117,0.0002180980699057476
NSCLC_Primary,HCC827_LUNG,HCC827,16,0.788235294117647,0.0002864656823918494
NSCLC_Primary,NCIH520_LUNG,NCI-H520,16,0.8323529411764706,6.328124573232546e-05
NSCLC_Primary,LK2_LUNG,LK-2,16,0.8558823529411764,2.3449156927289172e-05
NSCLC_Primary,A549_LUNG,A549,16,0.7852941176470588,0.00031285391788601164
NSCLC_Primary,NCIH2170_LUNG,NCIH2170,16,0.8176470588235294,0.00010936308081986552
NSCLC_Primary,NCIH3255_LUNG,NCIH3255,16,0.8088235294117646,0.0001484755922323442
NSCLC_Primary,NCIH1975_LUNG,NCIH1975,16,0.8088235294117646,0.0001484755922323442
NSCLC_Primary,RERFLCSQ1_LUNG,RERF-LC-Sq1,16,0.8323529411764706,6.328124573232546e-05
NSCLC_Primary,NCIH23_LUNG,NCI-H23,16,0.823529411764706,8.83913936384215e-05
NSCLC_Primary,HCC44_LUNG,HCC44,16,0.8323529411764706,6.328124573232546e-05
NSCLC_Primary,NCIH2172_LUNG,NCI-H2172,16,0.8558823529411764,2.3449156927289172e-05
NSCLC_Primary,SW1573_LUNG,SW 1573,16,0.8441176470588234,3.930242737399882e-05
NSCLC_Primary,HCC1833_LUNG,HCC-1833,16,0.8411764705882352,4.44290429431383e-05
NSCLC_Primary,PC14_LUNG,PC-14,16,0.7852941176470588,0.00031285391788601164
NSCLC_Primary,NCIH1435_LUNG,NCI-H1435,16,0.8264705882352942,7.923548582249701e-05
Oncotree_LUAD,ABC1_LUNG,ABC-1,21,0.7831168831168831,2.698491900595073e-05
Oncotree_LUAD,NCIH358_LUNG,NCI-H358,21,0.774025974025974,3.835408895133142e-05
Oncotree_LUAD,NCIH1693_LUNG,NCI-H1693,21,0.803896103896104,1.131251024608457e-05
Oncotree_LUAD,HCC827_LUNG,HCC827,21,0.7779220779220779,3.305455558896248e-05
Oncotree_LUAD,NCIH1573_LUNG,NCIH1573,21,0.7883116883116883,2.1908919304486022e-05
Oncotree_LUAD,A549_LUNG,A549,21,0.7584415584415585,6.763045475607197e-05
Oncotree_LUAD,DV90_LUNG,DV90,21,0.774025974025974,3.835408895133142e-05
Oncotree_LUAD,NCIH3255_LUNG,NCIH3255,21,0.7883116883116883,2.1908919304486022e-05
Oncotree_LUAD,NCIH1975_LUNG,NCIH1975,21,0.7883116883116883,2.1908919304486022e-05
Oncotree_LUAD,CORL105_LUNG,CORL105,21,0.7636363636363636,5.624426843282807e-05
Oncotree_LUAD,NCIH1666_LUNG,NCI-H1666,21,0.8077922077922077,9.502614930342757e-06
Oncotree_LUAD,NCIH2291_LUNG,NCI-H2291,21,0.7831168831168831,2.698491900595073e-05
Oncotree_LUAD,NCIH838_LUNG,NCI-H838,21,0.7675324675324675,4.883285251352684e-05
Oncotree_LUAD,NCIH23_LUNG,NCI-H23,21,0.7675324675324675,4.883285251352684e-05
Oncotree_LUAD,HCC44_LUNG,HCC44,21,0.7610389610389611,6.17101871334167e-05
Oncotree_LUAD,SW1573_LUNG,SW 1573,21,0.7766233766233767,3.474548938772688e-05
Oncotree_LUAD,HCC1833_LUNG,HCC-1833,21,0.7766233766233767,3.474548938772688e-05
Oncotree_LUAD,PC14_LUNG,PC-14,21,0.7623376623376623,5.892232504961184e-05
Oncotree_LUAD,NCIH1435_LUNG,NCI-H1435,21,0.8051948051948051,1.0678393833166898e-05
Oncotree_LUAD,NCIH1568_LUNG,CNI-H1568,21,0.7714285714285715,4.2283815561171556e-05
Oncotree_LUAD,NCIH1944_LUNG,NCI-H1944,21,0.7636363636363636,5.624426843282807e-05
Oncotree_LUAD,NCIH441_LUNG,NCI-H441,21,0.8324675324675326,2.8543499718687187e-06
S1_Lung_CLDN4pep_ge2,ABC1_LUNG,ABC-1,24,0.8347826086956521,3.932746200056481e-07
S1_Lung_CLDN4pep_ge2,NCIH358_LUNG,NCI-H358,24,0.8226086956521739,8.094702678099004e-07
S1_Lung_CLDN4pep_ge2,DMS273_LUNG,DMS-273,24,0.8069565217391305,1.898162269388734e-06
S1_Lung_CLDN4pep_ge2,NCIH1299_LUNG,NCI-H1299,24,0.8078260869565217,1.8140563448392194e-06
S1_Lung_CLDN4pep_ge2,NCIH1048_LUNG,NCI-H1048,24,0.8078260869565217,1.8140563448392194e-06
S1_Lung_CLDN4pep_ge2,LUDLU1_LUNG,LUDLU-1,24,0.8269565217391304,6.29512299873985e-07
S1_Lung_CLDN4pep_ge2,HCC827_LUNG,HCC827,24,0.82,9.382599700820813e-07
S1_Lung_CLDN4pep_ge2,NCIH2110_LUNG,NCI-H2110,24,0.8443478260869565,2.1390707023877557e-07
S1_Lung_CLDN4pep_ge2,NCIH520_LUNG,NCI-H520,24,0.8156521739130433,1.1938860990183277e-06
S1_Lung_CLDN4pep_ge2,NCIH1573_LUNG,NCIH1573,24,0.8426086956521738,2.396608807219135e-07
S1_Lung_CLDN4pep_ge2,A549_LUNG,A549,24,0.8139130434782607,1.3123882717353608e-06
S1_Lung_CLDN4pep_ge2,NCIH2170_LUNG,NCIH2170,24,0.8573913043478261,8.706604985673423e-08
S1_Lung_CLDN4pep_ge2,DV90_LUNG,DV90,24,0.8226086956521739,8.094702678099004e-07
S1_Lung_CLDN4pep_ge2,SBC5_LUNG,SBC-5,24,0.8182608695652173,1.0339710495710773e-06
S1_Lung_CLDN4pep_ge2,NCIH3255_LUNG,NCIH3255,24,0.8426086956521738,2.396608807219135e-07
S1_Lung_CLDN4pep_ge2,NCIH1975_LUNG,NCIH1975,24,0.8426086956521738,2.396608807219135e-07
S1_Lung_CLDN4pep_ge2,CORL105_LUNG,CORL105,24,0.8173913043478259,1.0850138497745817e-06
S1_Lung_CLDN4pep_ge2,NCIH1666_LUNG,NCI-H1666,24,0.8356521739130435,3.726898669868491e-07
S1_Lung_CLDN4pep_ge2,NCIH2291_LUNG,NCI-H2291,24,0.8391304347826085,2.996367956626341e-07
S1_Lung_CLDN4pep_ge2,NCIH838_LUNG,NCI-H838,24,0.8217391304347826,8.505288480562664e-07
S1_Lung_CLDN4pep_ge2,RERFLCSQ1_LUNG,RERF-LC-Sq1,24,0.8113043478260868,1.50982262162581e-06
S1_Lung_CLDN4pep_ge2,NCIH1435_LUNG,NCI-H1435,24,0.8426086956521738,2.396608807219135e-07
S1_Lung_CLDN4pep_ge2,NCIH1568_LUNG,CNI-H1568,24,0.8243478260869566,7.326167928700558e-07
S1_Lung_CLDN4pep_ge2,NCIH1944_LUNG,NCI-H1944,24,0.8191304347826085,9.850796912877473e-07
S1_Lung_CLDN4pep_ge2,NCIH441_LUNG,NCI-H441,24,0.8669565217391304,4.250113483030366e-08
