CCLE,CellLine,ModelID,S1_Tissue,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,PrimaryOrMetastasis,Sex,plex,CLDN4_peptides,TACSTD2,CLDN4,EPCAM,CDH1,VIM
NCIH226_LUNG,NCI-H226,ACH-000367,Lung,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Metastatic,Male,TenPx34,1.0,-1.10791952240559,-3.08535075601732,-0.940058815708248,-1.11500701076316,-0.285419511072951
DMS114_LUNG,DMS 114,ACH-000530,Lung,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,Primary,Male,TenPx08,1.0,-1.32058734772584,-1.79906692198814,-1.57559490815122,-1.61826803428134,0.869237581344378
SW1271_LUNG,SW 1271,ACH-000890,Lung,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,Primary,Male,TenPx34,1.0,-1.2723361866078,-4.59299576257199,-2.46393756803384,-1.26579750178967,1.47749438293038
CORL47_LUNG,COR-L47,ACH-000695,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Metastatic,Male,TenPx20,1.0,-1.83301114565456,-1.59425174221189,0.883781290359895,-0.524594937397004,-1.67598889336907
CORL88_LUNG,COR-L88,ACH-000508,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Metastatic,Male,TenPx21,1.0,-1.72973617467559,2.81733527015499,3.23860829686851,0.73949489950925,-1.86846240278353
DMS273_LUNG,DMS-273,ACH-000749,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Metastatic,Female,TenPx06,3.0,-1.24638140571614,-1.3415908617903,-1.6755890993057,-1.47983371103711,-0.693322263775019
NCIH1048_LUNG,NCI-H1048,ACH-000866,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Metastatic,Female,TenPx07,2.0,-1.13920343347137,-0.822462624743977,0.127434905615609,-0.526702826712694,-0.346511736474147
NCIH146_LUNG,NCI-H146,ACH-000506,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Metastatic,Male,TenPx20,1.0,-2.08231363308606,-2.7852227248516,0.971200089612696,-1.11157645899015,-1.26431594937795
SBC5_LUNG,SBC-5,ACH-000670,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Metastatic,Male,TenPx13,5.0,-2.34135061053231,-2.4884112980203,-5.06569196084178,-3.59541886230434,2.5764633516911
SHP77_LUNG,SHP-77,ACH-000790,Lung,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Primary,Male,TenPx25,1.0,-1.71128617969788,0.832697129545896,0.489017061445359,-1.89452542445132,-2.38649301487692
