	protein	R2A	R9A	R13A	R25A	R31A	R40A	R41A	R70A	R77A	R96A	R101A	R102A	R111A	R113A	R116A	R138A	R141A	R37A	R43A	R87A	R97A	R99A	R108A	R124A	R133	R136A	R137A	R139A	R145A	R146A	NR10A	NR17A	NR20A	NR66A	NR68A	NR85A	NR88A	NR89A	NR100A	NR103A	NR104A	NR118A	NR125A	NR142A	NR51A	NR60A	NR128A	NR148A	p_val	foldchange	log_pval
42	P07954_FUMH	13.46368574	12.54332582	13.66515391	13.33898121	14.17429465	14.31606978	12.82800201	14.44647215	13.54238935	14.15016975	12.7911583	15.23267343	12.76197058	14.83402308	13.48858033	14.44612986	16.56119555	13.46239249	14.57478955	13.30793791	13.50645978	15.36322323	13.24470961	13.67376944	12.45179686	13.86504445	15.52764354	14.43852641	12.86069171	14.15482279	12.56285155	12.00360051	15.57204937	14.00781665	13.6751983	13.83167215	13.75552493	13.32233941	13.49509454	14.37970678	13.38570861	12.4249358	13.66440551	14.6260823	13.08509501	14.66449326	15.11295038	13.11171281	0.489743891623112	0.196022893999999	0.31003097207834
43	Q9Y490_TLN1	14.66456115	13.22078984	14.85956821	13.68032568	13.10225235	13.82758523	11.70154927	13.22934547	13.18751537	13.93770137	12.76300966	13.56843242	13.50868795	14.67348352	13.52779685	14.30309285	13.90298202	13.43385592	13.68660642	16.27973166	13.33342555	13.69805663	13.57831618	13.20069534	13.5501315	13.52387362	13.16954782	14.44865943	12.57039734	13.97373212	13.4144567	9.93377666	13.33892097	13.46232334	12.18343451	13.7920399	16.27546188	12.93798484	13.3063835	13.18032829	13.6620343	11.57107209	13.34925155	13.8382029	13.68695356	13.36925842	11.04483443	13.73602633	0.122549747014758	0.554482281888887	0.911687580945628
44	O94826_TOM70	14.36820588	14.18092135	14.64644062	13.8347736	15.61643795	14.46211747	14.42013665	14.68791534	13.16213771	13.69539765	12.98238931	16.15743139	14.36059174	14.24984438	13.74468659	14.93929518	16.92849925	14.43876858	15.03496053	18.86711604	15.86765705	15.74044225	12.52578475	14.02861958	15.90707201	14.35268377	14.11915631	15.67867713	15.08230985	14.47956998	14.27891167	14.36559381	13.61419439	13.85015097	17.61197819	14.96667189	14.5614007	14.3743199	17.50464959	18.25504959	14.88454733	14.49840567	16.7324504	13.56020773	14.71382718	15.03334421	14.38961418	15.29323191	0.34539744367158	-0.386251409777778	0.461680881022859
45	Q96L58_B3GT6	9.897762089	12.44691386	13.6432364	13.12862467	15.60956141	19.59034055	13.51542954	17.09985871	13.13017155	13.54598846	13.26415281	19.76419855	17.85865934	12.12865914	12.77293168	12.34874163	11.62196182	13.08036271	19.59389419	13.33841669	10.67806184	13.65303289	13.74714006	11.65406164	12.17181081	12.2495978	12.96023525	16.97625936	12.26432132	14.12968629	13.70379932	14.13062397	18.26595658	15.19268325	11.99970294	13.21012347	13.21499213	12.40635587	13.22744604	16.86991636	7.798996107	14.77631841	11.24053132	9.765782941	18.89061224	13.82938323	14.11041397	11.4494374	0.648510000163054	0.368631571522222	0.188083322614369
46	Q16555_DPYL2	15.17468739	11.060249	12.42524262	13.0399233	13.11073234	15.20750788	11.72573114	9.54445227	12.98916212	12.09343246	13.33714622	13.29055926	14.11362551	13.45097603	12.87041248	14.55750545	13.8224148	13.28040262	12.65908485	12.41242179	13.18164515	14.38915711	13.06660638	13.19664809	15.08502916	13.45274143	15.32902908	14.42352812	13.31511891	16.415715	11.93494799	13.26430456	11.48825943	11.82570932	11.83465921	11.9707576	12.85946163	12.86652268	12.43992821	13.56581619	14.87672108	11.8234426	12.92810878	14.81222633	14.79092299	11.94572886	11.93763652	12.91280943	0.0939771105340244	0.618587187000001	1.02697791213729
47	Q96S52_PIGS	11.60562245	12.38727123	12.94337121	13.33114388	12.30315514	11.49118364	11.87795789	12.32260114	14.74070846	10.60629918	12.8114304	11.4246032	13.53412497	12.72408317	11.1304946	11.82169609	8.927494951	12.64958113	11.53562459	12.49723841	13.21484937	11.84641128	10.88463484	12.69006301	11.11899859	12.74438329	12.984894	12.45322746	12.16250311	14.541877	11.5365562	13.09204336	12.11329304	12.6382924	10.43377347	11.64838383	12.54851547	14.4957354	9.760873287	9.850877412	12.51902656	13.01623116	9.193386427	14.64960577	14.02570511	13.1419519	12.29423861	12.63116781	0.918093373656795	0.0441588551444436	0.0371131471193454
48	Q17RC7_EX3L4	14.27445554	13.67135665	12.56681636	12.25711807	13.5964352	12.46349364	15.71702748	13.65909112	13.08952507	12.88808244	10.81339754	12.42906708	11.73247659	12.16807787	12.25927667	12.98674931	13.05307688	13.28616226	13.16348972	11.96755972	13.14487289	12.4426745	15.6696694	11.46805449	14.06606998	10.80463802	13.35833793	9.983039111	14.14207271	14.23149861	14.74871332	12.96967419	13.59878601	13.59595715	13.56031613	13.84285262	9.941601915	14.02978676	12.44675633	14.0838044	11.59919828	13.31579695	14.88429383	13.46828173	10.70431075	12.01897199	12.76357168	12.00765159	0.868977445963531	-0.0648959952444432	0.0609914953818242
49	Q8N4T8_CBR4	14.56189119	13.69163706	14.53404537	16.28058316	12.96522803	15.49607642	13.52043248	13.40199215	12.15581955	16.36219175	12.42474974	13.41060989	13.51236123	13.94965782	13.87547678	16.13968171	14.00184194	14.39122909	14.55716709	16.17920122	13.66736698	14.6176732	15.83968431	13.60736667	16.16147889	14.10092669	17.61143561	16.91941521	15.20232044	15.32455523	15.25318783	13.95541079	14.55736132	14.31120327	14.92266157	12.54730343	16.25463407	13.466805	14.7861393	13.20618487	14.58241933	16.82033682	13.5640523	14.35493596	13.58397756	16.89332788	13.4229301	17.19344599	0.935342110374353	-0.0332144027777783	0.0290295126859839
50	Q96C19_EFHD2	12.07789623	10.16061341	14.51051323	10.14327471	12.1908385	13.90061457	12.38904436	13.94477588	11.34803034	13.66658334	12.27456613	10.69887979	12.99747219	13.06380038	10.01550835	12.19571152	12.68739583	12.4908507	12.4619114	12.46154274	11.96127249	11.05963484	13.91934523	12.08950573	12.55617805	14.41022722	12.95363135	11.92088196	11.28970058	14.73319923	13.29415429	12.69366832	12.16409072	14.64511249	13.11449754	13.04831892	11.1593398	13.92187918	12.17747658	12.11937603	12.75765882	13.41398188	10.27490343	11.99794227	12.95660175	12.13672541	14.20164173	12.51877581	0.413799833321217	-0.280672489000001	0.383209688604287
51	Q9BUP0_EFHD1	17.52790307	10.08677477	9.959858176	11.87504612	13.91815214	11.09389531	12.41234619	10.70217019	12.45321497	10.59671925	11.97858035	10.73666563	9.897093156	10.32594842	9.036421368	10.99326668	9.061122029	11.68228555	11.65725608	12.95940204	9.732020008	11.06408524	12.03372913	9.587248184	10.74301288	9.835224797	11.63464881	12.85542876	8.559355696	12.29994876	8.857158422	14.12860924	10.97091435	12.1509229	10.12736194	10.1992818	13.45980465	10.18752448	11.86391176	13.45319059	11.78266011	13.20544774	9.758305015	10.40454888	10.82554874	11.03249237	11.8410514	10.87065914	0.746971009010552	-0.152227737477778	0.12669625343369
52	Q9GZT9_EGLN1	12.58824242	13.77143411	12.3731303	11.51795671	11.28339252	11.63599423	8.885027049	10.43914637	10.63180242	10.07780702	12.3060654	15.69246702	11.85182053	12.19521141	11.07545615	10.48984228	15.1975361	8.629977144	10.99861188	13.91847487	12.80501021	11.31345415	13.41298982	11.96338689	13.92399201	13.38985192	10.68696817	12.6568667	14.17883125	10.6135229	14.82922008	13.23943577	11.23681224	16.46315724	13.56368632	13.05294396	12.32847485	10.33535077	12.47463227	12.27559656	10.76632598	13.13201745	15.37984733	15.19971652	10.41201451	11.81939075	14.64962457	10.89812148	0.109847453127355	-0.875211482122221	0.959210007979323
53	Q15149_PLEC	13.75623451	13.20550281	12.24620202	13.61714187	13.74954658	14.47144916	12.69569064	10.94897942	13.18706364	13.64546731	11.18516196	13.64638072	14.01030044	13.34034705	13.54430257	12.67449549	14.51388584	13.21837584	14.2753268	12.84390847	13.39830571	13.51377783	14.82770685	15.36915081	14.27493882	13.67159803	13.69946124	13.06584806	14.79827769	13.8466481	12.08938226	10.8249793	11.32320365	12.28001701	12.15328318	13.29371726	14.21003268	13.15027208	13.15636537	13.26349909	13.20436962	13.29198719	13.27854274	12.70771198	14.06326845	13.73304044	11.3168812	13.21274255	0.0188387820199353	0.69953276211111	1.72494717899114
54	Q96T51_RUFY1	15.96468649	14.56268512	15.03954345	14.90874894	14.53564652	15.52463453	15.30184031	14.52443391	14.86292172	15.12629572	15.35105912	14.12274292	14.06349804	15.07850333	14.97264075	16.07818143	14.52852528	15.03046908	14.46106045	16.27018613	14.347608	15.6676807	13.84582713	14.7445943	15.07365699	17.01610405	14.8283073	15.32245903	15.11952561	14.17846492	14.30925099	16.16581826	15.22712736	14.40939257	14.52006942	15.73630039	14.83104531	15.59080662	14.08116964	15.03735124	15.14789054	14.51700161	14.85005673	15.1124882	14.77956024	15.02136009	14.75462645	15.32665116	0.791372433619881	0.0474195523333343	0.101619081862867
55	Q8NFD5_ARI1B	13.33551816	14.20746999	12.93026439	14.1669181	13.49215168	14.15576153	14.47563666	14.31256259	14.8857472	12.83345381	11.89799598	11.67985809	14.01278737	13.29949196	13.22465509	11.5222761	11.67500262	12.83194229	12.58896945	12.7049494	18.36926199	12.83889862	11.23615702	12.35792873	12.64659223	13.38790529	13.29880419	13.78036508	10.29655039	13.15128216	11.23355203	13.96490819	12.23990216	14.52018373	9.406988052	13.5651884	13.51123642	13.01597865	9.897608833	12.9399278	13.7581415	12.83320962	12.506436	11.70331181	14.08795707	13.7011029	15.06260886	12.94132627	0.418991137361367	0.359373700055556	0.37779516327657
56	Q9BQS8_FYCO1	10.53200664	11.20015416	12.29528368	13.29433597	13.40211425	11.65193712	9.374921628	11.15679752	12.95786826	11.83284231	11.92886615	11.63147275	11.42124135	11.93687885	11.5793412	11.77688139	12.12868945	11.7284699	11.21816045	12.03303594	12.52647706	11.89108705	11.50180841	12.03125981	12.9701311	11.55323236	12.50559399	12.85088933	13.02326808	10.33642083	10.41254097	12.95508995	11.688137	11.12926071	12.28710111	12.91269575	11.00600544	12.34339092	11.91583501	11.57908724	14.55659264	11.87167505	12.27562351	11.48200148	12.29735945	12.73994536	12.36898528	12.15566916	0.387676322881225	-0.234117546511111	0.411530722480111
57	Q9BRK4_LZTS2	18.07507729	10.80808798	14.67023199	12.27077092	12.87554186	13.95250281	12.37581618	13.1428133	13.1574434	12.89386614	13.92532463	10.94079607	12.6640362	15.1974259	12.57085722	13.53430381	11.71397746	12.4406904	13.13058368	14.02715754	14.82701994	13.11187157	10.85293037	11.68609938	11.10283848	13.82445847	13.14324729	12.46147003	11.71504616	12.7572314	11.50522147	12.39989017	12.40870129	11.3807867	9.924773055	14.80775157	13.10381808	14.13325795	11.70802074	10.29785745	13.30216161	14.01977953	11.85822681	14.52157693	12.73228129	12.59490606	14.39398348	12.7511447	0.43670754870613	0.336976213166666	0.359809301018702
58	P51970_NDUA8	11.00168425	12.74984477	10.01062068	9.679164877	12.08191477	10.52528513	10.60108518	12.88849435	10.50577557	11.37305339	11.88446365	13.25811066	8.894306849	9.499250067	12.80645629	12.93412434	12.83792236	12.70324281	11.53670298	16.28723961	13.52607746	10.37066182	12.49688533	11.46926196	13.13935366	13.28898459	9.681938041	12.01154489	13.84257813	12.68776767	13.77630467	18.63650306	12.1336808	12.26260829	12.57851589	11.53090416	11.59823823	9.979636366	13.50533604	13.16649539	9.979105298	14.52257026	13.81247948	13.34425495	9.640477023	10.31620953	12.81635102	12.9920164	0.231895526290278	-0.702633843144444	0.634707629655187
59	Q9BR61_ACBD6	14.43289466	14.42372691	14.3112634	15.36748561	14.28417269	14.89587421	14.0350276	16.11084056	14.57323482	14.99373964	15.56700309	15.14313571	13.35979581	14.25274729	14.61103275	13.57161089	16.21587635	14.03977299	13.51471457	15.16261247	13.22067657	14.53746075	14.1477909	13.81428434	15.53421186	13.69859594	14.52836255	13.25466503	15.96367148	14.88240583	14.12884659	14.81588302	15.31436146	14.60864158	14.42368535	15.49472721	13.87439737	15.46073693	14.65718008	13.65654895	14.1640189	15.45316068	15.09104427	14.10193295	13.84862554	13.83003766	13.92416506	16.00982931	0.810592474163159	-0.0549228082222228	0.0911974327243334
60	P08107_NA	12.60654088	13.97862635	12.09140353	13.87378382	12.90630414	14.02108297	14.31361031	11.28877887	12.73579597	14.63787346	12.53575969	13.16527896	13.418753	15.49532021	11.94163691	13.75152823	10.74827957	12.85440225	12.51378728	15.33107139	12.27581519	13.12544376	10.97600111	12.56230677	12.8395295	12.77705269	13.97455732	14.0274377	11.65814861	12.58222949	10.50982581	12.51369182	11.53310226	12.09374243	11.31720755	12.71999787	12.94775899	12.35528425	11.20640965	13.52231272	12.6969801	11.39830711	12.71331762	11.65740502	11.06809378	13.08595744	14.04608643	11.97391777	0.00819810910045995	0.846971407666667	2.08628630638882
61	Q96NB2_SFXN2	11.31723297	13.31908042	9.296166819	11.93577574	12.39701316	10.57947955	12.5164826	13.09155378	10.85739119	13.75975249	12.34010964	13.18817913	11.62436597	11.21538183	12.30133403	12.86033659	13.06559452	12.85529505	14.55010385	13.38714283	14.14591948	7.827083608	14.95337322	11.74939281	12.34999644	16.40958346	11.2799007	12.67969913	12.61000605	11.66757192	12.5035392	16.59886363	11.02315546	13.3104284	14.65243974	12.03499375	12.84200752	11.73635446	14.15861659	12.48982751	18.9456666	11.32591097	12.66086658	15.2712321	7.644776438	11.58694267	12.0853098	10.95699507	0.473203147186517	-0.474985950099999	0.324952375622314
62	Q8TAE8_G45IP	13.12357916	14.94391227	13.81277693	13.62975681	13.29482617	14.3637041	13.76816387	14.41867895	11.95942822	15.19458041	16.59921234	14.11253149	12.93510462	13.44081483	14.61651028	11.99256304	13.91186882	16.85870292	13.42749609	15.03819706	12.79792281	15.96260645	13.38923896	12.68537952	16.27146081	13.17124015	13.66586137	16.19180246	15.91714654	15.37421655	16.37132713	15.35430399	15.42341113	15.06844663	15.18278686	13.86287497	15.89979899	13.34927666	12.99047985	17.22620848	12.15393804	15.84243825	17.02913658	13.22701189	15.41886119	13.26394297	13.21286658	12.57328402	0.366831098076529	-0.407156878333334	0.435533854161927
63	Q8IYS1_P20D2	11.68271373	12.4545599	12.61541979	12.20448628	11.946993	11.64266544	11.79208611	11.63874601	12.63369225	16.56892161	11.24764084	16.28905163	15.12956281	12.97922875	12.67252159	13.72714761	14.03717745	12.71480745	11.73558504	12.0509273	10.53327739	16.57506455	12.55700337	12.33493573	13.046687	12.55162327	14.35531536	13.1105169	12.404517	13.37320565	11.95628748	11.09711888	12.89890623	9.58498716	12.19782008	11.21609927	13.09461414	12.43221012	12.41180108	13.80361877	12.35630903	10.55646534	10.82029181	11.94941239	13.95525947	13.63326104	11.63708044	11.24421212	0.0257697462992796	0.906549646444445	1.58888985701624
64	Q14008_CKAP5	13.28831709	14.19802682	14.01470174	13.17033769	13.73584228	15.95248544	14.6180077	17.36669666	13.42043753	13.12054926	13.85873538	13.64262575	16.16264387	14.04835607	12.91672482	14.67942271	13.81737221	11.98692277	16.18802443	12.94270893	13.99748642	13.49154159	13.193418	18.4660017	13.87739872	13.92669898	18.07675301	15.77752525	11.38447135	14.16724227	15.33357554	12.48775652	16.47240576	12.46440565	13.90915126	12.61217958	14.29274388	14.49660513	12.80016978	13.69319756	12.17883988	13.40896773	14.73144302	14.77012335	16.80168825	13.18729666	12.59982698	13.85707377	0.342887358029978	0.421946420222222	0.464848526664093
65	Q7Z392_TPC11	12.40075337	8.890576553	9.62896041	12.41947565	14.6356355	14.43016101	15.05055377	15.00158929	12.53597555	11.99024167	13.47036665	12.34034619	14.13486539	8.27977733	13.71265337	12.09588976	12.5748919	12.49921525	13.25184612	11.46230659	12.1728238	10.54974737	10.55172293	10.35531867	9.848887963	12.9569036	9.395524685	13.11606185	8.984410573	14.80145934	10.64434082	12.54368316	14.47943321	12.95395144	11.06535592	10.96627753	13.6936568	10.05814206	12.75484727	14.29183743	12.43186924	9.028014577	10.00253795	12.54000891	12.26628734	11.13179051	13.60671722	11.34434185	0.801546231662025	0.12890400141111	0.0960714233077644
66	P31948_STIP1	12.35152857	11.93293005	11.26909246	12.9331449	12.16331673	10.61456225	11.68016477	9.375922346	12.37315686	11.48931898	11.86549403	12.74980493	12.11361311	12.48991614	12.23542176	12.05678489	13.41627306	12.18485786	11.33529144	13.71451113	15.26670915	11.93406113	12.15618885	13.01220726	12.45651462	11.76129816	12.48159297	12.14277761	10.56944539	10.51726044	10.34148378	13.26231011	10.18068663	11.82917058	11.20595034	12.95837421	12.3122306	12.40917011	12.91911511	8.286356116	11.94776775	14.34761857	14.71220921	10.39034911	11.89059369	11.91358875	12.20561984	11.4330053	0.684126727996237	0.168905405644445	0.164863441888674
67	Q92574_TSC1	13.72578718	15.17868754	13.13581769	18.73280398	15.57841141	13.77154207	13.31455341	14.45017764	14.67939947	12.49258115	13.32448525	13.5799225	13.65681996	15.34742956	14.2057569	13.69294116	13.3803251	15.01929835	14.97896091	15.9499154	13.64412684	13.42519392	13.90485918	17.63130959	14.78375548	13.26542225	14.1678799	14.72058724	14.47672381	14.10790225	14.46605503	15.44193586	13.44841342	15.13865987	13.49992269	13.66143663	13.54047991	12.99257859	14.35999915	14.45663601	14.81282664	14.78941753	14.95596778	14.03713768	13.11399798	14.46078312	15.66478266	14.31800214	0.683336244656131	0.124166309111111	0.165365543368202
68	Q13423_NNTM	18.26832592	13.47261774	13.69522476	14.96909767	13.60076785	14.15434539	13.07576485	13.0534168	13.44589446	14.96663118	14.23287088	14.05928581	13.94269627	13.77157038	14.37312197	13.13265167	14.25782059	12.48142395	13.13676394	12.60003859	15.9519113	14.38142872	14.1796008	13.30028283	12.59010324	15.62986784	15.27909018	14.10144483	14.44110701	14.38615612	14.92013637	13.99793484	14.21230781	12.43395858	14.08219217	14.39390349	14.45747532	14.52929027	13.93961144	13.19820169	12.15300448	12.48842269	14.88158147	14.43482764	13.43308872	12.51892191	11.93196205	13.58488786	0.15434165952176	0.453726962444446	0.811516834413472
69	O95273_CCDB1	14.08876067	13.2367934	12.62802862	14.16430721	13.09094333	14.69519908	12.98541689	13.74224563	14.77615688	12.61946492	12.81773842	13.37498215	15.73628482	12.31682694	13.568809	15.25571709	15.76260402	12.42772906	13.08666733	14.35623682	14.93968236	15.1114618	16.98370556	12.98873757	10.43412246	13.82310214	14.82514676	13.83111065	12.61207529	12.33303495	13.37391586	14.55716454	12.83502562	14.65987052	15.20380484	12.80348663	10.12591448	14.01090058	14.00297601	11.75474697	13.12932947	14.26820152	12.05567493	12.89906251	15.76355398	13.01603911	15.79076413	12.86541048	0.558604209570127	0.247334050666666	0.252895795834819
70	P29597_TYK2	13.34779618	11.11480555	13.89421695	13.38307785	15.62373986	14.21304451	12.7102507	13.69278162	12.68775482	13.13193735	12.56144593	16.79536649	14.01566916	12.74652035	13.94998589	12.85401858	13.23921666	14.46307048	14.10414843	13.97551844	17.28548409	14.55651492	12.22193374	13.82813474	13.57380743	15.78397871	18.52240552	18.40103628	13.37309603	13.97744859	14.31086046	13.00083316	14.11514845	14.79999431	13.30436379	12.92238534	14.2425531	16.42442032	14.64938934	13.34919755	14.86952004	13.18266815	13.31082888	14.63287184	13.95401291	14.59858799	14.90851678	15.06698291	0.859250373115089	-0.0681228783333339	0.0658802706055883
