stratum,metric,radius,sample,patient,cldn4_median,tacstd2_median_in_stratum,n_stratum,usable,n_high,n_low,high_mean,low_mean,delta,ratio
cldn4_high,imm_frac,10,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,3458,3601,0.022440717177559282,0.024574522949974212,-0.0021338057724149297,0.913170002251573
cldn4_high,imm_frac,20,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4449,4448,0.061693583654235745,0.0548001889447483,0.006893394709487445,1.1257914405448062
cldn4_high,imm_frac,50,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4454,4456,0.14167452471248201,0.11877774831877125,0.022896776393710766,1.19276991454882
cldn4_high,imm_frac,100,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4454,4456,0.21510228192928357,0.1776082565578522,0.03749402537143137,1.2111051935202037
cldn4_high,cd8_n,10,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4454,4456,0.0,0.0,0.0,
cldn4_high,cd8_n,20,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4454,4456,0.000898069151324652,0.00381508078994614,-0.002917011638621488,0.23539977284133232
cldn4_high,cd8_n,50,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4454,4456,0.06174225415356983,0.06912028725314183,-0.0073780330995720025,0.8932580665854128
cldn4_high,cd8_n,100,LUAD-5 R1,Lung5,3.4205358102729657,3.4364096862899784,8910,True,4454,4456,0.4932644813650651,0.49349192100538597,-0.00022743964032084785,0.9995391218566304
cldn4_low,imm_frac,10,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,3673,3598,0.012873218985388873,0.04150917176209004,-0.028635952776701168,0.31012950726099214
cldn4_low,imm_frac,20,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,4454,4435,0.032171951022818716,0.07147706032794567,-0.03930510930512695,0.45010176517066863
cldn4_low,imm_frac,50,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,4462,4465,0.08829191099706818,0.11882161035455074,-0.030529699357482565,0.7430627369349291
cldn4_low,imm_frac,100,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,4462,4465,0.14944520899748723,0.16714086833688757,-0.017695659339400344,0.8941272741043014
cldn4_low,cd8_n,10,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,4462,4465,0.00022411474675033618,0.0004479283314669653,-0.00022381358471662913,0.5003361721201255
cldn4_low,cd8_n,20,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,4462,4465,0.0031376064545047063,0.0058230683090705485,-0.0026854618545658422,0.5388235699755197
cldn4_low,cd8_n,50,LUAD-5 R1,Lung5,3.4205358102729657,2.964363009886346,8927,True,4462,4465,0.06387270282384581,0.07458006718924973,-0.010707364365403912,0.8564312856110257
