metric,radius,sample,patient,tac_median,cld_median,n_tac_high_cld_high,mean_tac_high_cld_high,usable_tac_high_cld_high,n_tac_high_cld_low,mean_tac_high_cld_low,usable_tac_high_cld_low,n_tac_low_cld_high,mean_tac_low_cld_high,usable_tac_low_cld_high,n_tac_low_cld_low,mean_tac_low_cld_low,usable_tac_low_cld_low,usable_hl_vs_ll,usable_hh_vs_lh,usable_hh_vs_ll,delta_hl_ll,delta_hh_lh,delta_hh_ll
imm_frac,100,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4590,0.22302390240485423,True,3352,0.1517970544308649,True,3352,0.18460124856653842,True,4599,0.1699203009592917,True,True,True,True,-0.018123246528426812,0.03842265383831581,0.05310360144556253
cd8_n,10,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4590,0.00021786492374727668,True,3352,0.0,True,3352,0.0005966587112171838,True,4599,0.00021743857360295715,True,True,True,True,-0.00021743857360295715,-0.0003787937874699071,4.263501443195299e-07
cd8_n,20,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4590,0.0054466230936819175,True,3352,0.004176610978520286,True,3352,0.00477326968973747,True,4599,0.005653402913676886,True,True,True,True,-0.0014767919351565996,0.0006733534039444471,-0.00020677981999496844
cd8_n,50,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4590,0.08562091503267974,True,3352,0.07159904534606205,True,3352,0.07816229116945107,True,4599,0.09458577951728636,True,True,True,True,-0.022986734171224307,0.007458623863228667,-0.008964864484606622
cd8_n,100,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4590,0.5531590413943355,True,3352,0.45584725536992843,True,3352,0.516109785202864,True,4599,0.5238095238095238,True,True,True,True,-0.06796226843959541,0.03704925619147148,0.029349517584811635
imm_frac,10,LUSC-6,Lung6,0.0,0.0,3705,0.010931174089068825,True,8331,0.010182851198335533,True,4053,0.010403816103297967,True,19605,0.01687069625095639,True,True,True,True,-0.006687845052620855,0.0005273579857708582,-0.005939522161887563
imm_frac,20,LUSC-6,Lung6,0.0,0.0,8595,0.021012536684438952,True,16032,0.015517071743681027,True,7702,0.019122824433133446,True,33761,0.02763127713625329,True,True,True,True,-0.012114205392572262,0.001889712251305506,-0.006618740451814337
imm_frac,50,LUSC-6,Lung6,0.0,0.0,8614,0.0363033712391878,True,16041,0.028209852945798464,True,7709,0.033405864405709425,True,33832,0.03956688094757096,True,True,True,True,-0.011357028001772494,0.0028975068334783777,-0.0032635097083831555
imm_frac,100,LUSC-6,Lung6,0.0,0.0,8614,0.049491264798292446,True,16041,0.042137410226105454,True,7709,0.044978875829484115,True,33832,0.0523758999779466,True,True,True,True,-0.010238489751841148,0.004512388968808331,-0.002884635179654156
cd8_n,10,LUSC-6,Lung6,0.0,0.0,8614,0.0003482702577199907,True,16041,0.0007480830372171312,True,7709,0.0002594370216629913,True,33832,0.000827618822416647,True,True,True,True,-7.95357851995158e-05,8.883323605699944e-05,-0.00047934856469665624
cd8_n,20,LUSC-6,Lung6,0.0,0.0,8614,0.009171116786626422,True,16041,0.005922324044635621,True,7709,0.00804254767155273,True,33832,0.008601324190115866,True,True,True,True,-0.002679000145480245,0.0011285691150736913,0.0005697925965105557
cd8_n,50,LUSC-6,Lung6,0.0,0.0,8614,0.12410030183422335,True,16041,0.0910791097811857,True,7709,0.10805551952263588,True,33832,0.10368881532277134,True,True,True,True,-0.012609705541585636,0.01604478231158747,0.020411486511452012
cd8_n,100,LUSC-6,Lung6,0.0,0.0,8614,0.7069886231715812,True,16041,0.5689794900567297,True,7709,0.6590997535348294,True,33832,0.6443012532513597,True,True,True,True,-0.07532176319463002,0.04788886963675176,0.0626873699202215
imm_frac,10,LUAD-9 R1,Lung9,0.0,3.701936135942571,4268,0.020372539831302716,True,2764,0.03654124457308249,True,9999,0.025424209087575422,True,11902,0.06806839186691312,True,True,True,True,-0.031527147293830625,-0.005051669256272706,-0.0476958520356104
imm_frac,20,LUAD-9 R1,Lung9,0.0,3.701936135942571,6409,0.029499534289673158,True,4022,0.044025312772204866,True,13014,0.03337110239196454,True,15407,0.07350017402380919,True,True,True,True,-0.029474861251604326,-0.003871568102291379,-0.04400063973413604
imm_frac,50,LUAD-9 R1,Lung9,0.0,3.701936135942571,6410,0.06274532374626782,True,4023,0.08375513524140571,True,13018,0.061260249551847064,True,15413,0.10343907348757456,True,True,True,True,-0.019683938246168847,0.0014850741944207532,-0.04069374974130674
imm_frac,100,LUAD-9 R1,Lung9,0.0,3.701936135942571,6410,0.10509964217712728,True,4023,0.13093968178802096,True,13018,0.10078216995970597,True,15413,0.13605584516838226,True,True,True,True,-0.005116163380361305,0.004317472217421306,-0.030956202991254983
cd8_n,10,LUAD-9 R1,Lung9,0.0,3.701936135942571,6410,0.0042121684867394696,True,4023,0.009197116579666915,True,13018,0.004455369488400676,True,15413,0.009537403490559917,True,True,True,True,-0.00034028691089300206,-0.00024320100166120608,-0.005325235003820448
cd8_n,20,LUAD-9 R1,Lung9,0.0,3.701936135942571,6410,0.03541341653666147,True,4023,0.050459855828983345,True,13018,0.030573052696266707,True,15413,0.05456432881333939,True,True,True,True,-0.004104472984356046,0.004840363840394761,-0.019150912276677923
cd8_n,50,LUAD-9 R1,Lung9,0.0,3.701936135942571,6410,0.3950078003120125,True,4023,0.522744220730798,True,13018,0.32178522046397295,True,15413,0.4596120158307922,True,True,True,True,0.06313220490000576,0.07322257984803954,-0.0646042155187797
cd8_n,100,LUAD-9 R1,Lung9,0.0,3.701936135942571,6410,2.325117004680187,True,4023,2.93238876460353,True,13018,2.037025656782916,True,15413,2.4583144099137093,True,True,True,True,0.4740743546898205,0.2880913478972711,-0.1331974052335223
imm_frac,10,LUAD-9 R2,Lung9,0.0,3.872425750803787,10150,0.010085385878489327,True,6207,0.03401804414370871,True,23318,0.027195728621665666,True,28207,0.08019226905850793,True,True,True,True,-0.04617422491479922,-0.01711034274317634,-0.0701068831800186
imm_frac,20,LUAD-9 R2,Lung9,0.0,3.872425750803787,16150,0.017690517944387914,True,9238,0.041629492441754457,True,31199,0.0361763604203489,True,38093,0.09405244374971794,True,True,True,True,-0.05242295130796348,-0.018485842475960985,-0.07636192580533002
imm_frac,50,LUAD-9 R2,Lung9,0.0,3.872425750803787,16189,0.042650886827614726,True,9260,0.06708182445382813,True,31241,0.06142984192034993,True,38186,0.11652343070124199,True,True,True,True,-0.049441606247413866,-0.0187789550927352,-0.07387254387362727
imm_frac,100,LUAD-9 R2,Lung9,0.0,3.872425750803787,16189,0.07583651783562415,True,9260,0.097383408367021,True,31241,0.09318552861946183,True,38186,0.13795390418079706,True,True,True,True,-0.04057049581377606,-0.017349010783837687,-0.062117386345172915
cd8_n,10,LUAD-9 R2,Lung9,0.0,3.872425750803787,16189,0.0013589474334424608,True,9260,0.005615550755939525,True,31241,0.004513299830351141,True,38186,0.009060912376263552,True,True,True,True,-0.0034453616203240275,-0.0031543523969086804,-0.0077019649428210915
cd8_n,20,LUAD-9 R2,Lung9,0.0,3.872425750803787,16189,0.013836555685959602,True,9260,0.02796976241900648,True,31241,0.024487052271054063,True,38186,0.0483423244120882,True,True,True,True,-0.020372561993081722,-0.010650496585094461,-0.0345057687261286
cd8_n,50,LUAD-9 R2,Lung9,0.0,3.872425750803787,16189,0.1531904379516956,True,9260,0.21285097192224622,True,31241,0.2101725296885503,True,38186,0.33771539307599646,True,True,True,True,-0.12486442115375024,-0.0569820917368547,-0.18452495512430087
cd8_n,100,LUAD-9 R2,Lung9,0.0,3.872425750803787,16189,0.8897399468775095,True,9260,1.1240820734341253,True,31241,1.0951313978425787,True,38186,1.450976797779291,True,True,True,True,-0.32689472434516564,-0.20539145096506928,-0.5612368509017814
imm_frac,10,LUAD-12,Lung12,0.0,0.0,1388,0.07013688760806916,True,1131,0.14705275567344533,True,1721,0.13850474530311832,True,5133,0.30264302876810184,True,True,True,True,-0.1555902730946565,-0.06836785769504916,-0.23250614116003268
imm_frac,20,LUAD-12,Lung12,0.0,0.0,3677,0.07496992703003039,True,2124,0.15404171315188261,True,3438,0.14588302601792788,True,8617,0.29451765985669554,True,True,True,True,-0.14047594670481292,-0.0709130989878975,-0.21954773282666515
imm_frac,50,LUAD-12,Lung12,0.0,0.0,3760,0.16155337505034878,True,2158,0.22739287962959098,True,3498,0.22211391505014955,True,8843,0.330012275403185,True,True,True,True,-0.10261939577359402,-0.060560539999800767,-0.16845890035283623
imm_frac,100,LUAD-12,Lung12,0.0,0.0,3761,0.24509947877658425,True,2158,0.29537231403550235,True,3499,0.2872412185664204,True,8849,0.36147235625759216,True,True,True,True,-0.06610004222208982,-0.042141739789836125,-0.11637287748100791
cd8_n,10,LUAD-12,Lung12,0.0,0.0,3761,0.0007976601967561818,True,2158,0.0013901760889712697,True,3499,0.00400114318376679,True,8849,0.01096169058650695,True,True,True,True,-0.00957151449753568,-0.0032034829870106083,-0.010164030389750769
cd8_n,20,LUAD-12,Lung12,0.0,0.0,3761,0.010103695825578303,True,2158,0.021316033364226137,True,3499,0.026579022577879394,True,8849,0.060119787546615434,True,True,True,True,-0.038803754182389294,-0.01647532675230109,-0.05001609172103713
cd8_n,50,LUAD-12,Lung12,0.0,0.0,3761,0.14490826907737303,True,2158,0.2293790546802595,True,3499,0.21806230351529007,True,8849,0.40558255170075713,True,True,True,True,-0.17620349702049765,-0.07315403443791704,-0.2606742826233841
cd8_n,100,LUAD-12,Lung12,0.0,0.0,3761,0.9845785695293805,True,2158,1.3276181649675625,True,3499,1.1617605030008573,True,8849,1.709345688778393,True,True,True,True,-0.38172752381083064,-0.17718193347147682,-0.7247671192490126
imm_frac,10,LUAD-13,Lung13,0.0,3.7508444187513192,3118,0.08698417789181098,True,2623,0.10606176134197483,True,6017,0.09271785496648385,True,6520,0.15040899795501023,True,True,True,True,-0.0443472366130354,-0.005733677074672872,-0.06342482006319924
imm_frac,20,LUAD-13,Lung13,0.0,3.7508444187513192,5002,0.14238267147353514,True,4043,0.17479969737575474,True,8007,0.14551155719636977,True,8959,0.19512408975625392,True,True,True,True,-0.020324392380499184,-0.0031288857228346234,-0.05274141828271878
imm_frac,50,LUAD-13,Lung13,0.0,3.7508444187513192,5007,0.28169023398706194,True,4046,0.3171060618360282,True,8008,0.2778090704898807,True,8969,0.3152539583976126,True,True,True,True,0.0018521034384155755,0.0038811634971812614,-0.033563724410550666
imm_frac,100,LUAD-13,Lung13,0.0,3.7508444187513192,5007,0.38699628657812685,True,4046,0.4143802235869342,True,8008,0.38003933723162053,True,8969,0.40228501113720166,True,True,True,True,0.01209521244973255,0.006956949346506314,-0.015288724559074818
cd8_n,10,LUAD-13,Lung13,0.0,3.7508444187513192,5007,0.01517874975034951,True,4046,0.021502718734552645,True,8008,0.027472527472527472,True,8969,0.03690489463708329,True,True,True,True,-0.015402175902530645,-0.012293777722177962,-0.02172614488673378
cd8_n,20,LUAD-13,Lung13,0.0,3.7508444187513192,5007,0.14599560615138807,True,4046,0.1930301532377657,True,8008,0.1756993006993007,True,8969,0.2243282417214851,True,True,True,True,-0.0312980884837194,-0.029703694547912635,-0.07833263557009704
cd8_n,50,LUAD-13,Lung13,0.0,3.7508444187513192,5007,1.5048931495905733,True,4046,1.635195254572417,True,8008,1.5106143856143857,True,8969,1.6825733080610994,True,True,True,True,-0.04737805348868229,-0.005721236023812359,-0.1776801584705261
cd8_n,100,LUAD-13,Lung13,0.0,3.7508444187513192,5007,7.186538845616138,True,4046,7.632723677706377,True,8008,7.176573426573427,True,8969,7.5034006020738095,True,True,True,True,0.12932307563256717,0.009965419042710977,-0.3168617564576719
