metric,radius,sample,patient,tac_median,cld_median,n_tac_high_cld_high,mean_tac_high_cld_high,usable_tac_high_cld_high,n_tac_high_cld_low,mean_tac_high_cld_low,usable_tac_high_cld_low,n_tac_low_cld_high,mean_tac_low_cld_high,usable_tac_low_cld_high,n_tac_low_cld_low,mean_tac_low_cld_low,usable_tac_low_cld_low,usable_hl_vs_ll,usable_hh_vs_lh,usable_hh_vs_ll,delta_hl_ll,delta_hh_lh,delta_hh_ll
imm_frac,10,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,3929,0.021913973021124966,True,3180,0.013951781970649895,True,3130,0.025556823368324964,True,4091,0.037219913631548925,True,True,True,True,-0.023268131660899027,-0.0036428503471999975,-0.015305940610423958
imm_frac,20,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5056,0.057893873682627876,True,3850,0.03370007827246177,True,3841,0.05871246257864325,True,5039,0.06559820025026707,True,True,True,True,-0.0318981219778053,-0.000818588896015375,-0.00770432656763919
imm_frac,50,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5062,0.13706211268744273,True,3856,0.08828978685484111,True,3848,0.12122753772193462,True,5071,0.11517483316697301,True,True,True,True,-0.0268850463121319,0.015834574965508108,0.02188727952046972
imm_frac,100,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5062,0.2099786515568544,True,3856,0.14962607803220307,True,3848,0.17842412181757317,True,5071,0.16488864972960282,True,True,True,True,-0.015262571697399752,0.031554529739281245,0.04509000182725159
cd8_n,10,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5062,0.0,True,3856,0.0,True,3848,0.0,True,5071,0.0005915992900808519,True,True,True,True,-0.0005915992900808519,0.0,-0.0005915992900808519
cd8_n,20,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5062,0.0009877518767285659,True,3856,0.0031120331950207467,True,3848,0.004158004158004158,True,5071,0.005521593374087951,True,True,True,True,-0.002409560179067204,-0.0031702522812755924,-0.004533841497359385
cd8_n,50,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5062,0.06183326748320822,True,3856,0.06198132780082988,True,3848,0.07016632016632017,True,5071,0.07473871031354762,True,True,True,True,-0.012757382512717741,-0.00833305268311195,-0.012905442830339398
cd8_n,100,LUAD-5 R1,Lung5,3.2032646373303826,3.4205358102729657,5062,0.4909126827340972,True,3856,0.4367219917012448,True,3848,0.4966216216216216,True,5071,0.5062117925458489,True,True,True,True,-0.0694898008446041,-0.005708938887524384,-0.015299109811751699
imm_frac,10,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,4067,0.022383411195803622,True,3369,0.013896309488473334,True,3329,0.02636427355562231,True,4184,0.032536647546207775,True,True,True,True,-0.01864033805773444,-0.003980862359818687,-0.010153236350404153
imm_frac,20,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.06308681068726822,True,3928,0.031385816160098834,True,3926,0.06432645950936335,True,5003,0.06304800001170414,True,True,True,True,-0.03166218385160531,-0.001239648822095124,3.8810675564077135e-05
imm_frac,50,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.1404586712975497,True,3930,0.09294324920540777,True,3930,0.12843010057222476,True,5027,0.11843223347862561,True,True,True,True,-0.025488984273217843,0.012028570725324927,0.022026437818924077
imm_frac,100,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.2195640026771783,True,3930,0.1642422631929935,True,3930,0.18633083486761226,True,5027,0.16974632564382613,True,True,True,True,-0.005504062450832625,0.03323316780956603,0.04981767703335216
cd8_n,10,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.0,True,3930,0.0,True,3930,0.0002544529262086514,True,5027,0.00019892580067634773,True,True,True,True,-0.00019892580067634773,-0.0002544529262086514,-0.00019892580067634773
cd8_n,20,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.003580664412174259,True,3930,0.0017811704834605599,True,3930,0.0027989821882951653,True,5027,0.0041774418142033025,True,True,True,True,-0.0023962713307427424,0.0007816822238790938,-0.0005967774020290435
cd8_n,50,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.07161328824348517,True,3930,0.06895674300254453,True,3930,0.06641221374045801,True,5027,0.07041973343942709,True,True,True,True,-0.0014629904368825553,0.0052010745030271616,0.0011935548040580835
cd8_n,100,LUAD-5 R2,Lung5,3.0701173218729525,3.303459442962711,5027,0.5398846230356077,True,3930,0.49312977099236643,True,3930,0.4536895674300254,True,5027,0.46290033817386117,True,True,True,True,0.030229432818505264,0.08619505560558227,0.07698428486174652
imm_frac,10,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,3429,0.02026343929231068,True,2702,0.015433012583271651,True,2668,0.029672663668165913,True,3579,0.03751979137561703,True,True,True,True,-0.022086778792345378,-0.009409224375855233,-0.017256352083306347
imm_frac,20,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4580,0.06886807030911835,True,3348,0.0352044498213853,True,3348,0.05668569759532757,True,4553,0.07094801703366192,True,True,True,True,-0.035743567212276624,0.012182372713790773,-0.002079946724543577
imm_frac,50,LUAD-5 R3,Lung5,3.0637723102856707,3.2677621845069003,4590,0.1503923237063637,True,3352,0.09166630116388501,True,3352,0.12569273620390514,True,4599,0.12373338201032028,True,True,True,True,-0.03206708084643527,0.02469958750245857,0.026658941696043437
