metric,radius,mean_tac_high_cld_high,n_sections_usable_tac_high_cld_high,mean_tac_high_cld_low,n_sections_usable_tac_high_cld_low,mean_tac_low_cld_high,n_sections_usable_tac_low_cld_high,mean_tac_low_cld_low,n_sections_usable_tac_low_cld_low,delta_hl_ll_sections_neg,delta_hl_ll_sections_defined,delta_hl_ll,delta_hh_lh_sections_neg,delta_hh_lh_sections_defined,delta_hh_lh,delta_hh_ll_sections_neg,delta_hh_ll_sections_defined,delta_hh_ll
imm_frac,10,0.03288387360099754,8,0.04714222012161773,8,0.046980014334281804,8,0.0906824670566079,8,8,8,-0.04354024693499019,7,8,-0.014096140733284267,8,8,-0.05779859345561037
imm_frac,20,0.059425492762635,8,0.06628795396740295,8,0.06997368626788483,8,0.11055248272729538,8,8,8,-0.044264528759892424,6,8,-0.010548193505249836,7,8,-0.05112698996466037
imm_frac,50,0.12660703731772965,8,0.12455563641634816,8,0.12892116448950014,8,0.157767008449138,8,7,8,-0.03321137203278983,2,8,-0.0023141271717704963,5,8,-0.031159971131408358
imm_frac,100,0.18938621835058023,8,0.18073480420745566,8,0.18194791693230208,8,0.19933728663183006,8,7,8,-0.018602482424374372,2,8,0.007438301418278153,5,8,-0.009951068281249812
cd8_n,10,0.002764207631094361,8,0.004806705649543436,8,0.005194111079266863,8,0.008537560447148814,8,8,8,-0.003730854797605379,6,8,-0.002429903448172502,7,8,-0.005773352816054453
cd8_n,20,0.028066928796099823,8,0.03847099294395236,8,0.0346389039940113,8,0.051413555598201516,8,8,8,-0.012942562654249156,4,8,-0.0065719751979114735,7,8,-0.02334662680210169
cd8_n,50,0.31764592869065633,8,0.3617232159795429,8,0.322928847985133,8,0.40361453840770967,8,7,8,-0.04189132242816683,4,8,-0.005282919294476652,6,8,-0.08596860971705333
cd8_n,100,1.7096149171298545,8,1.871436398603983,8,1.6995014639986399,8,1.9074075507907244,8,5,8,-0.03597115218674161,3,8,0.010113453131214638,5,8,-0.19779263366087002
