metric,radius,n_sections,spearman_tac_y_median,spearman_tac_y_n,partial_spearman_index_median,partial_spearman_index_n,residual_delta_median,residual_delta_n,rank_residual_delta_median,rank_residual_delta_n,rank_beta_total_median,rank_beta_total_n,rank_beta_direct_median,rank_beta_direct_n,rank_attenuation_median,rank_attenuation_n,rank_proportion_median,rank_proportion_n,rank_attenuation_of_cldn4_median,rank_attenuation_of_cldn4_n,rank_interaction_median,rank_interaction_n,rank_a_path_median,rank_a_path_n,linear_beta_total_median,linear_beta_total_n,linear_beta_direct_median,linear_beta_direct_n,linear_attenuation_median,linear_attenuation_n,linear_attenuation_of_cldn4_median,linear_attenuation_of_cldn4_n,linear_interaction_median,linear_interaction_n,residual_sections_neg,residual_sign_p,residual_patients_neg,residual_patient_sign_p,rank_residual_sections_neg,rank_residual_sign_p,rank_residual_patients_neg,rank_residual_patient_sign_p,rank_direct_sections_neg,rank_direct_sign_p,rank_direct_patients_neg,rank_direct_patient_sign_p,index_partial_sections_neg,index_partial_sign_p,index_partial_patients_neg,index_partial_patient_sign_p
imm_frac,10,8,-0.050806344921324804,8,-0.04845222975375618,8,-0.013880616132279984,8,-204.24975067166972,8,-0.05080634492132475,8,-0.049107900766906375,8,0.12416311446879824,8,0.12416311446879474,8,0.11266983526085617,6,0.0288393451068071,8,0.15699597213690147,8,-0.06173429988115803,8,-0.05248734604157804,8,0.13544384022836148,8,0.14759255376722402,7,0.0291803894695687,8,8,0.00390625,5,0.03125,8,0.00390625,5,0.03125,8,0.00390625,5,0.03125,8,0.00390625,5,0.03125
imm_frac,20,8,-0.03855592237113002,8,-0.0422699610601911,8,-0.013968271532725772,8,-415.9376927316961,8,-0.038555922371129946,8,-0.04295564368429575,8,0.10305864826171501,8,0.10305864826171654,8,0.012843904085838465,7,0.03326204712345415,8,0.1792193402644156,8,-0.05329556717318998,8,-0.05409290881653467,8,0.1015716483912088,8,0.013222482484908316,6,0.03675672598902645,8,8,0.00390625,5,0.03125,8,0.00390625,5,0.03125,8,0.00390625,5,0.03125,8,0.00390625,5,0.03125
imm_frac,50,8,-0.00486293196838998,8,-0.018446944324124796,8,-0.007180794574935163,8,-358.4447464840513,8,-0.004862931968389967,8,-0.01874342749441154,8,0.2165269963932548,3,0.2165269963932567,3,-0.017822505145201784,8,0.032907793089640563,8,0.17982737710358743,8,-0.022168017344144718,8,-0.02776789401505554,8,0.0239340955619029,6,-0.023994411491967016,8,0.036987627950399865,8,7,0.03515625,4,0.1875,6,0.14453125,4,0.1875,5,0.36328125,3,0.5,5,0.36328125,3,0.5
imm_frac,100,8,0.01744217793116291,8,0.014149471349241364,8,0.005296243741009158,8,29.475838578452652,8,0.017442177931162935,8,0.01436055549099446,8,0.26165960487550266,7,0.26165960487550916,7,0.04945545898972292,8,0.030528659205987744,8,0.17982737710358743,8,0.008667415966207388,8,0.015019844059007609,8,0.35282733344565875,7,0.024740256141970007,8,0.0345073241836264,8,3,0.85546875,3,0.5,4,0.63671875,3,0.5,2,0.96484375,2,0.8125,2,0.96484375,2,0.8125
cd8_n,10,8,-0.009551295187316686,8,-0.009261714258918509,8,-0.0002850994487298969,8,-2.423618204659365,8,-0.009551295187316712,8,-0.009468057542935013,8,0.16939385480534663,4,0.16939385480534602,4,0.08520458606542913,5,0.0015344917120056743,8,0.17982737710358743,8,-0.010068417591697706,8,-0.009878448762645629,8,0.15882593443758264,4,0.06864561123706436,5,9.572429379068942e-05,8,7,0.03515625,5,0.03125,8,0.00390625,5,0.03125,6,0.14453125,4,0.1875,6,0.14453125,4,0.1875
cd8_n,20,8,-0.015109498659652942,8,-0.013598284540418601,8,-0.002190465575244955,8,-37.82429548764722,8,-0.015109498659652991,8,-0.013889336045118612,8,0.17469126667108104,4,0.17469126667108126,4,0.08232642223147124,5,0.007104241806494419,8,0.17982737710358743,8,-0.015470141341607792,8,-0.0139452439254633,8,0.19783046791456343,4,0.05894846298031775,5,0.00758319144978815,8,7,0.03515625,5,0.03125,7,0.03515625,5,0.03125,7,0.03515625,5,0.03125,7,0.03515625,5,0.03125
cd8_n,50,8,-0.009222784638654443,8,-0.007434745014005758,8,-0.009176206657150437,8,-63.855077010128305,8,-0.009222784638654502,8,-0.0075277805908105355,8,0.21807612721813352,5,0.2180761272181333,5,0.052516270159893574,6,0.01057358412579521,8,0.17982737710358743,8,-0.010277484984054043,8,-0.008654511930111429,8,0.23848658367121445,5,0.03633752630491438,5,0.012631973036550424,8,6,0.14453125,4,0.1875,6,0.14453125,5,0.03125,5,0.36328125,4,0.1875,5,0.36328125,4,0.1875
cd8_n,100,8,-0.0014991173551709299,8,-0.00538922980084284,8,-0.029276587211307804,8,-133.45024511012346,8,-0.0014991173551710184,8,-0.00547245029654768,8,0.04344655081408311,5,0.0434465508140808,5,-0.0068191402420401115,7,0.010284740695737826,8,0.17982737710358743,8,0.00030908582242130777,8,-0.002505907014990952,8,0.2035322029130811,4,-0.007399549221903667,8,0.010894765165631863,8,5,0.36328125,3,0.5,5,0.36328125,4,0.1875,5,0.36328125,3,0.5,5,0.36328125,3,0.5
