sample,patient,fov,bandwidth,outcome,n_points,usable,rho_marginal,rho_partial,beta_tacstd2,beta_cldn4,rho_tac_cld_field
LUAD-9 R1,Lung9,1,50,cd8_density,230,True,-0.010660347816224026,-0.057112128318118974,-0.016036618247940126,-0.022998782527694862,0.6659760971893115
LUAD-9 R1,Lung9,2,50,imm_frac,243,True,0.6852403819616935,0.7036553997052996,0.7512801233891686,-0.21988012033326965,-0.03557097720038604
LUAD-9 R1,Lung9,2,50,cd8_density,243,True,0.6903310301223863,0.7179096638814144,0.7746649745903926,-0.34107494715203485,-0.03557097720038604
LUAD-9 R1,Lung9,4,50,imm_frac,208,True,0.39759592047921566,0.38131443754265,0.23082052928424918,-0.6064086833482076,-0.1598336827169779
LUAD-9 R1,Lung9,4,50,cd8_density,208,True,0.5712662623417772,0.6095514072246724,0.4058794792635823,-0.6485933171209632,-0.1598336827169779
LUAD-9 R1,Lung9,5,50,imm_frac,236,True,-0.09032852962792204,0.16544456256734974,0.5700431803816146,-0.6738278310922715,0.828426006655498
LUAD-9 R1,Lung9,5,50,cd8_density,236,True,0.26333730396119315,0.4634904481224406,0.8273548653427983,-0.45966706254605366,0.828426006655498
LUAD-9 R1,Lung9,6,50,imm_frac,249,True,0.6212693354061407,0.5587027906696201,0.4665676192958334,-0.4091136617954962,-0.3426575981344734
LUAD-9 R1,Lung9,6,50,cd8_density,249,True,0.6022502914885348,0.5310394387446125,0.5879062019339695,-0.30615926177739833,-0.3426575981344734
LUAD-9 R1,Lung9,7,50,imm_frac,246,True,-0.2173010924523853,0.4219683357913881,0.39676896787978366,-0.7685706611209803,0.816260834342624
LUAD-9 R1,Lung9,7,50,cd8_density,246,True,-0.03939236996269822,0.3292887647481345,0.38143913813391644,-0.5927097723624141,0.816260834342624
LUAD-9 R1,Lung9,8,50,imm_frac,241,True,0.44020866911285633,0.6098854357008616,0.6698202049220847,-0.5891556828731328,0.36616199718802517
LUAD-9 R1,Lung9,8,50,cd8_density,241,True,0.2559576625953949,0.42785121549301447,0.4730278586496554,-0.4930826710942291,0.36616199718802517
LUAD-9 R1,Lung9,9,50,imm_frac,241,True,0.00870169061417647,0.20289837903893163,0.20121043453574045,-0.6544147536648744,0.5125492952916567
LUAD-9 R1,Lung9,9,50,cd8_density,241,True,0.21801331571754648,0.4447624903192182,0.3483149863043805,-0.6254611181881689,0.5125492952916567
LUAD-9 R1,Lung9,10,50,imm_frac,250,True,0.32666749867997885,0.3205385885611722,0.34680418338121555,-0.34396727187232745,-0.07034723755580088
LUAD-9 R1,Lung9,10,50,cd8_density,250,True,0.23417885086161375,0.2243249324297934,0.2643143134759994,-0.3346344562176224,-0.07034723755580088
LUAD-9 R1,Lung9,11,50,imm_frac,248,True,-0.016976355205332232,0.10034283443587626,0.17380957432728772,-0.6371871937087272,0.16365999455573368
LUAD-9 R1,Lung9,11,50,cd8_density,248,True,0.03200001258789893,0.2150214511340799,0.2120283106055278,-0.6753533774193734,0.16365999455573368
LUAD-9 R1,Lung9,12,50,imm_frac,242,True,0.25931768330863014,0.42799890114280376,0.27861350904838217,-0.6428376010262812,0.304473546394834
LUAD-9 R1,Lung9,12,50,cd8_density,242,True,0.2010119215823792,0.24866503512284974,0.22869510752021707,-0.33184588008627813,0.304473546394834
LUAD-9 R1,Lung9,13,50,imm_frac,236,True,-0.0835598241633838,0.091081963185577,0.033375186662294054,-0.17846066989155845,0.6232759840596712
LUAD-9 R1,Lung9,13,50,cd8_density,236,True,-0.11587803193975994,0.0678112397970941,0.1680699559283597,-0.2746290484604683,0.6232759840596712
LUAD-9 R1,Lung9,14,50,imm_frac,250,True,0.17292142274276384,0.229634731013647,0.21506695544791732,-0.18629602651622781,0.3145759132146114
LUAD-9 R1,Lung9,14,50,cd8_density,250,True,0.13620362786247217,0.08325890717488056,0.08628500869016209,0.08741972269788535,0.3145759132146114
LUAD-9 R1,Lung9,15,50,imm_frac,250,True,-0.4109898718379494,-0.287920716389586,0.03780072904417287,-0.8711097851740817,0.536117505880094
LUAD-9 R1,Lung9,15,50,cd8_density,250,True,-0.026444583113329808,-0.008962006800538148,0.01849958582255631,-0.19900649408730786,0.536117505880094
LUAD-9 R1,Lung9,16,50,imm_frac,243,True,-0.22934511533617347,0.4529109442084452,0.39732229714639405,-0.9213875043096292,0.7231011890723763
LUAD-9 R1,Lung9,16,50,cd8_density,243,True,-0.34208118609509564,-0.029908846175417086,-0.1658644368990085,-0.3006558320936286,0.7231011890723763
LUAD-9 R1,Lung9,17,50,imm_frac,229,True,0.02122250756947429,0.2192970656910789,0.2956408167271977,-0.7069297981335626,0.37352632578217915
LUAD-9 R1,Lung9,17,50,cd8_density,229,True,0.22735403155696346,0.26594135506453914,0.6069449011219865,-0.3566835267985263,0.37352632578217915
LUAD-9 R1,Lung9,18,50,imm_frac,243,True,0.2838034258799286,0.3461724239117777,0.37620679304909377,-0.48431733338576666,0.0752892394720512
LUAD-9 R1,Lung9,18,50,cd8_density,243,True,0.2559136354256387,0.2919200112922042,0.5076567727799769,-0.13768080830618706,0.0752892394720512
LUAD-9 R1,Lung9,19,50,imm_frac,236,True,-0.1649650563526227,0.10130127284882035,0.06081332589099162,-0.8590659078770918,0.43160950759356725
LUAD-9 R1,Lung9,19,50,cd8_density,236,True,0.06361706692473079,0.001894836846249858,0.002502566801240698,0.11553758256429217,0.43160950759356725
LUAD-9 R1,Lung9,20,50,imm_frac,228,True,-0.4634997068879806,-0.2997195367638164,0.06935036811972282,-0.8717298147189129,0.4545311878275995
LUAD-9 R1,Lung9,20,50,cd8_density,228,True,-0.2723167594264117,-0.28085904638444265,-0.25686229174699027,0.1339632877711277,0.4545311878275995
LUAD-9 R1,Lung9,1,100,imm_frac,243,True,0.3319567591798093,0.11252976896214976,0.5293618693521445,-0.8173183793178058,0.8862461341348573
LUAD-9 R1,Lung9,1,100,cd8_density,243,True,0.02493723457459175,0.18401578588170814,0.24544087970546874,-0.8167595024921973,0.8862461341348573
LUAD-9 R1,Lung9,2,100,imm_frac,250,True,0.7168484615753851,0.6958522834429147,0.7193566222031319,-0.1976002028928602,-0.25445437527000425
LUAD-9 R1,Lung9,2,100,cd8_density,250,True,0.78832045312725,0.7752786380569499,0.924435837001381,-0.015129770547424863,-0.25445437527000425
LUAD-9 R1,Lung9,4,100,imm_frac,175,True,0.20883788625167934,0.4424233086611589,0.25975141105931426,-0.6160279329076223,0.2975459023734886
LUAD-9 R1,Lung9,4,100,cd8_density,175,True,0.3310613524406628,0.6288960256134409,0.5063339110571969,-0.6448878097482592,0.2975459023734886
LUAD-9 R1,Lung9,5,100,imm_frac,229,True,-0.11753819711610526,0.23356127171408655,0.8950391844070974,-1.0452001088619063,0.8661736932039613
LUAD-9 R1,Lung9,5,100,cd8_density,229,True,0.32570123809618984,0.5890080413181985,1.3628912563067266,-0.9688057645729905,0.8661736932039613
LUAD-9 R1,Lung9,6,100,imm_frac,250,True,0.7625152402438439,0.7554471715365689,0.6709522504532084,-0.3756250189870563,-0.17054135266164258
LUAD-9 R1,Lung9,6,100,cd8_density,250,True,0.7347377718043488,0.7306338535748421,0.6989510598851995,-0.18237012646596212,-0.17054135266164258
LUAD-9 R1,Lung9,7,100,imm_frac,249,True,-0.48482549553050913,0.2717302158075914,0.44373670193056386,-1.115253012864507,0.7992024873688302
LUAD-9 R1,Lung9,7,100,cd8_density,249,True,-0.4803249125534396,0.03688443016449184,0.2205665661077158,-0.7733309932906105,0.7992024873688302
LUAD-9 R1,Lung9,8,100,imm_frac,221,True,0.6963300610359434,0.7217120258771501,0.643706613796897,-0.27855782092463943,0.38580830933772103
LUAD-9 R1,Lung9,8,100,cd8_density,221,True,0.630006559418324,0.6552786291998545,0.5489267183403517,-0.28428028141687667,0.38580830933772103
LUAD-9 R1,Lung9,9,100,imm_frac,229,True,-0.12021724141376795,-0.08520307850672683,-0.09051883579055675,-0.14436203366490513,0.5195966944130785
LUAD-9 R1,Lung9,9,100,cd8_density,229,True,0.277777222627482,0.3803841743486177,0.3718102623068869,-0.29047617572624485,0.5195966944130785
LUAD-9 R1,Lung9,10,100,imm_frac,250,True,0.5106709547352757,0.49578355214581343,0.5433177283437522,-0.1347742961585144,-0.16574665194643112
LUAD-9 R1,Lung9,10,100,cd8_density,250,True,0.5152037632602121,0.5046718735049518,0.5970649294831183,-0.12354080866146527,-0.16574665194643112
LUAD-9 R1,Lung9,11,100,imm_frac,250,True,0.03640647050352805,0.2910030536448091,0.33139576697307926,-0.798624828890429,0.22890798252772043
LUAD-9 R1,Lung9,11,100,cd8_density,250,True,0.027036720587529393,0.32087444043563934,0.2712828432788544,-0.7905949069314097,0.22890798252772043
LUAD-9 R1,Lung9,12,100,imm_frac,241,True,0.40074843112376124,0.5571424871055637,0.5091257342710765,-0.7908305450537231,0.2928886183601386
LUAD-9 R1,Lung9,12,100,cd8_density,241,True,0.36007767223346254,0.4572975068946018,0.4809754213050476,-0.5228335034613858,0.2928886183601386
LUAD-9 R1,Lung9,13,100,imm_frac,223,True,-0.20675632390879026,-0.16101249590649241,-0.06610267211616634,-0.10378068925611934,0.6667676645255121
LUAD-9 R1,Lung9,13,100,cd8_density,223,True,-0.17736486486486486,-0.06821108419561499,0.03330786244896243,-0.2291836582196682,0.6667676645255121
LUAD-9 R1,Lung9,14,100,imm_frac,250,True,0.09524619593913501,0.08068962295041823,0.018481802282177606,-0.030797732713843232,0.1497074833197331
LUAD-9 R1,Lung9,14,100,cd8_density,250,True,-0.20844199107185715,-0.2451195080723108,-0.2509675967791477,0.004479767842160903,0.1497074833197331
LUAD-9 R1,Lung9,15,100,imm_frac,250,True,0.2571984831757308,0.26312319738278545,0.1715827099732718,-0.7661363755273537,0.013460567369077903
LUAD-9 R1,Lung9,15,100,cd8_density,250,True,0.18956117697883162,0.19059651842469502,0.15320432168116596,0.021826763411879665,0.013460567369077903
LUAD-9 R1,Lung9,16,100,imm_frac,242,True,0.17184248706944547,0.6056585865302772,0.49195092080266534,-0.8870786571134724,0.47861362271019015
LUAD-9 R1,Lung9,16,100,cd8_density,242,True,-0.29507658842501044,-0.05463958403955001,-0.042521391632948734,-0.4361204665559246,0.47861362271019015
LUAD-9 R1,Lung9,17,100,imm_frac,210,True,0.07569008691483123,0.18268821713384087,0.19142992952141283,-0.3993538189353426,0.35175595170606394
LUAD-9 R1,Lung9,17,100,cd8_density,210,True,0.3130313936500017,0.2736602449087145,0.42223505552902185,-0.11522753695657845,0.35175595170606394
LUAD-9 R1,Lung9,18,100,imm_frac,231,True,0.11522323253957437,0.2413343546326205,0.3549725669680218,-0.6859094476634914,0.24931754901769895
LUAD-9 R1,Lung9,18,100,cd8_density,231,True,0.17626706127455752,0.22837908975589938,0.42116008419462453,-0.15971593007194904,0.24931754901769895
LUAD-9 R1,Lung9,19,100,imm_frac,217,True,-0.15701790235676003,0.054159223623678907,0.17108938666127213,-0.9086061255253751,0.31550261418565656
LUAD-9 R1,Lung9,19,100,cd8_density,217,True,0.40439079844229303,0.28533793620796455,0.12090935961444857,0.46673007330008165,0.31550261418565656
LUAD-9 R1,Lung9,20,100,imm_frac,204,True,-0.20749305609544072,0.13346557584542526,0.17599273361846443,-0.9380692520975918,0.3338699987985102
LUAD-9 R1,Lung9,20,100,cd8_density,204,True,-0.26062859121781595,-0.39801951183420736,-0.3496555919486674,0.3395282673880308,0.3338699987985102
LUAD-9 R2,Lung9,1,10,imm_frac,13,False,,,,,
LUAD-9 R2,Lung9,1,10,cd8_density,13,False,,,,,
LUAD-9 R2,Lung9,2,10,imm_frac,7,False,,,,,
LUAD-9 R2,Lung9,2,10,cd8_density,7,False,,,,,
LUAD-9 R2,Lung9,3,10,imm_frac,19,False,,,,,
LUAD-9 R2,Lung9,3,10,cd8_density,19,False,,,,,
LUAD-9 R2,Lung9,4,10,imm_frac,12,False,,,,,
LUAD-9 R2,Lung9,4,10,cd8_density,12,False,,,,,
LUAD-9 R2,Lung9,5,10,imm_frac,53,True,0.16913735492661414,0.18418534380922777,0.076265538158604,-0.061864061723499245,0.3772778584099339
LUAD-9 R2,Lung9,5,10,cd8_density,53,True,,,,,0.3772778584099339
LUAD-9 R2,Lung9,6,10,imm_frac,3,False,,,,,
LUAD-9 R2,Lung9,6,10,cd8_density,3,False,,,,,
LUAD-9 R2,Lung9,7,10,imm_frac,6,False,,,,,
LUAD-9 R2,Lung9,7,10,cd8_density,6,False,,,,,
LUAD-9 R2,Lung9,8,10,imm_frac,24,False,,,,,
LUAD-9 R2,Lung9,8,10,cd8_density,24,False,,,,,
LUAD-9 R2,Lung9,9,10,imm_frac,68,True,-0.1543792931954027,-0.16255573101073756,-0.08979149553296834,0.06417928877043459,0.37443218689162877
LUAD-9 R2,Lung9,9,10,cd8_density,68,True,-0.13572048436354753,-0.15190028135407807,-0.09550864105226313,0.0645472454522267,0.37443218689162877
LUAD-9 R2,Lung9,10,10,imm_frac,21,False,,,,,
LUAD-9 R2,Lung9,10,10,cd8_density,21,False,,,,,
LUAD-9 R2,Lung9,11,10,imm_frac,16,False,,,,,
LUAD-9 R2,Lung9,11,10,cd8_density,16,False,,,,,
LUAD-9 R2,Lung9,12,10,imm_frac,9,False,,,,,
LUAD-9 R2,Lung9,12,10,cd8_density,9,False,,,,,
LUAD-9 R2,Lung9,13,10,imm_frac,22,False,,,,,
LUAD-9 R2,Lung9,13,10,cd8_density,22,False,,,,,
LUAD-9 R2,Lung9,14,10,imm_frac,25,False,,,,,
LUAD-9 R2,Lung9,14,10,cd8_density,25,False,,,,,
LUAD-9 R2,Lung9,15,10,imm_frac,19,False,,,,,
LUAD-9 R2,Lung9,15,10,cd8_density,19,False,,,,,
LUAD-9 R2,Lung9,16,10,imm_frac,19,False,,,,,
LUAD-9 R2,Lung9,16,10,cd8_density,19,False,,,,,
LUAD-9 R2,Lung9,17,10,imm_frac,54,True,-0.2013252978500405,-0.13414910356950452,0.11169935589839476,-0.17700520758217117,0.32548122736801977
LUAD-9 R2,Lung9,17,10,cd8_density,54,True,-0.3625910284628619,-0.27641660322489225,-0.057565683531375804,-0.2895248555167927,0.32548122736801977
LUAD-9 R2,Lung9,18,10,imm_frac,14,False,,,,,
LUAD-9 R2,Lung9,18,10,cd8_density,14,False,,,,,
LUAD-9 R2,Lung9,19,10,imm_frac,44,True,-0.3509938098153839,-0.3990645077492933,-0.3872559762395166,0.14360336808207652,0.4659619450317124
LUAD-9 R2,Lung9,19,10,cd8_density,44,True,-0.14785306491014277,-0.1157954482773937,-0.20637177751306607,0.03087935165231656,0.4659619450317124
LUAD-9 R2,Lung9,20,10,imm_frac,71,True,-0.2898363946425696,-0.2781070732153983,-0.18750502264306346,-0.022023817474032866,0.15006706908115355
LUAD-9 R2,Lung9,20,10,cd8_density,71,True,-0.2954728015430223,-0.31034315695046755,-0.13974082554387854,0.04406533470217748,0.15006706908115355
LUAD-9 R2,Lung9,21,10,imm_frac,4,False,,,,,
LUAD-9 R2,Lung9,21,10,cd8_density,4,False,,,,,
LUAD-9 R2,Lung9,22,10,imm_frac,29,False,,,,,
LUAD-9 R2,Lung9,22,10,cd8_density,29,False,,,,,
LUAD-9 R2,Lung9,23,10,imm_frac,4,False,,,,,
LUAD-9 R2,Lung9,23,10,cd8_density,4,False,,,,,
LUAD-9 R2,Lung9,24,10,imm_frac,11,False,,,,,
LUAD-9 R2,Lung9,24,10,cd8_density,11,False,,,,,
LUAD-9 R2,Lung9,25,10,imm_frac,65,True,0.008194441223641033,0.05965758999420768,-0.022692185285838214,-0.42520553231683883,0.11293706293706293
LUAD-9 R2,Lung9,25,10,cd8_density,65,True,,,,,0.11293706293706293
LUAD-9 R2,Lung9,26,10,imm_frac,10,False,,,,,
LUAD-9 R2,Lung9,26,10,cd8_density,10,False,,,,,
LUAD-9 R2,Lung9,27,10,imm_frac,46,True,-0.024611707406185748,-0.020079990281067134,0.02366466205208647,-0.13804078103438336,0.2545174221399938
LUAD-9 R2,Lung9,27,10,cd8_density,46,True,0.07298649982576498,0.01828896713096752,-0.01541481533517981,0.23453770693452702,0.2545174221399938
LUAD-9 R2,Lung9,28,10,imm_frac,20,False,,,,,
LUAD-9 R2,Lung9,28,10,cd8_density,20,False,,,,,
LUAD-9 R2,Lung9,29,10,imm_frac,5,False,,,,,
LUAD-9 R2,Lung9,29,10,cd8_density,5,False,,,,,
LUAD-9 R2,Lung9,30,10,imm_frac,38,False,,,,,
LUAD-9 R2,Lung9,30,10,cd8_density,38,False,,,,,
LUAD-9 R2,Lung9,31,10,imm_frac,1,False,,,,,
LUAD-9 R2,Lung9,31,10,cd8_density,1,False,,,,,
LUAD-9 R2,Lung9,32,10,imm_frac,2,False,,,,,
LUAD-9 R2,Lung9,32,10,cd8_density,2,False,,,,,
LUAD-9 R2,Lung9,33,10,imm_frac,18,False,,,,,
LUAD-9 R2,Lung9,33,10,cd8_density,18,False,,,,,
LUAD-9 R2,Lung9,34,10,imm_frac,20,False,,,,,
LUAD-9 R2,Lung9,34,10,cd8_density,20,False,,,,,
LUAD-9 R2,Lung9,35,10,imm_frac,17,False,,,,,
LUAD-9 R2,Lung9,35,10,cd8_density,17,False,,,,,
LUAD-9 R2,Lung9,36,10,imm_frac,0,False,,,,,
LUAD-9 R2,Lung9,36,10,cd8_density,0,False,,,,,
LUAD-9 R2,Lung9,37,10,imm_frac,12,False,,,,,
LUAD-9 R2,Lung9,37,10,cd8_density,12,False,,,,,
LUAD-9 R2,Lung9,38,10,imm_frac,2,False,,,,,
LUAD-9 R2,Lung9,38,10,cd8_density,2,False,,,,,
LUAD-9 R2,Lung9,39,10,imm_frac,15,False,,,,,
LUAD-9 R2,Lung9,39,10,cd8_density,15,False,,,,,
LUAD-9 R2,Lung9,40,10,imm_frac,17,False,,,,,
LUAD-9 R2,Lung9,40,10,cd8_density,17,False,,,,,
LUAD-9 R2,Lung9,41,10,imm_frac,0,False,,,,,
LUAD-9 R2,Lung9,41,10,cd8_density,0,False,,,,,
LUAD-9 R2,Lung9,42,10,imm_frac,13,False,,,,,
LUAD-9 R2,Lung9,42,10,cd8_density,13,False,,,,,
LUAD-9 R2,Lung9,43,10,imm_frac,1,False,,,,,
LUAD-9 R2,Lung9,43,10,cd8_density,1,False,,,,,
LUAD-9 R2,Lung9,44,10,imm_frac,7,False,,,,,
LUAD-9 R2,Lung9,44,10,cd8_density,7,False,,,,,
LUAD-9 R2,Lung9,45,10,imm_frac,26,False,,,,,
LUAD-9 R2,Lung9,45,10,cd8_density,26,False,,,,,
LUAD-9 R2,Lung9,1,20,imm_frac,215,True,-0.18509387605771208,-0.003977377657985348,0.06864404620125683,-0.462801877231392,0.3496836436523461
LUAD-9 R2,Lung9,1,20,cd8_density,215,True,-0.19176901341655728,-0.08121154920992937,-0.12613491093308765,-0.15750334390408544,0.3496836436523461
LUAD-9 R2,Lung9,2,20,imm_frac,242,True,-0.45922155736011294,-0.2932885131044505,-0.22021874225823004,-0.31031409864146875,0.44361169005957146
LUAD-9 R2,Lung9,2,20,cd8_density,242,True,-0.4045723363385399,-0.22723175399673623,-0.09215741481307219,-0.21847026089846733,0.44361169005957146
LUAD-9 R2,Lung9,3,20,imm_frac,236,True,-0.3483644451636924,-0.09454091773564403,-0.02498791913686521,-0.4941297886144683,0.6049491708016268
LUAD-9 R2,Lung9,3,20,cd8_density,236,True,-0.26394851264311847,-0.07779976938827281,0.0642612418375866,-0.4479817493726876,0.6049491708016268
LUAD-9 R2,Lung9,4,20,imm_frac,238,True,-0.534750297628231,-0.0012041647938887021,0.046699473514086105,-0.7811551323182473,0.8392417080173525
LUAD-9 R2,Lung9,4,20,cd8_density,238,True,-0.41763914254410217,0.03605823933196733,0.04762071956448427,-0.4020608946118355,0.8392417080173525
LUAD-9 R2,Lung9,5,20,imm_frac,236,True,-0.016455690334789923,0.027249512339345607,0.08558789431448938,-0.5287737848972399,0.5988907503183957
LUAD-9 R2,Lung9,5,20,cd8_density,236,True,0.061857503878592984,0.05188532883969516,0.2314604847696116,-0.08261898486566847,0.5988907503183957
LUAD-9 R2,Lung9,6,20,imm_frac,219,True,-0.16494229350438067,0.012444925967710154,0.05252965714057495,-0.5343780447201579,0.49998514744021855
LUAD-9 R2,Lung9,6,20,cd8_density,219,True,0.03364329762425934,0.23467331281519832,0.2530915774136275,-0.39241341521565787,0.49998514744021855
LUAD-9 R2,Lung9,7,20,imm_frac,229,True,-0.3710660630421563,-0.2695152693831664,0.009612308849408713,-0.4285229167621988,0.5753679813735973
LUAD-9 R2,Lung9,7,20,cd8_density,229,True,-0.26531324639302506,-0.2027277574637432,-0.11895328506383786,-0.0636038446193619,0.5753679813735973
LUAD-9 R2,Lung9,8,20,imm_frac,247,True,-0.22678265855185442,0.02008383305265878,0.05851940245168097,-0.40691802772841884,0.5506112691399866
LUAD-9 R2,Lung9,8,20,cd8_density,247,True,-0.1957969479794643,-0.003121456853375867,-0.049292519930128634,-0.29884192409428534,0.5506112691399866
LUAD-9 R2,Lung9,9,20,imm_frac,246,True,-0.36819042223574155,-0.00043949986013967106,0.020165291810985444,-0.5280819916718044,0.7330764595756342
LUAD-9 R2,Lung9,9,20,cd8_density,246,True,-0.3564378757720457,-0.10377900210189342,-0.05842450584997499,-0.1974711636470316,0.7330764595756342
LUAD-9 R2,Lung9,10,20,imm_frac,242,True,-0.3598398560300574,-0.11632554488911409,-0.07809499013674366,-0.48574568039023264,0.6171099485572012
LUAD-9 R2,Lung9,10,20,cd8_density,242,True,-0.2858270360584157,-0.16014527408045032,-0.10791820648050701,-0.18713512517123074,0.6171099485572012
LUAD-9 R2,Lung9,11,20,imm_frac,223,True,-0.2574577029251496,-0.054254715237946685,-0.013981327099175746,-0.4648341581709082,0.5648622677770659
LUAD-9 R2,Lung9,11,20,cd8_density,223,True,0.02847830020797617,0.14309109544243756,0.08447828513567485,-0.2920877816433907,0.5648622677770659
LUAD-9 R2,Lung9,12,20,imm_frac,219,True,-0.39929456136658026,-0.1606653622146543,-0.18266740713557378,-0.6359058201579858,0.5754395786443041
LUAD-9 R2,Lung9,12,20,cd8_density,219,True,-0.248839856454538,-0.04237189961389476,0.07444006418080505,-0.37763053163534016,0.5754395786443041
LUAD-9 R2,Lung9,13,20,imm_frac,242,True,-0.27060440935403707,-0.14501617484392335,0.01672302040878333,-0.425395435637143,0.4420706499167458
LUAD-9 R2,Lung9,13,20,cd8_density,242,True,-0.09737770814032631,-0.0295110030401305,0.021132436318299253,-0.3936399919429095,0.4420706499167458
LUAD-9 R2,Lung9,14,20,imm_frac,248,True,0.06428064132949445,0.19034770703791698,0.35247332014832106,-0.4436980940221259,0.5787955268901123
LUAD-9 R2,Lung9,14,20,cd8_density,248,True,0.04671106369763515,0.2049617988424833,0.15090477774913447,-0.2559326692732964,0.5787955268901123
LUAD-9 R2,Lung9,15,20,imm_frac,242,True,-0.2985637383379458,-0.12154052916123877,0.02666513175119008,-0.5049235029528208,0.6302790679755347
LUAD-9 R2,Lung9,15,20,cd8_density,242,True,-0.18123280812465198,0.06654172668940907,0.2393738503311458,-0.572011763889388,0.6302790679755347
LUAD-9 R2,Lung9,16,20,imm_frac,225,True,-0.07122418428615236,0.0026416218417629465,0.03382691589090468,-0.42327449591623195,0.23638221660345557
LUAD-9 R2,Lung9,16,20,cd8_density,225,True,0.04810392538183263,0.08778031336944506,0.16792583788725288,-0.16397627223691855,0.23638221660345557
LUAD-9 R2,Lung9,17,20,imm_frac,237,True,0.04935284562226521,0.10730435133002289,0.2246506148080285,-0.14318252700522513,0.6879136550565302
LUAD-9 R2,Lung9,17,20,cd8_density,237,True,-0.22260076855241148,-0.07602175891047089,0.10936715971249868,-0.2507307564234756,0.6879136550565302
LUAD-9 R2,Lung9,18,20,imm_frac,244,True,-0.24675361481351546,-0.09351470151781624,0.017983258511013445,-0.37705110358904176,0.42645007000978896
LUAD-9 R2,Lung9,18,20,cd8_density,244,True,-0.1378472730338637,-0.06107297903821502,-0.14731158682341605,0.020531341422140165,0.42645007000978896
LUAD-9 R2,Lung9,19,20,imm_frac,248,True,-0.23611450942193946,-0.056932692873963985,0.032569955966894784,-0.3551684012374333,0.5621433100824349
LUAD-9 R2,Lung9,19,20,cd8_density,248,True,-0.2318674720257058,-0.06397518555734723,-0.10605989314798743,-0.13294274982998464,0.5621433100824349
LUAD-9 R2,Lung9,20,20,imm_frac,244,True,-0.17284522315102577,-0.059950095672718515,0.01650219724953835,-0.42385172848045327,0.5029511501018137
LUAD-9 R2,Lung9,20,20,cd8_density,244,True,-0.2126680032236412,-0.07848618825244003,-0.047508986282445216,-0.23412791080968656,0.5029511501018137
LUAD-9 R2,Lung9,21,20,imm_frac,204,True,0.05369811507445703,0.24156394883436208,0.26034941494301317,-0.4908659320970919,0.5912828377776679
LUAD-9 R2,Lung9,21,20,cd8_density,204,True,0.30868970488737985,0.3458865822319701,0.22940329438468046,-0.148484169215475,0.5912828377776679
LUAD-9 R2,Lung9,22,20,imm_frac,243,True,-0.25999688890896044,-0.10708606818622114,-0.18124608001240666,-0.21215592887904797,0.5098885861429329
LUAD-9 R2,Lung9,22,20,cd8_density,243,True,-0.25817192990640886,-0.22429323374910992,-0.1348550582096728,-0.08479001249079675,0.5098885861429329
LUAD-9 R2,Lung9,23,20,imm_frac,230,True,-0.36065141990012467,-0.112821416091174,-0.14933826514967058,-0.25152767918924795,0.5533720124568804
LUAD-9 R2,Lung9,23,20,cd8_density,230,True,-0.32383755933014685,-0.10537799864786734,-0.02537916891367868,-0.3147946599933777,0.5533720124568804
LUAD-9 R2,Lung9,24,20,imm_frac,212,True,-0.37243240964802227,-0.1518565967632675,-0.07362755366850934,-0.3971574248440322,0.6228808062539595
LUAD-9 R2,Lung9,24,20,cd8_density,212,True,-0.21532683892716514,-0.09197684137786499,-0.016059843326552026,-0.11699969650989692,0.6228808062539595
LUAD-9 R2,Lung9,25,20,imm_frac,238,True,-0.07079973726385946,0.1763873265373042,0.03715571325279463,-0.7365615387147737,0.6682663955895373
LUAD-9 R2,Lung9,25,20,cd8_density,238,True,-0.2057620492991215,-0.029985594696565296,-0.027890557569656065,-0.23298752647447663,0.6682663955895373
LUAD-9 R2,Lung9,26,20,imm_frac,222,True,0.059391957707775785,0.10861638012029232,0.047919125578652404,-0.2756076545776387,0.3770144959804681
LUAD-9 R2,Lung9,26,20,cd8_density,222,True,0.26120105592683585,0.2552318400189056,-0.017415943039532117,-0.08096650127790236,0.3770144959804681
LUAD-9 R2,Lung9,27,20,imm_frac,238,True,-0.021217083778771916,0.11297758519490027,0.10891509866909745,-0.4790707447522078,0.41975726787722667
LUAD-9 R2,Lung9,27,20,cd8_density,238,True,0.1363751681070464,0.20512697551593712,0.10381502019846754,-0.27042601600199284,0.41975726787722667
LUAD-9 R2,Lung9,28,20,imm_frac,248,True,-0.03937344786029453,0.049018833815547565,-0.009892644820824725,-0.34999801799985714,0.24735142738906518
LUAD-9 R2,Lung9,28,20,cd8_density,248,True,0.061897091950630194,0.08569711173501773,0.0020170317363842633,-0.07850096105308967,0.24735142738906518
LUAD-9 R2,Lung9,29,20,imm_frac,226,True,-0.13420946879160325,-0.01365428058444613,-0.013246106034148166,-0.20494134036950454,0.48113367899886944
LUAD-9 R2,Lung9,29,20,cd8_density,226,True,-0.07122459382786221,-0.043693900817909935,-0.016817612017053014,-0.11644744299390442,0.48113367899886944
LUAD-9 R2,Lung9,30,20,imm_frac,230,True,0.010521035013196652,0.07539716162056136,0.0393287723593839,-0.22842860302662424,0.35340308068616405
LUAD-9 R2,Lung9,30,20,cd8_density,230,True,-0.26771975706293744,-0.20282621665349518,-0.1780607218909158,-0.022419282999502244,0.35340308068616405
LUAD-9 R2,Lung9,31,20,imm_frac,203,True,0.06078163597292793,0.14210145120480897,0.17289819173532,-0.3278555772052225,0.28909973002516137
