target	score	n	spearman_r	p	stratum	score_short	family	p_adj	rejected_0.05
TACSTD2	estimate:ESTIMATEScore	515	0.005537345631302784	0.900240149357644	LUAD	ESTIMATEScore	other	0.9342114757484985	False
TACSTD2	xcell:B-cells	515	-0.08009955080722618	0.06933198248127645	LUAD	B-cells	inflamed	0.14849462571609745	False
TACSTD2	xcell:CD4+ T-cells	515	-0.1609819240969243	0.00024413360033385321	LUAD	CD4+ T-cells	inflamed	0.0018920354025873626	True
TACSTD2	xcell:CD8+ T-cells	515	-0.1659765520484706	0.0001544951414072103	LUAD	CD8+ T-cells	inflamed	0.001749539290902048	True
TACSTD2	xcell:Tregs	515	-0.19777862205408756	6.121458415440551e-06	LUAD	Tregs	other	0.00011835887282038005	True
TACSTD2	xcell:NK cells	515	-0.026915314611828965	0.5422381926473451	LUAD	NK cells	inflamed	0.5603127990689232	False
TACSTD2	xcell:Monocytes	515	0.015033082057902877	0.7335965940173593	LUAD	Monocytes	other	0.8405794306448909	False
TACSTD2	xcell:Macrophages	515	0.05677138811720194	0.1983541488787226	LUAD	Macrophages	other	0.3996155321166637	False
TACSTD2	xcell:Macrophages M1	515	0.042099517510585015	0.34034117082258414	LUAD	Macrophages M1	other	0.5561385491607431	False
TACSTD2	xcell:Macrophages M2	515	0.03611165690367861	0.4134831919015225	LUAD	Macrophages M2	other	0.5935264872724374	False
TACSTD2	xcell:DC	515	0.057890515460557394	0.18963731272297554	LUAD	DC	other	0.3996155321166637	False
TACSTD2	xcell:cDC	515	0.08012384242008781	0.06924729764827388	LUAD	cDC	other	0.19043006853275316	False
TACSTD2	xcell:pDC	515	-0.1289480954123599	0.003374003238892142	LUAD	pDC	other	0.01687001619446071	True
TACSTD2	xcell:Neutrophils	515	-0.06457659328731437	0.14334621266260994	LUAD	Neutrophils	other	0.34278442158450206	False
TACSTD2	xcell:Mast cells	515	0.040932553699948714	0.3539063494659274	LUAD	Mast cells	other	0.5561385491607431	False
TACSTD2	xcell:Eosinophils	515	0.019627755404186646	0.6567641634010724	LUAD	Eosinophils	other	0.7852614997186735	False
TACSTD2	xcell:Fibroblasts	515	0.07514515995763515	0.08845946393092152	LUAD	Fibroblasts	exclusion	0.2856264331722363	False
TACSTD2	xcell:Endothelial cells	515	-0.11026239817783923	0.012286385280355647	LUAD	Endothelial cells	exclusion	0.06962284992201533	False
TACSTD2	xcell:Adipocytes	515	-0.05638434760920239	0.2014357642860922	LUAD	Adipocytes	other	0.3996155321166637	False
TACSTD2	tide:No benefits	515	-0.0024165872060268488	0.9563711654788065	LUAD	No benefits	other	0.9563711654788065	False
TACSTD2	tide:Responder	515	0.12188288984433618	0.005612959296268952	LUAD	Responder	other	0.025566664108191084	True
TACSTD2	tide:TIDE	515	-0.06828895106311833	0.121679016762876	LUAD	TIDE	exclusion	0.2856264331722363	False
TACSTD2	tide:IFNG	515	-0.02539180768211497	0.5653424719003403	LUAD	IFNG	inflamed	0.5653424719003403	False
TACSTD2	tide:MSI Score	515	0.012499769932509302	0.7771870318839802	LUAD	MSI Score	other	0.8549057350723782	False
TACSTD2	tide:CD274	515	0.040978283472855634	0.3533684417586714	LUAD	CD274	other	0.5561385491607431	False
TACSTD2	tide:CD8	515	-0.10977252705061137	0.012680494807756893	LUAD	CD8	inflamed	0.04367725989338485	True
TACSTD2	tide:CTL.flag	515	-0.12979798886554442	0.0031682873189615244	LUAD	CTL.flag	inflamed	0.01403098669825818	True
TACSTD2	tide:Dysfunction	515	0.036525405007735795	0.4081490713347583	LUAD	Dysfunction	exclusion	0.6269152170799221	False
TACSTD2	tide:Exclusion	515	0.002215368736799674	0.9600007707028998	LUAD	Exclusion	exclusion	0.9600007707028998	False
TACSTD2	tide:MDSC	515	-0.018160242852873803	0.6809596241285891	LUAD	MDSC	exclusion	0.7717542406790677	False
TACSTD2	tide:CAF	515	0.07153809704600377	0.10489093289618699	LUAD	CAF	exclusion	0.2856264331722363	False
TACSTD2	tide:TAM M2	515	-0.03202477972932118	0.46834285134582976	LUAD	TAM M2	exclusion	0.6269152170799221	False
TACSTD2	tide:CTL	515	-0.13069520267880716	0.002963544061073379	LUAD	CTL	inflamed	0.01403098669825818	True
TACSTD2	tip:Step1_release_of_cancer_antigens	515	0.023368268011077876	0.5967402104016974	LUAD	Step1_release_of_cancer_antigens	other	0.7303286869528207	False
TACSTD2	tip:Step2_cancer_antigen_presentation	515	0.21012495509016715	1.5038934726114216e-06	LUAD	Step2_cancer_antigen_presentation	other	8.271414099362818e-05	True
TACSTD2	tip:Step3_priming_and_activation	515	-0.039628757386484297	0.3694591360173681	LUAD	Step3_priming_and_activation	other	0.5580515714299044	False
TACSTD2	tip:Step4_trafficking_of_immune_cells	515	0.0421905341866235	0.33929731304332555	LUAD	Step4_trafficking_of_immune_cells	inflamed	0.47810075928832235	False
TACSTD2	tip:Step5_infiltration_of_immune_cells	515	0.27256674362232075	3.1751709545162515e-10	LUAD	Step5_infiltration_of_immune_cells	exclusion	5.397790622677627e-09	True
TACSTD2	tip:Step6_recognition_of_cancer_cells	515	-0.16860527354662264	0.00012078743559452168	LUAD	Step6_recognition_of_cancer_cells	other	0.0011072181596164488	True
TACSTD2	tip:Step7_killing_of_cancer_cells	515	-0.1808529905413381	3.654151827681125e-05	LUAD	Step7_killing_of_cancer_cells	inflamed	0.001132787066581149	True
TACSTD2	tip:Step4_B_cell	515	-0.059932899800523305	0.17446050993721246	LUAD	Step4_B_cell	other	0.3996155321166637	False
TACSTD2	tip:Step4_Basophil	515	-0.023317268802158626	0.5975416529613988	LUAD	Step4_Basophil	other	0.7303286869528207	False
TACSTD2	tip:Step4_CD4_T_cell	515	0.18698506338156226	1.947906823268329e-05	LUAD	Step4_CD4_T_cell	other	0.0002678371881993953	True
TACSTD2	tip:Step4_CD8_T_cell	515	0.03211153548954126	0.46713804624839966	LUAD	Step4_CD8_T_cell	other	0.6117283938967139	False
TACSTD2	tip:Step4_Dendritic_cell	515	-0.048068094178890595	0.27623437756624375	LUAD	Step4_Dendritic_cell	other	0.47477783644198146	False
TACSTD2	tip:Step4_Eosinophil	515	0.055801963878064235	0.2061380774947688	LUAD	Step4_Eosinophil	other	0.3996155321166637	False
TACSTD2	tip:Step4_MDSC	515	0.00835341564456302	0.8500051663849462	LUAD	Step4_MDSC	exclusion	0.9031304892840053	False
TACSTD2	tip:Step4_Macrophage	515	0.0067160379421814876	0.8791533943369124	LUAD	Step4_Macrophage	other	0.9298737824717344	False
TACSTD2	tip:Step4_Monocyte	515	0.18021670842144552	3.896074025518192e-05	LUAD	Step4_Monocyte	other	0.00042856814280700114	True
TACSTD2	tip:Step4_NK_cell	515	0.010525911661375455	0.8116506560382223	LUAD	Step4_NK_cell	other	0.8753095310216122	False
TACSTD2	tip:Step4_Neutrophil	515	0.05524532134970531	0.21070637147969537	LUAD	Step4_Neutrophil	other	0.3996155321166637	False
TACSTD2	tip:Step4_T_cell	515	0.0037490348696219097	0.9323625916662981	LUAD	Step4_T_cell	other	0.9496285655860444	False
TACSTD2	tip:Step4_TH1_cell	515	-0.016453328761414605	0.7095180982451065	LUAD	Step4_TH1_cell	other	0.8302871362442736	False
TACSTD2	tip:Step4_TH17_cell	515	-0.08386663966036731	0.05717584686499357	LUAD	Step4_TH17_cell	other	0.1655090303986656	False
TACSTD2	tip:Step4_TH22_cell	515	-0.03441256181238102	0.43581566809678585	LUAD	Step4_TH22_cell	other	0.5992465436330805	False
TACSTD2	tip:Step4_Th2_cell	515	0.16646567882824304	0.00014762030693516505	LUAD	Step4_Th2_cell	other	0.0011598738402048684	True
TACSTD2	tip:Step4_Treg_cell	515	0.19729542541488707	6.4559385174752754e-06	LUAD	Step4_Treg_cell	other	0.00011835887282038005	True
TACSTD2	quantiseq_style:B.cells	515	-0.15624411344647077	0.0003722574958882833	LUAD	B.cells	other	0.002397060654208861	True
TACSTD2	quantiseq_style:Macrophages.M1	515	0.07316623629654571	0.09719741148736967	LUAD	Macrophages.M1	other	0.25456464913358723	False
TACSTD2	quantiseq_style:Macrophages.M2	515	0.052002630305895324	0.23877384319839287	LUAD	Macrophages.M2	other	0.4377520458637203	False
TACSTD2	quantiseq_style:Monocytes	515	-0.10027301947832785	0.02286002536684746	LUAD	Monocytes	other	0.07673270463677948	False
TACSTD2	quantiseq_style:Neutrophils	515	0.013451518529780557	0.7607199101800084	LUAD	Neutrophils	other	0.8538692869367441	False
TACSTD2	quantiseq_style:NK.cells	515	0.06970932925390891	0.1140988564609855	LUAD	NK.cells	other	0.28524714115246375	False
TACSTD2	quantiseq_style:T.cells.CD4	515	-0.09965533836740842	0.023717381433186382	LUAD	T.cells.CD4	other	0.07673270463677948	False
TACSTD2	quantiseq_style:T.cells.CD8	515	-0.059861719333448395	0.17497376621600985	LUAD	T.cells.CD8	inflamed	0.3103212079021578	False
TACSTD2	quantiseq_style:Tregs	515	0.03913840108394125	0.37541651168920837	LUAD	Tregs	other	0.5580515714299044	False
TACSTD2	quantiseq_style:Dendritic.cells	515	-0.10879807679365644	0.013497758590581884	LUAD	Dendritic.cells	other	0.05302690874871455	False
TACSTD2	quantiseq_style:Other	515	0.15564733551341114	0.0003922462888705409	LUAD	Other	other	0.002397060654208861	True
TACSTD2	mcp:T cells	515	-0.05914744170001938	0.18018650781415615	LUAD	T cells	inflamed	0.3103212079021578	False
TACSTD2	mcp:CD8 T cells	515	-0.10509233053568323	0.017044839835933506	LUAD	CD8 T cells	inflamed	0.04803545771944897	True
TACSTD2	mcp:Cytotoxic lymphocytes	515	-0.10591653225746228	0.01619216450956934	LUAD	Cytotoxic lymphocytes	inflamed	0.04803545771944897	True
TACSTD2	mcp:B lineage	515	-0.07938749815616547	0.07185223824972457	LUAD	B lineage	inflamed	0.14849462571609745	False
TACSTD2	mcp:NK cells	515	-0.16498841854502594	0.0001693102539582627	LUAD	NK cells	inflamed	0.001749539290902048	True
TACSTD2	mcp:Monocytic lineage	515	-0.027059758553667733	0.5400722843993417	LUAD	Monocytic lineage	other	0.6907901312084603	False
TACSTD2	mcp:Myeloid dendritic cells	515	0.1414245840522532	0.0012916735879201884	LUAD	Myeloid dendritic cells	other	0.007104204733561036	True
TACSTD2	mcp:Neutrophils	515	-0.033386515712522456	0.44963099493177283	LUAD	Neutrophils	other	0.6031635297865245	False
TACSTD2	mcp:Endothelial cells	515	-0.12652411750832726	0.004029056411323642	LUAD	Endothelial cells	exclusion	0.03424697949625096	True
TACSTD2	mcp:Fibroblasts	515	0.03123383075791724	0.4794057542375875	LUAD	Fibroblasts	exclusion	0.6269152170799221	False
CLDN4	ssgsea:IFNG_Ayers6	515	-0.09147685896517409	0.03796348702884294	LUAD	IFNG_Ayers6	inflamed	0.056041337994958626	False
CLDN4	ssgsea:IFNG_Ayers_preliminary10	515	-0.11613161714764839	0.008340324468186708	LUAD	IFNG_Ayers_preliminary10	inflamed	0.02284871944187778	True
CLDN4	ssgsea:ExpandedImmune_Ayers18	515	-0.12311947546981916	0.005143791252729363	LUAD	ExpandedImmune_Ayers18	inflamed	0.017717503203845582	True
CLDN4	ssgsea:TcellInflamed_GEP18	515	-0.10469193621206715	0.017473062608853257	LUAD	TcellInflamed_GEP18	inflamed	0.03611099605829673	True
CLDN4	ssgsea:CD8_Teffector_Mariathasan	515	-0.13982072876774626	0.0014678480609621645	LUAD	CD8_Teffector_Mariathasan	inflamed	0.005687911236228387	True
CLDN4	ssgsea:Cytolytic_CYT_Rooney	515	-0.17110173846251633	9.528515515244892e-05	LUAD	Cytolytic_CYT_Rooney	other	0.0006550854416730864	True
CLDN4	ssgsea:TLS_12chemokine_Coppola	515	-0.1070867906420449	0.015045760312718941	LUAD	TLS_12chemokine_Coppola	inflamed	0.033315612121020514	True
CLDN4	ssgsea:TLS_Cabrita9	515	-0.1447175755054089	0.0009893501150309953	LUAD	TLS_Cabrita9	inflamed	0.004381407652280123	True
CLDN4	ssgsea:TLS_Cabrita9_noY	515	-0.09503590985799414	0.031056341717207874	LUAD	TLS_Cabrita9_noY	inflamed	0.052409198004833096	False
CLDN4	ssgsea:Bcell_follicular	515	-0.09343784672105858	0.03401199983839156	LUAD	Bcell_follicular	inflamed	0.05271859974950692	False
CLDN4	ssgsea:MHC_class_I	515	-0.025795146228048363	0.5591800865761939	LUAD	MHC_class_I	other	0.7152303432951317	False
CLDN4	ssgsea:Immunoproteasome	515	0.0497950411547383	0.2593269724029096	LUAD	Immunoproteasome	other	0.39712170553926396	False
CLDN4	ssgsea:HALLMARK_ALLOGRAFT_REJECTION	515	-0.04398143857134051	0.31917509146932027	LUAD	HALLMARK_ALLOGRAFT_REJECTION	inflamed	0.36646029020551585	False
CLDN4	ssgsea:HALLMARK_ANGIOGENESIS	515	-0.10535813262588697	0.01676566037528381	LUAD	HALLMARK_ANGIOGENESIS	exclusion	0.057003245275964946	False
CLDN4	ssgsea:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	515	-0.012621536040013653	0.7750744891515657	LUAD	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	exclusion	0.9183792542545921	False
CLDN4	ssgsea:HALLMARK_HYPOXIA	515	0.0061043112650976126	0.890087457094686	LUAD	HALLMARK_HYPOXIA	exclusion	0.9183792542545921	False
CLDN4	ssgsea:HALLMARK_IL6_JAK_STAT3_SIGNALING	515	-0.040881819848647145	0.3545037222187522	LUAD	HALLMARK_IL6_JAK_STAT3_SIGNALING	other	0.4999411467187531	False
CLDN4	ssgsea:HALLMARK_INFLAMMATORY_RESPONSE	515	0.007047335438372291	0.8732411927761171	LUAD	HALLMARK_INFLAMMATORY_RESPONSE	inflamed	0.8732411927761171	False
CLDN4	ssgsea:HALLMARK_INTERFERON_ALPHA_RESPONSE	515	0.06525711465351881	0.13916763100620763	LUAD	HALLMARK_INTERFERON_ALPHA_RESPONSE	inflamed	0.17715571189885126	False
CLDN4	ssgsea:HALLMARK_INTERFERON_GAMMA_RESPONSE	515	0.015462161352718776	0.7262932366892952	LUAD	HALLMARK_INTERFERON_GAMMA_RESPONSE	inflamed	0.750503011245605	False
CLDN4	ssgsea:HALLMARK_TGF_BETA_SIGNALING	515	-0.08205289878901285	0.06278789865721046	LUAD	HALLMARK_TGF_BETA_SIGNALING	exclusion	0.17789904619542962	False
CLDN4	ssgsea:HALLMARK_TNFA_SIGNALING_VIA_NFKB	515	0.022781975780602096	0.6059829366950661	LUAD	HALLMARK_TNFA_SIGNALING_VIA_NFKB	other	0.7406458115161918	False
CLDN4	ssgsea:CYT	515	-0.16658169726604757	0.00014603231142852006	LUAD	CYT	inflamed	0.0009054003308568244	True
CLDN4	estimate:StromalScore	515	-0.07577068329894027	0.0858326800916163	LUAD	StromalScore	exclusion	0.20845079450821105	False
CLDN4	estimate:ImmuneScore	515	-0.06465377773252348	0.1428675095958478	LUAD	ImmuneScore	inflamed	0.17715571189885126	False
CLDN4	estimate:ESTIMATEScore	515	-0.08165768784775367	0.06406916250135464	LUAD	ESTIMATEScore	other	0.15320886685106544	False
CLDN4	xcell:B-cells	515	-0.1194384833106953	0.006655159473432735	LUAD	B-cells	inflamed	0.02063099436764148	True
CLDN4	xcell:CD4+ T-cells	515	-0.09616962100426049	0.029095294229443694	LUAD	CD4+ T-cells	inflamed	0.052409198004833096	False
CLDN4	xcell:CD8+ T-cells	515	-0.19414543112519272	9.10326334230586e-06	LUAD	CD8+ T-cells	inflamed	0.00014108968696040003	True
CLDN4	xcell:Tregs	515	-0.20786074869653384	1.9580057968099384e-06	LUAD	Tregs	other	4.5261983994075165e-05	True
CLDN4	xcell:NK cells	515	-0.039158483696362455	0.37517137062596134	LUAD	NK cells	inflamed	0.41536830319302864	False
CLDN4	xcell:Monocytes	515	-0.01169999215464336	0.7911027014115327	LUAD	Monocytes	other	0.9203137539765637	False
CLDN4	xcell:Macrophages	515	0.02310734284094519	0.6008457222794892	LUAD	Macrophages	other	0.7406458115161918	False
CLDN4	xcell:Macrophages M1	515	-0.008377751552401084	0.8495733800383993	LUAD	Macrophages M1	other	0.9246456217843176	False
CLDN4	xcell:Macrophages M2	515	0.029607480024869806	0.5025932882897146	LUAD	Macrophages M2	other	0.689366331297612	False
CLDN4	xcell:DC	515	-0.01100880129538879	0.8031829125613646	LUAD	DC	other	0.9203137539765637	False
CLDN4	xcell:cDC	515	-0.0284518932479769	0.5194212992951379	LUAD	cDC	other	0.689366331297612	False
CLDN4	xcell:pDC	515	-0.16646898066326096	0.00014757489001557142	LUAD	pDC	other	0.0009018465500951586	True
CLDN4	xcell:Neutrophils	515	-0.08052794680795357	0.06785090233881362	LUAD	Neutrophils	other	0.15549165119311456	False
CLDN4	xcell:Mast cells	515	-0.08597294151414012	0.05118718072539238	LUAD	Mast cells	other	0.13406166380459908	False
CLDN4	xcell:Eosinophils	515	0.07731375156860482	0.07962100132750104	LUAD	Eosinophils	other	0.17516620292050228	False
CLDN4	xcell:Fibroblasts	515	0.011752572736691514	0.7901857348990593	LUAD	Fibroblasts	exclusion	0.9183792542545921	False
CLDN4	xcell:Endothelial cells	515	-0.1371385919596608	0.0018124574642036748	LUAD	Endothelial cells	exclusion	0.010270592297154156	True
CLDN4	xcell:Adipocytes	515	-0.17770791534991984	5.0057704795974036e-05	LUAD	Adipocytes	other	0.0003933105376826532	True
CLDN4	tide:No benefits	515	0.02797664542177855	0.5264251984454492	LUAD	No benefits	other	0.689366331297612	False
CLDN4	tide:Responder	515	0.05071804064438566	0.250589681860223	LUAD	Responder	other	0.39712170553926396	False
CLDN4	tide:TIDE	515	-0.060145025767121045	0.17293759515304363	LUAD	TIDE	exclusion	0.32665990195574907	False
CLDN4	tide:IFNG	515	-0.08936748590756974	0.042641891312073875	LUAD	IFNG	inflamed	0.06008630139428591	False
CLDN4	tide:MSI Score	515	-0.09008288052681473	0.041003495319542484	LUAD	MSI Score	other	0.11869432855657035	False
CLDN4	tide:CD274	515	0.04462782588244787	0.31210771788354064	LUAD	CD274	other	0.46394390496201987	False
CLDN4	tide:CD8	515	-0.11525826367888618	0.008844665590404302	LUAD	CD8	inflamed	0.02284871944187778	True
CLDN4	tide:CTL.flag	515	-0.11088384550042875	0.011802014071680602	LUAD	CTL.flag	inflamed	0.028143264324776818	True
CLDN4	tide:Dysfunction	515	-0.005623530587973925	0.8986957381710804	LUAD	Dysfunction	exclusion	0.9183792542545921	False
CLDN4	tide:Exclusion	515	0.03960451144029607	0.369752317585937	LUAD	Exclusion	exclusion	0.571435399905539	False
CLDN4	tide:MDSC	515	0.0432548865019366	0.3272426488672535	LUAD	MDSC	exclusion	0.556312503074331	False
CLDN4	tide:CAF	515	0.00452658631486906	0.9183792542545921	LUAD	CAF	exclusion	0.9183792542545921	False
CLDN4	tide:TAM M2	515	0.061305708072433	0.1647797742944188	LUAD	TAM M2	exclusion	0.32665990195574907	False
CLDN4	tide:CTL	515	-0.1642306819512612	0.0001815627554269411	LUAD	CTL	inflamed	0.0009380742363725291	True
CLDN4	tip:Step1_release_of_cancer_antigens	515	0.006992997777558951	0.8742104060506276	LUAD	Step1_release_of_cancer_antigens	other	0.9246456217843176	False
CLDN4	tip:Step2_cancer_antigen_presentation	515	0.004450285169490909	0.9197503968723918	LUAD	Step2_cancer_antigen_presentation	other	0.9544370506129856	False
CLDN4	tip:Step3_priming_and_activation	515	-0.009058268158157155	0.8375178072608258	LUAD	Step3_priming_and_activation	other	0.9246456217843176	False
CLDN4	tip:Step4_trafficking_of_immune_cells	515	-0.04617818237054367	0.2955788722301889	LUAD	Step4_trafficking_of_immune_cells	inflamed	0.35242096304368675	False
CLDN4	tip:Step5_infiltration_of_immune_cells	515	0.14514753267924962	0.0009551056646753167	LUAD	Step5_infiltration_of_immune_cells	exclusion	0.008118398149740191	True
CLDN4	tip:Step6_recognition_of_cancer_cells	515	-0.14130436215009917	0.0013041720229040052	LUAD	Step6_recognition_of_cancer_cells	other	0.006520860114520026	True
CLDN4	tip:Step7_killing_of_cancer_cells	515	-0.19036274803253372	1.3653840673587099e-05	LUAD	Step7_killing_of_cancer_cells	inflamed	0.00014108968696040003	True
CLDN4	tip:Step4_B_cell	515	-0.11220041697236219	0.010831266595787911	LUAD	Step4_B_cell	other	0.03971464418455568	True
CLDN4	tip:Step4_Basophil	515	-0.05833299436355511	0.1862696388807864	LUAD	Step4_Basophil	other	0.3414943379481084	False
CLDN4	tip:Step4_CD4_T_cell	515	0.18877421704789932	1.6149827417966493e-05	LUAD	Step4_CD4_T_cell	other	0.00014804008466469287	True
CLDN4	tip:Step4_CD8_T_cell	515	-0.003486791028601829	0.9370836496927495	LUAD	Step4_CD8_T_cell	other	0.9544370506129856	False
CLDN4	tip:Step4_Dendritic_cell	515	-0.1230033764904096	0.00518628619789814	LUAD	Step4_Dendritic_cell	other	0.02037469577745698	True
CLDN4	tip:Step4_Eosinophil	515	0.04300687483423077	0.33002650572889275	LUAD	Step4_Eosinophil	other	0.4776699425023448	False
CLDN4	tip:Step4_MDSC	515	-0.15967954046064867	0.00027447493442835856	LUAD	Step4_MDSC	exclusion	0.004666073885282096	True
CLDN4	tip:Step4_Macrophage	515	-0.0010136587396351062	0.9816920016146622	LUAD	Step4_Macrophage	other	0.9816920016146622	False
CLDN4	tip:Step4_Monocyte	515	0.23469815012112075	7.098745914862114e-08	LUAD	Step4_Monocyte	other	3.9043102531741625e-06	True
CLDN4	tip:Step4_NK_cell	515	-0.01764515601058436	0.6895318906677936	LUAD	Step4_NK_cell	other	0.8244403040593186	False
CLDN4	tip:Step4_Neutrophil	515	-0.04973169846525339	0.2599342072620637	LUAD	Step4_Neutrophil	other	0.39712170553926396	False
CLDN4	tip:Step4_T_cell	515	-0.05680148058485092	0.19811600090279888	LUAD	Step4_T_cell	other	0.3500817137691841	False
CLDN4	tip:Step4_TH1_cell	515	-0.07204677449097675	0.10243713886341162	LUAD	Step4_TH1_cell	other	0.20866824583287552	False
CLDN4	tip:Step4_TH17_cell	515	-0.1460496169172955	0.0008867872458130598	LUAD	Step4_TH17_cell	other	0.004877329851971829	True
CLDN4	tip:Step4_TH22_cell	515	-0.09885997215557318	0.02486223072603959	LUAD	Step4_TH22_cell	other	0.0759679272184543	False
CLDN4	tip:Step4_Th2_cell	515	0.0841447889129036	0.05635315969736938	LUAD	Step4_Th2_cell	other	0.14088289924342343	False
CLDN4	tip:Step4_Treg_cell	515	0.123514554630171	0.00500152331497894	LUAD	Step4_Treg_cell	other	0.02037469577745698	True
CLDN4	quantiseq_style:B.cells	515	-0.2057142946552341	2.5077676841012946e-06	LUAD	B.cells	other	4.5261983994075165e-05	True
CLDN4	quantiseq_style:Macrophages.M1	515	0.08854342511728618	0.044597225171176105	LUAD	Macrophages.M1	other	0.12264236922073429	False
CLDN4	quantiseq_style:Macrophages.M2	515	0.06046505684367326	0.17065878389373432	LUAD	Macrophages.M2	other	0.3236632108329444	False
CLDN4	quantiseq_style:Monocytes	515	-0.0745957052794791	0.0908197596670872	LUAD	Monocytes	other	0.1921187223726845	False
CLDN4	quantiseq_style:Neutrophils	515	0.007926935788782171	0.8575792679136087	LUAD	Neutrophils	other	0.9246456217843176	False
CLDN4	quantiseq_style:NK.cells	515	0.1291062513822707	0.0033348268799808125	LUAD	NK.cells	other	0.015284623199912058	True
CLDN4	quantiseq_style:T.cells.CD4	515	-0.05532487755944122	0.21004902826151048	LUAD	T.cells.CD4	other	0.3500817137691841	False
