target	score	n	partial_r	p	score_short	family	p_adj	rejected_0.05
TACSTD2	ssgsea:IFNG_Ayers6	1017.0	-0.07288210396497176	0.020100014627259712	IFNG_Ayers6	inflamed	0.025962518893543795	True
TACSTD2	ssgsea:IFNG_Ayers_preliminary10	1017.0	-0.07931674154809965	0.011395783198033032	IFNG_Ayers_preliminary10	inflamed	0.016057694506319272	True
TACSTD2	ssgsea:ExpandedImmune_Ayers18	1017.0	-0.07071387589756072	0.02412412477351479	ExpandedImmune_Ayers18	inflamed	0.029913914719158344	True
TACSTD2	ssgsea:TcellInflamed_GEP18	1017.0	-0.07645022626426959	0.014744179159758057	TcellInflamed_GEP18	inflamed	0.019872589302282598	True
TACSTD2	ssgsea:CD8_Teffector_Mariathasan	1017.0	-0.12567278408661284	5.850172157647466e-05	CD8_Teffector_Mariathasan	inflamed	0.00013950410529774726	True
TACSTD2	ssgsea:Cytolytic_CYT_Rooney	1017.0	-0.08903224184272895	0.004491174573703885	Cytolytic_CYT_Rooney	other	0.009880584062148548	True
TACSTD2	ssgsea:TLS_12chemokine_Coppola	1017.0	-0.0934933102284446	0.0028412132369293945	TLS_12chemokine_Coppola	inflamed	0.0046356637023584855	True
TACSTD2	ssgsea:TLS_Cabrita9	1017.0	-0.018001775761652024	0.5663569949731223	TLS_Cabrita9	inflamed	0.5663569949731223	False
TACSTD2	ssgsea:TLS_Cabrita9_noY	1017.0	-0.02655627045697821	0.3975534280530992	TLS_Cabrita9_noY	inflamed	0.4249709058498647	False
TACSTD2	ssgsea:Bcell_follicular	1017.0	-0.02565403805981908	0.41378736046014625	Bcell_follicular	inflamed	0.42758027247548447	False
TACSTD2	ssgsea:MHC_class_I	1017.0	0.05118463891789244	0.10281384964823362	MHC_class_I	other	0.15283139812575267	False
TACSTD2	ssgsea:Immunoproteasome	1017.0	0.09292062778016058	0.00301647170177596	Immunoproteasome	other	0.007213301895551209	True
TACSTD2	ssgsea:HALLMARK_ALLOGRAFT_REJECTION	1017.0	0.06583661194862074	0.03579450123158788	HALLMARK_ALLOGRAFT_REJECTION	inflamed	0.04267805916073939	True
TACSTD2	ssgsea:HALLMARK_ANGIOGENESIS	1017.0	-0.021842304114857835	0.48656222671020394	HALLMARK_ANGIOGENESIS	exclusion	0.5514371902715645	False
TACSTD2	ssgsea:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1017.0	0.027651210914385826	0.378375631657792	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	exclusion	0.45945612415589027	False
TACSTD2	ssgsea:HALLMARK_HYPOXIA	1017.0	0.1088150270487187	0.0005085386480510969	HALLMARK_HYPOXIA	exclusion	0.002161289254217162	True
TACSTD2	ssgsea:HALLMARK_IL6_JAK_STAT3_SIGNALING	1017.0	0.1891270922662737	1.2103246714955644e-09	HALLMARK_IL6_JAK_STAT3_SIGNALING	other	1.0907593534804619e-08	True
TACSTD2	ssgsea:HALLMARK_INFLAMMATORY_RESPONSE	1017.0	0.25504415515266804	1.451241501195117e-16	HALLMARK_INFLAMMATORY_RESPONSE	inflamed	4.498848653704863e-15	True
TACSTD2	ssgsea:HALLMARK_INTERFERON_ALPHA_RESPONSE	1017.0	0.16989061364808403	5.0117040681876284e-08	HALLMARK_INTERFERON_ALPHA_RESPONSE	inflamed	4.2896427787886847e-07	True
TACSTD2	ssgsea:HALLMARK_INTERFERON_GAMMA_RESPONSE	1017.0	0.15716576685281727	4.722497736258263e-07	HALLMARK_INTERFERON_GAMMA_RESPONSE	inflamed	2.0913918546286593e-06	True
TACSTD2	ssgsea:HALLMARK_TGF_BETA_SIGNALING	1017.0	0.10162761647509258	0.001172984455778207	HALLMARK_TGF_BETA_SIGNALING	exclusion	0.003988147149645903	True
TACSTD2	ssgsea:HALLMARK_TNFA_SIGNALING_VIA_NFKB	1017.0	0.23137524284158914	7.947215064457107e-14	HALLMARK_TNFA_SIGNALING_VIA_NFKB	other	2.1854841427257047e-12	True
TACSTD2	ssgsea:CYT	1017.0	-0.10082687181792696	0.0012833974938258146	CYT	inflamed	0.002210295683811125	True
