target	score	n	partial_r	p	score_short	family	p_adj	rejected_0.05
TACSTD2	ssgsea:IFNG_Ayers6	16.0	0.2823529411764706	0.2893498290632738	IFNG_Ayers6	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:IFNG_Ayers_preliminary10	16.0	0.17058823529411765	0.5276097688612683	IFNG_Ayers_preliminary10	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:ExpandedImmune_Ayers18	16.0	0.0411764705882353	0.8796536149318311	ExpandedImmune_Ayers18	inflamed	0.9833616883408761	False
TACSTD2	ssgsea:TcellInflamed_GEP18	16.0	0.09705882352941177	0.7206513082372035	TcellInflamed_GEP18	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:CD8_Teffector_Mariathasan	16.0	-0.19999999999999998	0.45768790507519996	CD8_Teffector_Mariathasan	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:Cytolytic_CYT_Rooney	16.0	-0.09999999999999999	0.7125163701282782	Cytolytic_CYT_Rooney	other	0.8444848387406511	False
TACSTD2	ssgsea:TLS_12chemokine_Coppola	16.0	0.10882352941176471	0.6882882939574141	TLS_12chemokine_Coppola	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:TLS_Cabrita9	16.0	0.09117647058823529	0.7370049501736591	TLS_Cabrita9	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:TLS_Cabrita9_noY	16.0	0.11176470588235293	0.6802736949858407	TLS_Cabrita9_noY	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:Bcell_follicular	16.0	0.22647058823529412	0.39898292664128926	Bcell_follicular	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:MHC_class_I	16.0	-0.5	0.04858028888702389	MHC_class_I	other	0.5199123809175262	False
TACSTD2	ssgsea:Immunoproteasome	16.0	-0.26176470588235295	0.3274104118125863	Immunoproteasome	other	0.7664925429540559	False
TACSTD2	ssgsea:HALLMARK_ALLOGRAFT_REJECTION	16.0	-0.18823529411764706	0.4850866091454684	HALLMARK_ALLOGRAFT_REJECTION	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:HALLMARK_ANGIOGENESIS	16.0	-0.09117647058823529	0.7370049501736591	HALLMARK_ANGIOGENESIS	exclusion	0.9913748045563624	False
TACSTD2	ssgsea:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	16.0	0.33529411764705885	0.20425458084551504	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	exclusion	0.5787213123956259	False
TACSTD2	ssgsea:HALLMARK_HYPOXIA	16.0	0.01764705882352941	0.9482801500547113	HALLMARK_HYPOXIA	exclusion	0.9913748045563624	False
TACSTD2	ssgsea:HALLMARK_IL6_JAK_STAT3_SIGNALING	16.0	-0.1264705882352941	0.6406944408168839	HALLMARK_IL6_JAK_STAT3_SIGNALING	other	0.8444848387406511	False
TACSTD2	ssgsea:HALLMARK_INFLAMMATORY_RESPONSE	16.0	-0.03823529411764706	0.8881976539853075	HALLMARK_INFLAMMATORY_RESPONSE	inflamed	0.9833616883408761	False
TACSTD2	ssgsea:HALLMARK_INTERFERON_ALPHA_RESPONSE	16.0	-0.3235294117647059	0.22157412500124282	HALLMARK_INTERFERON_ALPHA_RESPONSE	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:HALLMARK_INTERFERON_GAMMA_RESPONSE	16.0	-0.07647058823529412	0.778340980960703	HALLMARK_INTERFERON_GAMMA_RESPONSE	inflamed	0.9651428163912719	False
TACSTD2	ssgsea:HALLMARK_TGF_BETA_SIGNALING	16.0	0.07941176470588236	0.7700253190398251	HALLMARK_TGF_BETA_SIGNALING	exclusion	0.9913748045563624	False
TACSTD2	ssgsea:HALLMARK_TNFA_SIGNALING_VIA_NFKB	16.0	0.02058823529411765	0.9396737397890448	HALLMARK_TNFA_SIGNALING_VIA_NFKB	other	0.974612144847043	False
TACSTD2	ssgsea:CYT	16.0	-0.014705882352941175	0.9568919240316421	CYT	inflamed	0.9913748045563624	False
TACSTD2	estimate:StromalScore	16.0	-0.0029411764705882353	0.9913748045563624	StromalScore	exclusion	0.9913748045563624	False
TACSTD2	estimate:ImmuneScore	16.0	-0.15	0.5792486306642535	ImmuneScore	inflamed	0.9651428163912719	False
TACSTD2	estimate:ESTIMATEScore	16.0	0.13823529411764704	0.6096659407501827	ESTIMATEScore	other	0.8444848387406511	False
TACSTD2	xcell:B-cells	16.0	-0.0058823529411764705	0.9827505044191351	B-cells	inflamed	0.9913748045563624	False
TACSTD2	xcell:CD4+ T-cells	16.0	0.3970588235294118	0.12780600908826178	CD4+ T-cells	inflamed	0.9651428163912719	False
TACSTD2	xcell:CD8+ T-cells	16.0	-0.17352941176470588	0.5204075144487407	CD8+ T-cells	inflamed	0.9651428163912719	False
TACSTD2	xcell:Tregs	16.0	-0.23823529411764705	0.37425412972798855	Tregs	other	0.7664925429540559	False
TACSTD2	xcell:NK cells	16.0	-0.55	0.027293972709730583	NK cells	inflamed	0.8461131540016481	False
TACSTD2	xcell:Monocytes	16.0	-0.10882352941176471	0.6882882939574141	Monocytes	other	0.8444848387406511	False
TACSTD2	xcell:Macrophages	16.0	0.07941176470588236	0.7700253190398251	Macrophages	other	0.8470278509438076	False
TACSTD2	xcell:Macrophages M1	16.0	0.22352941176470587	0.40529834728275926	Macrophages M1	other	0.7664925429540559	False
TACSTD2	xcell:Macrophages M2	16.0	-0.3911764705882353	0.13407128619725525	Macrophages M2	other	0.6703564309862762	False
TACSTD2	xcell:DC	16.0	0.28823529411764703	0.2789844597370832	DC	other	0.7664925429540559	False
TACSTD2	xcell:cDC	16.0	0.22647058823529412	0.39898292664128926	cDC	other	0.7664925429540559	False
TACSTD2	xcell:pDC	16.0	-0.4970588235294117	0.050133557803774174	pDC	other	0.5199123809175262	False
TACSTD2	xcell:Neutrophils	16.0	-0.6352941176470589	0.008182064616334002	Neutrophils	other	0.22500677694918508	False
TACSTD2	xcell:Mast cells	16.0	-0.24705882352941175	0.35627504151257744	Mast cells	other	0.7664925429540559	False
TACSTD2	xcell:Eosinophils	16.0	0.4147058823529412	0.11022940391770165	Eosinophils	other	0.6696016962389866	False
TACSTD2	xcell:Fibroblasts	16.0	-0.17352941176470588	0.5204075144487407	Fibroblasts	exclusion	0.8846927745628591	False
TACSTD2	xcell:Endothelial cells	16.0	0.5441176470588236	0.029336337481376512	Endothelial cells	exclusion	0.26669112931454714	False
TACSTD2	xcell:Adipocytes	16.0	-0.0823529411764706	0.7617330787524739	Adipocytes	other	0.8470278509438076	False
TACSTD2	tide:No benefits	16.0	-0.4852941176470588	0.056717714281911955	No benefits	other	0.5199123809175262	False
TACSTD2	tide:Responder	16.0	-0.014705882352941175	0.9568919240316421	Responder	other	0.974612144847043	False
TACSTD2	tide:TIDE	16.0	-0.011764705882352941	0.9655081698956275	TIDE	exclusion	0.9913748045563624	False
TACSTD2	tide:IFNG	16.0	0.19999999999999998	0.45768790507519996	IFNG	inflamed	0.9651428163912719	False
TACSTD2	tide:MSI Score	16.0	-0.1764705882352941	0.5132505967364671	MSI Score	other	0.8444848387406511	False
TACSTD2	tide:CD274	16.0	-0.15	0.5792486306642535	CD274	other	0.8444848387406511	False
TACSTD2	tide:CD8	16.0	-0.12058823529411765	0.6564245147485953	CD8	inflamed	0.9651428163912719	False
TACSTD2	tide:CTL.flag	16.0	-0.2764705882352941	0.29994212849237334	CTL.flag	inflamed	0.9651428163912719	False
TACSTD2	tide:Dysfunction	16.0	0.06176470588235294	0.8202418775044894	Dysfunction	exclusion	0.9913748045563624	False
TACSTD2	tide:Exclusion	16.0	0.30882352941176466	0.24449869579851782	Exclusion	exclusion	0.5928419769413018	False
TACSTD2	tide:MDSC	16.0	0.4088235294117647	0.11588783814878345	MDSC	exclusion	0.4925233121323297	False
TACSTD2	tide:CAF	16.0	0.2088235294117647	0.4376585109498007	CAF	exclusion	0.8266882984607347	False
TACSTD2	tide:TAM M2	16.0	0.28823529411764703	0.2789844597370832	TAM M2	exclusion	0.5928419769413018	False
TACSTD2	tide:CTL	16.0	-0.16764705882352943	0.5348568245819436	CTL	inflamed	0.9651428163912719	False
TACSTD2	tip:Step1_release_of_cancer_antigens	16.0	-0.22647058823529412	0.39898292664128926	Step1_release_of_cancer_antigens	other	0.7664925429540559	False
TACSTD2	tip:Step2_cancer_antigen_presentation	16.0	0.3735294117647059	0.1541224698968481	Step2_cancer_antigen_presentation	other	0.676908032792485	False
TACSTD2	tip:Step3_priming_and_activation	16.0	0.0	1.0	Step3_priming_and_activation	other	1.0	False
TACSTD2	tip:Step4_trafficking_of_immune_cells	16.0	-0.19411764705882353	0.47128972836210753	Step4_trafficking_of_immune_cells	inflamed	0.9651428163912719	False
TACSTD2	tip:Step5_infiltration_of_immune_cells	16.0	0.5029411764705883	0.04706314046727303	Step5_infiltration_of_immune_cells	exclusion	0.26669112931454714	False
TACSTD2	tip:Step6_recognition_of_cancer_cells	16.0	-0.2676470588235294	0.31625441854830927	Step6_recognition_of_cancer_cells	other	0.7664925429540559	False
TACSTD2	tip:Step7_killing_of_cancer_cells	16.0	-0.36470588235294116	0.16486839724475397	Step7_killing_of_cancer_cells	inflamed	0.9651428163912719	False
TACSTD2	tip:Step4_B_cell	16.0	0.5088235294117647	0.04413521823498383	Step4_B_cell	other	0.5199123809175262	False
TACSTD2	tip:Step4_Basophil	16.0	0.3588235294117647	0.17230386289263253	Step4_Basophil	other	0.676908032792485	False
TACSTD2	tip:Step4_CD4_T_cell	16.0	0.42352941176470593	0.10210932208599749	Step4_CD4_T_cell	other	0.6696016962389866	False
TACSTD2	tip:Step4_CD8_T_cell	16.0	0.15294117647058825	0.5717446192454617	Step4_CD8_T_cell	other	0.8444848387406511	False
TACSTD2	tip:Step4_Dendritic_cell	16.0	0.023529411764705882	0.931073583667659	Step4_Dendritic_cell	other	0.974612144847043	False
TACSTD2	tip:Step4_Eosinophil	16.0	0.22352941176470587	0.40529834728275926	Step4_Eosinophil	other	0.7664925429540559	False
TACSTD2	tip:Step4_MDSC	16.0	-0.05294117647058824	0.8456104411493658	Step4_MDSC	exclusion	0.9913748045563624	False
TACSTD2	tip:Step4_Macrophage	16.0	-0.10882352941176471	0.6882882939574141	Step4_Macrophage	other	0.8444848387406511	False
TACSTD2	tip:Step4_Monocyte	16.0	-0.11176470588235293	0.6802736949858407	Step4_Monocyte	other	0.8444848387406511	False
TACSTD2	tip:Step4_NK_cell	16.0	0.09117647058823529	0.7370049501736591	Step4_NK_cell	other	0.8444848387406511	False
TACSTD2	tip:Step4_Neutrophil	16.0	-0.23823529411764705	0.37425412972798855	Step4_Neutrophil	other	0.7664925429540559	False
TACSTD2	tip:Step4_T_cell	16.0	0.1764705882352941	0.5132505967364671	Step4_T_cell	other	0.8444848387406511	False
TACSTD2	tip:Step4_TH1_cell	16.0	0.17941176470588235	0.5061395399904387	Step4_TH1_cell	other	0.8444848387406511	False
TACSTD2	tip:Step4_TH17_cell	16.0	-0.4176470588235294	0.10747407939930048	Step4_TH17_cell	other	0.6696016962389866	False
TACSTD2	tip:Step4_TH22_cell	16.0	0.27941176470588236	0.2946176535684143	Step4_TH22_cell	other	0.7664925429540559	False
TACSTD2	tip:Step4_Th2_cell	16.0	0.7235294117647059	0.001534481189823956	Step4_Th2_cell	other	0.08439646544031758	False
TACSTD2	tip:Step4_Treg_cell	16.0	0.27058823529411763	0.3107606271023349	Step4_Treg_cell	other	0.7664925429540559	False
TACSTD2	quantiseq_style:B.cells	16.0	0.14411764705882352	0.5943782881736934	B.cells	other	0.8444848387406511	False
TACSTD2	quantiseq_style:Macrophages.M1	16.0	0.25	0.35039147910720203	Macrophages.M1	other	0.7664925429540559	False
TACSTD2	quantiseq_style:Macrophages.M2	16.0	0.10882352941176471	0.6882882939574141	Macrophages.M2	other	0.8444848387406511	False
TACSTD2	quantiseq_style:Monocytes	16.0	-0.12352941176470587	0.6485420669723406	Monocytes	other	0.8444848387406511	False
TACSTD2	quantiseq_style:Neutrophils	16.0	-0.40294117647058825	0.12174576295254301	Neutrophils	other	0.6696016962389866	False
TACSTD2	quantiseq_style:NK.cells	16.0	0.049999999999999996	0.8540995521297438	NK.cells	other	0.9210877522967825	False
TACSTD2	quantiseq_style:T.cells.CD4	16.0	0.36470588235294116	0.16486839724475397	T.cells.CD4	other	0.676908032792485	False
TACSTD2	quantiseq_style:T.cells.CD8	16.0	0.049999999999999996	0.8540995521297438	T.cells.CD8	inflamed	0.9833616883408761	False
