	TACSTD2	CLDN4	TACSTD2_CLDN4_mean
NSCLC378	6.861086905995394	7.875657212551882	7.3683720592736375
NSCLC1104	8.429532278767628	8.204473331100186	8.317002804933907
NSCLC947	4.3348542693316325	1.1505596765753812	2.7427069729535067
NSCLC990	0.6040713236688608	0.1634987322828795	0.38378502797587016
NSCLC1203	6.403438163008279	7.651123465266199	7.027280814137239
NSCLC1327	7.576673292516575	7.689369056858228	7.633021174687402
NSCLC1401	3.2078928516413328	2.1667154449664223	2.6873041483038778
NSCLC1155	8.804486003132515	6.915998851738901	7.860242427435708
NSCLC573	5.578938713093386	3.554588851677637	4.566763782385512
NSCLC825	8.069046911268172	8.89666541154852	8.482856161408346
NSCLC1528	7.341274183692174	7.20633064787105	7.273802415781612
NSCLC1508	8.684713560577862	7.820306628893824	8.252510094735843
NSCLC1708	8.50834941622587	6.7311832415722	7.619766328899035
NSCLC1352	8.227519680316778	6.428443926153613	7.327981803235195
NSCLC1066	8.356363931224907	7.018589667805939	7.687476799515423
NSCLC1017	6.22573765346606	5.360715425392931	5.7932265394294955
NSCLC1358	7.603181229013857	8.27206985934139	7.937625544177623
NSCLC1510	6.5049381316496095	8.890841847500003	7.697889989574806
NSCLC1164	6.750472518762509	8.776992235700709	7.763732377231609
NSCLC1412	8.225496670112252	8.836902461486945	8.531199565799598
NSCLC1145	5.97338167497138	7.913308315438674	6.9433449952050275
NSCLC1425	8.942309229246362	7.682432841227047	8.312371035236705
NSCLC1554	8.191059214531656	6.993900755637419	7.5924799850845375
NSCLC1619	5.439290681042018	5.9071310247467945	5.673210852894407
NSCLC1809	7.825340439545006	9.04736934029876	8.436354889921883
NSCLC1873	4.560714954474479	7.23429054170594	5.89750274809021
NSCLC1079	7.904183003245026	4.857483428286672	6.380833215765849
