target	score	GSE126044_r	GSE126044_p	GSE126044_fdr	GSE135222_r	GSE135222_p	GSE135222_fdr	TCGA_NSCLC_r	TCGA_NSCLC_p	TCGA_NSCLC_fdr	n_cohorts_with_r	n_negative	n_positive	sign_agree
TACSTD2	xcell:CD8+ T-cells	-0.2588235294117647	0.3330723066336084	0.7860929802597566	-0.2545787545787545	0.2000274912043382	0.8435467987609881	-0.228784586731493	1.521851291028578e-13	2.6505500431877632e-12	3	3	0	True
TACSTD2	mcp:CD8 T cells	-0.2588235294117647	0.3330723066336084	0.7860929802597566	0.0860937271517382	0.6693923229559795	0.8435467987609881	-0.1643152772038638	1.36797785435699e-07	8.481462697013339e-07	3	2	1	False
TACSTD2	tide:CD8	-0.238235294117647	0.3742541297279885	0.7860929802597566	0.003052503052503	0.987943843640947	0.987943843640947	-0.1799742776025674	7.485363069988306e-09	7.73487517232125e-08	3	2	1	False
TACSTD2	ssgsea:CD8_Teffector_Mariathasan	-0.2529411764705882	0.344563031337499	0.7860929802597566	0.05006105006105	0.8041565865396065	0.8903162208117072	-0.145560672723646	3.1447635265934757e-06	9.748766932439772e-06	3	2	1	False
TACSTD2	ssgsea:CYT	-0.1911764705882352	0.4781640128170284	0.8129018907633851	0.1544566544566544	0.4417527030638729	0.8435467987609881	-0.1310827954550398	2.749834157781546e-05	6.231852149951308e-05	3	2	1	False
TACSTD2	tide:Exclusion	0.488235294117647	0.0550150297781375	0.7383422679693799	0.0653235653235653	0.746153261897503	0.8444740202506577	0.0993477906593971	0.0015128936285608	0.0032148989606917	3	0	3	True
TACSTD2	estimate:ImmuneScore	-0.238235294117647	0.3742541297279885	0.7860929802597566	-0.2203907203907203	0.2693126156347753	0.8435467987609881	-0.0797908994265703	0.0109122366942208	0.0135311735008338	3	3	0	True
CLDN4	xcell:CD8+ T-cells	-0.3088235294117646	0.2444986957985178	0.252648652325135	-0.3034188034188034	0.1239173168652987	0.5402929180940187	-0.0515728120415071	0.1002276796223309	0.1553529034146129	3	3	0	True
CLDN4	mcp:CD8 T cells	-0.5352941176470588	0.0326158632940219	0.14153508761653	0.3315524386056301	0.0911340043873935	0.4938684167923706	-0.0749257299731591	0.0168559143156043	0.0373238102702666	3	2	1	False
CLDN4	tide:Exclusion	0.6794117647058824	0.0037934326691597	0.0644883553757156	-0.0152625152625152	0.9397708554489196	0.9397708554489196	-0.3162500128093198	4.671279435499284e-25	7.941175040348782e-24	3	2	1	False
CLDN4	estimate:StromalScore	-0.4382352941176471	0.0895300319918799	0.4881942781957921	-0.4841269841269841	0.0105032131420901	0.1785546234155325	0.0148412192391408	0.6364008594223002	0.6364008594223002	3	2	1	False
CLDN4	tide:MDSC	0.5588235294117647	0.0244365114245057	0.2077103471082987	0.2649572649572649	0.1816705562233708	0.5510876424084391	-0.3136282556024843	1.1940787820103251e-24	1.0149669647087764e-23	3	1	2	False
