target	score	n	spearman_r	p	score_short	family	p_adj	rejected_0.05
CLDN4	tide:Exclusion	1017	-0.31625001280931986	4.671279435499284e-25	Exclusion	exclusion	7.941175040348782e-24	True
CLDN4	tide:MDSC	1017	-0.3136282556024843	1.1940787820103251e-24	MDSC	exclusion	1.0149669647087764e-23	True
CLDN4	tip:Step5_infiltration_of_immune_cells	1017	0.29811899237740763	2.5454814739388886e-22	Step5_infiltration_of_immune_cells	exclusion	1.4424395018987035e-21	True
CLDN4	tide:TIDE	1017	-0.2462359274205086	1.640533419786901e-15	TIDE	exclusion	6.97226703409433e-15	True
CLDN4	xcell:Endothelial cells	1017	0.16250544718723026	1.8816088702717335e-07	Endothelial cells	exclusion	6.397470158923893e-07	True
CLDN4	tide:Dysfunction	1017	0.15863208576373755	3.679072638762728e-07	Dysfunction	exclusion	1.042403914316106e-06	True
CLDN4	mcp:Endothelial cells	1017	0.14249444501911898	5.0688121183869295e-06	Endothelial cells	exclusion	1.2309972287511115e-05	True
CLDN4	xcell:Fibroblasts	1017	0.13632292695033768	1.2862470594777713e-05	Fibroblasts	exclusion	2.4899362899216672e-05	True
CLDN4	ssgsea:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1017	-0.1361566803062404	1.3182015652526474e-05	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	exclusion	2.4899362899216672e-05	True
CLDN4	tide:CAF	1017	-0.13411154141330117	1.7785889525865272e-05	CAF	exclusion	3.023601219397096e-05	True
CLDN4	mcp:Fibroblasts	1017	-0.12126881845914672	0.00010580629235457983	Fibroblasts	exclusion	0.00016351881545707792	True
CLDN4	ssgsea:HALLMARK_HYPOXIA	1017	-0.11870961265732653	0.00014795906586410022	HALLMARK_HYPOXIA	exclusion	0.00020960867664080864	True
CLDN4	ssgsea:HALLMARK_ANGIOGENESIS	1017	-0.04587887731544979	0.1437225627954701	HALLMARK_ANGIOGENESIS	exclusion	0.18794488980946092	False
CLDN4	tip:Step4_MDSC	1017	-0.0350223810792393	0.2644872761826077	Step4_MDSC	exclusion	0.3211631210788808	False
CLDN4	ssgsea:HALLMARK_TGF_BETA_SIGNALING	1017	0.031752396007298095	0.31172572013303723	HALLMARK_TGF_BETA_SIGNALING	exclusion	0.3532891494841089	False
CLDN4	tide:TAM M2	1017	-0.023938586978078068	0.44571245821816213	TAM M2	exclusion	0.4735694868567973	False
CLDN4	estimate:StromalScore	1017	0.014841219239140883	0.6364008594223002	StromalScore	exclusion	0.6364008594223002	False
CLDN4	ssgsea:HALLMARK_INTERFERON_ALPHA_RESPONSE	1017	0.16831445117221278	6.679461622855497e-08	HALLMARK_INTERFERON_ALPHA_RESPONSE	inflamed	2.0706331030852044e-06	True
CLDN4	mcp:Cytotoxic lymphocytes	1017	-0.14343041815121094	4.386043830384334e-06	Cytotoxic lymphocytes	inflamed	6.798367937095718e-05	True
CLDN4	ssgsea:TLS_Cabrita9_noY	1017	0.1363178730979901	1.2872074963253319e-05	TLS_Cabrita9_noY	inflamed	0.00013301144128695095	True
CLDN4	ssgsea:HALLMARK_INTERFERON_GAMMA_RESPONSE	1017	0.12580716075490633	5.7435711191889066e-05	HALLMARK_INTERFERON_GAMMA_RESPONSE	inflamed	0.0004451267617371403	True
CLDN4	estimate:ImmuneScore	1017	0.11089943715400422	0.00039527779393986386	ImmuneScore	inflamed	0.002450722322427156	True
CLDN4	mcp:NK cells	1017	-0.0959561032650006	0.0021884462616468133	NK cells	inflamed	0.010862604447043803	True
CLDN4	ssgsea:HALLMARK_INFLAMMATORY_RESPONSE	1017	0.094886853586438	0.0024528461654615037	HALLMARK_INFLAMMATORY_RESPONSE	inflamed	0.010862604447043803	True
CLDN4	mcp:B lineage	1017	0.09216068347250374	0.003264238736479868	B lineage	inflamed	0.012648925103859489	True
CLDN4	ssgsea:CD8_Teffector_Mariathasan	1017	-0.08837470244695643	0.004796952642668057	CD8_Teffector_Mariathasan	inflamed	0.01505759312764508	True
CLDN4	tide:CTL	1017	-0.08824945132974633	0.004857288105691961	CTL	inflamed	0.01505759312764508	True
CLDN4	ssgsea:TLS_Cabrita9	1017	0.08651649904965478	0.005765398090877724	TLS_Cabrita9	inflamed	0.016247940074291766	True
CLDN4	ssgsea:HALLMARK_ALLOGRAFT_REJECTION	1017	0.08234091041083008	0.008611082824393124	HALLMARK_ALLOGRAFT_REJECTION	inflamed	0.022245297296348904	True
CLDN4	tip:Step7_killing_of_cancer_cells	1017	-0.07652287680026489	0.014649629777793537	Step7_killing_of_cancer_cells	inflamed	0.034933732547046126	True
CLDN4	mcp:CD8 T cells	1017	-0.07492572997315917	0.016855914315604306	CD8 T cells	inflamed	0.037323810270266676	True
CLDN4	tide:CTL.flag	1017	-0.07345904537559976	0.019133172365234753	CTL.flag	inflamed	0.039541889554818486	True
CLDN4	ssgsea:CYT	1017	-0.07097202468252449	0.023611036298565247	CYT	inflamed	0.04574638282847017	True
CLDN4	tide:CD8	1017	-0.056381576009933064	0.0722956771689331	CD8	inflamed	0.13183329366099567	False
CLDN4	ssgsea:IFNG_Ayers6	1017	-0.052166006534773726	0.09637590113008947	IFNG_Ayers6	inflamed	0.15535290341461297	False
