	TACSTD2	CLDN4	TACSTD2_CLDN4_mean
TCGA-44-6774-01	11.4345	12.2869	11.8607
TCGA-44-3919-01	13.0419	13.3954	13.21865
TCGA-44-6147-01	12.8878	13.7565	13.32215
TCGA-55-8301-01	12.0766	13.3162	12.6964
TCGA-95-7562-01	12.8509	14.0595	13.4552
TCGA-55-6983-01	11.9734	13.1022	12.5378
TCGA-53-7813-01	11.818	11.7644	11.7912
TCGA-MN-A4N1-01	14.0908	13.8564	13.973600000000001
TCGA-78-7159-01	11.2808	12.4767	11.87875
TCGA-50-6673-01	11.8041	12.8528	12.32845
TCGA-75-7025-01	13.5002	12.2662	12.883199999999999
TCGA-55-7726-01	14.014	12.2533	13.13365
TCGA-L9-A743-01	12.4301	13.3234	12.87675
TCGA-86-8358-01	6.981	11.9182	9.4496
TCGA-55-6972-01	11.9009	14.1394	13.020150000000001
TCGA-55-7727-01	13.3551	12.0609	12.708
TCGA-91-6831-01	10.7052	12.0528	11.379
TCGA-MN-A4N4-01	14.5906	12.384	13.487300000000001
TCGA-55-8302-01	13.6042	14.9435	14.27385
TCGA-MP-A4TK-01	13.026	13.477	13.2515
TCGA-18-3417-01	13.2696	13.2332	13.2514
TCGA-22-4613-01	13.2131	11.1383	12.175699999999999
TCGA-90-7769-01	15.3806	14.5155	14.948049999999999
TCGA-77-A5G1-01	14.6212	11.9368	13.279
TCGA-77-A5G3-01	13.2486	12.5064	12.8775
TCGA-66-2766-01	13.3919	12.132	12.761949999999999
TCGA-37-4135-01	13.0046	13.2415	13.12305
TCGA-56-8201-01	12.2553	8.7146	10.484950000000001
TCGA-43-7656-01	11.4213	11.2256	11.323450000000001
TCGA-85-8481-01	14.655	13.9554	14.3052
TCGA-56-A4ZK-01	14.6652	13.2013	13.933250000000001
TCGA-22-1011-01	15.4278	12.1806	13.8042
TCGA-77-8156-01	11.4981	12.2364	11.86725
TCGA-43-A475-01	13.0762	12.1655	12.62085
TCGA-37-3789-01	13.548	12.4551	13.00155
TCGA-22-4596-01	11.8719	13.1646	12.51825
TCGA-58-A46N-01	13.6462	10.9722	12.3092
TCGA-63-A5MW-01	10.7405	9.1185	9.9295
TCGA-85-8479-01	14.5275	10.8679	12.697700000000001
TCGA-68-8251-01	13.0631	12.3626	12.71285
TCGA-34-7107-01	12.5842	10.2468	11.4155
TCGA-37-4141-01	12.1227	11.4466	11.78465
TCGA-39-5040-01	10.9254	13.9118	12.4186
TCGA-43-2578-01	11.3005	12.2594	11.77995
TCGA-63-A5M9-01	10.8133	10.3261	10.569700000000001
TCGA-92-8063-01	14.3601	13.286	13.823049999999999
TCGA-NC-A5HR-01	13.0134	12.7129	12.863150000000001
TCGA-51-4079-01	14.8208	12.7096	13.7652
TCGA-66-2795-01	12.4462	11.7738	12.11
TCGA-96-7544-01	12.8852	10.0184	11.451799999999999
TCGA-21-1081-01	14.0509	12.5331	13.292
TCGA-37-A5EM-01	13.9888	13.0824	13.535599999999999
TCGA-63-6202-01	8.9	12.9735	10.93675
TCGA-98-A53I-01	12.9956	12.1004	12.548
TCGA-46-3767-01	12.9585	11.9131	12.4358
TCGA-22-4599-01	9.1335	10.5536	9.84355
TCGA-58-8391-01	13.947	13.0048	13.4759
TCGA-85-8580-01	12.7329	11.9835	12.3582
TCGA-60-2715-01	11.6391	11.2388	11.438949999999998
TCGA-39-5031-01	12.6704	12.1329	12.40165
TCGA-66-2792-01	12.7614	11.0859	11.92365
TCGA-92-7340-01	14.6428	10.7601	12.70145
TCGA-85-8287-01	11.4708	12.1044	11.787600000000001
TCGA-56-8622-01	14.8218	12.235	13.5284
TCGA-22-5471-01	13.1133	12.6076	12.86045
TCGA-77-A5GA-01	14.2926	12.0802	13.186399999999999
TCGA-85-A4QQ-01	14.285	11.6935	12.98925
TCGA-66-2744-01	12.383	10.1819	11.28245
TCGA-22-5480-01	9.6659	9.9598	9.812850000000001
TCGA-58-8388-01	12.1122	11.2557	11.68395
TCGA-63-7022-01	12.3685	9.9825	11.1755
TCGA-85-8584-01	13.1746	13.7807	13.47765
TCGA-77-8128-01	11.7531	11.4458	11.599450000000001
TCGA-60-2708-01	11.745	10.9578	11.3514
TCGA-85-7699-01	11.3296	10.156	10.742799999999999
TCGA-33-AAS8-01	9.8479	10.962	10.40495
TCGA-18-3408-01	13.0078	11.5142	12.261
TCGA-56-8626-01	13.4423	10.8621	12.1522
TCGA-22-4601-01	14.3815	13.131	13.756250000000001
TCGA-43-6773-01	13.1004	12.2871	12.693750000000001
TCGA-60-2706-01	11.2641	13.6404	12.45225
TCGA-77-A5G8-01	13.6537	11.8979	12.7758
TCGA-85-8355-01	12.449	12.5322	12.4906
TCGA-22-4593-01	11.1126	9.3035	10.20805
TCGA-60-2712-01	12.0826	11.4005	11.74155
TCGA-85-7843-01	14.1937	9.9286	12.06115
TCGA-66-2790-01	11.0228	11.4114	11.2171
TCGA-NC-A5HE-01	12.3793	13.0572	12.718250000000001
TCGA-33-4547-01	13.7327	11.6833	12.707999999999998
TCGA-34-5240-01	14.5377	13.0122	13.77495
TCGA-63-5131-01	13.2089	11.5924	12.400649999999999
TCGA-66-2758-01	10.5996	12.2091	11.40435
TCGA-85-A50M-01	13.3675	13.0273	13.1974
TCGA-NC-A5HI-01	15.0953	11.5998	13.34755
TCGA-77-8009-01	6.1114	6.2592	6.1853
TCGA-43-A56U-01	13.4418	12.1378	12.7898
TCGA-68-A59J-01	12.5086	12.3359	12.42225
TCGA-34-5236-01	12.4123	12.049	12.23065
TCGA-22-1002-01	13.3604	11.8436	12.602
TCGA-NK-A5D1-01	10.8873	11.0316	10.95945
TCGA-51-4080-01	13.0123	11.6034	12.30785
TCGA-33-6737-01	12.2107	11.4666	11.83865
TCGA-56-7223-01	10.5889	11.9833	11.286100000000001
TCGA-39-5011-01	12.8673	12.8242	12.845749999999999
TCGA-39-5037-01	12.5492	11.5812	12.0652
TCGA-66-2777-01	13.9266	12.8525	13.38955
TCGA-21-5783-01	11.657	11.9029	11.77995
TCGA-85-7950-01	7.839	10.9204	9.3797
TCGA-77-8153-01	13.8212	12.5481	13.18465
TCGA-L3-A4E7-01	14.0512	12.5072	13.2792
TCGA-60-2724-01	13.1492	10.9952	12.0722
TCGA-90-A59Q-01	14.1419	12.6247	13.3833
TCGA-94-7557-01	13.3812	12.9056	13.1434
TCGA-96-7545-01	13.0318	12.0373	12.53455
TCGA-85-6798-01	11.1636	12.0303	11.59695
TCGA-98-7454-01	12.0472	9.4406	10.7439
TCGA-66-2771-01	15.0328	11.7395	13.38615
TCGA-56-8083-01	10.848	11.7996	11.3238
TCGA-85-7696-01	13.1451	12.4373	12.7912
TCGA-77-A5G6-01	12.9382	11.6478	12.293
TCGA-90-A4ED-01	12.137	9.5781	10.85755
TCGA-56-A4BX-01	13.8011	13.1749	13.488
TCGA-NC-A5HG-01	13.9932	13.2903	13.64175
TCGA-37-5819-01	8.5663	12.5566	10.56145
TCGA-66-2727-01	13.1476	10.8378	11.9927
TCGA-77-6843-01	11.6104	11.7549	11.682649999999999
TCGA-77-8130-01	13.5502	10.2458	11.898
TCGA-34-5928-01	12.118	12.2976	12.207799999999999
TCGA-22-4594-01	11.1644	13.4567	12.31055
TCGA-22-A5C4-01	11.3341	11.6811	11.5076
TCGA-33-A5GW-01	14.3119	12.7672	13.53955
TCGA-94-8035-01	13.7566	11.6805	12.71855
TCGA-94-A5I4-01	13.9177	13.7523	13.835
TCGA-94-7943-01	12.6403	13.3496	12.99495
TCGA-85-A53L-01	11.9623	12.5098	12.23605
TCGA-63-5128-01	12.5908	11.8714	12.2311
TCGA-63-A5MU-01	13.9382	12.1564	13.0473
TCGA-37-4129-01	4.7682	11.9873	8.377749999999999
TCGA-98-A53C-01	11.4117	11.2109	11.3113
TCGA-56-A4ZJ-01	13.9799	12.7492	13.364550000000001
TCGA-22-0940-01	13.5749	12.179	12.87695
TCGA-77-8145-01	12.834	12.1259	12.479949999999999
TCGA-O2-A52W-01	13.7208	11.4677	12.59425
TCGA-63-A5MV-01	12.4722	10.8269	11.649550000000001
TCGA-34-5231-01	9.4651	8.4798	8.972449999999998
TCGA-33-AASD-01	13.4395	11.9404	12.68995
TCGA-77-8140-01	13.9864	13.8002	13.8933
TCGA-39-5019-01	12.6364	13.4077	13.02205
TCGA-22-5478-01	12.3821	13.2948	12.83845
TCGA-90-7964-01	14.6583	13.3106	13.98445
TCGA-68-8250-01	13.0435	12.4741	12.7588
TCGA-56-8504-01	12.8169	11.9156	12.36625
TCGA-NC-A5HP-01	12.327	11.8738	12.1004
TCGA-33-4566-01	13.0351	10.3132	11.674150000000001
TCGA-58-8393-01	13.8329	12.9481	13.3905
TCGA-63-A5MS-01	12.3213	12.3812	12.35125
TCGA-66-2780-01	15.053	13.087	14.07
TCGA-21-1075-01	11.1417	11.3304	11.236049999999999
TCGA-56-7823-01	13.1235	12.445	12.78425
TCGA-63-A5MP-01	14.0216	12.7114	13.366499999999998
TCGA-85-8072-01	13.7444	12.8368	13.290600000000001
TCGA-21-1078-01	15.1935	12.8456	14.019549999999999
TCGA-77-A5GH-01	11.7671	12.319	12.043050000000001
TCGA-60-2714-01	12.3527	13.8053	13.079
TCGA-34-2600-01	15.2687	15.0448	15.15675
TCGA-33-4533-01	10.307	10.2844	10.2957
TCGA-85-A510-01	9.3866	11.7379	10.562249999999999
TCGA-52-7622-01	12.8627	12.8039	12.833300000000001
TCGA-77-7337-01	12.35	10.9798	11.6649
TCGA-37-A5EN-01	13.0092	12.3796	12.6944
TCGA-77-8148-01	12.7074	11.0739	11.89065
TCGA-18-5592-01	12.4813	10.5141	11.497699999999998
TCGA-92-7341-01	13.4944	12.9788	13.2366
TCGA-34-A5IX-01	14.563	11.716	13.1395
TCGA-56-8623-01	12.5296	12.4322	12.4809
TCGA-63-A5MI-01	12.5632	10.0099	11.28655
TCGA-66-2791-01	12.4389	11.1762	11.807549999999999
TCGA-21-1071-01	12.3682	11.5901	11.97915
TCGA-60-2711-01	13.219	12.66	12.939499999999999
TCGA-37-4133-01	15.6711	14.1927	14.931899999999999
TCGA-34-8454-01	14.2974	10.38	12.3387
TCGA-77-8146-01	13.7417	12.6329	13.1873
TCGA-56-7582-01	12.6604	12.5726	12.616499999999998
TCGA-18-3406-01	13.5046	11.8352	12.6699
TCGA-56-8309-01	12.288	12.7286	12.5083
TCGA-21-1080-01	15.6303	10.9949	13.3126
TCGA-60-2721-01	13.2763	12.3036	12.789950000000001
TCGA-60-2716-01	14.5409	11.8929	13.216899999999999
TCGA-66-2737-01	12.4643	11.5208	11.99255
TCGA-63-7021-01	14.5755	12.6785	13.626999999999999
TCGA-85-8352-01	9.2331	13.386	11.30955
TCGA-85-7698-01	12.5741	12.4781	12.5261
TCGA-77-8139-01	13.2705	11.4444	12.35745
TCGA-98-8020-01	13.3348	10.6385	11.986650000000001
TCGA-85-8052-01	14.0223	11.6893	12.855799999999999
TCGA-43-3920-01	12.451	12.1662	12.3086
TCGA-77-7142-01	13.7382	10.8082	12.2732
TCGA-NC-A5HK-01	15.4658	13.6026	14.5342
TCGA-60-2719-01	13.5195	10.966	12.242750000000001
TCGA-58-8387-01	13.6585	9.8056	11.732050000000001
TCGA-43-7658-01	9.6546	12.3666	11.0106
TCGA-96-A4JK-01	11.9976	10.851	11.4243
TCGA-43-6143-01	12.4979	11.6782	12.088049999999999
TCGA-56-8305-01	12.905	11.2966	12.1008
TCGA-66-2769-01	11.0287	9.8656	10.44715
TCGA-22-1000-01	14.6463	12.0035	13.3249
TCGA-18-3412-01	15.6406	13.4911	14.56585
TCGA-66-2759-01	14.783	11.8966	13.3398
TCGA-66-2794-01	12.3998	12.5123	12.456050000000001
TCGA-21-1083-01	12.2377	11.2448	11.74125
TCGA-60-2695-01	12.1823	12.5513	12.3668
TCGA-85-6560-01	5.9708	7.8907	6.93075
TCGA-98-8022-01	13.0466	12.4741	12.760349999999999
TCGA-43-5668-01	13.0084	12.5652	12.7868
TCGA-21-5786-01	11.7095	10.6602	11.18485
TCGA-34-8456-01	12.4055	12.6846	12.54505
TCGA-66-2755-01	8.8363	11.3846	10.11045
TCGA-18-4083-01	12.7938	11.0697	11.93175
TCGA-56-7222-01	13.5324	12.6411	13.08675
TCGA-52-7812-01	12.455	13.2037	12.82935
TCGA-94-8490-01	13.5835	12.0851	12.8343
TCGA-51-4081-01	12.0058	11.8854	11.9456
TCGA-39-5028-01	14.6785	12.0133	13.3459
TCGA-22-5482-01	13.5215	12.2852	12.90335
TCGA-60-2725-01	12.5297	11.8557	12.1927
TCGA-21-5782-01	14.177	11.2254	12.7012
TCGA-66-2800-01	11.9722	12.244	12.1081
TCGA-18-3421-01	13.627	11.1429	12.38495
TCGA-22-1016-01	13.1593	12.0676	12.61345
TCGA-77-8008-01	13.9247	10.667	12.29585
TCGA-66-2767-01	12.9597	13.1592	13.05945
TCGA-22-4609-01	12.657	12.949	12.803
TCGA-43-3394-01	13.2874	11.946	12.6167
TCGA-43-8115-01	12.5355	11.0675	11.8015
TCGA-39-5016-01	14.6014	13.1576	13.8795
TCGA-66-2770-01	12.4821	11.6122	12.04715
TCGA-85-7697-01	14.3092	12.0665	13.187850000000001
TCGA-85-A4CN-01	12.3184	12.0344	12.176400000000001
TCGA-56-A5DS-01	14.018	12.2682	13.1431
TCGA-37-3792-01	14.6427	12.7436	13.69315
TCGA-O2-A52N-01	14.0933	11.2248	12.65905
TCGA-66-2753-01	12.1294	11.3196	11.724499999999999
TCGA-66-2754-01	7.4476	12.0266	9.7371
TCGA-46-6026-01	11.9363	11.4983	11.7173
TCGA-85-7710-01	12.9934	11.3047	12.149049999999999
TCGA-85-8664-01	11.2587	11.4173	11.338
TCGA-34-5241-01	14.4162	13.1551	13.78565
TCGA-43-A474-01	13.0417	11.312	12.17685
TCGA-96-A4JL-01	11.9314	16.0591	13.99525
TCGA-NC-A5HO-01	14.8478	12.2256	13.5367
TCGA-77-8133-01	12.7038	12.4907	12.597249999999999
TCGA-66-2778-01	15.0781	12.977	14.02755
TCGA-22-5473-01	11.8703	11.8269	11.848600000000001
TCGA-33-AASI-01	13.7169	11.879	12.79795
TCGA-98-A53B-01	13.3284	11.6805	12.50445
TCGA-43-6647-01	11.5215	8.8172	10.16935
TCGA-22-4595-01	11.798	11.5973	11.69765
TCGA-56-6546-01	10.1647	11.7773	10.971
TCGA-60-2698-01	13.581	11.2986	12.4398
TCGA-56-5898-01	13.8991	13.6492	13.77415
TCGA-77-6842-01	10.5031	10.4328	10.46795
TCGA-34-8455-01	13.9164	10.2471	12.08175
TCGA-43-A56V-01	13.3852	12.4714	12.9283
TCGA-77-8154-01	14.0368	10.4489	12.24285
TCGA-77-8138-01	14.4339	13.2934	13.86365
TCGA-22-5491-01	14.7166	13.5642	14.1404
TCGA-85-A4CL-01	13.726	12.1084	12.917200000000001
TCGA-39-5022-01	12.8722	12.1564	12.514299999999999
TCGA-63-A5MR-01	13.3391	12.3178	12.82845
TCGA-66-2781-01	12.775	12.8683	12.82165
TCGA-77-7139-01	14.3155	13.1127	13.7141
TCGA-37-A5EL-01	12.7036	11.6918	12.197700000000001
TCGA-39-5036-01	15.011	13.4597	14.23535
TCGA-58-8392-01	12.6678	12.4614	12.564599999999999
TCGA-66-2763-01	13.7839	11.3814	12.58265
TCGA-66-2785-01	14.4296	13.5702	13.9999
TCGA-22-5479-01	12.0168	11.0259	11.52135
TCGA-63-A5MT-01	13.5039	12.0534	12.778649999999999
TCGA-33-4532-01	12.8848	11.7395	12.312149999999999
TCGA-70-6722-01	15.1201	13.0172	14.068650000000002
TCGA-60-2707-01	15.0489	13.8433	14.4461
TCGA-85-8071-01	14.2853	9.3351	11.8102
TCGA-22-1012-01	13.109	12.8507	12.979849999999999
TCGA-58-A46K-01	12.1926	11.908	12.0503
TCGA-94-A5I6-01	11.5519	11.8383	11.6951
TCGA-56-A4BY-01	14.7084	13.253	13.980699999999999
TCGA-85-8049-01	12.6196	13.0595	12.83955
TCGA-60-2710-01	13.8572	12.465	13.161100000000001
TCGA-18-4086-01	13.8456	12.3625	13.10405
TCGA-37-4132-01	10.9051	11.5484	11.22675
TCGA-63-7023-01	11.122	12.7493	11.935649999999999
TCGA-21-1070-01	14.0235	12.4415	13.2325
TCGA-33-6738-01	14.8558	14.9813	14.91855
TCGA-56-A4BW-01	13.7086	10.4102	12.0594
TCGA-56-8308-01	15.3878	13.5787	14.48325
TCGA-21-1079-01	12.6451	8.2048	10.424949999999999
TCGA-66-2742-01	14.8871	13.0173	13.952200000000001
TCGA-63-7020-01	14.0374	12.85	13.4437
TCGA-33-AASJ-01	14.9252	13.666	14.2956
TCGA-85-8353-01	11.8411	11.2714	11.55625
TCGA-18-3410-01	13.1078	12.289	12.6984
TCGA-85-8070-01	13.9257	14.0617	13.9937
TCGA-NC-A5HQ-01	14.5549	12.4279	13.491399999999999
TCGA-66-2783-01	14.3169	12.1832	13.25005
TCGA-18-3407-01	14.267	11.3286	12.797799999999999
TCGA-98-A53A-01	12.1032	11.4715	11.78735
TCGA-85-8276-01	12.2039	11.4107	11.807300000000001
TCGA-LA-A446-01	12.4173	12.3805	12.3989
TCGA-NC-A5HT-01	13.8215	11.1284	12.47495
TCGA-58-8386-01	11.6564	10.6652	11.1608
TCGA-77-A5GF-01	12.8873	12.0983	12.492799999999999
TCGA-56-7731-01	14.1915	12.5648	13.37815
TCGA-22-4604-01	12.4751	10.9081	11.6916
TCGA-56-8304-01	14.6659	11.2436	12.95475
TCGA-63-A5MN-01	13.7366	12.6083	13.17245
TCGA-96-8169-01	13.2621	12.507	12.88455
TCGA-33-4589-01	14.0204	12.3661	13.193249999999999
TCGA-37-4130-01	5.7891	10.5265	8.1578
TCGA-NC-A5HJ-01	11.4498	12.0597	11.75475
TCGA-85-A4PA-01	8.9376	8.5532	8.7454
TCGA-98-8023-01	12.4945	11.1492	11.821850000000001
TCGA-56-8625-01	12.1195	11.9904	12.05495
TCGA-43-6770-01	12.5122	10.8374	11.674800000000001
TCGA-60-2703-01	12.7264	11.2926	12.0095
TCGA-77-A5GB-01	12.8395	7.9753	10.407399999999999
TCGA-66-2788-01	13.5487	11.6551	12.6019
TCGA-39-5029-01	13.9072	12.91	13.4086
TCGA-18-3415-01	13.1872	11.6275	12.407350000000001
TCGA-90-A4EE-01	8.9163	10.5038	9.710049999999999
TCGA-34-2596-01	10.2267	10.3304	10.27855
TCGA-34-5929-01	9.4893	10.7188	10.10405
TCGA-96-8170-01	14.2886	12.466	13.3773
TCGA-46-3766-01	12.4551	12.2378	12.34645
TCGA-22-5483-01	11.4251	13.5568	12.490950000000002
TCGA-56-8629-01	13.6912	12.5239	13.10755
TCGA-63-A5MG-01	14.7101	12.9067	13.8084
TCGA-77-7140-01	13.6792	11.0787	12.37895
TCGA-77-7465-01	10.3713	9.626	9.99865
TCGA-94-8491-01	16.1678	14.249	15.208400000000001
TCGA-43-7657-01	12.531	11.6399	12.085450000000002
TCGA-NC-A5HF-01	14.1293	11.9946	13.06195
TCGA-63-A5MB-01	12.018	12.1548	12.086400000000001
TCGA-60-2722-01	13.7687	13.6259	13.6973
TCGA-66-2768-01	14.457	12.5951	13.526050000000001
TCGA-33-4579-01	6.6637	6.5133	6.5885
TCGA-77-7138-01	13.4738	11.0182	12.246
TCGA-68-A59I-01	13.5263	12.3862	12.95625
TCGA-22-1017-01	12.2597	13.8836	13.07165
TCGA-77-8131-01	13.4979	12.8112	13.15455
TCGA-94-A4VJ-01	14.3908	12.2074	13.2991
TCGA-56-A5DR-01	13.7323	13.5264	13.62935
TCGA-34-5927-01	11.844	11.6965	11.77025
TCGA-60-2697-01	12.8105	11.9118	12.361149999999999
TCGA-85-7844-01	12.5761	10.1288	11.352450000000001
TCGA-68-7756-01	14.6534	13.3038	13.9786
TCGA-85-A4JC-01	14.5435	11.7084	13.12595
TCGA-77-8007-01	11.2294	12.339	11.7842
TCGA-98-8021-01	13.7318	12.1207	12.92625
TCGA-58-A46J-01	13.4728	10.2487	11.86075
TCGA-22-5472-01	15.1452	13.6165	14.38085
TCGA-NC-A5HN-01	13.5148	10.8882	12.2015
TCGA-34-5239-01	12.5677	12.3649	12.4663
TCGA-92-8064-01	12.1674	12.3721	12.26975
TCGA-85-A50Z-01	14.2108	8.7175	11.46415
TCGA-77-7463-01	12.2859	10.3483	11.3171
TCGA-O2-A52V-01	14.0197	12.3429	13.1813
TCGA-21-5784-01	15.099	12.8994	13.9992
TCGA-85-6175-01	12.5345	11.098	11.81625
TCGA-39-5039-01	13.9018	12.5079	13.20485
TCGA-39-5024-01	14.286	11.6322	12.9591
TCGA-22-1005-01	12.3967	12.0722	12.234449999999999
TCGA-66-2757-01	10.9787	13.3826	12.18065
TCGA-52-7810-01	13.9165	12.826	13.37125
TCGA-85-A4QR-01	14.0698	12.4213	13.245550000000001
TCGA-LA-A7SW-01	12.5181	11.7686	12.14335
TCGA-90-7767-01	8.1327	7.5624	7.84755
TCGA-90-6837-01	15.0068	12.3064	13.656600000000001
TCGA-77-8150-01	12.6861	12.9248	12.80545
TCGA-33-4582-01	12.5074	11.322	11.9147
TCGA-51-6867-01	13.5721	13.4914	13.53175
TCGA-33-A4WN-01	14.4578	13.2857	13.87175
TCGA-18-5595-01	13.183	11.1284	12.1557
TCGA-18-3419-01	14.6387	12.7457	13.6922
TCGA-NK-A5CT-01	14.7009	13.8461	14.2735
TCGA-85-8288-01	12.9606	11.8088	12.384699999999999
TCGA-18-3416-01	14.4443	12.8798	13.66205
TCGA-79-5596-01	13.7053	13.3607	13.533
TCGA-18-4721-01	10.8346	10.8069	10.82075
TCGA-66-2789-01	13.6497	12.8311	13.2404
TCGA-85-8351-01	16.3833	12.476	14.429649999999999
TCGA-43-5670-01	14.6683	12.4746	13.57145
TCGA-60-2709-01	11.7502	12.3891	12.06965
TCGA-98-A53D-01	12.4696	11.5941	12.031849999999999
TCGA-85-8666-01	13.4638	12.6354	13.049600000000002
TCGA-56-8503-01	13.2689	11.3134	12.29115
TCGA-NK-A5CX-01	15.1863	13.1967	14.1915
TCGA-56-7221-01	12.7333	11.9434	12.33835
TCGA-21-1082-01	14.503	12.1634	13.3332
TCGA-63-A5ML-01	11.4835	11.8318	11.65765
TCGA-22-5477-01	11.3383	11.6933	11.5158
TCGA-98-A538-01	14.3918	11.9031	13.14745
TCGA-46-3765-01	13.3267	12.1583	12.7425
TCGA-22-4591-01	12.7419	12.5799	12.6609
TCGA-98-A53H-01	12.6305	12.3559	12.4932
TCGA-XC-AA0X-01	14.577	13.3105	13.94375
TCGA-98-A53J-01	14.0368	13.8093	13.92305
TCGA-85-8277-01	12.4291	10.9902	11.70965
TCGA-66-2787-01	6.1413	11.8175	8.9794
TCGA-77-8143-01	14.8369	12.2064	13.521650000000001
TCGA-85-6561-01	12.3226	11.2714	11.797
TCGA-77-6845-01	12.084	12.0068	12.0454
TCGA-56-7730-01	12.601	13.0831	12.84205
TCGA-21-1076-01	13.53035	12.4561	12.993224999999999
TCGA-39-5035-01	14.4912	11.6158	13.0535
TCGA-56-7579-01	14.5631	13.4385	14.0008
TCGA-58-A46M-01	10.8693	10.7837	10.8265
TCGA-77-7338-01	14.3595	12.3552	13.35735
TCGA-85-8582-01	13.3588	11.5325	12.44565
TCGA-63-A5MH-01	12.7313	9.9672	11.34925
TCGA-34-5234-01	13.5057	12.2929	12.8993
TCGA-63-A5MJ-01	12.814	12.0336	12.4238
TCGA-56-1622-01	13.9094	14.0627	13.986049999999999
TCGA-22-4605-01	14.2588	13.0472	13.653
TCGA-56-8624-01	13.8082	11.3517	12.57995
TCGA-94-7033-01	13.966	11.2254	12.5957
TCGA-85-A513-01	11.9584	13.3404	12.6494
TCGA-60-2704-01	11.6415	10.5862	11.11385
TCGA-33-4538-01	13.4112	12.2038	12.8075
TCGA-56-7822-01	15.0865	12.4085	13.747499999999999
TCGA-56-A62T-01	13.7168	11.513	12.614899999999999
TCGA-85-A4JB-01	12.2013	11.2797	11.7405
TCGA-56-A49D-01	13.5247	12.2127	12.8687
TCGA-43-2576-01	13.8337	13.6887	13.7612
TCGA-39-5034-01	11.3988	12.8972	12.148
TCGA-18-3411-01	12.4685	12.6919	12.580200000000001
TCGA-77-A5FZ-01	11.8294	11.7378	11.7836
TCGA-39-5030-01	11.3339	11.7253	11.5296
TCGA-58-8390-01	11.3908	12.0447	11.71775
TCGA-34-5232-01	15.5441	12.7107	14.1274
TCGA-43-8118-01	13.5298	11.6634	12.596599999999999
TCGA-66-2793-01	13.818	12.4197	13.11885
TCGA-68-7757-01	14.3634	12.7639	13.563649999999999
TCGA-66-2734-01	13.4754	11.6252	12.5503
TCGA-60-2696-01	14.8605	13.2178	14.03915
TCGA-60-2723-01	11.1558	12.1035	11.62965
TCGA-92-8065-01	14.7544	12.0062	13.3803
TCGA-60-2726-01	13.1383	11.1786	12.158449999999998
TCGA-52-7811-01	13.7244	12.875	13.2997
TCGA-21-1072-01	12.2944	11.0306	11.6625
TCGA-77-8136-01	12.5493	10.7799	11.6646
TCGA-22-5474-01	13.3459	13.1584	13.25215
TCGA-33-4587-01	11.1967	12.4758	11.83625
TCGA-39-5027-01	12.0401	12.2998	12.16995
TCGA-22-5492-01	13.3011	11.9523	12.6267
TCGA-18-3409-01	10.1938	9.0657	9.62975
TCGA-22-5485-01	11.2074	10.9021	11.05475
TCGA-66-2756-01	11.1239	13.5221	12.323
TCGA-33-4583-01	14.3513	12.9785	13.6649
TCGA-66-2773-01	13.2649	11.9621	12.6135
TCGA-MF-A522-01	13.6642	12.768	13.2161
TCGA-56-8628-01	13.2108	12.0631	12.63695
TCGA-21-A5DI-01	14.2457	11.6452	12.945450000000001
TCGA-18-3414-01	14.1954	13.1285	13.661950000000001
TCGA-77-7141-01	13.2089	13.0565	13.1327
TCGA-90-7766-01	15.4956	12.248	13.8718
TCGA-46-3768-01	12.5486	12.9518	12.7502
TCGA-O2-A52Q-01	14.3158	14.2424	14.2791
TCGA-22-5489-01	9.7585	10.8198	10.28915
TCGA-70-6723-01	12.9693	11.3832	12.17625
TCGA-NC-A5HD-01	14.0031	13.0807	13.5419
TCGA-NC-A5HM-01	12.9689	11.6715	12.3202
TCGA-60-2720-01	13.7757	12.7635	13.2696
TCGA-46-6025-01	12.9714	11.2606	12.116
TCGA-56-5897-01	13.4036	12.0023	12.702950000000001
TCGA-52-7809-01	11.5816	12.5882	12.084900000000001
TCGA-85-8048-01	12.8539	12.0344	12.44415
TCGA-43-8116-01	12.5309	11.2138	11.87235
TCGA-68-7755-01	13.4596	14.9244	14.192
TCGA-43-2581-01	12.161	11.703	11.931999999999999
TCGA-NC-A5HH-01	8.5283	6.5475	7.5379000000000005
TCGA-22-5481-01	7.2839	8.1648	7.724349999999999
TCGA-22-4607-01	15.6019	13.5062	14.55405
TCGA-21-5787-01	12.0967	10.6606	11.37865
TCGA-85-8350-01	14.0255	12.9504	13.48795
TCGA-66-2782-01	14.0716	12.004	13.0378
TCGA-66-2765-01	13.4429	9.5291	11.486
TCGA-NC-A5HL-01	13.772	11.579	12.6755
TCGA-43-6771-01	14.0953	12.3802	13.23775
TCGA-77-A5G7-01	13.744	10.0643	11.90415
TCGA-6A-AB49-01	12.2133	11.5091	11.8612
TCGA-33-AASB-01	12.9559	12.5464	12.751149999999999
TCGA-85-A511-01	12.2545	11.3639	11.8092
TCGA-NK-A7XE-01	12.4782	11.0034	11.7408
TCGA-56-6545-01	11.9646	8.8138	10.3892
TCGA-34-2608-01	13.6554	12.5405	13.09795
TCGA-46-3769-01	13.3793	13.1724	13.27585
TCGA-37-3783-01	13.7986	13.2442	13.5214
TCGA-56-8307-01	11.3879	12.7487	12.0683
TCGA-NK-A5CR-01	14.7585	12.9686	13.86355
TCGA-63-A5MM-01	13.7542	12.0746	12.9144
