ModelID	CellLineName	CCLEName	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	TACSTD2	sig_DNA_REPAIR	sig_DSB	sig_STING_CORE	sig_STING_ISG	sig_HLA_ABC	sig_MHC1	sig_HLA_II	sig_IFNG	HLA-A	HLA-B	HLA-C	B2M	STING1	CGAS	H2AX
ACH-000638	NCI-H441	NCIH441_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.106484424292539	9.17587385548062	-0.002178400061718547	0.3196635903723969	0.5748594988464625	0.21181137909402728	0.714272046846831	0.636827768262373	-0.4062083333968714	0.40304735785319146	10.142234723781186	7.9981390762424835	7.839833648417312	10.472284675095704	6.131342539123261	3.382667252745041	6.363521543546545
ACH-000343	NCI-H522	NCIH522_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.6461626571578936	0.2750070474998697	0.24783139902387347	0.24370206575975908	-0.17611650277556862	-0.427248810722781	-0.7263271855465914	-0.7490741859391252	0.08754347836164832	-0.22654398364815886	7.015693807105145	4.3125199674749455	5.317955218312439	8.610914100346477	1.3504972470841332	3.699329525673156	6.528727581534424
ACH-000945	NCI-H650	NCIH650_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.15704371014558	4.558879853475442	-0.0817768656650777	-0.23714321120376738	0.6791578663498392	0.047794172151691426	0.7909498850975668	0.6599016433939979	0.33476899059985404	0.18041533870148735	9.80642073224957	7.324360590927085	9.275682221294572	10.262447252254043	3.4620523187964327	3.500802053057157	5.704871964456353
ACH-000416	NCI-H838	NCIH838_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.5459683691052926	3.1651079851445365	-0.015454802345971259	-0.18274980547940822	0.841105495949947	-0.640215567406072	-1.301178209304501	-0.7975106058112208	-0.4422942854959983	-0.38220279887371594	7.5998384745466625	1.7990873060740036	2.9616233282869446	10.943027567822671	2.4828482830684653	3.694880192799191	5.0192571186810815
ACH-002497	NCI-H920	NCIH920_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.420549772116318	4.85598969730848	-0.300724315535955	0.3723721765186184	0.030268090310473773	-0.3528583418285199	-0.1683146663489895	0.12777821371152118	0.3293059903931463	0.22767891902885276	8.398487190018967	5.66732447027863	6.148120631123964	11.40397066035345	3.1292830169449664	4.59215800212536	2.0806576633452254
ACH-000030	PC-14	PC14_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.117279460053922	8.783784026219614	-0.25699795736453945	-0.6724238133454843	0.28223992557212785	-0.37421831315706033	-0.0955280816558036	-0.12039088241245352	-0.3847629245828507	-0.18287893198443544	7.4033529451907825	5.429281193335658	7.996275748989887	9.55901374184896	3.604071323668861	3.9240998856407416	5.627606838129649
ACH-000779	PC-9	PC9_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.807354922057604	7.915461145743733	-0.33338016089756284	-0.5922293219812264	0.24446799504891065	-0.5288829135595209	-0.62595433310361	-0.6265649708272927	-0.5664495217476261	-0.5155589357105744	6.727239777484807	3.778208576398088	6.7366048753142485	8.898722299679315	2.963474123974886	3.324810603420484	5.910013053421343
ACH-000791	RERF-LC-Ad1	RERFLCAD1_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.783653086390071	10.143893360756412	0.27028604763676767	0.3323853607721848	1.202179575951126	1.5644991964476067	1.3554856832739886	1.4299505057018913	2.214850559034428	0.9779024361697067	9.77797853652821	10.899583506444383	10.045759661382682	12.374849304638635	8.51044770935154	3.7980505147675134	7.188440488975161
ACH-000774	RERF-LC-Ad2	RERFLCAD2_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.132319783167718	8.40981519582048	-0.5372758329750366	-0.47763308637189633	0.4118454029376033	2.012235311267978	0.26313993172786176	0.3815718613713189	1.0641953219266493	0.4252891457366527	7.728668828607935	8.372212109189068	7.533796926299842	10.978638966004883	4.004501392234941	3.38404980679516	5.753016128735835
ACH-000482	RERF-LC-KJ	RERFLCKJ_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.835734632321086	9.157447996274298	-0.0472989768825112	-0.36240517903105696	0.10801599014553384	0.9669160268237197	0.6801183618206251	0.5832797463556929	-0.4459868633531272	0.22401548297070284	8.98638249066878	8.495655193790254	8.602179215671695	10.30206767252652	5.35860724911781	2.575312330687437	5.292413667827485
ACH-000062	RERF-LC-MS	RERFLCMS_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.811471030529836	3.534808661231747	-0.1065837844127281	-0.5073162407173182	0.6310563097915731	0.3801372509609486	0.019562231816433785	0.18063962280968085	0.24927281845910945	0.3875034620220912	7.779128369250976	6.68943894979436	7.2688460628731955	10.867433195578434	4.569855608330948	3.016139702655253	5.542877099354142
ACH-002526	SNU-1327	SNU1327_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.617798025902778	7.847809043407229	-0.4641307952221702	-0.9242758231686689	-1.6349485079641277	-0.7132381460721605	-0.8316551391204835	-0.5035113634533882	0.10618059341307358	-0.41242038407581244	5.558573776240628	5.51317488460363	5.417852514885898	10.588714635582264	0.01435529297707	0.4956951626240687	4.2720231890610485
ACH-002522	SNU-2292	SNU2292_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.5459683691052926	3.428946344769483	-0.48198977993960246	-0.051377187882386016	0.44359309679919556	0.7660281474189548	0.7864209178850894	1.106409233113126	2.269090482262309	1.0666703260623067	9.533621746281304	9.55205423626544	7.777616971178817	13.004079982843631	6.437460799511047	3.82781902461732	3.9457949567400608
ACH-002531	SNU-2535	SNU2535_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.178266467781853	8.845960418293286	-0.4463803344936444	-1.0800374142131854	0.08283629372786634	-0.19746388881766067	0.658550009454198	0.8530824120502432	0.5262920234168978	0.24100354282558403	9.001914808080217	9.011395000908111	8.029784146369549	12.044769772281	6.221297103163338	1.7180875839605168	3.843983844048328
ACH-000677	SW 1573	SW1573_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.056583528366368	1.632268215499513	0.3046709803282725	0.42082975022736785	0.01823775427945158	-0.27746108105098966	0.7891033011967	0.8537206836009779	0.6011375280580806	0.08153673392917803	9.26209484537018	9.469621468787963	8.185916087559614	11.45198377723019	1.5360529002402097	4.37851162325373	6.589913260672201
ACH-001489	COR-L32	CORL32_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	5.876762490781555	0.0	0.41647324395279783	0.6760610763757812	-0.9421638761788932	-0.25951634952246344	-0.18500962648560973	0.15767299823605158	-0.6308532404051485	-0.034163679556937894	6.36702153323231	6.234961094839504	8.01284797868289	11.662445857580664	0.070389327891398	0.0976107966264223	5.219942913954125
ACH-000511	Calu-1	CALU1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	6.3466023752989855	6.24412594328373	0.14714704156732458	0.28093968813089315	0.18149289621537973	0.44941714934402316	0.22030043898366303	0.3435863545236747	1.226251340279969	0.32663692810121653	7.848998430400023	7.783325684813521	7.589988141685422	10.942954284352211	5.663344619366085	2.82781902461732	6.921007800452218
ACH-000563	EBC-1	EBC1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.451087446957397	7.840652055941782	0.4115357753046321	0.5892105975240486	0.7183720328199401	0.03170450154123237	1.0799846860679299	1.2288015051241041	0.2611240393826497	0.22318022372444676	9.43993474597639	9.3451169006787	9.937417961129544	12.40822357828595	3.442280035252584	4.166715444966423	7.854245054220128
ACH-000585	EPLC-272H	EPLC272H_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.23035674505615	8.924070185585345	-0.11891306870842354	-0.2966600647838642	0.40225348916975906	0.14331808318248915	0.8043216500154137	0.8142100657821159	0.30927024288071303	0.2573843166527539	9.30435132166324	9.83024581537228	7.942279901705763	11.141660135639151	2.62760683812965	5.588564737401351	5.532628657517167
ACH-000843	HARA	HARA_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.2078928516413328	5.270528942380718	0.19318334331045997	0.560616066938143	0.42375993867041395	-0.02062735446561781	0.4815993606483307	0.4444319965749705	-0.4024964502177857	-0.04250522000152063	8.968263588541786	7.649543609911728	8.033698298750554	10.363258701707986	4.368069876532083	3.921245888585589	6.951051533288609
ACH-000878	HCC-15	HCC15_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.320755428706466	4.805808348701467	0.18053418769291776	0.4032317033399956	0.9240994800752563	1.2849772342917043	0.1132426577588646	0.39246931020809117	-0.5152862468654388	0.2885514086130619	9.580013542963718	5.900383816666934	6.351557662450426	11.730130439739542	6.039357765159702	4.448900951145128	7.258141995893771
ACH-000690	HCC-2814	HCC2814_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.300123724569014	6.095080491901415	0.06446743084897853	-0.3364202682470083	0.14664859407001893	-0.8282079073407128	-0.3387878603114611	-0.4272853268272234	-0.5771420238829624	-0.2433592738004806	8.063556869791105	5.278356528010724	5.769771739249448	8.800641097329084	3.4475791965488827	0.137503523749935	6.93969674069176
ACH-000454	HCC-95	HCC95_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.283273598920621	8.221393782341856	0.008335194573632868	-0.03326156049238979	-0.513680042195993	-0.34961004131953866	0.18086380628163587	0.1630081222426806	-0.15408458199002856	-0.07588082150027058	7.6937657122177825	7.927363164663584	7.406842754655301	10.02278391504765	4.842978831788326	0.0565835283663675	6.698079537111879
ACH-000975	HCC2450	HCC2450_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	1.1826922975161902	4.129283016944966	-0.15733896300566963	0.17606591323470439	-0.2809845661459171	-0.023579989497080796	0.21800343034065237	0.2810579461500027	-0.055884646503137715	-0.0380409232186434	8.160526958257925	8.040947209947152	6.9951452873736	10.572416016936998	3.3798981635246923	3.77082904603249	4.07638806851284
ACH-000858	KNS-62	KNS62_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.26463025566923	7.16400181665555	-1.1765427051447543	-1.1958318083832957	-0.4184503383186497	-0.06272517593846315	-0.3785103748510141	-0.2633330379042091	-0.35644825963069443	-0.377868653717884	6.428946344769483	6.394205430358875	6.570614721761189	9.981281854057412	3.460742563789644	3.6814492653149578	5.008092420948722
ACH-001113	LC-1/sq-SF	LC1SQSF_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	6.349082146391089	3.0669502439246266	-0.11442913973525255	0.12001305683792043	-0.23151924658675416	-0.21629967082889684	0.23161315757935189	0.1787865777974721	-0.26064203621731313	0.08077371934716915	8.133296365700577	7.148527425160464	7.834091759374495	9.88699208178664	2.1731274334806563	0.0840642647884745	4.740927560318628
ACH-000705	LC-1F	LC1F_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.272769732436512	0.5945485495503542	-0.11179014585857111	-0.14870189496115324	-0.6397809868409897	-0.4610342572052249	0.24984748269643822	-0.019316643769457326	0.07884619479289852	-0.15088951888505003	8.56616823114828	6.260025655961456	8.14934066928622	8.596450685138267	0.6135316529179271	0.0565835283663675	6.62993940943954
ACH-000769	LK-2	LK2_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	2.541019153133559	5.211790976252541	0.027671429562989895	0.1716371544947765	-1.1907855801605287	-0.6128616573347783	-0.7218040008006569	-0.7829954791193536	-0.4555713139503815	-0.5187708934182298	6.752079530948596	4.238022517825721	5.722192760895903	8.38353150427804	0.2630344058337938	0.1890338243900171	6.91528186586766
ACH-000176	LOU-NH91	LOUNH91_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.581953750848818	0.4114262457264649	0.10130677006696277	-0.1482248215438224	0.47255289453851274	0.40492679016593763	0.46157276908499717	0.5027242026672649	-0.05812776943707624	0.3498561016875773	9.277938267973711	7.839959587489532	7.381629467033664	10.81000922751178	4.866907978143166	3.642701571833233	5.898933871780176
ACH-000390	LUDLU-1	LUDLU1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.913009056991898	7.742882021000409	-0.10725310867294684	-0.28226868798312293	0.21705614784911872	-0.03391513248317087	0.4709671390204892	0.37873504075838615	-0.39537657238415286	0.08175983804181426	9.666295026041558	6.774918806557193	7.835734632321086	10.011506820396688	4.339850002884624	1.903038270112912	6.823494624712857
ACH-000737	NCI-H1385	NCIH1385_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.925584109389362	0.5160151470036647	-0.43749890952716547	-0.5433887731880185	-0.22005424345067662	-0.6763151450357621	0.04608590499612969	0.030726596408436377	-0.47892645560707603	-0.43166997988069356	9.379811543786987	5.677790101216656	6.34002810238993	9.832668530820492	1.0908534304511135	0.2387868595871165	5.433627167084783
ACH-000921	NCI-H157-DM	NCIH157DM_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	0.765534746362977	1.2141248053528475	0.3110676310767705	0.4285037927098995	1.18705892037318	0.16707065727390455	0.4723699773061066	0.40545468619450503	-0.18298533794530594	0.24079531514204858	8.475490259624268	8.751778352483102	7.675533686225485	10.167919865551935	4.2471680003747725	3.846994686965573	6.316507819103109
ACH-000747	NCI-H1703	NCIH1703_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	0.8718436485093178	0.3785116232537298	0.09037086003071593	0.7106507196920312	0.5698278224167381	-0.4018568334876959	0.7499168835975736	0.541027789427145	-0.25162850545599763	-0.1025715559785307	9.677631562332037	7.341007256859092	9.153349356184878	9.72558780066635	3.035623909730721	4.6904170955324656	5.339493737901733
ACH-000894	NCI-H1869	NCIH1869_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.397845735630698	9.039522271711608	-0.35962065256322695	-0.7197175735104403	0.4236323757571494	1.6015820348082355	1.2765739389035702	1.171635962785365	-0.4157269903250362	0.4474316096410777	9.853465514005078	9.737990895752334	10.385970221353809	11.161383860111991	6.887525270741588	2.992768430768924	6.216842842837263
ACH-000481	NCI-H2170	NCIH2170_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.974787405160122	7.403693786262805	-0.23527623552962276	-0.13651452853912352	0.020511181920232067	-0.17436880661379509	-0.5579121962473705	-0.5562787882531002	-0.5675764083587371	-0.26839468050220483	6.4409521980296365	5.415150205426387	6.195741293246449	9.016056107736445	2.769771739249448	2.794935662803536	7.016808287686554
ACH-000700	NCI-H2882	NCIH2882_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.817623257511431	0.2016338611696504	-0.02303777564701983	0.2211561775969363	-0.273101885120159	-0.33437467377718366	-0.1910480879207469	0.022947855896901015	1.6713513374179065	-0.022914218763615445	8.131856960608793	5.914803677251784	6.121844297876376	10.869053984613886	4.8894735425311096	2.7548875021634687	4.737686761409861
ACH-000395	NCI-H520	NCIH520_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.063502942306158	1.3448284969974411	0.20232205046893148	0.23532327379653162	-1.2995909367471608	-0.17480298866111518	-0.18132084650293576	-0.23531040004780046	-0.5264686373640888	-0.17977496320527156	7.44003860049473	4.837438714856374	7.879644509248082	9.250819494415412	0.3785116232537298	0.2986583155645151	6.9823091301297735
ACH-000261	RERF-LC-AI	RERFLCAI_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.125981653854716	4.621172752683435	0.07324285129000388	0.32579552854014543	-0.04819451208978108	-0.3558320306345939	0.5948401936697438	0.6041340296165725	0.4532116596574987	0.0024184351411380774	8.91611831474902	8.803162444415893	7.89196592687275	10.81890167588564	3.1984941536390834	3.643856189774725	6.984133594540979
ACH-000442	RERF-LC-Sq1	RERFLCSQ1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	5.204766750654613	3.4918530963296748	0.08435286996221304	0.062172176470055775	0.5789719799470208	0.31610183165387146	1.5911717234309073	1.5872072885191464	-0.42827150492222704	0.3965838062000367	11.103222229874277	11.347510643287686	9.610268198735705	12.255972741999608	4.745237332129749	2.189033824390017	6.248876342837134
ACH-000665	SK-MES-1	SKMES1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	7.105908508571158	7.525207571284386	-0.08643033306174741	-0.2397414831900879	0.809686443176535	1.5495221802801173	0.9413125728805838	0.9572304571119923	0.5516164264992914	0.6217037101532409	9.810539503090665	8.35521893510061	9.403459466676162	11.38710185259527	5.220329954879555	3.547203024756932	5.51064550409004
ACH-000669	SW 900	SW900_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.359793477311143	6.709290635723358	-0.09809417742962297	-0.12674737936857933	0.9661562358429141	1.7211431550007699	1.0166803566929667	1.0160084528176805	0.7119921979829383	0.847394722441974	9.873459492977537	10.111396531828564	8.395876828546461	11.400826081189042	5.636334602442182	3.694880192799191	6.675392543042777
ACH-000553	Sq-1	SQ1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	8.568070117946721	9.11097913063484	-0.30017516324039034	-0.2411978877933218	0.38467101970855966	-0.03269766171195882	1.0313010552289301	0.9299940416612471	0.4387907990604569	0.14939510261009087	9.642123916153489	9.946365345131872	8.899175630480514	10.809848499454477	2.9818526532897405	3.264536430999025	6.114991613333596
ACH-000803	COLO 668	COLO668_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.3474884972117955	1.4750848829487828	0.11924841834435172	0.23745643009679301	0.44252814378151306	-0.19006066848487752	0.7040660390388699	0.8456958289060901	-0.5727108057533333	0.09164419000035806	8.437294331497144	9.372125026733505	8.705874256074454	11.79173268940798	3.237257770900372	3.609991295212679	5.364922558505775
ACH-000382	COR-L24	CORL24_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.717676423066396	0.6599245584023783	0.305716206376226	0.29146663540803947	-0.4824953012026391	-0.3787642356834115	-0.08836899659012314	-0.46674822875737987	-0.11497938057353536	-0.20452577830679847	5.028127082317139	8.34442907361973	8.533096078561556	7.415657274159	1.811471030529836	2.6182386555954547	4.661065479806948
ACH-001046	COR-L26	CORL26_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.0426443374084937	0.070389327891398	-1.2448897303699578	-1.9833689370860184	0.19548662753666068	2.881897324891805	1.4793275174108702	1.5010479786879345	4.409373971425253	0.9970546619779718	10.371449959419545	10.909143047339898	10.121921982551074	12.242102277314304	2.8639384504239715	2.3305584000308026	4.968551603363945
ACH-000257	COR-L279	CORL279_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.856363275069203	1.831877241191673	0.1928887698863321	0.5309218689544606	-0.15680489855837393	-0.5319970732413707	-0.9436133487247114	-0.9275342166322682	-0.5744539923543887	-0.2068889851849374	7.339137384919585	2.073820233291672	5.343052434922969	8.516487980909975	2.1243281350022016	3.9231491804723087	5.988002937508055
ACH-000187	COR-L311	CORL311_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.727239777484807	0.1634987322828795	0.20315743360272223	0.7751485560222658	-1.033572054305217	-0.5909285878707939	0.4264085245227436	0.2335056546087666	-0.1866177004208375	-0.5548472250760607	9.203763987373277	7.214319120800765	7.7491990300609475	9.330155005686644	0.9927684307689242	0.1505596765753814	5.894332742277694
ACH-000695	COR-L47	CORL47_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	4.310340120612151	0.6507645591169022	0.37532182217456456	-0.048224571653284566	-1.1070552282476098	-0.39468878682067593	0.008851629323349014	-0.041003882791997626	-0.44240720504168424	-0.2663875803644063	8.941663885595661	4.819157223674968	7.317322159829551	9.565730442308784	1.38404980679516	0.0565835283663675	7.766131325910084
ACH-000508	COR-L88	CORL88_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.228818690495881	1.922197848396367	0.5156093582792685	1.0616167578911273	0.16780953809893173	-0.5948943882967853	-0.4973918407567502	-0.6114546214223965	-0.602626354387292	-0.3350110157264733	7.714382910651407	2.381283372503784	7.505732173741804	8.40322510902563	1.459431618637297	3.955126781261366	6.653060017104565
ACH-000743	COR-L95	CORL95_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.47585500126892	2.983677694698067	0.2980324510611053	-0.26319044403585756	0.28801448908049443	-0.17276313839332896	1.2074742134589147	1.0260661369744417	0.46947369647151094	0.08012900108794993	10.632904344468669	9.66530038238694	9.069771971380112	10.590119174107176	5.6464507064831775	2.6016965164809576	7.956521363333119
ACH-000594	DMS 153	DMS153_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.937462100716437	1.3950627995175775	0.442775079453239	1.039678172676534	0.6859972948587544	0.1191132582123986	0.3328840572621024	0.29616395929980965	0.624412671451418	0.1963853199170571	8.17921244837851	6.677931010045297	8.807322718683885	10.139423448232666	3.729008870337863	4.578334948681608	6.987207155975233
ACH-000749	DMS 273	DMS273_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	1.4059923596758368	0.5849625007211562	-0.2082080877925591	-0.4286277370742251	-0.7364895574198272	-0.7049441254982274	-0.01053456368670456	-0.10240464021718093	-0.568861565431427	-0.3650313185361923	8.210184275907636	6.563310691608564	6.662205499653616	9.280167588249991	4.617651119427331	2.017921907997262	4.860466258517167
ACH-000844	DMS 454	DMS454_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.439249118590352	2.572889668420581	0.18842749698948866	-0.05069164458824195	-0.6978058204741341	0.6127020062589501	0.33413371764547667	0.28807341677985626	-0.6074359681675362	-0.16437891817666428	9.044366795329989	7.021146554311502	7.504223119912845	10.084409798206332	0.1890338243900171	1.6644828403646823	6.454833906898869
ACH-000698	DMS 53	DMS53_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.729212856911676	6.278356528010724	0.25999997702561833	0.7109996928721856	0.30208304506418227	-0.16690139337780652	1.2860198895435602	1.1270106091636674	0.32760562406400834	0.0687645620779953	10.774375272802065	9.513056418903398	9.52657748488129	10.846273911349906	1.4541758931858022	4.208673319629471	5.458775699080244
ACH-000703	DMS 79	DMS79_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.445345986064033	1.070389327891398	0.49788157704181324	1.0311542167384615	0.16893476421160875	-0.0571671853430555	-0.5436126237133413	-0.44238660601483437	-0.49516035784195905	0.07561155614464503	7.375300135809439	4.332707933640605	6.042425465369708	9.64473956997969	3.921245888585589	4.90159099190337	7.630449157080622
ACH-000515	HCC-33	HCC33_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	3.114367024952	0.5945485495503542	0.4167881096301339	1.010036889932249	-0.9265358227856326	-0.9312449073624748	-2.0627252445659763	-2.061874797099212	-0.6132964093605501	-0.4934373656369901	4.6194130105979365	0.9781956296816516	2.307428525192248	6.718772591827187	0.1505596765753814	1.875780063068488	6.186460940035483
ACH-002051	Lu-134-A	LU134A_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.302501844112321	2.0840642647884744	0.02792772350870786	-0.19228221304130436	-0.8493626291049509	-0.4853451974302474	-0.05669342097588398	-0.18382866975812379	-0.5739786424594403	-0.5112367502518183	7.6827839558922895	7.5530532527664125	6.199476046442853	8.994947365487015	0.0	3.0250287944915226	5.584661907941469
ACH-001549	Lu-135	LU135_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.003152448666922	0.1505596765753814	0.06546710327654721	-0.12335210904392543	-0.45851671706827235	-0.714759367497594	-0.005264148039853725	-0.02361390818566099	-0.6430388807967672	-0.5395416039440061	7.818326527802984	6.724923070266613	7.034303767768035	9.736215874239912	4.7692427951405385	0.0285691521967709	5.532940288372874
ACH-002075	Lu-138	LU138_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.617944917420585	0.2265085298086797	0.05400887311336638	0.2798453220903264	-0.9547717526434696	-0.5068877413206733	-0.9674592799646234	-0.9687588869370767	-0.08802725542551165	-0.42581212850866756	6.36387192485753	2.3305584000308026	6.149543908709094	8.374257035174093	2.16349873228288	0.0426443374084937	5.664482840364682
ACH-002052	Lu-139	LU139_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.805292455600712	0.0	-0.08929515725003677	-0.5289200520925046	-1.5611070458057132	-1.1526549502035504	-1.7222490378917652	-1.5811323193998195	-0.6430388807967672	-0.8507734620852345	6.741197298571427	1.752748591407134	1.3276873641760472	8.092228584386778	0.9107326619029126	0.0426443374084937	5.172727518012845
ACH-002074	Lu-143	LU143_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.180108068712015	0.0	0.131732245051933	-0.0018934724750412678	-0.6750884697563537	-0.8742332376056019	-0.2286903372982559	-0.34856060390687604	-0.1867652329732947	-0.32040591874321106	6.678212786421367	6.842224612877244	6.871474058385383	8.777189549816478	1.9297909977185967	0.3103401206121505	5.581652530461277
ACH-002077	Lu-165	LU165_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.033863451866284	0.1505596765753814	0.4668699134318271	0.3874145378603856	-0.7858718848246228	-0.04865802929356466	0.8134055289207659	1.0521408638562955	0.4452179589327896	0.14302805969619667	8.932716728409384	9.547087320664728	8.673061684718366	12.550049314211032	0.5360529002402097	0.3673710656485294	5.745506265869159
ACH-000866	NCI-H1048	NCIH1048_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.780310099043376	0.1243281350022017	0.3157090323537844	0.5730222680195665	-0.17478057031054967	-0.14880626378023165	0.5728819267055828	0.4409761803946108	0.10598990313331712	0.13846228374753214	8.835197745047722	8.446504378565615	8.135452784185173	9.92500544374414	2.636914580355878	0.0565835283663675	7.1936731952876976
ACH-000514	NCI-H1092	NCIH1092_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.560409266362118	0.3334237337251918	0.5070642232290113	0.8155489436808009	-1.177846721334017	-0.7136991054110836	-1.365083326661689	-1.3197841987849281	-0.47855678204852614	-0.45324890462993955	7.244696817804489	1.4854268271702415	3.229587922740652	8.052459369118097	1.280956313831056	0.2868811477881615	6.5087455542444745
ACH-000780	NCI-H1105	NCIH1105_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.450881315273369	0.2509615735332187	0.3845282829114625	1.0555220863970698	-0.6605249676562316	-0.43592277926153084	-1.3546301216686352	-1.4091261871416645	-0.5000153204786956	-0.3756649220749253	5.751142324726947	1.996388746447621	4.67072705449947	7.460251098943846	1.01435529297707	0.3673710656485294	7.993844160496251
