setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset	rank
cldn4_high_to_all_TNK	a_priori_cytotoxicity	HLA-DRA	0.2945747417304026	6.272649498537852e-07	0.3852235550708833	0.22716347640525736	276	14	1
cldn4_high_to_all_TNK	a_priori_cytotoxicity	TYROBP	0.2938150362782465	6.723704981110794e-07	0.48773173391494	0.2328975869832362	276	14	2
cldn4_high_to_all_TNK	a_priori_cytotoxicity	HLA-DQB1	0.2563668933348268	1.6175645549415352e-05	0.3961286804798255	0.24142500460987973	276	14	3
cldn4_high_to_all_TNK	a_priori_cytotoxicity	CCL4	0.23664385552468004	7.183775858760889e-05	0.41357688113413305	0.20221697202854041	276	14	4
cldn4_high_to_all_TNK	a_priori_cytotoxicity	CD47	0.2148587957794025	0.0003239150508382381	0.3429661941112323	0.15907803967223522	276	14	5
cldn4_high_to_all_TNK	a_priori_cytotoxicity	CD58	0.21052949853921862	0.00042951473678750203	0.3366957470010905	0.14616059930128264	276	14	6
cldn4_high_to_all_TNK	a_priori_cytotoxicity	CD274	0.20061192068350978	0.0008027976169157693	0.6428571428571429	0.3309973875162813	276	14	7
cldn4_high_to_all_TNK	a_priori_cytotoxicity	HLA-A	0.18872747623711106	0.0016355181549520565	0.4618320610687023	0.23772066948276757	276	14	8
cldn4_high_to_all_TNK	a_priori_cytotoxicity	TNC	0.18631811625182043	0.0018799791318605354	0.3328789531079607	0.1271791327940052	276	14	9
cldn4_high_to_all_TNK	a_priori_cytotoxicity	ULBP2	0.16976375785887537	0.004682754492464564	0.423391494002181	0.2281161549184937	276	14	10
cldn4_high_to_all_TNK	a_priori_cytotoxicity	HLA-DRB1	0.16894674366539503	0.004888758793744522	0.39149400218102504	0.1617890719120563	276	14	11
cldn4_high_to_all_TNK	a_priori_cytotoxicity	SPP1	0.1678113941795511	0.005188565959294615	0.3306979280261723	0.14601390002579293	276	14	12
cldn4_high_to_all_TNK	a_priori_cytotoxicity	ITGB2	0.1616863209838388	0.007109371722493657	0.3484187568157034	0.1618795366717032	276	14	13
cldn4_high_to_all_TNK	a_priori_cytotoxicity	S100A8	0.15945834500628828	0.007951989579245498	0.34378407851690296	0.1445275048893288	276	14	14
cldn4_high_to_all_TNK	a_priori_cytotoxicity	ICAM1	0.15668864033317167	0.009122790645504242	0.35359869138495087	0.113126646762742	276	14	15
cldn4_high_to_all_TNK	a_priori_ifn	IFITM1	0.5330852003514813	1.148504770527383e-21	0.9406249999999999	0.6219886034919212	276	16	1
cldn4_high_to_all_TNK	a_priori_ifn	HLA-F	0.44358936987676156	9.827434115956662e-15	0.89375	0.4411069876485984	276	16	2
cldn4_high_to_all_TNK	a_priori_ifn	VSIG10	0.443490369096101	9.977889380962015e-15	0.8947115384615384	0.4268359138169924	276	16	3
cldn4_high_to_all_TNK	a_priori_ifn	CD40	0.43004440239969355	7.508969778067011e-14	0.9098557692307693	0.43974078422394947	276	16	4
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DRB5	0.4038147415117976	3.002091994428716e-12	0.8838942307692308	0.3413045268539653	276	16	5
cldn4_high_to_all_TNK	a_priori_ifn	HLA-B	0.4004086448293753	4.7355452207718615e-12	0.8795673076923076	0.37860884796841665	276	16	6
cldn4_high_to_all_TNK	a_priori_ifn	MDK	0.34983976774151365	2.2941589094651973e-09	0.851201923076923	0.30478507762606055	276	16	7
cldn4_high_to_all_TNK	a_priori_ifn	SDC2	0.32216531993681635	4.385625801242093e-08	0.8435096153846153	0.26109278916231543	276	16	8
cldn4_high_to_all_TNK	a_priori_ifn	CEACAM1	0.3097488040308253	1.5019532578140665e-07	0.8401442307692307	0.25935966582556247	276	16	9
cldn4_high_to_all_TNK	a_priori_ifn	ADAM9	0.3076685714396194	1.8359423512483066e-07	0.7882211538461539	0.24268719392549684	276	16	10
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DOA	0.3033227967586365	2.778877218497613e-07	0.8163461538461539	0.2985547635797528	276	16	11
cldn4_high_to_all_TNK	a_priori_ifn	CLEC2B	0.3008343295941105	3.5126696138618496e-07	0.8064903846153846	0.2259701528133478	276	16	12
cldn4_high_to_all_TNK	a_priori_ifn	CD38	0.2967555592582352	5.133287229496023e-07	0.8141826923076922	0.2577758636384471	276	16	13
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DRA	0.2963718622045258	5.318197610903818e-07	0.8173076923076923	0.3001313866776757	276	16	14
cldn4_high_to_all_TNK	a_priori_ifn	CD58	0.2855005718622532	1.419071271468776e-06	0.8182692307692307	0.2426743509328495	276	16	15
