ligand	n_a	n_b	mean_a	mean_b	median_a	median_b	U	p
IL7	4	8	0.13734298438129552	0.013493152879688304	0.15052969258372978	0.003027211058023601	1.0	0.013134295317363922
ALCAM	4	8	1.5293292352215124	0.8076572956064522	1.5260152922290184	0.6753198433525717	3.0	0.028282828282828285
HMGB1	4	8	1.3456329888887502	1.1431399706345315	1.3307607350379371	1.0887824613057648	4.0	0.04848484848484849
AGRN	4	8	0.23279262727351538	0.13157178408698988	0.20985910362843055	0.11309012942440957	4.0	0.04848484848484849
NECTIN2	4	8	0.3265414035893661	0.5539666077183268	0.3083613144291644	0.5179890341206065	28.0	0.04848484848484849
CLCF1	4	8	0.032927640644650466	0.11268114392926179	0.021053217679257608	0.06891923313883327	27.0	0.07272727272727274
TSPAN33	4	8	0.0614408256031188	0.025684393841878227	0.033048792198435914	0.0196934130064403	5.0	0.07272727272727274
NPNT	4	8	0.3366802649421452	0.18477782025070305	0.2968587188970053	0.19561759164269388	5.0	0.07272727272727274
MDK	4	8	0.7627058393252786	1.1011407263064146	0.7678099394937663	1.076257494924562	26.0	0.1090909090909091
NECTIN3	4	8	0.10706828853159053	0.06168627531525245	0.10863968894925763	0.05435797274785924	6.0	0.1090909090909091
F11R	4	8	1.3286544306988426	0.9235874084581865	1.1613387295556703	0.9611735017929034	6.0	0.1090909090909091
DUSP18	4	8	0.19885387487312078	0.07725774161068641	0.1937729834931181	0.0600537634241991	6.0	0.1090909090909091
LAMB1	4	8	0.028952594162446544	0.03976032261477458	0.0	0.019616695312934314	25.0	0.14598627771734832
LYZ	4	8	0.4316734540426596	0.27773282113476894	0.5392564915588784	0.3083124074234727	7.0	0.15353535353535355
CD58	4	8	0.10733063073110766	0.15580437278765494	0.10788899232413729	0.17010037032978287	25.0	0.15353535353535355
PCSK9	4	8	0.09724432721481598	0.02297371239466426	0.10525568875368027	0.017760189230104823	7.5	0.17347763610332068
OMG	4	8	0.32032203639311396	0.052927198158283194	0.18751626122859769	0.0	8.5	0.20441341470910446
FAM200A	4	8	0.1388825259778495	0.056384226247566734	0.15112595110466398	0.061654308897572146	8.0	0.21414141414141416
TIMP3	4	8	0.11423218542364136	0.22492781483206392	0.07106015005302804	0.19983044516701895	24.0	0.21414141414141416
TIMP1	4	8	0.25812387242460927	0.5830587880630353	0.1939243178542882	0.4761622781218491	24.0	0.21414141414141416
COL27A1	4	8	0.2066514783850668	0.14894446079570756	0.1622540726347455	0.10451562797225417	8.0	0.21414141414141416
COL1A1	4	8	0.2097811417658332	0.33567034037592697	0.1419603484641572	0.2512422603799711	24.0	0.21414141414141416
CLEC2B	4	8	0.14157332225096297	0.1385606170575444	0.09178137415239769	0.0636504073801283	8.0	0.21414141414141416
COL9A2	4	8	0.25347125949292365	0.09058117763081559	0.2671748374648393	0.06640876058097746	8.0	0.21414141414141416
PDCD1LG2	4	8	0.024342248062584473	0.006210407241179673	0.015248443915582516	0.004412750184063959	8.5	0.2261879139938675
CXCL14	4	8	0.6507670705105071	0.6294883617633642	0.6577381021500819	0.5708862053789154	9.0	0.2828282828282829
LGALS3	4	8	1.4209379766425783	1.7285058170552028	1.480517172346329	1.741325032083835	23.0	0.2828282828282829
CEACAM1	4	8	0.13877050948519098	0.2882051716047774	0.14023208281219351	0.31267361254890746	23.0	0.2828282828282829
HLA-DOA	4	8	0.3524502543283754	0.2567144861988661	0.3956357167417014	0.25874071811442617	9.0	0.2828282828282829
ITGB1	4	8	0.9829470118459609	1.2579776045513293	0.8594891918838146	1.075564999735203	23.0	0.2828282828282829
LAMB3	4	8	0.39681513718107125	0.6469230392812986	0.30607445498248265	0.5659196437319536	23.0	0.2828282828282829
IFITM1	4	8	0.17436686289763068	0.1179669874207949	0.1982369157209936	0.11237056418298855	9.0	0.2828282828282829
RECK	4	8	0.03690740245631783	0.014194845208538968	0.04190070486091091	0.012628568795465402	9.0	0.2828282828282829
CXCL16	4	8	0.6828486383225463	0.9728023244067743	0.6230829516467805	0.7843781830978955	23.0	0.2828282828282829
COL17A1	4	8	0.1094547520189946	0.08736466546685515	0.00976960469111222	0.0593788915028004	23.0	0.2828282828282829
ST14	4	8	0.25634675066372475	0.37458785222266827	0.24941702227618415	0.3644390391494894	23.0	0.2828282828282829
TGFB1	4	8	0.06211801497393675	0.11094483575993781	0.057466183171997726	0.08417828751718212	23.0	0.2828282828282829
LFNG	4	8	0.06065772147325336	0.08993687991152152	0.05829391004415341	0.08977481397035106	22.0	0.3676767676767677
FURIN	4	8	0.3287674030117144	0.5231311811832218	0.29358386485335153	0.45327655105068143	22.0	0.3676767676767677
ITGB2	4	8	0.05938182164775297	0.11363517453570479	0.049989832757504224	0.0973569986765956	22.0	0.3676767676767677
HLA-DOB	4	8	0.09511705073569886	0.08471612650478895	0.09318870836087476	0.06573164236457196	10.0	0.3676767676767677
HBEGF	4	8	0.2599777060701547	0.4225866569356245	0.26674466961851523	0.4399684197427911	22.0	0.3676767676767677
GPC3	4	8	0.28338360926146283	0.06521489347376258	0.1100709069000429	0.030186186533324583	10.0	0.3676767676767677
CTF1	4	8	0.1267379558032199	0.1416279288111521	0.08045488499385878	0.13719303371034555	22.0	0.3676767676767677
CD40	4	8	0.20328490916958114	0.16177966440496097	0.24695515610196156	0.11235845737155432	10.0	0.3676767676767677
ADAM28	4	8	0.17526900676053767	0.09989317419964784	0.12851043464705603	0.08891459343842442	10.0	0.3676767676767677
BACE1	4	8	0.08941216986961803	0.07023460019081068	0.09624775856334386	0.07937877323401298	10.0	0.3676767676767677
ADAM15	4	8	0.14320783536362194	0.1945266519831088	0.15247863360597724	0.17345669584801904	22.0	0.3676767676767677
S100A4	4	8	0.4599063778026619	0.45505729490557495	0.4788895413091944	0.31602497348337444	10.0	0.3676767676767677
TGOLN2	4	8	0.7335898360813269	0.5666293713490345	0.7389513868975821	0.5538866081748787	10.0	0.3676767676767677
S100A9	4	8	0.344103139100273	0.9151462531128027	0.3492989709521711	0.606520525790832	22.0	0.3676767676767677
TIMP2	4	8	0.1800471666463939	0.33502559559058964	0.19854709683538307	0.2694230404270687	22.0	0.3676767676767677
GRN	4	8	0.9357426205515897	1.0497452138316792	0.9683170336959326	1.0768523691057321	22.0	0.3676767676767677
SLPI	4	8	2.076813608461171	1.8133499722358584	2.568157368057747	1.9762815433071323	10.0	0.3676767676767677
DLK2	4	8	0.022939142214739226	0.0027069923569166005	0.006898367530876809	0.0	11.0	0.39406602928640555
SPP1	4	8	0.05202813211518176	0.3787667259058233	0.04449483466737906	0.0896344144085101	21.5	0.39493807393670455
COL28A1	4	8	0.1385511470746459	0.045241725149872694	0.09478446875764462	0.016397841799571565	10.5	0.39493807393670455
ANGPTL4	4	8	0.06354132945745539	0.14878201550579392	0.04820135621521818	0.13213726540921314	21.0	0.4365633631067837
LGALS3BP	4	8	1.4903116641341896	1.7087454963639244	1.5633152889853392	1.7631391088457826	21.0	0.46060606060606063
LGALS1	4	8	0.17079288850333488	0.4240227347116538	0.1424120485387001	0.2413181165680164	21.0	0.46060606060606063
LAMB2	4	8	0.22442483220032455	0.1564266707151131	0.1928542497676735	0.15038550156552014	11.0	0.46060606060606063
CEACAM5	4	8	0.10461756237169513	0.3870521224644626	0.10519751815865042	0.3912341135741326	21.0	0.46060606060606063
COPA	4	8	0.8560674288229189	0.7548699574475293	0.8458994025446723	0.7496378175871106	11.0	0.46060606060606063
MMP14	4	8	0.21961256303947618	0.28543055854340726	0.20795266619116964	0.2696801582805522	21.0	0.46060606060606063
B2M	4	8	3.6912935819972077	3.911877184064168	3.598730654867706	4.051085460623199	21.0	0.46060606060606063
CD320	4	8	0.06050700592983036	0.1067573074808756	0.05586084354852387	0.09253644806446529	21.0	0.46060606060606063
ADAM10	4	8	0.4561218061228631	0.398031066451145	0.4988689481875177	0.39725875623949913	11.0	0.46060606060606063
CD38	4	8	0.21818696048172648	0.1306169843584845	0.24692618821160617	0.14626203463071863	11.0	0.46060606060606063
CCL20	4	8	0.1450734350364772	0.3532015753375539	0.12112445609738186	0.16809250724460345	21.0	0.46060606060606063
CALR	4	8	1.9335085222493078	2.1829757628045834	1.9952381535148151	2.13171610404587	21.0	0.46060606060606063
CLEC11A	4	8	0.10120800684677661	0.05180819762057837	0.07822263281935189	0.03638435998213845	11.0	0.46060606060606063
TGFA	4	8	0.14544387653354876	0.2333147169660773	0.1467234124952928	0.18550557375870688	21.0	0.46060606060606063
TSPAN3	4	8	1.4064088980972342	1.0396648740662788	1.5576026356688462	1.17883768759009	11.0	0.46060606060606063
PLAU	4	8	0.2127650338161675	0.3467185390195566	0.11643591252218961	0.1615978676468523	21.0	0.46060606060606063
PTDSS1	4	8	0.3923973753661305	0.376835532159981	0.22782345543433707	0.3766507153806833	21.0	0.46060606060606063
SDC2	4	8	0.18031474271814285	0.13769292678669082	0.18808713367260832	0.1308223503531626	11.0	0.46060606060606063
SPON2	4	8	0.127084821106893	0.06321360612428199	0.11039027740221857	0.03977061828527334	11.0	0.46060606060606063
COL4A1	4	8	0.07635800033650839	0.04401004317708544	0.08098616277773407	0.02022972762805459	12.0	0.5494086252144355
HLA-DRB5	4	8	0.9975520018772034	0.6205230953285691	0.9275650542796094	0.13059886347796548	12.0	0.5515177080217877
TNC	4	8	0.15038839081114952	0.32255685325010963	0.10064152864794826	0.18782758318448634	20.0	0.5696969696969697
JAG2	4	8	0.15083956043354863	0.11603891221176482	0.16477381344889924	0.10205558977501289	12.0	0.5696969696969697
FN1	4	8	0.2738820020409615	0.23979562696202134	0.1818054502173569	0.1514891605588753	12.0	0.5696969696969697
HLA-DQA1	4	8	0.9022358647651123	0.8784610269608844	0.9797251534284371	0.6098149974190186	12.0	0.5696969696969697
FAM3C	4	8	0.5027859312495626	0.4580864166977953	0.49482286100087963	0.4660828647060532	12.0	0.5696969696969697
HLA-DPB1	4	8	1.3256102699947054	1.173925341928668	1.591301603523538	1.0629335268907658	12.0	0.5696969696969697
HLA-E	4	8	2.05364656792805	2.059272370850471	2.050169625303659	1.8440342297632772	12.0	0.5696969696969697
EFNB2	4	8	0.21054122380335472	0.3603813233022238	0.20945415029479295	0.24756474449948368	20.0	0.5696969696969697
ADAM17	4	8	0.38103464196288056	0.39789212806668545	0.2878297330674847	0.38699073421446806	20.0	0.5696969696969697
PRNP	4	8	0.3789722816565032	0.4329042971347259	0.3576696230274695	0.26218633589460416	12.0	0.5696969696969697
EDN1	4	8	0.12778353120340227	0.16704554798472376	0.10845231381386697	0.17233218838311629	20.0	0.5696969696969697
CFH	4	8	0.5579837697410659	0.40407931044118645	0.6625753203136204	0.29581387092180067	12.0	0.5696969696969697
CXADR	4	8	0.5885194995292578	0.4826524273046544	0.5147467166163626	0.49717388898397796	12.0	0.5696969696969697
CEACAM6	4	8	0.926904149421208	1.26926860487228	1.1690573537187783	1.2707503671672549	20.0	0.5696969696969697
HLA-DQB1	4	8	0.8034952474600994	0.7503275254940573	0.8556934959095344	0.45109270689129866	12.0	0.5696969696969697
FGF2	4	8	0.09368494673932423	0.0613213664079013	0.0	0.0029932349019673793	19.0	0.6358696575825452
BTNL9	4	8	0.05704403583458095	0.02148375622142231	0.028748533720959275	0.0007541796936693509	13.0	0.6503745110500192
CD99	4	8	0.8733174098364866	0.8296354057421926	0.9021012119457454	0.8103882585470952	13.0	0.6828282828282828
COL4A5	4	8	0.16050982641373493	0.13101672067093165	0.10824407252038643	0.07977663960762511	13.0	0.6828282828282828
HLA-DRA	4	8	2.2926134044100985	1.9416944762460158	2.5745763784551	2.0964887055341004	13.0	0.6828282828282828
HLA-DMB	4	8	0.330004877196569	0.2952632574415495	0.31167287557138823	0.22298509103243594	13.0	0.6828282828282828
THBS1	4	8	0.16528568470497706	0.13134727858413922	0.15058738174773723	0.09987651346257301	13.0	0.6828282828282828
SECTM1	4	8	0.115552353987786	0.2018878036354994	0.1473197623414112	0.14813562011094186	19.0	0.6828282828282828
PSEN1	4	8	0.30840499121154746	0.28451557712799747	0.3075198938800079	0.2741976958346556	13.0	0.6828282828282828
PTPRC	4	8	0.09973231388009125	0.07559800437697035	0.10221410637839703	0.052010076569489444	13.0	0.6828282828282828
HLA-DMA	4	8	0.6272276529595013	0.5172181355227679	0.6453267953790198	0.5122084079567363	13.0	0.6828282828282828
HLA-B	4	8	2.670786513105957	2.877639587263691	2.78660328821295	2.8699699168716934	19.0	0.6828282828282828
NECTIN4	4	8	0.3777761187420744	0.3418152032664865	0.22102716389703747	0.28949648326519356	19.0	0.6828282828282828
MPZL3	4	8	0.16134768951117476	0.16233142706000578	0.12561293090861492	0.15509494635952997	19.0	0.6828282828282828
MICA	4	8	0.11593255130016024	0.14608827961974438	0.10922323481596896	0.12464825925251985	19.0	0.6828282828282828
JAG1	4	8	0.28736962082442047	0.2599781155627303	0.2823648687063969	0.16232512827747222	13.0	0.6828282828282828
MMP7	4	8	0.9414969909870683	1.4620041426490031	0.7390659557011618	1.0144383155709908	19.0	0.6828282828282828
LTF	4	8	0.6105501367390959	0.8290272001422516	0.6555247306859753	0.2988056363734197	13.0	0.6828282828282828
IL15	4	8	0.03573512415317297	0.04514930871393144	0.03920630388571711	0.047113211147074834	19.0	0.6828282828282828
CCL4	4	8	0.08168656422866881	0.12477650253687361	0.078831223282324	0.146432422939762	19.0	0.6828282828282828
CDH1	4	8	0.7360456440882216	0.7706824739237167	0.7362157259427538	0.7199433349222268	13.0	0.6828282828282828
CCL5	4	8	0.18303611487778604	0.1547821096218847	0.17178968655756932	0.15022963423153735	13.0	0.6828282828282828
APOE	4	8	0.15384722390257302	0.20131673317047827	0.13939666671916165	0.20472153403288723	19.0	0.6828282828282828
IL6	4	8	0.0464172643097254	0.009101985191269658	0.0	0.0025605513633380956	18.0	0.7763422280609799
TSLP	4	8	0.0384553083689081	0.01913074597736963	0.0025026992409624355	0.010325492034443336	18.0	0.7916517768672336
CNTN1	4	8	0.023212036629447375	0.02875357480720977	0.010516400841688775	0.011572341609959014	18.0	0.7953755978949296
COL9A3	4	8	0.017314355083847106	0.017729488935493937	0.003171994681689476	0.003922877553893228	18.0	0.7953755978949296
COL8A1	4	8	0.10753429755555052	0.09556551901426952	0.08765200889519101	0.08727561461299725	14.0	0.7985617630048201
LAMA3	4	8	0.17927019537046218	0.31595964576210805	0.1356112030143634	0.13816429047631773	18.0	0.8080808080808081
LGALS9	4	8	0.3587045831884066	0.3416236381641099	0.37312980725737666	0.3580572934390252	14.0	0.8080808080808081
NECTIN1	4	8	0.29610791694114563	0.26913648403466395	0.2456044900535441	0.22584978891126029	14.0	0.8080808080808081
CCL18	4	8	0.16595653962612383	0.15083567759591116	0.12814695175539423	0.08419415964571914	14.0	0.8080808080808081
CD9	4	8	1.4585429702431634	1.4956408200444051	1.2252789330895482	1.380257511647927	18.0	0.8080808080808081
C3	4	8	1.0587912591762225	1.0660525169601325	1.148708211508365	0.9961413898193359	14.0	0.8080808080808081
SIRPA	4	8	0.042824201352094825	0.05802202595023049	0.04785858296807338	0.03239867763864834	14.0	0.8080808080808081
WNT7B	4	8	0.14795850155146456	0.14241249063187236	0.1477805203613093	0.09348410205983007	14.0	0.8080808080808081
COL6A1	4	8	0.13065952437869727	0.12693163224128498	0.14146552639521193	0.06356509220535991	14.0	0.8080808080808081
CD82	4	8	0.5708356838309431	0.5285498919013942	0.5376075016180575	0.5164212588236088	14.0	0.8080808080808081
LAMA5	4	8	0.26468951706878974	0.3496008959009055	0.2596846906089877	0.3003251591830947	18.0	0.8080808080808081
TFPI	4	8	0.3880106485087336	0.5772558414262781	0.37148872519451437	0.46818715724515547	18.0	0.8080808080808081
CD59	4	8	1.3734807106595235	1.3038344591151374	1.4888154135178189	1.3004477701974815	14.0	0.8080808080808081
CD55	4	8	1.0532021240818739	1.2138896590900976	1.1220751251243664	1.132328061882967	18.0	0.8080808080808081
HLA-DRB3	4	8	0.36068383850517877	0.253020469887281	0.18206699816402777	0.08856116384526941	14.0	0.8080808080808081
HLA-A	4	8	3.263349784930476	3.4233878563477367	3.322098341055348	3.4183823200940218	18.0	0.8080808080808081
NUCB2	4	8	0.8896438899420983	0.7289640669696165	0.947888555866918	0.6309094347112721	14.0	0.8080808080808081
PVR	4	8	0.09759064411077817	0.11089898455438382	0.07804880550156179	0.09188287059404032	18.0	0.8080808080808081
CXCL12	4	8	0.05259646404057275	0.009620091682909402	0.0	0.0	15.0	0.9112467201951676
COL7A1	4	8	0.11755303041211955	0.08505317188995225	0.06229637378211042	0.05837090090282927	17.0	0.9318472552084768
HP	4	8	0.07511338761348747	0.2832980191184531	0.06761803426985502	0.15263556102112805	17.0	0.9318472552084768
ICAM4	4	8	0.06281697244832983	0.08574640559549393	0.05822213501306719	0.07161077516848241	17.0	0.9322060337758794
APP	4	8	1.2720123506289944	1.2184544131886468	1.2720417612739363	1.1059969141896593	15.0	0.9333333333333333
CLEC2D	4	8	0.0690438805043685	0.07480301481299294	0.06481090308807641	0.056009466160961814	17.0	0.9333333333333333
TNFSF9	4	8	0.09060058703521875	0.14071548911962112	0.06284503586720767	0.08182989357814541	17.0	0.9333333333333333
OCLN	4	8	0.47272117006454806	0.43621313220599894	0.45779328863645663	0.4304111807845089	15.0	0.9333333333333333
PDGFA	4	8	0.2295094977326369	0.25516667715229824	0.2404337993479891	0.1676167569119932	17.0	0.9333333333333333
NAMPT	4	8	0.6006757574029996	0.7227241032404443	0.518952518894844	0.5762672134850104	17.0	0.9333333333333333
MELTF	4	8	0.08045704791273656	0.10005044814151223	0.07654819266081545	0.10377592044117387	17.0	0.9333333333333333
LAMC2	4	8	0.5613361653586205	0.6967143515641214	0.6544806603809616	0.4352025958368634	15.0	0.9333333333333333
HLA-DRB1	4	8	1.66647221829372	1.588328472825689	1.5553403596922346	1.4678426748898918	15.0	0.9333333333333333
FBLN1	4	8	0.0882127749432165	0.11618043406474185	0.06796440956672663	0.05722691140284987	17.0	0.9333333333333333
CX3CL1	4	8	0.2511052397353709	0.24786290480342626	0.24692291682725048	0.21759958590933098	15.0	0.9333333333333333
CD274	4	8	0.11456717315867777	0.13204277706569015	0.06179957948696663	0.06506156390900882	15.0	0.9333333333333333
LAMC1	4	8	0.279030660649752	0.26923840237132235	0.2630718123821707	0.21363171734430336	15.0	0.9333333333333333
HLA-F	4	8	0.6486759756960206	0.7829942260240605	0.6431747672059019	0.631787587897919	17.0	0.9333333333333333
HSPG2	4	8	0.18068072477847907	0.1921543234164929	0.11011781730766215	0.13016688280688826	17.0	0.9333333333333333
ICAM1	4	8	0.757540937342162	0.7469943388101736	0.6527549593654838	0.668767520551357	15.0	0.9333333333333333
S100A8	4	8	0.19496407769635088	0.40756881720004356	0.16505065659559343	0.1802496386521659	17.0	0.9333333333333333
PLXNA1	4	8	0.18311036877363485	0.18645084252452604	0.169374919967369	0.185291430489734	15.0	0.9333333333333333
MFAP2	4	8	0.08509325693810443	0.07838255998245038	0.045106390622775626	0.07703823289372147	16.0	1.0
EDIL3	4	8	0.10634878863409637	0.10725473493463528	0.07335814027949362	0.037206925020986256	15.5	1.0
CD47	4	8	1.083924784168752	1.0365717915156627	1.0609885826513281	1.006843259577751	16.0	1.0
ADGRE5	4	8	0.2656903528370558	0.24362232020262367	0.24030285546355845	0.24161926378096885	16.0	1.0
ADAM9	4	8	0.377306842403522	0.4905411594080475	0.4128015050858858	0.4116643711336052	16.0	1.0
TGM2	4	8	0.25928071233646266	0.550415822947587	0.25332581677281546	0.28853090074261667	16.0	1.0
