ligand	vs	n	rho	p
CLEC2B	tnk_cyto	12	-0.2797202797202798	0.37856866966230307
CLEC2B	tnk_ifn	12	-0.2517482517482518	0.4299187850328841
CLEC2B	tnk_ifn_minus_cyto	12	0.04895104895104895	0.8799185788786748
CLEC2D	tnk_cyto	12	0.06993006993006995	0.8290236405313092
CLEC2D	tnk_ifn	12	-0.11188811188811189	0.729194990751066
CLEC2D	tnk_ifn_minus_cyto	12	0.055944055944055944	0.8628980736949713
CNTN1	tnk_cyto	12	0.5196552247887519	0.08334128392851434
CNTN1	tnk_ifn	12	0.8506684844144637	0.0004526261429570068
CNTN1	tnk_ifn_minus_cyto	12	-0.03559282361566794	0.9125560710217557
COL17A1	tnk_cyto	12	0.034965034965034975	0.9140933424107599
COL17A1	tnk_ifn	12	0.0	1.0
COL17A1	tnk_ifn_minus_cyto	12	0.055944055944055944	0.8628980736949713
COL1A1	tnk_cyto	12	-0.02097902097902098	0.9484022252365222
COL1A1	tnk_ifn	12	0.10489510489510491	0.7456094809807079
COL1A1	tnk_ifn_minus_cyto	12	0.0979020979020979	0.7621216559962992
COL27A1	tnk_cyto	12	0.04895104895104895	0.8799185788786748
COL27A1	tnk_ifn	12	0.02097902097902098	0.9484022252365222
COL27A1	tnk_ifn_minus_cyto	12	-0.17482517482517487	0.5868236643627043
COL28A1	tnk_cyto	12	-0.25919479328518813	0.41592926127477936
COL28A1	tnk_ifn	12	-0.19614741113473694	0.5412137259515318
COL28A1	tnk_ifn_minus_cyto	12	0.1751316170845866	0.5861577321261826
COL4A1	tnk_cyto	12	0.014084856304079975	0.965347215766319
COL4A1	tnk_ifn	12	0.2676122697775195	0.40039240027539647
COL4A1	tnk_ifn_minus_cyto	12	0.04225456891223992	0.8962612978961096
COL4A5	tnk_cyto	12	-0.2937062937062937	0.3541476412329215
COL4A5	tnk_ifn	12	0.06293706293706294	0.8459309212287789
COL4A5	tnk_ifn_minus_cyto	12	0.31468531468531474	0.3191387855033045
COL6A1	tnk_cyto	12	-0.06993006993006995	0.8290236405313092
COL6A1	tnk_ifn	12	-0.1258741258741259	0.696683109395766
COL6A1	tnk_ifn_minus_cyto	12	-0.1258741258741259	0.696683109395766
COL7A1	tnk_cyto	12	0.6338185336835989	0.026890700735823843
COL7A1	tnk_ifn	12	0.612691249227479	0.03416813855342594
COL7A1	tnk_ifn_minus_cyto	12	-0.33099412314587934	0.2932980630283334
COL8A1	tnk_cyto	12	-0.21716320518488735	0.4977849019272634
COL8A1	tnk_ifn	12	-0.1891421464513535	0.5560328502017108
COL8A1	tnk_ifn_minus_cyto	12	-0.010507897025075194	0.9741445288204628
COL9A2	tnk_cyto	12	-0.04195804195804196	0.8969858708195542
COL9A2	tnk_ifn	12	-0.43356643356643365	0.15910576941219534
COL9A2	tnk_ifn_minus_cyto	12	-0.3216783216783217	0.30790987618065263
COL9A3	tnk_cyto	12	0.042711388338801524	0.8951451878401394
COL9A3	tnk_ifn	12	0.14237129446267177	0.6589311174788265
COL9A3	tnk_ifn_minus_cyto	12	-0.0605078001466355	0.8518185924632693
COPA	tnk_cyto	12	0.46153846153846156	0.13094806950717272
COPA	tnk_ifn	12	0.6293706293706295	0.028319671295760004
COPA	tnk_ifn_minus_cyto	12	-0.3076923076923077	0.33058925941210965
CTF1	tnk_cyto	12	-0.1328671328671329	0.6805975082860817
CTF1	tnk_ifn	12	0.16083916083916086	0.6175234895401425
CTF1	tnk_ifn_minus_cyto	12	0.16783216783216784	0.6020994277865379
CX3CL1	tnk_cyto	12	0.37762237762237766	0.22620604493502647
CX3CL1	tnk_ifn	12	-0.013986013986013986	0.9655902689187796
CX3CL1	tnk_ifn_minus_cyto	12	-0.3076923076923077	0.33058925941210965
CXADR	tnk_cyto	12	0.23076923076923078	0.470531995381542
CXADR	tnk_ifn	12	0.3426573426573427	0.2755674509567803
CXADR	tnk_ifn_minus_cyto	12	-0.21678321678321683	0.49855598552418845
CXCL12	tnk_cyto	12	-0.04589474270035978	0.8873725022504972
CXCL12	tnk_ifn	12	0.3304421474425904	0.2941527381527187
CXCL12	tnk_ifn_minus_cyto	12	0.23865266204187083	0.4550661779753512
CXCL14	tnk_cyto	12	-0.7412587412587414	0.005801150474478245
CXCL14	tnk_ifn	12	-0.6643356643356644	0.01845271802844544
CXCL14	tnk_ifn_minus_cyto	12	0.44055944055944063	0.1517350357167303
CXCL16	tnk_cyto	12	0.3846153846153847	0.21702022575997731
CXCL16	tnk_ifn	12	0.37762237762237766	0.22620604493502647
CXCL16	tnk_ifn_minus_cyto	12	-0.34965034965034975	0.26523878689278996
DLK2	tnk_cyto	12	0.42888983235128625	0.16415959498700108
DLK2	tnk_ifn	12	0.32751587197734583	0.29870715021716043
DLK2	tnk_ifn_minus_cyto	12	-0.35090986283287057	0.26340265702698734
DUSP18	tnk_cyto	12	-0.04195804195804196	0.8969858708195542
DUSP18	tnk_ifn	12	-0.31468531468531474	0.3191387855033045
DUSP18	tnk_ifn_minus_cyto	12	-0.17482517482517487	0.5868236643627043
EDIL3	tnk_cyto	12	0.24168163157672945	0.4491887440384276
EDIL3	tnk_ifn	12	0.4798606308117672	0.11438935771004499
EDIL3	tnk_ifn_minus_cyto	12	-0.1331000289842858	0.6800638459197368
EDN1	tnk_cyto	12	0.16083916083916086	0.6175234895401425
EDN1	tnk_ifn	12	0.6433566433566434	0.024003191200713647
EDN1	tnk_ifn_minus_cyto	12	0.1958041958041958	0.5419358857313173
EFNB2	tnk_cyto	12	0.35664335664335667	0.2551377517589572
EFNB2	tnk_ifn	12	0.43356643356643365	0.15910576941219534
EFNB2	tnk_ifn_minus_cyto	12	-0.10489510489510491	0.7456094809807079
F11R	tnk_cyto	12	0.2657342657342658	0.4038330883147116
F11R	tnk_ifn	12	0.4265734265734266	0.16669998762494498
F11R	tnk_ifn_minus_cyto	12	-0.1188811188811189	0.712884219214772
FAM200A	tnk_cyto	12	0.4055944055944056	0.19083587400450036
FAM200A	tnk_ifn	12	-0.06293706293706294	0.8459309212287789
FAM200A	tnk_ifn_minus_cyto	12	-0.5944055944055945	0.04152149441031857
FAM3C	tnk_cyto	12	0.49650349650349657	0.10060263183225476
FAM3C	tnk_ifn	12	0.4895104895104896	0.10625237175934595
FAM3C	tnk_ifn_minus_cyto	12	-0.21678321678321683	0.49855598552418845
FBLN1	tnk_cyto	12	0.8951048951048951	8.366586429091718e-05
FBLN1	tnk_ifn	12	0.4755244755244756	0.118175957013032
FBLN1	tnk_ifn_minus_cyto	12	-0.6923076923076924	0.012593030496094112
FGF2	tnk_cyto	12	0.4990718049178603	0.09857914896654045
FGF2	tnk_ifn	12	0.8421836707988893	0.0005877900030744124
FGF2	tnk_ifn_minus_cyto	12	0.05458597866289097	0.8661995710911955
FN1	tnk_cyto	12	0.1328671328671329	0.6805975082860817
FN1	tnk_ifn	12	-0.04895104895104895	0.8799185788786748
FN1	tnk_ifn_minus_cyto	12	-0.3636363636363637	0.24526500073077723
FURIN	tnk_cyto	12	0.1188811188811189	0.712884219214772
FURIN	tnk_ifn	12	0.4055944055944056	0.19083587400450036
FURIN	tnk_ifn_minus_cyto	12	0.22377622377622378	0.4844516614553987
GPC3	tnk_cyto	12	0.3356643356643357	0.28612290291498743
GPC3	tnk_ifn	12	0.4895104895104896	0.10625237175934595
GPC3	tnk_ifn_minus_cyto	12	-0.027972027972027972	0.9312343512018807
GRN	tnk_cyto	12	-0.5454545454545455	0.06661188226688902
GRN	tnk_ifn	12	-0.6433566433566434	0.024003191200713647
GRN	tnk_ifn_minus_cyto	12	0.17482517482517487	0.5868236643627043
HBEGF	tnk_cyto	12	-0.04895104895104895	0.8799185788786748
HBEGF	tnk_ifn	12	0.5244755244755246	0.08001937592027474
HBEGF	tnk_ifn_minus_cyto	12	0.43356643356643365	0.15910576941219534
HLA-A	tnk_cyto	12	0.22377622377622378	0.4844516614553987
HLA-A	tnk_ifn	12	0.3076923076923077	0.33058925941210965
HLA-A	tnk_ifn_minus_cyto	12	-0.10489510489510491	0.7456094809807079
HLA-B	tnk_cyto	12	0.3426573426573427	0.2755674509567803
HLA-B	tnk_ifn	12	0.6363636363636365	0.02609689105270314
HLA-B	tnk_ifn_minus_cyto	12	-0.16783216783216784	0.6020994277865379
HLA-DMA	tnk_cyto	12	-0.37762237762237766	0.22620604493502647
HLA-DMA	tnk_ifn	12	-0.5454545454545455	0.06661188226688902
HLA-DMA	tnk_ifn_minus_cyto	12	-0.055944055944055944	0.8628980736949713
HLA-DMB	tnk_cyto	12	-0.6153846153846154	0.033169901090105904
HLA-DMB	tnk_ifn	12	-0.4545454545454546	0.13765791634772948
HLA-DMB	tnk_ifn_minus_cyto	12	0.23076923076923078	0.470531995381542
HLA-DOA	tnk_cyto	12	-0.1328671328671329	0.6805975082860817
HLA-DOA	tnk_ifn	12	-0.3076923076923077	0.33058925941210965
HLA-DOA	tnk_ifn_minus_cyto	12	-0.2447552447552448	0.44326193645018325
HLA-DOB	tnk_cyto	12	-0.2027972027972028	0.5273023541661079
HLA-DOB	tnk_ifn	12	-0.4055944055944056	0.19083587400450036
HLA-DOB	tnk_ifn_minus_cyto	12	-0.1398601398601399	0.6646331617926677
HLA-DPB1	tnk_cyto	12	-0.49650349650349657	0.10060263183225476
HLA-DPB1	tnk_ifn	12	-0.6293706293706295	0.028319671295760004
HLA-DPB1	tnk_ifn_minus_cyto	12	0.055944055944055944	0.8628980736949713
HLA-DQA1	tnk_cyto	12	-0.6153846153846154	0.033169901090105904
HLA-DQA1	tnk_ifn	12	-0.5244755244755246	0.08001937592027474
HLA-DQA1	tnk_ifn_minus_cyto	12	0.2447552447552448	0.44326193645018325
HLA-DQB1	tnk_cyto	12	-0.5104895104895105	0.08991373630263919
HLA-DQB1	tnk_ifn	12	-0.3356643356643357	0.28612290291498743
HLA-DQB1	tnk_ifn_minus_cyto	12	0.1188811188811189	0.712884219214772
HLA-DRA	tnk_cyto	12	-0.4265734265734266	0.16669998762494498
HLA-DRA	tnk_ifn	12	-0.5244755244755246	0.08001937592027474
HLA-DRA	tnk_ifn_minus_cyto	12	-0.006993006993006993	0.9827917689028476
HLA-DRB1	tnk_cyto	12	-0.4055944055944056	0.19083587400450036
HLA-DRB1	tnk_ifn	12	-0.6433566433566434	0.024003191200713647
HLA-DRB1	tnk_ifn_minus_cyto	12	-0.013986013986013986	0.9655902689187796
HLA-DRB3	tnk_cyto	12	-0.034965034965034975	0.9140933424107599
HLA-DRB3	tnk_ifn	12	-0.027972027972027972	0.9312343512018807
HLA-DRB3	tnk_ifn_minus_cyto	12	-0.04195804195804196	0.8969858708195542
HLA-DRB5	tnk_cyto	12	-0.287215852018722	0.3653744519386998
HLA-DRB5	tnk_ifn	12	-0.3117342784105641	0.3239439412499513
HLA-DRB5	tnk_ifn_minus_cyto	12	-0.042031588100300776	0.8968061517543842
HLA-E	tnk_cyto	12	0.2797202797202798	0.37856866966230307
HLA-E	tnk_ifn	12	0.37762237762237766	0.22620604493502647
HLA-E	tnk_ifn_minus_cyto	12	-0.2797202797202798	0.37856866966230307
HLA-F	tnk_cyto	12	-0.25874125874125875	0.41677476889913817
HLA-F	tnk_ifn	12	0.2657342657342658	0.4038330883147116
HLA-F	tnk_ifn_minus_cyto	12	0.32867132867132864	0.2969041156887641
HMGB1	tnk_cyto	12	-0.3426573426573427	0.2755674509567803
HMGB1	tnk_ifn	12	-0.31468531468531474	0.3191387855033045
HMGB1	tnk_ifn_minus_cyto	12	0.11188811188811189	0.729194990751066
HP	tnk_cyto	12	-0.09859399412855982	0.7604837400712293
HP	tnk_ifn	12	-0.014084856304079975	0.965347215766319
HP	tnk_ifn_minus_cyto	12	0.04929699706427991	0.8790754104005533
HSPG2	tnk_cyto	12	0.006993006993006993	0.9827917689028476
HSPG2	tnk_ifn	12	-0.1398601398601399	0.6646331617926677
HSPG2	tnk_ifn_minus_cyto	12	-0.3636363636363637	0.24526500073077723
ICAM1	tnk_cyto	12	-0.6083916083916086	0.03580599705202923
ICAM1	tnk_ifn	12	-0.5664335664335665	0.054842119775407906
ICAM1	tnk_ifn_minus_cyto	12	0.23076923076923078	0.470531995381542
ICAM4	tnk_cyto	12	-0.4728553661283838	0.12054731608984572
ICAM4	tnk_ifn	12	-0.3467606018274814	0.269479388463033
ICAM4	tnk_ifn_minus_cyto	12	0.32924744011902274	0.296007411628316
IFITM1	tnk_cyto	12	-0.2447552447552448	0.44326193645018325
IFITM1	tnk_ifn	12	-0.11188811188811189	0.729194990751066
IFITM1	tnk_ifn_minus_cyto	12	0.27272727272727276	0.39109677094189615
IL15	tnk_cyto	12	-0.1258741258741259	0.696683109395766
IL15	tnk_ifn	12	-0.006993006993006993	0.9827917689028476
IL15	tnk_ifn_minus_cyto	12	0.31468531468531474	0.3191387855033045
IL6	tnk_cyto	12	0.007797996951841567	0.9808111727156225
IL6	tnk_ifn	12	0.343111865881029	0.2748892193811328
IL6	tnk_ifn_minus_cyto	12	0.1715559329405145	0.5939463255846564
IL7	tnk_cyto	12	-0.36620626390607935	0.24169426770328278
IL7	tnk_ifn	12	-0.5000123987948392	0.09784496018095067
IL7	tnk_ifn_minus_cyto	12	0.04225456891223992	0.8962612978961096
ITGB1	tnk_cyto	12	0.1258741258741259	0.696683109395766
ITGB1	tnk_ifn	12	0.2937062937062937	0.3541476412329215
ITGB1	tnk_ifn_minus_cyto	12	-0.1328671328671329	0.6805975082860817
ITGB2	tnk_cyto	12	-0.37762237762237766	0.22620604493502647
ITGB2	tnk_ifn	12	-0.6293706293706295	0.028319671295760004
ITGB2	tnk_ifn_minus_cyto	12	0.06993006993006995	0.8290236405313092
JAG1	tnk_cyto	12	0.3636363636363637	0.24526500073077723
JAG1	tnk_ifn	12	0.5244755244755246	0.08001937592027474
JAG1	tnk_ifn_minus_cyto	12	0.02097902097902098	0.9484022252365222
JAG2	tnk_cyto	12	0.11188811188811189	0.729194990751066
JAG2	tnk_ifn	12	0.34965034965034975	0.26523878689278996
JAG2	tnk_ifn_minus_cyto	12	-0.09090909090909093	0.7787253962454419
LAMA3	tnk_cyto	12	0.5314685314685316	0.07536233505348361
LAMA3	tnk_ifn	12	0.6013986013986015	0.03858845292201946
LAMA3	tnk_ifn_minus_cyto	12	-0.35664335664335667	0.2551377517589572
LAMA5	tnk_cyto	12	-0.1328671328671329	0.6805975082860817
LAMA5	tnk_ifn	12	-0.1188811188811189	0.712884219214772
LAMA5	tnk_ifn_minus_cyto	12	-0.14685314685314685	0.6487957097846665
LAMB1	tnk_cyto	12	0.007042428152039987	0.9826701704764307
LAMB1	tnk_ifn	12	0.2887395542336395	0.36272223973310497
LAMB1	tnk_ifn_minus_cyto	12	0.2253577008652796	0.481287412946627
LAMB2	tnk_cyto	12	-0.3706293706293707	0.23562100351264567
LAMB2	tnk_ifn	12	-0.7272727272727274	0.0073550288578051294
LAMB2	tnk_ifn_minus_cyto	12	-0.14685314685314685	0.6487957097846665
LAMB3	tnk_cyto	12	0.32867132867132864	0.2969041156887641
LAMB3	tnk_ifn	12	0.2377622377622378	0.45680085263992326
LAMB3	tnk_ifn_minus_cyto	12	-0.27272727272727276	0.39109677094189615
LAMC1	tnk_cyto	12	0.013986013986013986	0.9655902689187796
LAMC1	tnk_ifn	12	0.027972027972027972	0.9312343512018807
LAMC1	tnk_ifn_minus_cyto	12	-0.034965034965034975	0.9140933424107599
LAMC2	tnk_cyto	12	0.17482517482517487	0.5868236643627043
LAMC2	tnk_ifn	12	0.2447552447552448	0.44326193645018325
LAMC2	tnk_ifn_minus_cyto	12	-0.18181818181818185	0.5717012385276553
LFNG	tnk_cyto	12	0.1398601398601399	0.6646331617926677
LFNG	tnk_ifn	12	0.027972027972027972	0.9312343512018807
LFNG	tnk_ifn_minus_cyto	12	-0.15384615384615385	0.6330906812462617
LGALS1	tnk_cyto	12	0.3916083916083916	0.20806346369535322
LGALS1	tnk_ifn	12	0.02097902097902098	0.9484022252365222
LGALS1	tnk_ifn_minus_cyto	12	-0.3706293706293707	0.23562100351264567
LGALS3	tnk_cyto	12	-0.23076923076923078	0.470531995381542
LGALS3	tnk_ifn	12	0.2447552447552448	0.44326193645018325
LGALS3	tnk_ifn_minus_cyto	12	0.20979020979020982	0.512840943181826
LGALS3BP	tnk_cyto	12	0.013986013986013986	0.9655902689187796
LGALS3BP	tnk_ifn	12	-0.11188811188811189	0.729194990751066
LGALS3BP	tnk_ifn_minus_cyto	12	-0.1258741258741259	0.696683109395766
LGALS9	tnk_cyto	12	-0.4125874125874127	0.18256397857316675
LGALS9	tnk_ifn	12	-0.5244755244755246	0.08001937592027474
LGALS9	tnk_ifn_minus_cyto	12	0.055944055944055944	0.8628980736949713
LTF	tnk_cyto	12	-0.6853146853146854	0.013905968814362752
LTF	tnk_ifn	12	-0.35664335664335667	0.2551377517589572
LTF	tnk_ifn_minus_cyto	12	0.5244755244755246	0.08001937592027474
LYZ	tnk_cyto	12	-0.22377622377622378	0.4844516614553987
LYZ	tnk_ifn	12	-0.44755244755244755	0.1445863013033476
LYZ	tnk_ifn_minus_cyto	12	-0.2377622377622378	0.45680085263992326
MDK	tnk_cyto	12	-0.20979020979020982	0.512840943181826
MDK	tnk_ifn	12	-0.027972027972027972	0.9312343512018807
MDK	tnk_ifn_minus_cyto	12	0.055944055944055944	0.8628980736949713
MELTF	tnk_cyto	12	0.44055944055944063	0.1517350357167303
MELTF	tnk_ifn	12	0.6293706293706295	0.028319671295760004
MELTF	tnk_ifn_minus_cyto	12	-0.10489510489510491	0.7456094809807079
MFAP2	tnk_cyto	12	0.4063053516362408	0.18998452241526734
MFAP2	tnk_ifn	12	0.7635738504887976	0.003850093656559542
MFAP2	tnk_ifn_minus_cyto	12	-0.024518426391842117	0.9397100223231515
MICA	tnk_cyto	12	-0.1328671328671329	0.6805975082860817
MICA	tnk_ifn	12	0.027972027972027972	0.9312343512018807
MICA	tnk_ifn_minus_cyto	12	0.1958041958041958	0.5419358857313173
MMP14	tnk_cyto	12	0.4825174825174825	0.11210929146889187
MMP14	tnk_ifn	12	0.4755244755244756	0.118175957013032
MMP14	tnk_ifn_minus_cyto	12	-0.2657342657342658	0.4038330883147116
MMP7	tnk_cyto	12	-0.1328671328671329	0.6805975082860817
MMP7	tnk_ifn	12	-0.4895104895104896	0.10625237175934595
MMP7	tnk_ifn_minus_cyto	12	-0.20979020979020982	0.512840943181826
MPZL3	tnk_cyto	12	0.5314685314685316	0.07536233505348361
MPZL3	tnk_ifn	12	0.32867132867132864	0.2969041156887641
MPZL3	tnk_ifn_minus_cyto	12	-0.39860139860139865	0.19933549461780897
NAMPT	tnk_cyto	12	0.18881118881118883	0.5567370561768314
NAMPT	tnk_ifn	12	0.4755244755244756	0.118175957013032
NAMPT	tnk_ifn_minus_cyto	12	-0.07692307692307693	0.8121826980280591
NECTIN1	tnk_cyto	12	0.41958041958041964	0.1745190081300594
NECTIN1	tnk_ifn	12	0.5314685314685316	0.07536233505348361
NECTIN1	tnk_ifn_minus_cyto	12	-0.09090909090909093	0.7787253962454419
NECTIN2	tnk_cyto	12	-0.08391608391608392	0.7954145018538978
NECTIN2	tnk_ifn	12	0.41958041958041964	0.1745190081300594
NECTIN2	tnk_ifn_minus_cyto	12	0.30069930069930073	0.34225952894002437
NECTIN3	tnk_cyto	12	-0.09090909090909093	0.7787253962454419
NECTIN3	tnk_ifn	12	-0.17482517482517487	0.5868236643627043
NECTIN3	tnk_ifn_minus_cyto	12	-0.23076923076923078	0.470531995381542
NECTIN4	tnk_cyto	12	0.6503496503496504	0.022034190932365316
NECTIN4	tnk_ifn	12	0.6573426573426573	0.020185498509854093
