gene	in_cyto	in_ifn	in_exh	mean_MPR	mean_NMPR	delta_NMPR_minus_MPR	p	n_MPR	n_NMPR
CTSD	False	False	False	0.45788680700213713	0.5485409903675214	0.09065418336538422	0.15353535353535355	4	8
CXCR4	False	False	False	2.045045495829766	2.7162335514500615	0.6711880556202954	0.15353535353535355	4	8
SPN	False	False	False	1.0137064776068092	0.7906845526549462	-0.22302192495186302	0.15353535353535355	4	8
TNFRSF1B	False	False	False	0.7389472578001846	0.9125612449155825	0.173613987115398	0.15353535353535355	4	8
GZMB	True	False	False	0.6770297058569057	1.1167873059465516	0.43975760008964593	0.21414141414141416	4	8
HLA-E	False	False	False	3.2446901924217677	3.110941795211753	-0.13374839721001486	0.21414141414141416	4	8
IL2RA	False	False	False	0.13496868116667293	0.2321420551857718	0.09717337401909887	0.21414141414141416	4	8
GZMM	True	False	False	0.3362840699644796	0.27381358228067654	-0.06247048768380309	0.21414141414141416	4	8
FAS	False	False	False	0.23873588462839518	0.31489825397474264	0.07616236934634746	0.21414141414141416	4	8
CRTAM	False	False	False	0.38440477293588027	0.30577042152645273	-0.07863435140942754	0.21414141414141416	4	8
RSAD2	False	True	False	0.04394536296390221	0.14591506272846802	0.10196969976456581	0.21414141414141416	4	8
IL21R	False	False	False	0.17494404515772607	0.23719400609164681	0.06224996093392074	0.21414141414141416	4	8
IL27RA	False	False	False	0.2896196105414105	0.22013304928992342	-0.06948656125148708	0.21414141414141416	4	8
SLAMF6	False	False	False	0.5892350913415091	0.5340682195912645	-0.055166871750244595	0.21414141414141416	4	8
TFRC	False	False	False	0.26046475563252625	0.44651854851689066	0.1860537928843644	0.21414141414141416	4	8
CXCL9	False	True	False	0.012981150705542361	0.04363177183497714	0.030650621129434782	0.23366346495668922	4	8
UTS2	False	False	False	0.14431939998348278	0.22390014559399601	0.07958074561051323	0.2828282828282829	4	8
PTPRJ	False	False	False	0.3448162001904048	0.40308160089276923	0.05826540070236441	0.2828282828282829	4	8
RPS19	False	False	False	2.570144210197715	2.6985415521888485	0.12839734199113328	0.2828282828282829	4	8
LGALS3BP	False	False	False	0.139061525678852	0.16872014715610198	0.029658621477249986	0.2828282828282829	4	8
TOX	False	False	True	0.39271712095867717	0.32055062485391506	-0.07216649610476211	0.2828282828282829	4	8
ZDHHC5	False	False	False	0.22339201580916218	0.18793740002577003	-0.03545461578339215	0.2828282828282829	4	8
NR4A2	False	False	False	0.29957147772254306	0.49121376474862244	0.19164228702607938	0.2828282828282829	4	8
IGSF8	False	False	False	0.2368254182911157	0.1911610235466337	-0.045664394744482	0.2828282828282829	4	8
IL16	False	False	False	0.5077622142395193	0.385563520563572	-0.12219869367594727	0.2828282828282829	4	8
CXCL14	False	False	False	0.27451766030601304	0.23848641248242464	-0.03603124782358841	0.2828282828282829	4	8
CTLA4	False	False	True	0.44827113187424805	0.7188961769351297	0.2706250450608817	0.2828282828282829	4	8
COPA	False	False	False	0.39585241538993243	0.43793070303878967	0.04207828764885724	0.2828282828282829	4	8
HCST	False	False	False	1.375806363602429	1.1906143025961142	-0.1851920610063147	0.2828282828282829	4	8
CD7	False	False	False	1.0288795873591088	1.2779806114420693	0.24910102408296053	0.2828282828282829	4	8
CD3E	False	False	False	2.2452879909633188	2.0009282574898757	-0.24435973347344309	0.2828282828282829	4	8
OAS2	False	False	False	0.2701189273105233	0.3785388135553317	0.10841988624480842	0.2828282828282829	4	8
PSAP	False	False	False	0.9073894814442982	1.052767933002641	0.14537845155834273	0.2828282828282829	4	8
SLAMF1	False	False	False	0.3277762472033571	0.28251711869654494	-0.04525912850681213	0.2828282828282829	4	8
SEMA4D	False	False	False	0.566505769591037	0.6546254782607898	0.08811970866975272	0.2828282828282829	4	8
ICAM3	False	False	False	0.355628617903171	0.2998876463774298	-0.0557409715257412	0.2828282828282829	4	8
HLA-DMB	False	False	False	0.14579696661687555	0.18594681813214264	0.04014985151526709	0.2828282828282829	4	8
ST6GAL1	False	False	False	0.33820072213414965	0.23959879025245095	-0.09860193188169869	0.2828282828282829	4	8
TMEM167A	False	False	False	0.3019203454481373	0.2644603048949512	-0.03746004055318608	0.2828282828282829	4	8
TNFRSF14	False	False	False	0.24207084051575872	0.20056679699395824	-0.04150404352180048	0.2828282828282829	4	8
TNFRSF18	False	False	False	0.078023717120433	0.15277482513636773	0.07475110801593472	0.2828282828282829	4	8
IFI44	False	False	False	0.15096968120367335	0.26891485387401726	0.1179451726703439	0.3676767676767677	4	8
ADIPOR2	False	False	False	0.20029915298574397	0.21554239164437827	0.015243238658634306	0.3676767676767677	4	8
HLA-DRA	False	False	False	0.9972166776220521	1.197714554857803	0.20049787723575085	0.3676767676767677	4	8
ICOS	False	False	False	0.3248896000855819	0.4953614652504756	0.1704718651648937	0.3676767676767677	4	8
BST2	False	False	False	0.2985684642468762	0.39922972721792027	0.10066126297104405	0.3676767676767677	4	8
CCL3	False	False	False	0.38821019879042584	0.558842415141706	0.17063221635128012	0.3676767676767677	4	8
GBP5	False	False	False	0.8302782194454914	1.0300585276085645	0.19978030816307313	0.3676767676767677	4	8
CSF1	False	False	False	0.2367737810058255	0.407529714058073	0.17075593305224748	0.3676767676767677	4	8
IFITM1	False	False	False	0.3076604674581246	0.23625961642624535	-0.07140085103187924	0.3676767676767677	4	8
IRF4	False	False	False	0.14147060767659767	0.24367084580822984	0.10220023813163218	0.3676767676767677	4	8
IL12RB1	False	False	False	0.20031998207087753	0.2401476631605359	0.03982768108965837	0.3676767676767677	4	8
IFIT2	False	True	False	0.049813591280858986	0.07442029990150194	0.02460670862064295	0.3676767676767677	4	8
IL6R	False	False	False	0.27189007674237575	0.23206680375081462	-0.03982327299156113	0.3676767676767677	4	8
ITGAL	False	False	False	1.0774258137325456	0.9274939417512351	-0.14993187198131053	0.3676767676767677	4	8
LAMP1	False	False	False	0.6304237538879061	0.6850138353398305	0.054590081451924455	0.3676767676767677	4	8
LAMP2	False	False	False	0.3173160623459365	0.2833583375827201	-0.0339577247632164	0.3676767676767677	4	8
ITGB7	False	False	False	0.4467234036047829	0.35589684363120927	-0.09082655997357364	0.3676767676767677	4	8
CD40LG	False	False	False	0.28707987950073643	0.2140994244747393	-0.07298045502599712	0.3676767676767677	4	8
CD27	False	False	False	0.44094852975100574	0.38338680307613837	-0.057561726674867364	0.3676767676767677	4	8
BTN3A1	False	False	False	0.72232069848226	0.6235919133981072	-0.09872878508415284	0.46060606060606063	4	8
BATF	False	False	False	0.2784170315989727	0.40212983441314265	0.12371280281416996	0.46060606060606063	4	8
LYZ	False	False	False	0.15747686196234242	0.2061301764292527	0.048653314466910264	0.46060606060606063	4	8
IL2RG	False	False	False	2.2199202108784792	2.010231065704647	-0.20968914517383208	0.46060606060606063	4	8
IRF1	False	True	False	0.8662488575290896	1.0353089524487349	0.16906009491964524	0.46060606060606063	4	8
GRN	False	False	False	0.18353066301361023	0.2456175391113601	0.06208687609774988	0.46060606060606063	4	8
BCL2	False	False	False	0.4338165069110842	0.38987449688816667	-0.04394201002291753	0.46060606060606063	4	8
BTN2A1	False	False	False	0.191377057475508	0.18430104522144383	-0.007076012254064179	0.46060606060606063	4	8
F2R	False	False	False	0.5321553301513994	0.45305281499103467	-0.0791025151603647	0.46060606060606063	4	8
CXCR3	False	False	False	0.3742671698236149	0.34486499345205057	-0.029402176371564337	0.46060606060606063	4	8
CALM1	False	False	False	2.4024056286437645	2.3437283362090553	-0.058677292434709205	0.46060606060606063	4	8
TNFRSF4	False	False	False	0.12042089958319824	0.18044312552270947	0.06002222593951123	0.46060606060606063	4	8
TGOLN2	False	False	False	0.7958328832993911	0.7289292138540081	-0.06690366944538295	0.46060606060606063	4	8
KIAA0319L	False	False	False	0.21927215510577186	0.26286663326572574	0.043594478159953876	0.46060606060606063	4	8
ADAM19	False	False	False	0.19626566152362673	0.2531742522369081	0.05690859071328136	0.46060606060606063	4	8
VEGFB	False	False	False	0.2261400708001392	0.1968387705807543	-0.0293013002193849	0.46060606060606063	4	8
TSPAN5	False	False	False	0.22737130098895747	0.254089503384956	0.026718202395998536	0.46060606060606063	4	8
CD52	False	False	False	1.6735934737321996	1.6173127506117004	-0.05628072312049914	0.46060606060606063	4	8
PRDM1	False	False	False	0.944877349488264	1.1170761402610294	0.17219879077276545	0.46060606060606063	4	8
CD69	False	False	False	1.4420715868269571	1.5340031194518056	0.09193153262484843	0.46060606060606063	4	8
CD53	False	False	False	1.1433460170887124	1.1932545465787774	0.04990852949006497	0.46060606060606063	4	8
LAG3	False	False	True	0.3511132667715058	0.5051801123908083	0.1540668456193025	0.46060606060606063	4	8
S100A10	False	False	False	0.48308879682414196	0.4670673366556354	-0.016021460168506585	0.46060606060606063	4	8
STAT1	False	True	False	0.7786732246232501	1.003198758222203	0.224525533598953	0.46060606060606063	4	8
CD226	False	False	False	0.33916309179600934	0.2856141424126611	-0.053548949383348254	0.46060606060606063	4	8
CCR1	False	False	False	0.09658877528136126	0.1772970687180595	0.08070829343669825	0.46060606060606063	4	8
SLC1A5	False	False	False	0.19559277670193242	0.2774769175784003	0.08188414087646789	0.46060606060606063	4	8
SLAMF7	False	False	False	0.6566124975531085	0.5344607695564847	-0.12215172799662377	0.46060606060606063	4	8
TCF7	False	False	False	0.532326778056319	0.4139591007297724	-0.11836767732654663	0.46060606060606063	4	8
CXCL11	False	True	False	0.0032787104759478586	0.0011580404421435628	-0.002120670033804296	0.5074111417530267	4	8
TIGIT	False	False	True	0.956084603114126	1.0460514824572904	0.08996687934316439	0.5696969696969697	4	8
GBP1	False	True	False	0.44860117279949574	0.5630696550015141	0.11446848220201833	0.5696969696969697	4	8
FURIN	False	False	False	0.3278627161944962	0.43097992714754774	0.10311721095305154	0.5696969696969697	4	8
GNAS	False	False	False	2.1711520842321606	2.130407288546172	-0.040744795685988766	0.5696969696969697	4	8
EZR	False	False	False	1.0187244795627066	1.0821945718841843	0.06347009232147771	0.5696969696969697	4	8
ECE1	False	False	False	0.14032165890921985	0.1621902046968557	0.021868545787635835	0.5696969696969697	4	8
GBP2	False	False	False	0.6681113077744739	0.846829321845141	0.17871801407066712	0.5696969696969697	4	8
HAVCR2	False	False	True	0.3072722016287643	0.4687295258306847	0.16145732420192044	0.5696969696969697	4	8
LEF1	False	False	False	0.2716476633407974	0.21578003909408683	-0.055867624246710545	0.5696969696969697	4	8
LTB	False	False	False	0.8278347285868091	0.7238512994033797	-0.1039834291834294	0.5696969696969697	4	8
LAYN	False	False	True	0.044982326756357535	0.0965811665377308	0.051598839781373265	0.5696969696969697	4	8
IFNAR2	False	False	False	0.18454545410617712	0.16318406580634756	-0.02136138829982956	0.5696969696969697	4	8
IL32	False	False	False	3.186425043466337	2.8665053351627794	-0.31991970830355765	0.5696969696969697	4	8
LGALS1	False	False	False	0.3009050137309408	0.369778154553047	0.06887314082210622	0.5696969696969697	4	8
KLRD1	False	False	False	0.6127768146783558	0.5485859373431272	-0.06419087733522855	0.5696969696969697	4	8
ITGB2	False	False	False	1.251953344777836	1.1019228098015863	-0.15003053497624963	0.5696969696969697	4	8
TMED5	False	False	False	0.36932026160580483	0.339083637370447	-0.030236624235357834	0.5696969696969697	4	8
CXCR6	False	False	False	0.38049030164792796	0.4385806692566806	0.058090367608752635	0.5696969696969697	4	8
CCL5	False	False	False	2.5082543574608467	2.361429722977474	-0.14682463448337257	0.5696969696969697	4	8
ATP6AP2	False	False	False	0.44296934223167744	0.3944946077385356	-0.048474734493141824	0.5696969696969697	4	8
ANXA1	False	False	False	0.6719218500103948	0.8547737130909654	0.18285186308057055	0.5696969696969697	4	8
TAP1	False	False	False	1.013255175886793	1.1483506006432922	0.13509542475649927	0.5696969696969697	4	8
HLA-DQB1	False	False	False	0.3145181141187946	0.45800679404949424	0.14348867993069964	0.5696969696969697	4	8
TGFB1	False	False	False	0.25864837914309347	0.24097540419657987	-0.017672974946513598	0.5696969696969697	4	8
TSPAN14	False	False	False	0.5177994569478109	0.5646358904131704	0.046836433465359484	0.5696969696969697	4	8
VCAM1	False	False	False	0.06744204908999918	0.13953334841424647	0.0720912993242473	0.5696969696969697	4	8
ADGRG1	False	False	False	0.3024883958739028	0.2557540348176241	-0.046734361056278706	0.5696969696969697	4	8
TNFSF9	False	False	False	0.1094989020638028	0.2201641698657727	0.11066526780196989	0.6828282828282828	4	8
CD37	False	False	False	1.1024614697878308	1.0340879685700066	-0.06837350121782415	0.6828282828282828	4	8
PTDSS1	False	False	False	0.33118398630387563	0.3464885386573617	0.015304552353486045	0.6828282828282828	4	8
CD4	False	False	False	0.774949513829953	0.6951972217084288	-0.07975229212152424	0.6828282828282828	4	8
IL10RA	False	False	False	0.38889905345672354	0.41719274487559704	0.0282936914188735	0.6828282828282828	4	8
IFNGR1	False	False	False	0.15112658346664923	0.19472542150290467	0.043598838036255444	0.6828282828282828	4	8
CXCL13	False	False	True	0.5223978368642649	0.6725145370615206	0.15011670019725576	0.6828282828282828	4	8
SIGIRR	False	False	False	0.3193207004561168	0.28668280499900034	-0.032637895457116484	0.6828282828282828	4	8
HLA-DRB3	False	False	False	0.1632843167247775	0.2690342530808407	0.10574993635606322	0.6828282828282828	4	8
TNFSF12	False	False	False	0.2678445189512205	0.22839911094179938	-0.039445408009421146	0.6828282828282828	4	8
HLA-B	False	False	False	3.5922974690191576	3.6664221299390567	0.07412466091989911	0.6828282828282828	4	8
FASLG	True	False	False	0.3396350441288699	0.40003302777497873	0.06039798364610882	0.6828282828282828	4	8
CIB1	False	False	False	0.572149139264432	0.6149455986026156	0.042796459338183546	0.6828282828282828	4	8
CALM2	False	False	False	0.8849450675053007	0.9111917779507912	0.02624671044549054	0.6828282828282828	4	8
HLA-DQA1	False	False	False	0.5873047763938666	0.6309310366033082	0.0436262602094416	0.6828282828282828	4	8
TNFSF10	False	False	False	0.23575696112354394	0.28684920949642223	0.05109224837287829	0.6828282828282828	4	8
CCR5	False	False	False	0.36291740299535435	0.4258353925844026	0.06291798958904826	0.6828282828282828	4	8
TNFRSF9	False	False	False	0.17552278888554193	0.24990304264156638	0.07438025375602444	0.6828282828282828	4	8
TBX21	False	False	False	0.3157128671099455	0.311515186350368	-0.004197680759577493	0.6828282828282828	4	8
TNF	True	False	False	0.24651555745689352	0.22422710527501116	-0.022288452181882357	0.6828282828282828	4	8
ADAM10	False	False	False	0.39046492954896495	0.36543648593017874	-0.0250284436187862	0.6828282828282828	4	8
CXCL10	False	True	False	0.016664065519260682	0.03044887700064741	0.013784811481386727	0.729506525490593	4	8
CD38	False	False	True	0.1732592183337234	0.23460007668250143	0.06134085834877803	0.8080808080808081	4	8
CD44	False	False	False	1.2911885349296814	1.2280209452993083	-0.06316758963037317	0.8080808080808081	4	8
NOTCH1	False	False	False	0.1673918609500488	0.16003040502912136	-0.007361455920927434	0.8080808080808081	4	8
PECAM1	False	False	False	0.17261712604596516	0.16247800731867454	-0.01013911872729062	0.8080808080808081	4	8
NKG7	True	False	False	1.5610419620449134	1.6065160965650498	0.04547413452013638	0.8080808080808081	4	8
SELPLG	False	False	False	0.519173709114524	0.5245472788345361	0.005373569720012128	0.8080808080808081	4	8
LFNG	False	False	False	0.23056862758529612	0.25959524657749455	0.02902661899219844	0.8080808080808081	4	8
GSTP1	False	False	False	0.40163785285119713	0.4631258929310769	0.06148804007987979	0.8080808080808081	4	8
HLA-DMA	False	False	False	0.23529204516906874	0.2641521350071826	0.02886008983811386	0.8080808080808081	4	8
GZMA	True	False	False	1.685944800601416	1.5962044231406682	-0.0897403774607477	0.8080808080808081	4	8
LGALS3	False	False	False	0.481495157295789	0.48572327162650586	0.004228114330716848	0.8080808080808081	4	8
IL7R	False	False	False	0.9564351877586684	1.0962368810240462	0.13980169326537772	0.8080808080808081	4	8
MFNG	False	False	False	0.22383099467848833	0.184482885727204	-0.03934810895128432	0.8080808080808081	4	8
MSN	False	False	False	1.3031698690622298	1.3267908128580836	0.023620943795853888	0.8080808080808081	4	8
LGALS9	False	False	False	0.2058001152813154	0.25523027240410934	0.049430157122793944	0.8080808080808081	4	8
ARF1	False	False	False	1.0793322241221124	1.109352860574496	0.03002063645238362	0.8080808080808081	4	8
HLA-DRB5	False	False	False	0.39129720091152964	0.3596735670246839	-0.03162363388684575	0.8080808080808081	4	8
ANXA2	False	False	False	0.7764822518091771	0.8538045353455994	0.07732228353642234	0.8080808080808081	4	8
TGFBR2	False	False	False	0.3444279504177029	0.31195828952127697	-0.032469660896425945	0.8080808080808081	4	8
CCR7	False	False	False	0.1801445989155514	0.28803791043371707	0.10789331151816567	0.8080808080808081	4	8
SIRPG	False	False	False	0.5417952675339479	0.5763341319276596	0.03453886439371168	0.8080808080808081	4	8
CCL4L2	False	False	False	0.9164525011136027	0.7929561787133004	-0.12349632240030228	0.8080808080808081	4	8
HMGB1	False	False	False	1.2531710598762302	1.2843942071485563	0.031223147272326113	0.8080808080808081	4	8
ID2	False	False	False	1.149908175608931	1.2287548062109916	0.07884663060206054	0.8080808080808081	4	8
HLA-DPB1	False	False	False	1.1508326487953215	1.1130933088360075	-0.037739339959314	0.8080808080808081	4	8
HLA-C	False	False	False	3.911204506170022	3.8717429826865044	-0.03946152348351761	0.8080808080808081	4	8
FOXP3	False	False	False	0.23390060621079636	0.27075932762407423	0.03685872141327787	0.8080808080808081	4	8
HLA-A	False	False	False	4.108226928530918	4.148037811815005	0.039810883284086884	0.8080808080808081	4	8
ITGA1	False	False	False	0.3905597769651891	0.4115109749924737	0.020951198027284568	0.8080808080808081	4	8
IFNG	True	True	False	0.5921156208113943	0.5952456223637548	0.0031300015523604285	0.8080808080808081	4	8
TNFSF4	False	False	False	0.08523642370308125	0.14173994544798962	0.05650352174490837	0.8080808080808081	4	8
CD82	False	False	False	0.6159739550622307	0.612604232107681	-0.0033697229545497365	0.8080808080808081	4	8
CKLF	False	False	False	0.306006235722373	0.344492758598014	0.03848652287564097	0.8080808080808081	4	8
CD5	False	False	False	0.5432774949867102	0.5462246785839062	0.0029471835971960347	0.8080808080808081	4	8
CD55	False	False	False	0.15167120311864546	0.2111022666779063	0.05943106355926084	0.8080808080808081	4	8
CD6	False	False	False	0.4408723729782341	0.4051958641879513	-0.035676508790282835	0.8080808080808081	4	8
RPSA	False	False	False	1.2232873882158157	1.1989506389937223	-0.02433674922209339	0.8080808080808081	4	8
TRPV2	False	False	False	0.1771992265706097	0.15565111993197323	-0.02154810663863649	0.8080808080808081	4	8
ADGRE5	False	False	False	0.6554409898156451	0.7171582330054211	0.061717243189776005	0.8080808080808081	4	8
RTN4	False	False	False	0.47098309838844193	0.4769146239183479	0.0059315255299059455	0.8080808080808081	4	8
S100A4	False	False	False	1.5983584107218642	1.5601506611904519	-0.03820774953141237	0.8080808080808081	4	8
ITM2B	False	False	False	1.33318534112085	1.2635769336296563	-0.06960840749119379	0.8080808080808081	4	8
SARAF	False	False	False	1.390998070000384	1.5037249562476627	0.11272688624727878	0.8080808080808081	4	8
PSEN1	False	False	False	0.13846265097144628	0.15034966758828025	0.011887016616833973	0.8080808080808081	4	8
ITGB1	False	False	False	1.0465554875939533	1.0769348000100298	0.030379312416076498	0.8080808080808081	4	8
SELL	False	False	False	0.5000620296047659	0.6119323389630913	0.11187030935832543	0.8080808080808081	4	8
GZMK	True	False	False	0.7749226503083881	0.709374846254452	-0.06554780405393612	0.9333333333333333	4	8
HLA-F	False	False	False	1.3454186195793962	1.344294009549296	-0.001124610030100337	0.9333333333333333	4	8
BTN3A3	False	False	False	0.20468167426428707	0.19984310674937036	-0.0048385675149167084	0.9333333333333333	4	8
BTN3A2	False	False	False	0.8660271595626663	0.8319118827056632	-0.03411527685700311	0.9333333333333333	4	8
TNFRSF25	False	False	False	0.21069474910472077	0.20437599340215296	-0.006318755702567819	0.9333333333333333	4	8
TMEM123	False	False	False	0.6317233439209731	0.6404600284499742	0.008736684529001115	0.9333333333333333	4	8
CD2	False	False	False	2.2176210475760953	2.234068356259683	0.016447308683587458	0.9333333333333333	4	8
B2M	False	False	False	4.866625864945232	4.898367642061996	0.03174177711676407	0.9333333333333333	4	8
ALOX5AP	False	False	False	0.9837024767532196	0.9689644907064731	-0.014737986046746587	0.9333333333333333	4	8
CALM3	False	False	False	0.68521022649919	0.7547579502217769	0.069547723722587	0.9333333333333333	4	8
GNLY	True	False	False	0.7870838191521774	1.0628720708697261	0.2757882517175487	0.9333333333333333	4	8
ENTPD1	False	False	True	0.2531913898169277	0.24221738448692068	-0.010974005330007003	0.9333333333333333	4	8
IL2RB	False	False	False	1.1308763281288896	1.1648052965836029	0.03392896845471327	0.9333333333333333	4	8
IL6ST	False	False	False	0.5311457863124387	0.5430023127510153	0.011856526438576598	0.9333333333333333	4	8
SORL1	False	False	False	0.36094012045427193	0.3247269384525877	-0.03621318200168422	0.9333333333333333	4	8
IL4R	False	False	False	0.19368052635330596	0.19896162209850013	0.00528109574519417	0.9333333333333333	4	8
CD96	False	False	False	1.1326689142352973	1.1530466777340158	0.02037776349871856	0.9333333333333333	4	8
VSIR	False	False	False	0.25975792739204173	0.2516735850539035	-0.008084342338138206	0.9333333333333333	4	8
ADAM17	False	False	False	0.21665289199072388	0.22310427218632617	0.006451380195602291	0.9333333333333333	4	8
CD48	False	False	False	1.0690951491609468	1.0250327457934745	-0.04406240336747236	0.9333333333333333	4	8
CD8B	False	False	False	0.3863437472569352	0.3689604988850673	-0.017383248371867888	0.9333333333333333	4	8
CD8A	False	False	False	1.1728551886770857	1.2495171799618698	0.07666199128478413	0.9333333333333333	4	8
CD99	False	False	False	1.285417083464445	1.2978569354113048	0.012439851946859815	0.9333333333333333	4	8
CD244	False	False	True	0.10466502224029509	0.09237653632635869	-0.0122884859139364	0.9333333333333333	4	8
ITGAE	False	False	False	0.3095869532528222	0.3461565729517998	0.036569619698977596	0.9333333333333333	4	8
KLRK1	True	False	False	0.009980412755916584	0.010520207669169841	0.0005397949132532574	0.9333333333333333	4	8
JAML	False	False	False	0.36251948539368906	0.34579280068419527	-0.01672668470949379	0.9333333333333333	4	8
CD81	False	False	False	0.8103782344743586	0.7630215174437173	-0.04735671703064137	0.9333333333333333	4	8
CLEC2D	False	False	False	0.8714737625425368	0.9182675014958392	0.04679373895330241	0.9333333333333333	4	8
ERAP1	False	False	False	0.2924691625898597	0.2748974700001966	-0.017571692589663124	0.9333333333333333	4	8
IGF2R	False	False	False	0.36991646832608205	0.3532821985743097	-0.016634269751772346	0.9333333333333333	4	8
CD58	False	False	False	0.16394676103599987	0.16997784712385744	0.006031086087857573	0.9333333333333333	4	8
CD247	False	False	False	0.553351872384738	0.5847263795951477	0.031374507210409686	0.9333333333333333	4	8
CD28	False	False	False	0.31007674602584	0.34655613935447377	0.03647939332863376	0.9333333333333333	4	8
CD47	False	False	False	0.6661741384687818	0.6405834165609032	-0.02559072190787859	0.9333333333333333	4	8
NELL2	False	False	False	0.1610516033186648	0.16214612196043615	0.001094518641771347	0.9333333333333333	4	8
NR4A1	False	False	False	0.45519521265195223	0.5524038736048518	0.09720866095289954	0.9333333333333333	4	8
NPTN	False	False	False	0.18076713855885918	0.1784686385277125	-0.0022985000311466774	0.9333333333333333	4	8
NCSTN	False	False	False	0.17050596462681616	0.18831253592858221	0.01780657130176605	0.9333333333333333	4	8
CST7	True	False	False	1.1898189414724492	1.1982414013006952	0.008422459828246076	1.0	4	8
CALR	False	False	False	1.2812173811397023	1.2680090190532654	-0.013208362086436942	1.0	4	8
CCL4	False	False	False	1.5194234467199026	1.607700395348565	0.08827694862866231	1.0	4	8
STAT2	False	False	False	0.18930274950757936	0.1997198115141341	0.010417062006554734	1.0	4	8
TAP2	False	False	False	0.5528501088836637	0.5873279991341362	0.03447789025047254	1.0	4	8
GZMH	True	False	False	0.8504186559373784	0.8744035792253663	0.023984923287987847	1.0	4	8
GPI	False	False	False	0.6342339122328465	0.6519808834794527	0.01774697124660618	1.0	4	8
APLP2	False	False	False	0.2817685769921388	0.28930516425007835	0.007536587257939542	1.0	4	8
HLA-DRB1	False	False	False	1.0348560781020228	1.0400704987069997	0.005214420604976899	1.0	4	8
IFNAR1	False	False	False	0.2762833339993528	0.27675098027396083	0.00046764627460804675	1.0	4	8
IL17RA	False	False	False	0.24482311088744985	0.210510209442541	-0.03431290144490884	1.0	4	8
FAM3C	False	False	False	0.14611198201317807	0.1695631306992243	0.023451148686046225	1.0	4	8
CD74	False	False	False	2.7873577047060243	2.799412164630899	0.012054459924874639	1.0	4	8
PDCD1	False	False	True	0.43631870607083206	0.45641189393943526	0.0200931878686032	1.0	4	8
