setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
cldn4_high_to_all_TNK	a_priori_ifn	IFITM1	0.5330852003514813	1.148504770527383e-21	0.9406249999999999	0.6219886034919212	276	16
cldn4_high_to_all_TNK	a_priori_ifn	HLA-F	0.44358936987676156	9.827434115956662e-15	0.89375	0.4411069876485984	276	16
cldn4_high_to_all_TNK	a_priori_ifn	VSIG10	0.443490369096101	9.977889380962015e-15	0.8947115384615384	0.4268359138169924	276	16
cldn4_high_to_all_TNK	a_priori_ifn	CD40	0.43004440239969355	7.508969778067011e-14	0.9098557692307693	0.43974078422394947	276	16
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DRB5	0.4038147415117976	3.002091994428716e-12	0.8838942307692308	0.3413045268539653	276	16
cldn4_high_to_all_TNK	a_priori_ifn	HLA-B	0.4004086448293753	4.7355452207718615e-12	0.8795673076923076	0.37860884796841665	276	16
cldn4_high_to_all_TNK	a_priori_ifn	MDK	0.34983976774151365	2.2941589094651973e-09	0.851201923076923	0.30478507762606055	276	16
cldn4_high_to_all_TNK	a_priori_ifn	SDC2	0.32216531993681635	4.385625801242093e-08	0.8435096153846153	0.26109278916231543	276	16
cldn4_high_to_all_TNK	a_priori_ifn	CEACAM1	0.3097488040308253	1.5019532578140665e-07	0.8401442307692307	0.25935966582556247	276	16
cldn4_high_to_all_TNK	a_priori_ifn	ADAM9	0.3076685714396194	1.8359423512483066e-07	0.7882211538461539	0.24268719392549684	276	16
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DOA	0.3033227967586365	2.778877218497613e-07	0.8163461538461539	0.2985547635797528	276	16
cldn4_high_to_all_TNK	a_priori_ifn	CLEC2B	0.3008343295941105	3.5126696138618496e-07	0.8064903846153846	0.2259701528133478	276	16
cldn4_high_to_all_TNK	a_priori_ifn	CD38	0.2967555592582352	5.133287229496023e-07	0.8141826923076922	0.2577758636384471	276	16
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DRA	0.2963718622045258	5.318197610903818e-07	0.8173076923076923	0.3001313866776757	276	16
cldn4_high_to_all_TNK	a_priori_ifn	CD58	0.2855005718622532	1.419071271468776e-06	0.8182692307692307	0.2426743509328495	276	16
cldn4_high_to_all_TNK	a_priori_ifn	DUSP18	0.2835653934305235	1.6827896126841083e-06	0.813701923076923	0.25541207971301594	276	16
cldn4_high_to_all_TNK	a_priori_ifn	HLA-DRB3	0.27885761918537083	2.5340123191096447e-06	0.8098557692307692	0.2475129087009336	276	16
